N	2gram	Bakhtin_Fr	Istorich
732	очень интересный	1	4
733	человека с	1	4
734	человека и	4	4
735	явление в	2	4
736	в большой	1	4
737	что было	1	4
738	нас в	1	4
739	здесь необходимо	1	4
740	близки к	1	4
741	и которые	1	4
742	правда в	1	4
743	он находит	2	4
744	нельзя было	1	4
745	в руках	1	4
746	также на	1	4
747	в глаза	1	4
748	мифа о	1	4
749	посвящения в	1	4
750	с этими	2	4
751	под названием	3	4
752	и вообще	5	4
753	который в	1	4
754	и всей	1	4
755	время в	3	4
756	с точки	6	4
757	если ты	1	4
758	как раз	3	4
759	они в	2	4
760	при которых	1	4
761	они могут	1	4
762	не знаешь	1	4
763	здесь как	1	4
764	чистом виде	1	4
765	здесь она	1	4
766	о его	1	4
767	в немецких	1	4
768	типична для	1	4
769	эту задачу	1	4
770	и этот	1	4
771	что касается	3	4
772	в меньшей	1	4
773	связанное с	2	4
774	происходит с	1	4
775	тела и	7	4
776	себя и	2	4
777	все они	1	4
778	еще и	6	4
779	ни к	2	4
780	все три	1	4
781	действия и	1	4
782	по линии	1	4
783	и под	1	4
784	принадлежит к	1	4
785	среди этих	1	4
786	их с	2	4
787	стороны он	1	4
788	подземное царство	1	4
789	в животном	2	4
790	новые формы	1	4
791	многих других	1	4
792	ни с	3	4
793	считает что	1	4
794	на тех	2	4
795	в тот	1	4
796	без всяких	1	4
797	дело в	2	4
798	в ту	2	4
799	человеком и	1	4
800	но конечно	1	4
801	гораздо шире	1	4
802	во второй	2	4
803	только то	1	4
804	как не	1	4
805	еще на	2	4
806	это место	1	4
807	быть только	3	4
808	и новые	1	4
809	со всем	1	3
810	мы находим	4	3
811	ее то	2	3
812	именно он	1	3
813	человек в	2	3
814	к самому	1	3
815	находится на	1	3
816	где оно	1	3
817	не могли	1	3
818	раз и	2	3
819	других местах	1	3
820	в противоположность	3	3
821	и той	1	3
822	борьбе с	1	3
823	уже почти	1	3
824	отметить что	2	3
825	обряды и	2	3
826	из всех	3	3
827	в подземное	1	3
828	затем в	1	3
829	когда человек	1	3
830	нигде не	1	3
831	и вступает	1	3
832	именно с	1	3
833	точка зрения	3	3
834	образом на	2	3
835	смерти с	2	3
836	при переходе	1	3
837	этой же	2	3
838	вопрос мы	2	3
839	которого он	1	3
840	как таковое	1	3
841	так сказать	5	3
842	тебя не	1	3
843	средние века	12	3
844	бы она	1	3
845	и та	2	3
846	и другая	1	3
847	вот в	1	3
848	говорили что	3	3
849	самых ранних	1	3
850	в загробном	2	3
851	центр тяжести	1	3
852	время он	1	3
853	который был	3	3
854	где они	3	3
855	поэтому он	1	3
856	эти мотивы	1	3
857	связи и	1	3
858	человеческого тела	2	3
859	поэтому в	3	3
860	два типа	1	3
861	один человек	1	3
862	нам в	1	3
863	к таким	1	3
864	вряд ли	1	3
865	бы не	1	3
866	на другие	1	3
867	не превращается	1	3
868	божества и	1	3
869	может его	1	3
870	только один	1	3
871	как если	1	3
872	у других	2	3
873	выражения как	1	3
874	не раньше	1	3
875	например на	2	3
876	обряде и	1	3
877	тем же	1	3
878	начиная с	2	3
879	в самую	1	3
880	лучше всего	1	3
881	нельзя сказать	2	3
882	как к	3	3
883	именно к	1	3
884	на языке	2	3
885	и многие	2	3
886	когда они	1	3
887	его мы	1	3
888	мог быть	1	3
889	пришли к	1	3
890	одна и	1	3
891	черта его	1	3
892	и дело	1	3
893	нам еще	1	3
894	них и	1	3
895	и смысл	2	3
896	это всегда	2	3
897	от всех	3	3
898	кто бы	1	3
899	всегда есть	1	3
900	с теми	1	3
901	долгое время	1	3
902	нет у	1	3
903	в такой	1	3
904	ему не	1	3
905	др все	2	3
906	выше и	1	3
907	это как	5	3
908	животных в	1	3
909	многие другие	1	3
910	он с	1	3
911	жизнью и	1	3
912	для всех	1	3
913	на эти	2	3
914	же объясняется	1	3
915	он всегда	2	3
916	она уже	1	3
917	остановиться на	1	3
918	как они	1	3
919	в борьбе	1	3
920	или во	1	3
921	или у	1	3
922	при таком	2	3
923	речь идет	1	3
924	иногда сам	1	3
925	при всей	2	3
926	его из	1	3
927	и такие	1	3
928	даже и	5	3
929	имеет в	1	3
930	этого мира	1	3
931	в средние	13	3
932	здесь пока	1	3
933	духа и	3	3
934	же она	2	3
935	момент в	1	3
936	от нас	1	3
937	этот образ	1	3
938	в системе	3	3
939	и весь	1	3
940	несколько иной	1	3
941	и заставляет	1	3
942	его у	1	3
943	но еще	1	3
944	обычно не	1	3
945	ранних стадиях	1	3
946	входят в	1	3
947	как же	1	3
948	в несколько	1	3
949	говорит в	1	3
950	они представляют	1	3
951	и именно	2	3
952	с некоторой	1	3
953	того он	1	3
954	связанным с	1	3
955	именно как	1	3
956	мире и	3	3
957	в наши	2	3
958	явление это	1	3
959	его развития	6	3
960	все основные	1	3
961	но зато	1	3
962	всех других	2	3
963	души в	1	3
964	как эта	1	3
965	всегда имеет	1	3
966	ней в	1	3
967	которые были	1	3
968	всего в	1	3
969	приближается к	1	3
970	они иногда	1	3
971	народа в	1	3
972	его душу	1	3
973	в языке	1	3
974	только не	1	3
975	все то	1	3
976	причем он	1	3
977	особый интерес	1	3
978	не делает	1	3
979	относятся к	1	3
980	как нам	1	3
981	царстве мертвых	1	3
982	и мифы	1	3
983	сливается с	1	3
984	как мне	1	3
985	такие выражения	1	3
986	связанную с	1	3
987	сравнению с	2	3
988	бросается в	1	3
989	уже говорили	12	3
990	и до	6	3
991	жизни народа	1	3
992	просто на	1	3
993	в свой	2	3
994	точку зрения	2	3
995	подойти к	2	3
996	с начала	1	3
997	ряд других	1	3
998	явление как	1	3
999	он начинает	1	3
1000	в формах	3	3
1001	просто как	1	3
1002	здесь все	1	3
1003	в эпоху	17	3
1004	бы с	1	3
1005	не умирает	1	3
1006	является не	1	3
1007	заставить его	1	3
1008	о своих	1	3
1009	без всякой	1	3
1010	которую мы	1	3
1011	связь этих	1	3
1012	у народа	1	3
1013	в науке	1	3
1014	говорит я	1	3
1015	еще до	1	3
1016	что такие	1	3
1017	останавливаться на	1	3
1018	на всю	4	3
1019	которых они	2	3
1020	знает и	2	3
1021	этого нет	1	3
1022	их можно	1	3
1023	рода и	1	3
1024	никуда не	1	3
1025	несколько дней	1	3
1026	в эти	1	3
1027	они являются	4	2
1028	был и	4	2
1029	сам был	1	2
1030	народов в	1	2
1031	с которыми	1	2
1032	это тем	1	2
1033	можно встретить	1	2
1034	с рождением	3	2
1035	в большей	8	2
1036	этого момента	2	2
1037	в центре	1	2
1038	к тебе	1	2
1039	героя как	1	2
1040	и позже	1	2
1041	жизнь в	1	2
1042	это те	1	2
1043	лег в	1	2
1044	и другим	1	2
1045	целое и	1	2
1046	и перед	3	2
1047	смерть в	2	2
1048	большей или	7	2
1049	его здесь	1	2
1050	всем его	1	2
1051	для выражения	2	2
1052	оживает и	1	2
1053	и иногда	2	2
1054	здесь конечно	1	2
1055	можно не	1	2
1056	которые находятся	1	2
1057	прямо на	1	2
1058	отсюда и	1	2
1059	не простое	1	2
1060	и становятся	1	2
1061	в риме	2	2
1062	одной и	1	2
1063	как ее	2	2
1064	быть названо	1	2
1065	план выдвигается	1	2
1066	и чистоте	1	2
1067	природы но	1	2
1068	и еще	5	2
1069	он так	2	2
1070	него не	1	2
1071	по которым	1	2
1072	в основу	2	2
1073	просто в	1	2
1074	и общественные	1	2
1075	к смерти	1	2
1076	именно момент	1	2
1077	не зная	1	2
1078	мышления и	1	2
1079	мяса и	1	2
1080	не говорят	1	2
1081	но из	1	2
1082	жизни так	1	2
1083	еще больше	1	2
1084	по-видимому не	1	2
1085	ссылается на	1	2
1086	на мотив	1	2
1087	за пределами	1	2
1088	на войну	1	2
1089	природу и	2	2
1090	процесс этот	1	2
1091	а за	1	2
1092	ее от	1	2
1093	можно судить	1	2
1094	себя из	1	2
1095	дано в	1	2
1096	не остается	1	2
1097	характер и	4	2
1098	особенности в	1	2
1099	и следовательно	3	2
1100	сохраняется и	1	2
1101	враг и	1	2
1102	вводит в	1	2
1103	вошли в	1	2
1104	приобщение к	2	2
1105	только путем	1	2
1106	и питье	1	2
1107	в третью	1	2
1108	значение и	3	2
1109	все остальные	1	2
1110	на новый	2	2
1111	мы всегда	2	2
1112	в развитии	1	2
1113	не были	4	2
1114	это или	1	2
1115	др в	2	2
1116	тем и	1	2
1117	то или	1	2
1118	он пишет	2	2
1119	она была	6	2
1120	он еще	3	2
1121	на некоторых	2	2
1122	и заставить	1	2
1123	ту сторону	1	2
1124	что для	3	2
1125	был в	1	2
1126	из самых	1	2
1127	еще некоторые	1	2
1128	бы ни	2	2
1129	их здесь	1	2
1130	это совершенно	1	2
1131	шире чем	1	2
1132	и самый	2	2
1133	следовательно не	2	2
1134	с полной	3	2
1135	да не	1	2
1136	и конечно	1	2
1137	мы встречаем	1	2
1138	и связанные	1	2
1139	и должны	1	2
1140	как условие	1	2
1141	на первом	4	2
1142	оно было	2	2
1143	в изобразительном	1	2
1144	ходить на	1	2
1145	они на	1	2
1146	она уходит	1	2
1147	этот же	1	2
1148	понять этот	1	2
1149	мы остановимся	5	2
1150	был связан	2	2
1151	совершенно правильно	1	2
1152	характер этого	1	2
1153	эти явления	1	2
1154	ступени развития	1	2
1155	к какому	2	2
1156	было уже	1	2
1157	выступает как	1	2
1158	не входит	2	2
1159	все вещи	1	2
1160	задачи мы	1	2
1161	животных по	1	2
1162	один только	1	2
1163	наконец в	2	2
1164	он часто	1	2
1165	в новой	2	2
1166	со всей	1	2
1167	и вся	2	2
1168	в свет	3	2
1169	и ему	1	2
1170	от других	1	2
1171	организации и	2	2
1172	на примере	1	2
1173	мотив очень	1	2
1174	здесь по	1	2
1175	в форму	1	2
1176	как например	2	2
1177	свое существование	1	2
1178	связанной с	2	2
1179	нет и	2	2
1180	это позволяет	1	2
1181	в данной	1	2
1182	они еще	2	2
1183	не имел	1	2
1184	культа и	5	2
1185	только потому	1	2
1186	оно имеет	1	2
1187	же ты	1	2
1188	не из	1	2
1189	смерти как	1	2
1190	отделено от	1	2
1191	форме мы	1	2
1192	к формам	1	2
1193	перестает быть	3	2
1194	в полном	1	2
1195	они входят	1	2
1196	для всего	1	2
1197	что с	1	2
1198	способность к	1	2
1199	старого и	2	2
1200	одинаково так	1	2
1201	материал для	1	2
1202	ее нельзя	1	2
1203	эти работы	1	2
1204	явления на	1	2
1205	мотив этот	1	2
1206	за этим	1	2
1207	в ряде	1	2
1208	но нельзя	1	2
1209	стремление к	2	2
1210	и со	3	2
1211	и глубже	1	2
1212	не создает	1	2
1213	мысль высказывает	1	2
1214	преисподней в	1	2
1215	стоит и	1	2
1216	еще тем	1	2
1217	перед тем	1	2
1218	одну особенность	1	2
1219	уже после	1	2
1220	людей он	1	2
1221	несколько подробнее	1	2
1222	самое время	1	2
1223	при всем	1	2
1224	числе и	7	2
1225	на путь	1	2
1226	место в	4	2
1227	идет не	1	2
1228	же это	1	2
1229	однако все	1	2
1230	к совершенно	1	2
1231	природой и	1	2
1232	он наконец	1	2
1233	которой мы	1	2
1234	здесь имеются	1	2
1235	они приобретают	1	2
1236	за счет	1	2
1237	образов и	5	2
1238	иногда довольно	2	2
1239	на большую	1	2
1240	строя и	3	2
1241	нет здесь	1	2
1242	можно говорить	3	2
1243	с человеческим	1	2
1244	см выше	1	2
1245	их было	1	2
1246	которой они	1	2
1247	спустился в	1	2
1248	огромная литература	1	2
1249	социальной и	1	2
1250	которые по	1	2
1251	самом же	3	2
1252	домов в	1	2
1253	в день	3	2
1254	свою связь	1	2
1255	и была	1	2
1256	ступенях развития	1	2
1257	было очень	2	2
1258	дошли до	1	2
1259	одновременно и	3	2
1260	выйти из	1	2
1261	почти все	3	2
1262	них в	1	2
1263	различные формы	2	2
1264	жизни на	1	2
1265	направлен на	4	2
1266	связанного с	1	2
1267	и смерть	1	2
1268	находит его	1	2
1269	на материале	3	2
1270	которые мы	1	2
1271	с циклом	1	2
1272	время от	1	2
1273	с развитием	1	2
1274	поэтому мы	1	2
1275	с помощью	1	2
1276	более ранние	1	2
1277	говорить о	1	2
1278	и мотивов	1	2
1279	уже как	1	2
1280	лодке и	1	2
1281	образа и	1	2
1282	пока еще	1	2
1283	сопоставить с	1	2
1284	носит характер	1	2
1285	у себя	1	2
1286	позволит нам	2	2
1287	вернуться к	1	2
1288	объяснение в	1	2
1289	в нашем	3	2
1290	как я	1	2
1291	чтобы стать	1	2
1292	причем как	1	2
1293	они никогда	1	2
1294	так говорит	1	2
1295	он имел	1	2
1296	несколько слов	1	2
1297	то оно	1	2
1298	же деле	3	2
1299	него самого	1	2
1300	того или	1	2
1301	от друга	1	2
1302	подчеркнуть что	2	2
1303	образ в	1	2
1304	другого мира	1	2
1305	далеко за	1	2
1306	вроде например	1	2
1307	утверждение что	1	2
1308	такое понимание	1	2
1309	же с	2	2
1310	не о	2	2
1311	всех его	3	2
1312	смерти это	1	2
1313	изменения и	1	2
1314	фигурирует и	1	2
1315	меньшей степени	8	2
1316	в мире	1	2
1317	вне связи	1	2
