N	2gram	Medvedev_U	Komedia
269	того что	1	2
270	о нем	1	2
271	ее в	1	2
272	бы и	2	2
273	формы и	2	2
274	а о	2	2
275	этого не	1	2
276	при таком	2	2
277	не все	2	2
278	первый план	1	2
279	и только	5	2
280	она должна	1	2
281	г №	1	2
282	у кого	1	2
283	человека и	1	2
284	со своими	1	2
285	чем к	1	2
286	иначе связанные	1	2
287	ходов и	1	2
288	является в	2	1
289	несомненно что	1	1
290	оно все	1	1
291	мы и	2	1
292	что основной	1	1
293	думается что	2	1
294	в некоторых	2	1
295	время не	1	1
296	и характерную	1	1
297	в различных	1	1
298	которой все	1	1
299	стиха но	1	1
300	мы получаем	2	1
301	стороны в	1	1
302	как таковой	2	1
303	на эту	2	1
304	известно не	1	1
305	был первым	1	1
306	большей или	1	1
307	историю в	1	1
308	впрочем для	1	1
309	первый взгляд	1	1
310	в данном	1	1
311	ошибочным выводам	1	1
312	даже и	2	1
313	говорить не	1	1
314	входит в	1	1
315	но даже	2	1
316	довести до	1	1
317	случае все	1	1
318	которых она	1	1
319	а между	2	1
320	они относятся	1	1
321	без труда	1	1
322	недаром в	1	1
323	тезис о	1	1
324	ее как	1	1
325	и всякого	1	1
326	слово как	1	1
327	в системе	2	1
328	строго говоря	1	1
329	то о	1	1
330	жанра в	1	1
331	этой тенденции	1	1
332	для начала	1	1
333	мнению не	1	1
334	главное же	1	1
335	как такового	3	1
336	толстого и	1	1
337	быть в	1	1
338	начала и	1	1
339	только часть	1	1
340	поэта не	1	1
341	делает этого	1	1
342	что при	1	1
343	каждом шагу	2	1
344	значит из	1	1
345	мировоззрения и	1	1
346	говорит он	1	1
347	бы только	1	1
348	что под	1	1
349	и строится	1	1
350	так много	1	1
351	приемов и	2	1
352	в сторону	2	1
353	именно как	2	1
354	могли бы	2	1
355	подобным образом	1	1
356	где бы	1	1
357	в исторической	1	1
358	свое место	1	1
359	принципов и	1	1
360	объясняется и	1	1
361	сюда же	1	1
362	такое что	1	1
363	но тут	1	1
364	или меньшей	1	1
365	ли для	1	1
366	их образы	1	1
367	крайней мере	2	1
368	время на	1	1
369	и доказывает	1	1
370	его как	1	1
371	и др	1	1
372	затем он	1	1
373	рассматривать не	1	1
374	которое мы	1	1
375	в противном	2	1
376	поэтов и	1	1
377	приходится признать	2	1
378	он уже	1	1
379	то есть	1	1
380	хочет стать	1	1
381	сходных с	1	1
382	впрочем в	1	1
383	к временам	1	1
384	бы счесть	1	1
385	сам по	1	1
386	находятся в	1	1
387	с каждым	1	1
388	которой очевидно	1	1
389	приема но	1	1
390	что угодно	1	1
391	содержание и	1	1
392	претендует на	1	1
393	и действительно	1	1
394	относятся к	1	1
395	и роль	2	1
396	живого человека	1	1
397	правда не	1	1
398	этого материала	1	1
399	данном случае	1	1
400	на каждом	2	1
401	на своем	1	1
402	больше к	1	1
403	один пример	1	1
404	в художественном	5	1
405	по крайней	2	1
406	все они	2	1
407	в значительной	1	1
408	и независимо	1	1
409	и вся	1	1
410	стилистических приемов	5	1
411	кого бы	1	1
412	такового он	1	1
413	это же	1	1
414	и служит	1	1
415	он может	1	1
416	отчетливо выделяет	1	1
417	впечатление которое	1	1
418	наконец он	2	1
419	месте в	1	1
420	другом не	1	1
421	было у	1	1
422	на положение	1	1
423	без них	1	1
424	обе эти	1	1
425	тому чтобы	1	1
426	шаг к	1	1
427	он становится	1	1
428	смысле этого	2	1
429	лет с	1	1
430	что этот	1	1
431	или даже	1	1
432	противном случае	2	1
433	на предыдущих	1	1
434	литературного жанра	1	1
435	бы это	1	1
436	но конечно	2	1
437	вообще очень	1	1
438	конечно это	1	1
439	буквальном смысле	1	1
440	только к	3	1
441	широкое развитие	1	1
442	автора для	1	1
443	частности все	1	1
444	в искусстве	6	1
445	и эстетической	1	1
446	отказ от	1	1
447	самое что	1	1
448	и явно	1	1
449	само по	1	1
450	предыдущих страницах	1	1
451	можно сказать	1	1
452	много лучше	1	1
453	частности с	1	1
454	и прежде	1	1
455	ничего подобного	1	1
456	пример у	1	1
