N	2gram	Ircho_Kome	Tragedij
390	два противоположных	1	1
391	iii и	1	1
392	для ее	3	1
393	хотя бы	2	1
394	эти слова	1	1
395	того чтобы	4	1
396	и если	2	1
397	власть и	1	1
398	одну из	2	1
399	но не	3	1
400	в другом	5	1
401	изображаемых в	1	1
402	между тем	9	1
403	представляет собой	1	1
404	быть не	1	1
405	способен на	1	1
406	в ней	2	1
407	однако ни	1	1
408	обстоит дело	1	1
409	против нее	1	1
410	в ход	1	1
411	миф о	1	1
412	объясняется и	1	1
413	в отношениях	1	1
414	мы узнаем	1	1
415	в условиях	1	1
416	черты лица	1	1
417	за три	1	1
418	из себя	1	1
419	о совершенно	1	1
420	вполне ясно	1	1
421	в развитии	2	1
422	со стариком	1	1
423	в которой	9	1
424	идет в	1	1
425	не исключено	1	1
426	именно на	2	1
427	только один	2	1
428	об отношении	2	1
429	а не	1	1
430	а по	1	1
431	в душу	1	1
432	значение для	1	1
433	только на	2	1
434	и их	3	1
435	моральных норм	1	1
436	свою жизнь	1	1
437	своей страсти	1	1
438	отказ от	1	1
439	один раз	1	1
440	не могла	2	1
441	это была	2	1
442	можно было	5	1
443	в форме	2	1
444	за пределы	2	1
445	а между	1	1
446	конечно в	1	1
447	себя на	1	1
448	и хотя	4	1
449	даже не	4	1
450	всего против	1	1
451	доходит до	1	1
452	не вполне	2	1
453	в истории	10	1
454	по своей	2	1
455	несколько раз	2	1
456	стало быть	1	1
457	ту же	2	1
458	в обоих	3	1
459	над ним	1	1
460	говорили что	1	1
461	отметить что	1	1
462	на всю	3	1
463	самого начала	2	1
464	не нравится	1	1
465	самую суть	1	1
466	должны были	9	1
467	годов в	1	1
468	он еще	1	1
469	всего этого	2	1
470	не раз	3	1
471	случае что	1	1
472	в какой-то	3	1
473	значение и	1	1
474	как свой	1	1
475	последнее слово	1	1
476	был прав	1	1
477	во ii	1	1
478	ли есть	1	1
479	за этим	1	1
480	и еще	5	1
481	но без	1	1
482	т п	7	1
483	в книге	1	1
484	он в	1	1
485	к ней	2	1
486	между отцом	1	1
487	как мы	5	1
488	со своими	1	1
489	имя его	1	1
490	хотя сам	1	1
491	не для	1	1
492	и особенно	7	1
493	на две	3	1
494	и о	3	1
495	ее не	1	1
496	публики в	1	1
497	ко всей	1	1
498	пародия на	1	1
499	его как	1	1
500	на уровне	1	1
501	и служит	1	1
502	наряду с	7	1
503	той же	3	1
504	и др	1	1
505	ответа на	1	1
506	по сравнению	1	1
507	именно так	1	1
508	быть в	1	1
509	в высшей	1	1
510	из первых	1	1
511	во времена	2	1
512	и от	2	1
513	при случае	1	1
514	роль играет	1	1
515	с которым	1	1
516	отождествляется с	1	1
517	в голову	1	1
518	все время	2	1
519	ты мне	1	1
520	в понятие	1	1
521	в общем	2	1
522	на этот	5	1
523	исходит из	1	1
524	всю жизнь	1	1
525	из трех	2	1
526	в оригинале	2	1
527	этого слова	1	1
528	например в	1	1
529	в период	5	1
530	от литературы	1	1
531	что именно	3	1
532	право на	2	1
533	последняя фраза	1	1
534	но если	4	1
535	время он	1	1
536	в литературе	2	1
537	в области	3	1
538	и по	6	1
539	и эта	1	1
540	нуждается в	2	1
541	для характеристики	3	1
542	мы располагаем	1	1
543	это в	1	1
544	в и	3	1
545	социального типа	1	1
546	ее содержание	1	1
547	я вижу	1	1
548	всяком случае	4	1
549	в разговоре	1	1
550	конце концов	4	1
551	идей и	1	1
552	не удалось	5	1
553	до начала	5	1
554	к ее	2	1
555	женщины на	1	1
556	чтобы не	1	1
557	три года	2	1
558	он с	1	1
559	в трагедии	3	1
560	вспомнить что	1	1
561	за счет	3	1
562	что на	4	1
563	вплоть до	1	1
564	перед другом	1	1
565	не к	2	1
566	намек на	1	1
567	поэтому он	1	1
568	судя по	6	1
569	высшей степени	1	1
