N	2gram	Bakhtin_Fr	Morfolog
196	и функции	1	3
197	сам он	1	3
198	или с	1	3
199	того что	4	3
200	ее в	1	3
201	но как	1	3
202	у нас	3	3
203	это и	10	3
204	и есть	5	3
205	в виде	1	3
206	животных и	3	3
207	здесь же	4	3
208	большинстве случаев	6	3
209	это было	4	3
210	и у	7	3
211	в ход	1	3
212	если бы	2	3
213	друг друга	1	3
214	не в	8	3
215	в которой	1	3
216	на нем	2	3
217	и их	6	3
218	в начале	2	3
219	в пределах	2	3
220	в большинстве	6	3
221	значение и	3	3
222	в этой	13	3
223	вступают в	2	3
224	к ней	2	3
225	приводит к	1	3
226	приводят к	1	3
227	мы будем	2	3
228	на то	2	3
229	и его	19	3
230	и по	3	3
231	и только	2	3
232	в один	2	3
233	от него	2	2
234	превращена в	1	2
235	а потому	2	2
236	и этот	2	2
237	как таковой	1	2
238	должна быть	1	2
239	из таких	1	2
240	и дает	1	2
241	другой пример	1	2
242	он действует	1	2
243	все действие	1	2
244	формы эти	2	2
245	и тот	2	2
246	не на	1	2
247	иначе чем	1	2
248	как они	4	2
249	в своих	1	2
250	более или	2	2
251	с этого	1	2
252	под углом	1	2
253	в россии	1	2
254	но вот	1	2
255	например в	6	2
256	в числе	1	2
257	с тем	3	2
258	их в	2	2
259	вряд ли	1	2
260	обоих случаях	1	2
261	в которых	3	2
262	себя и	2	2
263	только для	4	2
264	не имеет	4	2
265	углом зрения	1	2
266	когда в	2	2
267	в итоге	1	2
268	роль в	5	2
269	где оно	1	2
270	у нее	3	2
271	но оно	4	2
272	во всяком	1	2
273	его и	2	2
274	можно сказать	4	2
275	со смертью	1	2
276	того как	1	2
277	в данном	4	2
278	в основе	6	2
279	и более	1	2
280	что этот	1	2
281	в очень	1	2
282	нельзя было	2	2
283	же функции	1	2
284	но здесь	3	2
285	одной стороны	2	2
286	в другом	4	2
287	том как	2	2
288	же между	1	2
289	этом явлении	1	2
290	в середине	1	2
291	и больше	2	2
292	не исключает	1	2
293	что многие	2	2
294	в одном	7	2
295	в различных	3	2
296	и когда	1	2
297	превращается в	5	2
298	то как	1	2
299	не что	1	2
300	в обоих	1	2
301	мотив и	1	2
302	без всякого	1	2
303	тем же	1	2
304	одной из	6	2
305	из первых	1	2
306	ход и	1	2
307	на этот	4	2
308	что она	4	2
309	он может	2	2
310	момент в	2	2
311	что именно	1	2
312	не получает	1	2
313	себя в	1	2
314	и подобные	1	2
315	хотя эти	1	2
316	типична для	1	2
317	для него	4	2
318	в свое	1	2
319	то они	1	2
320	ничем не	1	2
321	что иное	1	2
322	данном случае	4	2
323	ряд других	2	2
324	на вопрос	1	2
325	после чего	1	2
326	непосредственно за	1	2
327	в доме	4	2
328	в основу	2	2
329	собой в	1	2
330	с одной	2	2
331	и за	2	2
332	нашей работы	1	2
333	этом отношении	7	2
334	все это	15	2
335	с другими	3	2
336	дается в	4	2
337	чем в	1	2
338	но с	1	2
339	не знает	1	2
340	наших дней	1	2
341	будто не	1	2
342	о характере	1	2
343	в завязке	1	2
344	одним из	7	2
345	вообще не	3	2
346	между собою	6	2
347	очень много	1	2
348	же оно	1	2
349	живой и	1	2
350	у него	4	2
351	не от	1	2
352	перейти к	1	2
353	по своему	5	2
354	средство для	1	2
355	в чем	6	2
356	или менее	2	2
357	и таким	1	2
358	играют в	4	2
359	в одной	3	2
360	чтобы его	2	2
361	бы в	5	2
362	без всякой	1	2
363	обычно в	1	2
364	а с	1	2
365	в наши	1	2
366	и даже	6	2
367	сына в	1	2
368	в самых	1	2
369	ту же	3	2
370	здесь только	5	2
371	не по	1	2
372	в поступках	1	2
373	дело не	1	2
374	быть и	1	2
375	эти формы	1	2
376	в частности	4	2
377	из этих	4	2
378	что эта	3	2
379	один раз	2	2
380	тем и	1	2
381	встреча с	2	2
382	теряет свое	1	2
383	в нее	1	2
384	ли этот	1	2
385	ни одной	1	2
386	из его	2	2
387	переходит на	2	2
388	этого нет	1	2
389	с горизонта	1	2
390	до наших	1	2
391	если они	1	2
392	как будто	2	2
393	право на	10	2
394	их на	1	2
395	не определяет	1	2
396	если она	1	2
397	но они	6	2
398	в одну	1	2
399	иное как	1	2
400	во второй	3	2
401	фигурировать и	1	1
402	в той	2	1
403	он пользуется	1	1
404	в особенности	7	1
405	во всем	1	1
406	они имеют	1	1
407	положения и	1	1
408	все что	3	1
409	образом и	2	1
410	для всех	4	1
411	труд и	2	1
412	до сих	3	1
413	еще раз	1	1
414	достигается тем	1	1
415	можно говорить	2	1
416	и на	12	1
417	одном случае	1	1
418	на эти	1	1
419	же и	2	1
420	и важнейших	1	1
421	себе представить	1	1
422	его из	1	1
423	на анализе	1	1
424	имеет двойное	1	1
425	он только	1	1
426	его с	1	1
427	иногда почти	1	1
428	большую роль	2	1
429	момента в	2	1
430	при этом	5	1
431	даже в	5	1
432	рождение героя	1	1
433	эти и	1	1
434	все формы	1	1
435	формы в	1	1
436	видели в	1	1
437	уже знаем	1	1
438	черта и	1	1
439	рассказывается как	1	1
440	и по-видимому	1	1
441	особенности этого	1	1
442	тем как	2	1
443	связанное с	2	1
444	дает описание	1	1
445	не вызывает	1	1
446	в другой	1	1
447	те же	1	1
448	которые по	1	1
449	и обаяние	1	1
450	одна за	1	1
451	здесь под	1	1
452	с известной	1	1
453	одно из	2	1
454	основная задача	1	1
455	не столько	5	1
456	порядком так	1	1
457	ссылкой на	1	1
458	то не	1	1
459	др это	1	1
460	и создает	1	1
461	за это	1	1
462	также могут	1	1
463	связанная с	3	1
464	со всеми	6	1
465	в них	12	1
466	этом основании	1	1
467	как было	1	1
468	и самая	1	1
469	и награждает	1	1
470	этим объясняется	1	1
471	здесь один	1	1
472	чтобы в	1	1
473	если не	1	1
474	как живое	1	1
475	вместо того	1	1
476	не чувства	1	1
477	конечно и	4	1
478	до этого	1	1
479	и с	18	1
480	некоторые другие	1	1
481	из нее	1	1
482	каким образом	1	1
483	мы выделили	1	1
484	и все	18	1
485	из самых	3	1
486	еще в	3	1
487	ведь для	1	1
488	все события	1	1
489	комплекс мотивов	1	1
490	обращается к	1	1
491	именно в	5	1
492	исходить из	1	1
493	принадлежат к	1	1
494	затем следует	1	1
495	отношения к	1	1
496	и мог	1	1
497	была не	1	1
498	эти явления	2	1
499	те формы	1	1
500	к самым	2	1
501	там же	3	1
502	с ними	1	1
503	другое место	1	1
504	духа в	2	1
505	и очень	1	1
506	видим таким	1	1
507	а именно	2	1
508	это время	2	1
509	в своей	6	1
510	одновременно и	4	1
511	на эту	3	1
512	связанные с	7	1
513	дело идет	3	1
514	лица в	1	1
515	увидим как	1	1
516	через все	2	1
517	прошлого века	1	1
518	и были	3	1
519	бы не	2	1
520	в коем	1	1
521	функций в	1	1
522	ли он	2	1
523	о котором	1	1
524	важное значение	2	1
525	характерна для	1	1
526	в это	1	1
527	горы и	1	1
528	в следующей	1	1
529	всей своей	2	1
530	которая не	2	1
531	на своем	2	1
532	все как	1	1
533	ничего общего	1	1
534	здесь нет	4	1
535	в которые	1	1
536	этот канон	1	1
537	г в	2	1
538	гете прежде	1	1
539	этот мотив	2	1
540	все они	7	1
541	мифологии и	1	1
542	как один	1	1
543	на смерть	1	1
544	и питьем	2	1
545	еще и	6	1
546	функцию в	1	1
547	во все	2	1
548	в главе	1	1
549	больше чем	2	1
550	в котором	3	1
551	на части	10	1
552	и начинает	1	1
553	и землю	1	1
554	ли говорить	1	1
555	всегда связана	1	1
556	не простое	1	1
557	в свою	1	1
558	имеет в	1	1
559	по земле	1	1
560	не должно	1	1
561	это все	1	1
562	какие же	1	1
563	чем они	1	1
564	но то	1	1
565	страха перед	4	1
566	он является	1	1
567	из земли	1	1
568	и независимо	1	1
569	выделили в	1	1
570	в этот	3	1
571	характер они	1	1
572	в новой	1	1
573	с трудом	1	1
574	точно и	1	1
575	этой связи	3	1
576	сохраняет в	1	1
577	с помощью	6	1
578	этом кончается	1	1
579	для нее	1	1
580	между двумя	1	1
581	именно на	3	1
582	для меня	1	1
583	только один	1	1
584	то все	1	1
585	какое же	1	1
586	эта мысль	1	1
587	она создает	2	1
588	только на	1	1
589	он именно	1	1
590	победы над	1	1
591	с религиозными	1	1
592	втором случае	3	1
593	если была	2	1
594	нос в	1	1
595	приходит к	1	1
596	которую он	3	1
597	и была	1	1
598	на землю	2	1
599	не будет	2	1
600	и до	3	1
601	и те	1	1
602	не вполне	1	1
603	можно ли	1	1
604	очень большой	1	1
605	же время	14	1
606	самого начала	3	1
607	свою очередь	1	1
608	ними и	1	1
609	нами пока	1	1
610	видеть здесь	1	1
611	в настоящей	1	1
612	им в	3	1
613	она все	1	1
614	же самое	3	1
615	всего этого	3	1
616	их значения	1	1
617	оно также	2	1
618	это разделение	1	1
619	известной степени	4	1
620	где кончается	1	1
621	из одной	1	1
622	может послужить	2	1
623	этим создается	1	1
624	как на	6	1
625	что здесь	3	1
626	позволил бы	1	1
627	и там	4	1
628	одно и	1	1
629	вводится в	1	1
630	зрения более	1	1
631	не совсем	1	1
632	он в	4	1
633	отношение к	1	1
634	не как	3	1
635	ее не	1	1
636	мог бы	1	1
637	а сам	1	1
638	игру в	1	1
639	образом как	1	1
640	что я	1	1
641	в собрании	1	1
642	царства и	1	1
643	свою жену	2	1
644	с этими	1	1
645	только во	1	1
646	будем говорить	1	1
647	на улице	2	1
648	характера и	1	1
649	материал в	1	1
650	раза в	2	1
651	все виды	1	1
652	деле в	1	1
653	до известной	4	1
654	всех людей	1	1
655	и героически	1	1
656	в гл	2	1
657	при каких	1	1
658	этому направлению	1	1
659	коем случае	1	1
660	что даже	2	1
661	к описанию	1	1
662	друг с	2	1
663	идут в	1	1
664	детей в	1	1
665	в первой	5	1
666	в эти	2	1
667	многие из	1	1
668	ее своей	1	1
669	о чем	5	1
670	все с	1	1
671	у вас	2	1
672	здесь действительно	1	1
673	но там	2	1
674	мы еще	2	1
675	был совершенно	1	1
676	они могут	1	1
677	только о	2	1
678	в ее	2	1
679	и становится	1	1
680	характерно что	4	1
681	тот же	4	1
682	иногда уже	1	1
683	в другое	3	1
684	таковой он	1	1
685	как к	2	1
686	дает нам	2	1
687	которую они	1	1
688	и то	2	1
689	форм и	5	1
690	в себе	3	1
691	но на	3	1
692	что ему	1	1
693	всегда можно	1	1
694	собой и	1	1
695	ему в	1	1
696	не противоречит	1	1
697	после того	1	1
698	этой области	1	1
699	во всей	1	1
700	время и	2	1
701	где начинается	1	1
702	и вот	4	1
703	садится на	1	1
704	в его	17	1
705	ему здесь	1	1
706	принимает форму	2	1
707	он как	1	1
708	здесь нужно	1	1
709	всего мира	1	1
710	и покупает	1	1
711	формы но	1	1
712	внешний облик	1	1
713	есть но	1	1
714	он начинает	2	1
715	бы на	1	1
716	находится в	2	1
717	большое количество	1	1
718	получает некоторое	1	1
719	как раз	5	1
720	в формах	1	1
721	гл vi	1	1
722	о нем	2	1
723	что с	1	1
724	где он	2	1
725	она дается	1	1
726	нашу мысль	1	1
727	состоят из	1	1
728	на которой	1	1
729	которыми она	2	1
730	что каждый	1	1
731	чтобы получить	1	1
732	сам себе	1	1
733	же не	2	1
734	совершенно убежден	1	1
735	чем же	5	1
736	из форм	1	1
737	особую главу	1	1
738	особое значение	1	1
739	что все	4	1
740	в их	4	1
741	мы находим	5	1
742	в церковь	1	1
743	видит в	1	1
744	всеми другими	2	1
745	совершенно ясно	1	1
746	тем больше	1	1
747	в г	2	1
748	в рамках	1	1
749	ко второму	1	1
750	и притом	2	1
751	как объяснить	1	1
752	эта история	1	1
753	как ни	1	1
754	утверждение что	2	1
755	что совершенно	1	1
756	или иной	1	1
757	частью даже	1	1
758	и некоторые	1	1
759	это один	1	1
760	и говорит	1	1
761	что под	1	1
762	это нисколько	1	1
763	и где	1	1
764	над врагом	1	1
765	в виду	2	1
766	что за	1	1
767	но эта	3	1
768	дело в	5	1
769	исторической действительности	1	1
770	и начинается	1	1
771	которое в	1	1
772	гете в	5	1
773	что не	4	1
774	как его	2	1
775	как нечто	1	1
776	где нет	1	1
777	и действие	1	1
778	о жизни	1	1
779	и хорошо	1	1
780	уже достаточно	1	1
781	и всю	1	1
782	в таком	2	1
783	и своего	1	1
784	им вовсе	1	1
785	теми или	1	1
786	литературе и	1	1
787	с различными	1	1
788	между ними	4	1
789	нас к	1	1
790	превосходит всякое	1	1
791	этой цели	1	1
792	и она	3	1
793	есть в	5	1
794	здесь перед	3	1
795	между прочим	1	1
796	не дают	1	1
797	в мире	1	1
798	его отец	1	1
799	основано на	1	1
800	так в	3	1
801	к концу	2	1
802	в выборе	1	1
803	на все	4	1
804	и со	1	1
805	тех которые	1	1
806	остановимся на	2	1
807	этой новой	1	1
808	по его	1	1
809	служит для	1	1
810	о которых	1	1
811	больше всего	1	1
812	только и	1	1
813	нисколько не	4	1
814	все подобные	1	1
815	сохраняется и	1	1
816	короля и	1	1
817	чрезвычайно мало	1	1
818	и должны	1	1
819	и это	5	1
820	нее средство	1	1
821	тему в	1	1
822	с другом	2	1
823	например как	1	1
824	того они	1	1
825	в эту	2	1
826	они есть	2	1
827	могло бы	1	1
828	время уже	1	1
829	но к	1	1
830	сих пор	3	1
831	вводит в	2	1
832	как все	1	1
833	и вообще	3	1
834	той или	1	1
835	другом случае	1	1
836	людей в	1	1
837	из головы	1	1
838	этих двух	1	1
839	руки ноги	1	1
840	в каждом	3	1
841	они все	1	1
842	они часто	1	1
843	здесь как	4	1
844	ко всему	3	1
845	о себе	1	1
846	более чем	1	1
847	что от	1	1
848	бы к	1	1
849	тут и	1	1
850	с самого	3	1
851	запретов и	1	1
852	отличие от	3	1
853	такие же	1	1
854	как составная	1	1
855	иногда на	1	1
856	бы только	1	1
857	дана в	1	1
858	этом нет	1	1
859	для самых	1	1
860	они играют	1	1
861	на корабле	1	1
862	мы говорили	2	1
863	это достигается	1	1
864	все остальные	3	1
865	так называемой	1	1
866	и ни	3	1
867	на другой	1	1
868	не играют	1	1
869	герой после	1	1
870	в течение	3	1
871	что всякий	1	1
872	но он	5	1
873	самому себе	1	1
874	так что	1	1
875	на которых	1	1
876	кажется что	2	1
877	случаях перед	1	1
878	обнаруживается что	1	1
879	его не	5	1
880	но она	5	1
881	не приходится	1	1
882	пор не	1	1
883	как он	3	1
884	не дает	2	1
885	составная часть	1	1
886	конечно в	4	1
887	почти всегда	3	1
888	является одним	2	1
889	же он	1	1
890	это то	1	1
891	доходит до	2	1
892	хочет жениться	1	1
893	из важнейших	2	1
894	думать что	2	1
895	верно и	1	1
896	и всякая	1	1
897	он представляет	1	1
898	у которого	1	1
899	если только	1	1
900	на это	1	1
901	роль играют	2	1
902	очень велико	1	1
903	котором говорит	1	1
904	к первому	1	1
905	прямо с	1	1
906	моментов то	1	1
907	в плане	5	1
908	точку зрения	3	1
909	друг другу	1	1
910	они принадлежат	1	1
911	затем он	1	1
912	которые в	1	1
913	на других	1	1
914	все содержание	1	1
915	бы он	2	1
916	едой и	1	1
917	оно по	1	1
918	них не	1	1
919	действительно не	1	1
920	взять его	1	1
921	в силу	1	1
922	здесь также	1	1
923	сущности к	1	1
924	такой же	5	1
925	из этого	5	1
926	в области	2	1
927	его к	1	1
928	один и	1	1
929	хотя он	2	1
930	но кроме	1	1
931	это совершенно	1	1
932	надо было	1	1
933	ведь и	3	1
934	не удалось	1	1
935	в него	1	1
936	до начала	1	1
937	с ее	7	1
938	всех этих	9	1
939	чудесное рождение	1	1
940	ты еще	1	1
941	он был	8	1
942	в лице	2	1
943	животные и	1	1
944	не можем	1	1
945	и наконец	5	1
946	вплоть до	2	1
947	есть не	1	1
948	применяются к	1	1
949	при дворе	2	1
950	вопросом о	1	1
