N	2gram	Losev_Vlad	slovoVRo
304	образом в	2	4
305	из этого	6	4
306	мы видели	1	4
307	однако и	1	3
308	и другие	2	3
309	связи и	1	3
310	все что	2	3
311	ним и	1	3
312	эта идея	1	3
313	плоскости с	1	3
314	в разных	1	3
315	от нас	2	3
316	не приходится	1	3
317	от этой	1	3
318	и то	13	3
319	глубоко и	2	3
320	интерес к	1	3
321	нас в	2	3
322	в связи	9	3
323	в более	3	3
324	необходимо отметить	1	3
325	с таким	1	3
326	ближайшим образом	1	3
327	легко и	1	3
328	тем что	2	3
329	отношением к	2	3
330	притом в	1	3
331	жизни в	3	3
332	правда не	1	3
333	человеке и	1	3
334	мир и	1	3
335	было бы	7	3
336	почти все	1	3
337	как это	11	3
338	которых мы	1	3
339	и второй	1	3
340	не могло	2	3
341	на которые	1	3
342	в этой	4	3
343	целый ряд	1	3
344	и до	4	3
345	и те	1	3
346	и вообще	12	3
347	без всякого	2	3
348	на него	3	3
349	но эта	2	3
350	этого слова	1	3
351	до известной	1	3
352	только с	1	3
353	на котором	2	3
354	еще на	3	3
355	которого он	2	3
356	именно к	2	3
357	в свое	6	3
358	произведения как	2	3
359	ни с	6	3
360	исторической жизни	1	3
361	должно быть	1	3
362	время и	3	3
363	на том	1	3
364	такого рода	4	3
365	от всякой	2	3
366	в германии	1	3
367	чем в	2	3
368	его от	2	3
369	входить в	1	3
370	именно здесь	2	3
371	дело в	7	3
372	xviii века	1	3
373	тому что	1	3
374	и единственным	1	3
375	и без	2	3
376	не есть	4	3
377	на все	3	3
378	того и	3	3
379	в новом	2	3
380	нисколько не	4	3
381	это было	9	3
382	но уже	3	3
383	и это	4	3
384	не был	6	3
385	без другого	1	3
386	в данную	1	3
387	языке в	2	3
388	и почти	2	3
389	личности и	2	3
390	в такой	1	3
391	потому что	16	3
392	следовательно в	1	3
393	и тем	2	3
394	во второй	3	3
395	из этих	5	3
396	на нем	1	3
397	но она	4	3
398	тем и	1	3
399	на всю	2	3
400	подход к	1	3
401	условия для	1	3
402	к этому	11	3
403	языка у	1	3
404	менее всего	2	3
405	этими двумя	1	3
406	рассказ в	1	3
407	ведь и	1	3
408	себе как	1	3
409	одно без	1	3
410	таков например	1	3
411	письмах и	1	2
412	предмет для	1	2
413	с которыми	2	2
414	к такому	1	2
415	романа с	1	2
416	никак нельзя	3	2
417	можно говорить	2	2
418	та же	1	2
419	за ним	1	2
420	мы и	4	2
421	как с	1	2
422	и свою	1	2
423	которая в	1	2
424	и вся	1	2
425	некоторой степени	3	2
426	во власти	1	2
427	и кроме	1	2
428	вместе со	1	2
429	есть для	2	2
430	не исключают	1	2
431	до некоторой	2	2
432	привело к	1	2
433	связанное с	1	2
434	в последние	3	2
435	одному из	1	2
436	требует от	1	2
437	как он	4	2
438	для них	2	2
439	формах в	1	2
440	том и	1	2
441	и которые	1	2
442	на которую	1	2
443	связанная с	1	2
444	связь с	1	2
445	особого рода	2	2
446	все то	1	2
447	и одновременно	1	2
448	вот что	7	2
449	с такими	1	2
450	с прямым	1	2
451	с ней	3	2
452	жизнь в	2	2
453	заключается в	1	2
454	но по	2	2
455	то время	6	2
456	в жизни	4	2
457	без учета	1	2
458	как о	1	2
459	а именно	4	2
460	на себе	1	2
461	можно утверждать	1	2
462	да и	6	2
463	не нужно	1	2
464	при всех	1	2
465	но мы	3	2
466	не меньше	1	2
467	всем его	1	2
468	по своему	5	2
469	это и	2	2
470	ни к	2	2
471	и глубоко	3	2
472	и отчасти	1	2
473	всю его	1	2
474	то что	30	2
475	в котором	10	2
476	его отношение	1	2
477	на языке	1	2
478	время это	1	2
479	он был	20	2
480	мы увидим	4	2
481	самого же	1	2
482	и литературы	1	2
483	то и	3	2
484	в течение	13	2
485	о которых	1	2
486	только как	1	2
487	но во	2	2
488	в двух	1	2
489	из его	6	2
490	к своей	2	2
491	время в	4	2
492	в руках	1	2
493	жизнь с	2	2
494	когда она	1	2
495	мы все	1	2
496	значение для	2	2
497	но они	1	2
498	действительностью и	1	2
499	на пути	1	2
500	случае не	1	2
501	совершенно не	2	2
502	чем не	2	2
503	он есть	1	2
504	как например	1	2
505	но этот	3	2
506	несмотря на	7	2
507	и среди	1	2
508	в прошлом	1	2
509	к ним	1	2
510	нет и	2	2
511	основное содержание	1	2
512	нем он	1	2
513	и у	4	2
514	и философии	2	2
515	в нашем	5	2
516	что все	2	2
517	во всей	1	2
518	знает только	1	2
519	есть только	1	2
520	на ряд	1	2
521	во франции	1	2
522	а следовательно	1	2
523	у них	2	2
524	не из	2	2
525	же он	1	2
526	не просто	1	2
527	или вовсе	1	2
528	свои собственные	1	2
529	на них	1	2
530	жизни но	1	2
531	такой степени	1	2
532	одного из	1	2
533	только не	2	2
534	указать на	2	2
535	того как	2	2
536	с известным	1	2
537	к себе	2	2
538	что уже	1	2
539	нас здесь	1	2
540	ни было	1	2
541	тем не	8	2
542	как у	3	2
543	и за	3	2
544	из своих	1	2
545	что для	5	2
546	на самом	1	2
547	у нас	11	2
548	с умом	1	2
549	и есть	2	2
550	и всякой	3	2
551	мировоззрения и	1	2
552	в таких	1	2
553	без всяких	2	2
554	от всех	1	2
555	не для	1	2
556	этого не	2	2
557	же тему	1	2
558	или иначе	3	2
559	этим и	1	2
560	что она	2	2
561	которые как	1	2
562	и эта	1	2
563	что не	3	2
564	при изучении	1	2
565	и непосредственное	1	2
566	в какой	1	2
567	между ними	2	2
568	то в	6	2
569	время как	3	2
570	лежит на	1	2
571	в области	3	2
572	нужно отнести	1	2
573	понимание и	1	2
574	он никогда	2	2
575	не столь	2	2
576	есть все	1	2
577	в сторону	1	2
578	об этом	13	2
579	дело и	1	2
580	что как	1	2
581	за его	1	2
582	что они	4	2
583	это очень	1	2
584	ему не	2	2
585	к одному	1	2
586	поскольку она	1	2
587	в стиле	1	2
588	материалом для	1	2
589	этого общего	1	2
590	мы можем	1	2
591	а с	5	2
592	уже сказано	1	2
593	как ни	1	2
594	вообще в	4	2
595	с самого	1	2
596	в своих	7	2
597	было никакого	1	2
598	до нас	1	2
599	очень часто	2	2
600	и затем	2	2
601	в самых	2	2
602	и ни	2	2
603	как уже	2	2
604	быть также	2	2
605	не один	1	2
606	так что	13	2
607	и этой	1	2
608	понимает и	1	2
609	своего времени	2	2
610	нужно сказать	2	2
611	и та	1	2
612	и что	11	2
613	не могла	3	2
614	в начале	7	2
615	факт что	1	2
616	в подлинном	1	2
617	и жизни	1	2
618	в историческом	1	2
619	по своей	4	2
620	к которой	2	2
621	ведь в	1	2
622	он еще	1	2
623	как известно	2	2
624	значение и	1	2
625	и той	1	2
626	ни одной	1	2
627	он их	1	2
628	к ней	7	2
629	и особенно	6	2
630	и иной	1	2
631	достаточно указать	2	2
632	главным образом	5	2
633	бы его	2	2
634	человека как	3	2
635	них не	2	2
636	место в	2	2
637	конечно совершенно	1	2
638	столь же	1	2
639	же в	3	2
640	на то	7	2
641	время он	3	2
642	и только	1	2
643	просто не	2	2
644	и быстро	1	2
645	борьбу с	1	2
646	независимо от	1	2
647	языке а	1	2
648	есть не	1	2
649	на ту	2	2
650	не к	2	2
651	и ту	2	1
652	с которой	2	1
653	и клеветы	1	1
654	образования в	1	1
655	не мешает	2	1
656	этом споре	2	1
657	человек может	1	1
658	более резко	1	1
659	сомнения в	1	1
660	нельзя себе	2	1
661	которой все	1	1
662	в душе	1	1
663	как поэзия	1	1
664	у немецких	1	1
665	то тотчас	1	1
666	мир как	1	1
667	таковы например	1	1
668	имеются элементы	1	1
669	бы она	1	1
670	по всем	3	1
671	на жизнь	1	1
672	в конце	22	1
673	и лишь	1	1
674	и труды	1	1
675	друга в	1	1
676	в вопросах	3	1
677	слово что	1	1
678	бы то	2	1
679	себе представить	2	1
680	если в	1	1
681	можно и	1	1
682	в бесах	1	1
683	которые не	1	1
684	лишь отдаленным	1	1
685	его из	1	1
686	к этой	4	1
687	если он	1	1
688	которые он	2	1
689	он только	1	1
690	до него	1	1
691	и свое	2	1
692	он как	4	1
693	для себя	6	1
694	и живости	1	1
695	и должно	1	1
696	она всегда	2	1
697	очень важно	1	1
698	конечно на	1	1
699	источников в	1	1
700	о чем	6	1
701	никак не	6	1
702	мысли и	5	1
703	в создании	1	1
704	но тем	1	1
705	говорит о	1	1
706	наивным и	1	1
707	из которых	1	1
708	истории в	2	1
709	разве только	1	1
710	конкретным содержанием	1	1
711	длинные и	1	1
712	общения с	1	1
713	потому не	1	1
714	в законченном	1	1
715	здесь с	1	1
716	науке и	1	1
717	с каждым	2	1
718	самом же	1	1
719	одно из	1	1
720	и об	1	1
721	правда в	3	1
722	всецело как	1	1
723	уже нет	1	1
724	сводится к	1	1
725	часто даже	1	1
726	но что	5	1
727	конечно вместе	1	1
728	однако при	1	1
729	свою связь	1	1
730	отношения с	1	1
731	многие вообще	1	1
732	вопрос об	1	1
733	должен был	3	1
734	в настоящем	1	1
735	и он	7	1
736	так или	3	1
737	а напротив	1	1
738	но только	3	1
739	и еще	3	1
740	до этого	1	1
741	оказывается в	1	1
742	и навсегда	2	1
743	совершенно разные	2	1
744	от своего	2	1
745	психологии а	1	1
746	и вовсе	1	1
747	его собственная	1	1
748	равно как	1	1
749	все дело	1	1
750	о самом	1	1
751	людей в	2	1
752	в некотором	1	1
753	весь свой	1	1
754	содержание и	1	1
755	был связан	1	1
756	весь этот	2	1
757	на различные	1	1
758	с общим	1	1
759	современный язык	1	1
760	судить по	6	1
761	и действительно	3	1
762	систему и	1	1
763	может получить	1	1
764	в одних	1	1
765	работы в	1	1
766	было вполне	2	1
767	в в	4	1
768	он стоит	1	1
769	возможности и	1	1
770	что по	1	1
771	слово но	1	1
772	всеми его	1	1
773	чистый и	1	1
774	и просто	3	1
775	и так	3	1
776	он работает	1	1
777	всякого реального	1	1
778	в которых	1	1
779	нужно чтобы	1	1
780	самостоятельность и	1	1
781	такого живого	1	1
782	потому как	1	1
783	общий язык	1	1
784	значение не	1	1
785	вот в	1	1
786	но у	1	1
787	может дать	1	1
788	и мировоззрения	1	1
789	о котором	2	1
790	от того	2	1
791	со стороны	5	1
792	в это	6	1
793	далек от	1	1
794	всей своей	2	1
795	по крайней	1	1
796	где оно	1	1
797	в основных	1	1
798	смерти в	1	1
799	к той	2	1
800	и углубленным	1	1
801	я говорю	1	1
802	всякого рода	3	1
803	в скобках	1	1
804	свое время	7	1
805	было у	1	1
806	каждый из	1	1
807	только одно	4	1
808	сам же	1	1
809	нет ничего	1	1
810	сам он	2	1
811	с какой	2	1
812	еще от	1	1
813	то он	7	1
814	необходимым и	1	1
815	не существует	1	1
816	сразу в	1	1
817	ему принадлежит	1	1
818	котором можно	1	1
819	близости к	2	1
820	характер его	1	1
821	в действительности	1	1
822	среди всех	1	1
823	лиц не	1	1
824	самое серьезное	1	1
825	что мы	2	1
826	к изучению	2	1
827	россию и	1	1
828	с изучением	1	1
829	поэт и	1	1
830	в очень	5	1
831	не имеют	1	1
832	раз и	4	1
833	мало но	1	1
834	и выше	1	1
835	сказали в	1	1
836	тотчас же	1	1
837	резко не	1	1
838	до настоящего	1	1
839	представления о	1	1
840	всего этого	1	1
841	и если	8	1
842	в нескольких	1	1
843	вся та	1	1
844	как будет	1	1
845	особенности же	1	1
846	бы из	1	1
847	это его	1	1
848	он часто	1	1
849	он к	1	1
850	быть не	1	1
851	до его	1	1
852	тем литературным	1	1
853	а может	1	1
854	в неловкое	1	1
855	а через	2	1
856	в этот	5	1
857	одной и	1	1
858	более глубокие	1	1
859	для нее	3	1
860	между двумя	1	1
861	чего не	1	1
862	из своего	3	1
863	отправился на	1	1
864	здоровья и	1	1
865	приводит в	1	1
866	здесь о	1	1
867	за собой	1	1
868	языками но	1	1
869	также в	1	1
870	в письмах	1	1
871	о своем	3	1
872	на основании	3	1
873	дошедшим до	1	1
874	в неразрывное	1	1
875	времени и	1	1
876	для своей	1	1
877	его по	1	1
878	может сделать	1	1
879	к людям	1	1
880	даже с	1	1
881	такие как	1	1
882	а во	1	1
883	месте и	1	1
884	то его	2	1
885	например на	1	1
886	в обществе	1	1
887	знает что	1	1
888	был достаточно	3	1
889	выходят за	1	1
890	почти в	1	1
891	его была	2	1
892	спор и	1	1
893	как на	2	1
894	дней и	2	1
895	та новая	1	1
896	от последнего	1	1
897	вообще и	1	1
898	ним но	1	1
899	вернуться к	1	1
900	всей жизни	4	1
901	что отношение	1	1
902	он так	2	1
903	затем в	1	1
904	для всей	1	1
905	она ни	1	1
906	ответа на	1	1
907	начиная с	3	1
908	в споре	1	1
909	именно так	2	1
910	для изучения	1	1
911	которое он	1	1
912	быть в	1	1
913	с нею	1	1
914	в переводе	1	1
915	та часть	2	1
916	для которого	1	1
917	а это	3	1
918	на этот	9	1
919	действительности и	1	1
920	не одно	1	1
921	и достоевского	1	1
922	который в	1	1
923	поэтическая и	1	1
924	этот последний	1	1
925	вести себя	1	1
926	то здесь	1	1
927	чтобы стать	2	1
928	не стоит	1	1
929	но если	1	1
930	своих книгах	1	1
931	он сам	3	1
932	от них	1	1
933	что даже	2	1
934	речи с	2	1
935	и после	1	1
936	время был	1	1
937	мужа и	2	1
938	его образа	1	1
939	в обращении	1	1
940	и сильно	1	1
941	мы еще	1	1
942	в самой	1	1
943	крайней мере	1	1
944	спокойного и	1	1
945	тот же	7	1
946	в заключение	1	1
947	психологии в	1	1
948	его можно	1	1
949	гораздо более	1	1
950	это новое	1	1
951	как часто	1	1
952	м а	5	1
953	своем месте	1	1
954	на предметы	1	1
955	этого и	1	1
956	лондон и	1	1
957	в самую	1	1
958	интересом к	1	1
959	и всецело	1	1
960	язык она	1	1
961	видели что	1	1
962	не зная	1	1
963	естественные науки	1	1
964	но на	3	1
965	том чтобы	4	1
966	том числе	1	1
967	для исторического	1	1
968	эта характеристика	1	1
969	для большинства	1	1
970	от наивной	1	1
971	серьезность в	1	1
972	нами не	1	1
973	касается самого	2	1
974	и представить	2	1
975	его об	1	1
976	с какими	1	1
977	а наоборот	1	1
978	нет ни	1	1
979	одних случаях	1	1
980	здесь нет	1	1
981	первых двух	1	1
982	и всей	1	1
983	жизни так	1	1
984	же была	1	1
985	она знает	1	1
986	о человеке	1	1
987	глубокий и	1	1
988	в первый	2	1
989	о значении	1	1
990	поэтому в	1	1
991	как первая	1	1
992	своей основной	1	1
993	и вот	5	1
994	сколько в	1	1
995	она в	1	1
996	мира вне	1	1
997	притом не	1	1
998	в состоянии	1	1
999	него до	1	1
1000	в указанном	3	1
1001	мы читаем	6	1
1002	первый раз	1	1
1003	случае ее	1	1
1004	мы имеем	2	1
1005	нем с	1	1
1006	является до	1	1
1007	то у	1	1
1008	ним в	3	1
1009	которых он	2	1
1010	есть прямое	1	1
1011	части его	1	1
1012	бы на	2	1
1013	и требования	1	1
1014	обычно не	1	1
1015	ними и	2	1
1016	него самого	1	1
1017	только его	2	1
1018	он и	8	1
1019	не соответствует	1	1
1020	что так	1	1
1021	в формах	1	1
1022	чрезвычайно легко	1	1
1023	приводят к	1	1
1024	и сквозь	1	1
1025	ему только	2	1
1026	от времени	1	1
1027	xix веке	1	1
1028	чем у	2	1
1029	был в	5	1
1030	два дня	1	1
1031	где он	5	1
1032	не грубо	1	1
1033	и через	3	1
1034	для своего	2	1
1035	то мы	3	1
1036	степени но	1	1
1037	на одной	3	1
1038	в немецкой	1	1
1039	следующего дня	1	1
1040	слово во	1	1
1041	в русском	2	1
1042	для его	2	1
1043	что между	1	1
1044	все равно	1	1
1045	и ясности	1	1
1046	и напряженной	1	1
1047	мы находим	2	1
1048	не принимает	1	1
1049	знания и	3	1
1050	есть еще	1	1
1051	того в	2	1
1052	но с	1	1
1053	а к	24	1
1054	и притом	5	1
1055	в разные	1	1
1056	и всюду	1	1
1057	этот свой	2	1
1058	в несколько	1	1
1059	дела и	1	1
1060	не о	1	1
1061	в свои	2	1
1062	что к	3	1
1063	все ее	1	1
1064	и невозможно	1	1
1065	прежде чем	1	1
1066	что его	8	1
1067	знаем в	2	1
1068	не изучался	1	1
1069	с теми	2	1
1070	из пределов	1	1
1071	безусловно является	1	1
1072	при правильном	1	1
1073	он говорит	2	1
1074	в обычном	1	1
1075	представителей разных	1	1
1076	на тему	1	1
1077	тонким и	1	1
1078	чтобы быть	1	1
1079	помимо этого	1	1
1080	мнения о	1	1
1081	впрочем не	5	1
1082	религиозные и	1	1
1083	с той	1	1
1084	ней не	2	1
1085	мы теперь	1	1
1086	в изображении	1	1
1087	и прежде	1	1
1088	нам в	2	1
1089	и того	1	1
1090	этой цели	1	1
1091	могла быть	1	1
1092	может только	2	1
1093	всем своем	1	1
1094	резко и	1	1
1095	говорят о	1	1
1096	здесь перед	1	1
1097	между прочим	18	1
1098	и психологии	7	1
1099	не мешало	2	1
1100	анализирует в	1	1
1101	был конечно	1	1
1102	на ученом	2	1
1103	к концу	7	1
1104	один и	2	1
1105	его жизни	12	1
1106	где уже	1	1
1107	к вопросам	1	1
1108	в субъективном	1	1
1109	больше всего	3	1
1110	бы мы	2	1
1111	значительные произведения	1	1
1112	день в	1	1
1113	и нераздельно	1	1
1114	себе и	2	1
1115	был не	3	1
1116	степени что	1	1
1117	со времени	1	1
1118	раз в	1	1
1119	беседы так	1	1
1120	под влиянием	6	1
1121	и отдельные	1	1
1122	которая есть	1	1
1123	в меру	2	1
1124	связаны с	1	1
1125	бы в	1	1
1126	с очень	2	1
1127	выдвигает на	1	1
1128	но его	4	1
1129	некотором отношении	1	1
1130	чувствует себя	1	1
1131	же деле	1	1
1132	ко всему	4	1
1133	содержание их	1	1
1134	что такое	3	1
1135	жизнь и	3	1
1136	освобождения от	1	1
1137	и далее	1	1
1138	таких случаях	1	1
1139	тем более	4	1
1140	он ни	1	1
1141	и вместо	1	1
1142	часто и	2	1
1143	и личность	2	1
1144	письмо и	1	1
1145	философии на	1	1
1146	него есть	1	1
1147	еще вовсе	1	1
1148	с новыми	1	1
1149	другими словами	1	1
1150	жить как	1	1
1151	профессором философии	2	1
1152	и сказал	1	1
1153	для наших	1	1
1154	совсем не	7	1
1155	с некоторыми	1	1
1156	чем дальше	2	1
1157	на весь	1	1
1158	близкий к	2	1
1159	мы должны	3	1
1160	его глубокой	2	1
1161	когда он	6	1
1162	философского и	2	1
1163	всеми этими	1	1
1164	но зато	2	1
1165	в известных	1	1
1166	за ними	1	1
1167	этот разрыв	1	1
1168	свою жизнь	1	1
1169	себе на	1	1
1170	но даже	3	1
1171	в изучении	1	1
1172	всего его	1	1
1173	есть и	1	1
1174	тех же	3	1
1175	когда были	1	1
1176	ее требования	1	1
1177	совершенно невозможно	1	1
1178	церкви и	2	1
1179	и тот	2	1
1180	включенная в	1	1
1181	на новом	1	1
1182	который мы	1	1
1183	еще в	5	1
1184	в нас	4	1
1185	это то	1	1
1186	даже не	3	1
1187	большое значение	1	1
1188	в действительном	1	1
1189	тем самым	2	1
1190	национальная культура	1	1
1191	глубокого и	1	1
1192	систему в	1	1
1193	человека с	2	1
1194	у нее	1	1
1195	и всякая	2	1
1196	он пишет	5	1
1197	очень мало	2	1
1198	то ни	2	1
1199	конечно для	1	1
1200	так резко	1	1
1201	быту и	1	1
1202	какой мере	1	1
1203	он считал	2	1
1204	которого в	1	1
1205	человек имеет	1	1
1206	почти каждый	1	1
1207	на это	2	1
1208	как из	1	1
1209	за нею	1	1
1210	но теперь	1	1
1211	с большой	1	1
1212	ответы на	1	1
1213	весьма различной	1	1
1214	заставляет нас	1	1
1215	него и	2	1
1216	требование это	1	1
1217	с новым	2	1
1218	и тонкого	1	1
1219	на их	1	1
1220	слова из	1	1
1221	и своим	2	1
1222	и никогда	2	1
1223	что среди	1	1
1224	и сразу	1	1
1225	говорить только	1	1
1226	правда все	1	1
1227	обычно считают	1	1
1228	над его	1	1
1229	этом и	2	1
1230	что может	1	1
1231	дни в	1	1
1232	до наших	1	1
1233	есть его	1	1
1234	которая на	1	1
1235	в общем	4	1
1236	эти обстоятельства	1	1
1237	иной раз	8	1
1238	что возможно	1	1
1239	поэтического творчества	1	1
1240	на место	1	1
1241	автора как	1	1
1242	его к	3	1
1243	на который	1	1
1244	все более	1	1
1245	в эти	14	1
1246	человек не	1	1
1247	но кроме	2	1
1248	нас за	1	1
1249	отнюдь не	3	1
1250	толстого в	4	1
1251	которым он	1	1
1252	речи о	1	1
1253	беспорядочное и	1	1
1254	отношении он	1	1
1255	а главное	2	1
1256	после своего	3	1
1257	в полное	1	1
1258	таким же	1	1
1259	именно это	1	1
1260	которой мы	3	1
1261	и совершенно	2	1
1262	дальше в	2	1
1263	поэзия и	1	1
1264	в лице	1	1
1265	настоящего времени	1	1
1266	само по	1	1
1267	в который	1	1
1268	дело здесь	1	1
1269	является конечно	1	1
1270	с жадностью	1	1
1271	жизнью и	1	1
1272	где мы	1	1
1273	на эту	3	1
1274	то перед	1	1
1275	в каком	3	1
1276	же о	3	1
1277	и ничего	1	1
1278	должны сказать	1	1
1279	можно только	1	1
