N	2gram	Losev_Vesc	Russkaja
298	в начале	1	2
299	факт что	1	2
300	даже не	8	2
301	тем самым	2	2
302	чтобы их	1	2
303	этот вопрос	6	2
304	на это	5	2
305	только с	3	2
306	культуры и	1	2
307	бы его	2	2
308	их к	1	2
309	этом и	2	2
310	что только	4	2
311	стоит только	1	2
312	даже если	1	2
313	и от	4	2
314	но в	8	2
315	и есть	40	2
316	по этому	1	2
317	так что	9	2
318	и о	4	2
319	значило бы	5	2
320	если они	2	2
321	как будто	2	2
322	бы ни	3	2
323	это в	1	2
324	но это	14	2
325	не просто	23	2
326	если только	1	2
327	сделать это	2	2
328	не можем	3	2
329	и наконец	1	2
330	понять что	1	2
331	свое собственное	1	2
332	не к	3	2
333	к нему	3	2
334	от всякого	4	1
335	ибо тот	1	1
336	мы подходим	2	1
337	подход к	1	1
338	когда он	2	1
339	тем не	11	1
340	который нельзя	1	1
341	ближе к	2	1
342	и весь	1	1
343	связан с	1	1
344	однако и	1	1
345	ведь уже	1	1
346	которые для	1	1
347	только не	5	1
348	никак нельзя	2	1
349	как это	4	1
350	чтобы мы	1	1
351	то они	1	1
352	ее и	2	1
353	эпохи не	1	1
354	и сил	1	1
355	различны в	1	1
356	в смысл	2	1
357	один из	5	1
358	мы ведь	3	1
359	человеческой жизни	1	1
360	для большинства	1	1
361	узко и	1	1
362	что у	5	1
363	и мы	5	1
364	зрения которая	1	1
365	этой единой	1	1
366	реально не	1	1
367	ничем не	4	1
368	в принципе	1	1
369	на эти	1	1
370	а наоборот	1	1
371	нет ни	1	1
372	же и	2	1
373	хочет быть	1	1
374	они не	1	1
375	на точке	1	1
376	вообще не	6	1
377	то есть	2	1
378	но из	2	1
379	сравнению со	1	1
380	это будет	4	1
381	которые не	1	1
382	– на	1	1
383	нас не	2	1
384	которая в	1	1
385	переходит в	4	1
386	которых мы	1	1
387	мы не	8	1
388	то обычно	1	1
389	на ее	3	1
390	самое большее	1	1
391	от которых	1	1
392	которых идет	1	1
393	что значит	8	1
394	в состоянии	2	1
395	отличное от	1	1
396	из таких	1	1
397	с этой	6	1
398	это не	9	1
399	он как	1	1
400	для всякого	6	1
401	мы знаем	1	1
402	в себя	13	1
403	при переходе	3	1
404	за ними	2	1
405	только от	2	1
406	в применении	2	1
407	если у	1	1
408	можно назвать	1	1
409	оно будет	2	1
410	до самого	1	1
411	даже в	1	1
412	была бы	3	1
413	этот принцип	1	1
414	ни было	12	1
415	ничего кроме	1	1
416	бы на	3	1
417	остаться верными	1	1
418	в разных	6	1
419	а это	5	1
420	чтобы стать	1	1
421	решения вопроса	1	1
422	этом отношении	2	1
423	они –	3	1
424	этого мало	1	1
425	план исключительно	1	1
426	внутренней и	1	1
427	в постоянном	1	1
428	в сущности	7	1
429	в ее	8	1
430	на отдельные	1	1
431	никакому сомнению	1	1
432	души и	1	1
433	так и	4	1
434	мало того	1	1
435	причем все	1	1
436	действительно можно	1	1
437	и говорить	1	1
438	при наличности	1	1
439	о которой	3	1
440	мы в	1	1
441	если такой	1	1
442	и всегда	1	1
443	остановиться на	3	1
444	не хочет	1	1
445	мышление и	1	1
446	они в	1	1
447	языках и	1	1
448	с богом	1	1
449	не столько	2	1
450	с другими	8	1
451	силу и	1	1
452	вылиться в	1	1
453	только чтобы	1	1
454	это именно	3	1
455	возможно только	1	1
456	смысле этого	1	1
457	говорить что	4	1
458	превратиться в	1	1
459	быть может	3	1
460	но на	2	1
461	не на	2	1
462	все равно	6	1
463	однако при	1	1
464	когда же	2	1
465	нас от	1	1
466	и давать	1	1
467	тому же	1	1
468	есть дело	1	1
469	содержат в	1	1
470	совершенно ясно	2	1
471	а на	1	1
472	такого же	1	1
473	или для	1	1
474	на каком	1	1
475	как же	6	1
476	зрения приводит	1	1
477	в духе	1	1
478	может остановиться	1	1
479	или не	7	1
480	здесь мы	1	1
481	в которой	5	1
482	только указать	1	1
483	от тех	1	1
484	а за	1	1
485	надо чтобы	1	1
486	в собственном	3	1
487	как видно	1	1
488	что к	1	1
489	с ней	2	1
490	с таким	1	1
491	от этих	1	1
492	ли оно	2	1
493	подходим к	2	1
494	это положение	1	1
495	заключается не	2	1
496	заключается в	3	1
497	самостоятельно и	1	1
498	дело в	6	1
499	необходимо чтобы	7	1
500	результате этого	1	1
501	из двух	1	1
502	оно есть	16	1
503	без этой	1	1
504	и гибели	1	1
505	что не	11	1
506	когда речь	1	1
507	интересовать только	1	1
508	сознании в	1	1
509	полным и	1	1
510	данного человека	2	1
511	и другое	6	1
512	исходят из	2	1
513	упорно и	1	1
514	а если	6	1
515	и суть	1	1
516	этот тип	3	1
517	из всего	1	1
518	вот это	3	1
519	и будет	1	1
520	и действительно	1	1
521	превращается в	3	1
522	себя из	2	1
523	представление о	1	1
524	или хотя	1	1
525	очевидно что	2	1
526	к другим	1	1
527	на полную	1	1
528	от некоторых	1	1
529	может в	2	1
530	пор мы	1	1
531	если он	3	1
532	исходить из	2	1
533	или другие	4	1
534	в жизни	5	1
535	понимать как	2	1
536	как понятие	4	1
537	смысл ее	4	1
538	всего нечто	1	1
539	случае не	3	1
540	как другие	1	1
541	тем же	2	1
542	же но	2	1
543	она и	2	1
544	и поскольку	1	1
545	на другую	1	1
546	и без	4	1
547	в связи	1	1
548	мы теперь	1	1
549	выражается в	1	1
550	к самому	1	1
551	к его	2	1
552	с ними	4	1
553	если и	1	1
554	же как	3	1
555	но по	1	1
556	только то	4	1
557	между прочим	4	1
558	иначе и	1	1
559	в одно	2	1
560	и вопрос	1	1
561	момент и	1	1
562	но когда	3	1
563	в которых	1	1
564	и мирян	1	1
565	есть только	18	1
566	однако это	3	1
567	или другая	1	1
568	силу этого	1	1
569	не менее	11	1
570	этим самым	1	1
571	этого слова	1	1
572	участвовать в	1	1
573	понимание и	3	1
574	от этого	3	1
575	на все	2	1
576	того и	2	1
577	этого вопроса	3	1
578	в истории	3	1
579	к какому	1	1
580	обе эти	2	1
581	или что	5	1
582	если этот	1	1
583	должно было	1	1
584	прочим и	2	1
585	как не	2	1
586	в свете	8	1
587	может явиться	1	1
588	всей той	1	1
589	в те	1	1
590	есть то	12	1
591	на точку	1	1
592	к своим	1	1
593	и это	17	1
594	к мысли	1	1
595	а только	3	1
596	она отвечает	1	1
597	подходить к	1	1
598	с ярко	1	1
599	конечно нет	2	1
600	об этом	5	1
601	должен быть	5	1
602	– мы	3	1
603	и оформлены	1	1
604	на себе	5	1
605	и таким	2	1
606	и у	4	1
607	как только	6	1
608	вовсе не	11	1
609	могло бы	1	1
610	на первый	1	1
611	большее что	1	1
612	на такое	1	1
613	тем более	3	1
614	по крайней	10	1
615	говорили выше	1	1
616	есть личность	1	1
617	перед нами	3	1
618	казалось бы	3	1
619	вопроса о	3	1
620	бы в	9	1
621	не был	2	1
622	благодаря такому	1	1
623	необходимых для	1	1
624	момент жизни	1	1
625	совершенно самостоятельные	3	1
626	такое положение	1	1
627	эта точка	1	1
628	бы о	1	1
629	к данной	3	1
630	к чисто	2	1
631	и логически	2	1
632	что хотя	1	1
633	что эти	2	1
634	что та	1	1
635	к одному	3	1
636	в общении	1	1
637	которая как	1	1
638	может стремиться	1	1
639	и того	2	1
640	о сущности	4	1
641	с необычайной	1	1
642	общении со	1	1
643	и оставаться	1	1
644	отказа от	1	1
645	это и	12	1
646	еще и	11	1
647	именно тем	3	1
648	две совершенно	1	1
649	наконец и	1	1
650	ни на	7	1
651	было не	1	1
652	но можно	3	1
653	можно сказать	8	1
654	полной мере	1	1
655	но все	3	1
656	и внутреннее	2	1
657	человека в	1	1
658	но как	3	1
659	из предыдущего	2	1
660	же принципиально	1	1
661	не является	3	1
662	и эти	3	1
663	это конечно	1	1
664	ее к	2	1
665	в полной	2	1
666	это свое	1	1
667	бы к	2	1
668	в основе	4	1
669	с самого	1	1
670	судить об	1	1
671	было а	1	1
672	язык и	1	1
673	как та	1	1
674	стремление и	1	1
675	становится и	1	1
676	данный момент	1	1
677	ни у	1	1
678	своей собственной	2	1
679	эти последние	1	1
680	в очень	1	1
681	выше что	1	1
682	применении к	3	1
683	той и	2	1
684	но ведь	2	1
685	нет ибо	1	1
686	нельзя было	4	1
687	всегда делают	1	1
688	нас и	1	1
689	силы и	2	1
690	привело бы	2	1
691	и заключается	1	1
692	случае и	1	1
693	то и	7	1
694	принципиально не	3	1
695	с новыми	1	1
696	чем то	2	1
697	она могла	2	1
698	зрения в	1	1
699	в свою	5	1
700	таковы что	1	1
701	от каких	1	1
702	себе но	1	1
703	но тогда	5	1
704	который мы	4	1
705	не видят	1	1
706	также и	9	1
707	ту же	2	1
708	по сравнению	8	1
709	однако если	1	1
710	возможностями и	1	1
711	это –	38	1
712	личности и	1	1
713	силе и	1	1
714	есть подлинная	2	1
715	являются не	1	1
716	быть не	5	1
717	их даже	1	1
718	не быть	4	1
719	ибо всякое	1	1
720	к новым	1	1
721	внутри себя	3	1
722	как орудие	1	1
723	они считают	1	1
724	это для	2	1
725	не всегда	1	1
726	относится не	2	1
727	можно формулировать	1	1
728	себе что	3	1
729	из которой	1	1
730	решить вопрос	1	1
731	но вся	1	1
732	а ее	2	1
733	было только	1	1
734	остается только	1	1
735	существуют в	1	1
736	только тогда	4	1
737	имеет в	1	1
738	при той	1	1
739	оно и	4	1
740	себя не	2	1
741	те или	5	1
742	всего на	1	1
743	нею и	4	1
744	только один	3	1
745	исходный пункт	1	1
746	на нем	1	1
747	и вся	1	1
748	или иных	2	1
749	и их	11	1
750	что эта	2	1
751	всех других	1	1
752	хотя в	1	1
753	и всякому	1	1
754	для человека	1	1
755	в различных	1	1
756	нельзя понимать	1	1
757	не могла	1	1
758	и когда	5	1
759	если все	1	1
760	основанную на	1	1
761	кто не	3	1
762	но только	4	1
763	когда оно	2	1
764	у кого	1	1
765	ее с	5	1
766	значит найти	1	1
767	мы хотим	1	1
768	а очень	2	1
769	не следует	1	1
770	свою сущность	1	1
771	стороны и	2	1
772	может сделать	2	1
773	что такая	1	1
774	что ее	2	1
775	как оно	4	1
776	по своей	3	1
777	он есть	2	1
778	что когда	1	1
779	стало быть	3	1
780	ли при	1	1
781	этих целей	1	1
782	это значило	4	1
783	свою очередь	5	1
784	в какое-то	1	1
785	всегда будет	1	1
786	признать и	1	1
787	им в	1	1
788	их и	1	1
789	таит в	1	1
790	еще на	1	1
791	идет о	1	1
792	определенное понятие	1	1
793	всего этого	1	1
794	а вы	2	1
795	всегда и	1	1
796	могла бы	3	1
797	и культура	1	1
798	важно только	1	1
799	в данной	2	1
800	с ее	10	1
801	с другой	8	1
802	с большой	1	1
803	как мы	6	1
804	и большинство	1	1
805	претендовать на	1	1
806	что дает	1	1
807	же самое	1	1
808	может ли	2	1
809	тот или	1	1
810	к ней	4	1
811	явление в	1	1
812	будет просто	2	1
813	основан на	1	1
814	без всякого	7	1
815	нет и	4	1
816	со своими	1	1
817	одного из	2	1
818	природы и	1	1
819	ее не	6	1
820	в сфере	6	1
821	наука и	1	1
822	у всех	3	1
823	если мы	12	1
824	та или	2	1
825	чтобы они	2	1
826	крайней мере	10	1
827	тот кто	1	1
828	мог бы	7	1
829	могут быть	1	1
830	и культуры	1	1
831	с большим	1	1
832	одного и	1	1
833	фактически не	1	1
834	применимо к	1	1
835	реального существования	2	1
836	именно так	2	1
837	и все	6	1
838	сущности и	14	1
839	на него	3	1
840	к которому	1	1
841	должны быть	6	1
842	это отношение	1	1
843	то чем	1	1
844	только при	1	1
845	эти признаки	1	1
846	не знаем	2	1
847	в каждый	1	1
848	с которым	1	1
849	с идеями	1	1
850	в зависимости	1	1
851	том основании	1	1
852	в общем	1	1
853	на этот	1	1
854	никому не	1	1
855	что о	2	1
856	нельзя ибо	1	1
857	бытия и	6	1
858	с реальными	1	1
859	исходит из	2	1
860	имея свое	1	1
861	самостоятельные и	1	1
862	этики и	1	1
863	нечего и	1	1
864	и прежде	2	1
865	уйти в	1	1
866	действительно существенным	1	1
867	и единственный	1	1
868	же мы	2	1
869	те кто	3	1
870	выражение в	3	1
871	данной личности	2	1
872	человеку или	1	1
873	для этих	1	1
874	от них	1	1
875	оно может	3	1
876	под именем	2	1
877	к этому	2	1
878	тех или	6	1
879	к новой	1	1
880	и внешней	1	1
881	же это	5	1
882	в отдельных	1	1
883	стать на	1	1
884	надо было	1	1
885	бы это	1	1
886	может и	3	1
887	не привело	1	1
888	эта культура	1	1
889	и стать	1	1
890	к ее	3	1
891	чем и	1	1
892	же он	1	1
893	точка зрения	5	1
894	от какого	2	1
895	того же	5	1
896	при современном	1	1
897	и сама	4	1
898	в самой	3	1
899	они могут	1	1
900	имеет свою	1	1
901	и искать	1	1
902	можно вполне	1	1
903	в один	1	1
904	нет если	2	1
905	он с	1	1
906	не будучи	1	1
907	и логики	1	1
908	в одну	2	1
909	существенных пунктах	1	1
910	и абсолютным	1	1
911	только кажется	1	1
912	это отнюдь	1	1
913	что на	2	1
914	есть не	17	1
915	исключительно только	1	1
916	они были	1	1
917	иное как	12	1
918	никак не	7	1
919	степени и	2	1
920	прямо в	1	1
921	уже производится	1	1
922	но пусть	1	1
923	от ее	6	1
924	и ничего	2	1
