N	2gram	Bakhtin_Pr	Poddanst
214	что каждая	1	1
215	нем в	3	1
216	она не	10	1
217	уже в	5	1
218	каждого слова	1	1
219	должна быть	8	1
220	общее ощущение	1	1
221	более или	4	1
222	есть прежде	1	1
223	и великого	1	1
224	в творчестве	6	1
225	только как	2	1
226	единства в	1	1
227	того чтобы	2	1
228	в окружающем	1	1
229	мы знаем	1	1
230	живет в	1	1
231	по всему	1	1
232	и иных	1	1
233	и менее	1	1
234	этом мире	1	1
235	и всегда	2	1
236	к идеям	1	1
237	это черта	1	1
238	высшая реальность	1	1
239	из всех	1	1
240	мира но	2	1
241	формы в	1	1
242	что это	2	1
243	духа а	1	1
244	конечно и	3	1
245	одно и	1	1
246	миру в	1	1
247	ни на	3	1
248	есть у	1	1
249	вот как	3	1
250	и уже	3	1
251	мысли и	6	1
252	в формах	3	1
253	с которой	2	1
254	из тех	2	1
255	какой бы	2	1
256	должна была	4	1
257	из этих	3	1
258	на каждого	1	1
259	что если	3	1
260	что с	1	1
261	идеи идея	1	1
262	как таковые	1	1
263	именно на	3	1
264	не как	20	1
265	и другие	1	1
266	только один	1	1
267	что дело	1	1
268	оно ни	2	1
269	а затем	1	1
270	от этой	1	1
271	в каждом	15	1
272	только на	3	1
273	где он	1	1
274	лиц и	1	1
275	и этим	5	1
276	не исключает	1	1
277	не с	1	1
278	и достоевский	1	1
279	не об	2	1
280	в других	2	1
281	и при	2	1
282	и что	5	1
283	ощущается как	1	1
284	вообще можно	1	1
285	в различных	3	1
286	не могла	1	1
287	вопроса и	1	1
288	что и	7	1
289	в европейском	1	1
290	другой стороны	6	1
291	в мир	4	1
292	как автор	1	1
293	как ни	1	1
294	ни были	3	1
295	иная форма	1	1
296	но чтобы	1	1
297	идеи в	10	1
298	этом смысле	12	1
299	весь мир	1	1
300	далеко не	7	1
301	только то	3	1
302	об идее	1	1
303	в этих	5	1
304	что все	2	1
305	в истории	2	1
306	различия между	1	1
307	так же	8	1
308	человека с	1	1
309	в рамки	3	1
310	также и	3	1
311	его в	8	1
312	это имеет	1	1
313	речь но	1	1
314	над ним	1	1
315	видение и	1	1
316	совершенно новое	2	1
317	каждый из	1	1
318	литературы и	1	1
319	в большинстве	11	1
320	который не	2	1
321	судеб и	1	1
322	в г	1	1
323	когда ее	1	1
324	все же	11	1
325	и притом	1	1
326	чтобы в	2	1
327	идет речь	1	1
328	в настоящее	3	1
329	в борьбе	1	1
330	нового не	1	1
331	воспринимает не	1	1
332	или чисто	1	1
333	решают вопроса	1	1
334	теми же	1	1
335	но на	3	1
336	рассматривать как	1	1
337	того кто	1	1
338	в результате	7	1
339	в рамках	2	1
340	и слова	2	1
341	в которой	2	1
342	вячеслав иванов	3	1
343	различных формах	1	1
344	должен быть	1	1
345	черты в	1	1
346	в этой	5	1
347	или иным	1	1
348	творчества если	1	1
349	числе и	1	1
350	к ним	1	1
351	прежде чем	1	1
352	самосознание и	3	1
353	и еще	2	1
354	этом не	2	1
355	из нее	1	1
356	в отличие	4	1
357	только идея	1	1
358	по преимуществу	2	1
359	духа в	1	1
360	на нее	1	1
361	себя в	3	1
362	из двух	1	1
363	само по	4	1
364	оно есть	1	1
365	существенно и	3	1
366	известном смысле	1	1
367	и необходимы	1	1
368	и завершающего	1	1
369	настоящее время	3	1
370	на две	1	1
371	ней и	1	1
372	же как	2	1
373	бы как	2	1
374	на себя	4	1
375	она может	2	1
376	что не	3	1
377	мы и	2	1
378	развития в	1	1
379	если мы	3	1
380	иначе как	1	1
381	та или	1	1
382	реальность в	1	1
383	тем же	3	1
384	они составляют	1	1
385	но для	3	1
386	в каком	1	1
387	но есть	2	1
388	но историческая	1	1
389	не входят	2	1
390	что есть	1	1
391	ведет к	1	1
392	могут стать	1	1
393	не решают	1	1
394	к другим	1	1
395	сливаются в	1	1
396	смысле не	1	1
397	или иная	1	1
398	под его	2	1
399	отношением к	1	1
400	о смысле	1	1
401	в сферу	1	1
402	тогда когда	1	1
403	эти черты	1	1
404	рамках этого	1	1
405	находится в	2	1
406	это ощущение	1	1
407	мира а	1	1
408	в живом	1	1
409	бы оно	2	1
410	к народу	1	1
411	в какой	2	1
412	эти явления	1	1
413	с собой	3	1
414	века но	1	1
415	место в	1	1
416	как и	25	1
417	входят в	2	1
418	в некотором	1	1
419	и само	2	1
420	к пределу	1	1
421	или иной	1	1
422	в собственном	1	1
423	и внутренне	4	1
424	оказаться в	1	1
425	к миру	3	1
426	по одному	1	1
427	и именно	1	1
428	следовательно к	1	1
429	мире в	3	1
430	есть та	1	1
431	большинстве случаев	10	1
432	личный опыт	1	1
433	в противоречии	1	1
434	глубоко в	1	1
435	мысли но	1	1
436	в одно	4	1
437	говорить об	1	1
438	всеми его	1	1
439	все еще	2	1
440	иной раз	1	1
441	именно потому	2	1
442	стремление к	1	1
443	дело идет	6	1
444	на то	5	1
445	бы эти	1	1
446	они как	1	1
447	на фоне	5	1
448	современности в	1	1
449	ли не	1	1
450	которые были	2	1
451	и по	1	1
452	и критика	1	1
453	к следующему	1	1
454	личности не	1	1
455	там где	12	1
456	в эти	1	1
457	т д	4	1
458	или что	1	1
459	он живет	2	1
460	и только	3	1
461	что именно	1	1
462	к предмету	1	1
463	друг с	4	1
464	как одна	1	1
465	всяком случае	4	1
466	в свете	4	1
467	нисколько не	3	1
468	о котором	1	1
469	не все	1	1
470	сравнению с	1	1
471	в условиях	2	1
472	друг друга	4	1
473	современности и	1	1
474	в себя	6	1
475	быть различной	1	1
476	над отдельными	1	1
477	в это	1	1
478	для этого	3	1
479	с ее	1	1
480	противоречии с	1	1
481	сочетаются с	1	1
482	в известном	1	1
483	тот мир	1	1
484	с другом	3	1
485	и чем	1	1
486	во времени	3	1
487	он был	2	1
488	культурной традиции	2	1
489	не имеет	2	1
490	есть и	5	1
491	и особенно	2	1
492	одно из	2	1
493	или менее	4	1
494	проблема эта	1	1
495	и ее	5	1
496	в которые	2	1
497	слова о	3	1
498	в бытии	1	1
499	особенно в	2	1
500	сущности не	1	1
501	и среди	2	1
502	к более	2	1
503	бы это	1	1
504	необходимы и	1	1
505	словах в	1	1
506	из этой	1	1
507	и быть	1	1
508	xviii века	1	1
509	никогда не	11	1
510	соприкасается с	1	1
511	еще не	10	1
512	люди и	1	1
