N	2gram	Trubetskoy	Morfolog
130	в обмен	1	3
131	можно назвать	1	3
132	в собственном	1	3
133	но мы	3	3
134	на первый	1	3
135	и что	2	3
136	для того	6	3
137	и тогда	2	3
138	или не	1	3
139	целый ряд	2	3
140	а во	1	3
141	состоит в	2	3
142	настоящее время	2	3
143	так например	1	3
144	в отдельных	1	3
145	в настоящее	2	3
146	что при	1	3
147	он должен	5	3
148	к нему	2	3
149	бы то	4	3
150	то в	3	3
151	первый взгляд	1	3
152	что эти	1	3
153	они не	1	3
154	благодаря этому	2	3
155	того что	3	3
156	что такое	2	3
157	ее в	2	3
158	но как	1	3
159	это и	1	3
160	и есть	2	3
161	в виде	3	3
162	а на	1	3
163	в таких	2	3
164	как же	1	3
165	к чему	2	3
166	но для	2	3
167	а то	1	3
168	здесь же	1	3
169	большинстве случаев	2	3
170	даже не	2	3
171	обмен на	1	3
172	и у	1	3
173	вопроса о	1	3
174	том случае	4	3
175	то ни	4	3
176	если бы	6	3
177	друг друга	3	3
178	мы должны	7	3
179	и тем	2	3
180	не в	4	3
181	в которой	1	3
182	на нем	1	3
183	а по	1	3
184	и их	1	3
185	в начале	2	3
186	в большинстве	3	3
187	значение и	1	3
188	в этой	4	3
189	к ней	1	3
190	приводит к	4	3
191	приводят к	2	3
192	на то	5	3
193	и по	3	3
194	и только	5	3
195	в один	1	3
196	не так	2	2
197	от него	2	2
198	а потому	5	2
199	к другу	1	2
200	и этот	3	2
201	друг к	1	2
202	те элементы	1	2
203	самого себя	7	2
204	если он	1	2
205	должна быть	2	2
206	из таких	1	2
207	вопросу о	3	2
208	и тот	2	2
209	не на	1	2
210	в своих	6	2
211	более или	4	2
212	это положение	1	2
213	в россии	6	2
214	с тем	6	2
215	их в	2	2
216	вряд ли	3	2
217	в которых	1	2
218	себя и	5	2
219	только для	2	2
220	роль в	1	2
221	на другие	1	2
222	во всяком	9	2
223	его и	2	2
224	можно сказать	1	2
225	в данном	7	2
226	в основе	1	2
227	и более	2	2
228	в очень	1	2
229	нельзя было	1	2
230	чему не	1	2
231	можно лишь	1	2
232	в другом	3	2
233	к себе	2	2
234	с большой	1	2
235	не исключает	1	2
236	точно так	2	2
237	в различных	1	2
238	и когда	1	2
239	превращается в	1	2
240	в совершенно	4	2
241	тогда как	2	2
242	что же	4	2
243	без всякого	1	2
244	в данной	1	2
245	тем же	1	2
246	одной из	3	2
247	ход и	1	2
248	на этот	1	2
249	он может	1	2
250	всяком случае	6	2
251	себя в	4	2
252	для него	6	2
253	то они	1	2
254	ничем не	1	2
255	является результатом	1	2
256	может не	3	2
257	данном случае	3	2
258	собой в	1	2
259	и за	1	2
260	самых различных	1	2
261	ни к	7	2
262	ни было	1	2
263	этом отношении	1	2
264	эти задачи	1	2
265	стороны их	1	2
266	для нас	2	2
267	все это	6	2
268	с другими	1	2
269	что действительно	2	2
270	этого не	2	2
271	исходят из	1	2
272	вообще не	1	2
273	лишь с	1	2
274	у него	2	2
275	по своему	1	2
276	к вопросу	4	2
277	путь к	4	2
278	или менее	4	2
279	и таким	1	2
280	играют в	1	2
281	в одной	1	2
282	бы в	1	2
283	а с	2	2
284	случае если	3	2
285	и даже	2	2
286	она не	2	2
287	что ни	1	2
288	ту же	1	2
289	не по	1	2
290	решить вопрос	1	2
291	быть и	2	2
292	в частности	2	2
293	из этих	3	2
294	должны быть	1	2
295	что эта	1	2
296	всех других	1	2
297	что о	1	2
298	если они	2	2
299	как будто	2	2
300	же может	1	2
301	в одну	1	2
302	иное как	1	2
303	были бы	2	1
304	во всем	4	1
305	они имеют	1	1
306	однако и	1	1
307	мы прежде	1	1
308	никак нельзя	1	1
309	все что	4	1
310	для всех	6	1
311	до сих	5	1
312	всего в	1	1
313	за ним	1	1
314	они их	1	1
315	не нужна	2	1
316	и на	5	1
317	на эти	1	1
318	же и	1	1
319	одна не	1	1
320	себе представить	1	1
321	и материал	1	1
322	которые не	1	1
323	других и	1	1
324	на ее	1	1
325	совершенно очевидно	2	1
326	или иных	1	1
327	в применении	1	1
328	при этом	5	1
329	даже в	1	1
330	если о	1	1
331	переносится в	1	1
332	формы в	1	1
333	а этой	1	1
334	уже знаем	1	1
335	очевидно также	1	1
336	ни стало	3	1
337	не вызывает	1	1
338	привести к	1	1
339	те же	1	1
340	но ведь	1	1
341	и рядом	1	1
342	части одной	1	1
343	не являются	1	1
344	остановиться на	1	1
345	указывается и	1	1
346	второй вид	1	1
347	не столько	1	1
348	но этого	1	1
349	борьбы с	1	1
350	быть достигнуто	1	1
351	именно по	1	1
352	для данного	1	1
353	одним общим	1	1
354	чтобы в	2	1
355	практически это	2	1
356	если не	2	1
357	по пути	1	1
358	во что	3	1
359	он имеет	1	1
360	наталкиваемся на	1	1
361	и с	7	1
362	их и	1	1
363	чудесным образом	4	1
364	из нее	1	1
365	самостоятельно и	1	1
366	и все	1	1
367	мысль о	1	1
368	оно есть	1	1
369	именно в	3	1
370	и действительно	1	1
371	лишь к	4	1
372	исходить из	1	1
373	принадлежат к	2	1
374	или другие	1	1
375	отношения к	2	1
376	при ближайшем	1	1
377	как не	1	1
378	с ними	1	1
379	что такой	4	1
380	в своей	5	1
381	стремления к	2	1
382	и просто	1	1
383	на эту	2	1
384	бы не	1	1
385	с своим	1	1
386	прочим и	1	1
387	о котором	3	1
388	всего о	1	1
389	есть то	1	1
390	к созданию	1	1
391	бы нас	2	1
392	основанный на	2	1
393	которое будет	1	1
394	всякому человеку	1	1
395	такое положение	1	1
396	к данной	1	1
397	все они	3	1
398	если с	1	1
399	тем в	1	1
400	еще и	1	1
401	совершенно не	2	1
402	к этой	4	1
403	больше чем	2	1
404	в котором	2	1
405	помощи которых	1	1
406	может создать	1	1
407	как та	1	1
408	применении к	1	1
409	может спасти	1	1
410	где есть	1	1
411	случае и	1	1
412	она могла	1	1
413	говорить не	1	1
414	в свою	1	1
415	имеет в	1	1
416	так чтобы	3	1
417	то придется	1	1
418	это его	1	1
419	какие же	1	1
420	элементы для	1	1
421	нас слишком	1	1
422	во многих	2	1
423	а после	1	1
424	оно является	1	1
425	к своей	1	1
426	для нее	2	1
427	те или	1	1
428	именно на	2	1
429	только один	1	1
430	то все	1	1
431	гораздо труднее	1	1
432	только на	2	1
433	на некотором	1	1
434	приходит к	3	1
435	на основании	2	1
436	задачи и	1	1
437	эта задача	1	1
438	не будет	7	1
439	и те	2	1
440	можно ли	3	1
441	что ее	1	1
442	же время	10	1
443	существовать и	1	1
444	это завело	1	1
445	самого начала	1	1
446	свою очередь	1	1
447	им в	1	1
448	же самое	1	1
449	всего этого	1	1
450	известной степени	1	1
451	может ли	1	1
452	как на	8	1
453	за другой	1	1
454	ее не	1	1
455	она может	3	1
456	мог бы	1	1
457	фактически не	1	1
458	игру в	1	1
459	образом как	1	1
460	особой формой	1	1
461	наоборот это	1	1
462	задачи а	1	1
463	все виды	1	1
464	до известной	1	1
465	человека а	1	1
466	всех людей	2	1
467	он сам	3	1
468	в противном	1	1
469	для достижения	1	1
470	друг с	14	1
471	лишь при	5	1
472	многие из	1	1
473	они могут	1	1
474	нет если	1	1
475	в ее	1	1
476	случае когда	1	1
477	в другое	4	1
478	и то	4	1
479	постольку поскольку	1	1
480	в себе	9	1
481	но на	1	1
482	и многие	1	1
483	собой и	3	1
484	с большим	1	1
485	завело бы	1	1
486	это будет	1	1
487	должно быть	3	1
488	время и	1	1
489	сделать эти	1	1
490	и вот	2	1
491	в состоянии	1	1
492	в его	4	1
493	при таких	4	1
494	к соединению	4	1
495	он как	1	1
496	все таки	4	1
497	бы на	1	1
498	чрезвычайно разнообразны	1	1
499	на ряду	1	1
500	что так	1	1
501	следить за	1	1
502	которых каждый	2	1
503	что с	2	1
504	мало того	1	1
505	и сама	1	1
506	в полном	1	1
507	в тот	1	1
508	на которой	2	1
509	силу и	1	1
510	там и	2	1
511	особое значение	1	1
512	что все	3	1
513	в их	4	1
514	от своих	1	1
515	совершенно ясно	1	1
516	на каком	1	1
517	материал для	1	1
518	или иной	5	1
519	от тех	1	1
520	и некоторые	1	1
521	не случайны	1	1
522	иногда соединяется	1	1
523	дело в	1	1
524	которое в	1	1
525	лишь постольку	1	1
526	что не	1	1
527	и другое	1	1
528	к освобождению	1	1
529	в таком	2	1
530	этой цели	1	1
531	помнить что	2	1
532	может только	3	1
533	но по	1	1
534	не есть	3	1
535	между прочим	1	1
536	в мире	4	1
537	противном случае	1	1
538	для решения	1	1
539	на все	1	1
540	этой новой	1	1
541	со своей	1	1
542	о которых	3	1
543	нисколько не	2	1
544	войти в	1	1
545	и это	1	1
546	с другом	14	1
547	из одного	1	1
548	церковь и	1	1
549	могло бы	1	1
550	сих пор	5	1
551	свое место	1	1
552	той или	3	1
553	другом случае	2	1
554	людей в	1	1
555	причем эти	1	1
556	ко всему	1	1
557	того или	2	1
558	о себе	1	1
559	и хочет	1	1
560	но можно	1	1
561	может иметь	1	1
562	по количеству	1	1
563	и эти	1	1
564	наличности в	1	1
565	ряду с	1	1
566	бы к	1	1
567	бы показать	1	1
568	таким же	3	1
569	с самого	1	1
570	ее он	2	1
571	не две	1	1
572	данный момент	1	1
573	и однако	2	1
574	само собой	1	1
575	мы говорили	3	1
576	бывают и	1	1
577	при отсутствии	2	1
578	следует считаться	1	1
579	таких условиях	3	1
580	и ни	3	1
581	в течение	2	1
582	так что	2	1
583	первый случай	1	1
584	и задача	1	1
585	собой только	1	1
586	на которых	1	1
587	что касается	1	1
588	но она	2	1
589	как видно	1	1
590	что данный	1	1
591	оказывается что	1	1
592	у кого	1	1
593	иметь в	1	1
594	же он	1	1
595	это то	1	1
596	его жизнь	1	1
597	неожиданно и	1	1
598	к которой	6	1
599	что бы	3	1
600	однако если	1	1
601	на свое	1	1
602	не существуют	2	1
603	если только	2	1
604	на это	2	1
605	быть не	1	1
606	красоту и	1	1
607	точно также	1	1
608	точку зрения	4	1
609	друг другу	2	1
610	они принадлежат	2	1
611	слишком далеко	1	1
612	этом и	2	1
613	эту мысль	1	1
614	эти признаки	1	1
615	теми же	1	1
616	в силу	2	1
617	такой же	1	1
618	сведения о	1	1
619	этого и	1	1
620	из этого	3	1
621	в создании	1	1
622	в области	2	1
623	кроме тех	1	1
624	тех или	1	1
625	только такое	1	1
626	надо было	1	1
627	происходит при	1	1
628	может и	1	1
629	для чего	1	1
630	не удалось	1	1
631	его можно	1	1
632	с ее	1	1
633	всех этих	3	1
634	он был	1	1
635	имеет свою	1	1
636	дает ему	1	1
637	в лице	1	1
638	не можем	2	1
639	и наконец	2	1
640	есть не	1	1
641	где мы	1	1
