N	2gram	Trubetskoy	Vvedenie
549	еще более	1	1
550	свои первоначальные	1	1
551	для него	2	1
552	эта идея	1	1
553	то для	1	1
554	ни было	3	1
555	ему надо	1	1
556	бы на	1	1
557	вопрос мы	1	1
558	каждая данная	1	1
559	а это	2	1
560	к а	1	1
561	именно она	1	1
562	с ним	6	1
563	который можно	1	1
564	в пользу	5	1
565	кроме того	1	1
566	вникнуть в	1	1
567	что при	7	1
568	целого ряда	1	1
569	что так	1	1
570	по адресу	1	1
571	которых каждый	1	1
572	от времени	2	1
573	положение что	1	1
574	ее в	1	1
575	и говорить	3	1
576	и нужно	1	1
577	в область	1	1
578	от этой	1	1
579	для нас	3	1
580	все свое	1	1
581	указание на	1	1
582	в каком-нибудь	1	1
583	в культуре	1	1
584	при чем	6	1
585	с каждым	1	1
586	цивилизации на	2	1
587	а есть	1	1
588	на самом	7	1
589	европейской культуры	8	1
590	далее в	1	1
591	трудно но	1	1
592	разобраться в	2	1
593	своих собственных	2	1
594	коренным образом	3	1
595	на которой	1	1
596	из возможных	1	1
597	сторон русской	1	1
598	будет стремиться	1	1
599	древности т.е	1	1
600	и сообразно	1	1
601	в европейской	4	1
602	приходит к	1	1
603	все прочие	4	1
604	у него	5	1
605	что между	1	1
606	мы находим	1	1
607	различия между	3	1
608	совершенно ясно	2	1
609	тем больше	1	1
610	быть вполне	2	1
611	работы и	2	1
612	что все	5	1
613	как не	2	1
614	как же	1	1
615	представители тех	1	1
616	психологии и	1	1
617	есть нечто	1	1
618	более или	8	1
619	что ни	1	1
620	в духе	1	1
621	но на	2	1
622	или не	1	1
623	все то	2	1
624	но он	1	1
625	различных аспекта	1	1
626	и сумма	1	1
627	практических целей	1	1
628	когда оно	1	1
629	национальная культура	1	1
630	помнить что	2	1
631	уже очень	1	1
632	что его	4	1
633	человечества на	1	1
634	самые разнообразные	1	1
635	но совершенно	1	1
636	говорят на	1	1
637	что у	2	1
638	в научную	1	1
639	который как	1	1
640	этот факт	1	1
641	с другими	1	1
642	теперь мы	2	1
643	и все	9	1
644	из самых	1	1
645	есть в	2	1
646	нужно только	1	1
647	только такой	1	1
648	из моих	1	1
649	общим именем	2	1
650	иначе как	1	1
651	и эта	1	1
652	но для	2	1
653	существующие в	1	1
654	из всего	1	1
655	и будет	2	1
656	представление о	3	1
657	очевидно что	3	1
658	не похоже	1	1
659	дальше своего	1	1
660	в таком	4	1
661	или иная	1	1
662	я и	1	1
663	если он	2	1
664	очень много	3	1
665	в среде	2	1
666	в жизни	3	1
667	можно назвать	3	1
668	заметить что	1	1
669	виде как	2	1
670	надо признать	1	1
671	разных народов	1	1
672	давно уже	2	1
673	большая или	1	1
674	на другую	1	1
675	ценностей и	1	1
676	признаки и	1	1
677	долгое время	1	1
678	состоит из	4	1
679	обстоятельство что	1	1
680	лишь с	1	1
681	и такая	1	1
682	с ними	2	1
683	что по	3	1
684	при более	2	1
685	что одним	1	1
686	далеко не	5	1
687	греко-римского мира	1	1
688	общих чертах	1	1
689	между прочим	2	1
690	в одно	2	1
691	на эту	1	1
692	всю эту	1	1
693	и надо	1	1
694	же культуры	2	1
695	состоянии в	1	1
696	не от	2	1
697	что таким	3	1
698	как с	1	1
699	народа и	1	1
700	правда не	1	1
701	народов или	1	1
702	требует более	1	1
703	и я	1	1
704	в такой	4	1
705	страсть к	2	1
706	отличается от	6	1
707	между собой	4	1
708	не создает	1	1
709	больше всего	1	1
710	этой целью	1	1
711	духовную культуру	1	1
712	ведь в	1	1
713	образом для	1	1
714	это было	1	1
715	языка то	1	1
716	то ясно	4	1
717	на его	1	1
718	в сторону	3	1
719	них в	2	1
720	самом широком	1	1
721	ли это	1	1
722	тому же	6	1
723	в лучшем	1	1
724	к концу	1	1
725	в а	2	1
726	в эту	2	1
727	решительный поворот	1	1
728	или менее	8	1
729	и у	4	1
730	что их	3	1
731	не свободен	1	1
732	через которую	1	1
733	относиться к	1	1
734	культура и	1	1
735	и другого	1	1
736	развития человечества	2	1
737	а для	2	1
738	вопроса о	1	1
739	ее основания	1	1
740	на них	1	1
741	высокой ступени	1	1
742	жизнь и	3	1
743	и народов	2	1
744	что признание	1	1
745	что эти	2	1
746	истории других	1	1
747	всегда и	1	1
748	права и	1	1
749	перестает быть	1	1
750	у этих	1	1
751	ко всему	2	1
752	это и	1	1
753	все чаще	1	1
754	эту традицию	1	1
755	для целого	1	1
756	совершенно не	4	1
757	этом пункте	1	1
758	древней греческой	1	1
759	ответить на	2	1
760	культуры для	2	1
761	если признать	1	1
762	и эти	1	1
763	это конечно	2	1
764	а к	2	1
765	разница лишь	1	1
766	и более	2	1
767	вытекает из	1	1
768	с самого	1	1
769	образом мы	1	1
770	что поэтому	1	1
771	что этот	1	1
772	переворот в	1	1
773	и всеми	1	1
774	тем мы	1	1
775	смешным и	1	1
776	европейской науке	2	1
777	тех же	2	1
778	с каким-нибудь	1	1
779	быте и	1	1
780	действительно как	1	1
781	чистом виде	1	1
782	времени должны	1	1
783	другими словами	2	1
784	на той	1	1
785	народы азии	1	1
786	что стоит	2	1
787	то эти	1	1
788	но тогда	3	1
789	народов с	1	1
790	во всей	2	1
791	одну из	2	1
792	культура в	2	1
793	что входит	1	1
794	а от	1	1
795	которые имеют	1	1
796	о возможности	1	1
797	нам говорят	1	1
798	не по	1	1
799	быть не	1	1
800	не быть	1	1
801	тот факт	4	1
802	таких народов	1	1
803	и другой	1	1
804	во многих	1	1
805	уже о	1	1
806	просто не	1	1
807	ряде других	1	1
808	в себя	2	1
809	из себя	10	1
810	вполне ясно	1	1
811	у того	1	1
812	в руках	1	1
813	лучшем случае	1	1
814	в которой	5	1
815	именно потому	2	1
816	которая по	1	1
817	лишь в	5	1
818	не будет	5	1
819	нечего и	3	1
820	начале этой	2	1
821	то обстоятельство	1	1
822	между двумя	5	1
823	лишь на	1	1
824	вследствие этого	3	1
825	только один	2	1
826	надо сказать	1	1
827	в свет	2	1
828	должны быть	3	1
829	между отдельными	2	1
830	не приходится	1	1
831	и та	1	1
832	есть ли	1	1
833	люди с	1	1
834	следовательно они	1	1
835	двумя основными	1	1
836	в науке	1	1
837	стоять на	1	1
838	нас с	1	1
839	не могла	1	1
840	культуре в	3	1
841	не потому	2	1
842	и была	1	1
843	заключает в	2	1
844	ее с	1	1
845	в учении	1	1
846	большей частью	1	1
847	и создавать	1	1
848	самого понятия	1	1
849	более тесную	1	1
850	впечатление что	1	1
851	стоит на	1	1
852	только то	2	1
853	и затем	1	1
854	что такая	1	1
855	сложились в	1	1
856	европе и	1	1
857	он есть	1	1
858	на практике	1	1
859	существование в	2	1
860	народов которая	1	1
861	зрения между	1	1
862	самого начала	1	1
863	культуры при	2	1
864	а лишь	3	1
865	и часто	1	1
866	то ни	4	1
867	эти вещи	1	1
868	знает что	1	1
869	в чистом	1	1
870	средством к	1	1
871	есть продукт	1	1
872	всего что	1	1
873	его собственной	5	1
874	потому и	2	1
875	того кто	1	1
876	как эта	1	1
877	с большой	1	1
878	на которые	1	1
879	в каковом	2	1
880	так называемого	5	1
881	не забудем	1	1
882	два различных	1	1
883	национальные культуры	1	1
884	он в	1	1
885	культуры но	2	1
886	что прежде	1	1
887	нет и	1	1
888	которую в	1	1
889	на деле	1	1
890	случае между	1	1
891	тех пор	2	1
892	и практическая	1	1
893	а и	8	1
894	еще нет	1	1
895	к ним	2	1
896	ее не	1	1
897	общего с	2	1
898	во-первых с	1	1
899	культуры и	11	1
900	не осталось	1	1
901	главным образом	1	1
902	оба они	1	1
903	если мы	4	1
904	без всякого	1	1
905	нашей культуры	1	1
906	по другим	1	1
907	деле есть	1	1
908	или с	1	1
909	они должны	3	1
910	потребного для	1	1
911	специальные особенности	1	1
912	этом и	1	1
913	техники и	1	1
914	культуры наконец	2	1
915	точку зрения	2	1
916	двух разнородных	3	1
917	смотрят на	1	1
918	понимание но	1	1
919	в высшей	2	1
920	к которому	1	1
921	запас всевозможных	1	1
922	зрения на	1	1
923	только при	2	1
924	русском языке	1	1
925	и от	5	1
926	культуры он	2	1
927	без того	4	1
928	культуре более	1	1
929	возможных в	1	1
930	вопросов а	1	1
931	вопросы эти	1	1
932	образом в	3	1
933	ряде случаев	1	1
934	настоящее время	3	1
935	культура не	2	1
936	такие которые	1	1
937	покоится на	1	1
938	врожденных и	1	1
939	нем не	1	1
940	что без	1	1
941	и дальше	2	1
942	их различных	1	1
943	до тех	2	1
944	социального общения	1	1
945	более точного	1	1
946	не лучше	1	1
947	очень редко	1	1
948	мира в	1	1
949	на всем	1	1
950	других народов	5	1
951	в европе	6	1
952	каким был	1	1
953	в отдельных	2	1
954	месте в	1	1
955	котором мы	1	1
956	к этим	1	1
957	ведь и	1	1
958	та или	1	1
959	по только	1	1
960	в так	1	1
961	для этой	2	1
962	в совершенстве	1	1
963	в самой	2	1
964	в настоящее	3	1
965	культуры или	1	1
966	уже более	2	1
967	и особенно	2	1
968	дальнейшего развития	2	1
969	между разными	1	1
970	тот же	3	1
971	всякий кто	1	1
972	что на	2	1
973	не то	3	1
974	вся эта	1	1
975	никак не	1	1
976	для дела	1	1
977	в риме	1	1
978	или меньшая	1	1
979	он должен	2	1
980	судя по	1	1
