N	2gram	Losev_Prob	SlovoVZh
583	это мы	2	1
584	которой можно	1	1
585	что нам	1	1
586	что она	8	1
587	и о	11	1
588	слова с	1	1
589	на который	1	1
590	показать что	1	1
591	и тому	1	1
592	о самом	2	1
593	конечно уже	1	1
594	всегда имеет	1	1
595	как его	2	1
596	что для	4	1
597	с первого	2	1
598	если мы	16	1
599	он будет	2	1
600	на одну	1	1
601	или о	3	1
602	тем же	2	1
603	от всего	4	1
604	и эта	1	1
605	он вдруг	2	1
606	наряду с	1	1
607	но есть	2	1
608	и во	4	1
609	именно в	5	1
610	и таким	1	1
611	уже на	3	1
612	идти только	1	1
613	и всего	1	1
614	знают только	1	1
615	наконец из	1	1
616	они должны	2	1
617	то время	2	1
618	но эта	3	1
619	на какой-нибудь	1	1
620	или хотя	2	1
621	слов в	1	1
622	которое было	2	1
623	с большим	2	1
624	мы это	3	1
625	к другим	2	1
626	не можем	2	1
627	на содержание	1	1
628	действительности к	2	1
629	в таком	18	1
630	из трех	1	1
631	оно стало	1	1
632	на ступенях	1	1
633	например в	2	1
634	речь и	1	1
635	сама по	6	1
636	что я	1	1
637	форм которые	1	1
638	из подполья	2	1
639	само собою	1	1
640	тот же	4	1
641	относятся к	3	1
642	определения этого	1	1
643	обойтись без	2	1
644	имеем дело	1	1
645	время не	2	1
646	моменты его	1	1
647	с которой	3	1
648	характер и	1	1
649	слово не	1	1
650	касались только	1	1
651	и без	6	1
652	моментов которые	1	1
653	других областей	1	1
654	конечно гораздо	1	1
655	сочли бы	1	1
656	отношения в	2	1
657	что все	9	1
658	как о	4	1
659	то она	1	1
660	значение этих	1	1
661	европейских языках	1	1
662	эти три	1	1
663	ее внутренней	1	1
664	себе не	3	1
665	анализа в	1	1
666	столь же	1	1
667	том же	1	1
668	и она	1	1
669	в общем	5	1
670	есть в	9	1
671	же как	2	1
672	или даже	3	1
673	если ее	1	1
674	а уж	2	1
675	том кто	1	1
676	чрезвычайно сложным	1	1
677	в порядке	1	1
678	деле это	1	1
679	момент в	2	1
680	направленность на	1	1
681	мы касались	1	1
682	в слове	1	1
683	свои слова	1	1
684	слова из	1	1
685	как будто	6	1
686	для определения	3	1
687	что именно	1	1
688	есть только	16	1
689	это прежде	1	1
690	ровно ничего	4	1
691	того если	1	1
692	и всякого	1	1
693	а эта	2	1
694	но если	6	1
695	имеет и	3	1
696	они не	1	1
697	все свойства	1	1
698	она определяет	1	1
699	при таком	2	1
700	явление конечно	1	1
701	ли кто-нибудь	3	1
702	на себя	2	1
703	от его	1	1
704	слова как	2	1
705	тех или	5	1
706	и являются	1	1
707	чем мы	2	1
708	получить и	1	1
709	и внешней	1	1
710	и только	7	1
711	один и	1	1
712	определить как	1	1
713	нас за	1	1
714	сводится только	1	1
715	по своей	1	1
716	себе по	1	1
717	которые имеют	1	1
718	именно эта	1	1
719	это направление	1	1
720	по самому	3	1
721	пор мы	4	1
722	у которой	1	1
723	или иного	6	1
724	может и	3	1
725	друг друга	1	1
726	значения не	1	1
727	но уже	9	1
728	для этой	2	1
729	важный для	1	1
730	природой и	1	1
731	является уже	1	1
732	моментов из	1	1
733	для этого	5	1
734	для обоих	1	1
735	и искусство	1	1
736	не из	1	1
737	если она	1	1
738	себе и	2	1
739	в смысле	2	1
740	внутренней и	1	1
741	на их	1	1
742	слов и	1	1
743	чтобы не	3	1
744	мы еще	3	1
745	является то	3	1
746	не нужно	6	1
747	очень важным	1	1
748	в одной	1	1
749	дело и	1	1
750	в целом	1	1
751	нам кажется	2	1
752	ничего общего	14	1
753	общем гораздо	1	1
754	себя в	1	1
755	крайней мере	8	1
756	для правильного	1	1
757	и становится	1	1
758	смысла то	2	1
759	или менее	7	1
760	имеет дело	1	1
761	взятый в	1	1
762	ним на	2	1
763	вовсе не	60	1
764	сливаются в	3	1
765	акт сознания	2	1
766	больше того	1	1
767	сам поэт	1	1
768	другого и	1	1
769	думать что	2	1
770	есть выражение	2	1
771	в пространстве	1	1
772	не то	4	1
773	самый принцип	1	1
774	я и	2	1
775	гораздо больше	2	1
776	на эту	2	1
777	тем более	13	1
778	по крайней	8	1
779	свой смысл	3	1
780	что до	1	1
781	мы видели	1	1
782	перед нами	7	1
783	чем более	1	1
784	и самый	3	1
785	и другого	1	1
786	бы это	1	1
787	же мы	4	1
788	не имеющих	4	1
789	который и	1	1
790	всяком случае	11	1
791	того о	1	1
792	нет можно	1	1
793	которые в	4	1
794	и всесторонне	1	1
795	пределах этого	1	1
796	только для	3	1
797	можно только	2	1
