N	3gram	Vygotskiy_	Analitik
144	по себе а	1	1
145	о том как	1	1
146	мы видим что	2	1
147	в одном слове	1	1
148	который мог бы	1	1
149	во всех этих	1	1
150	этого слова если	1	1
151	уже содержит в	1	1
152	в игре на	1	1
153	на одни и	1	1
154	то что с	2	1
155	чтобы прийти к	1	1
156	однако и здесь	1	1
157	что в нашем	1	1
158	не является ни	1	1
159	в целом но	3	1
160	в течение всего	1	1
161	в том же	1	1
162	целом все это	1	1
163	и во всех	1	1
164	не могут иметь	1	1
165	что мы знаем	7	1
166	таким же образом	2	1
167	в самом его	1	1
168	с ним в	1	1
169	по отношению ко	1	1
170	что в отличие	1	1
171	который по своей	1	1
172	друг от друга	2	1
173	с целым рядом	1	1
174	тот же самый	1	1
175	дальнейшем мы будем	1	1
176	более высокой ступени	1	1
177	в предыдущей части	1	1
178	в том случае	2	1
179	начало и конец	1	1
180	вновь и вновь	1	1
181	не только на	1	1
182	вступает в противоречие	1	1
183	этих моментов в	1	1
184	и в качестве	1	1
185	не свидетельствует о	1	1
186	в конце концов	1	1
187	между собой и	2	1
188	том что мы	1	1
189	в один ряд	1	1
190	они относятся к	2	1
191	само по себе	3	1
192	всяком случае не	1	1
193	и вместе с	2	1
194	отличие от ряда	1	1
195	или можно сказать	1	1
196	является одновременно и	1	1
197	человека и его	1	1
198	и таким образом	1	1
199	как она была	1	1
200	связей и отношений	1	1
201	многие частные моменты	1	1
202	во всей своей	1	1
203	и остается в	1	1
204	виде в каком	1	1
205	из них не	1	1
206	так же точно	3	1
207	и в восприятии	1	1
208	чем иным как	1	1
209	том виде в	1	1
210	что как бы	2	1
211	и тем же	4	1
212	что в этом	1	1
213	имеет дело с	2	1
214	имеет место в	2	1
215	этом мы будем	1	1
216	самим по себе	1	1
217	мы не станем	5	1
218	выходит за пределы	1	1
219	связи и отношения	2	1
220	на этот раз	2	1
221	все же не	2	1
222	только то что	1	1
223	такой же точно	1	1
224	наличии у него	1	1
225	в роли знаков	1	1
226	с другой с	1	1
227	или во всяком	1	1
228	том смысле что	2	1
229	имея в виду	1	1
230	и в том	1	1
231	же самое что	1	1
232	не мог бы	3	1
233	внешней и внутренней	3	1
234	с другом в	1	1
235	рода что и	1	1
236	предполагает в качестве	1	1
237	или иных элементов	1	1
238	но едва ли	1	1
239	собой не что	1	1
240	представляет собой не	1	1
241	собственном смысле слова	3	1
242	с теми же	1	1
243	том случае если	2	1
244	а как бы	1	1
245	с тем же	1	1
246	больше и больше	1	1
247	и отношения между	2	1
248	совпадают с теми	1	1
249	так как если	1	1
250	вместе с тем	11	1
251	не в его	1	1
252	как это ни	1	1
253	одной стороны с	1	1
254	значение только в	1	1
255	а вместе с	1	1
256	в том смысле	3	1
257	речь идет об	1	1
258	в этом же	2	1
259	а затем уже	2	1
260	еще не являются	1	1
261	не сами по	1	1
262	наличие или отсутствие	1	1
263	мы обратимся к	4	1
264	дня и ночи	1	1
265	едва ли есть	1	1
266	мы знаем о	4	1
267	по своей сущности	1	1
268	ту или иную	1	1
269	в виду не	1	1
270	тот факт что	7	1
271	точно так же	4	1
272	включающий в себя	1	1
273	со всеми остальными	2	1
274	к выводу что	2	1
275	но и к	1	1
276	сказать что в	1	1
277	только в том	4	1
278	того что мы	2	1
279	это также не	1	1
280	несмотря на его	1	1
281	в то время	5	1
282	приводит нас к	1	1
283	мы встречаемся с	1	1
284	включая в него	1	1
285	свое внимание на	1	1
286	не столько с	1	1
287	и та же	1	1
288	то и другое	5	1
289	в целом все	1	1
290	он может быть	1	1
291	то что они	3	1
292	напомним что в	1	1
293	и тем что	1	1
294	уже в первой	1	1
295	с которыми он	1	1
296	под этим именем	1	1
297	том что одно	1	1
298	или иначе говоря	1	1
299	сказать что они	1	1
300	приводит к тому	1	1
301	так что все	1	1
302	ли может быть	1	1
303	к тому или	3	1
304	практически совпадает с	1	1
305	ни одна из	1	1
306	и здесь мы	1	1
307	одним и тем	4	1
308	мы узнаем из	1	1
309	далеко не все	1	1
310	мог бы стать	2	1
311	всех этих случаях	1	1
312	и все его	1	1
313	к неразрешимым противоречиям	1	1
314	что было бы	1	1
315	самом деле как	1	1
316	как это свойственно	1	1
317	никоим образом не	1	1
318	или лучше сказать	1	1
319	как бы ни	1	1
320	которые могут быть	1	1
321	из сказанного выше	1	1
322	все эти три	1	1
323	мы будем иметь	3	1
324	в первую очередь	2	1
325	толкование которое дает	1	1
326	том что начальные	1	1
327	же как и	6	1
328	не менее не	1	1
329	в процессе его	1	1
330	в собственном смысле	12	1
331	и не могут	1	1
332	как мы увидим	2	1
333	так и в	2	1
334	в связь с	1	1
335	одна и та	1	1
336	заключенное в нем	1	1
337	которого никогда не	1	1
338	том что при	1	1
339	пространственных и временных	1	1
340	отношению ко всем	1	1
341	все что мы	4	1
342	этом случае в	1	1
343	как бы в	1	1
344	со стороны его	1	1
345	то в основе	1	1
346	то что мы	2	1
347	мы уже говорили	6	1
348	как это имеет	1	1
349	по аналогии с	1	1
350	в том виде	4	1
351	исходили из того	1	1
352	если в основе	2	1
353	том числе и	3	1
354	оно может быть	1	1
355	обратить внимание на	1	1
356	что и в	6	1
357	которые могли бы	1	1
358	после того как	1	1
