N	3gram	Bakhtin_Pr	Myslijsy
274	между этими двумя	1	1
275	не о том	1	1
276	но так что	2	1
277	не образ а	1	1
278	а потому и	1	1
279	как бы он	1	1
280	в каждом из	1	1
281	случаев вовсе не	1	1
282	в отличие от	4	1
283	что они не	1	1
284	но как в	1	1
285	точки зрения этого	1	1
286	каждом из этих	1	1
287	к тому же	2	1
288	до настоящего времени	2	1
289	на предмет в	1	1
290	на котором мы	1	1
291	их к одному	1	1
292	уже после того	1	1
293	для него лишь	1	1
294	как если бы	3	1
295	гораздо сложнее и	1	1
296	связей с другими	1	1
297	выйти за пределы	1	1
298	одну и ту	1	1
299	самим по себе	1	1
300	только в своем	1	1
301	могла бы быть	1	1
302	не в одной	1	1
303	оно и не	1	1
304	каждая из этих	1	1
305	не менее и	1	1
306	все же не	3	1
307	это однако не	1	1
308	предметом и его	1	1
309	зрения на мир	4	1
310	здесь следовательно происходит	1	1
311	глубокое и верное	1	1
312	мы думаем что	1	1
313	таким образом и	2	1
314	уже не могут	2	1
315	не мог бы	1	1
316	а в нем	1	1
317	от нее в	1	1
318	мысли к мысли	1	1
319	слова и его	1	1
320	в нем в	1	1
321	то ни стало	1	1
322	между ними не	1	1
323	того что он	1	1
324	никогда не была	1	1
325	образом как и	1	1
326	и в речи	1	1
327	в художественном произведении	1	1
328	сих пор не	1	1
329	его восприятие в	1	1
330	хотя и не	3	1
331	своего выражения в	1	1
332	ни одно не	1	1
333	несмотря на свою	1	1
334	и для него	1	1
335	большей или меньшей	2	1
336	она так же	1	1
337	не в его	1	1
338	но и слово	1	1
339	прежде всего на	1	1
340	мы видим не	1	1
341	слово в процессе	1	1
342	друг с другом	3	1
343	и следовательно к	1	1
344	к другому и	1	1
345	и ту же	1	1
346	есть если бы	1	1
347	таким образом все	2	1
348	бы ни были	2	1
349	бы в самом	1	1
350	в мире а	1	1
351	в слове может	1	1
352	там где она	1	1
353	только в форме	1	1
354	в этом рассказе	1	1
355	следовать друг за	1	1
356	именно тем что	1	1
357	от той же	1	1
358	заметить что и	1	1
359	но и не	2	1
360	и относится к	1	1
361	как один из	2	1
362	именно потому что	2	1
363	сюда относятся все	1	1
364	времени и пространства	1	1
365	конечно не в	2	1
366	предмет о котором	1	1
367	там где он	1	1
368	же самое слово	1	1
369	творчества если бы	1	1
370	и потому сами	1	1
371	в настоящее время	3	1
372	себе и на	1	1
373	в человеке а	1	1
374	если в самом	1	1
375	сознания а в	1	1
376	отношению к нему	2	1
377	в большей или	2	1
378	но что же	1	1
379	он может быть	2	1
380	однако в этой	1	1
381	и в самой	2	1
382	и не во	1	1
383	входит в его	1	1
384	хотя далеко не	1	1
385	что бы то	1	1
386	если мы не	1	1
387	крайней мере для	1	1
388	художественного произведения и	1	1
389	того что и	1	1
390	бы оно ни	1	1
391	то стало быть	1	1
392	один из его	1	1
393	т п с	1	1
394	и быть не	1	1
395	там где есть	1	1
396	словом но в	2	1
397	его жизни и	1	1
398	смотрит на нее	1	1
399	тому как в	1	1
400	что оно есть	1	1
401	этом отношении не	1	1
402	быть самим собою	1	1
403	таким образом как	1	1
404	и к нему	1	1
405	случае он был	1	1
406	становится одним из	1	1
407	таковы что их	1	1
408	это есть лишь	1	1
409	однако не все	1	1
410	самом деле в	1	1
411	точки зрения он	1	1
412	который был бы	1	1
413	иначе и быть	1	1
414	в его прямом	1	1
415	их в наглядный	1	1
416	самого начала все	1	1
417	но на самом	1	1
418	же как и	2	1
419	друг другу как	1	1
420	и не могут	1	1
421	не в одном	2	1
422	на мир такой	1	1
423	всего того что	1	1
424	того об чем	1	1
425	она может быть	1	1
426	может находиться в	1	1
427	никогда не может	2	1
428	другими словами к	1	1
429	в процессе его	1	1
430	были бы в	1	1
431	все в нем	1	1
432	тем что оно	1	1
433	что может быть	3	1
434	принимают в себя	1	1
435	в органическое единство	1	1
436	из уст в	1	1
437	может сосредоточиться на	1	1
438	мы чувствуем что	1	1
439	точки зрения и	1	1
440	или же в	1	1
441	и в поэзии	1	1
442	перестать быть самим	1	1
443	отношения к миру	1	1
444	нет но на	1	1
445	кроме того она	1	1
446	в виду что	1	1
447	точки зрения нашего	1	1
448	если бы он	1	1
449	может быть различно	1	1
450	если же он	1	1
451	между собою в	1	1
452	было бы сказать	1	1
453	может быть и	2	1
