N	2gram	Ircho_Kome	Hudozhes
117	между тем	9	4
118	он не	5	4
119	и тем	2	4
120	и что	2	4
121	в форме	2	4
122	далеко не	1	4
123	со своей	3	4
124	и о	3	4
125	однако в	4	4
126	в силу	4	4
127	или иного	1	4
128	хотя и	6	4
129	в той	2	3
130	и к	2	3
131	к действительности	1	3
132	и на	9	3
133	с этой	3	3
134	даже в	3	3
135	о чем	2	3
136	подобно тому	1	3
137	если бы	4	3
138	оказывается в	1	3
139	и сам	5	3
140	в жизни	1	3
141	как и	12	3
142	к его	3	3
143	их в	1	3
144	никто не	3	3
145	художественного мышления	4	3
146	тем не	3	3
147	культуры в	1	3
148	порядок в	1	3
149	в роли	1	3
150	в противоположность	2	3
151	к нему	5	3
152	потому что	8	3
153	одной стороны	5	3
154	отношении к	1	3
155	в одном	10	3
156	всех без	1	3
157	мог бы	3	3
158	как правило	5	3
159	это отношение	1	3
160	во всей	1	3
161	из этих	5	3
162	и для	4	3
163	таким образом	13	3
164	человека к	1	3
165	с одной	5	3
166	том числе	4	3
167	как раз	4	3
168	и притом	2	3
169	связи с	3	3
170	но он	2	3
171	в таком	1	3
172	в контексте	1	3
173	в связи	3	3
174	по своему	5	3
175	во всех	4	3
176	в русской	1	3
177	как уже	1	3
178	однако если	1	3
179	тому как	1	3
180	принадлежит к	2	3
181	в свою	2	3
182	в которой	9	3
183	автора и	1	3
184	говоря о	1	3
185	в пределах	1	3
186	этом смысле	2	3
187	того же	4	3
188	перед лицом	5	3
189	и прежде	1	3
190	не случайно	1	3
191	в целом	6	3
192	и ее	5	3
193	ведет к	1	2
194	и другие	3	2
195	один из	9	2
196	от имени	1	2
197	в финале	2	2
198	с ним	1	2
199	из которых	5	2
200	а затем	4	2
201	в году	3	2
202	существующее в	1	2
203	одно из	1	2
204	по себе	2	2
205	в них	7	2
206	этой точки	1	2
207	все эти	1	2
208	к более	1	2
209	именно в	5	2
210	во множестве	1	2
211	в порядке	2	2
212	значительной степени	1	2
213	из тех	1	2
214	с ними	2	2
215	в одно	1	2
216	как в	8	2
217	дома и	1	2
218	в теорию	1	2
219	роль в	2	2
220	бы не	1	2
221	жизни в	1	2
222	отличается от	1	2
223	у одного	1	2
224	в известном	2	2
225	в каком	1	2
226	о том	12	2
227	не входит	1	2
228	при всем	3	2
229	еще и	2	2
230	как художественное	1	2
231	во внешнем	1	2
232	со временем	2	2
233	вытекает из	1	2
234	не могли	2	2
235	совпадает с	1	2
236	на основе	1	2
237	времени в	2	2
238	не всегда	2	2
239	слова и	1	2
240	между двумя	1	2
241	и больше	1	2
242	может служить	2	2
243	речь идет	6	2
244	говорит что	1	2
245	вслед за	4	2
246	и это	3	2
247	превращается в	1	2
248	времени и	2	2
249	для которого	1	2
250	не вполне	2	2
251	так же	4	2
252	было и	1	2
253	в глаза	1	2
254	об этом	2	2
255	должен быть	1	2
256	я думаю	2	2
257	если мы	1	2
258	в нашем	2	2
259	имеем дело	1	2
260	который в	2	2
261	одна из	4	2
262	этого слова	1	2
263	не все	2	2
264	коем случае	1	2
265	в самой	2	2
266	чем это	2	2
267	к внутреннему	1	2
268	и по	6	2
269	жизни но	1	2
270	бы то	4	2
271	то в	1	2
272	этих двух	1	2
273	войне и	1	2
274	в коем	1	2
275	в последней	1	2
276	одной из	6	2
277	несмотря на	5	2
278	ни было	4	2
279	в основании	1	2
280	которого он	1	2
281	в литературе	2	2
282	ее в	2	2
283	все это	7	2
284	что и	10	2
285	с их	4	2
286	к жизни	1	2
287	у него	6	2
288	от всех	1	2
289	или в	5	2
290	и более	2	2
291	одним из	3	2
292	что она	3	2
293	каждая из	1	2
294	тому что	4	2
295	в какой	2	2
296	мира и	1	2
297	к своему	1	2
298	в чем	3	2
299	частной жизни	1	2
300	вовсе не	3	2
301	тем более	1	2
302	и потому	1	2
303	а с	1	2
304	при чтении	1	2
305	на этом	3	2
306	в комедии	36	2
307	то ни	4	2
308	и весьма	1	2
309	в значительной	1	2
310	не с	1	2
311	свою жизнь	1	2
312	и эстетической	1	2
313	соединении с	1	2
314	нового времени	7	2
315	за пределы	2	2
316	от своего	1	2
317	с человеком	1	2
318	идет о	5	2
319	могла бы	2	2
320	в этой	9	2
321	числе и	1	2
322	и особенно	7	2
323	и др	1	2
324	о его	5	2
325	в общественном	1	2
326	столь же	9	2
327	общественном сознании	1	2
328	право на	2	2
329	из этого	2	2
330	отнюдь не	2	2
331	чтобы не	1	2
332	мира в	5	2
333	в особенности	1	1
334	с которыми	1	1
335	творческий путь	3	1
336	на празднике	1	1
337	и меньше	1	1
338	том чем	1	1
339	от него	1	1
340	однако и	1	1
341	все что	3	1
342	для всех	5	1
343	и против	1	1
344	можно говорить	1	1
345	и здесь	6	1
346	и мира	1	1
347	за ним	2	1
348	мы встречаем	5	1
349	одном случае	1	1
350	придают им	1	1
351	если в	3	1
352	сообщения о	2	1
353	того кому	1	1
354	на ее	2	1
355	первую очередь	6	1
356	теперь в	2	1
357	дело с	3	1
358	и дает	2	1
359	к числу	2	1
360	и другим	1	1
361	думаю что	2	1
362	что это	5	1
363	которые лежат	1	1
364	что основной	1	1
365	тем как	2	1
366	в сущности	3	1
367	в другой	1	1
368	привести к	1	1
369	те же	1	1
370	времени когда	1	1
371	в область	1	1
372	из того	2	1
373	разного рода	1	1
374	одному из	2	1
375	впрочем и	2	1
376	в результате	5	1
377	и вполне	1	1
378	исторического лица	2	1
379	не могут	1	1
380	как было	1	1
381	должен был	1	1
382	или для	1	1
383	если никто	1	1
384	чтобы в	1	1
385	и даже	5	1
386	в драматическом	2	1
387	если не	1	1
388	одновременно не	1	1
389	не более	2	1
390	на свой	1	1
391	новое время	3	1
392	в собственном	1	1
393	о мире	1	1
394	жизнь в	1	1
395	им по	1	1
396	так называемый	1	1
397	введенное в	1	1
398	как об	1	1
399	одновременно с	3	1
400	если говорить	1	1
401	к каким	1	1
402	тем что	5	1
403	v в	27	1
404	обращается к	1	1
405	из всего	2	1
406	и будет	1	1
407	то время	8	1
408	видно из	4	1
409	стороны в	1	1
410	к самому	1	1
411	в соответствии	2	1
412	общими для	1	1
413	с такими	1	1
414	что по	3	1
415	приходит в	1	1
416	у читателя	1	1
417	который впрочем	1	1
418	вместе с	8	1
419	все же	7	1
420	собой ср	1	1
421	только для	1	1
422	не имеет	1	1
423	речь в	2	1
424	но у	1	1
425	да и	5	1
426	ему и	2	1
427	о котором	1	1
428	зависимо от	1	1
429	зависимости от	1	1
430	поскольку он	1	1
431	к категории	1	1
432	в это	3	1
433	друг от	2	1
434	нет в	1	1
435	на первый	1	1
436	выступает как	1	1
437	между участниками	1	1
438	перед нами	1	1
439	жизненную позицию	1	1
440	в театральном	1	1
441	жизни так	2	1
442	с этим	5	1
443	сам же	1	1
444	нам не	1	1
445	художественный образ	2	1
446	состоит не	1	1
447	исходя из	1	1
448	в первую	5	1
449	бы и	1	1
450	друг перед	1	1
451	он же	1	1
452	шире и	1	1
453	решающая роль	1	1
454	в котором	6	1
455	и частной	1	1
456	из других	3	1
457	восприятие которое	1	1
458	в действительности	4	1
459	и комедия	1	1
460	между несколькими	1	1
461	в любом	3	1
462	по своим	1	1
463	лицом смерти	1	1
464	по тем	1	1
465	жизни между	1	1
466	восходит к	4	1
467	в динамике	1	1
468	страшно и	1	1
469	более чем	4	1
470	мира как	1	1
471	расположение в	1	1
472	то и	3	1
473	время от	4	1
474	она могла	1	1
475	имеет в	2	1
476	наконец в	3	1
477	некий общий	1	1
478	века где	1	1
479	и поэтому	2	1
480	из жизни	1	1
481	платона и	1	1
482	быть не	1	1
483	поле зрения	2	1
484	которыми он	1	1
485	из его	6	1
486	котором по	1	1
487	время в	1	1
488	даже самых	2	1
489	и теперь	3	1
490	жизни и	4	1
491	рамках этой	1	1
492	значение для	1	1
493	только на	2	1
494	в которую	1	1
495	точно так	1	1
496	к одному	1	1
497	в различных	1	1
498	обращаясь к	1	1
499	переходит к	2	1
500	автор обращается	1	1
501	и наиболее	1	1
502	на основании	7	1
503	времени или	1	1
504	первые два	1	1
505	не так	1	1
506	иначе в	2	1
507	что речь	1	1
508	к сфере	1	1
509	и те	1	1
510	не что	1	1
511	в совершенно	1	1
512	подлинным произведением	1	1
513	и внутренней	3	1
514	в истории	10	1
515	и находит	1	1
516	служить также	1	1
517	является как	1	1
518	каждый из	3	1
519	себе в	1	1
520	до того	1	1
521	над собой	1	1
522	действия и	1	1
523	между людьми	2	1
524	смысл на	1	1
525	автора в	1	1
526	и формы	2	1
527	на которые	3	1
528	как следствие	1	1
529	первых десятилетий	1	1
530	из наиболее	2	1
531	двух других	1	1
532	следит за	1	1
533	отношений и	1	1
534	самом начале	3	1
535	соответствии с	2	1
536	не дай	1	1
537	не для	1	1
538	персонажи не	1	1
539	ее не	1	1
540	событий в	2	1
541	тем же	2	1
542	него не	1	1
543	затем в	2	1
544	по которым	6	1
545	и служит	1	1
546	той же	3	1
547	ее как	1	1
548	переживания его	1	1
549	именно так	1	1
550	на сцене	5	1
551	до конца	3	1
552	с нею	1	1
553	за его	1	1
554	только при	3	1
555	что все	1	1
556	еще одна	1	1
557	то она	1	1
558	в существовании	1	1
559	автором в	1	1
560	том же	1	1
561	те и	1	1
562	к миру	1	1
563	в сознании	4	1
564	тот что	1	1
565	исходит из	1	1
566	всего к	1	1
567	речь о	2	1
568	но если	4	1
569	здесь и	2	1
570	по поводу	7	1
571	под именем	3	1
572	что даже	1	1
573	ее содержание	1	1
574	казалось бы	3	1
575	нет никаких	1	1
576	к этим	3	1
577	уже по	1	1
578	друг друга	2	1
579	в деятельности	1	1
580	они могут	1	1
581	из них	16	1
582	едва ли	16	1
583	тот же	5	1
584	о ней	1	1
585	могли быть	2	1
586	всего в	5	1
587	привычных для	1	1
588	с первоначальным	1	1
589	представить себе	3	1
590	время для	1	1
591	что автор	1	1
592	не происходит	1	1
593	говорилось выше	1	1
594	именно к	1	1
595	что они	4	1
596	своих изделий	1	1
597	которой я	1	1
598	или к	2	1
599	в более	4	1
600	она предстает	1	1
601	так как	6	1
602	от его	1	1
603	последние десятилетия	3	1
604	что иное	1	1
605	они не	1	1
606	предстает перед	1	1
607	после того	3	1
608	первого из	1	1
609	на вопрос	1	1
610	время и	3	1
611	чем на	2	1
612	собой в	2	1
613	это особенно	1	1
614	внимание на	1	1
615	в состоянии	3	1
616	что одна	1	1
617	принято говорить	1	1
618	проявляется в	1	1
619	а и	1	1
620	игра с	1	1
621	и чрезвычайно	1	1
622	однако этот	1	1
623	корнями в	1	1
624	известные нам	1	1
625	случае его	1	1
626	как у	1	1
627	из своих	1	1
628	у нас	3	1
629	вместо него	1	1
630	и от	2	1
631	иными словами	1	1
632	слово в	1	1
633	противоречие между	2	1
634	однако она	1	1
635	в третьем	1	1
636	когда же	5	1
637	мы находим	2	1
638	тому же	14	1
639	раз в	2	1
640	от своих	1	1
641	не была	1	1
642	не было	1	1
643	нередко в	2	1
644	частности все	1	1
645	от друга	2	1
646	как видно	4	1
647	не говорит	1	1
648	его достижения	1	1
649	что его	1	1
650	самые разнообразные	1	1
651	этим и	2	1
652	это еще	2	1
653	места в	1	1
654	что не	1	1
655	как впрочем	1	1
656	этом что	2	1
657	из уст	1	1
658	такое же	1	1
659	в конце	7	1
660	той самой	1	1
661	не остается	1	1
662	комедиях аристофана	4	1
663	мира а	1	1
664	в последние	2	1
665	с той	2	1
666	и без	3	1
667	за которым	1	1
668	также в	3	1
669	же как	3	1
670	по содержанию	5	1
671	и произведения	1	1
672	между прочим	2	1
673	рядом с	1	1
674	является не	2	1
675	общественных отношений	1	1
676	при таком	1	1
677	сознания как	1	1
678	перед собой	1	1
679	ли не	8	1
680	от этого	2	1
681	и я	2	1
682	и оказывается	1	1
683	по его	2	1
684	всем законам	2	1
685	служит для	1	1
686	и художественного	1	1
687	в условиях	1	1
688	это было	5	1
689	а всего	1	1
690	тех же	4	1
691	на его	5	1
692	точек зрения	2	1
693	себе никакого	1	1
694	ибо и	1	1
695	в каждой	1	1
696	путь к	2	1
697	в одной	1	1
698	далекого прошлого	1	1
699	бы в	3	1
700	войны и	7	1
701	мере в	1	1
702	ему не	1	1
703	и мир	2	1
704	основе его	1	1
705	в каждом	2	1
706	актера в	1	1
707	о месте	1	1
708	том случае	1	1
709	изобразительного искусства	1	1
710	прошлого с	1	1
711	в своих	2	1
712	оно в	1	1
713	не означает	2	1
714	с матерью	1	1
715	в поле	4	1
716	позиций и	1	1
717	поэт не	1	1
718	до нас	9	1
719	случае если	1	1
720	игра случая	1	1
721	а напротив	1	1
722	тем к	1	1
723	зрения в	1	1
724	именно потому	2	1
725	пойдет о	1	1
726	не дает	1	1
727	однако герой	1	1
728	также и	1	1
729	ту же	2	1
730	одну из	2	1
731	военных действий	1	1
732	две другие	1	1
733	но всегда	1	1
734	нельзя не	2	1
735	как человек	1	1
736	не один	2	1
737	зрения у	1	1
738	части и	1	1
739	и одной	1	1
740	отделен от	1	1
741	действующих лиц	8	1
742	в развитии	2	1
743	из окна	1	1
744	на чем	2	1
745	и право	2	1
746	что касается	5	1
747	в первом	2	1
748	а по	1	1
749	для этого	2	1
750	и является	1	1
751	не могла	2	1
752	это была	2	1
753	последней трети	3	1
754	частности в	2	1
755	иметь в	1	1
756	что из	3	1
757	у нее	2	1
758	как один	1	1
759	в новое	2	1
760	следует признать	2	1
761	означает что	2	1
762	реального исторического	1	1
763	он еще	1	1
764	на это	3	1
765	было бы	8	1
766	не по	5	1
767	превратилась в	1	1
768	но без	1	1
769	же самое	2	1
770	но вы	1	1
771	определена как	1	1
772	на уровне	1	1
773	как мы	5	1
774	своей стороны	1	1
775	что для	1	1
776	та или	1	1
777	его как	1	1
778	как против	1	1
779	под определенным	1	1
780	действующего лица	2	1
781	друг другу	2	1
782	организации текста	1	1
783	которые в	3	1
784	в зависимости	1	1
785	сказать в	1	1
786	над его	1	1
787	того времени	3	1
788	может показаться	1	1
789	так что	6	1
790	с которым	1	1
791	теми же	1	1
792	же в	7	1
793	этой причине	1	1
794	всю жизнь	1	1
795	бы быть	1	1
796	говорить об	1	1
797	чаще всего	3	1
798	как будто	3	1
799	на то	3	1
800	бы ни	1	1
801	нуждается в	2	1
802	а как	1	1
803	здесь мы	3	1
804	может и	1	1
805	ответственного за	1	1
806	от греч	1	1
807	природой и	1	1
808	нет не	1	1
809	являются наиболее	1	1
810	иное как	1	1
811	перед другом	1	1
812	возможна только	1	1
813	можно только	1	1
