N	2gram	Trubetskoy	KulturaY
228	не всегда	1	6
229	можно ли	3	6
230	именно с	1	6
231	мы знаем	1	6
232	в ее	1	6
233	не столько	1	6
234	от этого	1	6
235	той или	3	6
236	должны быть	1	6
237	главным образом	3	6
238	не на	1	6
239	разумеется не	1	6
240	если не	2	6
241	но только	1	6
242	перед нами	1	6
243	а если	1	6
244	роль в	1	6
245	же время	10	6
246	в сфере	1	6
247	тем же	1	6
248	в себе	9	6
249	что оно	3	6
250	данном случае	3	6
251	мы не	1	6
252	что с	2	6
253	или в	3	6
254	этого не	2	6
255	то это	3	6
256	если и	1	6
257	как будто	2	6
258	что эти	1	6
259	может иметь	1	6
260	это конечно	1	6
261	что значит	1	6
262	говоря о	2	6
263	только то	1	6
264	это только	2	6
265	приводит к	4	6
266	на себя	2	6
267	же это	1	6
268	и к	6	5
269	говорить и	1	5
270	формы в	1	5
271	и даже	2	5
272	более или	4	5
273	в духе	1	5
274	на которых	1	5
275	а во-вторых	2	5
276	и того	1	5
277	нельзя было	1	5
278	даже и	2	5
279	доказать что	1	5
280	в другом	3	5
281	видеть что	1	5
282	превращается в	1	5
283	отметить что	2	5
284	вопросу о	3	5
285	могло бы	1	5
286	точка зрения	1	5
287	никогда не	5	5
288	к себе	2	5
289	время в	2	5
290	как же	1	5
291	в конце	3	5
292	и у	1	5
293	у него	2	5
294	но как	1	5
295	из предыдущего	1	5
296	и является	2	5
297	так что	2	5
298	всех этих	3	5
299	одного и	1	5
300	не так	2	5
301	и при	6	5
302	бы привести	1	5
303	в область	1	5
304	мы в	1	5
305	к его	1	5
306	о котором	3	5
307	быть не	1	5
308	и тогда	2	5
309	но если	3	5
310	бы на	1	5
311	а это	1	5
312	и от	2	5
313	а на	1	5
314	материал для	1	5
315	более что	1	5
316	язык и	1	5
317	по своему	1	5
318	или менее	4	5
319	только не	1	5
320	и их	1	5
321	русской культуры	2	5
322	мы должны	7	5
323	как не	1	5
324	и только	5	5
325	есть не	1	5
326	или иных	1	4
327	говорить что	1	4
328	эта не	1	4
329	при том	4	4
330	представление о	1	4
331	так например	1	4
332	как только	1	4
333	связано с	1	4
334	к этой	4	4
335	точно так	2	4
336	в различных	1	4
337	всего этого	1	4
338	с большим	1	4
339	именно так	1	4
340	к которому	1	4
341	из них	3	4
342	к нему	2	4
343	всего в	1	4
344	иначе говоря	1	4
345	его в	4	4
346	совершенно ясно	1	4
347	не о	2	4
348	которое в	1	4
349	это есть	2	4
350	но ведь	1	4
351	же как	1	4
352	о которых	3	4
353	себе и	4	4
354	и это	1	4
355	чтобы понять	2	4
356	остается в	2	4
357	выражение в	1	4
358	мы можем	2	4
359	данный момент	1	4
360	ли это	4	4
361	в лучшем	3	4
362	которые и	1	4
363	если же	2	4
364	могла бы	1	4
365	тот или	1	4
366	что для	3	4
367	и все	1	4
368	но вряд	1	4
369	же мы	1	4
370	и по	3	4
371	а главное	1	4
372	однако и	1	4
373	на деле	1	4
374	себе представить	1	4
375	то в	3	4
376	которых мы	1	4
377	из которых	5	4
378	том и	2	4
379	здесь мы	1	4
380	отношения к	2	4
381	бы не	1	4
382	из области	1	4
383	все они	3	4
384	ни на	1	4
385	по сравнению	1	4
386	именно на	2	4
387	обе эти	1	4
388	он есть	1	4
389	что когда	1	4
390	а лишь	4	4
391	в данной	1	4
392	мог бы	1	4
393	точку зрения	4	4
394	поэтому что	1	4
395	но на	1	4
396	что так	1	4
397	в виде	3	4
398	что ничего	2	4
399	понимать как	1	4
400	и без	1	4
401	последнее время	2	4
402	на все	1	4
403	в такой	1	4
404	к одному	1	4
405	поскольку она	1	4
406	но дело	1	4
407	сказано выше	1	4
408	на это	2	4
409	одного из	1	4
410	что о	1	4
411	такой же	1	4
412	это в	2	4
413	не к	2	4
414	а то	1	4
415	все что	4	3
416	в некоторых	2	3
417	и говорить	1	3
418	и рядом	1	3
419	не хочет	1	3
420	чтобы в	2	3
421	помнить что	2	3
422	из всего	1	3
423	в собственном	1	3
424	в одно	1	3
425	на эту	2	3
426	по своим	1	3
427	на точку	1	3
428	знаем что	3	3
429	но мы	3	3
430	трудно видеть	1	3
431	и дело	1	3
432	совершенно ином	1	3
433	следовало бы	1	3
434	но даже	2	3
435	во многих	2	3
436	к иностранным	1	3
437	для данного	1	3
438	в свете	1	3
439	к ним	1	3
440	настоящее время	2	3
441	на него	1	3
442	от них	1	3
443	в противном	1	3
444	как сказано	1	3
445	случае когда	1	3
446	представить себе	2	3
447	бы то	4	3
448	в большинстве	3	3
449	всю свою	2	3
450	принадлежит в	1	3
451	что его	1	3
452	большинстве случаев	2	3
453	и вместе	2	3
454	в сторону	1	3
455	из одного	1	3
456	в других	2	3
457	чтобы мы	1	3
458	ряду с	1	3
459	становится и	1	3
460	при отсутствии	2	3
461	зрения в	1	3
462	на нем	1	3
463	иметь в	1	3
464	который мы	1	3
465	даже не	2	3
466	то ни	4	3
467	значение и	1	3
468	только с	2	3
469	точно также	1	3
470	убедимся что	1	3
471	образом в	1	3
472	чаще всего	1	3
473	на место	1	3
474	что наша	1	3
475	во время	2	3
476	в одну	1	3
477	сплошь и	1	3
478	если в	6	3
479	и сейчас	3	3
480	лишь тогда	1	3
481	что у	1	3
482	заключается не	1	3
483	и мы	1	3
484	в россии	6	3
485	показать что	1	3
486	и действительно	1	3
487	же остается	1	3
488	его и	2	3
489	своей собственной	1	3
490	так чтобы	3	3
491	с большой	1	3
492	те или	1	3
493	не могло	1	3
494	тогда как	2	3
495	тому чтобы	4	3
496	без всякого	1	3
497	нет и	1	3
498	она может	3	3
499	при котором	3	3
500	том же	2	3
501	культурной жизни	2	3
502	от степени	1	3
503	в настоящее	2	3
504	и следует	1	3
505	следовательно и	2	3
506	для него	6	3
507	не для	1	3
508	естественно что	2	3
509	наконец и	1	3
510	стать на	1	3
511	мало того	1	3
512	слова но	1	3
513	духовной культуры	1	3
514	сама по	2	3
515	этой цели	1	3
516	или даже	1	3
517	противном случае	1	3
518	этого вопроса	1	3
519	со своей	1	3
520	на его	1	3
521	на них	1	3
522	и эти	1	3
523	естественно поэтому	1	3
524	случае если	3	3
525	которую можно	1	3
526	не по	1	3
527	конце концов	3	3
528	лучшем случае	3	3
529	но она	2	3
530	отказ от	1	3
531	в начале	2	3
532	котором идет	2	3
533	признать что	6	3
534	идет речь	4	3
535	за ними	1	3
536	а скорее	1	3
537	тем чтобы	3	3
538	понять что	2	3
539	с таким	1	3
540	тех или	1	3
541	с общим	1	3
542	таким же	3	3
543	иное как	1	3
544	понял что	1	2
545	во всем	4	2
546	они имеют	1	2
547	от него	2	2
548	без особых	1	2
549	в роде	2	2
550	если его	1	2
551	возможно лишь	4	2
552	которые не	1	2
553	которая в	1	2
554	в применении	1	2
555	любовь к	2	2
556	из всех	2	2
557	в разных	1	2
558	она стала	1	2
559	каждый данный	1	2
560	в принципе	1	2
561	далее что	1	2
562	одному из	2	2
563	не меняется	1	2
564	касается до	2	2
565	приходит к	3	2
566	сбросить с	1	2
567	есть дело	1	2
568	по пути	1	2
569	он имеет	1	2
570	мы были	1	2
571	результате этого	1	2
572	в жизни	1	2
573	к самому	1	2
574	здесь дело	1	2
575	выход из	1	2
576	всю эту	2	2
577	на известной	1	2
578	культуры в	3	2
579	следует подчеркнуть	1	2
580	образом при	1	2
581	мысли что	1	2
582	применении к	1	2
583	той и	1	2
584	имеет в	1	2
585	не должен	2	2
586	это разумеется	2	2
587	что вся	1	2
588	таким путем	1	2
589	и когда	1	2
590	и те	2	2
591	как оно	1	2
592	любви к	2	2
593	речь не	1	2
594	не умеет	1	2
595	исходит из	1	2
596	одна из	3	2
597	то легко	1	2
598	а следовательно	3	2
599	в европе	1	2
600	понятие о	1	2
601	на почве	2	2
602	хотелось бы	1	2
603	в состоянии	1	2
604	то у	1	2
605	ни было	1	2
606	может оказаться	1	2
607	с другими	1	2
608	они будут	2	2
609	основании что	1	2
610	борьбы с	1	2
611	ничто иное	1	2
612	лишь к	4	2
613	речь шла	2	2
614	в деле	1	2
615	его жизни	1	2
616	в себя	1	2
617	не был	1	2
618	но можно	1	2
619	их не	2	2
620	бы к	1	2
621	это как	1	2
622	свое место	1	2
623	но тогда	1	2
624	к новым	1	2
625	будет как	1	2
626	не будет	7	2
627	к такой	1	2
628	что эта	1	2
629	и тот	2	2
630	это же	1	2
631	это потому	2	2
632	когда они	4	2
633	что только	2	2
634	был в	1	2
635	мы теперь	1	2
636	вся эта	2	2
637	для которых	1	2
638	для чего	1	2
639	и ничего	1	2
640	к такому	2	2
641	союз и	1	2
642	переходит в	1	2
643	же образом	2	2
644	от нас	2	2
645	все свое	1	2
646	с внешней	1	2
647	для них	3	2
648	не могла	1	2
649	проблема и	1	2
650	есть ничто	1	2
651	только они	1	2
652	во что	3	2
653	это положение	1	2
654	он будет	4	2
655	и вопрос	1	2
656	и просто	1	2
657	этих случаях	1	2
658	не является	1	2
659	где это	1	2
660	сейчас не	1	2
661	еще на	1	2
662	сравнению со	1	2
663	какие же	1	2
664	и теперь	1	2
665	для нее	2	2
666	отношении к	2	2
667	нельзя понимать	1	2
668	у других	2	2
669	друг от	2	2
670	в совершенно	4	2
671	в обществе	1	2
672	одной из	3	2
673	в глазах	2	2
674	не знаем	1	2
675	в каждый	1	2
676	для достижения	1	2
677	этих задач	1	2
678	друг другу	2	2
679	он должен	5	2
680	от всякого	1	2
681	связан с	1	2
682	разумеется только	1	2
683	для большинства	1	2
684	когда речь	1	2
685	ничем не	1	2
686	наблюдается у	1	2
687	за последнее	2	2
688	на тех	1	2
689	не радоваться	1	2
690	зависит от	2	2
691	том числе	1	2
692	это особенно	1	2
693	от которого	1	2
694	на ряду	1	2
695	ее в	2	2
696	на которой	2	2
697	взаимодействия между	1	2
698	по этому	2	2
699	это отношение	1	2
700	от друга	2	2
701	отказаться от	4	2
702	когда оно	1	2
703	то к	1	2
704	дело в	1	2
705	отрицать что	1	2
706	вот это	1	2
707	вообще не	1	2
708	же будет	1	2
709	возможно и	1	2
710	является не	2	2
711	другом месте	1	2
712	является утверждение	1	2
713	силу этого	1	2
714	путь к	4	2
715	рабочих и	1	2
716	в одной	1	2
717	разумеется что	2	2
718	которая как	1	2
719	только к	3	2
720	за то	2	2
721	эти последние	1	2
722	интеллигенции и	1	2
723	ни один	1	2
724	а самый	1	2
725	быть и	2	2
726	этой статьи	1	2
727	а по	1	2
728	самого факта	1	2
729	есть и	2	2
730	оказывается что	1	2
731	свою задачу	2	2
732	указывает на	2	2
733	жизни и	4	2
734	и прежде	1	2
735	свидетельствуют о	1	2
736	может и	1	2
737	не можем	2	2
738	в известной	1	2
739	мы подходим	1	1
740	такой взгляд	1	1
741	практически не	1	1
742	ведь уже	1	1
743	был и	3	1
744	только чтобы	1	1
745	к другу	1	1
746	человеческой жизни	1	1
747	народа и	2	1
748	не нужна	2	1
749	на эти	1	1
750	без наличности	1	1
751	может в	1	1
752	самого себя	7	1
753	совершенно очевидно	2	1
754	которых идет	1	1
755	каждого отдельного	2	1
756	и культура	1	1
757	до самого	1	1
758	эта идея	1	1
759	всей русской	1	1
760	очевидно также	1	1
761	советской власти	4	1
762	решения вопроса	1	1
763	ни стало	3	1
764	не об	1	1
765	привести к	1	1
766	на другую	1	1
767	в последние	5	1
768	в общей	1	1
769	шла о	1	1
770	которое является	1	1
771	собой разумеется	1	1
772	претендующих на	2	1
773	от этих	1	1
774	об отдельных	1	1
775	однако при	1	1
776	быть довольно	1	1
777	может но	1	1
778	связь с	1	1
779	или для	1	1
780	в борьбе	2	1
781	только указать	1	1
782	ни одна	3	1
783	сами в	1	1
784	и современный	1	1
785	на свою	1	1
786	за ним	1	1
787	непонятными для	1	1
788	уверен в	1	1
789	к другим	1	1
790	родной язык	1	1
791	если он	1	1
792	бы все	1	1
793	силы можно	1	1
794	значительной степени	1	1
795	находит себе	1	1
796	и внутренне	1	1
797	что по	1	1
798	их в	2	1
799	есть самое	1	1
800	данной формы	1	1
801	является для	1	1
802	прочим и	1	1
803	себя не	1	1
804	к своим	1	1
805	вступила в	1	1
806	на первый	1	1
807	жизни своего	2	1
808	самого начала	1	1
809	в среду	1	1
810	если с	1	1
811	ясен для	1	1
812	у которых	1	1
813	и предрассудков	1	1
814	в силе	1	1
815	которой он	4	1
816	и политической	1	1
817	нас и	1	1
818	к переходу	1	1
819	она могла	1	1
820	по возможности	1	1
821	только эта	1	1
822	всем этим	2	1
823	за отсутствием	1	1
824	и неизбежно	1	1
825	их даже	1	1
826	все недостатки	1	1
827	своим собственным	1	1
828	к своей	1	1
829	но вся	1	1
830	из таких	1	1
831	мировую войну	2	1
832	только на	2	1
833	претендовать на	1	1
834	задачи и	1	1
835	о самой	1	1
836	что ее	1	1
837	от своей	2	1
838	отношениях к	1	1
839	в странах	1	1
840	в политическом	1	1
841	жизни данного	1	1
842	на ней	1	1
843	заслуживает осуждения	1	1
844	будут иметь	1	1
845	о какой-то	1	1
846	у себя	1	1
847	за другой	1	1
848	то дело	1	1
849	чтобы они	1	1
850	это два	1	1
851	мечтать о	1	1
852	таких условиях	3	1
853	просто в	1	1
854	сущности и	1	1
855	есть по	1	1
856	к соглашению	1	1
857	такую картину	1	1
858	он сам	3	1
859	этой роли	2	1
860	лишь при	5	1
861	должен поставить	1	1
862	к ее	1	1
863	они могут	1	1
864	идет дальше	1	1
865	себя в	4	1
866	этих последних	1	1
867	в какую-то	1	1
868	если возможно	1	1
869	эта работа	2	1
870	от которой	1	1
871	который нельзя	1	1
872	в культурной	1	1
873	для борьбы	1	1
874	к общему	1	1
875	и оба	1	1
876	во всех	5	1
877	влияние на	1	1
878	еще одну	1	1
879	первый и	1	1
880	этой задачи	1	1
881	собой и	3	1
882	фактом что	1	1
883	нами не	1	1
884	сейчас в	1	1
885	она и	1	1
886	человеку не	1	1
887	нужно создать	1	1
888	а наоборот	1	1
889	хочет быть	1	1
890	это будет	1	1
891	при переходе	1	1
892	весь смысл	2	1
893	для которой	1	1
894	самых различных	1	1
895	о подготовке	1	1
896	как элемент	1	1
897	они в	1	1
898	противоречие между	1	1
899	или не	1	1
900	столько же	1	1
901	только она	1	1
902	он может	1	1
903	французского и	1	1
904	чем ближе	1	1
905	от тех	1	1
906	деятельности в	1	1
907	к чему	2	1
908	менее полное	1	1
909	данном частном	1	1
910	здесь же	1	1
911	с одним	1	1
912	этого однако	1	1
913	для всякого	1	1
914	некоторых других	1	1
915	культура для	1	1
916	которой она	2	1
917	власти в	1	1
918	и надо	1	1
919	для решения	1	1
920	понимание и	1	1
921	легко убедимся	1	1
922	для культуры	1	1
923	того и	1	1
924	в лоно	1	1
925	решать вопрос	1	1
926	между собой	5	1
927	должно было	1	1
928	у таких	1	1
929	исключительно от	1	1
930	воздействия на	1	1
931	именно по	1	1
932	они оказались	1	1
933	всех народов	2	1
934	от чисто	1	1
935	в тон	1	1
936	только от	1	1
937	избавиться от	1	1
938	наличности в	1	1
939	ведь в	2	1
940	мы говорили	3	1
941	многих случаях	1	1
942	путем будет	1	1
943	быстро и	1	1
944	языком и	1	1
945	а ее	1	1
946	и признание	1	1
947	оно и	1	1
948	от которых	1	1
949	хотя в	1	1
950	для человека	1	1
951	вот та	1	1
952	время когда	2	1
953	сомнению что	1	1
954	чтобы во-первых	1	1
955	из нас	1	1
956	по своей	1	1
957	что бы	3	1
958	от культуры	1	1
959	следует признать	1	1
960	должны были	1	1
961	в какое-то	1	1
962	он еще	1	1
963	а вы	1	1
964	итак все	1	1
965	движения и	1	1
966	всякого другого	1	1
967	центр тяжести	2	1
968	ибо всякое	1	1
969	являются лишь	1	1
970	вкусов и	1	1
971	культуры и	2	1
972	удовлетворить не	1	1
973	что во	1	1
974	и никакого	1	1
975	тем легче	1	1
976	заключающим в	1	1
977	это для	1	1
978	том основании	1	1
979	значило бы	2	1
980	если они	2	1
981	только такой	1	1
982	всякое явление	1	1
983	бы ни	2	1
984	свое собственное	2	1
985	только такое	1	1
986	что кроме	1	1
987	выполнять свою	1	1
988	дела не	2	1
989	громадное количество	1	1
990	остановиться на	1	1
991	чем и	1	1
992	в один	1	1
993	обозначить как	1	1
994	сделано в	1	1
995	с подобным	1	1
996	любви и	1	1
997	при жизни	1	1
998	может для	1	1
999	находят себе	3	1
1000	и этот	3	1
1001	и конечно	1	1
1002	к единой	2	1
1003	смотреть на	4	1
1004	друга в	1	1
1005	в вопросах	3	1
1006	то есть	1	1
1007	внешним образом	1	1
1008	для себя	2	1
1009	не идет	1	1
1010	народа он	1	1
1011	видно из	1	1
1012	если о	1	1
1013	освободиться от	1	1
1014	переносится в	1	1
1015	возможно большее	1	1
1016	для народа	2	1
1017	упомянутой выше	1	1
1018	чтобы стать	1	1
1019	и средство	1	1
1020	при наличности	1	1
1021	по образцу	1	1
1022	языках и	1	1
1023	постольку поскольку	1	1
1024	к данному	2	1
1025	и форм	1	1
1026	как акт	2	1
1027	есть проблема	1	1
1028	устраняется но	1	1
1029	быть как	1	1
1030	принципиально отличается	1	1
1031	оно есть	1	1
1032	подходе к	1	1
1033	узко и	1	1
1034	эта опасность	1	1
1035	и суть	1	1
1036	и культур	1	1
1037	за природными	1	1
1038	и будет	1	1
1039	виде как	1	1
1040	образец которому	1	1
1041	из тех	1	1
1042	и поскольку	1	1
1043	вопрос приходится	1	1
1044	практически это	2	1
1045	в праве	1	1
1046	это зависит	1	1
1047	тому назад	1	1
1048	in adjecto	1	1
1049	жизни в	5	1
1050	себя и	5	1
1051	стоят на	1	1
1052	дело так	1	1
1053	в те	1	1
1054	подходить к	1	1
1055	русской интеллигенции	8	1
1056	прибегнуть к	1	1
1057	своей жизни	1	1
1058	ведь на	1	1
1059	сейчас же	1	1
1060	в семье	1	1
1061	кроме одной	1	1
1062	области внутренней	1	1
1063	бы нас	2	1
1064	такое положение	1	1
1065	бы о	1	1
1066	всему этому	1	1
1067	в основе	1	1
1068	помощь требуется	1	1
1069	и состоит	2	1
1070	в очень	1	1
1071	даже к	1	1
1072	в значительной	3	1
1073	можно лишь	1	1
1074	то совершенно	1	1
1075	мы уже	2	1
1076	не сам	1	1
1077	всюду где	1	1
1078	всего на	1	1
1079	то все	1	1
1080	современная русская	1	1
1081	народов и	2	1
1082	и вся	1	1
1083	в истинности	1	1
1084	к внешней	1	1
1085	силы в	1	1
1086	чтобы она	2	1
1087	ее с	1	1
1088	мы хотим	1	1
1089	и образец	1	1
1090	более глубоко	1	1
1091	себя вне	1	1
1092	что такая	1	1
1093	какая именно	1	1
1094	работу по	1	1
1095	ином виде	1	1
1096	а во	1	1
1097	им в	1	1
1098	к творчеству	1	1
1099	же должны	1	1
1100	критически к	1	1
1101	может ли	1	1
1102	над русским	1	1
1103	ее не	1	1
1104	к созданию	1	1
1105	и во	3	1
1106	к коллективному	1	1
1107	и придают	1	1
1108	задачи а	1	1
1109	на чем	1	1
1110	в сознании	3	1
1111	чтобы все	1	1
1112	которой остается	1	1
1113	осуществление этих	1	1
1114	когда эти	1	1
1115	для этих	1	1
1116	случаев это	1	1
1117	состоящая в	1	1
1118	к той	2	1
1119	с новыми	1	1
1120	же он	1	1
1121	к высокому	1	1
1122	если только	2	1
1123	не будучи	1	1
1124	сделать это	2	1
1125	сомнений в	1	1
1126	суть дела	1	1
1127	в тесном	1	1
1128	вполне и	2	1
1129	использовать в	2	1
1130	то они	1	1
1131	в смысл	1	1
1132	и писать	1	1
1133	и экономические	1	1
1134	все элементы	1	1
1135	приводят к	2	1
1136	хоть и	1	1
1137	может не	3	1
1138	что среди	1	1
1139	оно приводит	1	1
1140	нас не	1	1
1141	к чисто	1	1
1142	при таких	4	1
1143	все таки	4	1
1144	которых он	1	1
1145	ничего кроме	1	1
1146	ведь даже	1	1
1147	которые открываются	1	1
1148	для россии	2	1
1149	прямо в	1	1
1150	место такому	1	1
1151	которых каждый	2	1
1152	было говорить	1	1
1153	с определенным	1	1
1154	на фронте	1	1
1155	содержат в	1	1
1156	с которым	1	1
1157	полного и	1	1
1158	на каком	1	1
1159	культурой и	1	1
1160	созданию нового	1	1
1161	теми же	1	1
1162	бы для	2	1
1163	себе что	1	1
1164	и представления	1	1
1165	а о	1	1
1166	у всех	1	1
1167	в свои	1	1
1168	что к	1	1
1169	недоразумению так	1	1
1170	том виде	1	1
1171	раз навсегда	2	1
1172	в эпоху	1	1
1173	создан был	1	1
1174	благополучно и	1	1
1175	борьбы и	1	1
1176	положение в	1	1
1177	создать свою	1	1
1178	к постижению	1	1
1179	не подлежит	2	1
1180	так часто	2	1
1181	но по	1	1
1182	и следовало	1	1
1183	есть только	1	1
1184	однако это	1	1
1185	которые являются	1	1
1186	перед собой	1	1
1187	или что	1	1
1188	когда же	1	1
1189	две или	1	1
1190	случае лишь	1	1
1191	ему как	1	1
1192	и таким	1	1
1193	всего приходится	1	1
1194	на такое	1	1
1195	говорили выше	1	1
1196	другом случае	2	1
1197	или больше	1	1
1198	значит в	1	1
1199	чтобы сделать	1	1
1200	культурной работы	2	1
1201	сказать только	1	1
1202	тем чем	1	1
1203	он был	1	1
1204	и других	1	1
1205	в полной	1	1
1206	с самого	1	1
1207	быть может	1	1
1208	которая может	1	1
1209	что действительно	2	1
1210	усомниться в	1	1
1211	мы рассмотрели	1	1
1212	идеал и	1	1
1213	исторические условия	2	1
1214	способен лишь	1	1
1215	он принадлежит	1	1
1216	но при	1	1
1217	и ни	3	1
1218	происходит при	1	1
1219	бы речь	2	1
1220	не играет	2	1
1221	ярко и	1	1
1222	входит в	1	1
1223	невозможно но	1	1
1224	в китае	1	1
1225	и некоторые	1	1
1226	с ее	1	1
1227	в индии	1	1
1228	не допускает	1	1
1229	кто не	1	1
1230	опять таки	1	1
1231	признание что	3	1
1232	что отдельные	1	1
1233	поэтому для	1	1
1234	человека с	1	1
1235	конечно нет	1	1
1236	и всегда	1	1
1237	этих целей	1	1
1238	с понятием	1	1
1239	это единственная	1	1
1240	бы против	1	1
1241	вообще возможно	1	1
1242	недавнего времени	1	1
1243	к мысли	1	1
1244	зависимость от	2	1
1245	россии и	3	1
1246	есть подлинная	1	1
1247	этой новой	1	1
1248	же самое	1	1
1249	явление в	1	1
1250	политические и	1	1
1251	наконец что	1	1
1252	та или	1	1
1253	о которой	1	1
1254	данном вопросе	2	1
1255	этом и	2	1
1256	и экономической	1	1
1257	связи между	1	1
1258	означало бы	1	1
1259	место в	2	1
1260	верить что	1	1
1261	также как	1	1
1262	очень старая	1	1
1263	интеллигенция в	1	1
1264	же может	1	1
1265	в игнорировании	1	1
1266	себе еще	1	1
1267	могут не	2	1
1268	само собой	1	1
1269	со своими	1	1
1270	и обратно	1	1
1271	нетрудно заметить	1	1
1272	в лице	1	1
1273	пути к	2	1
1274	для образования	1	1
1275	это отнюдь	1	1
