N	2gram	Bakhtin_sl	Stilisti
585	ведь всякое	1	1
586	личность говорящего	1	1
587	с миром	1	1
588	слушателя его	1	1
589	к действительности	1	1
590	ряд явлений	1	1
591	и дает	1	1
592	даже в	4	1
593	то у	1	1
594	на те	1	1
595	речь как	1	1
596	которых он	1	1
597	из всех	1	1
598	установлены на	1	1
599	говорили в	1	1
600	вещи и	1	1
601	только его	1	1
602	чтобы стать	1	1
603	тем как	1	1
604	бы говорить	1	1
605	связанное с	1	1
606	роман и	7	1
607	вся совокупность	1	1
608	как раз	3	1
609	что так	1	1
610	души и	1	1
611	тем не	2	1
612	личности говорящего	1	1
613	россию и	1	1
614	в литературе	1	1
615	нашего времени	1	1
616	стиля не	2	1
617	могла бы	1	1
618	о нем	6	1
619	и художественно	3	1
620	до наших	1	1
621	не как	4	1
622	отдельными моментами	1	1
623	а затем	1	1
624	и материалом	1	1
625	нами здесь	1	1
626	язык как	5	1
627	поэтому в	1	1
628	в предшествующей	2	1
629	ориентации в	1	1
630	и замыкается	1	1
631	от общего	1	1
632	его но	3	1
633	одному из	2	1
634	но чаще	1	1
635	для своего	1	1
636	слова ни	1	1
637	свое произведение	2	1
638	с каждым	1	1
639	одно из	1	1
640	одному и	2	1
641	понимания этого	1	1
642	ни в	4	1
643	х годов	2	1
644	в результате	4	1
645	борьбы с	3	1
646	третье лицо	1	1
647	здесь таким	1	1
648	другой стороны	5	1
649	там и	1	1
650	между языком	1	1
651	между этими	3	1
652	этими двумя	1	1
653	но всякое	1	1
654	и эти	2	1
655	сколько бы	1	1
656	сознания и	1	1
657	том и	2	1
658	у него	5	1
659	не могут	7	1
660	все равно	1	1
661	в более	2	1
662	первым словом	1	1
663	и смысл	1	1
664	что слово	1	1
665	в виде	4	1
666	других с	1	1
667	мнения и	1	1
668	и говорящий	2	1
669	непосредственно в	1	1
670	и самая	3	1
671	порядок и	1	1
672	за ним	1	1
673	в таких	1	1
674	даже вовсе	1	1
675	как они	1	1
676	затем и	1	1
677	бы только	2	1
678	этого процесса	1	1
679	его социальная	2	1
680	новый смысл	1	1
681	в сущности	18	1
682	языка это	2	1
683	слова итак	1	1
684	более или	5	1
685	их но	1	1
686	с изучением	1	1
687	время этот	1	1
688	на разных	1	1
689	иногда и	1	1
690	и одновременно	2	1
691	степени их	1	1
692	не о	1	1
693	в собственном	2	1
694	речи героя	2	1
695	слова которые	1	1
696	и различные	2	1
697	от своего	1	1
698	разрыва между	2	1
699	смысла целого	1	1
700	наших дней	2	1
701	что его	1	1
702	не выражает	1	1
703	может сказать	1	1
704	для осуществления	1	1
705	так называемый	1	1
706	и где	1	1
707	крайней мере	1	1
708	и слова	6	1
709	одним из	5	1
710	романа а	4	1
711	различные отношения	1	1
712	своей творческой	1	1
713	высшему пределу	1	1
714	же как	2	1
715	по существу	3	1
716	с теми	1	1
717	где они	4	1
718	утратит свою	1	1
719	слово может	3	1
720	это возможно	2	1
721	именно в	5	1
722	или на	2	1
723	характер его	1	1
724	уже говорили	1	1
725	отстоят от	1	1
726	неизбежно сопровождаются	1	1
727	и действительно	1	1
728	которой живет	1	1
729	приведенные нами	1	1
730	в таком	5	1
731	вообще не	4	1
732	уже об	1	1
733	например в	6	1
734	с одним	3	1
735	с их	1	1
736	конечно на	1	1
737	не остается	2	1
738	чужой речью	3	1
739	с которой	1	1
740	характер и	2	1
741	в одних	1	1
742	которая могла	1	1
743	с той	1	1
744	языка может	2	1
745	без него	1	1
746	говорящего не	1	1
747	в последнем	1	1
748	жанра в	4	1
749	в высказываниях	1	1
750	с ними	8	1
751	эта форма	3	1
752	есть в	1	1
753	и силу	1	1
754	эти две	1	1
755	большинстве случаев	11	1
756	и произведения	1	1
757	кроме самого	1	1
758	элементы языка	1	1
759	только свою	1	1
760	они были	3	1
761	какие только	1	1
762	за свое	1	1
763	одном из	1	1
764	в одно	2	1
765	смысловой и	1	1
766	идеологии и	1	1
767	есть может	1	1
768	они как	2	1
769	мира и	4	1
770	следовательно и	4	1
771	стилистической обработки	1	1
772	последнем счете	1	1
773	и социально	1	1
774	по себе	4	1
775	образом речь	1	1
776	героя ведь	1	1
777	укладывается в	2	1
778	от этого	2	1
779	на все	3	1
780	но почему	1	1
781	в еще	1	1
782	такого живого	1	1
783	речь в	2	1
784	только себя	1	1
785	творчества в	1	1
786	может не	9	1
787	общий язык	1	1
788	все свои	2	1
789	его жизни	1	1
790	от всех	1	1
791	на самой	1	1
792	в новом	3	1
793	своего предмета	5	1
794	и теми	1	1
795	творчества поэтому	1	1
796	о котором	1	1
797	слово на	1	1
798	именно эта	2	1
799	и художественного	1	1
800	как между	1	1
801	и оно	2	1
802	языке и	3	1
803	в себя	3	1
804	язык с	1	1
805	лежит в	5	1
806	но уже	2	1
807	эта внутренняя	3	1
808	из которого	2	1
809	со стороны	1	1
810	или их	1	1
811	речи так	1	1
812	знает что	1	1
813	в сторону	1	1
814	же тему	2	1
815	на каждом	2	1
816	из одного	2	1
817	в чем	2	1
818	и литературного	1	1
819	конструкции и	2	1
820	в дальнейшей	1	1
821	языков о	1	1
822	все ее	1	1
823	широком смысле	3	1
824	жив и	1	1
825	или менее	5	1
826	сухой и	2	1
827	отдельных слов	1	1
828	это так	1	1
829	в одной	2	1
830	иных слов	1	1
831	тем более	1	1
832	по крайней	1	1
833	другими формами	1	1
834	обращение к	1	1
835	которые были	2	1
836	дело со	1	1
837	другом случае	3	1
838	зрения не	3	1
839	языка еще	1	1
840	слова для	2	1
841	но оно	5	1
842	скрытой форме	2	1
843	и стилистическую	2	1
844	этих различных	1	1
845	все они	9	1
846	оформления и	4	1
847	интересы но	1	1
848	слова по	2	1
849	к одному	1	1
850	ли они	1	1
851	в большинстве	16	1
852	действительности в	1	1
853	перестает быть	2	1
854	и того	1	1
855	чужой речи	23	1
856	не менее	4	1
857	здесь как	3	1
858	еще слишком	1	1
859	в стиле	1	1
860	это и	1	1
861	конечно это	1	1
862	идеологических систем	2	1
863	может иметь	3	1
864	в диалоге	1	1
865	одна из	6	1
866	слова то	1	1
867	зрения и	4	1
868	не допускает	1	1
869	на тему	1	1
870	для его	1	1
871	лица и	1	1
872	к языку	3	1
873	те которые	1	1
874	оба эти	1	1
875	слова которое	1	1
876	конечно еще	1	1
877	в скрытой	1	1
878	в действительности	1	1
879	твердой и	1	1
880	автора или	2	1
881	сливается с	6	1
882	на этом	4	1
883	почти на	1	1
884	стилистического анализа	2	1
885	одной группы	1	1
886	их слова	1	1
887	и личность	1	1
888	как высказывания	2	1
889	совершенно иной	1	1
890	тех же	1	1
891	не имеют	1	1
892	цели и	1	1
893	и главное	2	1
894	сложившихся и	1	1
895	и стилистической	1	1
896	высказывания их	1	1
897	предмет художественного	1	1
898	указать на	1	1
899	с новыми	1	1
900	она не	8	1
901	чужое слово	11	1
902	в течение	1	1
903	уже сложившиеся	1	1
904	представления о	1	1
905	и организации	8	1
906	именно потому	1	1
907	только как	2	1
908	и если	1	1
909	и становятся	1	1
910	бы из	1	1
911	здесь только	1	1
912	те основные	1	1
913	в другом	4	1
914	живом языковом	1	1
915	это только	1	1
916	с какой	1	1
917	в разной	1	1
918	предметов речи	1	1
919	этим определяется	4	1
920	воспринимаются как	1	1
921	на всех	1	1
922	наших слов	1	1
923	может и	1	1
924	только так	1	1
925	язык язык	1	1
926	речью которая	1	1
927	так что	2	1
928	дело не	2	1
929	к нормальному	1	1
930	к своей	2	1
931	его особую	1	1
932	героев достоевского	1	1
933	характер в	1	1
934	как вещь	4	1
935	действующих лиц	2	1
936	этот язык	3	1
937	и частично	1	1
938	только один	1	1
939	смысле слова	2	1
940	слово также	1	1
941	процесса языкового	1	1
942	жизни противостоит	1	1
943	его нельзя	1	1
944	происходящие в	1	1
945	то все	1	1
946	и лишь	1	1
947	символами в	2	1
948	дальнейшей истории	1	1
949	и вся	2	1
950	мы все	2	1
951	если же	1	1
952	между отдельными	1	1
953	с этой	3	1
954	говорить о	2	1
955	и внутреннюю	1	1
956	и разных	1	1
957	за собой	1	1
958	правда и	2	1
959	точками зрения	4	1
960	доведения до	1	1
961	высказыванием в	1	1
962	и что	2	1
963	как он	2	1
964	без понимания	1	1
965	не могла	2	1
966	эту социальную	1	1
967	нами примеры	1	1
968	слова во	1	1
969	авторская речь	3	1
970	за пределы	6	1
971	ближе всего	1	1
972	оно нам	1	1
973	действительность но	2	1
974	вот что	1	1
975	конечно в	2	1
976	которые оно	1	1
977	почти всегда	3	1
978	и бытовое	1	1
979	иметь в	1	1
980	факт что	1	1
981	он в	6	1
982	тому или	1	1
983	с общим	1	1
984	и до	2	1
985	более сложный	1	1
986	даже не	1	1
987	жанры только	1	1
988	изъятый из	1	1
989	и выражает	1	1
990	в действительном	1	1
991	тот факт	1	1
992	друга и	1	1
993	в истории	6	1
994	зрения а	2	1
995	идет об	1	1
996	эта диалогическая	1	1
997	к людям	1	1
998	как по	1	1
999	конечно нет	1	1
1000	к которой	1	1
1001	новое слово	2	1
1002	существует особая	1	1
1003	при анализе	1	1
1004	отметить что	3	1
1005	и исторически	3	1
1006	чем он	2	1
1007	с человеком	1	1
1008	и часто	7	1
1009	например на	1	1
1010	замкнутости и	1	1
1011	всем этим	2	1
1012	своему композиционному	1	1
1013	автора с	1	1
1014	еще на	1	1
1015	идеологически не	1	1
1016	интонации при	1	1
1017	неразрывно связано	1	1
1018	с другой	8	1
1019	которому мы	1	1
1020	имеем в	1	1
1021	нем и	5	1
1022	ответы на	1	1
1023	наконец во	1	1
1024	говорит о	1	1
1025	и время	1	1
1026	не знающий	1	1
1027	языку в	1	1
1028	может послужить	1	1
1029	к ним	2	1
1030	его литературным	1	1
1031	и соответствующего	1	1
1032	и вне	3	1
1033	без всякого	2	1
1034	воплощено в	2	1
1035	его художественного	1	1
1036	и историческое	1	1
1037	одного из	2	1
1038	языка не	4	1
1039	и ловкий	1	1
1040	по всей	3	1
1041	и о	3	1
1042	состоит из	1	1
1043	полное отсутствие	1	1
1044	слова из	1	1
1045	и никогда	1	1
1046	что для	1	1
1047	его как	3	1
1048	мог бы	1	1
1049	и во	3	1
1050	особенностей и	1	1
1051	и оценки	2	1
1052	художественного произведения	1	1
1053	первостепенное значение	1	1
1054	не можем	1	1
1055	и творческой	1	1
1056	установка на	8	1
1057	произведения и	2	1
1058	смысле не	1	1
1059	именно так	1	1
1060	в основу	1	1
1061	авторской речи	11	1
1062	самого говорящего	1	1
1063	и выражений	1	1
1064	быть в	1	1
1065	что может	1	1
1066	в общественном	1	1
1067	языка как	10	1
1068	за пределами	3	1
1069	в своем	9	1
1070	не значит	2	1
1071	на улице	1	1
1072	на один	2	1
1073	и выражения	1	1
1074	из романа	2	1
1075	и есть	2	1
1076	же слова	1	1
1077	входят в	3	1
1078	во всей	1	1
1079	образом в	4	1
1080	почти слияние	1	1
1081	столь же	2	1
1082	все явления	1	1
1083	в общем	1	1
1084	он может	3	1
1085	не одно	1	1
1086	как часто	1	1
1087	языка с	2	1
1088	мы теперь	1	1
1089	своего внутреннего	1	1
1090	каждое из	1	1
1091	своей и	1	1
1092	отражения в	1	1
1093	установлено на	3	1
1094	и проч	4	1
1095	же в	2	1
1096	к вопросам	1	1
1097	каком направлении	1	1
1098	на то	2	1
1099	что говорит	1	1
1100	но если	1	1
1101	оно может	3	1
1102	придать ему	1	1
1103	и по	3	1
1104	культуры и	2	1
1105	развитие и	1	1
1106	какой степени	1	1
1107	там где	10	1
1108	в эти	1	1
1109	своим собственным	1	1
1110	в эпохи	1	1
1111	есть к	1	1
1112	в меру	1	1
1113	влияние и	1	1
1114	речи с	1	1
1115	здесь в	6	1
1116	просто не	2	1
1117	как всякий	2	1
1118	он просто	1	1
1119	он к	1	1
1120	психическое переживание	1	1
1121	еще в	1	1
1122	речи в	5	1
1123	и света	1	1
1124	мужа и	1	1
1125	всех этих	8	1
1126	того же	7	1
1127	собеседника на	1	1
1128	если она	2	1
1129	входящих в	1	1
1130	же он	1	1
1131	все возможные	1	1
1132	чтобы не	1	1
1133	где все	1	1
1134	в самой	1	1
1135	не был	2	1
1136	движения и	1	1
1137	что при	1	1
1138	только о	2	1
1139	высказывание на	3	1
1140	вне его	4	1
1141	языка конечно	1	1
1142	с языком	4	1
1143	вокруг данного	1	1
1144	и нельзя	1	1
1145	иногда в	2	1
1146	быта и	2	1
1147	одного и	1	1
1148	моментами этого	2	1
1149	ограниченный круг	1	1
1150	иное значение	2	1
1151	поэтому мы	1	1
1152	мысли и	1	1
1153	на ту	2	1
1154	слушателя и	5	1
1155	наиболее полно	1	1
1156	язык для	1	1
1157	свой голос	3	1
1158	вне ее	2	1
1159	как тема	1	1
1160	данного слова	1	1
