N	2gram	Nazirov_Vr	TeoriaLi
216	также что	1	1
217	его с	2	1
218	живет в	1	1
219	вопросу о	1	1
220	что это	1	1
221	с ним	4	1
222	в другой	1	1
223	говорит о	1	1
224	одному из	1	1
225	сама жизнь	1	1
226	судьбы они	1	1
227	и другими	1	1
228	быть может	1	1
229	начинается с	1	1
230	он уже	1	1
231	его произведений	1	1
232	тем что	3	1
233	этого в	1	1
234	одним словом	1	1
235	в составе	1	1
236	то время	1	1
237	меня в	1	1
238	новая форма	1	1
239	этого типа	1	1
240	с такими	1	1
241	в бою	1	1
242	нам уже	1	1
243	тому назад	1	1
244	все же	6	1
245	наполеона в	1	1
246	не имеет	1	1
247	но у	1	1
248	да и	1	1
249	ему и	1	1
250	о котором	1	1
251	с героем	1	1
252	в это	2	1
253	для публики	1	1
254	которой не	1	1
255	на первый	2	1
256	по крайней	1	1
257	и позитивно	1	1
258	первый взгляд	1	1
259	с этим	1	1
260	и я	1	1
261	нам не	1	1
262	года на	1	1
263	эту сторону	1	1
264	в котором	6	1
265	она же	1	1
266	писал он	1	1
267	содержания в	1	1
268	что достоевский	4	1
269	во многих	1	1
270	с помощью	1	1
271	что из	1	1
272	жизни и	1	1
273	из своего	1	1
274	не об	1	1
275	точно так	1	1
276	е годы	1	1
277	а между	1	1
278	целый ряд	4	1
279	периоды его	1	1
280	в истории	4	1
281	личность и	2	1
282	еще один	1	1
283	каждый из	1	1
284	автора в	1	1
285	я думаю	1	1
286	к ним	2	1
287	просьбы о	1	1
288	привлекает внимание	1	1
289	ее не	1	1
290	затем в	1	1
291	той же	1	1
292	или а	1	1
293	за него	1	1
294	до конца	1	1
295	с нею	2	1
296	у себя	1	1
297	только при	1	1
298	вышел в	1	1
299	раз и	1	1
300	том же	2	1
301	и достоевского	9	1
302	одна из	2	1
303	тем это	1	1
304	ним на	1	1
305	не имело	1	1
306	уже по	1	1
307	друг друга	1	1
308	крайней мере	1	1
309	из них	2	1
310	едва ли	1	1
311	может как	1	1
312	могли быть	2	1
313	ближе к	1	1
314	говорилось выше	1	1
315	именно к	1	1
316	такое же	1	1
317	в свое	1	1
318	со мной	1	1
319	они не	1	1
320	автору и	1	1
321	оценке его	1	1
322	время и	2	1
323	собой в	1	1
324	задолго до	1	1
325	так он	1	1
326	души и	1	1
327	романе достоевского	1	1
328	чем у	1	1
329	для нас	4	1
330	иными словами	1	1
331	тому же	1	1
332	раз в	3	1
333	но с	1	1
334	не было	5	1
335	а о	1	1
336	на нее	1	1
337	– так	1	1
338	мнения о	1	1
339	внимание в	1	1
340	и эстетический	1	1
341	встречается лишь	1	1
342	писал об	1	1
343	также в	1	1
344	человек в	1	1
345	не есть	1	1
346	между прочим	1	1
347	рядом с	2	1
348	что ж	2	1
349	над тем	1	1
350	ли не	1	1
351	за это	1	1
352	в авторском	1	1
353	знаком и	1	1
354	его жизни	1	1
355	по его	1	1
356	служит для	1	1
357	в условиях	1	1
358	к вопросу	1	1
359	из этого	1	1
360	при виде	1	1
361	встрече с	1	1
362	бы в	1	1
363	ему не	1	1
364	на них	1	1
365	же как	2	1
366	и литературные	1	1
367	вошел в	1	1
368	в полной	1	1
369	жизнь и	1	1
370	в своих	4	1
371	свое место	1	1
372	любви она	1	1
373	дворянского гнезда	3	1
374	в комедии	1	1
375	совсем не	1	1
376	можно признать	1	1
377	нельзя не	1	1
378	человека как	1	1
379	художественной практике	1	1
380	говорить об	1	1
381	в развитии	1	1
382	и их	1	1
383	и последовательность	1	1
384	не могла	1	1
385	это была	1	1
386	также и	1	1
387	он –	1	1
388	на свое	1	1
389	на это	2	1
390	было бы	1	1
391	а тем	1	1
392	писателей но	2	1
393	что для	1	1
394	узнает в	1	1
395	и от	1	1
396	и есть	1	1
397	с которым	2	1
398	же в	2	1
399	всю жизнь	1	1
400	в уме	1	1
401	но я	1	1
402	идет не	1	1
403	на то	3	1
404	независимо от	1	1
405	в него	2	1
406	в известной	1	1
407	к реальному	1	1
408	в е	1	1
409	момент его	1	1
410	к автору	2	1
411	более того	1	1
412	котором он	1	1
