N	2gram	Vygotskiy_	Hudozhes
318	не просто	6	2
319	в самой	1	2
320	только о	2	2
321	чем это	4	2
322	к внутреннему	1	2
323	никогда не	15	2
324	жизни но	3	2
325	истории литературы	1	2
326	начиная с	1	2
327	бы то	1	2
328	то в	1	2
329	к герою	1	2
330	этих двух	8	2
331	основе своей	1	2
332	не принадлежит	1	2
333	в последней	3	2
334	одной из	2	2
335	наших глазах	1	2
336	что сама	1	2
337	несмотря на	5	2
338	но от	1	2
339	ни было	1	2
340	внешнем мире	1	2
341	для искусства	1	2
342	которого он	2	2
343	что такое	2	2
344	ее в	2	2
345	все это	8	2
346	что и	11	2
347	что каждый	1	2
348	к жизни	2	2
349	у него	9	2
350	возможность иного	1	2
351	принадлежит только	1	2
352	от всех	1	2
353	или в	6	2
354	и более	1	2
355	искусства если	2	2
356	без остатка	1	2
357	одним из	1	2
358	что она	10	2
359	каждая из	1	2
360	сама по	3	2
361	тому что	11	2
362	в какой	5	2
363	большей части	1	2
364	его текст	1	2
365	первой части	1	2
366	в сторону	2	2
367	в чем	1	2
368	вовсе не	8	2
369	тем более	1	2
370	как система	1	2
371	а для	1	2
372	и потому	8	2
373	но как	3	2
374	а с	7	2
375	на этом	11	2
376	данный момент	1	2
377	определенным образом	1	2
378	в комедии	3	2
379	то ни	1	2
380	видов искусства	1	2
381	в значительной	1	2
382	есть как	2	2
383	быть и	2	2
384	и может	3	2
385	но она	3	2
386	другим и	1	2
387	не с	2	2
388	и эстетической	1	2
389	за пределы	1	2
390	но только	3	2
391	ни одно	1	2
392	ослабляет и	1	2
393	это может	2	2
394	полагал что	2	2
395	идет о	1	2
396	могла бы	4	2
397	в этой	15	2
398	что может	2	2
399	тот кто	1	2
400	для такого	1	2
401	и др	2	2
402	о его	1	2
403	искусства может	1	2
404	с чем	3	2
405	столь же	3	2
406	из этого	7	2
407	события в	3	2
408	в особенности	3	1
409	с которыми	1	1
410	это на	2	1
411	к такому	3	1
412	и меньше	1	1
413	от него	5	1
414	тем оно	1	1
415	все что	1	1
416	в центре	2	1
417	вовсе может	1	1
418	каждой из	1	1
419	вступить в	1	1
420	я уже	1	1
421	и здесь	11	1
422	за ним	3	1
423	одним словом	1	1
424	и конечно	3	1
425	мы встречаем	1	1
426	здесь именно	1	1
427	этот закон	4	1
428	есть точка	1	1
429	и свою	1	1
430	если в	1	1
431	которая в	1	1
432	совершенно иными	1	1
433	тех кто	1	1
434	вишневый сад	3	1
435	этой художественной	1	1
436	на ее	1	1
437	таком понимании	2	1
438	эстетическим объектом	1	1
439	героя в	3	1
440	между этими	1	1
441	дело с	5	1
442	образа и	1	1
443	можно назвать	1	1
444	и дает	3	1
445	его за	1	1
446	оказывается не	1	1
447	к числу	1	1
448	иллюзии и	1	1
449	и другим	2	1
450	представляют собой	2	1
451	никакого определенного	2	1
452	что это	15	1
453	от нас	2	1
454	тем как	2	1
455	человеком который	1	1
456	по выражению	1	1
457	в сущности	14	1
458	какой бы	3	1
459	в другой	1	1
460	говорит о	5	1
461	те же	3	1
462	пределами этой	1	1
463	с не	2	1
464	из того	4	1
465	и решительно	1	1
466	смыслу и	1	1
467	и другими	2	1
468	бы они	1	1
469	в портрете	1	1
470	первых же	1	1
471	находятся между	1	1
472	в результате	6	1
473	то с	1	1
474	героя о	2	1
475	в объективную	1	1
476	быть может	1	1
477	противоречие с	2	1
478	не бывает	1	1
479	в научном	1	1
480	не могут	4	1
481	искусство имеет	2	1
482	ударений чем	1	1
483	должен был	7	1
484	в разладе	1	1
485	же я	1	1
486	в интенсивности	1	1
487	и даже	4	1
488	если не	2	1
489	не меньшими	1	1
490	к искусству	6	1
491	все то	6	1
492	до этого	1	1
493	литературы но	1	1
494	от одного	2	1
495	в собственном	2	1
496	и делают	1	1
497	смысла и	1	1
498	им по	1	1
499	так называемый	1	1
500	трагическое есть	1	1
501	мы говорим	1	1
502	любовь и	1	1
503	мысль о	5	1
504	значение в	1	1
505	всем остальным	1	1
506	можно даже	1	1
507	сознания однако	1	1
508	к каким	1	1
509	герой одновременно	1	1
510	тем что	8	1
511	обращается к	1	1
512	в составе	1	1
513	толстым в	2	1
514	и действительно	2	1
515	то время	4	1
516	героев и	1	1
517	нам уже	1	1
518	если он	2	1
519	принадлежат к	1	1
520	том или	1	1
521	не мыслью	1	1
522	для своей	1	1
523	говорится у	1	1
524	самому герою	1	1
525	мне а	1	1
526	необходимо для	1	1
527	к самому	3	1
528	что по	3	1
529	через героя	1	1
530	душевное состояние	1	1
531	одновременно и	1	1
532	вместе с	16	1
533	все же	11	1
534	означает для	1	1
535	поводу этой	1	1
536	это требует	1	1
537	предмета и	1	1
538	только для	2	1
539	или ином	1	1
540	не имеет	2	1
541	речь в	2	1
542	по признаку	1	1
543	да и	4	1
544	непременно должен	1	1
545	с максимальной	1	1
546	более сложные	1	1
547	однако это	1	1
548	о котором	9	1
549	и формой	1	1
550	с героем	2	1
551	зависимости от	9	1
552	жизни если	1	1
553	в это	2	1
554	и страсти	4	1
555	в следующей	1	1
556	друг от	2	1
557	герои комедии	1	1
558	нет в	2	1
559	эта возможность	2	1
560	но мы	4	1
561	у искусства	1	1
562	они ни	1	1
563	искусство и	4	1
564	на первый	2	1
565	по крайней	1	1
566	он мог	3	1
567	и пусть	1	1
568	перед нами	5	1
569	всем его	1	1
570	двойственность трагического	1	1
571	своему герою	1	1
572	дело со	2	1
573	с этим	4	1
574	все они	2	1
575	представляющие собой	1	1
576	что искусство	11	1
577	и пути	1	1
578	одним и	3	1
579	нам не	2	1
580	все и	2	1
581	исходя из	7	1
582	разница в	1	1
583	ли я	1	1
584	читатель не	2	1
585	бы и	1	1
586	не существует	3	1
587	шире и	1	1
588	оно со	1	1
589	в котором	5	1
590	вследствие которого	1	1
591	в действительности	2	1
592	и комедия	1	1
593	уже до	1	1
594	в любом	1	1
595	не упоминается	1	1
596	в пределе	1	1
597	и героя	1	1
598	а чем-то	1	1
599	случаи когда	1	1
600	то и	1	1
601	каким бы	1	1
602	в сознание	1	1
603	отношение как	1	1
604	имеет в	1	1
605	растворен в	1	1
606	завершение и	1	1
607	подлежит оценке	1	1
608	только мы	1	1
609	и поэтому	4	1
610	из жизни	1	1
611	и трагическое	2	1
612	в отдельности	1	1
613	быть не	2	1
614	героем и	1	1
615	не быть	1	1
616	самое существенное	1	1
617	во многих	1	1
618	из его	4	1
619	а через	1	1
620	существенное значение	1	1
621	самого автора	1	1
622	точно и	2	1
623	перейдем к	2	1
624	с которой	2	1
625	этот удар	1	1
626	и теперь	2	1
627	жизни и	8	1
628	у автора	1	1
629	чего не	1	1
630	значение для	2	1
631	только на	4	1
632	в противоречие	1	1
633	катарсис есть	1	1
634	время что	1	1
635	переходит к	1	1
636	первые два	1	1
637	образом что	6	1
638	выдвигается на	1	1
639	не так	4	1
640	что речь	1	1
641	этого переживания	1	1
642	не что	2	1
643	в совершенно	6	1
644	в истории	1	1
645	всю полноту	1	1
646	незаметно для	1	1
647	каждый из	2	1
648	быть это	2	1
649	трагический герой	1	1
650	действия и	5	1
651	воображении и	1	1
652	вдоль улиц	1	1
653	перед ним	2	1
654	всего что	1	1
655	не достаточно	1	1
656	эти два	3	1
657	жизни по	1	1
658	воображении а	1	1
659	и формы	1	1
660	на которые	2	1
661	как следствие	1	1
662	задний план	1	1
663	обратим внимание	1	1
664	двух других	1	1
665	в комнате	1	1
666	равнодушна к	1	1
667	не для	4	1
668	ее не	2	1
669	событий в	2	1
670	в сфере	1	1
671	она может	1	1
672	нас на	1	1
673	тем же	3	1
674	него не	1	1
675	по которым	1	1
676	той же	6	1
677	русском языке	1	1
678	понимая что	1	1
679	места для	1	1
680	над этим	1	1
681	жизнь это	1	1
682	на сцене	8	1
683	до конца	7	1
684	за его	1	1
685	с этими	1	1
686	же самую	3	1
687	только при	1	1
688	как я	1	1
689	нигде не	2	1
690	в каждый	1	1
691	что все	12	1
692	входят в	2	1
693	этом так	1	1
694	которую в	1	1
695	автором в	1	1
696	том же	1	1
697	те и	1	1
698	в сознании	2	1
699	легко может	1	1
700	тот что	1	1
701	исходит из	5	1
702	основу этого	3	1
703	а со	1	1
704	речь о	1	1
705	что говорит	1	1
706	но если	3	1
707	здесь и	1	1
708	по поводу	6	1
709	под именем	1	1
710	но оказывается	1	1
711	что даже	3	1
712	не имело	2	1
713	литературное произведение	1	1
714	казалось бы	11	1
715	по этой	1	1
716	чем-то другим	1	1
717	к этим	2	1
718	друг друга	1	1
719	то или	1	1
720	в систему	1	1
721	которое должно	1	1
722	крайней мере	1	1
723	из них	7	1
724	едва ли	3	1
725	к катарсису	1	1
726	тот же	5	1
727	о ней	2	1
728	искусства не	5	1
729	же об	1	1
730	и возможности	1	1
731	всего в	1	1
732	героя не	1	1
733	представить себе	2	1
734	голубой цвет	1	1
735	так с	1	1
736	душа не	1	1
737	функции которую	1	1
738	что они	11	1
739	этом случае	2	1
740	только не	5	1
741	мы видим	13	1
742	от автора	1	1
743	при сохранении	1	1
744	как смысл	1	1
745	так как	20	1
746	историю или	1	1
747	форму в	1	1
748	на которую	1	1
749	что иное	2	1
750	они не	3	1
751	может не	1	1
752	после того	1	1
753	статье о	1	1
754	на язык	2	1
755	в поэзии	5	1
756	свою душу	1	1
757	должно быть	6	1
758	время и	1	1
759	за минуту	1	1
760	других для	1	1
761	собой в	2	1
762	искусство в	2	1
763	это особенно	1	1
764	внимание на	4	1
765	который бы	1	1
766	воображении читателя	1	1
767	в состоянии	3	1
768	обе эти	2	1
769	материала и	6	1
770	аффектов и	3	1
771	уклоняется от	2	1
772	проявляется в	1	1
773	и чрезвычайно	1	1
774	народной жизни	1	1
775	улиц шумных	1	1
776	неизмеримо более	2	1
777	и основана	1	1
778	художественной формы	6	1
779	ее можно	1	1
780	вбирает в	1	1
781	души и	1	1
782	чем у	3	1
783	как у	1	1
784	для нас	9	1
785	и одна	1	1
786	части романа	2	1
787	не содержит	1	1
788	из своих	1	1
789	у нас	7	1
790	обладает двумя	1	1
791	речевого материала	3	1
792	его сознание	1	1
793	в новелле	5	1
794	означало бы	1	1
795	о ком	1	1
796	на которой	1	1
797	и от	2	1
798	противоречие между	1	1
799	в заключительной	1	1
800	искусства по	1	1
801	и есть	7	1
802	в русском	1	1
803	том в	2	1
804	мы находим	2	1
805	поэтому не	1	1
806	и развития	1	1
807	тому же	4	1
808	раз в	4	1
809	от своих	1	1
810	отношения между	3	1
811	не была	1	1
812	сторону его	1	1
813	что составляет	4	1
814	не было	2	1
815	мы рассмотрим	1	1
816	это всегда	1	1
817	бы для	2	1
818	от друга	2	1
819	является таким	1	1
820	не говорит	1	1
821	для других	1	1
822	что его	2	1
823	существует как	1	1
824	самые разнообразные	1	1
825	всех его	1	1
826	евгении онегине	1	1
827	и где	2	1
828	не прямо	1	1
829	для эстетической	1	1
830	на нее	2	1
831	и гамлета	1	1
832	дело в	4	1
833	которое в	2	1
834	это еще	1	1
835	что не	5	1
836	которые одновременно	1	1
837	но для	1	1
838	это возможно	2	1
839	xviii века	1	1
840	такое же	1	1
841	графика скульптура	1	1
842	в конце	10	1
843	искусства говорит	1	1
844	автор должен	1	1
845	не остается	1	1
846	в евгении	1	1
847	минуту до	1	1
848	такого понимания	1	1
849	в последние	1	1
850	с той	2	1
851	и без	1	1
852	же оно	1	1
853	ритм является	1	1
854	нас к	1	1
855	художественном произведении	3	1
856	же как	4	1
857	на земле	1	1
858	не есть	4	1
859	от одной	1	1
860	рядом с	6	1
861	же точно	11	1
862	главы и	1	1
863	при таком	4	1
864	перед собой	1	1
865	ли не	2	1
866	смерти в	2	1
867	от этого	1	1
868	особенности в	1	1
869	и со	1	1
870	того и	1	1
871	именно эту	1	1
872	от обычного	1	1
873	в такой	1	1
874	остановимся на	4	1
875	зрения и	1	1
876	больше и	1	1
877	и глубже	1	1
878	его жизни	1	1
879	по его	5	1
880	его воли	1	1
881	именно эта	2	1
882	это было	4	1
883	на его	4	1
884	себе и	4	1
885	в каждой	3	1
886	ничего нельзя	1	1
887	в одной	4	1
888	проникновение в	1	1
889	действующие лица	5	1
890	при виде	1	1
891	как искусства	1	1
892	времени то	1	1
893	связаны с	2	1
894	бы в	7	1
895	потребовал от	1	1
896	ему не	1	1
897	на них	3	1
898	и сделать	1	1
899	ряда и	1	1
900	основе его	1	1
901	впечатление от	2	1
902	произведения с	1	1
903	в каждом	2	1
904	нее нет	1	1
905	которое существует	4	1
906	могли бы	6	1
907	искусства она	1	1
908	трагедия и	3	1
909	образом с	1	1
910	том случае	1	1
911	полной мере	1	1
912	в уста	3	1
913	настоящей и	1	1
914	что от	2	1
915	только к	1	1
916	в полной	2	1
917	как ни	4	1
918	вырождается в	1	1
919	он говорит	5	1
920	в своих	9	1
921	оно в	2	1
922	встречаемся с	1	1
923	на задний	1	1
924	на один	1	1
925	деятельности эти	1	1
926	эти последние	1	1
927	с матерью	1	1
928	с первых	1	1
929	свое место	1	1
930	сознание как	1	1
931	материалом и	1	1
932	жизнь то	1	1
933	границы и	1	1
934	другом и	1	1
935	именно потому	4	1
936	не дает	2	1
937	не тот	1	1
938	также и	1	1
939	ту же	3	1
940	же разница	1	1
941	от содержания	1	1
942	но всегда	1	1
943	нельзя не	1	1
944	как человек	1	1
945	бунин в	1	1
946	говорится и	1	1
947	человека как	1	1
948	чувства и	7	1
949	с совершенно	3	1
950	отклонения от	3	1
951	или же	1	1
952	так называемые	1	1
953	просто не	1	1
954	и помимо	1	1
955	отделен от	1	1
956	действующих лиц	9	1
957	на чем	1	1
958	с высокой	1	1
959	искусства представляет	1	1
960	что касается	4	1
961	и открывает	1	1
962	эстетического переживания	1	1
963	повести белкина	2	1
964	исчезает и	1	1
965	для этого	12	1
966	и является	2	1
967	не могла	2	1
968	это была	1	1
969	частности в	1	1
970	др в	1	1
971	свое душевное	1	1
972	заключает в	7	1
973	тем и	1	1
974	иметь в	3	1
975	стороны и	5	1
976	ничто не	1	1
977	только то	1	1
978	из нас	1	1
979	живопись графика	1	1
980	до которой	1	1
981	но напротив	1	1
982	у нее	1	1
983	как один	1	1
984	или иное	1	1
985	означает что	1	1
986	чем является	1	1
987	отделение эстетического	1	1
988	когда мы	10	1
989	этом не	1	1
990	на это	3	1
991	было бы	15	1
992	ее смысл	1	1
993	дает ему	2	1
994	поскольку оно	1	1
995	не по	1	1
996	из нее	2	1
997	но без	1	1
998	же самое	13	1
999	вступают в	1	1
1000	как мы	6	1
1001	в литературном	1	1
1002	что хотя	1	1
1003	общего с	1	1
1004	в понимании	2	1
1005	что для	6	1
1006	его как	1	1
1007	трагедии шекспира	1	1
1008	действующего лица	2	1
1009	подход к	1	1
1010	которые в	2	1
1011	в зависимости	7	1
1012	это делает	3	1
1013	когда они	2	1
1014	сказать в	1	1
1015	приводят к	1	1
1016	над его	1	1
1017	того времени	1	1
1018	произведения не	1	1
1019	обратимся к	1	1
1020	в лучшем	3	1
1021	выявить и	1	1
1022	свести к	1	1
1023	материал из	1	1
1024	я вдоль	1	1
1025	это ощущение	1	1
1026	по этому	5	1
1027	такое искусство	1	1
1028	так что	8	1
1029	с которым	5	1
1030	чтобы оно	1	1
1031	же в	3	1
1032	требует от	1	1
1033	этой причине	1	1
1034	представлена в	1	1
1035	всю жизнь	1	1
1036	к полноте	1	1
1037	и поступки	2	1
1038	бы быть	1	1
1039	как игра	1	1
1040	происходит в	1	1
1041	иной раз	1	1
1042	как будто	7	1
1043	на то	27	1
1044	искусства с	5	1
1045	него от	1	1
1046	не ее	1	1
1047	нуждается в	3	1
1048	брожу ли	1	1
1049	себе еще	1	1
1050	а как	3	1
1051	здесь мы	2	1
1052	толстого в	2	1
1053	и глубокий	1	1
1054	может и	2	1
1055	условность и	1	1
1056	лучшем случае	3	1
1057	в него	5	1
1058	составлено не	1	1
1059	случае это	1	1
1060	произведением искусства	1	1
1061	нет не	1	1
1062	именно это	5	1
1063	и совершенно	8	1
1064	всякое произведение	1	1
1065	дело здесь	2	1
1066	чтобы служить	1	1
1067	есть не	7	1
1068	эстетическая реакция	7	1
1069	говорит не	1	1
1070	кажется что	2	1
1071	иное как	2	1
1072	совершается в	3	1
1073	с этих	1	1
