N	2gram	Voloshinov	Istorich
244	еще одну	1	8
245	на нем	1	8
246	подобно тому	1	8
247	и наоборот	1	8
248	ту же	1	8
249	и другое	1	8
250	или даже	1	8
251	же самое	1	8
252	для этого	1	8
253	одно из	1	8
254	роль в	2	8
255	входит в	2	8
256	в зависимости	2	8
257	тут же	1	8
258	она и	1	8
259	в целях	2	8
260	одном случае	1	8
261	кажется что	2	8
262	что такое	1	8
263	и эта	5	8
264	не имеют	1	8
265	он говорит	1	8
266	тому как	1	8
267	этим же	1	8
268	не столько	3	7
269	этот момент	1	7
270	тому что	1	7
271	о которых	1	7
272	здесь и	1	7
273	между тем	2	7
274	и при	2	7
275	самом деле	3	7
276	превращаются в	1	7
277	состоит в	1	7
278	на самом	1	7
279	в начале	1	7
280	еще в	2	7
281	в области	2	7
282	вплоть до	1	7
283	те же	2	7
284	поставить вопрос	3	7
285	ее и	1	7
286	указать на	1	7
287	в конце	1	7
288	того же	1	7
289	когда мы	1	7
290	то он	1	7
291	того чтобы	1	7
292	этого слова	1	7
293	для него	2	7
294	с самого	2	7
295	думать что	2	7
296	и часто	1	7
297	и о	1	7
298	есть не	2	7
299	но что	1	6
300	на эту	1	6
301	теперь к	1	6
302	с одним	1	6
303	только о	1	6
304	равно как	1	6
305	оно может	1	6
306	на место	1	6
307	нам кажется	1	6
308	еще одно	1	6
309	уже на	1	6
310	к сожалению	2	6
311	с миром	1	6
312	нет ничего	2	6
313	где нет	1	6
314	объясняется что	1	6
315	это конечно	1	6
316	отличие от	1	6
317	также и	1	6
318	для того	1	6
319	сводится к	1	6
320	его за	1	6
321	но тем	1	6
322	самого начала	2	6
323	до того	1	6
324	и становится	1	6
325	с большим	1	6
326	здесь уже	1	6
327	быть и	1	6
328	в ригведе	1	6
329	не на	2	6
330	этой точки	1	6
331	или как	1	6
332	и тогда	1	6
333	мог бы	2	6
334	он все	1	6
335	формы и	1	6
336	возразить что	1	6
337	и оно	1	6
338	фигурирует в	1	6
339	и уже	3	6
340	в виду	1	5
341	в своих	2	5
342	бы в	2	5
343	во все	1	5
344	этого мы	1	5
345	но когда	1	5
346	эти слова	1	5
347	по своей	1	5
348	или иное	1	5
349	обратимся к	1	5
350	с ее	1	5
351	для них	1	5
352	от своего	2	5
353	да и	3	5
354	на три	1	5
355	в которую	2	5
356	в совершенно	1	5
357	в отличие	1	5
358	в ряд	2	5
359	другом месте	1	5
360	на все	1	5
361	в самых	1	5
362	но при	1	5
363	и может	2	5
364	которые не	1	5
365	этом мы	1	5
366	но даже	1	5
367	художественного творчества	1	5
368	материал в	2	5
369	связи со	1	5
370	здесь он	1	5
371	мы в	1	5
372	такого рода	1	5
373	несмотря на	2	5
374	и один	1	5
375	бы быть	1	5
376	переходит в	1	5
377	лежит в	1	5
378	мы это	1	5
379	в нашей	1	5
380	как о	1	5
381	мы получим	2	5
382	соответствии с	2	5
383	им и	1	5
384	при изучении	1	5
385	может иметь	2	5
386	например у	1	5
387	и социальной	1	5
388	в самом	2	4
389	в разных	1	4
390	эти три	1	4
391	каждый из	1	4
392	в действительности	2	4
393	уже у	1	4
394	людей и	1	4
395	во всей	2	4
396	бы что	1	4
397	из одного	1	4
398	две формы	1	4
399	иметь в	1	4
400	отнюдь не	1	4
401	и дает	1	4
402	то можно	1	4
403	быть не	1	4
404	которых он	1	4
405	находятся в	1	4
406	не существует	1	4
407	особенно в	1	4
408	тем более	1	4
409	важна не	1	4
410	в свои	1	4
411	человека и	1	4
412	теперь мы	1	4
413	когда в	1	4
414	в руках	2	4
415	все время	1	4
416	который в	1	4
417	время в	1	4
418	с точки	5	4
419	из тела	2	4
420	здесь она	1	4
421	не будут	1	4
422	найти в	1	4
423	составить предмет	1	4
424	столь же	1	4
425	до его	1	4
426	и этот	2	4
427	что касается	1	4
428	и должно	2	4
429	связанное с	1	4
430	тела и	3	4
431	себя и	1	4
432	еще и	4	4
433	и через	1	4
434	почти никогда	1	4
435	этим самым	1	4
436	особенно часто	1	4
437	не могу	1	4
438	к тем	1	4
439	в человеческом	1	4
440	только то	1	4
441	а у	1	3
442	тем как	1	3
443	не хотят	1	3
444	борьбе с	1	3
445	отметить что	1	3
446	именно с	1	3
447	внимание на	1	3
448	больше и	1	3
449	воздействия на	1	3
450	совсем не	1	3
451	человеческого тела	1	3
452	вряд ли	3	3
453	к другому	1	3
454	разница в	1	3
455	это все	1	3
456	тех пор	4	3
457	у других	1	3
458	при анализе	3	3
459	он весь	1	3
460	ясно в	1	3
461	особенно ясно	1	3
462	как к	1	3
463	есть акт	1	3
464	все равно	1	3
465	от всех	2	3
466	долгое время	1	3
467	на одном	1	3
468	в такой	1	3
469	один и	1	3
470	или их	1	3
471	этом говорит	1	3
472	и вне	1	3
473	в античной	1	3
474	несомненно что	1	3
475	для всех	1	3
476	же объясняется	1	3
477	он всегда	1	3
478	это обычно	1	3
479	остановиться на	1	3
480	в борьбе	1	3
481	из нее	1	3
482	но далеко	1	3
483	при таком	1	3
484	явление и	1	3
485	можем установить	1	3
486	даже и	1	3
487	на очень	1	3
488	в системе	1	3
489	едва ли	1	3
490	должно быть	1	3
491	есть одно	1	3
492	как же	1	3
493	в несколько	1	3
494	сказал что	1	3
495	и именно	1	3
496	него а	1	3
497	может идти	1	3
498	сюда относятся	1	3
499	почему же	1	3
500	у некоторых	1	3
501	всего в	1	3
502	приближается к	1	3
503	груди и	1	3
504	в языке	2	3
505	из того	1	3
506	и вполне	1	3
507	все то	1	3
508	связаны между	1	3
509	не пытается	1	3
510	вследствие этого	1	3
511	и до	1	3
512	точку зрения	3	3
513	подойти к	2	3
514	нее как	1	3
515	античной греции	1	3
516	в эпоху	1	3
517	является не	1	3
518	обычно в	1	3
519	которую мы	1	3
520	себе что	2	3
521	выйти за	1	3
522	в науке	1	3
523	на всю	1	3
524	как из	1	3
525	как их	1	3
526	само по	1	3
527	от одного	1	2
528	к другим	1	2
529	идти только	1	2
530	пути к	2	2
531	мы считаем	2	2
532	отсюда и	1	2
533	и должна	1	2
534	греции и	1	2
535	него не	1	2
536	по которым	1	2
537	в параллель	1	2
538	не зная	1	2
539	однако этот	1	2
540	объединены в	1	2
541	в конечном	1	2
542	материал который	1	2
543	особенности в	1	2
544	и следовательно	2	2
545	в каждом	4	2
546	только путем	3	2
547	которые и	1	2
548	одно и	3	2
549	то или	1	2
550	и несколько	1	2
551	есть отражение	1	2
552	природы и	1	2
553	материала в	4	2
554	она является	2	2
555	и самый	1	2
556	следовательно не	1	2
557	такое утверждение	1	2
558	в последнем	1	2
559	тесно связана	1	2
560	на первом	1	2
561	нет никакого	1	2
562	что вообще	1	2
563	не входит	1	2
564	наконец в	2	2
565	остается только	1	2
566	со всей	3	2
567	в описании	1	2
568	нет и	1	2
569	к двум	1	2
570	положения что	1	2
571	только потому	1	2
572	не из	1	2
573	обратиться к	1	2
574	всего является	1	2
575	в полном	2	2
576	но одно	2	2
577	за которым	1	2
578	не создает	1	2
579	встречаются в	1	2
580	к одному	3	2
581	не обязательна	1	2
582	еще тем	1	2
583	одну особенность	1	2
584	как то	1	2
585	что изучение	1	2
586	может и	1	2
587	но такой	1	2
588	себе а	1	2
589	строя и	1	2
590	можно говорить	1	2
591	отношения не	1	2
592	под ним	1	2
593	весь этот	1	2
594	эту точку	1	2
595	к более	1	2
596	не дается	1	2
597	на материале	1	2
598	и наиболее	2	2
599	душа и	1	2
600	о социальной	2	2
601	с помощью	2	2
602	говорить о	3	2
603	среди них	1	2
604	материала к	1	2
605	стороны оно	1	2
606	наконец его	1	2
607	нам как	1	2
608	говорит следующее	1	2
609	все функции	1	2
610	того или	2	2
611	к следующему	1	2
612	себя как	1	2
613	в мире	1	2
614	приведем пример	1	2
615	для анализа	1	2
616	не имеющие	1	2
617	который является	1	2
618	может принять	1	2
619	мысль что	1	2
620	магическая власть	1	2
621	на который	1	2
622	общего с	3	2
623	речь может	1	2
624	в достаточной	1	2
625	он пытается	1	2
626	их функций	2	2
627	представляет себе	2	2
628	учение о	2	2
629	не исчерпывается	2	2
630	или почти	1	2
631	в самой	1	2
632	мы понимаем	2	2
633	и делают	2	2
634	в процессе	5	2
635	всей своей	2	2
636	ничего общего	3	2
637	уже к	1	2
638	только одно	1	2
639	исторической связи	1	2
640	жили и	1	2
641	не должно	1	2
642	или иных	1	2
643	и находит	1	2
644	быть это	1	2
645	в сознании	4	2
646	вопрос в	1	2
647	его роль	1	2
648	от более	1	2
649	только одного	1	2
650	положение что	1	2
651	материала и	3	2
652	чем же	2	2
653	она никогда	1	2
654	что к	1	2
655	виду что	1	2
656	этой системы	1	2
657	и во-вторых	1	2
658	напоминает нам	1	2
659	лишь в	4	2
660	такие явления	1	2
661	сознании и	1	1
662	данной области	1	1
663	бы несколько	1	1
664	с момента	1	1
665	языке и	1	1
666	предметов а	1	1
667	ту или	1	1
668	за исключением	1	1
669	стиль в	1	1
670	и над	1	1
671	ее мы	1	1
672	о всемирном	1	1
673	быть объяснено	1	1
674	высокой и	1	1
675	этому не	1	1
676	ни одна	1	1
677	сам собой	1	1
678	здесь рассматривать	1	1
679	мира это	1	1
680	всем разнообразии	1	1
681	является для	1	1
682	в природе	1	1
683	эта душа	1	1
684	состоит не	1	1
685	ними и	1	1
686	и отчасти	2	1
687	этот результат	1	1
688	представляется не	1	1
689	языка в	1	1
690	и иных	1	1
691	времени в	1	1
692	мы все	1	1
693	с проблемой	1	1
694	для данного	1	1
695	утверждение не	1	1
696	для своей	1	1
697	содержания в	1	1
698	в значительной	1	1
699	через тело	1	1
700	здесь всюду	1	1
701	сдвиг в	1	1
702	иным как	2	1
703	необходимо изучить	1	1
704	и всякого	1	1
705	происшедший в	1	1
706	понятие о	1	1
707	придется остановиться	1	1
708	но там	1	1
709	что едва	1	1
710	говорит как	1	1
711	и оба	1	1
712	каждый элемент	2	1
713	своих руках	1	1
714	сложную систему	1	1
715	нам удалось	1	1
716	общения с	1	1
717	и специфические	1	1
718	отметить еще	1	1
719	или иную	1	1
720	развития не	1	1
721	это слово	1	1
722	эти функции	1	1
723	слова могут	1	1
724	ко всем	1	1
725	и чисто	1	1
726	или иная	1	1
727	но такая	1	1
728	одно дело	1	1
729	именно этого	1	1
730	может привести	1	1
731	в двух	4	1
732	не знала	1	1
733	его эта	1	1
734	утверждая что	1	1
735	гнев и	1	1
736	сквозь нее	1	1
737	на самый	1	1
738	речи и	1	1
739	явствует что	1	1
740	и является	2	1
741	исследователя но	1	1
742	организации в	2	1
743	свою историческую	1	1
744	к телу	1	1
745	вне этого	1	1
746	роль играет	1	1
747	упорно не	1	1
748	историческое развитие	1	1
749	заставить нас	1	1
750	нам придется	1	1
751	он действительно	1	1
752	и сами	1	1
753	материала так	1	1
754	круга представлений	2	1
755	существует но	1	1
756	животного на	1	1
757	он только	2	1
758	преемственности на	1	1
759	еще мало	1	1
760	здесь для	1	1
761	имеется еще	1	1
762	в отношении	2	1
763	и отражение	1	1
764	со всеми	1	1
765	или нет?	1	1
766	этого процесса	1	1
767	в материале	5	1
768	этого элемента	1	1
769	становится достоянием	1	1
770	все указанные	1	1
771	ее или	1	1
772	ли не	1	1
773	что такой	1	1
774	явлений и	2	1
775	говоря и	1	1
776	до конца	1	1
777	говорить и	1	1
778	перейти в	1	1
779	материала это	1	1
780	уже из	1	1
781	так за	1	1
782	играло роль	1	1
783	путем сопоставления	1	1
784	может входить	1	1
785	в указанных	1	1
786	та сила	1	1
787	которую он	1	1
788	ждет еще	1	1
789	форм мы	1	1
790	ранних и	1	1
791	же только	1	1
792	на две	2	1
793	впервые в	1	1
794	значение имеет	1	1
795	языка но	2	1
796	имеет и	1	1
797	вот возникает	1	1
798	входящих в	1	1
799	во времени	2	1
800	эта динамика	2	1
801	и развивается	1	1
802	мышления в	1	1
803	о значении	1	1
804	только его	2	1
805	наблюдения над	1	1
806	и закономерности	1	1
807	если там	1	1
808	в широком	1	1
809	вне этой	1	1
810	у такого	1	1
811	и некоторых	1	1
812	полно и	1	1
813	отражается в	1	1
814	борьбы и	1	1
815	к единству	3	1
816	на фоне	4	1
817	в условиях	1	1
818	что раньше	1	1
819	которые с	1	1
820	как все	1	1
821	от первого	1	1
822	как ни	1	1
823	тем мы	1	1
824	и композиция	2	1
825	но такое	2	1
826	борьба с	1	1
827	как совершенно	1	1
828	как выражение	1	1
829	мы утверждаем	1	1
830	правда все	1	1
831	художественного произведения	5	1
832	нам могут	1	1
833	и язык	1	1
834	новые функции	1	1
835	голосом в	1	1
836	очень трудно	1	1
837	с первых	1	1
838	которая и	1	1
839	само собой	1	1
840	хотя они	1	1
841	воплощенная в	1	1
842	часто мы	1	1
843	которое может	2	1
844	вошла в	1	1
845	это они	1	1
846	она из	1	1
847	при разных	1	1
848	форме в	1	1
849	материалом для	2	1
850	изучения но	1	1
851	уже сам	1	1
852	при наличии	1	1
853	же является	1	1
854	бы сам	1	1
855	не чем	2	1
856	чем его	1	1
857	в рассмотрении	1	1
858	что те	1	1
859	отношений и	1	1
860	своевременно не	1	1
861	же слова	1	1
862	и внутренняя	2	1
863	по поводу	1	1
864	виде это	1	1
865	на втором	1	1
866	что имеет	1	1
867	вся эта	1	1
868	этого и	1	1
869	из вас	1	1
870	и столь	1	1
871	пр с	1	1
872	как средство	1	1
873	вполне понятно	4	1
874	для которой	1	1
875	узком смысле	1	1
876	его себе	1	1
877	не думает	1	1
878	природе не	1	1
879	от матери	1	1
880	самый предмет	1	1
881	их по	1	1
882	чертой этой	1	1
883	находят в	1	1
884	значение так	1	1
885	но ведь	5	1
886	для понимания	1	1
887	некоторых других	1	1
888	в предисловии	1	1
889	чем иным	2	1
890	и характер	1	1
891	постановка вопроса	1	1
892	из проявлений	1	1
893	вопроса о	4	1
894	находит свое	1	1
895	для создания	1	1
896	когда я	1	1
897	аналогия между	1	1
898	и задача	2	1
899	не приходится	1	1
900	на происшедший	1	1
901	для человека	1	1
902	они хотят	1	1
903	его явления	1	1
904	как известно	1	1
905	и никогда	1	1
906	которое мы	2	1
907	все явления	2	1
908	ни одно	2	1
909	или иного	2	1
910	сливаются в	1	1
911	предположение о	1	1
912	его историческое	1	1
913	не нашел	1	1
914	и превращения	1	1
915	этой проблемы	2	1
916	же мотив	1	1
917	с живого	2	1
918	для себя	2	1
919	важности этого	1	1
920	точное и	1	1
921	переходит от	1	1
922	пр на	1	1
923	этот не	1	1
924	мог иметь	1	1
925	только они	1	1
926	этой таинственной	1	1
927	связанная с	1	1
928	даже у	1	1
929	заключается в	1	1
930	общественного строя	1	1
931	глаз и	1	1
932	может стать	2	1
933	которого является	1	1
934	же остается	1	1
935	функции в	1	1
936	его может	1	1
937	работ в	1	1
938	есть она	1	1
939	же есть	1	1
940	общения а	1	1
941	не является	4	1
942	там нет	1	1
943	понимании этого	1	1
944	и голос	1	1
945	должны перейти	1	1
946	отражает историческую	1	1
947	что существуют	1	1
948	же время	1	1
949	менее случайно	1	1
950	их исторической	1	1
951	образом не	1	1
952	из наиболее	1	1
953	сил которые	1	1
954	но вообще	1	1
955	в понимании	1	1
956	можем поставить	2	1
957	его можно	1	1
958	и сквозь	1	1
959	иной характер	1	1
960	наблюдается у	1	1
961	наук в	1	1
962	полном соответствии	2	1
963	это особенно	1	1
964	его чисто	1	1
965	может происходить	1	1
966	этом отношении	1	1
967	функцию в	2	1
968	и классификации	2	1
969	отражается еще	1	1
970	как исторически	1	1
971	как художественного	1	1
972	раз навсегда	1	1
973	привела его	1	1
974	между собою	2	1
975	наконец даже	1	1
976	в поэтике	3	1
977	влиянии на	1	1
978	же представляет	1	1
979	последнее время	1	1
980	грубой ошибкой	1	1
981	только к	1	1
982	абстрактно можно	1	1
983	своего исследователя	1	1
984	до тех	4	1
985	переходе от	1	1
986	внутри которых	1	1
987	может возникнуть	1	1
988	в живую	2	1
989	есть чисто	1	1
990	однако если	1	1
991	это заставляет	1	1
992	но столь	1	1
993	главное и	1	1
994	ведь и	1	1
995	в искусстве	3	1
996	исследования в	1	1
997	как весьма	1	1
998	эта аналогия	1	1
999	они-то и	1	1
1000	собственно говоря	2	1
1001	художественной традиции	1	1
1002	как для	1	1
1003	форма как	1	1
1004	непременно должна	1	1
1005	отождествляется с	1	1
1006	в чисто	1	1
1007	в узком	1	1
1008	мы слышим	1	1
1009	тех или	1	1
1010	нуждается в	2	1
1011	другого материала	1	1
1012	отдельном случае	1	1
1013	при всяком	1	1
1014	что данное	1	1
1015	автора и	1	1
1016	не какого-нибудь	1	1
