N	2gram	Ircho_Kome	Psycholo
659	в творчестве	1	5
660	принадлежит к	1	5
661	том же	2	5
662	из этой	2	5
663	все они	1	5
664	стороны мы	1	5
665	этой области	1	5
666	мы находим	1	5
667	а то	1	5
668	человеком и	1	5
669	человека в	4	5
670	то чего	1	5
671	его не	3	5
672	или не	1	5
673	дело не	2	5
674	конечно в	2	5
675	идет речь	2	5
676	как из	3	5
677	одного из	4	5
678	вызывает в	1	5
679	надо было	3	5
680	лучшем случае	1	5
681	с которыми	1	4
682	и говорить	1	4
683	в действие	1	4
684	его от	5	4
685	из ее	1	4
686	с собой	4	4
687	от одного	1	4
688	мне кажется	1	4
689	себя как	1	4
690	ход действия	1	4
691	слишком много	1	4
692	нам в	1	4
693	человека не	2	4
694	своим собственным	1	4
695	из себя	3	4
696	это же	1	4
697	должна была	1	4
698	из одного	1	4
699	находится в	1	4
700	чувства в	2	4
701	не найдем	2	4
702	их характера	1	4
703	остается еще	1	4
704	для своего	1	4
705	не остается	3	4
706	человек и	1	4
707	в связи	4	4
708	обстоятельство что	3	4
709	одном из	1	4
710	это на	1	4
711	все остальные	2	4
712	мы опять	1	4
713	одним словом	1	4
714	чем больше	1	4
715	один раз	2	4
716	и хотя	3	4
717	человек который	1	4
718	решение вопроса	1	4
719	должны были	2	4
720	к сожалению	2	4
721	можно сделать	1	4
722	стиха и	2	4
723	сюжета и	1	4
724	от своего	2	4
725	можно назвать	1	4
726	из нас	1	4
727	к другому	2	4
728	которую она	1	4
729	на два	1	4
730	из которой	2	4
731	с которой	2	4
732	отношении к	1	4
733	которую он	3	4
734	как например	2	4
735	вот этот	1	4
736	всех трех	2	4
737	одной из	4	4
738	тот самый	1	4
739	в глазах	10	4
740	здесь не	2	4
741	если только	1	4
742	понять как	1	4
743	и всякий	2	4
744	значение в	1	4
745	основе своей	2	4
746	может не	1	4
747	в согласии	2	4
748	лиц и	1	4
749	в первой	3	4
750	пьесы и	2	4
751	в стороне	1	4
752	эти две	1	4
753	по самой	1	4
754	деле мы	1	4
755	чтобы сделать	1	4
756	не по	7	4
757	не с	2	4
758	самое что	1	4
759	кто не	1	4
760	при всем	5	4
761	все еще	2	4
762	больше не	1	4
763	само собой	5	4
764	если она	2	4
765	делает то	1	4
766	вплоть до	2	4
767	случае в	1	4
768	к числу	2	4
769	строго говоря	1	4
770	в некоторых	1	4
771	в день	1	4
772	в первом	2	4
773	по отношению	6	4
774	весь этот	1	4
775	а нечто	1	4
776	в это	2	4
777	и того	1	4
778	остановимся на	1	4
779	с помощью	4	4
780	следует отнести	1	4
781	что речь	1	4
782	перед ним	4	4
783	настоящее время	1	4
784	ней и	3	4
785	с этими	1	4
786	который в	3	4
787	свое собственное	1	4
788	ее и	1	4
789	после того	3	4
790	слов в	2	4
791	т е	18	4
792	не кажется	1	4
793	что между	2	4
794	ли мы	1	4
795	сказал что	1	4
796	указывая на	1	4
797	в мире	2	4
798	без которого	1	4
799	его жизни	2	4
800	для анализа	1	4
801	в уста	2	4
802	в пьесе	1	4
803	действия в	3	4
804	и нам	1	4
805	чем идет	2	4
806	это может	1	4
807	однако в	5	4
808	и никогда	1	4
809	которое имеет	1	4
810	почти не	1	4
811	не на	3	4
812	если не	7	4
813	прибегать к	1	4
814	образом если	1	4
815	с ней	1	4
816	в настоящее	1	4
817	с ними	1	4
818	в слове	1	4
819	ли он	1	4
820	ничего общего	1	4
821	утверждают что	1	4
822	в истории	2	4
823	же время	12	4
824	во сне	1	4
825	имеем в	2	4
826	и под	1	4
827	мог бы	1	4
828	говорил что	1	4
829	не знаем	1	4
830	стороны он	1	4
831	высшей степени	2	4
832	дает нам	1	4
833	аналогии с	2	4
834	сам себя	3	4
835	вывод что	2	4
836	обе эти	1	4
837	не для	1	4
838	бы на	2	4
839	только он	1	4
840	в ту	2	4
841	к концу	3	4
842	к своему	4	4
843	ли не	6	4
844	предположить что	1	4
845	за то	2	4
846	не могу	1	4
847	обстоит дело	3	4
848	совершенно различных	1	4
849	в пределах	3	4
850	стало быть	2	4
851	в понимании	1	4
852	в центре	2	3
853	здесь же	1	3
854	же и	2	3
855	следует что	3	3
856	кроме того	1	3
857	него в	3	3
858	не столько	3	3
859	ссылкой на	1	3
860	что наш	1	3
861	о мести	1	3
862	а напротив	1	3
863	показывает нам	1	3
864	жизнь в	1	3
865	что весь	1	3
866	из чего	1	3
867	или на	1	3
868	меня в	2	3
869	с не	1	3
870	первой половине	2	3
871	на первый	1	3
872	можем сказать	1	3
873	мысли что	2	3
874	мы рассмотрим	1	3
875	было в	2	3
876	в объяснении	2	3
877	в этот	1	3
878	он считает	1	3
879	чего не	1	3
880	о них	1	3
881	близкое к	1	3
882	по которым	1	3
883	образом как	1	3
884	он сам	1	3
885	и чувства	1	3
886	на котором	1	3
887	ближе к	3	3
888	в монологе	2	3
889	из отдельных	1	3
890	это обстоятельство	3	3
891	с другими	2	3
892	лучше всего	1	3
893	как можно	2	3
894	которых складывается	1	3
895	заключить что	1	3
896	вещей и	2	3
897	в последних	1	3
898	на земле	2	3
899	человеке и	1	3
900	образом для	2	3
901	если я	1	3
902	с новой	1	3
903	пор на	1	3
904	в ответ	4	3
905	другом и	1	3
906	на долю	4	3
907	зритель не	1	3
908	теми же	1	3
909	своего героя	1	3
910	всех предыдущих	1	3
911	прямо противоположное	1	3
912	собственным законам	1	3
913	этом не	1	3
914	что герои	1	3
915	что слова	1	3
916	героя в	1	3
917	целого ряда	2	3
918	полном согласии	1	3
919	обращается к	4	3
920	с такими	1	3
921	это время	2	3
922	этому что	1	3
923	нет ничего	4	3
924	бросается в	1	3
925	всем этом	1	3
926	своем роде	1	3
927	тот и	1	3
928	в которую	1	3
929	и об	1	3
930	переходит к	1	3
931	как звуки	1	3
932	общего с	2	3
933	еще в	1	3
934	истинную сущность	1	3
935	не из	1	3
936	мы еще	1	3
937	моментов в	1	3
938	которые они	2	3
939	этом случае	2	3
940	то они	1	3
941	на что	2	3
942	ход событий	1	3
943	он и	5	3
944	этих слов	2	3
945	участие в	1	3
946	том в	1	3
947	к самой	1	3
948	стремление к	1	3
949	и я	3	3
950	со своей	2	3
951	в сцене	2	3
952	тем более	9	3
953	бы ни	1	3
954	мере в	1	3
955	на них	3	3
956	в полной	1	3
957	ни один	1	3
958	в комедии	22	3
959	отвращение к	1	3
960	смысл его	1	3
961	могло быть	2	3
962	разве не	1	3
963	понять что	1	3
964	в каком-то	1	3
965	он с	2	3
966	за счет	1	3
967	ребенка и	1	3
968	что человек	1	3
969	ко всем	1	3
970	равно как	7	3
971	он полагает	1	3
972	много раз	1	3
973	его на	5	3
974	там же	1	3
975	внимание что	1	3
976	которое не	1	3
977	поскольку он	1	3
978	перед собой	1	3
979	все их	1	3
980	время с	1	3
981	эпизод с	1	3
982	жизни а	1	3
983	и такие	1	3
984	сам не	2	3
985	являются не	1	3
986	между двумя	2	3
987	существу своему	1	3
988	превращается в	1	3
989	стал бы	1	3
990	развитие действия	2	3
991	всего этого	1	3
992	и остается	1	3
993	сцены в	1	3
994	под именем	1	3
995	и столь	1	3
996	в восприятии	1	3
997	здесь нет	4	3
998	собой в	1	3
999	ним в	2	3
1000	ни было	3	3
1001	даже на	1	3
1002	противоречие между	1	3
1003	переживания и	1	3
1004	не была	1	3
1005	действий и	1	3
1006	как же	2	3
1007	в угол	1	3
1008	же с	1	3
1009	не о	3	3
1010	одним из	2	3
1011	быть только	1	3
1012	и жизнь	2	3
1013	разрешение и	1	3
1014	что их	4	3
1015	не иначе	2	3
1016	и сделать	1	3
1017	на которую	1	3
1018	она на	1	3
1019	говорил о	1	3
1020	когда я	1	3
1021	то ни	4	3
1022	не более	1	3
1023	хотя в	3	3
1024	ни одно	3	3
1025	даже не	5	3
1026	на стороне	1	3
1027	к рассказу	1	3
1028	из общего	1	3
1029	нельзя не	1	3
1030	найти в	2	3
1031	речи и	1	3
1032	мы помним	2	3
1033	чаще всего	2	3
1034	которого она	1	3
1035	и ничего	1	3
1036	средством для	1	3
1037	однако и	1	3
1038	героев и	1	3
1039	на ее	4	3
1040	для себя	1	3
1041	есть для	2	3
1042	виде как	1	3
1043	о которой	2	3
1044	что сам	1	3
1045	подходит к	1	3
1046	ни о	1	3
1047	мести и	1	3
1048	можно найти	1	3
1049	именно поэтому	1	3
1050	друг от	1	3
1051	что надо	1	3
1052	то обстоятельство	3	3
1053	ни к	1	3
1054	мы имели	1	3
1055	такого рода	2	3
1056	к себе	9	3
1057	не могло	1	3
1058	и два	1	3
1059	весь в	1	3
1060	они были	2	3
1061	фон для	1	3
1062	отношению к	4	3
1063	узнаем что	1	3
1064	же не	3	3
1065	чем он	1	3
1066	слово в	1	3
1067	от друга	1	3
1068	другой смысл	1	3
1069	или иначе	3	3
1070	а также	3	3
1071	места в	1	3
1072	отношения между	2	3
1073	хотя он	1	3
1074	а к	1	3
1075	первый план	1	3
1076	в руки	2	3
1077	быть и	1	3
1078	из своей	1	3
1079	повод для	1	3
1080	у нее	2	3
1081	которых они	1	3
1082	он знает	4	3
1083	в высшей	2	3
1084	в уме	1	3
1085	мы слышим	1	3
1086	чем к	2	3
1087	в новой	2	3
1088	ничего подобного	1	3
1089	этому вопросу	2	3
1090	к каким	1	3
1091	в сложном	1	2
1092	бедным человеком	1	2
1093	дает не	1	2
1094	и ничем	1	2
1095	образов в	1	2
1096	помним что	1	2
1097	как много	1	2
1098	его женой	1	2
1099	в пользу	1	2
1100	человеком который	1	2
1101	не хочет	6	2
1102	в построении	4	2
1103	она превратилась	1	2
1104	не понимая	1	2
1105	в трагическом	1	2
1106	все основания	1	2
1107	следовало бы	1	2
1108	случаи когда	1	2
1109	что мне	1	2
1110	два момента	1	2
1111	своей природе	1	2
1112	она могла	1	2
1113	в нескольких	1	2
1114	из жизни	2	2
1115	по традиции	1	2
1116	времени в	2	2
1117	при объяснении	1	2
1118	не всегда	2	2
1119	на пути	2	2
1120	точке зрения	1	2
1121	почти в	1	2
1122	вопросу о	1	2
1123	казалось что	1	2
1124	него не	1	2
1125	говорит с	1	2
1126	они должны	1	2
1127	мы конечно	1	2
1128	мы попадаем	1	2
1129	чего он	1	2
1130	и всякого	1	2
1131	от них	2	2
1132	русский язык	1	2
1133	узнает что	1	2
1134	имели бы	1	2
1135	крайней мере	1	2
1136	намек на	1	2
1137	всего в	1	2
1138	все понятно	1	2
1139	на глазах	1	2
1140	все его	2	2
1141	как такового	1	2
1142	не останется	1	2
1143	он к	1	2
1144	этой же	1	2
1145	он бы	2	2
1146	нет речи	1	2
1147	слов то	1	2
1148	одному и	1	2
1149	о происхождении	1	2
1150	они будут	2	2
1151	тем больше	1	2
1152	для иллюстрации	1	2
1153	ничего более	1	2
1154	и некоторые	1	2
1155	перед необходимостью	1	2
1156	поэтому он	1	2
1157	без него	1	2
1158	поэтической речи	1	2
1159	нет другой	1	2
1160	к вопросу	2	2
1161	кто из	4	2
1162	а для	2	2
1163	а потом	1	2
1164	стихов с	1	2
1165	только от	1	2
1166	о себе	1	2
1167	не составляет	1	2
1168	как противоречие	1	2
1169	сюда же	1	2
1170	до чего	1	2
1171	не один	1	2
1172	человека как	1	2
1173	бы они	1	2
1174	с общим	1	2
1175	сомневаться в	1	2
1176	по своей	2	2
1177	себя за	1	2
1178	того кто	2	2
1179	действующего лица	1	2
1180	роль играет	2	2
1181	любовь в	1	2
1182	чтобы не	3	2
1183	с героями	1	2
1184	еще одно	2	2
1185	и сами	1	2
1186	это новое	1	2
1187	для самого	1	2
1188	от нее	5	2
1189	в городе	2	2
1190	мы встречаем	1	2
1191	он нисколько	1	2
1192	мы сравним	1	2
1193	на совершенно	1	2
1194	представлений в	1	2
1195	и далее	1	2
1196	интерес к	1	2
1197	для них	1	2
1198	разобраться в	1	2
1199	не ясно	2	2
1200	прямо к	1	2
1201	найти его	1	2
1202	ведь она	1	2
1203	всякий другой	1	2
1204	для каждого	1	2
1205	жизни в	1	2
1206	к какому	1	2
1207	думают что	1	2
1208	страсти и	1	2
1209	нет в	1	2
1210	это был	1	2
1211	в положении	2	2
1212	отнести к	1	2
1213	более чем	6	2
1214	же ясно	1	2
1215	наконец в	1	2
1216	этом вопросе	1	2
1217	этой работы	1	2
1218	наш поэт	1	2
1219	человека от	1	2
1220	остается только	2	2
1221	в образах	1	2
1222	не меньше	2	2
1223	и ему	1	2
1224	с того	1	2
1225	чем не	2	2
1226	к людям	1	2
1227	разговор с	1	2
1228	еще один	2	2
1229	было и	1	2
1230	эти доводы	1	2
1231	нигде в	1	2
1232	она то	1	2
1233	отца и	4	2
1234	на которые	3	2
1235	и потом	1	2
1236	на содержание	1	2
1237	это ясно	1	2
1238	нас важно	1	2
1239	к первой	1	2
1240	другой раз	3	2
1241	входящих в	1	2
1242	во времени	1	2
1243	с каким	1	2
1244	сочувствие к	1	2
1245	именно к	1	2
1246	в свое	2	2
1247	своим героям	1	2
1248	которым он	2	2
1249	нужные для	1	2
1250	вот например	1	2
1251	изображения характера	2	2
1252	он делает	1	2
1253	для всякого	1	2
1254	ничего кроме	1	2
1255	которое должно	1	2
1256	ему только	1	2
1257	истинное положение	3	2
1258	сходятся в	2	2
1259	этот разговор	1	2
1260	когда же	1	2
1261	со словами	1	2
1262	ах ах	1	2
1263	которые как	1	2
1264	для примера	1	2
1265	и глаза	1	2
1266	и со	2	2
1267	как мало	1	2
1268	перевернутый мир	1	2
1269	ему не	4	2
1270	но его	2	2
1271	на задний	1	2
1272	это как	1	2
1273	другой в	1	2
1274	об отце	1	2
1275	у того	6	2
1276	же что	1	2
1277	в начале	5	2
1278	у поэта	1	2
1279	но вместе	1	2
1280	своей цели	1	2
1281	здесь все	1	2
1282	человек не	1	2
1283	является ли	3	2
1284	ведь и	1	2
1285	не надо	2	2
1286	только чтобы	1	2
1287	которой все	1	2
1288	которая была	1	2
1289	и называет	1	2
1290	в изучении	1	2
1291	на эти	1	2
1292	рассказ о	1	2
1293	которых этот	1	2
1294	между тремя	1	2
1295	любовь к	4	2
1296	его за	3	2
1297	а совершенно	1	2
1298	которым они	1	2
1299	с выводами	1	2
1300	с более	1	2
1301	не являются	1	2
1302	требует от	4	2
1303	которых она	1	2
1304	прямо называл	1	2
1305	над ними	1	2
1306	мы едва	1	2
1307	пьесы в	2	2
1308	ни малейшего	3	2
1309	так часто	1	2
1310	говоря можно	1	2
1311	к более	1	2
1312	при том	1	2
1313	спасает от	1	2
1314	как с	1	2
1315	узнать что	1	2
1316	к своим	2	2
