N	2gram	Vygotskiy_	SlovoVZh
559	к которой	1	1
560	там же	2	1
561	ложное представление	1	1
562	совершенно ясно	22	1
563	отметить что	2	1
564	этом основании	1	1
565	самого начала	1	1
566	в большинстве	1	1
567	нуждаются в	4	1
568	свою очередь	3	1
569	указывали что	1	1
570	и особенность	1	1
571	всей его	1	1
572	в конечном	6	1
573	стиль и	1	1
574	так мы	1	1
575	не совпадают	1	1
576	не было	5	1
577	когда мы	4	1
578	идет речь	1	1
579	как например	2	1
580	связи с	2	1
581	стал бы	2	1
582	им в	4	1
583	связанных с	1	1
584	быть более	1	1
585	сами по	4	1
586	читателя и	2	1
587	возникает из	1	1
588	более или	3	1
589	для эстетики	2	1
590	между людьми	1	1
591	материал для	4	1
592	выше ниже	1	1
593	все то	4	1
594	здесь мы	1	1
595	с ее	3	1
596	время как	6	1
597	того кто	1	1
598	было бы	14	1
599	науки об	1	1
600	образом не	1	1
601	в поэтической	2	1
602	к тому	8	1
603	именно и	2	1
604	формальный метод	1	1
605	нами и	1	1
606	из двух	1	1
607	смысл слова	3	1
608	с так	3	1
609	самому существу	4	1
610	и следа	1	1
611	с таким	18	1
612	из нее	1	1
613	что здесь	2	1
614	героя с	1	1
615	ведь это	1	1
616	в физической	1	1
617	может захватывать	1	1
618	ним в	1	1
619	приходят к	1	1
620	его форма	1	1
621	так называемый	1	1
622	и мы	6	1
623	помощи материала	1	1
624	произведении в	1	1
625	как мы	2	1
626	это мы	2	1
627	которой можно	1	1
628	что она	11	1
629	самой своей	1	1
630	по аналогии	1	1
631	чем отличается	1	1
632	бытия и	1	1
633	наметить в	1	1
634	и о	4	1
635	показать что	12	1
636	и тому	1	1
637	представление как	1	1
638	с социологией	1	1
639	всегда лежит	1	1
640	экономических и	1	1
641	всегда имеет	1	1
642	что для	5	1
643	и вне	1	1
644	с первого	1	1
645	где они	1	1
646	должны искать	1	1
647	если мы	21	1
648	на одну	1	1
649	тем же	4	1
650	следствием того	1	1
651	и эта	1	1
652	социально-политический строй	3	1
653	когда человек	1	1
654	моментов в	2	1
655	произведения так	1	1
656	найти в	2	1
657	этого что	2	1
658	наряду с	3	1
659	чрезвычайно важный	1	1
660	и во	3	1
661	произведение если	1	1
662	именно в	1	1
663	теоретическая и	1	1
664	и таким	4	1
665	для слушателя	1	1
666	обоих этих	3	1
667	то время	6	1
668	или хотя	1	1
669	конечном счете	6	1
670	слов в	2	1
671	к другим	2	1
672	не можем	3	1
673	искусства как	6	1
674	в таком	5	1
675	но прежде	1	1
676	обратимся к	1	1
677	направлениях и	1	1
678	формы для	1	1
679	формы в	6	1
680	следующим образом	1	1
681	например в	5	1
682	речь и	2	1
683	сама по	2	1
684	что я	4	1
685	форма и	1	1
686	тот же	8	1
687	в высшей	1	1
688	относятся к	1	1
689	к которому	1	1
690	эти вопросы	1	1
691	обойтись без	1	1
692	имеем дело	2	1
693	с которой	1	1
694	характер и	1	1
695	выполнить эту	1	1
696	и без	3	1
697	этим методом	1	1
698	все вопросы	1	1
699	же оно	1	1
700	наметить основные	1	1
701	вразрез с	1	1
702	нигде не	2	1
703	что все	10	1
704	как о	1	1
705	с искусством	2	1
706	эти три	1	1
707	себе не	4	1
708	столь же	6	1
709	том же	4	1
710	обе точки	1	1
711	слушателя с	1	1
712	формы это	2	1
713	в общем	2	1
714	могут определять	1	1
715	есть в	7	1
716	же как	8	1
717	исходит из	5	1
718	не поймет	1	1
719	чрезвычайно сложным	2	1
720	места в	1	1
721	в переводе	1	1
722	деле это	1	1
723	этот конфликт	1	1
724	из его	4	1
725	в обычной	1	1
726	при чтении	2	1
727	даже тогда	1	1
728	на высказывание	1	1
729	выйти из	2	1
730	же где	2	1
731	в слове	3	1
732	как будто	10	1
733	в различные	1	1
734	жизни в	1	1
735	что именно	4	1
736	к вопросам	1	1
737	есть только	7	1
738	человека или	1	1
739	того если	1	1
740	и всякого	1	1
741	а эта	1	1
742	но если	2	1
743	имеет и	1	1
744	они не	1	1
745	является просто	1	1
746	при таком	5	1
747	зрения не	1	1
748	от его	1	1
749	ли из	2	1
750	тех или	2	1
751	нами задачи	1	1
752	зрения и	2	1
753	теории искусства	8	1
754	и только	5	1
755	один и	2	1
756	определить как	1	1
757	явлениями и	1	1
758	чувства в	1	1
759	можно сравнить	1	1
760	уже является	1	1
761	с сознательными	2	1
762	художественного материала	1	1
763	речи с	2	1
764	для социологии	1	1
765	из чисто	1	1
766	приходится признать	1	1
767	на этих	1	1
768	по самому	7	1
769	в двух	1	1
770	и художественного	2	1
771	убедиться в	2	1
772	или иного	1	1
773	этих переживаний	1	1
774	и оно	1	1
775	материал сам	1	1
776	здесь же	1	1
777	социологией искусства	2	1
778	чтобы вскрыть	1	1
779	задания не	1	1
780	для этой	1	1
781	важный для	1	1
782	не заключена	1	1
783	себе как	1	1
784	природой и	1	1
785	является уже	1	1
786	для этого	1	1
787	так если	1	1
788	можно с	2	1
789	этими словами	2	1
790	и искусство	2	1
791	как явление	1	1
792	если она	2	1
793	себе и	2	1
794	чтобы убедиться	2	1
795	и обратно	1	1
796	в особом	1	1
797	искусства в	14	1
798	легче всего	6	1
799	содержанию как	1	1
800	в смысле	3	1
801	не всегда	2	1
802	в плоть	1	1
803	слов и	1	1
804	определяют его	1	1
805	мы еще	1	1
806	она как	2	1
807	из этой	1	1
808	очень важным	2	1
809	его творчество	2	1
810	в одной	3	1
811	в целом	8	1
812	единство и	1	1
813	круг вопросов	1	1
814	художественное творчество	1	1
815	крайней мере	1	1
816	всего именно	1	1
817	и из	7	1
818	и становится	1	1
819	смысла то	1	1
820	или менее	3	1
821	суждения о	1	1
822	имеет дело	2	1
823	вовсе не	7	1
824	больше того	1	1
825	русской литературе	1	1
826	думать что	3	1
827	художественной формой	1	1
828	одному и	2	1
829	задачи кроме	1	1
830	два основных	2	1
831	не то	2	1
832	гораздо больше	1	1
833	на эту	1	1
834	оно возникает	1	1
835	по крайней	1	1
836	другими формами	1	1
837	свой смысл	1	1
838	что до	1	1
839	не найдем	2	1
840	мы видели	2	1
841	перед нами	1	1
842	включает в	1	1
843	и самый	1	1
844	и другого	4	1
845	же мы	2	1
846	не имеющих	1	1
847	всяком случае	7	1
848	всего совершенно	1	1
849	которые в	3	1
850	высшей степени	1	1
851	можно только	1	1
852	тенденция к	2	1
853	для анализа	2	1
