N	3gram	Propp_Russ	FransuaR
195	но и другие	1	1
196	новый год и	4	1
197	не был он	1	1
198	с тем и	3	1
199	а в связи	1	1
200	в землю и	1	1
201	и таким образом	1	1
202	в области изучения	2	1
203	здесь говорится о	1	1
204	характер этого праздника	1	1
205	в руках и	1	1
206	в разные стороны	1	1
207	и в нашем	1	1
208	и по другим	1	1
209	на тот же	1	1
210	не совсем точно	2	1
211	что именно в	1	1
212	не только на	3	1
213	но вместе с	3	1
214	с этого момента	2	1
215	но в особенности	1	1
216	а позже и	1	1
217	это все же	1	1
218	оно все же	1	1
219	к этому времени	2	1
220	месте своей книги	1	1
221	и других аналогичных	1	1
222	что здесь на	1	1
223	так как в	2	1
224	в марте г	1	1
225	в тех случаях	2	1
226	видеть в этом	1	1
227	приводит его к	1	1
228	к земле и	2	1
229	уже в xix	1	1
230	и могут быть	1	1
231	не по существу	1	1
232	и том же	1	1
233	одно мгновение и	1	1
234	в некоторых других	1	1
235	к себе в	1	1
236	и других игр	1	1
237	одна из основных	1	1
238	из этих четырех	1	1
239	с того что	1	1
240	и должна была	2	1
241	входящие в сложный	1	1
242	тех местах где	2	1
243	зимы к весне	1	1
244	и в дальнейшем	1	1
245	между ними иногда	1	1
246	а между тем	1	1
247	в тех местах	3	1
248	как и предшествующие	1	1
249	в заключение нужно	1	1
250	также что в	1	1
251	всякой связи с	1	1
252	одном из своих	1	1
253	чем в других	1	1
254	об этом мы	1	1
255	тем более что	1	1
256	нужно заметить что	1	1
257	и другие элементы	1	1
258	новый год в	3	1
259	хотя они и	1	1
260	по содержанию своему	1	1
261	и его жизнь	1	1
262	и другие подобные	1	1
263	как это ни	1	1
264	в течение года	2	1
265	они ничего не	1	1
266	одном и том	1	1
267	между прочим в	1	1
268	довольно много но	1	1
269	но и других	1	1
270	раза в году	1	1
271	как будто не	1	1
272	из этих элементов	1	1
273	это не совсем	2	1
274	имели место в	1	1
275	и это не	1	1
276	прежде всего как	1	1
277	в виду что	2	1
278	что каждый из	2	1
279	от зимы к	1	1
280	дошедшим до нас	1	1
281	в разные сроки	1	1
282	в первую очередь	1	1
283	в некоторых местах	5	1
284	ни в одном	1	1
285	том что они	1	1
286	с тем что	1	1
287	одно из них	1	1
288	приведем несколько примеров	1	1
289	человеку когда он	1	1
290	те из них	1	1
291	а так как	1	1
292	она не имеет	1	1
293	встречаются и в	1	1
294	что в некоторых	1	1
295	во всем этом	1	1
296	как римские сатурналии	1	1
297	что в этом	2	1
298	в этот день	17	1
299	греков и римлян	1	1
300	потому что по	1	1
301	мы видели такие	1	1
302	разрывают на части	1	1
303	время от времени	1	1
304	имеет ничего общего	1	1
305	эта как мы	1	1
306	элементы входящие в	1	1
307	мы наблюдаем в	1	1
308	во время этого	1	1
309	во всей их	1	1
310	и наконец в	1	1
311	всегда была только	1	1
312	за ноги и	1	1
313	год и в	1	1
314	время этого праздника	1	1
315	это та же	1	1
316	том что эти	1	1
317	и в городах	1	1
318	в какой степени	3	1
319	независимо от того	1	1
320	по мере их	1	1
321	тем не менее	3	1
322	они были связаны	1	1
323	и пр и	1	1
324	но это все	1	1
325	что один из	1	1
326	того же явления	1	1
327	не дают в	1	1
328	между собой и	1	1
329	с этого времени	1	1
330	исторического развития но	1	1
331	бросается в глаза	3	1
332	в этих песнях	2	1
333	в одном ряду	1	1
334	в один из	1	1
335	только с этого	1	1
336	значение и было	1	1
337	не имеет ничего	1	1
338	как можно больше	2	1
339	это означает что	1	1
340	состоит в том	16	1
341	в природе и	1	1
342	потому что на	1	1
343	в иванов день	1	1
344	мы здесь имеем	1	1
345	и во время	1	1
346	которые имели место	1	1
347	ко всему что	1	1
348	о том чтобы	1	1
349	подтверждается и другими	1	1
350	не без основания	1	1
351	на этом основании	1	1
352	можно судить по	1	1
353	во многих отношениях	2	1
354	он так и	1	1
355	но и всей	1	1
356	на тех же	1	1
357	переход от старого	1	1
358	и так называемый	1	1
359	по аналогии с	1	1
360	время которого носили	1	1
361	таким образом к	1	1
362	так и у	1	1
363	этой же цели	1	1
364	и еще в	1	1
365	а за ним	2	1
366	в церкви и	1	1
367	это ни странно	1	1
368	к ней как	1	1
369	на то что	2	1
370	народ и его	1	1
371	из земли и	1	1
372	каждый из этих	2	1
373	чем свидетельствует ряд	1	1
374	и с веселыми	1	1
375	правильнее было бы	1	1
376	для него не	1	1
377	новый год с	1	1
378	можно понимать как	1	1
379	мы увидим что	1	1
380	для дальнейшего развития	1	1
381	в некоторых случаях	1	1
382	перед нами как	1	1
383	на некоторое время	1	1
384	происходил как бы	1	1
385	и в другие	4	1
386	не связанных с	1	1
387	и находящиеся в	1	1
388	в первой половине	1	1
389	дальнейшего развития этого	1	1
390	вопрос о том	1	1
391	хотя и не	1	1
392	кроме того в	3	1
393	это подтверждается и	1	1
394	и связанных с	1	1
395	иногда и в	1	1
396	тому как в	1	1
397	и из устных	1	1
398	только потому что	1	1
399	так что в	1	1
400	у нас на	1	1
401	все в этой	1	1
402	всяком случае не	1	1
403	тех случаях когда	2	1
404	дело не ограничивалось	1	1
405	и в некоторых	2	1
406	на первый взгляд	1	1
407	год в день	1	1
408	приносят с собой	1	1
409	по этому вопросу	1	1
410	тогда как в	1	1
411	на этом же	1	1
412	при всем разнообразии	1	1
413	в этот вечер	1	1
414	вне связи с	1	1
415	не только как	1	1
416	то время как	1	1
417	взад и вперед	1	1
418	границы между двумя	1	1
