N	2gram	Vygotskiy_	Formalny
289	в которой	8	6
290	но для	1	6
291	в конце	5	6
292	и это	13	6
293	в смысле	1	6
294	на этом	6	6
295	материал и	2	6
296	и тем	4	6
297	за пределы	1	6
298	один из	7	6
299	его с	1	6
300	на ее	2	6
301	с ним	6	6
302	его смысла	1	6
303	сам по	2	6
304	ее и	1	6
305	к его	2	6
306	литературная критика	1	6
307	его и	1	6
308	из этих	6	6
309	именно на	3	6
310	литературных произведений	1	6
311	нет и	1	6
312	той же	6	6
313	этого слова	5	6
314	у них	2	6
315	не из	1	6
316	данном случае	5	6
317	уже в	1	6
318	и восприятия	1	6
319	ее в	7	6
320	смысле этого	5	6
321	по их	1	6
322	так в	1	6
323	нисколько не	3	6
324	произведения искусства	1	6
325	не по	3	6
326	в частности	3	6
327	тем самым	4	6
328	отношение к	2	6
329	такой же	2	6
330	тому что	10	6
331	за исключением	1	5
332	с этой	5	5
333	даже в	2	5
334	от этих	1	5
335	в виду	6	5
336	как они	2	5
337	равно как	1	5
338	в мире	3	5
339	правда в	1	5
340	так например	5	5
341	можно сказать	2	5
342	в котором	7	5
343	то это	5	5
344	и сюжет	1	5
345	и формы	2	5
346	как на	9	5
347	к которому	3	5
348	к нему	2	5
349	всего в	1	5
350	то в	1	5
351	хотя и	1	5
352	не от	2	5
353	не столько	1	5
354	этом романе	1	5
355	что не	5	5
356	а только	1	5
357	в эту	2	5
358	могло бы	4	5
359	мы можем	12	5
360	мы уже	12	5
361	или же	2	5
362	и что	29	5
363	не могла	2	5
364	совершенно справедливо	2	5
365	в поэтической	5	5
366	друг другу	2	5
367	и по	2	5
368	а как	1	5
369	и самый	2	5
370	не так	4	5
371	если в	2	5
372	в отношении	1	5
373	должен был	4	5
374	что оно	5	5
375	ни о	1	5
376	показать что	13	5
377	даже не	1	5
378	не имеет	8	5
379	да и	1	5
380	ни на	1	5
381	бы и	2	5
382	то и	3	5
383	и между	4	5
384	слов и	2	5
385	в отличие	1	5
386	в самой	9	5
387	и то	10	5
388	значение в	1	5
389	тристрам шенди	1	5
390	тому чтобы	4	5
391	для нас	14	5
392	однако не	3	5
393	а о	1	5
394	и эта	3	5
395	на все	2	5
396	в такой	5	5
397	в условиях	1	5
398	без всякой	2	5
399	отличие от	1	5
400	она должна	3	5
401	тому как	1	5
402	мы должны	3	5
403	таким же	1	5
404	от того	1	5
405	одного из	2	5
406	по аналогии	2	5
407	слова в	1	5
408	же в	2	5
409	все более	4	5
410	может и	1	5
411	не можем	4	5
412	от него	2	4
413	и другие	3	4
414	является в	1	4
415	со всем	2	4
416	к этой	3	4
417	их теория	1	4
418	приема и	1	4
419	от одного	1	4
420	все дело	2	4
421	исходить из	1	4
422	имеет место	2	4
423	к самому	4	4
424	только как	2	4
425	в каких	1	4
426	должна была	1	4
427	между двумя	3	4
428	увидим что	11	4
429	превращается в	1	4
430	самого начала	10	4
431	себе в	1	4
432	чтобы показать	2	4
433	она ни	1	4
434	в основу	2	4
435	на него	3	4
436	во всей	3	4
437	одна из	6	4
438	того же	4	4
439	едва ли	4	4
440	все в	1	4
441	в некоторых	2	4
442	от действительности	4	4
443	важное место	1	4
444	что такое	2	4
445	произведения его	1	4
446	бы к	1	4
447	от тех	1	4
448	очевидно что	4	4
449	в таком	6	4
450	между этими	1	4
451	тогда когда	2	4
452	и следовательно	2	4
453	жизнь не	1	4
454	от других	2	4
455	бы она	2	4
456	в лучшем	2	4
457	материалом и	1	4
458	не будет	2	4
459	и смысла	1	4
460	содержания и	1	4
461	этот вопрос	5	4
462	должны были	2	4
463	или иное	1	4
464	могла бы	6	4
465	среды и	1	4
466	он в	3	4
467	что для	6	4
468	в теории	1	4
469	этой действительности	1	4
470	нам кажется	2	4
471	слова как	3	4
472	в сюжете	1	4
473	и чем	3	4
474	чтобы не	2	4
475	в романе	2	4
476	однако и	3	4
477	та же	6	4
478	в последнем	1	4
479	не ради	1	4
480	был бы	4	4
481	романа в	1	4
482	подобно тому	1	4
483	смысла в	1	4
484	как не	3	4
485	вместо того	3	4
486	мы говорим	1	4
487	и действительно	2	4
488	значения и	1	4
489	быть понято	1	4
490	это время	1	4
491	к другому	1	4
492	аналогии с	2	4
493	не оказалось	1	4
494	думать что	3	4
495	совпадает с	2	4
496	идет о	8	4
497	так чтобы	1	4
498	каждой из	1	4
499	его нельзя	1	4
500	со всей	3	4
501	отношении к	1	4
502	целый ряд	6	4
503	более и	4	4
504	знаем что	4	4
505	им в	1	4
506	и во	3	4
507	но именно	1	4
508	только при	1	4
509	и о	6	4
510	но если	6	4
511	он должен	2	4
512	пришли к	1	4
513	зависит от	2	4
514	о нем	2	4
515	здесь в	4	4
516	что каждый	1	4
517	чем он	1	4
518	слово в	2	4
519	все остальное	1	4
520	а на	2	4
521	или в	6	4
522	или иначе	2	4
523	но эта	3	4
524	исторической действительности	2	4
525	литературные произведения	1	4
526	в поэтике	1	4
527	один и	1	4
528	а к	2	4
529	с самого	10	4
530	и притом	1	4
531	но при	2	4
532	такое понимание	2	4
533	как он	2	4
534	только то	3	4
535	к ней	3	4
536	без нее	1	4
537	одним из	2	4
538	к новому	1	4
539	и тогда	1	4
540	лучшем случае	2	4
541	не к	5	4
542	во всем	2	3
543	для всех	2	3
544	и очень	3	3
545	не видели	1	3
546	ровно ничего	1	3
547	дело с	5	3
548	это значит	4	3
549	оно становится	1	3
550	остановиться на	3	3
551	требует от	1	3
552	в одном	9	3
553	из ее	2	3
554	но что	3	3
555	предисловии к	2	3
556	проблема жанра	1	3
557	ни одна	1	3
558	весь этот	3	3
559	от общих	1	3
560	из всего	3	3
561	всех тех	1	3
562	в точном	2	3
563	а именно	1	3
564	где она	3	3
565	жанра и	2	3
566	за ней	2	3
567	в это	1	3
568	на первый	1	3
569	во все	1	3
570	было в	1	3
571	это последнее	1	3
572	как язык	1	3
573	ничто не	1	3
574	это было	4	3
575	из себя	3	3
576	но они	2	3
577	исследования и	3	3
578	не об	1	3
579	ни одного	1	3
580	уже как	2	3
581	является конечно	1	3
582	ней и	2	3
583	том чтобы	2	3
584	формы в	2	3
585	друг с	2	3
586	к этим	2	3
587	для этой	1	3
588	не то	7	3
589	мы видим	15	3
590	от смысла	1	3
591	и понять	1	3
592	внимание на	4	3
593	начала и	2	3
594	именно из	2	3
595	поэзии в	2	3
596	что при	5	3
597	души и	1	3
598	в качестве	2	3
599	но как	3	3
600	системы и	1	3
601	этими двумя	2	3
602	лежит в	4	3
603	не была	1	3
604	является и	1	3
605	но он	5	3
606	одно а	1	3
607	не нуждается	1	3
608	произведении в	1	3
609	быть только	1	3
610	прав когда	3	3
611	и именно	1	3
612	совсем другое	1	3
613	из одного	3	3
614	в чем	3	3
615	что как	4	3
616	не имеющие	1	3
617	в противном	1	3
618	материалом для	2	3
619	от характера	1	3
620	все остальные	1	3
621	заложены в	1	3
622	так что	10	3
623	кажется что	2	3
624	что эта	8	3
625	всех других	1	3
626	его художественной	1	3
627	все те	5	3
628	и тот	1	3
629	в форме	1	3
630	тем и	2	3
631	стиля и	1	3
632	не просто	7	3
633	в нее	3	3
634	она была	5	3
635	никакого отношения	1	3
636	это приводит	1	3
637	фабула и	1	3
638	всех сторон	1	3
639	бы оно	1	3
640	каждого из	4	3
641	и особенно	1	3
642	связи и	1	3
643	никак нельзя	2	3
644	и этот	6	3
645	и конечно	3	3
646	к одной	1	3
647	с такой	7	3
648	и при	1	3
649	уже знаем	2	3
650	и из	1	3
651	никак не	12	3
652	от этой	2	3
653	со всеми	2	3
654	так или	1	3
655	нам в	3	3
656	сюжета и	2	3
657	вскрыть и	1	3
658	имеет значение	1	3
659	с таким	4	3
660	одновременно с	1	3
661	содержание и	1	3
662	если это	1	3
663	к поэтической	3	3
664	можно назвать	2	3
665	в которых	9	3
666	том смысле	2	3
667	бы не	5	3
668	том как	5	3
669	этот образ	1	3
670	на их	3	3
671	в каком	8	3
672	ничего общего	3	3
673	в словах	2	3
674	перед нами	12	3
675	все они	3	3
676	вытекает из	2	3
677	это понятие	2	3
678	и заключается	1	3
679	и если	13	3
680	это то	4	3
681	это только	4	3
682	оно является	2	3
683	для нее	2	3
684	что уже	1	3
685	вступает в	1	3
686	только тем	1	3
687	при анализе	2	3
688	каждый из	3	3
689	состоит в	4	3
690	к следующему	1	3
691	форма и	2	3
692	он может	2	3
693	же он	1	3
694	то или	1	3
695	часто и	1	3
696	тот же	5	3
697	подойти к	1	3
698	формы к	1	3
699	вся эта	1	3
700	находятся в	2	3
701	нас не	1	3
702	потебни и	1	3
703	то мы	2	3
704	из своих	1	3
705	представлять себе	1	3
706	с чисто	1	3
707	на нее	1	3
708	дело в	1	3
709	места в	2	3
710	и другое	6	3
711	поэтому и	1	3
712	есть только	3	3
713	противном случае	1	3
714	к своему	2	3
715	перейти к	3	3
716	со своей	3	3
717	но уже	1	3
718	на его	2	3
719	с другом	2	3
720	действительностью в	1	3
721	тем более	2	3
722	но конечно	1	3
723	в историко-литературных	1	3
724	действительности но	1	3
725	в предисловии	2	3
726	на один	1	3
727	а от	1	3
728	что является	1	3
729	иногда и	1	3
730	во второй	1	3
731	когда он	8	3
732	не с	2	3
733	же самое	14	3
734	и вне	1	3
735	в плане	4	3
736	произведения является	1	3
737	сказать в	1	3
738	и прежде	2	3
739	идет не	1	3
740	на то	25	3
741	именно это	3	3
742	дело обстоит	1	3
743	и совершенно	9	3
744	что на	4	3
745	этот материал	2	2
746	это утверждение	1	2
747	все что	2	2
748	как художник	1	2
749	в душе	1	2
750	поэзии но	1	2
751	и содержания	1	2
752	только один	2	2
753	совершенно очевидно	3	2
754	он считает	2	2
755	что два	1	2
756	тем как	1	2
757	или нет	1	2
758	о чем	1	2
759	строго говоря	1	2
760	его со	1	2
761	говорит о	6	2
762	к поэтическому	1	2
763	это противоречие	2	2
764	до крайности	4	2
765	нами в	3	2
766	связь с	5	2
767	это делают	1	2
768	явно не	1	2
769	мы найдем	2	2
770	о мире	2	2
771	ее с	5	2
772	для поэтической	3	2
773	из нее	3	2
774	вывести из	2	2
775	иначе как	3	2
776	от всякого	1	2
777	другую сторону	1	2
778	принадлежат к	1	2
779	том или	1	2
780	нуждается ни	1	2
781	в собственном	1	2
782	здесь дело	3	2
783	может существовать	1	2
784	поэтического стиля	2	2
785	мы только	1	2
786	или ином	1	2
787	в природе	1	2
788	значение не	1	2
789	поскольку он	1	2
790	чтобы вскрыть	1	2
791	ни для	1	2
792	при помощи	7	2
793	ней как	1	2
794	тогда не	1	2
795	относиться к	1	2
796	совершенно безразлично	1	2
797	так если	1	2
798	моменты в	1	2
799	не прав	1	2
800	другим как	1	2
801	и того	1	2
802	из важнейших	1	2
803	как много	2	2
804	этот прием	2	2
805	ее к	1	2
806	к другой	2	2
807	не могли	5	2
808	она могла	2	2
809	и другой	1	2
810	из их	1	2
811	в этот	1	2
812	в руках	1	2
813	одной и	4	2
814	с теорией	1	2
815	вне литературы	1	2
816	самый факт	1	2
817	и действительность	1	2
818	почти совершенно	1	2
819	элемента в	1	2
820	так то	2	2
821	стал бы	1	2
822	его собственной	1	2
823	с другим	2	2
824	включить в	1	2
825	то чтобы	2	2
826	на наших	2	2
827	это целое	1	2
828	ее как	1	2
829	а сам	1	2
830	с этими	2	2
831	что она	34	2
832	мысли в	1	2
833	момент в	1	2
834	согласиться с	4	2
835	что говорит	1	2
836	в создании	1	2
837	здесь эта	1	2
838	но так	2	2
839	чем это	1	2
840	себя в	1	2
841	и становится	1	2
842	свое собственное	1	2
843	построения и	2	2
844	этого и	1	2
845	переходим к	1	2
846	видели что	2	2
847	и столь	2	2
848	заложенные в	1	2
849	отражение в	2	2
850	указать на	3	2
851	что человек	1	2
852	несмотря на	7	2
853	автором на	1	2
854	тогда и	1	2
855	а ведь	1	2
856	совершенно необходимо	1	2
857	мы конечно	1	2
858	разница между	1	2
859	и нужно	1	2
860	автор все	1	2
861	что самая	3	2
862	они будут	1	2
863	есть еще	1	2
864	не совпадают	1	2
865	или не	3	2
866	ее от	1	2
867	подвести итоги	1	2
868	именно здесь	1	2
869	перед необходимостью	1	2
870	но совершенно	4	2
871	или хотя	1	2
872	и всю	2	2
873	происходит и	1	2
874	у тургенева	1	2
875	характер и	2	2
876	указывает что	2	2
877	от одной	2	2
878	не теряя	1	2
879	того если	1	2
880	в двух	11	2
881	как материал	1	2
882	полагает что	5	2
883	и некоторые	1	2
884	совершенно прав	4	2
885	того можно	1	2
886	не был	1	2
887	такое предположение	1	2
888	если действительно	1	2
889	вошел в	2	2
890	а с	4	2
891	бы показать	1	2
892	или к	1	2
893	дана в	1	2
894	материала является	1	2
895	оказалось бы	1	2
896	у потебни	1	2
897	чтобы он	3	2
898	что его	3	2
899	все то	15	2
900	определить ее	1	2
901	так называемые	1	2
902	и чтобы	1	2
903	действующих лиц	6	2
904	одно и	4	2
905	и та	3	2
906	можно было	7	2
907	но только	10	2
908	этого факта	1	2
909	в нас	7	2
910	относится и	1	2
911	что смысл	2	2
912	как один	1	2
913	какой мере	3	2
914	что каждое	1	2
915	как известно	2	2
916	ни одной	2	2
917	мы их	1	2
918	однако в	1	2
919	общего с	2	2
920	части в	1	2
921	убедимся что	1	2
922	в первой	2	2
923	и есть	3	2
924	сторону и	1	2
925	совершенно непонятно	1	2
926	при соблюдении	1	2
927	же мы	2	2
928	для построения	1	2
929	значит что	2	2
930	события в	3	2
931	для чего	2	2
932	из этой	2	2
933	в какой-то	1	2
934	он действительно	2	2
935	были бы	5	2
936	и самое	1	2
937	даны в	3	2
938	с душой	1	2
939	как с	2	2
940	этот закон	2	2
941	вещи а	1	2
942	в самый	1	2
943	и материал	1	2
944	те элементы	1	2
945	жизни а	1	2
946	прием и	1	2
947	почти не	2	2
948	отдельных элементов	1	2
949	в другой	1	2
950	мы в	4	2
951	из того	1	2
952	здесь с	3	2
953	действий и	2	2
954	отдельных частей	2	2
955	в тех	5	2
956	нет никакого	2	2
957	целом ряде	1	2
958	на читателя	1	2
959	и поэтических	1	2
960	очень много	1	2
961	совершенно иное	1	2
962	и форм	1	2
963	художник не	1	2
964	начинается с	1	2
965	этой точки	2	2
966	их и	1	2
967	эти свойства	1	2
968	заключается в	13	2
969	значения как	1	2
970	допустим что	1	2
971	далеко не	3	2
972	и так	4	2
973	тем резче	1	2
974	и просто	1	2
975	совершенно естественно	1	2
976	существует не	1	2
977	к какому	1	2
978	и поэтическим	1	2
979	никто не	1	2
980	лишается всякого	1	2
981	в стихах	3	2
982	бы о	1	2
983	ни к	1	2
984	всем этом	1	2
985	самого рассказа	1	2
986	а если	1	2
987	не объясняет	1	2
988	совершенно иной	1	2
989	не совпадает	2	2
990	в круг	2	2
991	из элементов	1	2
992	это событие	1	2
993	и вот	6	2
994	автора и	2	2
995	в отдельности	2	2
996	из его	1	2
997	и важность	1	2
998	что если	6	2
999	и вся	2	2
1000	как если	3	2
1001	смысл в	1	2
1002	не потому	1	2
1003	имеем в	3	2
1004	к ним	3	2
1005	то она	1	2
1006	на этот	2	2
1007	в искусство	1	2
1008	именно этот	1	2
1009	художественной формы	1	2
1010	из него	4	2
1011	к общим	1	2
1012	к началу	1	2
1013	этом случае	1	2
1014	или просто	1	2
1015	в более	1	2
1016	на языке	1	2
1017	и всякий	2	2
1018	что искусство	1	2
1019	смысле что	1	2
1020	для художественного	3	2
1021	то я	1	2
1022	нему и	1	2
1023	чем объясняется	1	2
1024	вывод что	1	2
1025	мы имеем	2	2
1026	естественно что	1	2
1027	в определенном	1	2
1028	как особый	1	2
1029	как у	2	2
1030	оформления материала	1	2
1031	таком случае	1	2
1032	в русском	1	2
1033	все равно	1	2
1034	о другой	1	2
1035	и смысл	1	2
1036	в виде	5	2
1037	ведь это	1	2
1038	но с	2	2
1039	что ни	3	2
1040	который как	2	2
1041	в силу	2	2
1042	здесь все	1	2
1043	с теми	4	2
1044	продолжает существовать	1	2
1045	искусства как	1	2
1046	на тему	4	2
1047	и форму	2	2
1048	этих авторов	2	2
1049	что этот	5	2
1050	и без	2	2
1051	и вовсе	1	2
1052	возможно и	1	2
1053	говорят о	1	2
1054	в сборнике	4	2
1055	что мы	6	2
1056	то из	1	2
1057	и поэтические	1	2
1058	а иногда	1	2
1059	с историей	2	2
1060	именно эта	1	2
1061	участие в	1	2
1062	мы склонны	1	2
1063	в каждой	1	2
1064	бы совершенно	6	2
1065	на такое	1	2
1066	мере в	1	2
1067	чтобы сделать	1	2
1068	этих двух	1	2
1069	это объясняется	1	2
1070	том случае	4	2
1071	со всех	1	2
1072	и эти	2	2
1073	каково же	1	2
1074	только к	1	2
1075	какой это	1	2
1076	он говорит	9	2
1077	еще можно	1	2
1078	всю свою	2	2
1079	в речи	3	2
1080	и почти	1	2
1081	и ни	1	2
1082	функции каждого	1	2
1083	очень существенное	1	2
1084	ее так	2	2
1085	дело не	3	2
1086	характерно для	1	2
1087	в характере	1	2
1088	хорошо но	1	2
1089	но напротив	1	2
1090	человека и	1	2
1091	на всю	2	2
1092	в другом	6	2
1093	в приеме	1	2
1094	ведь мы	1	2
1095	мысли об	1	2
1096	этого нет	1	2
1097	двух направлениях	1	2
1098	это можно	2	2
1099	по этому	1	2
1100	теперь с	1	2
1101	говорить на	1	2
1102	очень трудно	2	2
1103	это в	3	2
1104	смысла но	1	2
1105	если она	2	2
1106	мы условно	4	2
1107	есть не	2	2
1108	с которыми	2	1
1109	мы обратимся	1	1
1110	как два	2	1
1111	произведение написанное	1	1
1112	они имеют	1	1
1113	сказать так	1	1
1114	и уже	5	1
1115	еще раз	3	1
1116	и ничем	1	1
1117	как форма	1	1
1118	зрения на	1	1
1119	этого в	1	1
1120	не нужна	1	1
1121	историческом развитии	1	1
1122	вещи в	1	1
1123	в момент	1	1
1124	как здесь	1	1
1125	стать только	1	1
1126	роль и	2	1
1127	творчества в	1	1
1128	противоречие мы	1	1
1129	каковы же	1	1
1130	и глубины	1	1
1131	и направлено	1	1
1132	приемы для	1	1
1133	и имеет	1	1
1134	и господствующий	1	1
1135	степени как	1	1
1136	это лишь	1	1
1137	характер у	2	1
1138	отношениях к	1	1
1139	который должен	1	1
1140	подробно и	1	1
1141	понять это	1	1
1142	нее в	3	1
1143	осознавать и	1	1
1144	задачей и	1	1
1145	в море	2	1
1146	и составляет	1	1
1147	она слишком	1	1
1148	мораль и	2	1
1149	ножки например	1	1
1150	мысли и	2	1
1151	можно определить	1	1
1152	что многие	1	1
1153	с более	1	1
1154	что дело	1	1
1155	в частном	1	1
1156	в поэзию	1	1
1157	намека на	1	1
1158	нас в	1	1
1159	всего мы	1	1
1160	например с	1	1
1161	он развивает	1	1
1162	одно из	4	1
1163	поэта как	1	1
1164	разных авторов	1	1
1165	к системе	1	1
1166	шкловский и	1	1
1167	первой и	1	1
1168	является слово	1	1
1169	именно эти	1	1
1170	по мере	1	1
1171	зрения потебни	1	1
1172	котором они	1	1
1173	кошка и	1	1
1174	и которые	3	1
1175	раз он	1	1
1176	которые будут	1	1
1177	всей ее	2	1
1178	с действительностью	1	1
1179	значение это	1	1
1180	показывает нам	1	1
1181	образом отступления	1	1
1182	на свой	1	1
1183	образом все	1	1
1184	вот что	1	1
1185	и сам	1	1
1186	и каково	1	1
1187	или от	2	1
1188	эта действительность	1	1
1189	жизнь в	1	1
1190	тех объективных	1	1
1191	каким образом	1	1
1192	частном случае	1	1
1193	быть к	1	1
1194	самое и	1	1
1195	отчетливо и	1	1
1196	из самых	1	1
1197	его смысл	1	1
1198	является основным	1	1
1199	виде очень	1	1
1200	он полагает	1	1
1201	в построении	1	1
1202	поэтический стиль	1	1
1203	линии и	1	1
1204	между прочим	1	1
1205	поэзии на	1	1
1206	мы получаем	1	1
1207	наоборот на	1	1
1208	похож на	1	1
1209	самая эта	1	1
1210	что без	1	1
1211	а всегда	1	1
1212	и вместе	3	1
1213	то почему	1	1
1214	в порядке	4	1
1215	через известный	1	1
1216	одновременно и	3	1
1217	та система	2	1
1218	значение если	1	1
1219	на эту	2	1
1220	собой не	1	1
1221	только для	3	1
1222	и сделал	1	1
1223	теперь это	1	1
1224	он стремится	1	1
1225	или во	2	1
1226	по своим	2	1
1227	от поэзии	1	1
1228	когда в	4	1
1229	целым рядом	4	1
1230	понято как	1	1
1231	этой стороны	1	1
1232	не оказывается	1	1
1233	серьезности и	1	1
1234	самом конце	3	1
1235	пользуются и	1	1
1236	фразы как	1	1
1237	только что	10	1
1238	но мы	4	1
1239	возможных случаев	3	1
1240	в себя	1	1
1241	как только	4	1
1242	определяется не	1	1
1243	полагают что	1	1
1244	все их	2	1
1245	мы с	1	1
1246	это очень	1	1
1247	нет у	1	1
1248	понять как	1	1
1249	действительность и	4	1
1250	и эстетики	1	1
1251	произведения что	1	1
1252	всего они	1	1
1253	и грубой	1	1
1254	тем в	3	1
1255	глубока и	1	1
1256	нам не	2	1
1257	понятно что	1	1
1258	было не	1	1
1259	то событие	1	1
1260	на этой	1	1
1261	эти герои	1	1
1262	которые мы	2	1
1263	можно не	1	1
1264	той степени	2	1
1265	и такие	2	1
1266	не наоборот	1	1
1267	в объяснении	1	1
1268	от исторической	1	1
1269	существование и	1	1
1270	ясное и	1	1
1271	можем не	2	1
1272	именно такое	1	1
1273	и который	2	1
1274	заключены в	1	1
1275	случаи когда	1	1
1276	силы и	3	1
1277	своей природе	1	1
1278	быть сама	1	1
1279	поэзии есть	1	1
1280	это делается	1	1
1281	его утверждение	1	1
1282	сюжет и	2	1
1283	почти исключительно	1	1
1284	оказывается и	1	1
1285	какого-нибудь определенного	1	1
1286	из жизни	1	1
1287	бы если	1	1
1288	тело и	1	1
1289	больше того	1	1
1290	возможность применения	1	1
1291	времени в	1	1
1292	заключается что	1	1
1293	которыми он	1	1
1294	существенное значение	1	1
1295	которых не	1	1
1296	остроумный художник	1	1
1297	но вся	2	1
1298	этой связи	1	1
1299	и той	4	1
1300	из самого	1	1
1301	положений и	1	1
1302	в шахматах	1	1
1303	если так	2	1
1304	случае мы	1	1
1305	пониманию и	1	1
