N	2gram	Bakhtin_KF	KulturaY
229	и именно	2	6
230	от этого	2	6
231	той или	3	6
232	на этом	1	6
233	так называемые	1	6
234	должны быть	1	6
235	однако что	2	6
236	то или	2	6
237	или иное	2	6
238	я в	1	6
239	главным образом	1	6
240	его к	2	6
241	оно не	2	6
242	если не	2	6
243	но только	1	6
244	содержание и	2	6
245	на основе	7	6
246	же время	2	6
247	соответствии с	2	6
248	тем же	1	6
249	в себе	21	6
250	мы не	3	6
251	языка это	1	6
252	или в	1	6
253	этого не	1	6
254	если и	1	6
255	что эти	1	6
256	может иметь	2	6
257	что значит	2	6
258	дело не	2	6
259	не с	1	6
260	говоря о	1	6
261	чтобы не	2	6
262	это только	2	6
263	приводит к	1	6
264	как к	2	6
265	нуждается в	1	6
266	в каком-то	1	6
267	и к	1	5
268	еще более	2	5
269	не как	4	5
270	и даже	1	5
271	имеет смысл	1	5
272	в духе	1	5
273	и того	2	5
274	в другом	3	5
275	связь между	1	5
276	превращается в	1	5
277	могло бы	4	5
278	никогда не	5	5
279	и он	1	5
280	к себе	2	5
281	чем в	1	5
282	живет и	1	5
283	я и	5	5
284	здесь как	1	5
285	но как	5	5
286	в форме	1	5
287	в современной	3	5
288	всех этих	3	5
289	одного и	2	5
290	смысле слова	1	5
291	в отношении	1	5
292	конечно и	1	5
293	к его	1	5
294	относится к	1	5
295	быть не	2	5
296	смысл который	1	5
297	не будем	1	5
298	а это	2	5
299	о нем	4	5
300	и от	1	5
301	но с	1	5
302	более что	1	5
303	по своему	3	5
304	для нашей	1	5
305	только не	1	5
306	в конечном	1	5
307	и их	6	5
308	говорим о	2	5
309	мы должны	1	5
310	как не	1	5
311	пр и	1	5
312	лишь как	3	5
313	отношение к	6	5
314	в каких	1	5
315	и только	7	5
316	случае мы	2	4
317	одно из	1	4
318	конечном счете	1	4
319	и где	1	4
320	в различных	1	4
321	уже и	1	4
322	до того	1	4
323	всего этого	1	4
324	быть в	4	4
325	как я	1	4
326	не мог	1	4
327	к нему	12	4
328	всего в	1	4
329	значит не	1	4
330	его в	5	4
331	ответственность за	2	4
332	но он	1	4
333	не о	2	4
334	что за	2	4
335	это есть	2	4
336	характер и	1	4
337	но ведь	5	4
338	между ними	1	4
339	себе и	3	4
340	и это	12	4
341	в смысле	6	4
342	остается в	1	4
343	в каждом	3	4
344	мы можем	1	4
345	данный момент	3	4
346	ли это	2	4
347	в лучшем	1	4
348	эти слова	1	4
349	не дает	3	4
350	могла бы	4	4
351	и все	9	4
352	и по	1	4
353	наше время	1	4
354	утверждать что	1	4
355	во втором	1	4
356	как таковой	1	4
357	это уже	2	4
358	из которых	2	4
359	я имею	3	4
360	здесь мы	4	4
361	на месте	1	4
362	отношения к	1	4
363	бы не	3	4
364	который не	1	4
365	в известном	1	4
366	все они	2	4
367	ни на	1	4
368	первом случае	1	4
369	не имеют	1	4
370	не должно	3	4
371	и содержание	5	4
372	именно на	2	4
373	для меня	22	4
374	он есть	1	4
375	а лишь	3	4
376	в данной	1	4
377	мог бы	1	4
378	подойти к	1	4
379	формы и	1	4
380	и было	1	4
381	в виде	2	4
382	в стороне	1	4
383	на все	1	4
384	поскольку она	2	4
385	для самого	1	4
386	такой же	1	4
387	говорить об	1	4
388	это в	1	4
389	не более	1	4
390	не к	1	4
391	а то	1	4
392	все что	1	3
393	со всем	5	3
394	можно и	2	3
395	тем как	3	3
396	мысли и	1	3
397	и говорить	1	3
398	и рядом	1	3
399	помнить что	1	3
400	жизнь в	1	3
401	все дело	1	3
402	в последнем	1	3
403	другое дело	2	3
404	в это	2	3
405	но мы	1	3
406	и такие	1	3
407	раз и	2	3
408	отсюда и	3	3
409	за собой	1	3
410	себе в	1	3
411	всего что	1	3
412	к ним	4	3
413	настоящее время	1	3
414	в контексте	5	3
415	от них	1	3
416	в противном	1	3
417	для этой	3	3
418	в системе	1	3
419	на своем	3	3
420	случае когда	1	3
421	или иным	2	3
422	бы то	2	3
423	то для	1	3
424	в большинстве	1	3
425	всю свою	1	3
426	политика в	1	3
427	быть только	8	3
428	ссылки на	1	3
429	большинстве случаев	1	3
430	разве не	2	3
431	не нужно	2	3
432	именно как	1	3
433	от себя	10	3
434	на нем	2	3
435	то ни	2	3
436	не раз	1	3
437	смысла и	2	3
438	целом и	3	3
439	известном смысле	1	3
440	только с	3	3
441	что есть	2	3
442	о его	1	3
443	мы будем	1	3
444	образом в	1	3
445	в него	2	3
446	лишь по	1	3
447	он действительно	1	3
448	меня и	3	3
449	та же	3	3
450	например что	1	3
451	содержания и	2	3
452	важно однако	1	3
453	и делает	3	3
454	вместо того	1	3
455	и мы	2	3
456	показать что	1	3
457	если это	1	3
458	и действительно	6	3
459	том смысле	1	3
460	не знать	1	3
461	его и	2	3
462	более чем	1	3
463	на некоторых	1	3
464	но здесь	3	3
465	не знаю	1	3
466	так чтобы	1	3
467	и уже	1	3
468	не могло	1	3
469	значение для	1	3
470	в данных	1	3
471	нет и	3	3
472	и под	2	3
473	она может	1	3
474	лучше всего	1	3
475	можно конечно	1	3
476	том же	1	3
477	с него	1	3
478	в настоящее	1	3
479	именно к	1	3
480	следовательно и	1	3
481	для него	13	3
482	не для	1	3
483	за этим	1	3
484	менее всего	6	3
485	противном случае	1	3
486	и я	6	3
487	на его	1	3
488	и эти	2	3
489	а как	2	3
490	не по	4	3
491	в искусстве	1	3
492	лучшем случае	1	3
493	и может	3	3
494	признать что	1	3
495	а скорее	1	3
496	котором говорит	1	3
497	данной области	1	2
498	во всем	7	2
499	они имеют	1	2
500	от него	3	2
501	мы найдем	1	2
502	и содержания	2	2
503	чтобы дать	2	2
504	ровно ничего	1	2
505	здесь то	1	2
506	дело с	2	2
507	смысле и	2	2
508	из всех	1	2
509	или нет	1	2
510	ведь только	1	2
511	в принципе	2	2
512	но сам	1	2
513	его от	1	2
514	нами в	2	2
515	в живом	1	2
516	он имеет	2	2
517	будет тем	1	2
518	в жизни	2	2
519	меня в	3	2
520	имеет место	1	2
521	только через	1	2
522	выражения и	1	2
523	здесь дело	1	2
524	выход из	2	2
525	тем или	1	2
526	поскольку он	3	2
527	культуры в	1	2
528	свой смысл	1	2
529	конечно можно	1	2
530	сам же	1	2
531	к смыслу	1	2
532	мысли что	1	2
533	во все	1	2
534	в действительности	1	2
535	что этот	3	2
536	не должен	3	2
537	и иных	1	2
538	но эти	1	2
539	но может	1	2
540	между отдельными	1	2
541	таким путем	1	2
542	и когда	2	2
543	как оно	2	2
544	где и	1	2
545	любви к	1	2
546	содержания в	1	2
547	есть действительно	2	2
548	такая же	1	2
549	находится в	1	2
550	смысл лишь	2	2
551	исходит из	1	2
552	момент в	7	2
553	одна из	1	2
554	а следовательно	3	2
555	понятие о	1	2
556	едва ли	2	2
557	действительно в	1	2
558	конечно только	1	2
559	на почве	1	2
560	действительно ли	2	2
561	не выходит	1	2
562	вообще а	1	2
563	смысле в	2	2
564	ни было	4	2
565	ее можно	1	2
566	и через	1	2
567	ее целом	3	2
568	теряет свою	1	2
569	они будут	1	2
570	бы что	1	2
571	что между	1	2
572	лежит в	1	2
573	к настоящему	1	2
574	первая часть	1	2
575	является и	1	2
576	утверждение что	1	2
577	ее от	2	2
578	и приводит	1	2
579	который по	1	2
580	дано в	1	2
581	осталась бы	1	2
582	вследствие того	1	2
583	место и	2	2
584	дело лишь	1	2
585	а действительно	1	2
586	его жизни	3	2
587	нужно еще	1	2
588	в себя	8	2
589	точек зрения	1	2
590	много и	1	2
591	не был	1	2
592	но можно	4	2
593	их не	1	2
594	смысловое содержание	6	2
595	мысль и	2	2
596	которой и	1	2
597	ни была	1	2
598	содержания не	1	2
599	не будет	2	2
600	к такой	1	2
601	что эта	2	2
602	и тот	3	2
603	самого смысла	1	2
604	а тем	1	2
605	равно как	1	2
606	его как	5	2
607	но есть	2	2
608	и др	1	2
609	что только	2	2
610	здесь я	1	2
611	в данный	3	2
612	и чтобы	1	2
613	вся эта	2	2
614	себе как	2	2
615	никто конечно	1	2
616	эти различения	2	2
617	к такому	1	2
618	контекст где	2	2
619	я уже	2	2
620	само слово	1	2
621	как с	1	2
622	переходит в	1	2
623	следует из	1	2
624	и должен	2	2
625	поэтому в	1	2
626	смысле можно	1	2
627	однако он	1	2
628	самого по	1	2
629	связанная с	1	2
630	слова мы	1	2
631	творчества и	1	2
632	должен был	1	2
633	поэтому и	1	2
634	с этого	2	2
635	отличаются от	1	2
636	всегда в	1	2
637	в моем	6	2
638	это положение	1	2
639	с целью	1	2
640	он будет	1	2
641	пройти мимо	2	2
642	и вопрос	1	2
643	подхода к	2	2
644	и так	1	2
645	и просто	2	2
646	никто не	1	2
647	как индивидуальная	1	2
648	нет в	4	2
649	этих случаях	1	2
650	ничего общего	2	2
651	этот процесс	1	2
652	который и	1	2
653	своем месте	2	2
654	думать что	2	2
655	но оно	1	2
656	не является	1	2
657	можно установить	1	2
658	это понятие	1	2
659	совершенно иной	1	2
660	еще на	1	2
661	лежат в	3	2
662	и теперь	1	2
663	для нее	9	2
664	отношении к	2	2
665	мы получим	2	2
666	смысл в	3	2
667	и до	1	2
668	имеем в	2	2
669	стороны ее	2	2
670	все в	1	2
671	образом то	1	2
672	одной из	1	2
673	не стоит	1	2
674	не из	2	2
675	он должен	1	2
676	этот термин	1	2
677	всего можно	1	2
678	ничем не	1	2
679	зависит от	1	2
680	конечно в	2	2
681	в определенных	1	2
682	для всего	1	2
683	он и	2	2
684	в литературе	1	2
685	отсюда следует	2	2
686	ее в	1	2
687	где он	3	2
688	здесь в	1	2
689	сознания и	3	2
690	же не	1	2
691	а все	3	2
692	отказаться от	2	2
693	когда оно	1	2
694	о возможности	1	2
695	дело в	2	2
696	же будет	1	2
697	чтобы быть	2	2
698	возможно и	1	2
699	основана на	1	2
700	один и	3	2
701	до их	1	2
702	это было	2	2
703	для которого	3	2
704	бы совершенно	1	2
705	в одной	1	2
706	приобретает значение	1	2
707	я позволю	1	2
708	и мысли	1	2
709	только к	1	2
710	же с	2	2
711	связанных с	1	2
712	она должна	1	2
713	с основной	1	2
714	в основных	1	2
715	ни один	1	2
716	быть и	3	2
717	а некоторый	1	2
718	а по	2	2
719	самого факта	2	2
720	отношений между	1	2
721	каждый раз	1	2
722	которую я	2	2
723	которой мы	1	2
724	как таковая	1	2
725	поскольку оно	1	2
726	же на	1	2
727	все содержание	1	2
728	сказать в	1	2
729	даже для	1	2
730	это можно	2	2
731	позволю себе	1	2
732	жизни и	8	2
733	который знает	1	2
734	вот этот-то	1	2
735	ведь и	1	2
736	дело здесь	2	2
737	не можем	1	2
738	возможна только	1	2
739	можно только	1	2
740	более не	1	1
741	практически не	1	1
742	было показано	1	1
743	это утверждение	1	1
744	человеческой жизни	1	1
745	не нужна	1	1
746	место при	1	1
747	самого себя	1	1
748	за исключением	1	1
749	культуры из	1	1
750	это лишь	1	1
751	найти и	1	1
752	момента в	1	1
753	и культура	1	1
754	под ним	2	1
755	это значит	1	1
756	же мысль	1	1
757	именно она	2	1
758	самым оно	1	1
759	не об	1	1
760	не зависит	1	1
761	и иное	1	1
762	подписаться под	1	1
763	работы здесь	1	1
764	с собой	1	1
765	об отдельных	1	1
766	связь с	1	1
767	ни одна	2	1
768	он плох	2	1
769	проблемы в	1	1
770	их смысле	1	1
771	в некотором	3	1
772	да мы	1	1
773	под эти	1	1
774	и законов	1	1
775	слово может	1	1
776	в ткань	1	1
777	ибо если	1	1
778	и требует	1	1
779	к другим	1	1
780	если он	1	1
781	значительной степени	1	1
782	стороны в	3	1
783	я могу	5	1
784	и общее	2	1
785	самого и	1	1
786	их в	1	1
787	чтобы знать	1	1
788	одновременно и	1	1
789	его все	1	1
790	бы условиях	1	1
791	не умеем	1	1
792	сознания как	2	1
793	может дать	3	1
794	прочим и	1	1
795	превосходной книге	1	1
796	себя не	3	1
797	мир и	1	1
798	найти себя	1	1
799	не понимая	1	1
800	действительно и	3	1
801	относиться к	1	1
802	определяется не	1	1
803	для выражения	2	1
804	сделать в	1	1
805	перестает быть	1	1
806	нуждаются в	1	1
807	действительного и	1	1
808	как таковому	1	1
809	шире и	1	1
810	книге о	1	1
811	то этот	1	1
812	которой он	2	1
813	стал бы	2	1
814	быть лучше	1	1
815	каково бы	1	1
816	но ему	1	1
817	она могла	2	1
818	мы признаем	1	1
819	все свои	1	1
820	но во	1	1
821	оно могло	1	1
822	каком бы	1	1
823	тогда совершенно	1	1
824	что первая	1	1
825	и другой	1	1
826	с другим	4	1
827	суждения и	2	1
828	с нашим	1	1
829	в этот	1	1
830	задана как	1	1
831	положений и	1	1
832	конечно может	1	1
833	только на	1	1
834	имеют смысл	1	1
835	таких отношений	1	1
836	что ее	1	1
837	от своей	5	1
838	их для	2	1
839	как таковую	1	1
840	взято из	1	1
841	теперь к	1	1
842	но этот	2	1
843	перейдем теперь	1	1
844	пока еще	1	1
845	не становится	1	1
846	полную аналогию	1	1
847	только возможности	2	1
848	факт признания	1	1
849	этими людьми	1	1
850	смысле не	2	1
851	отсюда для	1	1
852	нее в	2	1
853	есть это	1	1
854	путь от	1	1
855	в отвлечении	5	1
856	и значении	1	1
857	во всей	4	1
858	и конкретными	1	1
859	только факт	1	1
860	это что	1	1
861	ним как	1	1
862	теории и	3	1
863	нам остается	1	1
864	он живет	1	1
865	лишь при	3	1
866	действительное бытие	1	1
867	к этим	1	1
868	эта же	1	1
869	суждения а	1	1
870	но там	1	1
871	себя в	8	1
872	этих последних	1	1
873	научного мышления	2	1
874	с разных	1	1
875	не найдем	1	1
876	то например	1	1
877	себя много	1	1
878	поможет нам	1	1
879	и оба	1	1
880	принципе как	1	1
881	которой я	2	1
882	во всех	11	1
883	мы видим	1	1
884	этой задачи	1	1
885	собой и	1	1
886	не противоречит	1	1
887	никогда бы	1	1
888	где его	2	1
889	она и	1	1
890	времени можно	1	1
891	от его	5	1
892	сказать и	1	1
893	это будет	1	1
894	его превосходной	1	1
895	этом ее	1	1
896	она в	1	1
897	остальное в	1	1
898	притом не	1	1
899	смысл которого	1	1
900	первые три	1	1
901	для которой	3	1
902	и некоторым	1	1
903	в моей	1	1
904	есть просто	1	1
905	если ты	3	1
906	возможна не	1	1
907	развивается как	1	1
908	слово не	3	1
909	будем говорить	1	1
910	с нашей	1	1
911	или иную	1	1
912	и индивидуальное	1	1
913	не станет	1	1
914	противоречие между	1	1
915	научного и	1	1
916	в контекст	2	1
917	есть еще	1	1
918	самого термина	1	1
919	бы только	1	1
920	или не	1	1
921	он может	2	1
922	чем ближе	1	1
923	события в	3	1
924	трудно бывает	1	1
925	и отношения	3	1
926	к чему	3	1
927	важным для	1	1
928	этого утверждения	1	1
929	как его	4	1
930	мне в	4	1
931	предмет как	2	1
932	здесь же	1	1
933	этом последнем	1	1
934	предметом не	1	1
935	есть именно	2	1
936	смысловой и	1	1
937	само это	1	1
938	для решения	1	1
939	вообще есть	1	1
940	между собой	1	1
941	его смысловой	1	1
942	определенной цели	1	1
943	как конкретный	1	1
944	на границе	1	1
945	основе своего	1	1
946	в эту	1	1
947	но никто	1	1
948	но к	1	1
949	действительности и	1	1
950	и могло	1	1
951	понятий и	1	1
952	в тон	1	1
953	в мою	1	1
954	только от	1	1
955	необходимое условие	1	1
956	из только	1	1
957	и чистоту	1	1
958	наличности в	2	1
959	если оно	1	1
960	из первого	1	1
961	жива и	1	1
962	только путем	1	1
963	его действительный	1	1
964	как факт	1	1
965	в живой	1	1
966	этой своей	1	1
967	отношении я	1	1
968	в отношение	1	1
969	как единство	1	1
970	оказалось бы	1	1
971	когда я	3	1
972	от единства	1	1
973	отличен от	1	1
974	приводит и	1	1
975	не тот	1	1
976	недостаточно одной	1	1
977	совсем не	2	1
978	смыслового содержания	6	1
979	их истинность	1	1
980	и исторический	1	1
981	кажется что	2	1
982	именно что	1	1
983	и смысла	1	1
984	такой постановке	1	1
985	и та	3	1
986	где же	1	1
987	не способна	2	1
988	по своей	1	1
989	что некоторое	1	1
990	народа по	1	1
991	единицы и	1	1
992	нечто вроде	2	1
993	всякого другого	1	1
994	в акте	3	1
995	конца и	1	1
996	являются лишь	1	1
997	невозможен и	1	1
998	него здесь	1	1
999	не видя	1	1
1000	культуры и	5	1
1001	и никогда	1	1
1002	есть категория	2	1
1003	и каждый	1	1
1004	но нет	2	1
1005	три строки	1	1
1006	мысль в	1	1
1007	ее а	1	1
1008	нашей точки	1	1
1009	отчетливо и	1	1
1010	в первой	1	1
1011	живое слово	1	1
1012	бы быть	5	1
1013	значило бы	2	1
1014	действительно есть	1	1
1015	к живому	1	1
1016	бы ни	1	1
1017	которому и	1	1
1018	я люблю	1	1
1019	форму и	1	1
1020	значения как	1	1
1021	своего развития	1	1
1022	бы я	1	1
1023	отнести данное	1	1
1024	в один	1	1
1025	ко всякому	1	1
1026	имеет дело	1	1
1027	ней все	1	1
1028	иного индивидуума	1	1
1029	на пользу	1	1
1030	сам этот	2	1
1031	любви и	1	1
1032	теперь они	1	1
1033	здесь-то и	1	1
1034	образом и	1	1
1035	от до	1	1
1036	оправдания не	1	1
1037	и этот	3	1
1038	какой-нибудь практической	1	1
1039	совершенно правильно	1	1
1040	и конечно	2	1
1041	к единой	1	1
1042	то есть	1	1
1043	такова же	1	1
1044	поскольку мы	4	1
1045	как содержание	1	1
1046	факта что	1	1
1047	его с	2	1
1048	живет в	1	1
1049	нас как	1	1
1050	для себя	7	1
1051	на первом	2	1
1052	освободиться от	1	1
1053	теоретического содержания	1	1
1054	нем как	4	1
1055	чтобы стать	2	1
1056	необходимо если	1	1
1057	его но	1	1
1058	к выводу	1	1
1059	науки и	1	1
1060	быть противопоставлен	1	1
1061	никем и	1	1
1062	нового времени	1	1
1063	постольку поскольку	2	1
1064	и целого	1	1
1065	знания в	1	1
1066	она становится	1	1
1067	совершенно несправедливо	1	1
1068	дать в	1	1
1069	здесь один	1	1
1070	этого единства	1	1
1071	в некое	2	1
1072	есть проблема	1	1
1073	до этого	1	1
1074	ни о	1	1
1075	и единство	3	1
1076	принципиально иной	1	1
1077	не получил	1	1
1078	месте и	1	1
1079	полное слово	2	1
1080	конечно уже	1	1
1081	со мной	7	1
1082	за волосы	1	1
1083	нет он	1	1
1084	разных точек	1	1
1085	в составе	2	1
1086	и будет	1	1
1087	и факт	3	1
1088	и поскольку	1	1
1089	к таким	1	1
1090	вышла из	1	1
1091	может стать	1	1
1092	возникает лишь	1	1
1093	которые могут	1	1
1094	которого является	1	1
1095	и полнее	1	1
1096	жизни в	5	1
1097	себя и	5	1
1098	который я	1	1
1099	ему и	1	1
1100	делает своим	1	1
1101	что необходимо	1	1
1102	этом его	2	1
1103	он если	1	1
1104	поскольку я	12	1
1105	своей жизни	1	1
1106	говорят об	1	1
1107	где ее	1	1
1108	нет ничего	1	1
1109	влечет за	1	1
1110	имеют в	1	1
1111	в основе	5	1
1112	его собственном	1	1
1113	же я	1	1
1114	всякого культурного	1	1
1115	где эти	1	1
1116	меня с	1	1
1117	как начало	1	1
1118	даже к	1	1
1119	в историю	1	1
1120	как одно	1	1
1121	совпадает с	1	1
1122	в значительной	1	1
1123	это какой-то	1	1
1124	бы по	1	1
1125	мы уже	1	1
1126	какие бы	1	1
1127	этом пути	1	1
1128	отвлечении от	6	1
1129	но лишь	7	1
1130	из его	3	1
1131	а через	1	1
1132	это ее	1	1
1133	субъекта в	1	1
1134	время есть	1	1
1135	то все	1	1
1136	не носит	1	1
1137	в истинности	1	1
1138	в которую	1	1
1139	его делает	1	1
1140	что тем	1	1
1141	как если	1	1
1142	в теоретической	2	1
1143	нечего делать	1	1
1144	содержание которое	1	1
1145	чем не	4	1
1146	о словах	1	1
1147	жизни это	1	1
1148	невозможна в	1	1
1149	это различие	1	1
1150	было и	2	1
1151	а во	1	1
1152	как свой	1	1
1153	к двум	1	1
1154	ее не	1	1
1155	к следующему	1	1
1156	и во	1	1
1157	исключительно на	1	1
1158	целом в	1	1
1159	жизни каждая	1	1
1160	на чем	1	1
1161	в сознании	2	1
1162	разуму и	1	1
1163	слово и	1	1
1164	содержанием и	1	1
1165	свое содержание	1	1
1166	здесь и	1	1
1167	в соответствующих	1	1
1168	мышление в	1	1
1169	как-то не	1	1
1170	как предмет	2	1
1171	к той	1	1
1172	этих терминов	1	1
1173	из него	4	1
1174	как мой	1	1
1175	мы возьмем	1	1
1176	человека но	1	1
1177	меня не	4	1
1178	уже с	1	1
1179	контекст его	1	1
1180	находятся в	1	1
1181	и точности	1	1
1182	и развивается	2	1
1183	знать что	2	1
1184	что ему	1	1
1185	следовательно у	1	1
1186	содержания а	1	1
1187	ему в	2	1
1188	и иначе	1	1
1189	нем для	1	1
1190	одном случае	1	1
1191	может не	2	1
1192	но прежде	1	1
1193	о принципе	1	1
1194	не нужен	2	1
1195	в последней	1	1
1196	быть единственным	1	1
1197	она сама	1	1
1198	целом есть	1	1
1199	в предыдущем	1	1
1200	которых он	1	1
1201	или с	1	1
1202	значит еще	1	1
1203	каких бы	1	1
1204	не содержит	1	1
1205	день и	1	1
1206	так по	1	1
1207	бытие и	3	1
1208	имеет смысла	1	1
1209	эта функция	1	1
1210	и смысл	2	1
1211	не существует	1	1
1212	что мне	1	1
1213	с которым	1	1
1214	здесь нет	3	1
1215	бы для	1	1
1216	следующие строки	1	1
1217	что историческое	1	1
1218	и эта	2	1
1219	потому должен	1	1
1220	все силы	1	1
1221	и индивидуального	1	1
1222	систему и	1	1
1223	жизни может	1	1
1224	своей функции	1	1
1225	внимание в	1	1
1226	в движение	1	1
1227	бы более	1	1
1228	и единственным	1	1
1229	как целое	1	1
1230	не подлежит	1	1
1231	истины и	2	1
1232	но я	2	1
1233	а их	1	1
1234	есть только	1	1
1235	и утверждается	1	1
1236	и конкретной	1	1
1237	остановимся на	1	1
1238	в действительной	4	1
1239	и оно	1	1
1240	следует конечно	2	1
1241	и смысловой	2	1
1242	и таким	1	1
1243	научных и	1	1
1244	это факт	1	1
1245	мысли в	1	1
1246	действительный смысл	1	1
1247	должно знать	1	1
1248	но конечно	3	1
1249	другом случае	1	1
1250	жизнь и	2	1
1251	ко мне	6	1
1252	сказать только	1	1
1253	которого и	2	1
1254	и других	2	1
1255	области и	3	1
1256	оба эти	2	1
1257	в конкретной	3	1
1258	значит что	1	1
1259	а просто	1	1
1260	которую мы	1	1
1261	их развития	1	1
1262	не решает	1	1
1263	терминах и	1	1
1264	может возникнуть	1	1
1265	но при	1	1
1266	его не	1	1
1267	где я	4	1
1268	и ни	3	1
1269	ту или	1	1
1270	субъекта и	1	1
1271	мы наблюдали	1	1
1272	входит в	4	1
1273	во второй	1	1
1274	свою жизнь	2	1
1275	с ее	2	1
1276	самое что	1	1
1277	он за	1	1
1278	этот факт	2	1
1279	единого в	1	1
1280	имеем здесь	1	1
1281	этого конечно	1	1
1282	нет не	1	1
1283	это единственная	1	1
1284	единое и	5	1
1285	же самое	1	1
1286	ведь это	2	1
1287	по всей	1	1
1288	с которой	1	1
1289	что подобные	1	1
1290	нужно помнить	1	1
1291	оно должно	1	1
1292	место не	2	1
1293	и каждая	1	1
1294	есть некая	1	1
1295	о каких	1	1
1296	это много	1	1
1297	и ее	2	1
1298	бы он	2	1
1299	есть кризис	1	1
1300	можно быть	1	1
