N	3gram	Propp_Russ	Myshleni
277	имея в виду	1	1
278	что здесь на	1	1
279	приводит его к	1	1
280	пришел к выводу	1	1
281	это показывает что	4	1
282	прежде всего как	1	1
283	тому что именно	1	1
284	этого вопроса в	1	1
285	и на другие	1	1
286	и у нас	2	1
287	том основании что	1	1
288	но этого мало	1	1
289	указать еще на	1	1
290	и могут быть	1	1
291	этом мы можем	1	1
292	это обстоятельство не	1	1
293	из них состоит	1	1
294	то что и	1	1
295	еще и в	1	1
296	ни о каких	1	1
297	все то же	1	1
298	одна из основных	1	1
299	как мы знаем	1	1
300	представление о причине	1	1
301	те или другие	1	1
302	не более как	1	1
303	между тем это	3	1
304	привела к тому	1	1
305	значит что они	1	1
306	об этом мы	1	1
307	может быть правильно	1	1
308	может дать в	1	1
309	в нашем сознании	1	1
310	и не случайно	1	1
311	и что ему	1	1
312	ни одна из	2	1
313	к ее началу	1	1
314	и все другие	1	1
315	значения и смысла	1	1
316	и что с	1	1
317	необходимо иметь в	1	1
318	этом случае он	1	1
319	вопрос который в	1	1
320	и это не	1	1
321	существует независимо от	1	1
322	оставляет сомнений в	2	1
323	не во всей	1	1
324	не играют никакой	1	1
325	оно зависит от	1	1
326	представляет как бы	1	1
327	она не имеет	1	1
328	ту сторону этой	1	1
329	нас к другому	1	1
330	и в и	1	1
331	он должен был	1	1
332	и т д	12	1
333	это таким образом	1	1
334	как это вытекает	1	1
335	не оставляют сомнения	1	1
336	этого слова в	1	1
337	на том основании	1	1
338	по его мнению	1	1
339	и наконец в	1	1
340	для обозначения одного	1	1
341	до того момента	1	1
342	по своему происхождению	2	1
343	но и на	2	1
344	имели место в	1	1
345	как уже указано	1	1
346	же деле это	1	1
347	каждую из них	1	1
348	ни одно из	2	1
349	у разных народов	1	1
350	не значит что	2	1
351	который мы наблюдаем	1	1
352	на нее как	1	1
353	на интересующие нас	1	1
354	предположить что в	1	1
355	чем можно объяснить	1	1
356	и пр и	1	1
357	подтверждается и другими	1	1
358	что один из	1	1
359	таким образом к	1	1
360	в других местах	9	1
361	которых мы остановимся	1	1
362	как например в	1	1
363	при котором в	1	1
364	не отличаются от	1	1
365	иметь в виду	2	1
366	видеть в этом	1	1
367	при этом не	1	1
368	нас в данном	1	1
369	в одном ряду	1	1
370	она может дать	1	1
371	заставляет думать что	1	1
372	более высокой ступени	1	1
373	не оставляет сомнений	2	1
374	и в других	7	1
375	в некоторых других	1	1
376	не имеет ничего	1	1
377	но и как	1	1
378	себя и не	1	1
379	это не значит	2	1
380	в природе и	1	1
381	несмотря на все	1	1
382	а именно в	1	1
383	для нас особенно	1	1
384	для нас важно	1	1
385	которые имели место	1	1
386	том же а	2	1
387	для этой цели	2	1
388	так же в	1	1
389	встал на путь	1	1
390	в нашей стране	1	1
391	в своем значении	1	1
392	так обстояло дело	2	1
393	те из них	1	1
394	собой не что	1	1
395	играют никакой роли	1	1
396	мы увидим не	1	1
397	тому что в	1	1
398	и в том	2	1
399	этот вопрос можно	1	1
400	не связаны с	2	1
401	обозначения одного и	1	1
402	сомнение в том	1	1
403	одним из самых	1	1
404	так как по	1	1
405	не совсем так	1	1
406	из них в	1	1
407	могут рассматриваться как	1	1
408	для дальнейшего развития	1	1
409	своей книги он	1	1
410	в некоторых случаях	1	1
411	перед нами как	1	1
412	но и потому	1	1
413	оставляют сомнения в	1	1
414	свое внимание на	1	1
415	и остаются на	1	1
416	одно из этих	2	1
417	которые можно было	1	1
418	хотя и не	1	1
419	верят что они	1	1
420	во второй половине	1	1
421	там где это	1	1
422	между тем значение	1	1
423	как мы видим	1	1
424	останавливаться на других	2	1
425	данном случае мы	1	1
426	высокой ступени ее	1	1
427	интересующие нас вопросы	1	1
428	из этих же	1	1
429	в свете приведенных	1	1
430	и то и	1	1
431	ниже при рассмотрении	1	1
432	всяком случае не	1	1
433	и связанные с	2	1
434	с тем есть	1	1
435	же кругу явлений	1	1
436	в русском языке	1	1
437	в таком виде	2	1
438	и для них	2	1
439	ступени ее развития	1	1
440	на этом же	1	1
441	привело к тому	2	1
442	в новой и	1	1
443	вне связи с	1	1
444	мы не будем	4	1
445	у нас нет	1	1
446	это и есть	1	1
447	между прочим в	1	1
448	но здесь он	1	1
449	мы остановимся ниже	1	1
