N	2gram	Propp_Isto	Marksizm
723	со всех	1	2
724	например у	1	2
725	то не	5	2
726	его не	4	2
727	не по	2	2
728	но здесь	5	2
729	важна не	3	2
730	во второй	1	2
731	не находит	2	2
732	есть и	6	2
733	мы пока	2	2
734	ним не	1	2
735	останавливаться на	1	2
736	смысл его	1	2
737	и часто	2	2
738	руку и	3	2
739	нас интересуют	1	2
740	только по	1	2
741	этом и	2	2
742	их можно	1	2
743	и самый	1	2
744	быть дано	1	2
745	и наконец	6	2
746	фигурирует в	1	2
747	а эти	1	2
748	можно только	1	2
749	мир не	2	1
750	и землю	1	1
751	более не	1	1
752	было так	1	1
753	не связан	1	1
754	герою а	1	1
755	силами по	1	1
756	или он	6	1
757	это далеко	1	1
758	отвечает на	1	1
759	выражена в	1	1
760	особый и	1	1
761	и очень	1	1
762	на эти	2	1
763	почва для	1	1
764	выводу что	1	1
765	роль и	1	1
766	которые не	2	1
767	за исключением	1	1
768	быть сделан	1	1
769	условий в	1	1
770	по всему	3	1
771	этой задачей	1	1
772	под ним	1	1
773	а совершенно	1	1
774	случае не	1	1
775	может служить	1	1
776	это объяснение	1	1
777	в некоторых	2	1
778	но тем	2	1
779	говорит о	2	1
780	объяснить его	1	1
781	него в	1	1
782	не хочет	1	1
783	не меняется	1	1
784	требует от	1	1
785	может развиться	1	1
786	мог сделаться	1	1
787	его от	1	1
788	бы с	2	1
789	противоречие с	1	1
790	с собой	7	1
791	связь совершенно	1	1
792	все этапы	1	1
793	в предыдущей	1	1
794	это делают	1	1
795	показывает нам	1	1
796	именно и	1	1
797	из двух	1	1
798	относится и	1	1
799	и сам	3	1
800	попасть в	4	1
801	образом что	1	1
802	равно как	1	1
803	уходят в	2	1
804	мысль о	1	1
805	не попасть	1	1
806	еще некоторые	1	1
807	доказывает что	5	1
808	весь путь	1	1
809	или на	1	1
810	и требует	1	1
811	представление о	9	1
812	выражено в	2	1
813	пор мы	3	1
814	развития но	1	1
815	форме в	1	1
816	только через	3	1
817	что по	2	1
818	приходит в	2	1
819	обоих случаях	1	1
820	нам уже	1	1
821	на эту	1	1
822	но очень	1	1
823	рода эти	1	1
824	может дать	1	1
825	прочим и	2	1
826	за ней	1	1
827	когда в	3	1
828	обычно вовсе	1	1
829	сделать из	1	1
830	как только	5	1
831	где оно	2	1
832	и нет	3	1
833	так если	1	1
834	всякого рода	1	1
835	другую форму	1	1
836	для выражения	1	1
837	и тонкий	1	1
838	влечет за	1	1
839	сведения о	1	1
840	при всей	1	1
841	нам не	1	1
842	общественной морали	1	1
843	рассказ о	2	1
844	в первую	8	1
845	со своей	2	1
846	ее к	2	1
847	еще далеко	1	1
848	не могли	1	1
849	то это	7	1
850	и такие	3	1
851	которой он	3	1
852	эта связь	7	1
853	ему удалось	1	1
854	нас и	1	1
855	так для	1	1
856	третий вдруг	1	1
857	связанных с	1	1
858	не простое	1	1
859	в противоположность	1	1
860	имеет в	1	1
861	выходит из	1	1
862	но даже	1	1
863	для разрешения	1	1
864	не должен	1	1
865	еще почти	1	1
866	продолжает жить	1	1
867	при рассмотрении	1	1
868	другое значение	1	1
869	но то	1	1
870	поэтому если	1	1
871	и должна	1	1
872	во многих	2	1
873	по традиции	1	1
874	действительности он	1	1
875	не всегда	6	1
876	из их	1	1
877	можем назвать	1	1
878	их не	3	1
879	характер они	1	1
880	характер в	2	1
881	уже было	1	1
882	в него	4	1
883	увидим что	2	1
884	в сказочном	2	1
885	же эта	1	1
886	собственно не	3	1
887	и когда	2	1
888	приходит к	4	1
889	обращаясь к	1	1
890	самый факт	1	1
891	людей и	1	1
892	этим не	2	1
893	литературе нет	1	1
894	в рассмотрении	1	1
895	от своей	1	1
896	это сопоставление	1	1
897	иногда прямо	1	1
898	отражает все	1	1
899	отметить что	2	1
900	природы но	1	1
901	от лица	1	1
902	но этот	1	1
903	на ней	5	1
904	друг на	2	1
905	и остается	1	1
906	этого мы	2	1
907	с врагами	1	1
908	он способен	1	1
909	задач в	4	1
910	чтобы они	1	1
911	тех случаях	7	1
912	одинаково и	2	1
913	так все	1	1
914	есть момент	1	1
915	еще одна	4	1
916	приобщения к	1	1
917	на того	1	1
918	что именно	2	1
919	это прежде	1	1
920	европы и	1	1
921	на котором	3	1
922	здесь идет	1	1
923	где все	1	1
924	этом же	2	1
925	в заключение	1	1
926	что имеет	1	1
927	быть с	1	1
928	несколько слов	1	1
929	не происходит	3	1
930	герой и	1	1
931	каждый элемент	1	1
932	есть выражение	1	1
933	или наоборот	2	1
934	то оно	1	1
935	такою же	1	1
936	сам автор	1	1
937	так можно	1	1
938	как нам	1	1
939	землю и	2	1
940	после того	6	1
941	он от	1	1
942	но из	1	1
943	там нет	1	1
944	пути в	1	1
945	на том	10	1
946	той огромной	1	1
947	литературе об	1	1
948	или они	1	1
949	увидим дальше	1	1
950	прийти к	1	1
951	толкование и	1	1
952	и чрезвычайно	1	1
953	по двум	1	1
954	и герой	4	1
955	этот пример	1	1
956	рода его	1	1
957	поэтому всякое	1	1
958	реки и	1	1
959	они что	1	1
960	и через	2	1
961	иного рода	1	1
962	делает это	1	1
963	свет и	1	1
964	в третьем	1	1
965	еще никем	1	1
966	здесь входить	1	1
967	что между	4	1
968	могла появиться	1	1
969	от окружающей	1	1
970	распространена в	1	1
971	здесь явно	1	1
972	второй вопрос	1	1
973	бывает очень	1	1
974	положение и	1	1
975	или не	1	1
976	воспринимается как	1	1
977	утверждение что	1	1
978	муж и	1	1
979	в несколько	1	1
980	живет и	1	1
981	это один	1	1
982	и объяснение	1	1
983	но совершенно	1	1
984	не нуждается	1	1
985	другой же	1	1
986	на себя	3	1
987	быть только	2	1
988	имеются в	1	1
989	на заре	1	1
990	на тот	2	1
991	человек и	1	1
992	характер и	1	1
993	я не	1	1
994	человек в	1	1
995	есть та	2	1
996	здесь перед	1	1
997	долго и	2	1
998	в пределы	1	1
999	герой в	2	1
1000	а его	3	1
1001	уже давно	1	1
1002	больше и	3	1
1003	роли которую	2	1
1004	выше мы	4	1
1005	о которых	1	1
1006	вот на	1	1
1007	воплощена в	2	1
1008	на золотой	1	1
1009	играет роль	1	1
1010	и подобных	1	1
1011	в эту	3	1
1012	он доказывает	1	1
1013	это тоже	1	1
1014	может сделаться	1	1
1015	что их	1	1
1016	под влиянием	2	1
1017	свое место	2	1
1018	из другого	2	1
1019	на которую	1	1
1020	что вот	1	1
1021	истолковать как	1	1
1022	во франции	1	1
1023	не означает	1	1
1024	они же	3	1
1025	перехода от	1	1
1026	в исторической	1	1
1027	и рождение	1	1
1028	может принять	1	1
1029	очень часто	3	1
1030	него есть	3	1
1031	или во	1	1
1032	это чрезвычайно	1	1
1033	не видят	2	1
1034	его наконец	1	1
1035	нам может	1	1
1036	для наших	1	1
1037	широкое и	1	1
1038	в ответ	3	1
1039	не стоят	1	1
1040	можно сделать	2	1
1041	на нем	1	1
1042	но зато	1	1
1043	совершенно так	1	1
1044	за руку	1	1
1045	в приведенном	1	1
1046	почти всегда	6	1
1047	тем и	1	1
1048	и хотя	3	1
1049	доходит до	3	1
1050	и знает	1	1
1051	и другая	1	1
1052	должны были	4	1
1053	или иное	1	1
1054	с визгом	1	1
1055	например по	1	1
1056	в иных	1	1
1057	в землю	1	1
1058	как известно	1	1
1059	она правда	1	1
1060	его никто	1	1
1061	превратилась в	3	1
1062	другая форма	1	1
1063	ту сторону	2	1
1064	он в	4	1
1065	мужчины и	1	1
1066	слова из	1	1
1067	однако в	2	1
1068	совершенно особый	1	1
1069	но есть	5	1
1070	что есть	1	1
1071	затем он	2	1
1072	это приводит	1	1
1073	о его	1	1
1074	приводят к	2	1
1075	хлеб и	1	1
1076	и ты	1	1
1077	в доме	1	1
1078	эта черта	1	1
1079	одновременно в	1	1
1080	идет другой	1	1
1081	имеющихся в	2	1
1082	он обращается	1	1
1083	дает возможность	1	1
1084	в силу	2	1
1085	заранее и	1	1
1086	до наших	1	1
1087	если они	4	1
1088	представление об	6	1
1089	те кто	1	1
1090	в страну	2	1
1091	время он	1	1
1092	бы ни	1	1
1093	на место	2	1
1094	письменный памятник	1	1
1095	значит что	3	1
1096	он создает	1	1
1097	в главное	1	1
1098	это совершенно	1	1
1099	для чего	1	1
1100	задачи не	4	1
1101	в один	2	1
1102	дает ему	2	1
1103	нам кажется	5	1
1104	она встречается	1	1
1105	по наследству	1	1
1106	а ее	1	1
1107	еще одно	2	1
1108	кажется что	7	1
1109	пришел к	2	1
1110	не отличается	1	1
1111	видим и	4	1
1112	здесь это	1	1
1113	рассмотрим еще	1	1
1114	мире и	1	1
1115	это говорит	1	1
1116	можно проследить	1	1
1117	не единственная	2	1
1118	образом и	3	1
1119	и возможно	1	1
1120	мы увидели	1	1
1121	можно понять	1	1
1122	трудная задача	3	1
1123	за ним	3	1
1124	приближается к	1	1
1125	и конечно	1	1
1126	как таковой	1	1
1127	его мнению	1	1
1128	них в	1	1
1129	если в	3	1
1130	также что	1	1
1131	что герой	15	1
1132	на анализе	1	1
1133	своего собственного	1	1
1134	превратились в	1	1
1135	его с	2	1
1136	оно могло	1	1
1137	на ее	1	1
1138	ним и	1	1
1139	эти случаи	8	1
1140	отличное от	1	1
1141	связан с	5	1
1142	в противоречие	1	1
1143	связей с	2	1
1144	в обе	1	1
1145	тогда он	1	1
1146	еще мало	1	1
1147	дела в	1	1
1148	связанное с	1	1
1149	и из	2	1
1150	здесь он	1	1
1151	и этого	1	1
1152	он на	3	1
1153	действительно можно	1	1
1154	его во	1	1
1155	от этой	1	1
1156	совсем так	1	1
1157	передается от	1	1
1158	его но	1	1
1159	здесь с	1	1
1160	как воплощение	1	1
1161	этих способов	1	1
1162	и делает	2	1
1163	то с	1	1
1164	себе не	2	1
1165	него нет	1	1
1166	за это	2	1
1167	к самым	1	1
1168	она становится	1	1
1169	за что	1	1
1170	или ничем	1	1
1171	если не	4	1
1172	этой точки	3	1
1173	функции и	1	1
1174	в обратном	1	1
1175	тесную связь	1	1
1176	с ней	4	1
1177	в моем	1	1
1178	что у	6	1
1179	показать что	1	1
1180	вряд ли	1	1
1181	с социальной	1	1
1182	уже говорили	1	1
1183	то время	4	1
1184	только одной	1	1
1185	так ярко	1	1
1186	который на	1	1
1187	повторяющимся в	1	1
1188	мог быть	1	1
1189	и признаки	1	1
1190	дает право	1	1
1191	только то	1	1
1192	и вопрос	1	1
1193	связанные с	3	1
1194	никем не	1	1
1195	что иное	2	1
1196	влияния на	1	1
1197	он ее	1	1
1198	героя по	1	1
1199	он есть	1	1
1200	не до	1	1
1201	при всех	1	1
1202	нельзя и	1	1
1203	слова очень	1	1
1204	в известном	1	1
1205	оно обычно	1	1
1206	на своем	4	1
1207	во сне	2	1
1208	и было	1	1
1209	историю этого	1	1
1210	же есть	1	1
1211	знакомый нам	1	1
1212	общения а	1	1
1213	выступает как	1	1
1214	он мог	1	1
1215	стороны с	2	1
1216	не входит	1	1
1217	в любой	1	1
1218	этому же	1	1
1219	но оно	3	1
1220	все они	1	1
1221	что наиболее	1	1
1222	как часть	1	1
1223	этого явления	1	1
1224	эти вопросы	1	1
1225	всем этом	1	1
1226	можем отметить	1	1
1227	а если	3	1
1228	ясно и	1	1
1229	и видит	1	1
1230	собой какой-то	1	1
1231	вне поля	1	1
1232	его способность	1	1
1233	нами явление	1	1
1234	в иной	3	1
1235	о котором	1	1
1236	на друга	2	1
1237	случае у	1	1
1238	не физическая	1	1
1239	ее до	1	1
1240	только мы	1	1
1241	героем и	2	1
1242	бы ему	1	1
1243	не дана	1	1
1244	а через	1	1
1245	иных случаях	1	1
1246	есть оно	1	1
1247	в середине	2	1
1248	сознании и	1	1
1249	только тогда	1	1
1250	те случаи	1	1
1251	не понимает	1	1
1252	рассмотрении нашего	1	1
1253	что уже	1	1
1254	в это	3	1
1255	держится во	1	1
1256	своей работе	2	1
1257	на основании	1	1
1258	вводится в	1	1
1259	весь процесс	1	1
1260	может выйти	1	1
1261	не видим	1	1
1262	он например	1	1
1263	видим таким	1	1
1264	если здесь	2	1
1265	в предыдущем	1	1
1266	при помощи	6	1
1267	которые и	1	1
1268	в обоих	1	1
1269	менее случайно	1	1
1270	еще один	3	1
1271	и исторически	2	1
1272	из действительности	1	1
1273	видели не	1	1
1274	собой никакой	1	1
1275	она все	1	1
1276	об этой	2	1
1277	образом не	1	1
1278	же должны	2	1
1279	верно если	1	1
1280	и там	6	1
1281	соответствии с	1	1
1282	и под	3	1
1283	ее не	1	1
1284	первобытного человека	1	1
1285	только одна	2	1
1286	смотрят на	1	1
1287	что я	2	1
1288	в образе	4	1
1289	может оказаться	1	1
1290	к объяснению	1	1
1291	природы и	1	1
1292	языка но	1	1
1293	в высокой	1	1
1294	здесь и	3	1
1295	ко всякого	1	1
1296	мы сразу	1	1
1297	мы выделим	1	1
1298	стоящего на	1	1
1299	приема в	3	1
1300	и обладает	1	1
1301	случаев и	1	1
1302	во времени	1	1
1303	быть случайной	1	1
1304	только наиболее	1	1
1305	стороны он	3	1
1306	вытекает что	1	1
1307	этой формулы	1	1
1308	они были	1	1
1309	всего является	2	1
1310	проследить эту	1	1
1311	формы не	1	1
1312	которые в	3	1
1313	от труда	1	1
