N	2gram	Propp_Isto	Otkroven
308	от того	3	1
309	человека с	2	1
310	цели и	1	1
311	в них	6	1
312	у нее	4	1
313	действующие лица	2	1
314	в форме	1	1
315	говорит он	1	1
316	связь с	12	1
317	не любит	1	1
318	в силе	1	1
319	видно что	5	1
320	перед ним	1	1
321	где оно	1	1
322	не случайно	2	1
323	и даже	4	1
324	в борьбе	1	1
325	мотив в	1	1
326	в глаза	2	1
327	этот период	1	1
328	особого рода	3	1
329	всего что	1	1
330	период когда	1	1
331	показывает нам	2	1
332	если бы	7	1
333	самом деле	1	1
334	у которых	1	1
335	себе что	1	1
336	от всех	1	1
337	иногда и	1	1
338	говорит в	1	1
339	исходит от	1	1
340	и более	3	1
341	и делают	1	1
342	с ними	5	1
343	к чему	2	1
344	была бы	1	1
345	и сам	1	1
346	почему же	1	1
347	всегда в	1	1
348	и можно	1	1
349	дома но	1	1
350	уходят в	1	1
351	есть просто	1	1
352	будто бы	1	1
353	в виду	2	1
354	в силу	2	1
355	на этот	1	1
356	любовь и	1	1
357	почему не	1	1
358	в мир	1	1
359	они всегда	1	1
360	и эта	1	1
361	в эпоху	1	1
362	его как	1	1
363	но есть	3	1
364	духа и	1	1
365	и каждый	1	1
366	заключается в	1	1
367	ведет к	2	1
368	начиная с	1	1
369	ее как	1	1
370	над его	1	1
371	действительно в	1	1
372	и действительно	5	1
373	но нет	1	1
374	он говорит	1	1
375	движении на	1	1
376	бы он	1	1
377	указывает на	6	1
378	русской и	1	1
379	например в	3	1
380	в жизни	3	1
381	в царстве	1	1
382	человеком и	2	1
383	они живут	1	1
384	находится в	4	1
385	и почему	1	1
386	в корне	1	1
387	легенды о	2	1
388	и как	6	1
389	в голову	1	1
390	он попал	1	1
391	все время	2	1
392	к его	1	1
393	есть не	2	1
394	так часто	4	1
395	приходит в	3	1
396	что она	8	1
397	всего он	1	1
398	а именно	8	1
399	жизни и	2	1
400	всю жизнь	2	1
401	одна из	2	1
402	его силы	1	1
403	в мире	1	1
404	он во	1	1
405	с тайной	1	1
406	в разных	1	1
407	состоит из	1	1
408	одном из	3	1
409	и прежде	1	1
410	который в	1	1
411	как в	6	1
412	этого слова	3	1
413	другом месте	1	1
414	как будто	2	1
415	в совершенно	1	1
416	тех которые	1	1
417	на то	4	1
418	говорят о	2	1
419	лица в	1	1
420	а иногда	1	1
421	от этого	1	1
422	нет у	1	1
423	может привести	1	1
424	и я	1	1
425	пощаде и	1	1
426	есть на	1	1
427	и толстым	3	1
428	отличается от	1	1
429	да и	2	1
430	друг с	2	1
431	в новом	1	1
432	видел в	1	1
433	нисколько не	1	1
434	сравнению с	2	1
435	но это	5	1
436	в эти	1	1
437	в это	1	1
438	не стал	1	1
439	из него	3	1
440	себе и	2	1
441	он открывает	1	1
442	с другом	2	1
443	героя из	2	1
444	на своем	1	1
445	но там	1	1
446	и человеческие	1	1
447	она и	1	1
448	к которой	1	1
449	к богу	2	1
450	из них	7	1
451	вовсе не	3	1
452	под влиянием	2	1
453	что как	2	1
454	это так	1	1
455	уже не	11	1
456	доступ к	1	1
457	в одной	4	1
458	указать на	4	1
459	с того	5	1
460	есть один	1	1
461	особенно в	2	1
462	со всеми	1	1
463	с каким	1	1
464	бы в	1	1
465	к другому	1	1
466	а что	1	1
