N	3gram	Voloshinov	Freidism
152	это содержание психики	1	1
153	а может быть	1	1
154	всегда и всюду	3	1
155	могут быть и	1	1
156	он помещает в	1	1
157	но тем не	1	1
158	а как бы	1	1
159	сознания как это	1	1
160	распадается на ряд	1	1
161	того или иного	2	1
162	– это та	2	1
163	превращения его в	1	1
164	от того чтобы	1	1
165	итоги остается подвести	1	1
166	данной речевой группы	1	1
167	такова точка зрения	2	1
168	той или иной	5	1
169	и осуществляется в	1	1
170	том что это	1	1
171	таком случае это	2	1
172	вполне понятно что	4	1
173	вообще не существует	1	1
174	пределах индивидуального организма	1	1
175	по аналогии с	1	1
176	сводится к тому	2	1
177	в слове и	1	1
178	первый план выдвигается	1	1
179	в направлении к	8	1
180	для марксизма в	2	1
181	и накопляются те	1	1
182	в предшествующей главе	1	1
183	возможно только на	2	1
184	является как бы	2	1
185	нет принципиальной границы	1	1
186	между организмом и	1	1
187	в жесте в	1	1
188	вовсе не является	3	1
189	ибо как мы	1	1
190	ни до чего	1	1
191	в каком бы	2	1
192	до известной степени	2	1
193	должен освободиться от	1	1
194	точки зрения не	2	1
195	но и в	3	1
196	от того что	2	1
197	и вот в	1	1
198	лежат в основе	1	1
199	в противоречие с	1	1
200	одна из основных	1	1
201	как мы знаем	6	1
202	по крайней мере	1	1
203	отражает в себе	1	1
204	в данный момент	2	1
205	так и с	1	1
206	по сравнению с	1	1
207	социальной группы к	1	1
208	это – чисто	1	1
209	т.е с точки	1	1
210	имеется в виду	1	1
211	идеологией нет принципиальной	1	1
212	они и не	1	1
213	для него не	1	1
214	если же мы	1	1
215	выходят за пределы	3	1
216	оно и является	1	1
217	во всех вопросах	1	1
218	и его школы	1	1
219	в основе всей	1	1
220	а иногда и	2	1
221	нашей точки зрения	1	1
222	и без того	1	1
223	и вовсе не	1	1
224	бы он был	2	1
225	одни и те	5	1
226	социальных взаимоотношений в	1	1
227	во внутренней речи	2	1
228	– одна из	3	1
229	в себе и	1	1
230	очень важный момент	1	1
231	в жизни и	1	1
232	в целом ряде	1	1
233	может быть понято	3	1
234	может войти в	1	1
235	и дать ему	1	1
236	механизм условного рефлекса	1	1
237	слова и на	1	1
238	в коем случае	2	1
239	то что существенно	1	1
240	– как в	1	1
241	подхода к самому	1	1
242	зрения индивидуальной психологии	1	1
243	и не было	1	1
244	всех без исключения	5	1
245	конечно не в	1	1
246	и пр но	2	1
247	в рамки индивидуального	1	1
248	как и всякое	1	1
249	формы так и	1	1
250	глубже и существеннее	1	1
251	по роду своего	1	1
252	они не могут	1	1
253	роду своего бытия	1	1
254	наивный механистический материализм	1	1
255	только в этом	1	1
256	что же является	2	1
257	один за другим	1	1
258	самом деле если	2	1
259	далек от того	1	1
260	и значение в	1	1
261	или может быть	2	1
262	и быть не	1	1
263	только в контексте	2	1
264	тому что все	1	1
265	и то же	3	1
266	а не наоборот	2	1
267	в свою основу	1	1
268	организованного социального общения	2	1
269	и в таком	1	1
270	он один дает	1	1
271	части нашей работы	1	1
272	но что же	1	1
273	все же не	1	1
274	своего исторического существования	1	1
275	дополняют друг друга	2	1
276	каждый наш поступок	1	1
277	во многих отношениях	1	1
278	со всех сторон	2	1
279	не совсем так	1	1
280	свою очередь является	1	1
281	находит свое выражение	1	1
282	в которой мы	1	1
283	в сознание или	1	1
284	не было бы	3	1
285	ее должны быть	1	1
286	в корне ложным	2	1
287	друг с другом	2	1
288	но при этом	2	1
289	не касается но	1	1
290	жизни и в	1	1
291	в одной из	1	1
292	в одной плоскости	1	1
293	– всецело определяется	2	1
294	если бы они	1	1
295	каких бы то	3	1
296	ничего общего с	2	1
297	не будет никаких	1	1
298	остается подвести итоги	1	1
299	не что иное	1	1
300	точки зрения индивидуальной	1	1
301	а между тем	1	1
302	и каждое наше	1	1
303	приходилось говорить о	1	1
304	оно становится уже	1	1
305	и в разных	1	1
306	это так же	1	1
307	дело в том	1	1
308	как и все	2	1
309	не может ведь	1	1
310	более глубокие пласты	1	1
311	и все другие	1	1
312	ни в коем	2	1
313	одно и то	3	1
314	сведения его к	1	1
315	не дает никаких	1	1
316	как мы видим	1	1
317	два основных направления	1	1
318	при этом как	1	1
319	с которыми имеет	1	1
320	может стать и	1	1
321	с другом и	1	1
322	так как они	1	1
323	– с помощью	1	1
324	объективного внешнего опыта	1	1
325	данной социальной группы	3	1
326	может быть ничего	2	1
327	будет никаких оснований	1	1
328	так же как	2	1
329	не выходит за	1	1
330	в двух направлениях	2	1
331	это не совсем	1	1
332	смысле этого слова	6	1
333	свое словесное обличие	1	1
334	говорит он –	2	1
335	о причинах и	1	1
336	но как раз	1	1
337	во всех этих	1	1
338	находятся в состоянии	1	1
339	по себе является	1	1
340	идеологии но в	1	1
341	уже указывали что	1	1
342	никакого отношения к	1	1
343	при этом условии	2	1
344	социологической точки зрения	1	1
345	точки зрения в	1	1
346	точки зрения этого	1	1
347	может обойтись без	1	1
348	есть прежде всего	2	1
349	какой степени не	1	1
350	должно быть дано	1	1
351	и как мы	1	1
352	и пр далее	1	1
353	и следовательно вне	1	1
354	самом деле ведь	2	1
355	с этим не	1	1
356	не только не	1	1
357	только при этом	2	1
358	совершенно независимо от	2	1
359	является для него	2	1
360	для данного высказывания	1	1
361	не может обойтись	1	1
362	жизни в ее	1	1
363	группы к которой	1	1
364	его не касается	2	1
365	в этом вопросе	2	1
366	и тогда когда	1	1
367	наиболее ярким и	1	1
368	в нервной системе	1	1
369	сказать что вся	1	1
370	здесь в этом	1	1
371	связанных как с	1	1
372	деле если мы	1	1
373	в наше время	1	1
374	в каком направлении	1	1
375	– но нет	1	1
376	но теперь мы	1	1
377	которыми имеет дело	1	1
378	что иное как	1	1
379	что она слагается	1	1
380	быть ничего общего	1	1
381	не нуждается в	1	1
382	сознанию и его	1	1
383	но все же	4	1
384	той социальной группы	2	1
385	в котором мы	1	1
386	с марксистской точки	1	1
387	легли в основу	1	1
388	как это делает	1	1
389	и в нем	1	1
390	только с помощью	2	1
391	как бы ни	1	1
392	могут быть сведены	1	1
393	но и сама	1	1
394	в буржуазной философии	1	1
395	находят свое выражение	1	1
396	как наука о	1	1
397	или во всяком	1	1
398	мы не будем	3	1
399	– говорит он	2	1
400	одно из важнейших	1	1
401	таким образом и	1	1
402	является одним из	2	1
403	большинстве случаев только	1	1
404	все без исключения	3	1
405	оно может быть	1	1
406	субъективная психика человека	1	1
407	лишь абстрактно выделенным	1	1
408	яркое выражение в	1	1
409	психическое переживание –	1	1
410	тот или иной	2	1
411	можно было бы	2	1
412	внешней и внутренней	1	1
413	или хотя бы	2	1
414	в основе своей	1	1
415	свою идеологическую оформленность	1	1
416	коем случае не	1	1
417	индивидуальную душу но	1	1
418	среда в которой	1	1
419	прежде всего на	1	1
420	мы уже сказали	1	1
421	в настоящее время	6	1
