N	2gram	Voloshinov	PoTuStor
209	все остальные	3	2
210	из этих	3	2
211	ту же	2	2
212	на основе	4	2
213	совсем не	2	2
214	субъективного сознания	7	2
215	а может	1	2
216	в этот	1	2
217	он не	5	2
218	и т.п	17	2
219	с помощью	11	2
220	в частности	2	2
221	не будет	7	2
222	оно и	2	2
223	и лишь	3	2
224	не существовало	1	2
225	и вся	2	2
226	говорить о	2	2
227	всех других	3	2
228	есть и	1	2
229	в науке	6	2
230	за пределы	8	2
231	в начале	7	2
232	в мир	1	2
233	но отнюдь	1	2
234	в пределах	7	2
235	так же	10	2
236	цели и	1	2
237	они-то и	2	2
238	и всех	1	2
239	момента в	1	2
240	было бы	8	2
241	что можно	1	2
242	к ним	1	2
243	т.е не	3	2
244	его целом	2	2
245	нет и	4	2
246	если мы	17	2
247	в систему	3	2
248	находится в	1	2
249	о том	4	2
250	во всей	2	2
251	момент в	3	2
252	можем сказать	2	2
253	и по	1	2
254	с ним	1	2
255	но это	1	2
256	и для	15	2
257	для этого	1	2
258	того же	11	2
259	то же	19	2
260	никогда не	7	2
261	для самого	1	1
262	и ту	3	1
263	что было	2	1
264	жизни но	2	1
265	науки о	6	1
266	мир не	1	1
267	еще так	1	1
268	его состав	1	1
269	и психическое	1	1
270	вырастает из	1	1
271	с большими	1	1
272	бы то	11	1
273	они являются	3	1
274	на почве	14	1
275	от нее	2	1
276	дает нам	1	1
277	изжить себя	1	1
278	что они	1	1
279	целом это	1	1
280	философии и	1	1
281	и то	4	1
282	в другой	1	1
283	не нашел	1	1
284	в единую	1	1
285	удалось нащупать	1	1
286	образом и	1	1
287	или к	2	1
288	в более	3	1
289	на языке	1	1
290	мышления в	1	1
291	и здесь	9	1
292	та же	1	1
293	мы и	1	1
294	весь остальной	1	1
295	этот комплекс	2	1
296	этого направления	1	1
297	а наоборот	1	1
298	и взял	1	1
299	мы принуждены	1	1
300	же и	3	1
301	со всем	1	1
302	как нам	1	1
303	ведь именно	1	1
304	в коем	2	1
305	друга в	2	1
306	объективная психология	4	1
307	и социальный	1	1
308	остальной мир	1	1
309	различие между	5	1
310	только что	2	1
311	тенденции является	1	1
312	сознания с	1	1
313	или только	1	1
314	человека имеет	1	1
315	и дать	1	1
316	за собою	1	1
317	и того	11	1
318	с одной	2	1
319	уже в	3	1
320	на ее	1	1
321	ним и	1	1
322	внимание на	1	1
323	мог бы	2	1
324	тогда когда	2	1
325	мы отвлечемся	2	1
326	есть прежде	2	1
327	в состоянии	1	1
328	не чем	1	1
329	идеологического творчества	11	1
330	не будем	4	1
331	оно само	2	1
332	без исключения	9	1
333	одна и	1	1
334	еще более	1	1
335	в применении	1	1
336	это и	3	1
337	нужно искать	1	1
338	несмотря на	1	1
339	этой же	1	1
340	но именно	4	1
341	психика не	1	1
342	его за	1	1
343	освободиться от	1	1
344	остается таким	1	1
345	всего одно	1	1
346	оно сплошь	1	1
347	противоречий и	1	1
348	и философии	2	1
349	и чрезвычайно	1	1
350	уже знаем	2	1
351	для всего	3	1
352	и сознание	2	1
353	следует что	7	1
354	интересует только	1	1
355	хотя и	1	1
356	а ведь	1	1
357	в разных	2	1
358	этом отношении	4	1
359	с тем	1	1
360	пытается вывести	1	1
361	в сущности	17	1
362	не должна	1	1
363	только не	1	1
364	как раз	5	1
365	тон и	1	1
366	думается нам	1	1
367	времени не	2	1
368	о нем	1	1
369	как со	1	1
370	выделить из	1	1
371	в тесной	4	1
372	в качестве	4	1
373	и всегда	2	1
374	исследования мы	1	1
375	не являются	1	1
376	и слов	1	1
377	другими областями	1	1
378	важный момент	1	1
379	у нас	4	1
380	здесь в	5	1
381	ценностного эмоционального	1	1
382	для них	2	1
383	и делает	1	1
384	от остальной	1	1
385	в виду	2	1
386	тело в	1	1
387	т.е те	1	1
388	с философским	1	1
389	подобно тому	1	1
390	необходимости не	1	1
391	потому-то и	1	1
392	комплекс и	1	1
393	смысла в	1	1
394	интересный анализ	1	1
395	в русском	1	1
396	что между	1	1
397	можно было	2	1
398	а наше	1	1
399	быть сведены	2	1
400	отвлечься от	1	1
401	действия но	1	1
402	и желания	1	1
403	работы и	1	1
404	творчества и	1	1
405	связь с	4	1
406	ведь это	1	1
407	вне этой	2	1
408	одну и	1	1
409	как они	2	1
410	в своих	2	1
411	не опирается	1	1
412	мы на	1	1
413	связи с	22	1
414	психологии и	7	1
415	сознания сознание	1	1
416	или во	1	1
417	особого рода	1	1
418	образа с	1	1
419	этой точки	1	1
420	на этот	3	1
421	утверждение что	1	1
422	сущность этого	1	1
423	если бы	12	1
424	конечно и	2	1
425	столь же	2	1
426	иногда и	3	1
427	оказывается в	1	1
428	оно ни	5	1
429	мы живем	1	1
430	сознания на	1	1
431	именно и	1	1
432	в конкретной	1	1
433	абстрактные моменты	1	1
434	образом сплошь	1	1
435	от своего	2	1
436	и единство	1	1
437	имеет значение	3	1
438	с ней	1	1
439	именно здесь	4	1
440	субъективной психике	1	1
441	самонаблюдения интроспекции	1	1
442	что его	1	1
443	психику как	1	1
444	в сознании	2	1
445	из сознания	1	1
446	это содержание	1	1
447	одною из	1	1
448	теперь мы	4	1
449	дело в	1	1
450	не попасть	1	1
451	знаем в	1	1
452	он может	3	1
453	психического и	1	1
454	был связан	1	1
455	есть та	1	1
456	но не	2	1
457	объяснению с	1	1
458	эти две	1	1
459	было значительно	1	1
460	все идеологическое	2	1
461	менее всего	5	1
462	и эта	5	1
463	форму и	3	1
464	быть только	1	1
465	все существенное	1	1
466	к современной	1	1
467	из того	1	1
468	человеком на	1	1
469	из всего	3	1
470	к базису	1	1
471	психики и	8	1
472	времени и	1	1
473	этом моменте	1	1
474	в конце	5	1
475	подлежит конечно	1	1
476	случае не	1	1
477	в корне	6	1
478	бы оно	1	1
479	случае нельзя	1	1
480	в связи	12	1
481	зависит от	2	1
482	находит себе	2	1
483	и они	1	1
484	очень важный	1	1
485	не подлежит	1	1
486	этой цели	1	1
487	может стать	7	1
488	лежит на	1	1
489	связанных как	1	1
490	одно только	2	1
491	его школа	1	1
492	с теми	1	1
493	чем иным	1	1
494	все же	13	1
495	момент и	2	1
496	при таком	1	1
497	жизни в	5	1
498	эта сила	1	1
499	не что	2	1
500	а иногда	2	1
501	как ее	6	1
502	от этого	3	1
503	мы только	3	1
504	приводит к	3	1
505	на все	2	1
506	не имеет	6	1
507	и со	1	1
508	быть ничего	2	1
509	и могут	1	1
510	как наука	1	1
511	образом к	1	1
512	метода в	1	1
513	века в	1	1
514	его жизни	2	1
515	выше мы	1	1
516	и дифференцированности	1	1
517	и положительный	1	1
518	связями между	1	1
519	легче всего	1	1
520	ключом к	1	1
521	он является	4	1
522	за ней	1	1
523	зависимости от	4	1
524	это было	2	1
525	влияния на	1	1
526	в немногих	1	1
527	значение как	1	1
528	роль в	1	1
529	со стороны	2	1
530	пока не	2	1
531	жизни если	1	1
532	на мать	1	1
533	базису и	1	1
534	с другом	2	1
535	в смысле	11	1
536	является эстетическим	1	1
537	на своем	1	1
538	который до	1	1
539	но если	2	1
540	делает его	3	1
541	словами и	1	1
542	и по-своему	1	1
543	отношении и	1	1
544	вовсе не	15	1
545	но к	2	1
546	уже не	2	1
547	к тому	8	1
548	в философии	2	1
549	где оно	1	1
550	свой смысл	1	1
551	в буржуазной	1	1
552	не входит	1	1
553	всем его	1	1
554	жизни является	1	1
555	от окружающей	1	1
556	связано с	3	1
557	сказанного нами	3	1
558	той или	5	1
559	однако не	3	1
560	функциональной психологии	10	1
561	этих двух	1	1
562	и мир	2	1
563	что эти	1	1
564	без всякой	2	1
565	нет ничего	4	1
566	ли они	1	1
567	не давая	1	1
568	для марксизма	3	1
569	как часть	1	1
570	отвлечемся от	3	1
571	его и	3	1
572	физиологической и	1	1
573	всего сказанного	2	1
574	во внешнем	2	1
575	искать в	1	1
576	человека в	3	1
577	и снова	1	1
578	определения этих	1	1
579	он был	2	1
580	для его	1	1
581	а с	1	1
582	в данном	8	1
583	и быть	1	1
584	и часто	1	1
585	того в	1	1
586	первый план	2	1
587	наука о	1	1
588	к процессу	1	1
589	пр в	4	1
590	значение так	2	1
591	существует для	4	1
592	отличается от	1	1
593	только путем	1	1
594	и такие	1	1
595	и история	1	1
596	оно в	1	1
597	и социального	1	1
598	вопрос о	6	1
599	каких бы	3	1
600	характер и	1	1
601	к предмету	1	1
602	а просто	2	1
603	не изученных	1	1
604	вернемся к	1	1
605	на один	1	1
606	достаточно назвать	1	1
607	применении к	1	1
608	не имеют	5	1
609	с первым	2	1
610	они становятся	1	1
611	и т.д	6	1
612	со всех	2	1
613	мы говорили	3	1
614	мы увидим	3	1
615	даже и	2	1
616	и социальной	1	1
617	она не	2	1
618	в свою	6	1
619	входит в	5	1
620	органическое единство	1	1
621	и почти	1	1
622	его не	2	1
623	того чтобы	9	1
624	одной стороны	2	1
625	и ни	2	1
626	не дает	4	1
627	почти исключительно	2	1
628	ничто не	1	1
629	само нуждается	1	1
630	бы из	1	1
631	философии жизни	1	1
632	в другом	5	1
633	то ни	12	1
634	уже у	2	1
635	для того	8	1
636	всем этим	2	1
637	тому как	1	1
638	в каких	1	1
639	но всегда	1	1
640	явления и	1	1
641	быть не	2	1
642	психики а	1	1
643	в ней	5	1
644	еще одно	1	1
645	как основа	2	1
646	в борьбу	1	1
647	мы узнаем	1	1
648	здесь она	1	1
649	значение и	3	1
650	как совокупность	1	1
651	это сознание	1	1
652	общего не	1	1
653	нам для	1	1
654	и практически	1	1
655	когда он	1	1
656	область идеологии	1	1
657	одним словом	2	1
658	всего на	1	1
659	а не	15	1
660	всей этой	1	1
661	и образуют	1	1
662	увидим что	1	1
663	ни один	1	1
664	должны быть	4	1
665	снова и	1	1
666	в которую	1	1
667	последовательное выражение	1	1
668	всего как	1	1
669	современного буржуазного	1	1
670	мы снова	1	1
671	и та	2	1
672	и познание	1	1
673	и что	2	1
674	как он	3	1
675	отказ от	1	1
676	для человека	1	1
677	общего языка	1	1
678	своем качестве	1	1
679	план выдвигается	1	1
680	совершенно так	1	1
681	других людей	1	1
682	самой психики	1	1
683	так чтобы	1	1
684	центр тяжести	1	1
685	конечно в	4	1
686	этим не	1	1
687	для психики	1	1
688	ориентируется в	1	1
689	в нашей	1	1
690	еще в	2	1
691	рано или	2	1
692	в особом	1	1
693	сомнению что	1	1
694	не следует	2	1
695	к чему	1	1
696	она по	1	1
697	быть именно	2	1
698	человеческой психики	1	1
699	привела к	2	1
700	от того	4	1
701	конечно нет	2	1
702	из одного	4	1
703	всякой опоры	1	1
704	сознания эти	1	1
705	человека и	1	1
706	всех без	5	1
707	говорили что	1	1
708	отметить что	1	1
709	и принцип	1	1
710	сознание или	1	1
711	и последовательное	1	1
712	на первых	1	1
713	мы здесь	2	1
714	входить в	1	1
715	его школы	1	1
716	бы по	1	1
717	с другой	6	1
718	это же	2	1
719	последнее слово	1	1
720	лишь в	17	1
721	в рамках	1	1
722	на которые	1	1
723	известной степени	2	1
724	и объясняется	1	1
725	ничего общего	5	1
726	истории и	1	1
727	же на	1	1
728	что же	5	1
729	как на	2	1
730	экономически и	1	1
731	вторая часть	1	1
732	и мышления	1	1
733	же самое	9	1
734	вступают в	1	1
735	что здесь	1	1
736	не совсем	1	1
737	которой можно	1	1
738	субъективную психику	1	1
739	под ним	1	1
740	всех областях	2	1
741	ее не	1	1
742	общего с	3	1
743	она может	3	1
744	культуры и	2	1
745	сознания т.е	1	1
746	что для	1	1
747	главным образом	2	1
748	и самого	3	1
749	образом с	1	1
750	друг другу	2	1
751	той же	5	1
752	что есть	1	1
753	он определяет	1	1
754	которые в	1	1
755	это приводит	1	1
756	но нет	1	1
757	для нашего	1	1
758	бы он	3	1
759	этом и	1	1
760	всех сторон	2	1
761	что я	1	1
762	конечно если	1	1
763	организм и	2	1
764	в высшей	5	1
765	в нашем	4	1
766	процессы в	1	1
767	тесной зависимости	1	1
768	во многих	1	1
769	но сознание	1	1
770	должен освободиться	1	1
771	только при	4	1
772	творчества все	1	1
773	именно то	1	1
774	лучше всего	2	1
775	ему важно	1	1
776	только здесь	2	1
777	все остальное	2	1
778	все время	1	1
779	в духе	2	1
780	т.е как	1	1
781	или иной	8	1
782	на большой	1	1
783	момент идеологического	1	1
784	между организмом	1	1
785	же в	1	1
786	как наиболее	1	1
787	что она	1	1
788	в атмосфере	2	1
789	и прежде	4	1
790	себя с	2	1
791	говорить об	2	1
792	одна из	6	1
793	иным как	1	1
794	же мы	2	1
795	деле в	1	1
796	эти силы	1	1
797	того ценностного	1	1
798	каком направлении	1	1
799	формы и	4	1
800	имеет и	1	1
801	самые основы	1	1
802	прямо противоположных	1	1
803	этот момент	2	1
804	бы ни	1	1
805	его к	4	1
806	это значение	2	1
807	коем случае	2	1
808	и внешней	1	1
809	друг с	2	1
810	как всякий	1	1
811	и субъективной	1	1
812	или поздно	2	1
813	эти два	2	1
814	превратить в	1	1
815	в объективном	1	1
816	к этим	3	1
817	что иное	1	1
818	растворяется в	1	1
819	мы должны	4	1
820	из него	4	1
821	потому неизбежно	1	1
822	мы еще	1	1
823	дело обстоит	2	1
824	мы сказали	4	1
825	организмом и	1	1
826	внутреннего мира	2	1
827	себя в	2	1
828	и особенно	2	1
829	точку зрения	4	1
830	одного и	9	1
831	тот же	4	1
832	вообще нет	1	1
833	конечно с	2	1
834	но весь	1	1
835	ничего не	9	1
836	эта работа	1	1
837	иное как	2	1
838	и самый	2	1
839	формы так	1	1
840	лишь моментом	2	1
841	из этой	1	1
842	мы скажем	2	1
843	к нему	5	1
844	видим и	1	1
845	проникнуть к	1	1
846	рождается и	1	1
847	высшей степени	5	1
