N	3gram	Vygotskiy_	VeschiIm
176	таким образом получается	1	1
177	к тому чего	2	1
178	меньше чем в	1	1
179	в себе и	1	1
180	что не только	1	1
181	это не требует	1	1
182	только сказать что	1	1
183	самом деле не	1	1
184	то что в	1	1
185	заслуживает того чтобы	1	1
186	тем более не	1	1
187	в результате этого	1	1
188	есть в сущности	1	1
189	качеств и свойств	1	1
190	я не знаю	1	1
191	все эти признаки	1	1
192	только в том	2	1
193	из-за того что	1	1
194	не значит что	1	1
195	и что все	1	1
196	когда мы говорим	2	1
197	возникают сами собой	1	1
198	и даже с	1	1
199	если мы хотим	1	1
200	но мы не	1	1
201	того что мы	2	1
202	и тот же	5	1
203	что и в	1	1
204	если бы оно	3	1
205	один из наиболее	1	1
206	потому что она	1	1
207	он сам не	1	1
208	на вопрос о	4	1
209	тот же самый	1	1
210	не нуждается в	1	1
211	независимо от того	2	1
212	да и в	1	1
213	знает что такое	1	1
214	так как она	2	1
215	если все это	1	1
216	не было бы	1	1
217	таким образом можно	1	1
218	видим таким образом	1	1
219	следовательно никак не	1	1
220	до сих пор	3	1
221	может быть совершенно	1	1
222	может не быть	1	1
223	когда он говорит	1	1
224	именно потому что	3	1
225	этом и заключается	2	1
226	одного и того	8	1
227	то в чем	5	1
228	а только в	1	1
229	и другое есть	1	1
230	к мысли и	1	1
231	таким образом и	1	1
232	мы можем установить	1	1
233	тому как в	3	1
234	по своей структуре	2	1
235	смысле этого слова	2	1
236	потому что он	7	1
237	понятий и не	1	1
238	функции и не	1	1
239	таким образом что	2	1
240	что все эти	1	1
241	в понятии а	1	1
242	речь идет о	1	1
243	и во всей	1	1
244	в нем те	1	1
245	всегда относится к	1	1
246	по своей природе	2	1
247	нечто такое чего	1	1
248	нем те или	1	1
249	говорили выше что	1	1
250	и так же	1	1
251	и ничего не	1	1
252	как мы видим	1	1
253	один из основных	1	1
254	и вместе с	1	1
255	все эти факты	1	1
256	существовать в действительности	1	1
257	с ним когда	1	1
258	не иначе как	3	1
259	понятие и следовательно	1	1
260	не только потому	1	1
261	школе и в	1	1
262	и того же	8	1
263	потому что оно	1	1
264	одному и тому	2	1
265	а потому что	2	1
266	в этом случае	5	1
267	от одной структуры	1	1
268	мы видим таким	1	1
269	которая заставляет его	1	1
270	ни на что	1	1
271	они вовсе не	1	1
272	необходимо должно быть	2	1
273	то что нам	1	1
274	что они не	1	1
275	и следовательно никак	1	1
276	в зависимости от	2	1
277	сделать это в	1	1
278	а если мы	1	1
279	имеет дело с	1	1
280	с тем что	3	1
281	я это делаю	2	1
282	для себя в	1	1
283	то же самое	7	1
284	но как раз	2	1
285	и все же	1	1
286	никто никогда не	1	1
287	что в свою	2	1
288	уже по одному	5	1
289	то обстоятельство что	5	1
290	можно только то	1	1
291	имеем дело в	1	1
292	относится к тому	1	1
293	вместо того чтобы	5	1
294	я не могу	1	1
295	но само по	1	1
296	но в этом	2	1
297	на первый план	2	1
298	не менее эта	1	1
299	в этой связи	1	1
300	допустим что мы	1	1
301	в свете того	2	1
302	точки зрения и	1	1
303	является одним из	2	1
304	не то что	4	1
305	остановиться только на	1	1
306	оно может быть	1	1
307	сознательно и намеренно	1	1
308	на эту тему	1	1
309	это было бы	1	1
310	те или иные	1	1
311	или хотя бы	1	1
312	один шаг чтобы	1	1
313	новые и новые	1	1
314	и не может	3	1
