N	2gram	Trubetskoy	SlovoVZh
345	как нечто	1	1
346	сводится к	2	1
347	и художественное	1	1
348	с ней	1	1
349	том и	2	1
350	далеко не	5	1
351	только то	2	1
352	в современной	1	1
353	уже и	3	1
354	не вполне	3	1
355	у него	5	1
356	без того	4	1
357	в истории	3	1
358	не могут	4	1
359	находят себе	1	1
360	по мнению	1	1
361	же время	2	1
362	при помощи	3	1
363	в виде	4	1
364	из одного	2	1
365	к которой	3	1
366	совершенно ясно	2	1
367	самого начала	1	1
368	еще один	1	1
369	свою очередь	2	1
370	современную ему	1	1
371	жизни он	1	1
372	не было	2	1
373	идет речь	8	1
374	связи с	4	1
375	более или	8	1
376	положения можно	1	1
377	между людьми	2	1
378	все то	2	1
379	рассматривать как	2	1
380	здесь мы	1	1
381	с ее	2	1
382	время как	1	1
383	того кто	1	1
384	было бы	3	1
385	не знает	2	1
386	в следующее	1	1
387	к тому	8	1
388	в европейских	1	1
389	из двух	2	1
390	себя на	1	1
391	и следа	1	1
392	из нее	2	1
393	и глубоко	1	1
394	двух других	1	1
395	произведения в	1	1
396	как мы	3	1
397	не находят	1	1
398	с такою	1	1
399	что она	2	1
400	являются лишь	1	1
401	намека на	1	1
402	и тому	2	1
403	этого нельзя	1	1
404	что для	4	1
405	если мы	4	1
406	на одну	1	1
407	или о	1	1
408	тем же	2	1
409	и эта	1	1
410	замечает что	1	1
411	наряду с	1	1
412	общения со	1	1
413	именно в	5	1
414	и таким	1	1
415	наконец из	1	1
416	они должны	3	1
417	то время	2	1
418	с большим	1	1
419	такою же	1	1
420	действительности к	1	1
421	в таком	4	1
422	введены в	1	1
423	из трех	1	1
424	оно стало	1	1
425	всех сторон	1	1
426	например в	1	1
427	что я	1	1
428	само собою	1	1
429	тот же	3	1
430	в высшей	2	1
431	за пределами	1	1
432	и выводов	1	1
433	к которому	1	1
434	эти вопросы	1	1
435	с которой	1	1
436	ценностей и	1	1
437	и без	5	1
438	вне этого	1	1
439	что все	5	1
440	как о	1	1
441	проч все	1	1
442	социальная среда	1	1
443	столь же	5	1
444	том же	4	1
445	последовательно провести	1	1
446	в общем	6	1
447	при более	2	1
448	есть в	2	1
449	же как	3	1
450	к пониманию	1	1
451	исходит из	1	1
452	не поймет	1	1
453	том кто	1	1
454	деле это	1	1
455	рядом с	1	1
456	из его	1	1
457	то из	3	1
458	миг не	1	1
459	выйти из	1	1
460	живет и	1	1
461	различать два	1	1
462	как будто	5	1
463	на второй	1	1
464	жизни в	1	1
465	что именно	1	1
466	есть только	2	1
467	образом для	1	1
468	учреждения и	1	1
469	а эта	1	1
470	но если	2	1
471	они не	2	1
472	при таком	2	1
473	на себя	1	1
474	все более	1	1
475	и только	2	1
476	по своей	7	1
477	которые имеют	1	1
478	на этих	1	1
479	именно эта	1	1
480	отрешиться от	1	1
481	и оно	1	1
482	друг друга	2	1
483	в эти	3	1
484	лучшем случае	1	1
485	для этой	2	1
486	себе как	1	1
487	в последующем	1	1
488	для этого	7	1
489	так если	1	1
490	если она	1	1
491	себе и	1	1
492	о психике	1	1
493	в особом	1	1
494	на их	1	1
495	принадлежащие к	4	1
496	из этой	2	1
497	в целом	5	1
498	единство и	1	1
499	ничего общего	3	1
500	культуры в	10	1
501	крайней мере	1	1
502	и из	2	1
503	а лишь	3	1
504	или менее	8	1
505	в который	1	1
506	вовсе не	2	1
507	с соответствующими	1	1
508	сливаются в	1	1
509	в так	1	1
510	одному и	1	1
511	наконец просто	1	1
512	не то	3	1
513	ряд вопросов	1	1
514	я и	1	1
515	гораздо больше	3	1
516	на эту	1	1
517	тем более	3	1
518	по крайней	1	1
519	свой смысл	1	1
520	что до	2	1
521	мы видели	2	1
522	перед нами	1	1
523	и другого	1	1
524	бы это	1	1
525	конечно только	1	1
526	который и	1	1
527	всяком случае	2	1
528	работу по	1	1
529	только для	1	1
530	на них	1	1
531	высшей степени	2	1
532	можно только	1	1
