N	2gram	Trubetskoy	Istorich
664	он умер	1	4
665	что тот	1	4
666	время в	1	4
667	с точки	8	4
668	не от	2	4
669	они могут	2	4
670	что их	3	4
671	чистом виде	1	4
672	играет роль	1	4
673	не будут	2	4
674	как человек	1	4
675	если же	3	4
676	с большой	1	4
677	столь же	5	4
678	на месте	2	4
679	все в	2	4
680	что касается	6	4
681	только те	3	4
682	в меньшей	1	4
683	себя и	2	4
684	здесь будет	1	4
685	все они	6	4
686	еще и	1	4
687	вытекает из	1	4
688	все три	1	4
689	и между	1	4
690	ясно показывают	1	4
691	животные в	1	4
692	через которую	1	4
693	или просто	1	4
694	многих других	2	4
695	на тех	1	4
696	вывод что	1	4
697	в тот	1	4
698	без всяких	1	4
699	дело в	1	4
700	в ту	2	4
701	всем мире	1	4
702	искать в	1	4
703	за то	1	4
704	ясно показывает	1	4
705	не могу	1	4
706	к тем	2	4
707	народов у	1	4
708	только то	2	4
709	как не	2	4
710	в который	1	4
711	к пониманию	1	4
712	а у	1	3
713	мы находим	1	3
714	тем как	2	3
715	на другую	1	3
716	заметим что	2	3
717	него в	2	3
718	а есть	1	3
719	все дело	2	3
720	зато в	1	3
721	к каким	1	3
722	эти черты	2	3
723	весь ход	1	3
724	смысл этого	1	3
725	на природу	1	3
726	и той	1	3
727	о них	2	3
728	борьбе с	1	3
729	так называемых	1	3
730	из всех	5	3
731	именно с	1	3
732	общих чертах	1	3
733	бы то	3	3
734	она имеет	1	3
735	вопрос мы	1	3
736	с тех	1	3
737	не дают	1	3
738	в народных	1	3
739	и та	1	3
740	говорили что	1	3
741	но тут	1	3
742	совсем не	1	3
743	центр тяжести	1	3
744	даже если	3	3
745	есть следствие	1	3
746	была бы	1	3
747	к таким	2	3
748	к его	1	3
749	бы не	1	3
750	каждого из	1	3
751	ему и	2	3
752	эти частности	1	3
753	сейчас же	3	3
754	такое положение	1	3
755	рассказ о	1	3
756	с каким-нибудь	1	3
757	только мы	2	3
758	это все	1	3
759	и поэтому	2	3
760	тех пор	2	3
761	окажется что	1	3
762	только один	2	3
763	народов и	6	3
764	на основании	1	3
765	что когда	1	3
766	не раньше	1	3
767	тем же	2	3
768	начиная с	1	3
769	этой мысли	1	3
770	только при	2	3
771	лучше всего	1	3
772	чтобы все	3	3
773	в особом	1	3
774	как к	5	3
775	то они	4	3
776	и многие	1	3
777	пришли к	1	3
778	чтобы ни	1	3
779	а все	1	3
780	у многих	1	3
781	от всех	1	3
782	чтобы я	1	3
783	слагается из	3	3
784	долгое время	1	3
785	на одном	2	3
786	и я	1	3
787	в такой	4	3
788	или их	1	3
789	огнем и	1	3
790	выше и	4	3
791	земле в	1	3
792	этот факт	1	3
793	рассматривать как	2	3
794	с соответствующими	1	3
795	для всех	1	3
796	на эти	1	3
797	этом направлении	1	3
798	противоречие с	1	3
799	народов мы	1	3
800	в борьбе	1	3
801	из нее	2	3
802	и должен	1	3
803	при таком	2	3
804	сделать из	1	3
805	больше чем	1	3
806	можно считать	1	3
807	даже и	1	3
808	доказать что	2	3
809	других народов	5	3
810	как оно	1	3
811	стоят в	2	3
812	причем в	1	3
813	и весь	2	3
814	никакого сомнения	1	3
815	собой и	1	3
816	должно быть	5	3
817	несколько иной	1	3
818	есть одно	1	3
819	но еще	1	3
820	тогда и	1	3
821	ни было	3	3
822	следить за	1	3
823	этими двумя	2	3
824	как же	1	3
825	и говорят	1	3
826	исходит от	1	3
827	именно как	1	3
828	нет но	1	3
829	то ни	4	3
830	всех других	2	3
831	все те	1	3
832	а от	1	3
833	как эта	1	3
834	которую в	1	3
835	которого она	1	3
836	всего в	1	3
837	его мнению	1	3
838	народа в	15	3
839	представить себе	2	3
840	же еще	1	3
841	в противоречие	2	3
842	только не	2	3
843	из того	4	3
844	все то	2	3
845	которые могут	2	3
846	все члены	1	3
847	направление в	1	3
848	не играет	2	3
849	сравнению с	5	3
850	утверждают что	1	3
851	вследствие этого	3	3
852	уже говорили	1	3
853	и до	3	3
854	на первых	1	3
855	подошел к	1	3
856	при котором	1	3
857	объясняет нам	1	3
858	и подобных	1	3
859	точку зрения	2	3
860	сделать это	1	3
861	из этой	2	3
862	от начала	1	3
863	бы на	1	3
864	при встрече	1	3
865	что так	1	3
866	или через	1	3
867	основаны на	3	3
868	самые разнообразные	1	3
869	этому поводу	1	3
870	из двух	2	3
871	бы с	1	3
872	кто в	1	3
873	язык и	1	3
874	другом случае	1	3
875	она должна	1	3
876	которую мы	1	3
877	действительно как	1	3
878	у народа	8	3
879	в науке	1	3
880	пор не	5	3
881	стороны его	1	3
882	что такие	2	3
883	на всю	1	3
884	идет речь	8	3
885	которых они	1	3
886	как из	1	3
887	бы он	1	3
888	в эти	3	3
889	они являются	1	2
890	за время	1	2
891	и этого	1	2
892	народов в	1	2
893	с которыми	2	2
894	можно встретить	2	2
895	в большей	1	2
896	от традиции	1	2
897	остается при	1	2
898	силой и	1	2
899	же эти	1	2
900	в центре	1	2
901	приобщиться к	2	2
902	или для	1	2
903	к другу	2	2
904	по пути	1	2
905	что вопрос	1	2
906	это те	1	2
907	мы получаем	1	2
908	и другим	1	2
909	так это	1	2
910	и перед	1	2
911	пути к	1	2
912	народов это	1	2
913	вывода из	1	2
914	мы считаем	1	2
915	раз когда	1	2
916	свой смысл	1	2
917	и третий	1	2
918	что этому	1	2
919	характер в	1	2
920	в риме	1	2
921	одной и	2	2
922	забудем что	1	2
923	свою очередь	2	2
924	с другим	1	2
925	в прошлом	1	2
926	и еще	1	2
927	по которым	1	2
928	эти вопросы	1	2
929	и вдруг	1	2
930	похожи на	1	2
931	но из	1	2
932	еще больше	3	2
933	за пределами	1	2
934	это обстоятельство	2	2
935	только если	1	2
936	а за	1	2
937	ее от	1	2
938	из моих	1	2
939	чтобы заставить	1	2
940	обстоятельство что	1	2
941	по одному	3	2
942	на вершине	3	2
943	и следовательно	1	2
944	понимать в	1	2
945	вопрос что	1	2
946	а для	2	2
947	и нам	1	2
948	в каждом	1	2
949	приобщение к	7	2
950	есть признак	1	2
951	и народы	1	2
952	все остальные	1	2
953	мы всегда	1	2
954	для тех	1	2
955	в развитии	1	2
956	одно и	1	2
957	не были	1	2
958	тем и	1	2
959	и заставить	1	2
960	что для	4	2
961	или о	1	2
962	в общих	1	2
963	современной европейской	2	2
964	из самых	1	2
965	бы ни	1	2
966	позднее время	1	2
967	и должны	1	2
968	с такой	1	2
969	оно было	1	2
970	говорит а	1	2
971	потом и	1	2
972	то с	2	2
973	вместо того	1	2
974	однако мы	2	2
975	приведенных выше	1	2
976	с такими	1	2
977	тому назад	1	2
978	ступени развития	5	2
979	или выражаясь	1	2
980	не трудно	1	2
981	к той	2	2
982	присмотреться к	1	2
983	такие люди	1	2
984	чаще и	1	2
985	в свет	2	2
986	отсюда вытекает	1	2
987	в силе	1	2
988	связанной с	1	2
989	не забудем	1	2
990	нет и	1	2
991	к двум	2	2
992	положения что	1	2
993	относиться к	1	2
994	не лучше	1	2
995	это сделать	1	2
996	сильно что	1	2
997	части в	2	2
998	ли эти	1	2
999	перестает быть	1	2
1000	все части	1	2
1001	естественно что	1	2
1002	что с	6	2
1003	мало того	4	2
1004	от своих	1	2
1005	борьбу с	1	2
1006	случай с	2	2
1007	иначе обстоит	1	2
1008	этом не	1	2
1009	за тем	1	2
1010	можно отнести	1	2
1011	чтобы ответить	1	2
1012	которое на	1	2
1013	бы нам	1	2
1014	стремление к	1	2
1015	есть начало	3	2
1016	и со	1	2
1017	предположим что	1	2
1018	не создает	1	2
1019	то ясно	4	2
1020	различных народов	1	2
1021	те кто	1	2
1022	редких случаях	2	2
1023	и таким	1	2
1024	высокой ступени	1	2
1025	очень редко	1	2
1026	стоит и	1	2
1027	к одному	1	2
1028	случае если	5	2
1029	этой цели	1	2
1030	тому времени	1	2
1031	у того	1	2
1032	то обстоятельство	1	2
1033	народов так	1	2
1034	у всех	1	2
1035	не следует	2	2
1036	числе и	1	2
1037	те которые	1	2
1038	на путь	2	2
1039	мы бы	1	2
1040	исторически и	1	2
1041	где находится	2	2
1042	в мышлении	1	2
1043	к совершенно	1	2
1044	которой мы	2	2
1045	более высокой	1	2
1046	самого себя	4	2
1047	глаза и	1	2
1048	их было	1	2
1049	которые по	2	2
1050	одному из	1	2
1051	понятным что	2	2
1052	и другими	1	2
1053	от этих	1	2
1054	мыслится как	1	2
1055	и была	1	2
1056	а во-вторых	1	2
1057	помнить что	2	2
1058	эту точку	1	2
1059	выйти из	1	2
1060	почти все	2	2
1061	них в	2	2
1062	верно то	2	2
1063	гораздо больше	3	2
1064	и наиболее	1	2
1065	и история	1	2
1066	эти вещи	1	2
1067	одно целое	1	2
1068	рассматриваться как	3	2
1069	время от	2	2
1070	но кто	1	2
1071	материал но	1	2
1072	и другой	1	2
1073	поэтому мы	1	2
1074	говорить о	2	2
1075	видеть что	1	2
1076	в семью	1	2
1077	непонятными и	1	2
1078	пока еще	1	2
1079	быть в	1	2
1080	в нашем	3	2
1081	надо иметь	1	2
1082	как должен	1	2
1083	из самой	1	2
1084	у этих	1	2
1085	наблюдать как	1	2
1086	которую они	1	2
1087	и свои	1	2
1088	или нескольких	2	2
1089	эти изменения	1	2
1090	от друга	6	2
1091	по мнению	1	2
1092	между этими	2	2
1093	лестницы и	1	2
1094	его тем	1	2
1095	себя как	1	2
1096	а другая	1	2
1097	долго и	1	2
1098	в мире	6	2
1099	и станет	1	2
1100	много и	1	2
1101	на себе	2	2
1102	всех народов	2	2
1103	остается в	1	2
1104	именно потому	2	2
1105	не более	2	2
1106	шли и	1	2
1107	несколько ниже	1	2
1108	вопрос можно	1	2
1109	не находят	1	2
1110	общего с	2	2
1111	из возможных	1	2
1112	в состав	1	2
1113	надо знать	1	2
1114	самые отдаленные	1	2
1115	встречается у	1	2
1116	вопрос поставленный	1	2
1117	которых мы	4	2
1118	народа от	2	2
1119	и кто	1	2
1120	же образом	2	2
1121	человек с	1	2
1122	в сущности	2	2
1123	для борьбы	1	2
1124	не исчерпывается	1	2
1125	с величайшими	1	2
1126	представления об	2	2
1127	лет тому	1	2
1128	как с	1	2
1129	в самой	2	2
1130	есть нечто	1	2
1131	отличаются от	1	2
1132	при более	2	2
1133	о своей	1	2
1134	как при	2	2
1135	в процессе	2	2
1136	здесь гораздо	1	2
1137	и жизни	1	2
1138	развития это	1	2
1139	у одного	1	2
1140	друг от	6	2
1141	всей своей	1	2
1142	ничего общего	3	2
1143	только одно	3	2
1144	что ей	1	2
1145	а может	1	2
1146	к делу	1	2
1147	друга и	1	2
1148	он есть	1	2
1149	перед этими	1	2
1150	себя от	1	2
1151	а и	8	2
1152	народов то	1	2
1153	в состояние	1	2
1154	совершенно таким	1	2
1155	в сознании	7	2
1156	не стоит	2	2
1157	вопрос в	1	2
1158	не своего	1	2
1159	нее и	1	2
1160	мы возьмем	1	2
1161	суть дела	1	2
1162	поставленный в	1	2
1163	на время	1	2
1164	обе стороны	1	2
1165	даже когда	1	2
1166	положение что	1	2
1167	этот процесс	2	2
1168	свидетельствует о	1	2
1169	многие из	5	2
1170	отказаться от	1	2
1171	и где	2	2
1172	случае не	1	2
1173	три случая	1	2
1174	может рассматриваться	1	2
1175	жизнь и	3	2
1176	всем их	1	2
1177	все другие	1	2
1178	ее он	1	2
1179	нельзя не	1	2
1180	нечего и	3	2
1181	если она	1	2
1182	лишь в	5	2
1183	культуры но	2	2
1184	этом и	1	2
1185	животное то	1	2
1186	и конец	4	2
1187	все более	1	2
1188	ли в	1	2
1189	этому вопросу	1	2
1190	не к	1	2
1191	ее начало	2	1
1192	показывающих что	1	1
1193	же выводам	1	1
1194	тем меньше	2	1
1195	говоря уже	1	1
1196	с момента	2	1
1197	и будут	1	1
1198	самую жалкую	1	1
1199	за исключением	1	1
1200	некоторой степени	1	1
1201	эти части	1	1
1202	народы не	1	1
1203	на второй	1	1
1204	следует что	2	1
1205	социальная жизнь	1	1
1206	место перед	1	1
1207	именно она	1	1
1208	эта же	1	1
1209	строя однако	1	1
1210	в приложении	1	1
1211	и говорить	3	1
1212	как порча	1	1
1213	потому не	1	1
1214	в общей	2	1
1215	будет ли	1	1
1216	особенно если	1	1
1217	что обитатели	1	1
1218	него с	2	1
1219	быть признана	2	1
1220	ни одна	1	1
1221	иначе как	1	1
1222	другие же	1	1
1223	требует доказательств	1	1
1224	с ума	1	1
1225	то ему	2	1
1226	же после	1	1
1227	нам то	1	1
1228	общую картину	2	1
1229	на точку	1	1
1230	к культуре	14	1
1231	борьба за	2	1
1232	широком смысле	2	1
1233	а а	1	1
1234	людей с	1	1
1235	людей которые	1	1
1236	и отчасти	1	1
1237	на звание	1	1
1238	кончается победой	1	1
1239	должен относиться	1	1
1240	не сделал	1	1
1241	два момента	1	1
1242	и детьми	1	1
1243	всегда может	1	1
1244	и каждое	1	1
1245	выводам что	1	1
1246	поэтому если	1	1
1247	которых идет	3	1
1248	должна была	1	1
1249	в государство	1	1
1250	мы все	2	1
1251	может служить	3	1
1252	есть продукт	1	1
1253	для своей	1	1
1254	от своей	2	1
1255	часть этого	1	1
1256	точке зрения	1	1
1257	сведется к	1	1
1258	в значительной	1	1
1259	известным образом	1	1
1260	замечает что	1	1
1261	необходимо сделать	1	1
1262	же причинам	1	1
1263	таких условиях	2	1
1264	народы о	1	1
1265	были те	1	1
1266	та часть	1	1
1267	своем развитии	4	1
1268	существенную черту	1	1
1269	приобщения к	2	1
1270	нельзя рассматривать	1	1
1271	сказано выше	3	1
1272	европы и	1	1
1273	многое из	1	1
1274	другим народам	1	1
1275	них даже	1	1
1276	эту черту	2	1
1277	строго говоря	1	1
1278	стоящих на	1	1
1279	иначе говоря	4	1
1280	причем эти	1	1
1281	лишь тогда	2	1
1282	сам автор	1	1
1283	а наоборот	3	1
1284	у самых	1	1
1285	что надо	1	1
1286	нам удалось	1	1
1287	у каждого	1	1
1288	общения с	1	1
1289	начале этой	2	1
1290	этого доказать	1	1
1291	за эту	1	1
1292	а вследствие	1	1
1293	на поверхность	2	1
1294	те черты	2	1
1295	подойдем к	1	1
1296	народы в	1	1
1297	иной вид	1	1
1298	это слово	1	1
1299	его хотят	1	1
1300	и всякой	1	1
1301	не переставал	1	1
1302	тем больше	1	1
1303	в самые	1	1
1304	сторону его	1	1
1305	как объяснить	1	1
1306	народа с	2	1
1307	живет и	1	1
1308	не очень	2	1
1309	найдем что	1	1
1310	может видеть	1	1
