N	2gram	Losev_Prob	Poddanst
188	чтобы это	1	1
189	мы можем	5	1
190	перед тем	1	1
191	на этой	2	1
192	а с	4	1
193	в данном	6	1
194	в советском	1	1
195	что от	3	1
196	только к	1	1
197	с его	3	1
198	за то	4	1
199	что оно	2	1
200	стремиться к	1	1
201	в н	12	1
202	и азии	1	1
203	и более	3	1
204	можно говорить	1	1
205	те же	1	1
206	вместе с	15	1
207	и здесь	1	1
208	по природе	1	1
209	монастыря в	1	1
210	и на	9	1
211	в самом	7	1
212	иванов в	4	1
213	вопрос о	2	1
214	и очень	3	1
215	в народе	1	1
216	они не	3	1
217	более резкую	1	1
218	является и	2	1
219	этой области	1	1
220	с основной	2	1
221	восходит к	1	1
222	на свои	1	1
223	это в	2	1
224	только что	2	1
225	также что	1	1
226	и который	4	1
227	она не	1	1
228	уже в	4	1
229	более или	1	1
230	только как	1	1
231	насколько можно	1	1
232	того чтобы	3	1
233	власть и	1	1
234	некоторые ее	1	1
235	с определенной	1	1
236	по всему	2	1
237	на основе	1	1
238	в древней	1	1
239	представляет собой	1	1
240	но до	1	1
241	и должна	1	1
242	из всех	2	1
243	формы в	1	1
244	что это	4	1
245	конечно и	1	1
246	обстановке в	1	1
247	могут дать	1	1
248	ни на	2	1
249	под ногами	1	1
250	подчеркнуть что	1	1
251	с трудом	2	1
252	думается что	1	1
253	пусть в	2	1
254	есть как	2	1
255	не были	1	1
256	и уже	2	1
257	с которой	1	1
258	из тех	3	1
259	все основные	1	1
260	науке и	1	1
261	из этих	2	1
262	жить и	1	1
263	идеи и	1	1
264	что если	1	1
265	что то	1	1
266	именно на	2	1
267	не как	3	1
268	и другие	4	1
269	сущность которого	1	1
270	только один	2	1
271	что дело	1	1
272	а затем	1	1
273	и вся	1	1
274	мы все	1	1
275	в каждом	2	1
276	народные массы	1	1
277	и вслед	1	1
278	только на	2	1
279	где он	2	1
280	и этим	1	1
281	не исключает	1	1
282	обе эти	1	1
283	что эта	3	1
284	борьбе с	3	1
285	например с	1	1
286	полноты и	1	1
287	но где	1	1
288	xix в	4	1
289	в других	5	1
290	и при	2	1
291	огромной и	1	1
292	и что	9	1
293	науки и	2	1
294	к действию	2	1
295	в различных	1	1
296	с богом	1	1
297	гомеровских поэм	1	1
298	что и	8	1
299	в трех	2	1
300	связывается с	1	1
301	а имеют	1	1
302	есть с	1	1
303	другой стороны	8	1
304	еще в	6	1
305	в мир	3	1
306	веры в	1	1
307	ни были	1	1
308	более раннего	1	1
309	нет никакого	6	1
310	этом смысле	4	1
311	бы что	1	1
312	к жизни	1	1
313	весь мир	1	1
314	далеко не	6	1
315	не дается	2	1
316	в этих	3	1
317	не вполне	2	1
318	г а	1	1
319	что все	1	1
320	движение и	2	1
321	в истории	1	1
322	так же	7	1
323	в предыдущем	1	1
324	также и	21	1
325	этой последней	1	1
326	как она	1	1
327	его в	9	1
328	и мудрости	3	1
329	совершенно новое	1	1
330	сильны и	1	1
331	литературы и	1	1
332	в большинстве	1	1
333	который не	1	1
334	было и	1	1
335	в г	1	1
336	чуть ли	1	1
337	все же	12	1
338	при виде	1	1
339	и притом	8	1
340	чтобы в	1	1
341	идет речь	2	1
342	в настоящее	7	1
343	в борьбе	2	1
344	всего что	1	1
345	прикасается к	1	1
346	к русскому	1	1
347	но на	1	1
348	что его	4	1
349	того кто	1	1
350	в результате	11	1
351	так было	1	1
352	в которой	7	1
353	от тех	1	1
354	и любви	1	1
355	в прошлом	1	1
356	и будущее	1	1
357	должен быть	2	1
358	черты в	1	1
359	в этой	14	1
360	нужно говорить	1	1
361	числе и	1	1
362	полноте и	2	1
363	к ним	3	1
364	прежде чем	2	1
365	и техники	1	1
366	проводили его	1	1
367	что по	1	1
368	и где	1	1
369	только идея	1	1
370	по преимуществу	2	1
371	духа в	2	1
372	и которая	3	1
373	на нее	1	1
374	и судьбы	1	1
375	на плечи	2	1
376	из двух	1	1
377	известном смысле	1	1
378	к науке	1	1
379	настоящее время	7	1
380	ней и	1	1
381	можно судить	1	1
382	чтобы понять	1	1
383	на себя	2	1
384	а она	1	1
385	что не	3	1
386	мы и	2	1
387	если мы	2	1
388	в эпоху	5	1
389	тем же	4	1
390	но для	2	1
391	весь он	1	1
392	почти исключительно	1	1
393	именно о	2	1
394	в каком	1	1
395	к небу	1	1
396	заключен в	1	1
397	свои собственные	1	1
398	судить по	1	1
399	богов и	4	1
400	у с	1	1
401	исчезнет и	1	1
402	русской литературы	1	1
403	чувство и	1	1
404	сливаются в	2	1
405	любовь и	3	1
406	смысле не	1	1
407	если он	4	1
408	и экономической	1	1
409	каком смысле	1	1
410	мудрости в	1	1
411	тогда когда	4	1
412	это ощущение	1	1
413	в живом	1	1
414	конечном торжестве	1	1
415	в какой	5	1
416	работы в	1	1
417	ясно что	11	1
418	как и	10	1
419	и силы	1	1
420	с которым	2	1
421	во времена	2	1
422	и самих	2	1
423	грехи и	1	1
424	или иной	4	1
425	здесь быть	2	1
426	по одному	2	1
427	начала в	1	1
428	притом в	1	1
429	большинстве случаев	2	1
430	из чего	1	1
431	последней в	1	1
432	в сборнике	1	1
433	прибегают к	1	1
434	и такое	2	1
435	стремления к	1	1
436	в одно	6	1
437	говорить об	1	1
438	все еще	4	1
439	иной раз	4	1
440	именно потому	1	1
441	стремление к	1	1
442	на то	2	1
443	бы эти	1	1
444	на фоне	2	1
445	ли не	2	1
446	которые были	2	1
447	и по	2	1
448	и критика	2	1
449	в природе	1	1
450	и я	1	1
451	бы ее	1	1
452	были в	1	1
453	там где	1	1
454	в эти	1	1
455	т д	1	1
456	тех пор	1	1
457	и жизнь	1	1
458	или что	1	1
459	века в	1	1
460	что во	2	1
461	и только	4	1
462	это сделать	1	1
463	поиски и	1	1
464	что именно	2	1
465	в и	1	1
466	поэзии и	1	1
467	казалось бы	1	1
468	над собой	1	1
469	всяком случае	6	1
470	нисколько не	7	1
471	о котором	4	1
472	бы мы	1	1
473	в существе	1	1
474	она получила	1	1
475	не все	3	1
476	эти последние	1	1
477	на какие	1	1
478	духа с	1	1
479	когда в	1	1
480	друг друга	1	1
481	в это	3	1
482	для этого	2	1
483	с ее	1	1
484	противоречии с	1	1
485	в известном	2	1
486	во времени	1	1
487	гораздо более	5	1
488	не просто	12	1
489	он был	5	1
490	пусть эта	1	1
491	на каждом	1	1
492	если дух	1	1
493	не имеет	3	1
494	в число	1	1
495	р м	1	1
496	смысл этого	1	1
497	одно из	2	1
498	из недр	1	1
499	или менее	1	1
500	исторический план	1	1
501	и ее	2	1
502	выступает как	1	1
503	было с	1	1
504	настоящую минуту	1	1
505	которая и	1	1
506	в положительном	1	1
507	к более	1	1
508	бы это	1	1
509	совершенно ясно	2	1
510	виде то	1	1
511	в темном	1	1
512	из этой	1	1
513	в душе	1	1
514	и быть	1	1
515	xviii века	1	1
516	в настоящую	1	1
517	и м	1	1
518	никогда не	7	1
519	еще не	4	1
