N	3gram	Tiupa_Disk	Hudozhes
243	виде целенаправленно устремленный	1	1
244	их внутреннюю обособленность	1	1
245	хоровое слово общенародной	1	1
246	ни анекдот ни	1	1
247	общим знанием поэтому	1	1
248	не могли быть	1	1
249	жизнеописания чего анекдот	1	1
250	биографического слова не	1	1
251	порой фактически точными	1	1
252	от божья повеленья	1	1
253	анекдот не знает	1	1
254	поучаемого это разделение	1	1
255	новелле есть нарушение	1	1
256	притчевого типа есть	1	1
257	актанту не может	1	1
258	степени зависим от	1	1
259	иных пространственно-временных масштабов	1	1
260	судьба выражает внеличную	1	1
261	видения мира романного	1	1
262	оговорка где слово	1	1
263	в соответствии с	4	1
264	сторону индивида и	1	1
265	ни прибавить ни	2	1
266	в акте выбора	1	1
267	лишь в стилевых	1	1
268	обладать собственным смыслом	1	1
269	к интонации доверительной	1	1
270	запечатленного в притче	1	1
271	острота наизнанку глупость	1	1
272	писал бахтин может	1	1
273	и читателей это	1	1
274	к чужому слову	1	1
275	к индивидуальной жизненной	1	1
276	сказании или притче	1	1
277	проецировать чужой экзистенциальный	1	1
278	и т.д эта	1	1
279	та или иная	1	1
280	он от позиции	1	1
281	несобственно-прямая речь включая	1	1
282	полноценная биография возможна	1	1
283	к содержанию анекдота	1	1
284	уст в уста	1	1
285	божья повеленья сказание	1	1
286	события суть равнодостойные	1	1
287	в известной степени	1	1
288	слова прямой речи	1	1
289	языком ставят перед	1	1
290	профанация священного новелла	1	1
291	заключает в себе	1	1
292	лежат в основе	1	1
293	образа и романного	1	1
294	смыслом ни в	1	1
295	как субъекты этического	1	1
296	говорящий здесь только	1	1
297	восприятия сказания или	1	1
298	необыкновенное в новелле	1	1
299	свою очередь определяется	2	1
300	персонажи сказания не	1	1
301	к однозначности и	1	1
302	оно не предполагает	1	1
303	или притче была	1	1
304	мира в притче	1	1
305	к собственной ситуации	1	1
306	непосредственного присутствия рассказчика	1	1
307	просторную сферу исторического	1	1
308	родственным анекдотическому дискурсу	1	1
309	обратим внимание на	1	1
310	по крайней мере	3	1
311	скрытой полускрытой рассеянной	1	1
312	различного жизненного опыта	1	1
313	не ценностно дистанцированной	1	1
314	самоотождествление с человеком	1	1
315	выбор лексики например	1	1
316	л.с выготским и	2	1
317	не предполагает хоровой	1	1
318	закономерно приводит к	1	1
319	было и не	1	1
320	достоверным но не	1	1
321	требует анекдот но	1	1
322	анекдота ни столь	1	1
323	заключается в том	1	1
324	картины мира с	2	1
325	перед ним определенные	1	1
326	не дает позвоночника	1	1
327	любому иному роду	1	1
328	притче универсального опыта	1	1
329	составляет необходимый фон	1	1
330	и неоспоримый круговорот	1	1
331	за блужданиями его	1	1
332	самоопределяющегося субъекта жизни	1	1
333	от своей судьбы	1	1
334	активизации воспринимающего сознания	1	1
335	мире случайности полноценная	1	1
336	иными границами между	1	1
337	повествователя о ней	1	1
338	индивидуальный опыт чужой	1	1
339	нечто смешное но	1	1
340	бросает звук в	1	1
341	острота или острота	1	1
342	о коммуникативной природе	1	1
343	приятия и ученичества	1	1
344	отношение слушателя к	1	1
345	интересно всем потому	1	1
346	становления и развития	1	1
347	существенно связаны с	1	1
348	когда мы строим	1	1
349	своей коммуникативной природе	1	1
350	жизни повествователя о	1	1
351	объекта и адресата	2	1
352	в готовом стабильно	2	1
353	наизнанку глупость неуместность	1	1
354	и персонажи сказания	1	1
355	но в таком	1	1
356	самому герою жизнеописания	1	1
357	в коммуникативной ситуации	1	1
358	чужому слову чего	1	1
359	о том что	8	1
360	останется не реализованной	1	1
361	в xix веке	1	1
362	здесь обычно является	1	1
363	являет собой лишь	1	1
364	которые лежат в	1	1
365	и рассказывающим притчу	1	1
366	иной интонации и	1	1
367	монологизированного слова в	1	1
368	установка не на	1	1
369	форм высказывания в	1	1
370	и запечатлевающий основу	1	1
371	состоит в придании	2	1
372	оно живет в	2	1
373	не в качестве	1	1
374	форме определенной жанровой	1	1
375	текст анекдота выбор	1	1
376	сферу исторического бытия	1	1
377	собственно и составляющий	1	1
378	как слухи или	1	1
379	или субъектом этического	1	1
380	голоса зримого жеста	1	1
381	случае мы имеем	1	1
382	случайности полноценная биография	1	1
383	и составляющий морализаторскую	1	1
384	к реальному человеческому	1	1
385	участников коммуникативного события	2	1
386	рассказывания а не	2	1
387	в противоположность характеру	1	1
388	слушающих общим знанием	1	1
389	нормативное самоотождествление с	1	1
390	высказывания жанр в	1	1
391	прямого авторского слова	1	1
392	приобщения к общенародной	1	1
393	параметрам сродни любому	1	1
394	в свое время	3	1
395	или иной мере	1	1
396	герой жизнеописания может	1	1
397	ней установка не	1	1
398	дифференцированном и оцененном	2	1
399	одной стороны и	3	1
400	жизнь глазами анекдота	1	1
401	но раз-влекать их	1	1
402	до которого анекдот	1	1
403	и сам текст	1	1
404	к этим моментам	1	1
405	дело не в	1	1
406	рекоша но от	1	1
407	быть субъектом ролевого	1	1
408	опираясь на индивидуальный	1	1
409	к общему миропорядку	1	1
410	сказание в известном	1	1
411	раз-влекать их предлагая	1	1
412	вполне самобытно но	1	1
413	себе ему надлежит	1	1
414	посрамление словесное кощунство	1	1
415	того требует авторитетное	1	1
416	предначертанность судьбы а	1	1
417	содержанию анекдота ни	1	1
418	как и в	3	1
419	сюжетообразующим при этом	1	1
420	по своей коммуникативной	3	1
421	автора с читателем	1	1
422	сродни любому иному	1	1
423	иллюзии живого голоса	1	1
424	к общенародной хвале	1	1
425	в е годы	2	1
426	глазами анекдота это	1	1
427	только в вероятностном	1	1
428	постоянно переходит к	1	1
429	смыслополагания между которыми	1	1
430	для восприятия сказания	1	1
431	выготским и н.и	2	1
432	анекдоте подготовившем почву	1	1
433	благоговейного приятия и	1	1
434	коммуникативного события в	2	1
435	формах внутренней речи	1	1
436	ними здесь невозможно	1	1
437	и оцененном мире	2	1
438	индивидуальной жизненной практике	1	1
439	языка внутренней речи	1	1
440	в анекдоте подготовившем	1	1
441	и реализатором самобытного	1	1
442	ни столь пассивным	1	1
443	от воспринимающего сознания	1	1
444	звук в архитектуру	1	1
445	не требует анекдот	1	1
446	не будет адекватным	1	1
447	обладать проективной компетентностью	1	1
448	или преступается не	1	1
449	о блудном сыне	7	1
450	игра случая непредсказуемое	1	1
451	живого голоса зримого	1	1
452	читатель может и	1	1
453	ситуации жизненного выбора	1	1
454	в первом значении	2	1
455	человека с его	1	1
456	непредсказуемое стечение обстоятельств	1	1
457	определяется предметом целью	3	1
458	оно стремится к	1	1
459	извлечения адресатом некоего	1	1
460	к одному из	1	1
461	нашего высказывания и	1	1
462	от нудительной серьезности	1	1
463	бытуют как слухи	1	1
464	героя окажется неадекватным	1	1
465	в сказании повествуемой	1	1
466	регулятивная отношение слушателя	1	1
467	однако диалогизм биографического	1	1
468	нарушение запрета есть	1	1
469	но обязательно курьезное	1	1
470	фактический слушатель читатель	1	1
471	не в состоянии	1	1
472	столько от содержания	1	1
473	есть субъектом самоопределения	1	1
474	нами не как	1	1
475	или напротив дискредитирующе	1	1
476	наличие так называемого	1	1
477	ощущаться завершенная и	1	1
478	собой исторически продуктивный	1	1
479	не является ни	1	1
480	язык представляет собой	1	1
481	однозначности и прежде	1	1
482	собственным смыслом ни	1	1
483	поведение двух сыновей	1	1
484	суть равнодостойные субъекты	1	1
485	гегель именовал веком	1	1
486	универсального опыта к	1	1
487	не верифицируемым знанием	1	1
488	и тем более	1	1
489	доверительной и раскованной	1	1
490	выражает внеличную сторону	1	1
491	и ситуацией высказывания	3	1
492	жанровой схемы и	1	1
493	не принадлежит к	1	1
494	которым обнаруживается преодолеваемая	1	1
495	преступается не предначертанность	1	1
496	слушателей с содержанием	1	1
497	активность адресата при	1	1
498	строго отграниченная система	2	1
499	точными они бытуют	1	1
500	комическая апофегма то	1	1
501	при этом в	2	1
502	в дискурсе речевой	1	1
503	есть нарушение запрета	1	1
504	высказывания в их	1	1
505	подготовившем почву для	1	1
506	и романного слова	1	1
507	стремится к однозначности	2	1
508	коммуникативную стратегию эстетического	1	1
509	анекдота уже не	1	1
510	диалогической ситуации рассказывания	1	1
511	этом и сам	1	1
512	творится окказиональная случайностная	1	1
513	с его уникальным	1	1
514	быть определена как	3	1
515	или субъектом инициативного	1	1
516	здесь отнюдь не	1	1
517	компетентность восприятия со	1	1
518	существованию вследствие которого	1	1
519	судьбы они едины	1	1
520	читателем к иллюзии	1	1
521	осуществляется или преступается	1	1
522	принадлежат самой ситуации	1	1
523	изменить ничего нельзя	1	1
524	своего рода механизмом	1	1
525	слово общенародной хвалы	1	1
526	жанра высказывания жанр	1	1
527	то есть принадлежат	1	1
528	опыта их свободного	1	1
529	это игра случая	1	1
530	друг от друга	1	1
531	определенной жанровой схемы	1	1
532	иными соседствами именно	1	1
533	в себе рецептивную	1	1
534	но и характерное	1	1
535	что касается ментальной	1	1
536	не совпадает с	1	1
537	уникальным жизненным опытом	1	1
538	определена как регулятивная	1	1
539	в мире императивной	1	1
540	упустить из виду	1	1
541	живет в готовом	2	1
542	иной конкретной ценностно-смысловой	1	1
543	опыт запечатлеваемый и	1	1
544	заданность человеческих отношений	1	1
545	позиций классического реализма	1	1
546	двух сыновей в	1	1
547	можно припоминая и	1	1
548	диада личности и	1	1
549	к его ценностно-смысловой	1	1
550	беседы автора с	1	1
551	притче о блудном	1	1
552	предполагает внутренне свободного	1	1
553	возможность иной интонации	1	1
554	при этом и	1	1
555	умения отрешиться от	1	1
556	отсутствием ценностной дистанции	1	1
557	значения чьей-то биографии	1	1
558	самобытно но и	1	1
559	сплетни то есть	1	1
560	в себя и	1	1
561	хранения и передачи	1	1
562	нравственный закон собственно	1	1
563	проделано и рассказывающим	1	1
564	персонажи не выбирают	1	1
565	к своему собственному	1	1
566	есть принадлежат самой	1	1
567	для него возможны	1	1
568	сказания еще не	1	1
569	целенаправленно устремленный от	1	1
570	не несет в	1	1
571	присутствует как правило	1	1
572	механизмом активизации воспринимающего	1	1
573	слова говорящий здесь	1	1
574	форме индивидуального речевого	1	1
575	чистом виде целенаправленно	1	1
576	некоего ценностного урока	1	1
577	адресата притчи может	1	1
578	бахтин может ощущаться	1	1
579	здесь невозможно притчевое	1	1
580	акт притчевого типа	1	1
581	так называемого чувства	1	1
582	к самому герою	1	1
583	задания реализуют в	1	1
584	своему герою определяемое	1	1
585	живое непредубежденное любопытство	1	1
586	далее речь пойдет	1	1
587	что из нас	1	1
588	известного рода взаимная	1	1
589	ибо предметно-тематическое содержание	1	1
590	прибавить ни убавить	2	1
591	ощущение составляет необходимый	1	1
592	субъекта объекта и	2	1
593	мире всеобщей межличностной	1	1
594	сказания не от	1	1
595	адресатом некоего ценностного	1	1
596	которого он от	1	1
597	протороманного коммуникативного события	1	1
598	слушатель читатель может	1	1
599	а по своей	1	1
600	то в качестве	1	1
601	тогда как притчу	1	1
602	конкретной ценностно-смысловой картины	1	1
603	излагаемой жизни как	1	1
604	иного включает в	1	1
605	которого анекдот легко	1	1
606	их в качестве	1	1
607	ценностно-смысловой картины мира	1	1
608	во втором случае	1	1
609	позиции учителя жизни	1	1
610	судьбы а некий	1	1
611	на свой опыт	1	1
612	не есть биография	1	1
613	очередь по отношению	1	1
614	мира которая своей	1	1
615	отношении к предмету	1	1
616	смешное но обязательно	1	1
617	о ней установка	1	1
618	адресата от героя	1	1
619	под сводами чужой	1	1
620	его под сводами	1	1
621	являет собой некоторую	1	1
622	для производящего текст	1	1
623	искусства не сводится	1	1
624	но как субъекты	1	1
625	анекдот легко может	1	1
626	произведения по своим	1	1
627	произнесения сказания субъект	1	1
628	ни изменить ничего	1	1
629	как исполненной некоторого	1	1
630	жанр в свою	1	1
631	об этом так	1	1
632	зависит от жанра	1	1
633	неким ибо предметно-тематическое	1	1
634	рода механизмом активизации	1	1
635	притчевое нормативное самоотождествление	1	1
636	вовлекает адресата в	1	1
637	имеем дело не	2	1
638	в другом и	1	1
639	опытом выводится в	1	1
640	целью и ситуацией	3	1
641	как бы непосредственного	1	1
642	высказывания и в	1	1
643	фактически точными они	1	1
644	есть профанация священного	1	1
645	сказания или притчи	1	1
646	речевой деятельности персонажа	1	1
647	точки зрения автора	1	1
648	его поступки только	1	1
649	у-влекать слушателей преодолевая	1	1
650	не удовлетворяясь репродуктивной	1	1
651	некий нравственный закон	1	1
652	они бытуют как	1	1
653	пассивным как к	1	1
654	ни для рассказчика	1	1
655	содержание к собственной	1	1
656	от одного сознания	1	1
657	окажется неадекватным субъект	1	1
658	должен не у-влекать	1	1
659	равнодостойности сознаний встречающихся	1	1
660	не предначертанность судьбы	1	1
661	отделен от своей	1	1
662	именно в этом	1	1
663	в самом общем	2	1
664	противоположность характеру типу	1	1
665	притче была впервые	1	1
666	целое нашего высказывания	1	1
667	занять уготованной ему	1	1
668	и речевой деятельности	1	1
669	в одной из	2	1
670	жизнеописание несет в	1	1
671	в том случае	1	1
672	занимательное неожиданное маловероятное	1	1
673	но без благоговейного	1	1
674	как регулятивная отношение	1	1
675	субъектом инициативного самообнаружения	1	1
676	в форме индивидуального	1	1
677	которыми устанавливаются отношения	1	1
678	то что может	1	1
679	персонажа то она	1	1
680	стороны адресата притчи	1	1
681	они едины судьба	1	1
682	переходит к позиции	1	1
683	за которым обнаруживается	1	1
684	раскрывают содержание судьбы	1	1
685	к позиции изобразителя	1	1
686	в нем звучит	2	1
687	человеческому существованию вследствие	1	1
688	слове писал бахтин	1	1
689	повеленья сказание в	1	1
690	не как объекты	1	1
691	для притчи иносказательность	1	1
692	даже будучи порой	1	1
693	другому что касается	1	1
694	без благоговейного приятия	1	1
695	столь пассивным как	1	1
696	адресат протороманного коммуникативного	1	1
697	в притче универсального	1	1
698	нудительной серьезности бахтин	1	1
699	таком случае его	1	1
700	впервые освоена в	1	1
701	одним и тем	1	1
702	будучи порой фактически	1	1
703	в нем определенные	1	1
704	концепированный адресат биографического	1	1
705	принципиальная для притчи	1	1
706	слова не сводится	1	1
707	например в значительной	1	1
708	позицию опираясь на	1	1
709	всеобщей межличностной соотносительности	1	1
710	речи именно диалог	1	1
711	жанр это известного	1	1
712	и не занять	1	1
713	его вступление в	1	1
714	к служебной роли	1	1
715	культуры в самом	1	1
716	притча не знают	1	1
717	прежде всего к	1	1
718	потому что из	1	1
719	нормативное приложение запечатленного	1	1
720	исторически продуктивный тип	1	1
721	человеческого сознания в	1	1
722	человеком неким ибо	1	1
723	только раскрывают содержание	1	1
724	формах косвенной речи	1	1
725	мире это требует	1	1
726	себя и возможность	1	1
727	иного языка и	1	1
728	в просторную сферу	1	1
729	поступки только раскрывают	1	1
730	и адресат протороманного	1	1
731	блужданиями его под	1	1
732	содержит в себе	3	1
733	нельзя не сделав	1	1
734	позиции изобразителя жизни	1	1
735	опыт жизни а	1	1
736	мире императивной нормы	1	1
737	роль в организации	1	1
738	дискурса призван обладать	1	1
739	премудрость притчевого назидания	1	1
740	знакомство слушателей с	1	1
741	кощунство и непристойность	1	1
742	совершенно иной конкретной	1	1
743	раскованной беседы автора	1	1
744	именно диалог персонажей	1	1
745	мира вокруг я	1	1
746	на поучающего и	1	1
747	рассказчика ни для	1	1
748	коммуникативным параметрам сродни	1	1
749	курьезное любопытное занимательное	1	1
750	в этом состоит	1	1
751	мир как опыт	1	1
752	евгении онегине но	1	1
753	чужой жизненной позиции	1	1
754	притчи иносказательность является	1	1
755	столь свободным как	1	1
756	принципиально недопустимая в	1	1
757	между ними здесь	1	1
758	ни убавить ни	1	1
759	своей судьбы они	1	1
760	неприемлемо ни для	1	1
761	может быть осуществлено	1	1
762	и художественного письма	1	1
763	границами между вещами	1	1
764	это позиция активного	1	1
765	активного приятия не	1	1
766	удовлетворяясь репродуктивной рецепцией	1	1
767	именовал веком героев	1	1
768	чувства юмора умения	1	1
769	не сделав хуже	1	1
770	субъекты этического выбора	1	1
771	взаимная условленность конвенциональность	1	1
772	морализаторскую премудрость притчевого	1	1
773	случае его вступление	1	1
774	чего не требует	1	1
775	словесное кощунство и	1	1
776	составляющий морализаторскую премудрость	1	1
777	от жанра высказывания	1	1
778	ни столь свободным	1	1
779	как ценностного центра	1	1
780	свою жизненную позицию	1	1
781	встречающихся в дискурсе	1	1
782	одного сознания к	1	1
783	чувство себя самого	1	1
784	бы непосредственного присутствия	1	1
785	может ощущаться завершенная	1	1
786	система смыслов оно	1	1
787	понимание излагаемой жизни	1	1
788	учителя жизни постоянно	1	1
789	включая разные формы	1	1
790	здесь только исполнитель	1	1
791	может быть определена	2	1
792	интонации доверительной и	1	1
793	можно даже сказать	1	1
794	романного образа и	1	1
795	необходимый фон романного	1	1
796	моментам родственным анекдотическому	1	1
797	есть монолог в	1	1
798	с позиций классического	1	1
799	и раскованной беседы	1	1
800	предметно-тематическое содержание жизнеописания	1	1
801	выбора осуществляется или	1	1
802	герою определяемое отсутствием	1	1
803	предварительное знакомство слушателей	1	1
804	в том или	1	1
805	и потому нейтральное	1	1
806	в окказионально-авантюрном мире	1	1
807	речь идет о	2	1
808	к другому что	1	1
809	притчу в принципе	1	1
810	сознаний встречающихся в	1	1
811	иерархично оно не	1	1
812	не было и	1	1
813	тип высказывания реализующий	1	1
814	анекдота это игра	1	1
815	в этом случае	3	1
816	первую очередь по	1	1
817	зримого жеста и	1	1
818	можно говорить о	1	1
819	другом и другого	1	1
820	суть то что	1	1
821	судьбой отдельных лиц	1	1
822	продуктивный тип высказывания	1	1
823	восприятия со стороны	2	1
824	и кому говорят	1	1
825	апофегма то есть	1	1
826	в качестве текстовой	1	1
827	их отношении к	1	1
828	с читателем к	1	1
829	оценки и иных	1	1
830	и его поступки	1	1
831	а в том	2	1
832	содержание жизнеописания вполне	1	1
833	жизнеописания вполне самобытно	1	1
834	звучит один голос	2	1
835	этом остается регламентированной	1	1
836	и поучаемого это	1	1
837	выводится в просторную	1	1
838	по своим коммуникативным	1	1
839	иллюстрировалась общая идея	1	1
840	устанавливаются отношения ценностно-смысловой	1	1
841	и соотношений такая	1	1
842	и н.и жинкиным	2	1
843	к тому же	4	1
844	биография и не	1	1
845	в слове писал	1	1
846	в архитектуру души	1	1
847	в принципе можно	1	1
848	себе самому тогда	1	1
849	она могла бы	1	1
850	жизни а также	2	1
851	фон романного видения	1	1
852	произведение искусства не	1	1
853	непристойность необыкновенное в	1	1
854	косвенной речи хотя	1	1
855	на границах литературного	1	1
856	возможность иного языка	1	1
857	потому нейтральное к	1	1
858	и оценки и	1	1
859	и непристойность необыкновенное	1	1
860	непредубежденное любопытство к	1	1
861	иносказательность является своего	1	1
862	хотят и свершают	1	1
863	в первую очередь	3	1
864	что они хотят	1	1
865	называемого чувства юмора	1	1
866	опыта к индивидуальной	1	1
867	почву для жизнеописания	1	1
868	стилевых формах косвенной	1	1
869	судьбой предопределенной ему	1	1
870	как правило лишь	1	1
871	лексики например в	1	1
872	не столько от	1	1
873	в данном отношении	1	1
874	личностного самоопределения в	1	1
875	коммуникативное событие произведения	1	1
876	смысле можно говорить	1	1
877	притча разъединяет участников	1	1
878	самих состоят все	1	1
879	представляет собой исторически	1	1
880	является сюжетообразующим при	1	1
881	между автором и	1	1
882	нам всегда предносится	1	1
883	к предмету речи	1	1
884	моделью причастности к	1	1
885	то есть субъектом	1	1
886	сам текст анекдота	1	1
887	самобытного смысла развертывающейся	1	1
888	как и ее	1	1
889	субъектом этического выбора	1	1
890	полускрытой рассеянной чужой	1	1
891	слову чего не	1	1
892	быть осуществлено только	1	1
893	непреложный и неоспоримый	1	1
894	нем звучит один	2	1
895	и ценностями иными	1	1
896	не могут быть	1	1
897	отрешиться от нудительной	1	1
898	любопытство к реальному	1	1
899	становящегося человека с	1	1
900	заключать в себе	1	1
901	но в равной	1	1
902	жизненную позицию опираясь	1	1
903	возможна только в	2	1
904	узнавания себя в	2	1
905	приводит к интонации	1	1
906	слушателя к содержанию	1	1
907	в частности в	2	1
908	к иллюзии живого	1	1
909	языка и возможность	1	1
910	здесь действующие лица	1	1
911	субъектом ролевого действия	1	1
912	на индивидуальный опыт	1	1
913	разъединяет участников коммуникативного	1	1
914	предметом целью и	3	1
915	коммуникативного события на	1	1
916	коммуникативного события суть	1	1
917	в новое время	1	1
918	известном смысле домонологично	1	1
919	жизненного опыта их	1	1
920	в сказании или	2	1
921	сказании повествуемой ситуации	1	1
922	ситуации рассказывания а	1	1
923	характеру типу актанту	1	1
924	на первый взгляд	1	1
925	персонажем в акте	1	1
926	в хх веке	1	1
927	вследствие которого он	1	1
928	завершенная и строго	2	1
929	едины судьба выражает	1	1
930	выбирают а по	1	1
931	дистанции между ними	1	1
932	то же самое	2	1
933	именно это ощущение	1	1
934	при этом как	1	1
935	сводится к этим	1	1
936	стабильно дифференцированном и	2	1
937	функционирование в культуре	1	1
938	чужой речи и	2	1
939	двоякий жизненный опыт	1	1
940	заинтересовывать судьбой отдельных	1	1
941	глупость неуместность ошибка	1	1
942	не быть субъектом	1	1
943	не утрачивает своей	1	1
944	том случае если	1	1
945	обычно является сюжетообразующим	1	1
946	особое отношение к	1	1
947	собственной ситуации жизненного	1	1
948	романного дискурса призван	1	1
949	поучающего и поучаемого	1	1
950	требует авторитетное слово	1	1
951	наделенного репродуктивной компетентностью	1	1
