N	2gram	Tiupa_Hudo	KulturaY
470	то в	6	4
471	которых мы	1	4
472	это уже	2	4
473	из которых	1	4
474	том и	1	4
475	так или	3	4
476	нам в	1	4
477	на месте	2	4
478	отношения к	1	4
479	пор еще	1	4
480	бы не	3	4
481	который не	1	4
482	именно поэтому	1	4
483	в известном	1	4
484	из области	1	4
485	все они	2	4
486	ни на	2	4
487	первом случае	2	4
488	не имеют	3	4
489	не должно	2	4
490	фраза из	1	4
491	именно на	2	4
492	обе эти	1	4
493	что когда	2	4
494	а лишь	1	4
495	в данной	2	4
496	мог бы	1	4
497	на который	1	4
498	однако в	4	4
499	точку зрения	1	4
500	формы и	1	4
501	но на	1	4
502	различие между	1	4
503	и было	2	4
504	по словам	1	4
505	в виде	2	4
506	в стороне	1	4
507	и без	1	4
508	к нашей	1	4
509	в такой	2	4
510	сразу же	2	4
511	в условиях	1	4
512	вопросе о	1	4
513	к одному	1	4
514	поскольку она	1	4
515	нельзя не	1	4
516	в науке	1	4
517	на это	2	4
518	одного из	1	4
519	в узком	1	4
520	такой же	3	4
521	говорить об	2	4
522	это в	4	4
523	не более	3	4
524	ли в	2	4
525	а то	2	4
526	речь здесь	1	3
527	это на	1	3
528	и другие	5	3
529	все что	4	3
530	тех кто	2	3
531	знание о	1	3
532	тем как	2	3
533	мысли и	2	3
534	чтобы в	1	3
535	жизнь в	3	3
536	все дело	1	3
537	из всего	1	3
538	давно уже	3	3
539	в последнем	1	3
540	по своим	2	3
541	в это	4	3
542	знаем что	2	3
543	но мы	2	3
544	смысл этого	1	3
545	мы с	3	3
546	на материале	1	3
547	в дальнейшем	2	3
548	и дело	3	3
549	можно считать	1	3
550	и такие	1	3
551	следовало бы	1	3
552	раз и	2	3
553	отсюда и	2	3
554	во многих	1	3
555	за собой	1	3
556	себе в	2	3
557	всего что	1	3
558	настоящее время	1	3
559	наряду с	4	3
560	в контексте	2	3
561	на него	3	3
562	из романа	1	3
563	все время	2	3
564	который в	2	3
565	в системе	2	3
566	но так	1	3
567	представить себе	1	3
568	бы то	1	3
569	по адресу	2	3
570	то для	1	3
571	он все	2	3
572	несоответствие между	1	3
573	согласно которому	2	3
574	к жизни	6	3
575	в следующем	3	3
576	что его	1	3
577	по аналогии	1	3
578	быть только	2	3
579	пример из	1	3
580	также в	2	3
581	одно только	1	3
582	в сторону	2	3
583	не нужно	3	3
584	в других	4	3
585	от себя	3	3
586	к слову	1	3
587	в целях	1	3
588	при отсутствии	1	3
589	зрения в	1	3
590	но зато	1	3
591	даже не	1	3
592	то ни	2	3
593	не раз	2	3
594	именно потому	1	3
595	например не	1	3
596	известном смысле	1	3
597	о его	2	3
598	истории русской	1	3
599	образом в	1	3
600	в него	2	3
601	русской классической	1	3
602	лишь по	1	3
603	меня и	1	3
604	та же	5	3
605	например что	1	3
606	если в	4	3
607	человеческого общения	1	3
608	одних и	2	3
609	чтобы создать	1	3
610	что сам	1	3
611	их как	2	3
612	этот смысл	2	3
613	потребность в	2	3
614	что нет	1	3
615	вместо того	2	3
616	что у	4	3
617	в романе	1	3
618	том смысле	1	3
619	роли в	2	3
620	том как	5	3
621	пока он	1	3
622	его и	2	3
623	в прозе	1	3
624	своей собственной	2	3
625	более чем	2	3
626	но здесь	1	3
627	из практики	1	3
628	и уже	3	3
629	не могло	2	3
630	письма и	1	3
631	кстати и	1	3
632	тогда как	10	3
633	каждый из	1	3
634	образом не	1	3
635	мне не	1	3
636	тому чтобы	1	3
637	заметить что	2	3
638	нет и	2	3
639	он в	2	3
640	она может	2	3
641	при котором	2	3
642	лучше всего	1	3
643	том же	1	3
644	со словом	1	3
645	это просто	1	3
646	в настоящее	1	3
647	с того	4	3
648	именно к	1	3
649	в первый	2	3
650	для него	15	3
651	не для	1	3
652	как у	2	3
653	все той	1	3
654	таком случае	1	3
655	слова не	1	3
656	в противовес	2	3
657	слова но	1	3
658	же такое	1	3
659	это еще	1	3
660	этом что	1	3
661	которое было	1	3
662	между собою	1	3
663	с той	2	3
664	или даже	2	3
665	и я	1	3
666	сколь бы	1	3
667	со своей	3	3
668	на минуту	1	3
669	на его	2	3
670	на них	2	3
671	и тех	3	3
672	что от	1	3
673	а как	2	3
674	случае если	2	3
675	не по	2	3
676	конце концов	1	3
677	в искусстве	1	3
678	но она	1	3
679	здесь очевидно	1	3
680	же что	1	3
681	отказ от	2	3
682	в начале	3	3
683	признать что	2	3
684	с таким	1	3
685	таким же	1	3
686	эпохи и	1	3
687	что было	3	2
688	от него	3	2
689	и составляет	2	2
690	только из	1	2
691	которая была	2	2
692	и содержания	1	2
693	речь всегда	1	2
694	уж не	1	2
695	в общий	1	2
696	и глубины	1	2
697	дело с	2	2
698	любовь к	1	2
699	смысле и	1	2
700	на вопросе	1	2
701	в разных	1	2
702	самое важное	1	2
703	воспоминания о	1	2
704	связи и	1	2
705	в принципе	1	2
706	одному из	1	2
707	не меняется	1	2
708	и об	3	2
709	не годится	1	2
710	его от	1	2
711	нами в	1	2
712	приходит к	3	2
713	сбросить с	1	2
714	по пути	1	2
715	в жизни	9	2
716	только через	1	2
717	приходит в	2	2
718	выражения и	1	2
719	укладывается в	1	2
720	достоевского и	1	2
721	поскольку он	1	2
722	и слово	1	2
723	культуры в	1	2
724	слишком очевидно	1	2
725	начнем с	2	2
726	к смыслу	1	2
727	во все	1	2
728	отказываться от	1	2
729	в действительности	5	2
730	что этот	1	2
731	по его	4	2
732	этот не	1	2
733	имеет в	1	2
734	вот и	3	2
735	действительно так	1	2
736	с такой	3	2
737	об отношении	1	2
738	из своего	1	2
739	но они	1	2
740	на пути	1	2
741	в строгом	1	2
742	и когда	4	2
743	здесь прежде	1	2
744	что еще	1	2
745	любви к	2	2
746	видно что	3	2
747	в глаза	1	2
748	было сказано	1	2
749	и остается	2	2
750	на наших	1	2
751	думал о	2	2
752	которого они	1	2
753	конечном итоге	1	2
754	к числу	3	2
755	такая же	2	2
756	находится в	1	2
757	а так	1	2
758	речь не	1	2
759	не умеет	3	2
760	исходит из	1	2
761	в атмосфере	1	2
762	одна из	4	2
763	в текст	1	2
764	мы тем	1	2
765	узком смысле	1	2
766	бы так	1	2
767	и н	5	2
768	большей степени	1	2
769	важно что	1	2
770	чем это	1	2
771	едва ли	6	2
772	целого ряда	1	2
773	смысле как	1	2
774	хотелось бы	1	2
775	не видел	1	2
776	в состоянии	3	2
777	что сама	1	2
778	объяснение в	1	2
779	не соответствует	1	2
780	самих этих	1	2
781	и через	1	2
782	с другими	2	2
783	х годов	1	2
784	наше внимание	3	2
785	лежит в	1	2
786	русской литературы	1	2
787	и говорит	2	2
788	сказал что	1	2
789	который по	1	2
790	и хорошо	2	2
791	последнего в	1	2
792	такова что	2	2
793	себе не	1	2
794	человек в	3	2
795	вследствие того	1	2
796	одном из	1	2
797	его жизни	6	2
798	письме к	1	2
799	в себя	3	2
800	что их	1	2
801	кого же	1	2
802	в русской	4	2
803	их не	1	2
804	того в	1	2
805	смысла слов	1	2
806	не означает	2	2
807	не составляет	1	2
808	этого процесса	1	2
809	ср в	1	2
810	с какой	3	2
811	взглянуть на	1	2
812	является его	1	2
813	это по	1	2
814	не будет	1	2
815	своего времени	3	2
816	что эта	1	2
817	и тот	2	2
818	где в	2	2
819	то во	1	2
820	характером и	1	2
821	литературы и	1	2
822	в москве	2	2
823	а тем	1	2
824	это же	1	2
825	общего с	1	2
826	и др	1	2
827	к осознанию	1	2
828	было известно	2	2
829	не исчерпывает	1	2
830	этой фразы	1	2
831	что без	1	2
832	для чего	1	2
833	себе как	1	2
834	я сам	2	2
835	искусства в	1	2
836	с неба	1	2
837	к сожалению	1	2
838	на жизнь	1	2
839	а теперь	1	2
840	он уже	4	2
841	само слово	1	2
842	предметы и	1	2
843	переходит в	1	2
844	вместе со	2	2
845	от нас	1	2
846	с внешней	3	2
847	смысле можно	1	2
848	для них	1	2
849	однако он	1	2
850	оттого что	1	2
851	связывается с	1	2
852	не могла	4	2
853	в плоскости	1	2
854	за что	1	2
855	поэтому и	2	2
856	о природе	3	2
857	сами по	1	2
858	во что	1	2
859	них можно	1	2
860	и одновременно	1	2
861	у читателя	1	2
862	легко и	1	2
863	он будет	3	2
864	есть нечто	1	2
865	с такими	2	2
866	подхода к	1	2
867	это время	2	2
868	и так	3	2
869	и просто	1	2
870	не до	1	2
871	нас все	1	2
872	которого не	1	2
873	которая не	3	2
874	к другому	5	2
875	ничего общего	1	2
876	а ведь	1	2
877	в словах	1	2
878	может уже	1	2
879	который и	1	2
880	у нее	10	2
881	но тут	1	2
882	чем же	2	2
883	не является	1	2
884	нам о	2	2
885	очевидно и	1	2
886	не правда	1	2
887	совершенно иной	2	2
888	к отдельным	1	2
889	сказал бы	1	2
890	о сближении	1	2
891	с а	1	2
892	и теперь	1	2
893	для нее	6	2
894	отношении к	1	2
895	смысл в	1	2
896	вслед за	3	2
897	и до	1	2
898	друг от	2	2
899	н а	2	2
900	и а	7	2
901	и там	1	2
902	в точности	1	2
903	все в	2	2
904	одной из	5	2
905	только теперь	1	2
906	в глазах	11	2
907	на улице	1	2
908	не знаем	2	2
909	в каждый	1	2
910	всякий раз	4	2
911	характерное для	2	2
912	деле в	2	2
913	не из	1	2
914	во введении	3	2
915	которые говорили	1	2
916	друг другу	1	2
917	он должен	1	2
918	деле не	2	2
919	тогда в	2	2
920	ответ на	1	2
921	было как	1	2
922	ничем не	3	2
923	вот например	1	2
924	особой форме	1	2
925	установке на	1	2
926	на тех	3	2
927	это был	1	2
928	делает их	1	2
929	том числе	1	2
930	наших глазах	1	2
931	что одна	1	2
932	данной связи	1	2
933	для всего	3	2
934	он и	2	2
935	в литературе	3	2
936	в широком	1	2
937	же не	3	2
938	того момента	1	2
939	этом в	1	2
940	сказать не	1	2
941	от друга	2	2
942	когда оно	1	2
943	дело в	2	2
944	вообще не	1	2
945	слова на	1	2
946	например или	1	2
947	нас к	2	2
948	своему содержанию	1	2
949	является не	1	2
950	иной раз	1	2
951	живой и	1	2
952	к своему	2	2
953	один и	2	2
954	это было	2	2
955	не стал	2	2
956	для которого	1	2
957	бы совершенно	1	2
958	путь к	2	2
959	в одной	3	2
960	как слово	1	2
961	без конца	1	2
962	которая как	1	2
963	за то	1	2
964	же из	2	2
965	в самых	1	2
966	поскольку они	1	2
967	первая половина	2	2
968	ни один	1	2
969	тому как	4	2
970	с совершенно	1	2
971	а по	2	2
972	выйти за	1	2
973	есть и	3	2
974	отношений между	1	2
975	только у	1	2
976	это также	1	2
977	например и	1	2
978	одного слова	1	2
979	наших дней	1	2
980	как правило	6	2
981	связана с	1	2
982	в большой	1	2
983	во многом	1	2
984	который как	1	2
985	метод который	1	2
986	в ходе	4	2
987	сказать в	1	2
988	даже для	1	2
989	самой природы	1	2
990	жизни и	10	2
991	все более	1	2
992	эти два	1	2
993	как впрочем	1	2
994	может и	3	2
995	ведь и	1	2
996	дело здесь	2	2
997	в ком	2	1
998	форма но	1	1
999	что один	1	1
1000	был и	1	1
1001	на заводе	1	1
1002	особенно же	1	1
1003	было ему	1	1
1004	становится возможным	1	1
1005	или и	1	1
1006	писателя и	1	1
1007	человеческой жизни	9	1
1008	тургенева в	1	1
1009	письма не	2	1
1010	когда ему	1	1
1011	русской литературе	3	1
1012	исходя из	1	1
1013	какой есть	1	1
1014	каждого отдельного	3	1
1015	всей жизни	1	1
1016	искусства это	1	1
1017	характер как	1	1
1018	в равной	3	1
1019	оказывается не	1	1
1020	а у	1	1
1021	эта новая	1	1
1022	решения вопроса	1	1
1023	она уже	1	1
1024	ни стало	1	1
1025	но тем	2	1
1026	всегда предполагает	1	1
1027	говорит о	4	1
1028	ни другое	1	1
1029	и таких	1	1
1030	но смысл	1	1
1031	смотрела на	1	1
1032	утверждения на	1	1
1033	себе во	1	1
1034	с собой	2	1
1035	ни слова	1	1
1036	претендующим на	1	1
1037	в рамки	1	1
1038	среди других	3	1
1039	характерного и	1	1
1040	установки на	2	1
1041	явно не	2	1
1042	стороне от	1	1
1043	ни одна	2	1
1044	и сам	3	1
1045	существенное различие	1	1
1046	и опять	1	1
1047	на свою	1	1
1048	за выражение	1	1
1049	отношении более	1	1
1050	за ним	3	1
1051	что столь	1	1
1052	и анна	2	1
1053	них уже	1	1
1054	у старых	1	1
1055	к другим	1	1
1056	и соответствующую	1	1
1057	значительной степени	3	1
1058	из этой	1	1
1059	стороны в	1	1
1060	я могу	1	1
1061	бы стать	1	1
1062	и внутренне	3	1
1063	их в	2	1
1064	общий контекст	1	1
1065	прозы где	1	1
1066	литературных жанров	1	1
1067	мысли о	3	1
1068	одновременно и	5	1
1069	так легко	1	1
1070	убеждает нас	1	1
1071	подлинный смысл	1	1
1072	внимание к	1	1
1073	на некоторую	1	1
1074	конфликт между	1	1
1075	является для	1	1
1076	в природе	1	1
1077	но у	2	1
1078	может дать	1	1
1079	чувствовал себя	1	1
1080	легче всего	1	1
1081	его личной	1	1
1082	так много	1	1
1083	идет об	1	1
1084	к своим	2	1
1085	матери и	2	1
1086	культурной традиции	1	1
1087	найти себя	1	1
1088	которую всякий	1	1
1089	в письме	1	1
1090	на первый	1	1
1091	к объекту	1	1
1092	относиться к	1	1
1093	сказано о	1	1
1094	любовь которая	2	1
1095	иметь никакого	1	1
1096	г в	1	1
1097	словами как	1	1
1098	теперь он	2	1
1099	самого начала	1	1
1100	положение при	1	1
1101	пожалуй наиболее	1	1
1102	она же	1	1
1103	же следует	1	1
1104	сказал я	1	1
1105	до бесчувствия	1	1
1106	литературного вкуса	1	1
1107	которой он	2	1
1108	стал бы	1	1
1109	рассказать и	1	1
1110	и политической	1	1
1111	имеет право	1	1
1112	нас и	1	1
1113	дает себя	1	1
1114	традиций в	1	1
1115	она могла	1	1
1116	важное и	1	1
1117	и уж	2	1
1118	ему хочется	1	1
1119	бы даже	1	1
1120	это главным	1	1
1121	и своим	1	1
1122	и другой	1	1
1123	с другим	2	1
1124	которыми он	1	1
1125	не вспомнить	2	1
1126	в этот	1	1
1127	к своей	1	1
1128	в бреду	2	1
1129	а когда	1	1
1130	которым в	2	1
1131	только на	6	1
1132	каждое слово	1	1
1133	и вторая	1	1
1134	него было	1	1
1135	претендовать на	1	1
1136	и чехов	1	1
1137	определяется тем	1	1
1138	начале xix	1	1
1139	то как	1	1
1140	от своей	1	1
1141	имеют для	1	1
1142	отношениях к	1	1
1143	идти не	1	1
1144	характерной для	1	1
1145	перед ним	2	1
1146	о нашей	1	1
1147	бы лишены	1	1
1148	другом отношении	1	1
1149	то чтобы	2	1
1150	в мы	1	1
1151	пока еще	3	1
1152	у себя	3	1
1153	этот как	1	1
1154	вернуться к	1	1
1155	и притом	1	1
1156	будет одна	1	1
1157	человек без	1	1
1158	еще ничего	1	1
1159	следующим образом	3	1
1160	за него	2	1
1161	как от	2	1
1162	есть по	1	1
1163	и значительных	1	1
1164	различает в	1	1
1165	противоречие в	2	1
1166	они уже	1	1
1167	слова любовь	1	1
1168	науке о	1	1
1169	речь о	1	1
1170	это почти	1	1
1171	это прежде	3	1
1172	от другой	2	1
1173	он сам	3	1
1174	эти не	1	1
1175	он живет	1	1
1176	совсем недавно	1	1
1177	жизни есть	1	1
1178	за последние	1	1
1179	каким был	1	1
1180	имели бы	1	1
1181	приверженности к	1	1
1182	к ее	1	1
1183	слова без	1	1
1184	становится только	1	1
1185	то о	2	1
1186	формируется в	1	1
1187	себя в	11	1
1188	характерно что	4	1
1189	это своего	2	1
1190	или три	1	1
1191	и неизвестно	1	1
1192	начало и	1	1
1193	о первой	1	1
1194	еще резче	1	1
1195	о ней	1	1
1196	не скучно	1	1
1197	рассказа что	2	1
1198	сказано не	1	1
1199	все мы	1	1
1200	жизнь которой	1	1
1201	которой я	1	1
1202	п эта	1	1
1203	во всех	2	1
1204	равной мере	2	1
1205	где как	2	1
1206	влияние на	2	1
1207	непосредственное отношение	1	1
1208	еще одну	1	1
1209	все его	3	1
1210	далее к	1	1
1211	при сохранении	1	1
1212	не противоречит	1	1
1213	нами не	1	1
1214	мы как	1	1
1215	она и	1	1
1216	так можно	1	1
1217	от его	1	1
1218	хочет быть	1	1
1219	последние десятилетия	1	1
1220	она как	2	1
1221	похожи на	1	1
1222	эти внешние	1	1
1223	самое непосредственное	2	1
1224	об одном	3	1
1225	такого рода	4	1
1226	он к	1	1
1227	она в	5	1
1228	случайное и	1	1
1229	первый раз	2	1
1230	к жене	1	1
1231	себе печать	1	1
1232	при переходе	1	1
1233	не буду	1	1
1234	для которой	1	1
1235	это я	1	1
1236	и рассказывает	1	1
1237	не владеет	1	1
1238	форма является	1	1
1239	элементов и	1	1
1240	вообще однако	1	1
1241	в ресторане	2	1
1242	поэзии в	1	1
1243	этих категорий	1	1
1244	не должна	1	1
1245	по мнению	6	1
1246	лучше чем	1	1
1247	вместе но	1	1
1248	чем у	1	1
1249	что несмотря	1	1
1250	не кажется	1	1
1251	и существенное	1	1
1252	согласно которой	1	1
1253	слово не	2	1
1254	эта особенность	1	1
1255	для своего	2	1
1256	они в	2	1
1257	или иную	2	1
1258	к определенному	1	1
1259	отказывается от	1	1
1260	не обладает	1	1
1261	лишнее и	1	1
1262	наизнанку и	1	1
1263	и кстати	1	1
1264	противоречие между	3	1
1265	в гимназии	1	1
1266	г а	1	1
1267	поэзии не	1	1
1268	о достоинствах	1	1
1269	возможность отнесения	1	1
1270	или не	3	1
1271	чем собственно	1	1
1272	и отношения	1	1
1273	к чему	1	1
1274	забыть об	1	1
1275	не нуждается	1	1
1276	как литературным	1	1
1277	этим и	1	1
1278	это социальная	1	1
1279	объяснить что	1	1
1280	к возникновению	1	1
1281	и первая	1	1
1282	от нее	2	1
1283	как его	3	1
1284	другое не	1	1
1285	было ясно	2	1
1286	или иная	4	1
1287	ставит проблему	1	1
1288	xx века	1	1
1289	его внимания	1	1
1290	на поверхности	1	1
1291	как видим	1	1
1292	роль принадлежит	2	1
1293	думать о	2	1
1294	он теперь	1	1
1295	есть именно	1	1
1296	тесный круг	2	1
1297	и характер	1	1
1298	с задачей	1	1
1299	того и	1	1
1300	говорят не	1	1
1301	зрения и	1	1
1302	между собой	1	1
1303	а всего	2	1
1304	мне хотелось	2	1
1305	например как	1	1
1306	достаточно чтобы	1	1
1307	из москвы	1	1
1308	с пушкина	1	1
1309	полагает что	1	1
1310	есть своя	1	1
1311	случайно ведь	1	1
