N	2gram	Trubetskoy	StatiiOP
227	мы не	1	6
228	и за	1	6
229	ни на	1	6
230	по существу	2	6
231	в новом	2	6
232	в одной	1	6
233	его не	2	6
234	при этом	3	5
235	в пользу	2	5
236	не как	2	5
237	далее в	1	5
238	целый ряд	4	5
239	давно уже	1	5
240	на эту	1	5
241	уже не	3	5
242	одной стороны	7	5
243	но они	1	5
244	конечно не	2	5
245	самого начала	2	5
246	и далее	1	5
247	без всякого	1	5
248	что именно	2	5
249	что эти	3	5
250	после того	1	5
251	с одной	7	5
252	похоже на	1	5
253	его в	1	5
254	в сторону	1	5
255	не был	1	5
256	в уста	1	5
257	если не	2	5
258	не приходится	1	5
259	она была	1	5
260	возможно что	1	5
261	всех этих	1	5
262	не так	1	5
263	утверждать что	2	5
264	один из	2	5
265	по форме	1	5
266	для себя	1	5
267	из таких	1	5
268	в слове	1	5
269	никто не	1	5
270	ни с	1	5
271	думать что	1	5
272	в очень	1	5
273	и если	3	5
274	не могло	2	5
275	не потому	2	5
276	не совсем	1	5
277	том же	1	5
278	но если	2	5
279	в свое	1	5
280	это был	1	5
281	это и	1	5
282	такое же	1	5
283	в сущности	1	5
284	на нее	3	5
285	и потому	6	5
286	и только	4	5
287	не по	1	5
288	тот факт	1	5
289	на это	1	5
290	одного из	1	5
291	находим в	1	4
292	и другие	3	4
293	все что	2	4
294	только что	2	4
295	в первом	1	4
296	из двух	1	4
297	а именно	1	4
298	культуры в	1	4
299	казалось бы	1	4
300	не существует	1	4
301	не могли	1	4
302	не всегда	2	4
303	и те	3	4
304	или иным	1	4
305	мы видим	1	4
306	тому же	5	4
307	во внимание	1	4
308	в таком	3	4
309	в связи	3	4
310	на этом	1	4
311	не могут	2	4
312	в смысле	4	4
313	и у	8	4
314	могло бы	1	4
315	только с	1	4
316	должны быть	1	4
317	и тот	1	4
318	иметь в	1	4
319	общего с	2	4
320	по языку	1	4
321	а потому	1	4
322	то есть	4	4
323	если в	3	4
324	известно что	1	4
325	это есть	1	4
326	так или	3	4
327	сами по	1	4
328	они не	1	4
329	в прямом	1	4
330	в процессе	2	4
331	как о	3	4
332	и так	1	4
333	связанные с	7	4
334	да и	1	4
335	по своей	2	4
336	нет в	1	4
337	ничего общего	2	4
338	все они	1	4
339	бы и	1	4
340	ни у	2	4
341	совпадает с	1	4
342	в значительной	3	4
343	связана с	2	4
344	как известно	1	4
345	относится к	2	4
346	и тогда	4	4
347	тех пор	2	4
348	народ в	1	4
349	состоит в	2	4
350	не для	1	4
351	начиная с	2	4
352	в образе	2	4
353	этого слова	1	4
354	могли быть	1	4
355	для россии	1	4
356	которые в	2	4
357	что оно	4	4
358	смысле этого	1	4
359	или иначе	3	4
360	ставит себе	1	4
361	за свою	1	4
362	случае не	3	4
363	стремление к	1	4
364	в такой	1	4
365	в каждой	1	4
366	мере в	1	4
367	чем в	1	4
368	это объясняется	1	4
369	каждая из	3	4
370	а по	1	4
371	и их	1	4
372	тем или	1	4
373	что его	1	4
374	в эпоху	7	4
375	для этого	2	4
376	но для	1	4
377	люди которые	1	3
378	по тому	2	3
379	а у	1	3
380	которые по	1	3
381	его от	2	3
382	то не	1	3
383	или иной	2	3
384	чтобы в	1	3
385	более или	5	3
386	указывает в	1	3
387	их в	1	3
388	в одно	2	3
389	себе в	1	3
390	без труда	1	3
391	к этой	1	3
392	больше чем	2	3
393	представляет собой	3	3
394	к своей	1	3
395	с помощью	1	3
396	смысле слова	1	3
397	которых является	1	3
398	отчет в	1	3
399	с именем	2	3
400	быть в	1	3
401	во всей	1	3
402	или из	1	3
403	от них	2	3
404	нет никаких	1	3
405	к этим	1	3
406	бы то	2	3
407	нельзя сказать	1	3
408	согласно которой	1	3
409	и некоторые	1	3
410	и перед	2	3
411	и до	1	3
412	от этого	1	3
413	в других	3	3
414	особенно в	2	3
415	бы в	1	3
416	формы в	1	3
417	находит свое	1	3
418	образцом для	1	3
419	до нас	1	3
420	в наше	1	3
421	эти слова	1	3
422	то ни	2	3
423	совсем не	1	3
424	в первую	1	3
425	не могла	2	3
426	совершенно так	1	3
427	тем и	2	3
428	или иное	2	3
429	образом в	5	3
430	и самый	1	3
431	чем у	1	3
432	при жизни	4	3
433	от нее	1	3
434	первую очередь	1	3
435	взгляд на	2	3
436	причем в	1	3
437	смотреть на	2	3
438	народа в	1	3
439	тогда когда	2	3
440	не были	1	3
441	представляют собой	1	3
442	это уже	1	3
443	русского народа	3	3
444	борьбы с	1	3
445	со всеми	2	3
446	отношения к	1	3
447	к его	2	3
448	так называемая	1	3
449	о котором	2	3
450	виде в	2	3
451	в свою	2	3
452	наконец в	2	3
453	так чтобы	2	3
454	интерес и	1	3
455	слова с	1	3
456	русский народ	3	3
457	что когда	1	3
458	связанных с	2	3
459	заметить что	1	3
460	но именно	1	3
461	в сознании	1	3
462	здесь не	1	3
463	то или	2	3
464	найти в	1	3
465	он должен	1	3
466	судя по	1	3
467	как к	1	3
468	попадает в	4	3
469	в нашей	1	3
470	может не	1	3
471	том числе	5	3
472	что так	1	3
473	основана на	1	3
474	в русском	2	3
475	но эта	1	3
476	что о	2	3
477	и как	3	3
478	этот раз	1	3
479	при таком	2	3
480	к концу	3	3
481	а иногда	1	3
482	или менее	5	3
483	на них	1	3
484	это связано	1	3
485	задний план	1	3
486	когда он	3	3
487	народом и	1	3
488	которой можно	1	3
489	и ее	1	3
490	и других	1	3
491	прямом смысле	1	3
492	все более	1	3
493	и наконец	2	3
494	не к	2	3
495	котором он	1	3
496	еще при	1	2
497	что один	1	2
498	эту эпоху	1	2
499	для всех	2	2
500	мы и	1	2
501	в момент	1	2
502	дело с	1	2
503	из всех	3	2
504	в разных	2	2
505	те же	2	2
506	точно так	3	2
507	говорить что	1	2
508	по мере	1	2
509	к другу	2	2
510	а во-вторых	1	2
511	о мире	1	2
512	жизнь в	1	2
513	которым он	1	2
514	мысль о	2	2
515	зато в	1	2
516	не обнаруживает	1	2
517	показаться что	1	2
518	одновременно и	2	2
519	роль в	1	2
520	по своим	2	2
521	ли не	1	2
522	на человека	1	2
523	на этой	1	2
524	чтобы найти	1	2
525	было в	1	2
526	по тем	1	2
527	не смотрел	1	2
528	входит в	1	2
529	и другой	2	2
530	на какие	1	2
531	представлением о	1	2
532	за собой	3	2
533	на пути	2	2
534	связь между	1	2
535	а между	1	2
536	превращается в	2	2
537	совершенно неправильно	1	2
538	свою очередь	1	2
539	указания на	1	2
540	всего что	1	2
541	настоящее время	1	2
542	не представляется	1	2
543	все в	1	2
544	фактом что	1	2
545	мы знаем	1	2
546	с тех	2	2
547	с нашей	1	2
548	именно то	1	2
549	ума и	1	2
550	как по	1	2
551	но совершенно	1	2
552	в среде	2	2
553	с одним	2	2
554	вследствие того	1	2
555	и вместе	4	2
556	так сказать	1	2
557	уже давно	2	2
558	между собой	1	2
559	на себе	1	2
560	от подлинной	2	2
561	той или	2	2
562	русским народом	1	2
563	несомненно в	1	2
564	этих трех	1	2
565	объясняется и	1	2
566	характерны для	1	2
567	взглянуть на	1	2
568	является его	1	2
569	но зато	1	2
570	вообще можно	1	2
571	его жизнь	1	2
572	когда мы	1	2
573	которого в	1	2
574	в связь	1	2
575	или о	1	2
576	в общих	1	2
577	и от	4	2
578	бы быть	1	2
579	чаще всего	1	2
580	его к	1	2
581	с ее	1	2
582	в одну	1	2
583	она является	1	2
584	мы видели	2	2
585	быть и	2	2
586	и этот	1	2
587	представляется возможным	1	2
588	к одной	2	2
589	его с	1	2
590	и при	3	2
591	и из	2	2
592	за это	1	2
593	с царем	1	2
594	нам в	1	2
595	к нам	1	2
596	от своего	1	2
597	с ней	3	2
598	их и	1	2
599	героев и	2	2
600	в одних	1	2
601	как не	1	2
602	состоит из	1	2
603	никем не	2	2
604	русского и	1	2
605	из которого	3	2
606	эту сторону	1	2
607	близости к	1	2
608	замечательно что	1	2
609	еще на	2	2
610	них как	1	2
611	не должны	2	2
612	хотя это	1	2
613	только тогда	1	2
614	и лишь	1	2
615	вокруг его	1	2
616	в которую	1	2
617	формой и	1	2
618	более и	1	2
619	тогда как	1	2
620	имеем в	1	2
621	в отличие	1	2
622	соответствии с	1	2
623	ни было	2	2
624	их с	1	2
625	лишь о	1	2
626	в глазах	2	2
627	далеко не	4	2
628	любовью к	1	2
629	он может	1	2
630	каком он	1	2
631	в свой	1	2
632	видел в	1	2
633	у них	3	2
634	в настоящее	1	2
635	тот же	2	2
636	с того	2	2
637	чуть ли	1	2
638	из этой	2	2
639	не означает	1	2
640	значение в	1	2
641	различие между	1	2
642	свидетельствует о	2	2
643	сам он	1	2
644	главное отличие	1	2
645	простого народа	1	2
646	которых он	1	2
647	тоже в	1	2
648	из своих	2	2
649	на которой	1	2
650	как нечто	1	2
651	с их	1	2
652	на юг	1	2
653	у всех	2	2
654	этом не	1	2
655	к которым	2	2
656	который как	1	2
657	как она	1	2
658	иной раз	2	2
659	над тем	1	2
660	перед собой	1	2
661	по своему	2	2
662	на все	2	2
663	в ином	1	2
664	со времени	2	2
665	что тот	1	2
666	и таким	3	2
667	совершенно ясно	1	2
668	что от	1	2
669	отличие от	1	2
670	борьбу с	1	2
671	языка это	1	2
672	так называемой	2	2
673	ни один	2	2
674	где я	1	2
675	нужно было	1	2
676	его смерти	2	2
677	это однако	1	2
678	не должно	1	2
679	но вместе	2	2
680	бы по	1	2
681	в какой-то	1	2
682	в рамках	3	2
683	знает и	1	2
684	числе и	4	2
685	же самое	2	2
686	вступают в	1	2
687	пути к	2	2
688	времени в	1	2
689	языка с	1	2
690	язык в	1	2
691	эти два	1	2
692	и совершенно	1	2
693	не надо	1	2
694	мы можем	2	1
695	они являются	1	1
696	получает свое	1	1
697	новое и	1	1
698	сам как	1	1
699	сделан в	1	1
700	никто из	2	1
701	можно говорить	1	1
702	этого в	1	1
703	которые совершенно	1	1
704	русской народной	5	1
705	слова здесь	1	1
706	с толку	1	1
707	трудно сказать	1	1
708	за исключением	1	1
709	языке так	1	1
710	до самого	1	1
711	этом целом	1	1
712	равнодушен к	1	1
713	которым они	1	1
714	можно называть	1	1
715	однако еще	1	1
716	существует что	1	1
717	что человек	1	1
718	него в	1	1
719	требует от	2	1
720	за время	1	1
721	чтобы она	1	1
722	этом направлении	1	1
723	диких зверей	1	1
724	с собой	1	1
725	народа уже	1	1
726	ибо никакой	1	1
727	то теперь	1	1
728	тем с	2	1
729	их не	1	1
730	люди и	1	1
731	об уничтожении	1	1
732	имеет для	1	1
733	некоторые другие	1	1
734	общего правила	1	1
735	было очень	1	1
736	народа это	1	1
737	с господствующей	1	1
738	если он	1	1
739	видно из	1	1
740	и другим	1	1
741	в корне	1	1
742	не повезло	1	1
743	находит себе	1	1
744	похож на	2	1
745	начинается с	1	1
746	притом в	1	1
747	оказалась в	1	1
748	представляли собой	1	1
749	ему пришлось	1	1
750	является для	1	1
751	петра великого	3	1
752	целым рядом	1	1
753	особое положение	1	1
754	из коих	1	1
755	отвлеченным значением	1	1
756	и нет	3	1
757	и смерти	1	1
758	причем с	1	1
759	и образ	1	1
760	образом при	1	1
761	iv и	1	1
762	перестает быть	2	1
763	и того	1	1
764	русской жизни	4	1
765	и отчасти	1	1
766	некоторые из	2	1
767	существование и	1	1
768	духовной жизни	1	1
769	в среду	1	1
770	трудно было	1	1
771	воплотились в	1	1
772	них ничего	1	1
773	всего этого	1	1
774	по возможности	1	1
775	но даже	1	1
776	ничто не	1	1
777	в русских	2	1
778	являются не	1	1
779	а после	3	1
780	уже больше	1	1
781	больше не	2	1
782	значительной мере	2	1
783	двух или	1	1
784	собой совершенно	1	1
785	органически из	1	1
786	когда она	1	1
787	только на	1	1
788	между отдельными	1	1
789	именно не	1	1
790	кого больше	1	1
791	не вполне	3	1
792	что еще	1	1
793	любви к	1	1
794	так называемых	1	1
795	жизни он	1	1
796	в глаза	1	1
797	почти в	1	1
798	всегда и	3	1
799	к ним	3	1
800	бога и	4	1
801	ней и	1	1
802	грех перед	1	1
803	вернуться к	1	1
804	которое так	1	1
805	он создал	1	1
806	это два	1	1
807	таких условиях	1	1
808	языка как	1	1
809	нашли себе	1	1
810	в нашем	1	1
811	с этими	1	1
812	примыкают к	1	1
813	как от	2	1
814	надо иметь	1	1
815	и отдельные	1	1
816	как результат	1	1
817	работа в	1	1
818	он сам	1	1
819	пути с	1	1
820	здесь идет	1	1
821	для одной	1	1
822	затем в	1	1
823	себя в	1	1
824	востока и	2	1
825	эпохи с	1	1
826	представить себе	1	1
827	на русскую	1	1
828	первого взгляда	1	1
829	обо всем	1	1
830	она и	1	1
831	народ не	1	1
832	жить в	1	1
833	время и	1	1
834	даже там	1	1
835	почти совсем	1	1
836	ввести в	1	1
837	следует сказать	1	1
838	притом не	1	1
839	явлениями в	1	1
840	что сама	1	1
841	личной жизни	1	1
842	то у	1	1
843	обращаются с	1	1
844	проблема выхода	1	1
845	а и	1	1
846	то для	1	1
847	в наказание	1	1
848	два раза	1	1
849	с другими	4	1
850	народных массах	2	1
851	нельзя считать	1	1
852	этого человека	1	1
853	в будущем	1	1
854	культуру и	1	1
855	в народных	3	1
856	пути и	1	1
857	чем все	2	1
858	прежде чем	1	1
859	от этих	1	1
860	всех его	1	1
861	которое в	1	1
862	всем что	1	1
863	на одну	1	1
864	и своих	1	1
865	между этими	2	1
866	стихии в	1	1
867	не выше	1	1
868	лишь на	1	1
869	их он	1	1
870	себе не	1	1
871	по одному	1	1
872	себя как	1	1
873	при ближайшем	1	1
874	особенно сильно	1	1
875	во главе	1	1
876	всех их	1	1
877	и этнографического	1	1
878	от слов	1	1
879	к россии	1	1
880	в себя	1	1
881	из одного	1	1
882	но точно	1	1
883	это тоже	1	1
884	жизни то	1	1
885	его тело	1	1
886	вышел победителем	1	1
887	для этих	2	1
888	между народом	1	1
889	не имеющие	1	1
890	с образом	1	1
891	материалом для	1	1
892	русские и	1	1
893	с народной	1	1
894	границы между	1	1
895	от характера	1	1
896	вся история	1	1
897	виде эта	1	1
898	чтобы он	1	1
899	именно потому	1	1
900	еще только	2	1
901	до народа	1	1
902	это по	1	1
903	когда один	1	1
904	некоторое представление	1	1
905	но думать	1	1
906	и является	2	1
907	с отвлеченным	1	1
908	чем угодно	1	1
909	на стороне	1	1
910	образом если	2	1
911	из нас	1	1
912	в известных	1	1
913	должны были	1	1
914	не совпадает	1	1
915	этот период	2	1
916	россии а	1	1
917	и несколько	1	1
918	пустоту образовавшуюся	1	1
919	так называемую	2	1
920	под руку	1	1
921	и глубоко	1	1
922	он в	2	1
923	однако в	1	1
924	и никогда	1	1
925	о его	1	1
926	что жизнь	1	1
927	нашей точки	1	1
928	которыми можно	1	1
929	и есть	1	1
930	с массой	1	1
931	в силу	5	1
932	следует заметить	1	1
933	это совершенно	1	1
934	дела не	1	1
935	которого мы	1	1
936	чтобы не	1	1
937	на камне	1	1
938	органически и	1	1
939	тем фактом	1	1
940	и сами	2	1
941	русской почве	2	1
942	можно только	2	1
943	головной убор	1	1
944	против этого	1	1
945	является исключительно	1	1
946	не позволяет	1	1
947	соответствующее количество	1	1
948	и конечно	1	1
949	друг к	1	1
950	как с	1	1
951	этого периода	2	1
952	них в	1	1
953	на западе	3	1
954	произведений которые	1	1
955	которой не	1	1
956	общем немало	1	1
957	сказки в	1	1
958	и должно	1	1
959	у другого	1	1
960	лишь только	1	1
961	силу в	1	1
962	чтобы стать	1	1
963	с ним	1	1
964	неоднократно но	1	1
965	не исчерпывается	2	1
966	пор еще	2	1
967	совсем так	1	1
968	сама жизнь	1	1
969	и делает	1	1
970	над другими	1	1
971	они в	2	1
972	то с	3	1
973	для творчества	1	1
974	совершенно иное	1	1
975	этой точки	2	1
976	к искусству	1	1
977	в соответствии	1	1
978	отличаются от	2	1
979	тесную связь	1	1
980	смысла и	1	1
981	одновременно с	1	1
982	с целью	2	1
983	и чувств	1	1
984	быть даже	2	1
985	известно только	1	1
986	и действительно	2	1
987	значения и	1	1
988	это относится	1	1
989	довольно долго	1	1
990	остается не	1	1
991	к реформе	1	1
992	для каждого	2	1
993	похожим на	1	1
994	много но	1	1
995	и чувствами	1	1
996	в количестве	1	1
997	участвовать в	1	1
998	за границу	1	1
999	приводит к	2	1
1000	на русской	2	1
1001	роли в	1	1
1002	говорили о	2	1
1003	сравнению с	2	1
1004	своего отца	1	1
1005	вследствие этого	1	1
1006	от всей	1	1
1007	сейчас же	1	1
1008	представляется в	1	1
1009	в запасе	1	1
1010	нет ничего	1	1
1011	ни к	1	1
1012	нет тех	1	1
1013	был сделан	1	1
1014	и ясно	1	1
1015	должно быть	1	1
1016	бы с	1	1
1017	времени эти	1	1
1018	совершенно иной	2	1
1019	с нами	1	1
1020	и больше	2	1
1021	и vii	1	1
1022	и духовные	1	1
1023	атмосферу в	1	1
1024	к одному	1	1
1025	имеет никакого	1	1
1026	нет никакой	1	1
1027	ее с	2	1
1028	большей частью	3	1
1029	так легко	1	1
1030	и любовью	1	1
1031	образы не	1	1
1032	не представляет	1	1
1033	образом уже	1	1
1034	видели выше	1	1
1035	на более	1	1
1036	исключительно по	1	1
1037	это позволяет	1	1
1038	всегда в	1	1
1039	и смерть	1	1
1040	безусловно был	1	1
1041	сложнее и	1	1
1042	что самый	1	1
1043	значение которое	1	1
1044	и проч	2	1
1045	много таких	1	1
1046	не стоит	1	1
1047	тот который	1	1
1048	после его	2	1
1049	друг друга	1	1
1050	и после	2	1
1051	народу в	1	1
1052	в самой	2	1
1053	пришлось бы	1	1
1054	традиции не	1	1
1055	перед которой	2	1
1056	здесь к	1	1
1057	на востоке	2	1
1058	к началу	1	1
1059	верхом и	3	1
1060	то они	1	1
1061	переселиться в	1	1
1062	ему в	2	1
1063	ничем не	4	1
1064	простой народ	1	1
1065	несколько характерных	1	1
1066	не нужен	1	1
1067	на три	1	1
1068	русскую почву	1	1
1069	за которые	2	1
1070	народа к	1	1
1071	при таких	1	1
1072	он становится	1	1
1073	лишь то	1	1
1074	именно тем	1	1
1075	был слишком	1	1
1076	этим именем	1	1
1077	но одно	1	1
1078	участие в	1	1
1079	однако не	1	1
1080	это предположение	1	1
1081	всех прочих	1	1
1082	как эти	1	1
1083	с ними	1	1
1084	что к	1	1
1085	две разные	1	1
1086	уже очень	1	1
1087	не противоречат	1	1
1088	в ту	1	1
1089	очень много	2	1
1090	положение в	2	1
1091	эти особенности	1	1
1092	к жизни	5	1
1093	среди прочих	1	1
1094	очень давно	1	1
1095	забывали что	1	1
1096	большой простор	2	1
1097	и духовной	1	1
1098	является лишь	1	1
1099	перейти к	1	1
1100	к нашей	1	1
1101	на одном	1	1
1102	и могут	1	1
1103	надо думать	1	1
1104	и небольшой	1	1
1105	камня на	1	1
1106	смерти и	1	1
1107	идет к	1	1
1108	ко всему	2	1
1109	но такой	1	1
1110	к их	1	1
1111	а просто	1	1
1112	каждом из	1	1
1113	это как	1	1
1114	с новыми	1	1
1115	но при	2	1
1116	этого последнего	2	1
1117	на первое	1	1
1118	новой русской	2	1
1119	одну из	1	1
1120	русской культуры	15	1
1121	эти проблемы	1	1
1122	языку и	1	1
1123	ценное чем	1	1
1124	и одной	1	1
1125	в так	4	1
1126	к тем	1	1
1127	не с	2	1
1128	на юге	2	1
1129	пор не	1	1
1130	оказывается что	3	1
1131	не следует	1	1
1132	только то	1	1
1133	по сравнению	2	1
1134	и всякая	1	1
1135	все были	1	1
1136	с первого	1	1
1137	идет речь	1	1
1138	и т.д	6	1
1139	с жаром	1	1
1140	по всей	1	1
1141	элементов в	1	1
1142	на путь	1	1
1143	наконец что	1	1
1144	что среди	1	1
1145	указаний на	1	1
1146	самый термин	1	1
1147	чтобы заполнить	1	1
1148	же в	1	1
1149	том виде	2	1
1150	для широких	1	1
1151	грамматики и	1	1
1152	в создании	2	1
1153	известной степени	1	1
1154	мировой духовной	1	1
1155	всегда так	1	1
1156	не можем	1	1
1157	есть не	1	1
1158	свое особое	1	1
1159	совершается в	1	1
1160	что дало	1	1
