N	2gram	Bakhtin_Fr	Tragedij
194	к сожалению	1	1
195	черты его	1	1
196	художественное открытие	1	1
197	мы видим	9	1
198	в большую	2	1
199	и прямо	1	1
200	в прошлое	1	1
201	что оно	1	1
202	что ему	1	1
203	это тот	1	1
204	мы встречаем	6	1
205	таким образом	22	1
206	не понимал	1	1
207	после того	1	1
208	с начала	7	1
209	был даже	1	1
210	только что	1	1
211	здесь есть	1	1
212	известно что	1	1
213	свидетельствует о	2	1
214	того как	1	1
215	вступил в	1	1
216	к этой	3	1
217	если он	1	1
218	в последней	1	1
219	перестает быть	2	1
220	и который	1	1
221	с одной	5	1
222	и вот	4	1
223	впадает в	1	1
224	что даже	1	1
225	было слышать	1	1
226	за мной	1	1
227	с такой	1	1
228	он считает	2	1
229	что уже	2	1
230	вот его	3	1
231	и при	2	1
232	ко всему	2	1
233	и должно	1	1
234	она всегда	1	1
235	дело с	2	1
236	в применении	1	1
237	в стиле	1	1
238	начала и	8	1
239	и далее	3	1
240	года с	1	1
241	в комментариях	2	1
242	новую жизнь	1	1
243	что эта	2	1
244	еще сохраняется	1	1
245	с образом	2	1
246	так ли	1	1
247	подчеркнуть что	1	1
248	романа в	3	1
249	вот как	4	1
250	с этими	2	1
251	того что	3	1
252	о нем	3	1
253	не как	1	1
254	не думает	1	1
255	а затем	2	1
256	для нас	1	1
257	видит что	1	1
258	призывом к	1	1
259	его произведение	1	1
260	где он	2	1
261	в человеке	1	1
262	основном на	1	1
263	одному из	2	1
264	части романа	1	1
265	одно из	3	1
266	как он	4	1
267	как своего	1	1
268	чем для	1	1
269	xix века	5	1
270	роман в	1	1
271	нет это	1	1
272	же не	1	1
273	оттого что	1	1
274	в результате	1	1
275	только за	1	1
276	есть с	1	1
277	в виду	8	1
278	смысле этого	2	1
279	и низким	1	1
280	быть может	2	1
281	как есть	1	1
282	только в	9	1
283	особое значение	2	1
284	по себе	1	1
285	нас от	1	1
286	в самой	1	1
287	видит в	3	1
288	обращается в	1	1
289	чтобы превратить	2	1
290	вопрос об	1	1
291	за что	1	1
292	говорит он	2	1
293	современное значение	1	1
294	и сердце	1	1
295	и притом	1	1
296	не было	7	1
297	ко всем	3	1
298	голова его	1	1
299	в духе	11	1
300	чтобы установить	1	1
301	но он	9	1
302	здесь мы	3	1
303	мировой литературы	4	1
304	своей книге	3	1
305	до этого	1	1
306	говорит в	1	1
307	самого рассказчика	1	1
308	ли мы	1	1
309	знал и	3	1
310	этого не	1	1
311	вот что	1	1
312	в аналогичных	1	1
313	наших дней	5	1
314	а также	6	1
315	начала в	1	1
316	относится еще	1	1
317	заключается в	1	1
318	на нее	1	1
319	одним из	2	1
320	и чисто	1	1
321	не исчерпываются	1	1
322	эти образы	3	1
323	вас сюда	1	1
324	что не	1	1
325	как его	2	1
326	все события	1	1
327	в эпоху	18	1
328	и побои	5	1
329	xviii века	6	1
330	именно в	5	1
331	если за	1	1
332	игры в	1	1
333	представление о	2	1
334	указывает на	1	1
335	это выражение	2	1
336	сходство с	1	1
337	литературы от	1	1
338	жизни перед	1	1
339	тому что	1	1
340	веке в	3	1
341	несовместимое с	1	1
342	когда его	1	1
343	в связи	7	1
344	с жизнью	1	1
345	является по	1	1
346	связан и	3	1
347	очень важный	2	1
348	с ними	4	1
349	перчатки и	1	1
350	и она	1	1
351	так часто	1	1
352	такой образ	2	1
353	страха и	4	1
354	в женеве	1	1
355	есть в	1	1
356	сливается с	1	1
357	в своей	11	1
358	рядом с	5	1
359	за свое	1	1
360	вместе с	4	1
361	что ж	1	1
362	и вместе	1	1
363	на этом	3	1
364	стремление к	1	1
365	жизни в	1	1
366	отнесены к	1	1
367	них он	2	1
368	роль в	7	1
369	не менее	2	1
370	и т	1	1
371	так сказать	7	1
372	эта тема	1	1
373	была и	2	1
374	на все	1	1
375	еще к	1	1
376	контекст в	1	1
377	бы не	1	1
378	со своей	1	1
379	и жизнь	1	1
380	века в	3	1
381	между собой	1	1
382	ними как	1	1
383	именно эта	1	1
384	власти и	2	1
385	сравнению с	2	1
386	это было	2	1
387	века ту	1	1
388	шутов и	1	1
389	в чем	3	1
390	лишь бы	1	1
391	все как	2	1
392	но мы	1	1
393	последней главе	1	1
394	и стал	1	1
395	а он	1	1
396	жив и	3	1
397	цинизма и	1	1
398	бранью и	3	1
399	в сцене	1	1
400	он заявляет	1	1
401	это самое	2	1
402	гораздо больше	3	1
403	года и	2	1
404	именно таков	1	1
405	только он	1	1
406	в них	19	1
407	на них	3	1
408	и образ	2	1
409	во всех	8	1
410	на свете	2	1
411	к одному	2	1
412	во всяком	2	1
413	и потому	6	1
414	понятно что	3	1
415	это и	4	1
416	совершенно не	1	1
417	правда что	1	1
418	к счастью	1	1
419	но как	5	1
420	чем же	1	1
421	он же	1	1
422	всего необходимо	3	1
423	за то	2	1
424	это как	2	1
425	в котором	3	1
426	ему в	1	1
427	с самого	1	1
428	этого описания	1	1
429	возвращается к	1	1
430	не могли	1	1
431	как нечто	3	1
432	всегда с	1	1
433	смеются над	1	1
434	и новые	1	1
435	ему нужно	1	1
436	этой теме	2	1
437	применении к	1	1
438	эта связь	1	1
439	связи с	8	1
440	к роману	3	1
441	и ко	1	1
442	силы и	2	1
443	хотя бы	2	1
444	связь и	2	1
445	эти слова	1	1
446	чтобы он	1	1
447	стоящая на	1	1
448	распространяется на	1	1
449	был так	2	1
450	значение этого	2	1
451	того чтобы	6	1
452	и если	2	1
453	от самого	1	1
454	власть и	3	1
455	века а	2	1
456	но не	4	1
457	в другом	3	1
458	между тем	3	1
459	представляет собой	1	1
460	xvii века	4	1
461	обратился к	1	1
462	в ней	6	1
463	к образу	2	1
464	в быту	1	1
465	против нее	1	1
466	его речь	1	1
467	объясняется и	1	1
468	мы узнаем	1	1
469	в условиях	3	1
470	рассказывает в	1	1
471	характерны для	4	1
472	романа на	2	1
473	в новой	1	1
474	самом деле	5	1
475	самого автора	1	1
476	он стал	3	1
477	этой связи	1	1
478	виктора гюго	1	1
479	в развитии	2	1
480	в которой	6	1
481	в образах	8	1
482	лишь в	3	1
483	именно на	1	1
484	не понимает	4	1
485	а не	6	1
486	все образы	3	1
487	ii с	1	1
488	значение для	1	1
489	только на	4	1
490	в шутку	1	1
491	и их	5	1
492	свою жизнь	1	1
493	есть и	4	1
494	романа один	1	1
495	не могла	1	1
496	связь между	3	1
497	это была	1	1
498	можно было	3	1
499	в форме	3	1
500	к смерти	1	1
501	но только	2	1
502	вместо того	1	1
503	эта книга	1	1
504	и тонкие	1	1
505	действительности от	1	1
506	и посвящена	2	1
507	душу и	1	1
508	в xix	3	1
509	этого образа	2	1
510	в истории	5	1
511	по своей	4	1
512	свое значение	2	1
513	вы не	4	1
514	это может	1	1
515	в обоих	1	1
516	где мы	1	1
517	так он	1	1
518	над ним	1	1
519	говорили что	1	1
520	отметить что	2	1
521	самого начала	1	1
522	такие как	1	1
523	литературы и	1	1
524	это его	1	1
525	умирает и	1	1
526	на новую	1	1
527	у которого	1	1
528	всего этого	2	1
529	но этот	1	1
530	не раз	2	1
531	в какой-то	1	1
532	с другим	1	1
533	это же	1	1
534	известной степени	1	1
535	и презрение	1	1
536	за этим	4	1
537	к ним	1	1
538	и еще	3	1
539	в эпизоде	1	1
540	ту сторону	1	1
541	в книге	5	1
542	он в	2	1
543	как мы	18	1
544	со своими	2	1
545	страдания и	2	1
546	и высокое	1	1
547	не для	1	1
548	и особенно	2	1
549	во многом	1	1
550	нее самой	1	1
551	и о	5	1
552	ее не	2	1
553	пародия на	3	1
554	я вам	1	1
555	вот я	2	1
556	речи в	1	1
557	на уровне	2	1
558	образы и	1	1
559	над собою	1	1
560	той же	9	1
561	и др	9	1
562	характер ее	1	1
563	но несмотря	1	1
564	по сравнению	2	1
565	еще ничего	1	1
566	считает что	3	1
567	характерно что	2	1
568	за этот	1	1
569	тот самый	1	1
570	быть в	2	1
571	в высшей	1	1
572	из первых	1	1
573	не значит	1	1
574	во времена	1	1
575	за два	1	1
576	этот тон	1	1
577	слова в	3	1
578	и от	4	1
579	и есть	5	1
580	рассказ об	1	1
581	с которым	1	1
582	входят в	1	1
583	в голову	1	1
584	все время	3	1
585	в общем	2	1
586	на этот	1	1
587	xx века	5	1
588	исходит из	1	1
589	по улицам	2	1
590	проблематики романа	1	1
591	из соображений	1	1
592	для понимания	5	1
593	согласиться с	1	1
594	этого слова	3	1
595	этом свидетельствует	1	1
596	например в	2	1
597	году и	1	1
598	и знаете	1	1
599	особым образом	1	1
600	право на	2	1
601	нем по	1	1
602	но если	1	1
603	заявляет что	4	1
604	время он	1	1
605	мать и	1	1
606	в литературе	10	1
607	в области	5	1
608	и по	4	1
609	даже некоторые	1	1
610	и эта	1	1
611	нуждается в	4	1
612	наблюдать и	1	1
613	для характеристики	2	1
614	человек не	1	1
615	это в	4	1
616	линии в	1	1
617	всяком случае	2	1
618	на котором	2	1
619	конце концов	3	1
620	для отрицания	1	1
621	не удалось	1	1
622	что сам	1	1
623	я им	1	1
624	превратился в	1	1
625	упоминает в	2	1
626	этими словами	1	1
627	это пародия	1	1
628	устной речи	1	1
629	и бьет	1	1
630	и совершенно	1	1
631	он с	2	1
632	за счет	3	1
633	и наконец	5	1
634	что на	2	1
635	эту тему	3	1
636	вплоть до	5	1
637	дальнейшем он	1	1
638	с того	2	1
639	с каким	1	1
640	не к	2	1
641	людей в	1	1
642	поэтому он	4	1
643	судя по	1	1
644	высшей степени	1	1
645	же эпизоде	1	1
646	каждый продукт	1	1
