N	2gram	Ircho_Kome	Istorich
111	и он	5	25
112	не менее	9	24
113	видно что	2	24
114	к этому	11	24
115	было бы	7	24
116	раньше чем	1	24
117	того как	5	24
118	если бы	18	24
119	что мы	4	24
120	их в	3	23
121	в доме	17	23
122	как бы	7	23
123	точно так	1	23
124	и это	4	23
125	показывают что	1	23
126	тем не	3	23
127	в этой	7	23
128	имеем в	2	23
129	не будем	1	23
130	все это	7	23
131	когда он	5	23
132	в частности	4	23
133	и по	3	22
134	с ним	10	22
135	при этом	11	22
136	в некоторых	1	22
137	в другом	2	21
138	в одном	3	21
139	сказать что	4	21
140	в связи	4	21
141	должны были	2	21
142	здесь не	2	21
143	с появлением	1	21
144	к тому	11	21
145	они не	2	21
146	из них	11	20
147	из этих	2	20
148	она не	3	20
149	наряду с	4	20
150	в других	4	20
151	в силу	2	20
152	после чего	2	20
153	а затем	4	19
154	с собой	4	19
155	мы рассмотрим	1	19
156	что у	2	19
157	но он	3	19
158	в тех	4	19
159	в другой	5	19
160	не совсем	3	19
161	все еще	2	19
162	на то	3	19
163	и как	3	19
164	после того	3	19
165	живет в	2	19
166	в дом	22	18
167	после этого	2	18
168	в то	14	18
169	что этот	1	18
170	вовсе не	6	18
171	в них	6	17
172	можно найти	1	17
173	и этим	3	17
174	том как	5	17
175	то и	1	17
176	по существу	4	17
177	дело не	2	17
178	и только	1	17
179	и она	1	16
180	во всех	4	16
181	этот вопрос	2	16
182	возможно что	4	16
183	то мы	2	16
184	в котором	6	16
185	между двумя	2	16
186	и действительно	1	16
187	и все	6	16
188	со стороны	16	16
189	перед нами	1	16
190	даже в	3	15
191	в пределах	3	15
192	случаи когда	1	15
193	увидим что	1	15
194	что при	1	15
195	в своей	6	15
196	в которых	7	15
197	его и	3	15
198	и там	3	15
199	в одной	2	15
200	как будто	3	15
201	и даже	6	15
202	на его	5	15
203	детей в	1	15
204	некоторых случаях	1	15
205	и тем	4	15
206	он в	2	15
207	друг друга	7	15
208	в целом	4	15
209	с этой	5	14
210	от него	2	14
211	на смену	1	14
212	но мы	1	14
213	по отношению	6	14
214	находится в	1	14
215	можно было	3	14
216	мы еще	1	14
217	в него	1	14
218	и ее	3	14
219	одной из	4	14
220	на вопрос	5	14
221	у нас	1	14
222	право на	1	14
223	его на	5	14
224	должна быть	2	14
225	и есть	3	14
226	из которых	7	14
227	с ней	1	14
228	с того	1	14
229	такое же	2	14
230	должен был	6	14
231	а также	3	14
232	отношение к	7	14
233	отношению к	4	14
234	на себя	10	14
235	и наконец	1	14
236	или на	1	13
237	в своем	9	13
238	на котором	1	13
239	время как	3	13
240	по себе	1	13
241	то время	3	13
242	после смерти	1	13
243	и для	7	13
244	в себе	4	13
245	все что	6	13
246	не просто	1	13
247	из дома	8	13
248	и у	4	13
249	на этом	3	13
250	в нее	1	13
251	и от	3	13
252	с ними	1	13
253	не имеет	6	13
254	к своему	4	13
255	в руки	2	13
256	его не	3	13
257	и если	3	13
258	же можно	2	13
259	таким же	2	13
260	во всем	2	12
261	кроме того	1	12
262	хотя бы	5	12
263	к себе	9	12
264	а потом	1	12
265	в основном	1	12
266	ответ на	7	12
267	о нем	1	12
268	в их	5	12
269	к ней	9	12
270	к этой	2	12
271	как только	2	12
272	не знает	7	12
273	одним из	2	12
274	что не	5	12
275	ни один	1	12
276	чаще всего	2	12
277	представление об	1	12
278	за ним	3	12
279	случаях когда	1	12
280	не знаю	2	12
281	и их	1	12
282	у нее	2	12
283	только после	3	12
284	в этот	1	11
285	некоторое время	1	11
286	точки зрения	8	11
287	ясно что	12	11
288	я не	4	11
289	от этого	1	11
290	главным образом	2	11
291	связанные с	1	11
292	никто не	2	11
293	у меня	5	11
294	только с	1	11
295	уже в	3	11
296	же в	3	11
297	происходит в	1	11
298	если он	3	11
299	из дому	10	11
300	восходит к	1	11
301	тех случаях	1	11
302	хотя и	6	11
303	должно было	3	11
304	женится на	1	11
305	относится к	1	11
306	дает нам	1	11
307	и вот	3	11
308	на которой	1	11
309	и более	1	11
310	этого не	1	11
311	такой же	2	11
312	человека в	4	11
313	е в	2	11
314	далеко не	3	11
315	и к	4	10
316	не как	2	10
317	на земле	2	10
318	к ним	5	10
319	от них	2	10
320	но так	1	10
321	о связи	1	10
322	не было	6	10
323	в которой	6	10
324	в греции	1	10
325	а с	2	10
326	и тот	6	10
327	его к	1	10
328	вслед за	1	10
329	еще один	2	10
330	что же	2	10
331	но если	3	10
332	ее на	2	10
333	он и	5	10
334	пока не	2	10
335	и других	1	10
336	о чем	11	10
337	говорит о	2	10
338	то не	1	10
339	там же	1	10
340	начинается с	2	10
341	в это	2	10
342	не должен	1	10
343	приходит к	2	10
344	как правило	1	10
345	друг с	3	10
346	не мог	2	10
347	себя в	3	10
348	в состоянии	1	10
349	в ее	3	10
350	но как	1	10
351	известно что	1	10
352	ни в	14	10
353	если не	7	10
354	ли он	1	10
355	своего отца	2	10
356	свою дочь	1	10
357	не знаем	1	10
358	а на	3	10
359	указывает на	1	10
360	царство и	1	10
361	что эти	1	10
362	то чего	1	10
363	что эта	2	10
364	не можем	1	10
365	более или	2	9
366	на первый	1	9
367	только на	1	9
368	себе в	6	9
369	том чтобы	4	9
370	в чем	7	9
371	сюда же	1	9
372	не будет	2	9
373	и хотя	3	9
374	детей и	3	9
375	и так	1	9
376	зависимости от	1	9
377	в течение	3	9
378	в свою	12	9
379	целый ряд	5	9
380	на этот	6	9
381	тот же	11	9
382	он должен	1	9
383	из этого	2	9
384	а по	5	9
385	ты не	1	9
386	в первую	2	9
387	за него	1	9
388	не могут	2	9
389	в себя	1	9
390	пребывания в	2	9
391	а как	2	9
392	если это	1	9
393	не видно	1	9
394	здесь нет	4	9
395	в основе	3	9
396	в истории	2	9
397	с его	6	9
398	ему в	1	9
399	же не	3	9
400	так часто	1	9
401	с другом	3	9
402	или менее	2	9
403	стороны и	4	9
404	приводит к	4	9
405	что на	1	9
406	по этому	3	9
407	жизни и	1	9
408	только что	11	8
409	и сам	11	8
410	меня в	2	8
411	во всяком	3	8
412	он был	6	8
413	из своего	5	8
414	конечно не	4	8
415	они должны	1	8
416	превратился в	1	8
417	восходят к	1	8
418	еще одну	1	8
419	с другими	2	8
420	мы будем	1	8
421	не так	4	8
422	также что	1	8
423	подобно тому	1	8
424	из его	3	8
425	у них	1	8
426	независимо от	4	8
427	или даже	1	8
428	и потому	2	8
429	не с	2	8
430	тем самым	1	8
431	но вместе	1	8
432	могло быть	2	8
433	же самое	3	8
434	которые в	1	8
435	для этого	3	8
436	одно из	3	8
437	роль в	3	8
438	и стал	1	8
439	можно сказать	1	8
440	входит в	1	8
441	что девушка	2	8
442	в зависимости	1	8
443	тут же	8	8
444	она и	2	8
445	что его	10	8
446	здесь же	1	8
447	встречается в	1	8
448	я тебе	1	8
449	не дает	5	8
450	в современной	1	8
451	ни одной	2	8
452	что ты	3	8
453	образом и	2	8
454	его с	1	8
455	и из	1	8
456	за это	1	8
457	на своем	1	8
458	во сне	1	8
459	предположение что	2	8
460	здесь в	2	8
461	и эта	2	8
462	должен быть	2	8
463	он говорит	3	8
464	тому как	1	8
465	в жизни	1	8
466	от того	2	8
467	на это	3	8
468	этим же	1	8
469	иногда даже	1	8
470	не столько	3	7
471	приходит в	1	7
472	первый взгляд	1	7
473	и когда	2	7
474	а сам	2	7
475	этот момент	1	7
476	землю и	1	7
477	и некоторые	1	7
478	будто бы	1	7
479	тому что	5	7
480	между собой	5	7
481	здесь и	3	7
482	в эту	1	7
483	под влиянием	2	7
484	между тем	6	7
485	мы опять	1	7
486	если в	4	7
487	и при	1	7
488	самом деле	13	7
489	обращается к	4	7
490	нет в	1	7
491	состоит в	2	7
492	он делает	1	7
493	что ни	7	7
494	образом в	2	7
495	на них	3	7
496	не по	7	7
497	в начале	5	7
498	еще в	1	7
499	в области	3	7
500	вплоть до	2	7
501	свою жену	1	7
502	по всему	3	7
503	те же	1	7
504	всякого рода	3	7
505	как на	1	7
506	еще одна	1	7
507	о ней	2	7
508	ее и	1	7
509	в конце	14	7
510	также в	2	7
511	себе и	1	7
512	ли это	1	7
513	не видят	1	7
514	того же	9	7
515	однако в	5	7
516	был бы	4	7
517	однако что	2	7
518	совершенно не	2	7
519	тех же	3	7
520	того чтобы	9	7
521	им в	1	7
522	если мы	2	7
523	что я	5	7
524	всяком случае	3	7
525	ко мне	2	7
526	для него	1	7
527	со своим	1	7
528	а то	1	7
529	как она	2	7
530	по его	2	7
531	руки и	1	7
532	с самого	5	7
533	по которому	1	7
534	в какой	4	7
535	думать что	1	7
536	в большинстве	1	7
537	со своими	1	7
538	одного из	4	7
539	и о	3	7
540	же и	2	6
541	дочери и	2	6
542	его от	5	6
543	между ними	4	6
544	уже нет	1	6
545	не удается	1	6
546	вид что	1	6
547	этой связи	3	6
548	дело с	4	6
549	теперь к	1	6
550	той же	2	6
551	все его	2	6
552	как можно	2	6
553	в воде	1	6
554	что там	1	6
555	от царя	1	6
556	если я	1	6
557	что как	1	6
558	сына в	1	6
559	чтобы он	1	6
560	он стал	1	6
561	не могла	3	6
562	доходит до	1	6
563	равно как	7	6
564	таких примеров	1	6
565	еще одно	2	6
566	меня и	2	6
567	к сожалению	2	6
568	не ясно	2	6
569	в огонь	1	6
570	что по	2	6
571	нет ничего	4	6
572	сам он	3	6
573	от которого	1	6
574	в русском	1	6
575	возвращается с	3	6
576	этих двух	2	6
577	отличие от	5	6
578	ей в	1	6
579	мы рассмотрели	1	6
580	одну из	1	6
581	от отца	4	6
582	же что	1	6
583	самое что	1	6
584	не случайно	3	6
585	для того	9	6
586	сводится к	1	6
587	его за	3	6
588	он является	1	6
589	самого начала	5	6
590	такие случаи	1	6
591	а после	3	6
592	в плен	4	6
593	до того	4	6
594	от себя	2	6
595	то в	1	6
596	с большим	4	6
597	отец и	4	6
598	вопрос не	2	6
599	к жизни	1	6
600	что все	1	6
601	тому же	11	6
602	вопрос почему	1	6
603	себе не	2	6
604	даже не	5	6
605	это может	1	6
606	уходит в	1	6
607	быть и	1	6
608	почти не	1	6
609	отношения к	2	6
610	не на	3	6
611	этой точки	1	6
612	отправляется в	1	6
613	дом он	1	6
614	к которой	1	6
615	не объясняет	1	6
616	можно усмотреть	1	6
617	в середине	1	6
618	мог бы	1	6
619	почему в	2	6
620	же он	1	6
621	формы и	1	6
622	меня не	1	6
623	не знают	1	6
624	ничем не	4	6
625	у тебя	6	6
626	видеть в	2	6
627	молодых людей	1	6
628	с той	1	6
629	говорят о	1	6
630	дочь и	1	6
631	обстоит дело	3	6
632	и уже	1	6
633	в три	1	5
634	не хочет	6	5
635	в виду	3	5
636	в своих	4	5
637	бы в	5	5
638	за ней	2	5
639	только как	2	5
640	из себя	3	5
641	и мы	5	5
642	или не	1	5
643	к отцу	2	5
644	в сторону	1	5
645	приведем несколько	1	5
646	эти слова	1	5
647	никого не	1	5
648	по своей	2	5
649	могла бы	1	5
650	это же	1	5
651	них не	1	5
652	ты меня	2	5
653	живет на	1	5
654	из таких	1	5
655	для них	1	5
656	от своего	2	5
657	можно назвать	1	5
658	это время	2	5
659	этим в	1	5
660	да и	3	5
661	думают что	1	5
662	о котором	1	5
663	в каком	1	5
664	на три	1	5
665	его дочери	6	5
666	это только	1	5
667	из братьев	1	5
668	в которую	1	5
669	в отличие	3	5
670	указывают на	1	5
671	и раньше	1	5
672	не видит	1	5
673	в свое	2	5
674	со мной	1	5
675	чтобы узнать	1	5
676	эти две	1	5
677	по своему	3	5
678	однако не	1	5
679	на задний	1	5
680	в самых	1	5
681	но при	2	5
682	мы узнаем	1	5
683	и может	2	5
684	которые не	1	5
685	еще более	4	5
686	другой пример	1	5
687	ссылаясь на	1	5
688	связи в	1	5
689	только для	2	5
690	со своей	2	5
691	девушки в	1	5
692	на голове	1	5
693	но даже	1	5
694	но этот	1	5
695	ней и	3	5
696	здесь он	1	5
697	мы в	3	5
698	такого рода	2	5
699	несмотря на	7	5
700	прийти к	1	5
701	в герое	3	5
702	что между	2	5
703	видит в	1	5
704	своих детей	1	5
705	в таком	2	5
706	в греческом	2	5
707	первой ночи	1	5
708	до этого	3	5
709	хотя в	3	5
710	нем и	1	5
711	друг другу	3	5
712	это делает	2	5
713	и почему	3	5
714	на дочери	2	5
715	в один	1	5
716	брак с	3	5
717	чтобы они	2	5
718	никак не	2	5
719	за что	1	5
720	в нашей	1	5
721	одним словом	1	5
722	как о	3	5
723	этому же	1	5
724	попал в	1	5
725	и видит	1	5
726	с дочерью	4	5
727	не могло	1	5
728	знает что	2	5
729	ее с	1	5
730	без всякого	2	5
731	соответствии с	1	5
732	ее не	1	5
733	они были	2	5
734	вокруг него	1	5
735	том числе	2	5
736	или иначе	3	5
737	к концу	3	5
738	это было	1	5
739	при изучении	1	5
740	их на	1	5
741	вяжется с	1	5
742	они стали	1	5
743	этот дом	1	5
744	это в	2	5
745	задний план	1	5
746	как уже	1	5
747	он отправляется	1	5
748	что из	2	5
749	или она	1	5
750	не сам	2	5
751	других случаях	1	5
752	в лице	1	5
753	в самом	17	4
754	мы найдем	3	4
755	в пользу	1	4
756	в результате	2	4
757	на которых	1	4
758	в мир	1	4
759	что весь	1	4
760	в числе	1	4
761	хозяина в	1	4
762	но очень	1	4
763	ход действия	1	4
764	а что	1	4
765	каждый из	1	4
766	в действительности	1	4
767	следовало бы	1	4
768	на пути	2	4
769	людей и	2	4
770	и те	1	4
771	друг на	1	4
772	чаще однако	1	4
773	он сам	1	4
774	и во	3	4
775	нет никаких	2	4
776	к этим	1	4
777	на девушку	2	4
778	случае в	1	4
779	к их	2	4
780	я тебя	1	4
781	он к	1	4
782	предполагают что	1	4
783	о происхождении	1	4
784	делает вид	1	4
785	чем в	5	4
786	заключить что	1	4
787	очевидно что	1	4
788	на волю	2	4
789	одном из	1	4
790	так на	1	4
791	из одного	1	4
792	но вот	1	4
793	три раза	1	4
794	он увидел	1	4
795	что отец	8	4
796	в городе	2	4
797	того кто	2	4
798	несколько лет	1	4
799	всегда или	1	4
800	не один	1	4
801	отнюдь не	5	4
802	в ответ	4	4
803	от нее	5	4
804	он уже	1	4
805	представлял собой	1	4
806	с тобой	1	4
807	мужа в	1	4
808	один раз	2	4
809	так или	3	4
810	к браку	1	4
811	на сватовство	1	4
812	это дело	2	4
813	в греческой	2	4
814	такую же	3	4
815	себя за	1	4
816	на друга	1	4
817	по сравнению	3	4
818	быть не	1	4
819	с которой	2	4
820	для нее	1	4
821	известных нам	1	4
822	затем он	1	4
823	находятся в	1	4
824	героя или	1	4
825	в стороне	1	4
826	а так	1	4
827	особенно в	1	4
828	тем более	9	4
829	но его	2	4
830	а его	2	4
831	этот персонаж	1	4
832	выходит из	3	4
833	человека с	2	4
834	человека и	2	4
835	другой и	1	4
836	хотя он	1	4
837	по тому	4	4
838	нас в	1	4
839	мысль о	1	4
840	дома и	3	4
841	когда в	1	4
842	он по	1	4
843	перед собой	1	4
844	находит в	1	4
845	в руках	3	4
846	наталкивается на	1	4
847	перед ним	4	4
848	в глаза	3	4
849	посвящения в	1	4
850	с этими	1	4
851	под названием	3	4
852	все время	3	4
853	который в	3	4
854	он умер	1	4
855	что тот	2	4
856	в поисках	3	4
857	с точки	6	4
858	если ты	1	4
859	как раз	9	4
860	по ночам	1	4
861	не от	1	4
862	там и	3	4
863	по содержанию	3	4
864	так много	1	4
865	они могут	1	4
866	что их	4	4
867	не знаешь	1	4
868	узнает что	1	4
869	с матерью	1	4
870	что происходит	2	4
871	отца или	1	4
872	можно сделать	1	4
873	если же	2	4
874	бы его	1	4
875	найти в	2	4
876	о его	4	4
877	столь же	5	4
878	здесь также	1	4
879	на месте	3	4
880	над ними	1	4
881	что касается	5	4
882	знаю что	2	4
883	происходит с	1	4
884	своей дочери	1	4
885	из видов	1	4
886	себя и	2	4
887	все они	1	4
888	ни к	1	4
889	признает что	1	4
890	и между	1	4
891	жениться на	3	4
892	действия и	2	4
893	и под	1	4
894	принадлежит к	1	4
895	в древней	1	4
896	стороны он	1	4
897	вывод что	2	4
898	в тот	1	4
899	из дальнейшего	1	4
900	дело в	1	4
901	в ту	2	4
902	нисколько не	3	4
903	войти в	2	4
904	путь к	1	4
905	человеком и	1	4
906	ему как	1	4
907	особенно часто	1	4
908	за то	2	4
909	не могу	1	4
910	во второй	2	4
911	или его	2	4
912	доме и	1	4
913	как не	2	4
914	быть только	1	4
915	предпосылки что	1	3
916	уходит из	1	3
917	нечто подобное	1	3
918	на своей	2	3
919	дом на	1	3
920	мы находим	1	3
921	тем как	2	3
922	заметим что	1	3
923	него в	3	3
924	ребенка и	1	3
925	человек в	1	3
926	к каким	1	3
927	я могу	1	3
928	к самому	1	3
929	в соответствии	1	3
930	на мелкие	1	3
931	не его	1	3
932	и ушел	1	3
933	опять не	1	3
934	чего не	1	3
935	о них	1	3
936	не обязательно	1	3
937	так называемых	1	3
938	бога и	1	3
939	из всех	3	3
940	затем в	1	3
941	такая же	2	3
942	видно и	1	3
943	что даже	1	3
944	с девушкой	1	3
945	образом на	1	3
946	бы то	3	3
947	бросил ее	1	3
948	они к	1	3
949	этой же	1	3
950	третий раз	1	3
951	мне на	3	3
952	с двумя	1	3
953	в третий	1	3
954	могли бы	1	3
955	о себе	1	3
956	стороны не	1	3
957	на поле	1	3
958	и та	1	3
959	вот в	1	3
960	но тут	1	3
961	знаем их	1	3
962	даже если	2	3
963	в обоих	2	3
964	за нее	2	3
965	показывает нам	1	3
966	чтобы не	3	3
967	поэтому он	1	3
968	проследить как	1	3
969	которые он	1	3
970	была бы	2	3
971	сына а	1	3
972	и наш	1	3
973	нам в	1	3
974	одновременно с	1	3
975	к его	4	3
976	бы не	3	3
977	каждого из	3	3
978	ему и	3	3
979	они говорят	1	3
980	к другому	2	3
981	рассказ о	1	3
982	этом доме	1	3
983	и поэтому	5	3
984	тех пор	5	3
985	только один	2	3
986	переходит к	1	3
987	на основании	3	3
988	у других	1	3
989	тем же	3	3
990	начиная с	1	3
991	это ясно	1	3
992	много лет	2	3
993	лучше всего	1	3
994	и после	2	3
995	или другой	1	3
996	могли быть	1	3
997	как к	3	3
998	именно к	1	3
999	своего дома	3	3
1000	то они	1	3
1001	мог быть	1	3
1002	здесь есть	1	3
1003	все равно	3	3
1004	это предположение	1	3
1005	как эти	1	3
1006	его руки	1	3
1007	своего мужа	1	3
1008	от всех	1	3
1009	чтобы я	1	3
1010	в сопровождении	3	3
1011	кто бы	1	3
1012	от руки	2	3
1013	девушку в	1	3
1014	на одном	1	3
1015	и я	3	3
1016	в такой	1	3
1017	один и	3	3
1018	людям и	1	3
1019	ему не	4	3
1020	ст в	2	3
1021	это как	1	3
1022	руку и	1	3
1023	его имени	1	3
1024	в античной	3	3
1025	к женщине	2	3
1026	он с	2	3
1027	взять на	1	3
1028	которая была	1	3
1029	чтобы дать	2	3
1030	на эти	1	3
1031	же объясняется	2	3
1032	исходя из	2	3
1033	трудно сказать	1	3
1034	и другую	1	3
1035	они уже	1	3
1036	она уже	1	3
1037	гораздо чаще	1	3
1038	несколько примеров	1	3
1039	случай не	1	3
1040	вне дома	1	3
1041	и должен	1	3
1042	в многочисленных	1	3
1043	обоих случаях	1	3
1044	при таком	1	3
1045	если этот	1	3
1046	речь идет	5	3
1047	при всей	2	3
1048	за меня	1	3
1049	его из	1	3
1050	больше чем	4	3
1051	чтобы найти	1	3
1052	из других	1	3
1053	можно считать	2	3
1054	и такие	1	3
1055	брата и	3	3
1056	нам по	3	3
1057	меня к	1	3
1058	а пока	1	3
1059	вследствие чего	1	3
1060	приходит на	1	3
1061	сын и	1	3
1062	не сделает	1	3
1063	же она	1	3
1064	в системе	1	3
1065	этом же	1	3
1066	едва ли	16	3
1067	ему все	2	3
1068	и весь	1	3
1069	собой в	1	3
1070	но еще	2	3
1071	этого он	1	3
1072	ни было	3	3
1073	обычно не	1	3
1074	как же	2	3
1075	в угол	1	3
1076	что после	1	3
1077	как видно	2	3
1078	сказал что	1	3
1079	как его	4	3
1080	того он	1	3
1081	его жены	1	3
1082	из другого	1	3
1083	чтобы понять	1	3
1084	именно как	1	3
1085	вошел в	1	3
1086	то ни	4	3
1087	а от	1	3
1088	до известного	1	3
1089	с которым	3	3
1090	дочь за	2	3
1091	ней в	2	3
1092	которого она	1	3
1093	всего в	1	3
1094	его мнению	2	3
1095	представить себе	2	3
1096	к одной	2	3
1097	пока же	1	3
1098	во власти	1	3
1099	только не	1	3
1100	умер и	2	3
1101	из того	3	3
1102	рождение ребенка	1	3
1103	здесь были	1	3
1104	все то	1	3
1105	особый интерес	2	3
1106	не делает	2	3
1107	относятся к	1	3
1108	меньшей мере	1	3
1109	ее отца	3	3
1110	пока он	2	3
1111	в которые	2	3
1112	замуж за	2	3
1113	сравнению с	3	3
1114	утверждают что	1	3
1115	бросается в	1	3
1116	эта мысль	1	3
1117	и до	2	3
1118	только тем	1	3
1119	при котором	1	3
1120	в свой	2	3
1121	и подобных	1	3
1122	своей цели	1	3
1123	точку зрения	1	3
1124	из этой	2	3
1125	нет ни	2	3
1126	бы на	2	3
1127	при встрече	1	3
1128	я теперь	2	3
1129	если сравнить	1	3
1130	или через	1	3
1131	только он	1	3
1132	по лестнице	2	3
1133	просто как	1	3
1134	этому поводу	1	3
1135	из двух	3	3
1136	здесь все	1	3
1137	в эпоху	2	3
1138	понимать как	1	3
1139	строится на	2	3
1140	ее руки	2	3
1141	язык и	1	3
1142	является не	1	3
1143	с семьей	1	3
1144	в уже	2	3
1145	и рассказ	2	3
1146	она должна	2	3
1147	на брак	2	3
1148	пор не	3	3
1149	стороны его	1	3
1150	еще до	1	3
1151	идет речь	2	3
1152	которых они	1	3
1153	как из	3	3
1154	девушек и	1	3
1155	бы он	3	3
1156	никуда не	1	3
1157	там на	1	3
1158	в эти	1	3
1159	дом мы	1	3
1160	он пользуется	1	2
1161	был и	1	2
1162	с которыми	1	2
1163	этого персонажа	1	2
1164	понимаем теперь	1	2
1165	теперь что	1	2
1166	это тем	1	2
1167	вопросу о	1	2
1168	у его	1	2
1169	входил в	2	2
1170	и приобрел	1	2
1171	в центре	2	2
1172	или для	1	2
1173	и сл	1	2
1174	берет его	1	2
1175	от одного	1	2
1176	жизнь в	1	2
1177	попавший к	1	2
1178	которое и	1	2
1179	на левой	1	2
1180	пути к	2	2
1181	этом можно	1	2
1182	правило в	1	2
1183	другие исследователи	1	2
1184	целый год	1	2
1185	и иногда	1	2
1186	обращает на	3	2
1187	отца в	2	2
1188	и третий	1	2
1189	в предыдущих	1	2
1190	этому представлению	1	2
1191	незадолго до	2	2
1192	отсюда и	1	2
1193	происходит со	1	2
1194	в риме	4	2
1195	однако нет	1	2
1196	как ее	2	2
1197	забудем что	1	2
1198	образом что	1	2
1199	где и	1	2
1200	свою очередь	10	2
1201	то его	1	2
1202	ты должен	1	2
1203	в прошлом	1	2
1204	и еще	4	2
1205	меч и	2	2
1206	он так	4	2
1207	него не	1	2
1208	по которым	1	2
1209	семейных отношений	1	2
1210	в основу	1	2
1211	эти вопросы	1	2
1212	чего он	1	2
1213	отец еще	1	2
1214	человека а	2	2
1215	он заметил	1	2
1216	их детей	1	2
1217	свете не	1	2
1218	важно что	1	2
1219	ей и	1	2
1220	на глазах	1	2
1221	не зная	5	2
1222	голод и	1	2
1223	похожи на	3	2
1224	страны и	1	2
1225	еще больше	4	2
1226	за пределами	3	2
1227	в сборнике	1	2
1228	наконец он	1	2
1229	это обстоятельство	3	2
1230	меня я	1	2
1231	сына и	2	2
1232	в конечном	2	2
1233	ли и	1	2
1234	этому случаю	1	2
1235	можно судить	1	2
1236	не остается	3	2
1237	человек и	1	2
1238	обстоятельство что	3	2
1239	следует понимать	1	2
1240	с отцом	4	2
1241	герой опять	1	2
1242	земле и	1	2
1243	к вопросу	2	2
1244	кто из	4	2
1245	а для	2	2
1246	по имени	4	2
1247	и нам	1	2
1248	в каждом	3	2
1249	выступает в	1	2
1250	и народы	1	2
1251	он дал	2	2
1252	из рассмотрения	1	2
1253	свое место	1	2
1254	т п	5	2
1255	если кто-нибудь	1	2
1256	все остальные	2	2
1257	на свой	1	2
1258	в развитии	3	2
1259	которому они	1	2
1260	ст или	1	2
1261	не были	1	2
1262	она была	2	2
1263	он еще	1	2
1264	ведущая к	1	2
1265	а тем	1	2
1266	и заставить	1	2
1267	ней нет	1	2
1268	о смене	1	2
1269	женщина не	1	2
1270	что для	7	2
1271	видно чтобы	1	2
1272	видно еще	1	2
1273	и ты	2	2
1274	был в	1	2
1275	из самых	2	2
1276	бы ни	1	2
1277	сказать о	1	2
1278	поздно и	1	2
1279	это совершенно	1	2
1280	следовательно не	1	2
1281	не мешает	3	2
1282	да не	2	2
1283	явно не	2	2
1284	мы встречаем	1	2
1285	с тремя	1	2
1286	представлений в	1	2
1287	и далее	1	2
1288	другой персонаж	1	2
1289	а кто	1	2
1290	он слышит	1	2
1291	обратить в	1	2
1292	причем здесь	1	2
1293	суд и	1	2
1294	сюжета и	1	2
1295	вместо того	1	2
1296	которым он	2	2
1297	возвращении с	1	2
1298	в бою	1	2
1299	мы остановимся	1	2
1300	сестру и	1	2
1301	предполагать что	1	2
1302	вот и	1	2
1303	ведь она	1	2
1304	весь дом	1	2
1305	не считать	1	2
1306	с такими	1	2
1307	тому назад	5	2
1308	быть назван	1	2
1309	к какому	1	2
1310	мы имели	1	2
1311	еще впереди	1	2
1312	которого не	1	2
1313	не входит	1	2
1314	к свадьбе	4	2
1315	дальнейшее развитие	1	2
1316	половое общение	1	2
1317	в жены	6	2
1318	на семь	1	2
1319	мешает ему	3	2
1320	наконец в	1	2
