N	3gram	Losev_Vesc	Marksizm
142	точка зрения на	1	1
143	и даже не	3	1
144	язык есть система	1	1
145	в действительности и	1	1
146	что это –	3	1
147	еще не хватает	1	1
148	только и возможно	1	1
149	то что он	2	1
150	сможет понять и	1	1
151	как мы говорили	1	1
152	по сравнению с	7	1
153	по вопросу о	1	1
154	что они состоят	1	1
155	то что не	2	1
156	есть в сущности	1	1
157	имеется в виду	1	1
158	для него не	1	1
159	и более или	1	1
160	прямо превращается в	1	1
161	самого последнего времени	1	1
162	то или иное	1	1
163	однако и здесь	1	1
164	того или другого	1	1
165	та и другая	1	1
166	она является как	1	1
167	до самого последнего	1	1
168	этих двух сфер	1	1
169	с этой точки	3	1
170	вовсе не в	1	1
171	языка как специфической	1	1
172	указывает на то	3	1
173	еще почти не	1	1
174	мы замечаем что	1	1
175	в результате мы	1	1
176	это не есть	2	1
177	и по смыслу	1	1
178	она и не	1	1
179	есть вещь и	2	1
180	вещи и как	1	1
181	свидетельствует о том	3	1
182	по природе своей	2	1
183	и в науке	1	1
184	дело вовсе не	1	1
185	во втором случае	1	1
186	тот же самый	1	1
187	не относится к	1	1
188	они состоят из	1	1
189	может быть только	6	1
190	сам по себе	4	1
191	и следовательно вне	1	1
192	видим таким образом	1	1
193	в каком случае	4	1
194	но что такое	4	1
195	он ничего не	2	1
196	функции и не	1	1
197	таким образом что	1	1
198	и сказать что	1	1
199	была бы достаточна	1	1
200	ничего не значит	2	1
201	вместо того чтобы	1	1
202	истории и следовательно	1	1
203	и не с	2	1
204	не иначе как	1	1
205	даже и в	1	1
206	точке зрения в	1	1
207	но также и	1	1
208	точки зрения этого	1	1
209	может обойтись без	1	1
210	а в том	1	1
211	что здесь как	1	1
212	но даже и	2	1
213	к этому сводится	1	1
214	ведь никто не	1	1
215	не только не	4	1
216	для него только	1	1
217	и та и	1	1
218	потому в нем	1	1
219	хотя бы только	1	1
220	в организме а	1	1
221	них мы не	1	1
222	как раз и	2	1
223	каждой из этих	1	1
224	как из того	1	1
225	в основном –	1	1
226	но как раз	1	1
227	не имеют никакого	1	1
228	по себе а	1	1
229	не нуждается в	1	1
230	прибавить еще и	1	1
231	но то что	3	1
232	значение для науки	1	1
233	могла бы и	1	1
234	это значит что	25	1
235	но в этом	1	1
236	личность и ее	1	1
237	в одном случае	1	1
238	таким образом и	1	1
239	содержится в самом	1	1
240	и все вообще	1	1
241	коем случае не	1	1
242	но в смысле	1	1
243	мы все же	1	1
244	привело бы к	2	1
245	в определенном направлении	2	1
246	их жизни и	1	1
247	нем нет ничего	1	1
248	выражение в свою	1	1
249	сказать что почти	1	1
250	в ней нет	1	1
251	по философии языка	1	1
252	вместе с тем	3	1
253	именно в смысле	1	1
254	что почти все	1	1
255	равно как и	4	1
256	и если есть	1	1
257	и во всяком	1	1
258	мы как бы	1	1
259	прежде всего на	1	1
260	этим оно и	1	1
261	слово и не	1	1
262	какое бы то	1	1
263	но только с	1	1
264	необходимо исходить из	1	1
265	сам для себя	1	1
266	мы скажем что	1	1
267	что иное как	12	1
268	бы сказать что	2	1
269	в смысле полного	1	1
270	понимания отнюдь не	1	1
271	одна из основных	1	1
272	было так то	1	1
273	является не что	1	1
274	и еще один	2	1
275	важно как оно	1	1
276	не имеет никакого	2	1
277	что оно существует	1	1
278	значит что в	1	1
279	здесь мы не	1	1
280	существует только в	1	1
281	здесь как и	1	1
282	с другой –	1	1
283	этой точки зрения	3	1
284	самый вопрос о	1	1
285	в себе и	1	1
286	то что в	1	1
287	но это –	4	1
288	провести резкую границу	1	1
289	и не было	1	1
290	оно может так	1	1
291	для себя и	1	1
292	есть выраженное или	1	1
293	в то время	4	1
294	в себе не	1	1
295	но что же	2	1
296	все же не	3	1
297	бы он сам	1	1
298	на то или	1	1
299	но и все	1	1
300	не что иное	12	1
301	мы переходим к	1	1
302	и быть не	1	1
303	дело в том	4	1
304	в отрыве от	3	1
305	превратилась бы в	1	1
306	тем же самым	1	1
307	подобно тому как	5	1
308	при более подробном	1	1
309	допустим что мы	1	1
310	сказать что не	1	1
311	как мы видим	1	1
312	этой точке зрения	1	1
313	то нельзя и	1	1
314	как бы ни	2	1
315	никакого отношения к	2	1
316	и слов и	1	1
317	иначе и быть	1	1
318	не сможет понять	2	1
319	у него нет	1	1
320	целое не может	1	1
321	сих пор мы	1	1
322	не может обойтись	1	1
323	мы видим таким	1	1
324	что такое понимание	1	1
325	и что они	3	1
326	и здесь и	1	1
327	определенной форме и	1	1
328	в новое время	1	1
329	она может быть	2	1
330	слово для обозначения	1	1
331	то что ему	1	1
332	он отталкивается от	1	1
333	он сам и	1	1
334	и в нем	1	1
335	в основе своей	2	1
336	что же такое	4	1
337	между прочим и	1	1
338	на этой точке	1	1
339	в той же	1	1
340	и пр –	1	1
341	оно может быть	1	1
342	проблема в философии	1	1
343	в сущности всегда	1	1
344	мы не можем	3	1
345	что несмотря на	1	1
346	ни о каком	2	1
347	мы уже сказали	1	1
