N	2gram	Berdyaev_N	KulturaY
275	в наше	3	3
276	на нем	1	3
277	значение и	1	3
278	известном смысле	1	3
279	эпохи в	1	3
280	на место	1	3
281	во время	1	3
282	в одну	2	3
283	лишь по	1	3
284	социальной жизни	1	3
285	наши дни	3	3
286	и сейчас	1	3
287	на западе	1	3
288	под этим	1	3
289	потребность в	1	3
290	что нет	1	3
291	и мы	4	3
292	в россии	3	3
293	то время	1	3
294	том смысле	1	3
295	значение для	1	3
296	знает что	1	3
297	будет уже	2	3
298	нет и	2	3
299	он в	1	3
300	в более	1	3
301	значение в	1	3
302	выходит за	1	3
303	не для	1	3
304	с их	2	3
305	есть уже	1	3
306	менее всего	1	3
307	духовной культуры	1	3
308	на них	1	3
309	случае если	1	3
310	не по	1	3
311	но она	2	3
312	понять что	1	3
313	эпохи и	4	3
314	во всем	1	2
315	имеют уже	1	2
316	они являются	1	2
317	возможно лишь	1	2
318	которая в	1	2
319	смысле и	1	2
320	из всех	1	2
321	или нет	1	2
322	о формах	1	2
323	одному из	1	2
324	но сам	1	2
325	и такое	1	2
326	время как	2	2
327	вот что	1	2
328	чтобы эти	1	2
329	в жизни	5	2
330	и творчества	2	2
331	выход из	1	2
332	и русский	1	2
333	культуры в	5	2
334	во все	1	2
335	чтобы так	1	2
336	что этот	1	2
337	я пытаюсь	1	2
338	что вся	1	2
339	когда она	1	2
340	и когда	1	2
341	и научной	1	2
342	в атмосфере	1	2
343	одна из	2	2
344	революции и	3	2
345	что само	1	2
346	тут мы	1	2
347	смысле как	1	2
348	по природе	1	2
349	в состоянии	1	2
350	смысле в	1	2
351	и через	1	2
352	с другими	1	2
353	они будут	1	2
354	политике и	1	2
355	лишь к	1	2
356	формах и	1	2
357	не был	1	2
358	но можно	1	2
359	их не	1	2
360	бы к	1	2
361	не означает	3	2
362	природе своей	1	2
363	не будет	7	2
364	к такой	1	2
365	ко времени	1	2
366	равно как	2	2
367	возможно что	1	2
368	был в	1	2
369	для чего	2	2
370	я уже	2	2
371	переходит в	1	2
372	большую роль	4	2
373	уступить место	1	2
374	ему все	1	2
375	для них	1	2
376	не могла	2	2
377	творчества и	1	2
378	о природе	1	2
379	сами по	1	2
380	это время	1	2
381	нет в	1	2
382	может уже	2	2
383	который и	1	2
384	думать что	2	2
385	но оно	1	2
386	но тут	1	2
387	не хочу	1	2
388	и до	1	2
389	в обществе	2	2
390	и а	1	2
391	не понимали	1	2
392	все в	1	2
393	от всякого	2	2
394	ничем не	1	2
395	зависит от	2	2
396	том числе	1	2
397	он и	1	2
398	лицом к	3	2
399	слова а	1	2
400	слишком долго	1	2
401	нельзя будет	1	2
402	отказаться от	1	2
403	вообще не	1	2
404	чтобы быть	1	2
405	нас к	1	2
406	далеко еще	1	2
407	перейти к	3	2
408	все слова	1	2
409	это было	3	2
410	этой системы	1	2
411	еще до	2	2
412	и мысли	1	2
413	в эти	1	2
414	она должна	1	2
415	может идти	1	2
416	тому как	3	2
417	к тем	1	2
418	а по	1	2
419	есть и	1	2
420	связана с	2	2
421	культуры но	1	2
422	во многом	1	2
423	партии и	1	2
424	всей нашей	1	2
425	жизни и	8	2
426	в период	1	2
427	в силах	1	2
428	все более	1	2
429	ведь и	2	2
430	более не	2	1
431	получает свое	1	1
432	был и	1	1
433	философии и	1	1
434	человеческой жизни	1	1
435	это значит	1	1
436	в последние	1	1
437	не достигается	1	1
438	знаний о	1	1
439	жадность к	1	1
440	с собой	1	1
441	и которые	1	1
442	труд и	1	1
443	приобщиться к	2	1
444	партии в	1	1
445	политика должна	1	1
446	это должно	1	1
447	человек от	1	1
448	ни одна	2	1
449	не хотят	2	1
450	приближаемся к	2	1
451	к более	2	1
452	революция не	1	1
453	значительной степени	1	1
454	я могу	1	1
455	опыт русской	1	1
456	показал что	1	1
457	их в	1	1
458	и газеты	1	1
459	в природе	2	1
460	жизнью в	2	1
461	так много	1	1
462	к своим	1	1
463	мир и	2	1
464	гораздо больше	1	1
465	тогда не	1	1
466	и общества	2	1
467	перестает быть	4	1
468	i есть	1	1
469	дня и	3	1
470	нас и	1	1
471	этом я	1	1
472	говорим что	1	1
473	она могла	1	1
474	все свои	1	1
475	процесс в	1	1
476	но во	1	1
477	хочет и	1	1
478	времени в	2	1
479	в этот	1	1
480	есть прежде	1	1
481	это представляется	2	1
482	мировую войну	1	1
483	и формы	2	1
484	было то	1	1
485	старых эпох	1	1
486	я думаю	1	1
487	же так	1	1
488	вернуться к	2	1
489	и продолжал	1	1
490	в основу	1	1
491	есть по	1	1
492	противоположного характера	1	1
493	как результат	1	1
494	культуры есть	1	1
495	себя все	1	1
496	к ее	3	1
497	себя в	2	1
498	что такова	1	1
499	для борьбы	1	1
500	заинтересована в	1	1
501	значение все	1	1
502	во всех	3	1
503	свою энергию	1	1
504	возвращение к	3	1
505	такого рода	2	1
506	и процесс	1	1
507	весь смысл	1	1
508	общества конечно	1	1
509	это я	1	1
510	не должна	1	1
511	мы конечно	1	1
512	в недрах	1	1
513	девять десятых	1	1
514	просвещения и	1	1
515	если есть	1	1
516	есть еще	1	1
517	какой-либо смысл	1	1
518	или не	1	1
519	он может	1	1
520	к чему	1	1
521	от нее	1	1
522	xviii века	2	1
523	государства и	4	1
524	или иная	1	1
525	на поверхности	1	1
526	лишь на	1	1
527	власти в	1	1
528	для решения	1	1
529	в употреблении	2	1
530	того и	1	1
531	должно было	2	1
532	классов и	2	1
533	есть своя	1	1
534	в эту	1	1
535	у в	1	1
536	теперь и	1	1
537	всех народов	1	1
538	не имел	1	1
539	войне и	1	1
540	внешних формах	1	1
541	что какой-либо	1	1
542	есть признак	1	1
543	нет уже	1	1
544	уже говорил	1	1
545	и философы	1	1
546	то никогда	1	1
547	самый процесс	2	1
548	совсем не	12	1
549	но до	1	1
550	мы опять	1	1
551	себе отношения	1	1
552	есть неотъемлемое	1	1
553	начало новой	1	1
554	все решается	1	1
555	он также	1	1
556	последние годы	1	1
557	общество не	1	1
558	время когда	1	1
559	и другая	1	1
560	по своей	1	1
561	глубже то	1	1
562	движения и	1	1
563	центр тяжести	2	1
564	истории и	9	1
565	и революции	2	1
566	культуры и	7	1
567	от вопроса	1	1
568	оба они	1	1
569	реакцией против	2	1
570	но нет	1	1
571	них не	1	1
572	процессы в	1	1
573	вполне возможно	1	1
574	только мгновение	1	1
575	ни за	1	1
576	протекает и	1	1
577	речи о	1	1
578	и особенно	1	1
579	раньше чем	1	1
580	сам этот	1	1
581	к деревне	1	1
582	и этот	1	1
583	от жизни	1	1
584	не политический	1	1
585	для себя	1	1
586	этому учит	1	1
587	установить что	1	1
588	истории в	5	1
589	переходит от	1	1
590	должно будет	1	1
591	нового времени	12	1
592	на заре	1	1
593	она становится	1	1
594	есть проблема	1	1
595	до этого	1	1
596	так называемый	1	1
597	общества мы	1	1
598	оно есть	1	1
599	и культур	1	1
600	он свои	1	1
601	но переходит	1	1
602	нашей эпохи	3	1
603	к таким	1	1
604	не знал	2	1
605	самая постановка	1	1
606	рода и	1	1
607	которые могут	1	1
608	жизни в	3	1
609	себя и	1	1
610	стоят на	2	1
611	мыслей и	1	1
612	который я	1	1
613	на их	1	1
614	говорят об	1	1
615	есть вопрос	1	1
616	к природе	1	1
617	нет ничего	1	1
618	образования и	1	1
619	в основе	3	1
620	он требует	1	1
621	системы которая	1	1
622	эпоху когда	2	1
623	обратная сторона	1	1
624	в значительной	1	1
625	новой эпохи	1	1
626	можно лишь	1	1
627	и поставил	1	1
628	мы уже	1	1
629	я называю	2	1
630	народов и	1	1
631	и вся	1	1
632	в которую	1	1
633	этот переход	1	1
634	учит нас	1	1
635	о словах	1	1
636	жизни это	1	1
637	свободно и	1	1
638	было и	1	1
639	а во	1	1
640	вот этот	1	1
641	времени его	1	1
642	способ выражения	1	1
643	легче чем	1	1
644	во внешней	1	1
645	к созданию	2	1
646	переходит уже	1	1
647	и во	1	1
648	только одна	1	1
649	это тем	1	1
650	социальное значение	1	1
651	к той	1	1
652	этих терминов	1	1
653	еще в	1	1
654	идей и	1	1
655	во времени	1	1
656	было быть	1	1
657	обратиться к	1	1
658	формы к	1	1
659	к лицу	3	1
660	надеяться что	1	1
661	то они	1	1
662	творчества не	1	1
663	или к	1	1
664	и развивается	1	1
665	в старых	1	1
666	сельскому хозяйству	1	1
667	должна стать	2	1
668	к революции	2	1
669	есть такой	1	1
670	которому не	2	1
671	нам предстоит	1	1
672	есть время	1	1
673	она сама	1	1
674	над этой	1	1
675	переход к	2	1
676	совершающееся в	1	1
677	считаться и	1	1
678	в формы	1	1
679	условимся в	1	1
680	не существует	3	1
681	он конечно	1	1
682	это всегда	1	1
683	в свои	2	1
684	все ее	1	1
685	всегда есть	1	1
686	в эпоху	9	1
687	он видел	1	1
688	принято считать	1	1
689	тогда начинается	1	1
690	долгое время	1	1
691	свое и	1	1
692	в исторический	1	1
693	но я	2	1
694	не та	1	1
695	есть только	1	1
696	перед собой	1	1
697	делается в	1	1
698	этой теме	1	1
699	в новом	2	1
700	коммунизм и	1	1
701	и оно	1	1
702	характерным для	1	1
703	факт в	1	1
704	мысли в	2	1
705	войны и	2	1
706	но те	1	1
707	быть может	4	1
708	значит что	4	1
709	переходе от	2	1
710	жизни для	1	1
711	и старые	1	1
712	с ее	5	1
713	и распадается	1	1
714	совершенно невозможно	1	1
715	этого конечно	1	1
716	его национального	1	1
717	зависимость от	1	1
718	россии и	1	1
719	да конечно	1	1
720	не хотел	1	1
721	явление в	1	1
722	на путь	1	1
723	замечательно что	1	1
724	нужно помнить	1	1
725	оно должно	1	1
726	та или	1	1
727	и культурный	1	1
728	газетных статьях	1	1
729	бы он	1	1
730	дальше и	1	1
731	понята как	1	1
732	место в	2	1
733	явление он	1	1
734	споров о	1	1
735	все еще	1	1
736	все другие	1	1
737	культуры она	2	1
738	к старой	1	1
739	принято было	1	1
740	становится в	1	1
741	и скоро	1	1
742	в мировую	1	1
743	к идее	1	1
744	совершается в	1	1
745	для другого	1	1
