N	3gram	Bakhtin_Pr	Literetu
118	одно из самых	1	1
119	для него не	2	1
120	оно должно быть	2	1
121	это не только	1	1
122	то что в	1	1
123	хотя бы и	3	1
124	в жизни а	1	1
125	не к другому	1	1
126	бы не было	1	1
127	не в том	1	1
128	каковы бы ни	1	1
129	друг от друга	1	1
130	точки зрения которого	1	1
131	более или менее	4	1
132	на себе и	1	1
133	героя никогда не	1	1
134	но и он	1	1
135	как бы не	1	1
136	все новые и	1	1
137	не укоренен в	1	1
138	не знает что	1	1
139	а в том	1	1
140	до сих пор	9	1
141	именно потому что	2	1
142	иметь в виду	1	1
143	в конце концов	7	1
144	и в словах	2	1
145	в зависимости от	5	1
146	и не о	1	1
147	начинается там где	1	1
148	в один из	1	1
149	но только в	1	1
150	целом ряде других	2	1
151	собственного сознания а	1	1
152	и в то	2	1
153	в пределах одной	1	1
154	все же остается	1	1
155	по ту сторону	2	1
156	если оно верно	1	1
157	а затем и	1	1
158	и в пределах	1	1
159	к прошлому и	1	1
160	но не в	1	1
161	с ним а	1	1
162	в высшей степени	1	1
163	как раз и	5	1
164	все что ему	1	1
165	сама по себе	5	1
166	выразить себя в	1	1
167	у него не	1	1
168	но все же	3	1
169	по этому пути	1	1
170	не показывает нам	1	1
171	но это не	2	1
172	и в том	1	1
173	мышления о мире	1	1
174	и в этом	5	1
175	в этом последнем	1	1
176	и потому не	1	1
177	может быть только	1	1
178	такова что позволяет	1	1
179	за ним и	1	1
180	и к собственному	1	1
181	и только в	1	1
182	после того как	1	1
183	а как бы	1	1
184	не тем что	1	1
185	себе самому и	1	1
186	войти в его	1	1
187	и уже не	1	1
188	своего и чужого	1	1
189	говорит сам себе	1	1
190	по существу своему	1	1
191	как бы в	6	1
192	такого героя и	1	1
193	но не только	1	1
194	в самую гущу	1	1
195	и вот в	1	1
196	героя с его	1	1
197	он говорит в	1	1
198	как мы знаем	1	1
199	к другому а	1	1
200	бы ни были	2	1
201	в мире а	1	1
202	и на его	1	1
203	в пределах самого	1	1
204	как и сам	1	1
205	мира в его	2	1
206	какой бы то	1	1
207	себя самого как	1	1
208	как один из	2	1
209	как бы во	1	1
210	в нас самих	1	1
211	он не может	1	1
212	сознания а в	1	1
213	не может стать	1	1
214	такой же как	1	1
215	уже не может	1	1
216	нельзя не согласиться	1	1
217	только на то	1	1
218	перед нами не	1	1
219	хотя и не	3	1
220	несмотря на свою	1	1
221	она уже не	1	1
222	резко отличается от	2	1
223	там где есть	1	1
224	становится одним из	1	1
225	тому как в	1	1
226	но в то	7	1
227	в лучшем случае	2	1
228	как мы видели	1	1
229	мира а не	1	1
230	но в большинстве	1	1
231	от той же	1	1
232	именно в том	1	1
233	он и не	1	1
234	в этом его	1	1
235	с самого начала	1	1
236	в сущности не	1	1
237	том что он	5	1
238	нормативного сознания и	1	1
239	у него нет	1	1
240	не могут быть	1	1
241	то что для	1	1
242	в романе достоевского	6	1
243	и в сущности	2	1
244	а так как	1	1
245	что может быть	3	1
246	романтизм принес с	1	1
247	и не может	6	1
248	является одним из	1	1
249	это и есть	1	1
250	само по себе	4	1
251	не только как	1	1
252	новые и новые	1	1
253	может быть и	2	1
