N	2gram	Nazirov_Tv	Narrotol
113	же время	18	8
114	соответствии с	7	8
115	в литературе	4	8
116	у нас	2	8
117	но при	1	8
118	у нее	4	8
119	или иной	1	8
120	мира в	2	8
121	в финале	4	7
122	в принципе	5	7
123	в речи	1	7
124	имеет место	1	7
125	при всей	1	7
126	а во	2	7
127	в котором	8	7
128	с другой	4	7
129	пока еще	1	7
130	едва ли	2	7
131	в ее	3	7
132	на себя	2	7
133	в конце	5	7
134	в чем	4	7
135	и на	12	7
136	же в	1	7
137	в свою	8	7
138	это не	9	7
139	вслед за	2	7
140	в глазах	2	7
141	или в	2	7
142	также и	1	7
143	в ней	2	7
144	одного из	3	7
145	в целом	7	7
146	в результате	1	6
147	например в	3	6
148	сказать что	3	6
149	на него	2	6
150	то в	2	6
151	что у	5	6
152	с одной	2	6
153	что и	3	6
154	в конечном	4	6
155	могло бы	1	6
156	героя и	4	6
157	на другой	1	6
158	в случае	1	6
159	главного героя	3	6
160	в современной	2	6
161	человеческих отношений	3	6
162	известном смысле	2	6
163	однако в	3	6
164	таким образом	14	6
165	представляют собой	2	6
166	никак не	1	6
167	к его	1	6
168	в известном	2	6
169	то и	1	6
170	из этих	1	6
171	в сознании	1	6
172	ответ на	1	6
173	уже говорилось	1	6
174	о нем	2	6
175	как у	3	6
176	не по	3	6
177	одной стороны	1	6
178	на то	1	6
179	вплоть до	2	6
180	особое место	3	5
181	только что	2	5
182	не столько	4	5
183	в своих	8	5
184	и даже	8	5
185	и сам	5	5
186	именно в	6	5
187	исходной ситуации	1	5
188	и того	2	5
189	свою очередь	2	5
190	в другом	1	5
191	может служить	2	5
192	в одном	3	5
193	он сам	8	5
194	точка зрения	2	5
195	себя в	3	5
196	из них	4	5
197	к нему	1	5
198	начала и	1	5
199	бы и	1	5
200	картине мира	1	5
201	не было	3	5
202	я не	5	5
203	человек в	1	5
204	так сказать	4	5
205	между собой	2	5
206	в русской	5	5
207	по поводу	1	5
208	следует признать	1	5
209	точку зрения	1	5
210	и от	8	5
211	с ее	3	5
212	и здесь	2	5
213	и вследствие	2	5
214	что это	1	5
215	если не	4	5
216	их в	1	5
217	и у	3	5
218	с ними	3	5
219	да и	1	5
220	о котором	2	5
221	том как	1	5
222	вследствие этого	1	5
223	было бы	2	5
224	и уже	1	5
225	за пределами	1	5
226	свидетельствует о	2	5
227	мы не	3	5
228	на самом	3	5
229	о жизни	4	5
230	в какой	1	5
231	тем более	1	5
232	в начале	2	5
233	еще в	3	5
234	в пределах	1	5
235	не случайно	6	5
236	и о	2	5
237	говорилось выше	1	5
238	место в	6	5
239	как будто	5	5
240	в душе	4	4
241	еще раз	1	4
242	даже в	4	4
243	не являются	1	4
244	персонажа и	1	4
245	от этих	1	4
246	в виду	3	4
247	по себе	2	4
248	в них	1	4
249	жизненной позиции	1	4
250	в первом	3	4
251	и с	9	4
252	все его	1	4
253	ведет к	3	4
254	конечном счете	4	4
255	не вполне	1	4
256	роль в	2	4
257	когда в	1	4
258	не существует	3	4
259	которой он	2	4
260	хотя бы	5	4
261	только на	2	4
262	и когда	2	4
263	который в	4	4
264	к этому	4	4
265	картину мира	1	4
266	что они	3	4
267	жизни так	1	4
268	на том	2	4
269	то у	3	4
270	в герое	1	4
271	к жизни	4	4
272	и притом	2	4
273	не о	1	4
274	не говорит	1	4
275	тому что	2	4
276	и внутреннего	3	4
277	в себя	3	4
278	встрече с	1	4
279	не будет	2	4
280	но зато	3	4
281	из нас	1	4
282	другой день	1	4
283	и по	5	4
284	и ее	1	4
285	жизни а	1	4
286	для себя	1	4
287	это уже	7	4
288	о которой	2	4
289	не на	1	4
290	за границей	1	4
291	со всеми	3	4
292	оно не	1	4
293	о своей	1	4
294	вместе с	4	4
295	не имеет	2	4
296	во сне	1	4
297	в прозе	1	4
298	истории не	1	4
299	в основе	3	4
300	в обоих	1	4
301	в сфере	2	4
302	в поле	1	4
303	мог бы	1	4
304	начиная с	2	4
305	что я	4	4
306	всяком случае	2	4
307	друг друга	2	4
308	в ходе	1	4
309	зависит от	4	4
310	во всяком	2	4
311	а на	1	4
312	моей жизни	1	4
313	и как	5	4
314	или даже	2	4
315	так в	1	4
316	ли не	3	4
317	по своему	1	4
318	это было	1	4
319	не все	2	4
320	в области	1	4
321	человека в	9	4
322	она не	2	4
323	эти два	1	4
324	мы узнаем	3	4
325	как он	1	4
326	по сути	6	4
327	как по	2	4
328	к ней	3	4
329	как мы	1	4
330	что на	3	4
331	не к	2	4
332	более не	4	3
333	с этой	4	3
334	говорит о	3	3
335	по мере	2	3
336	ни слова	1	3
337	в этих	2	3
338	о своем	1	3
339	для автора	4	3
340	в противовес	1	3
341	восходит к	2	3
342	входит в	1	3
343	не должен	1	3
344	времени в	13	3
345	к своей	1	3
346	сознания в	1	3
347	не встречается	1	3
348	говорить о	1	3
349	за собой	4	3
350	точно так	3	3
351	так же	6	3
352	друг на	1	3
353	к ним	1	3
354	жизни как	1	3
355	наряду с	6	3
356	ключ к	1	3
357	все время	3	3
358	что она	5	3
359	в церкви	1	3
360	глядя на	1	3
361	только не	1	3
362	ее и	2	3
363	по природе	6	3
364	одно из	1	3
365	видит в	1	3
366	связи с	2	3
367	но он	3	3
368	не знает	2	3
369	в которой	5	3
370	к чему	1	3
371	всех его	1	3
372	что не	5	3
373	из уст	1	3
374	характер и	1	3
375	в связи	2	3
376	между ними	1	3
377	же как	3	3
378	героя к	2	3
379	и это	2	3
380	рассказа не	1	3
381	сих пор	1	3
382	должен был	2	3
383	а с	4	3
384	с матерью	1	3
385	прошлого и	2	3
386	за ними	1	3
387	и что	2	3
388	можно было	1	3
389	как уже	2	3
390	не просто	1	3
391	перед лицом	1	3
392	как известно	3	3
393	в направлении	2	3
394	о его	1	3
395	даже если	2	3
396	в первой	4	3
397	а как	2	3
398	здесь мы	2	3
399	или иного	1	3
400	во время	2	3
401	в него	2	3
402	чем и	1	3
403	в пространстве	2	3
404	при такой	1	3
405	до сих	1	3
406	а теперь	1	3
407	от их	1	3
408	текста и	1	3
409	самим собой	4	3
410	ни о	1	3
411	за человек	1	3
412	себя с	1	3
413	в романе	24	3
414	обращается к	1	3
415	сути дела	5	3
416	на стороне	3	3
417	и т	14	3
418	приводит к	4	3
419	бы не	1	3
420	как на	1	3
421	на друга	1	3
422	и тогда	2	3
423	и лишь	2	3
424	речь идет	1	3
425	случае с	1	3
426	было и	1	3
427	а лишь	1	3
428	жизни на	1	3
429	той же	4	3
430	одной из	7	3
431	до конца	2	3
432	характера и	3	3
433	лев толстой	1	3
434	всякий раз	2	3
435	на этот	3	3
436	но это	10	3
437	текста как	1	3
438	жизни не	2	3
439	жизни но	2	3
440	как к	2	3
441	главного персонажа	1	3
442	произведения как	1	3
443	и уж	1	3
444	и вот	2	3
445	от которого	1	3
446	он и	1	3
447	участия в	1	3
448	же не	2	3
449	о герое	1	3
450	чем он	1	3
451	участие в	1	3
452	все равно	1	3
453	в виде	4	3
454	о воскресении	1	3
455	а о	1	3
456	дело в	4	3
457	как она	2	3
458	все эти	3	3
459	со своей	1	3
460	должен быть	1	3
461	особенно в	3	3
462	и потому	4	3
463	того или	1	3
464	а к	1	3
465	его не	1	3
466	дело не	3	3
467	связано с	1	3
468	во второй	3	3
469	заключает в	1	3
470	лишь в	1	3
471	существования в	1	3
472	же самое	1	3
473	каждого из	1	3
474	со своими	2	3
475	и самого	1	3
476	и только	2	3
477	ли в	2	3
478	мы и	1	2
479	действующее лицо	1	2
480	в момент	5	2
481	русской литературе	4	2
482	от имени	1	2
483	которая в	1	2
484	еще более	3	2
485	по выражению	2	2
486	не зависит	1	2
487	которое может	1	2
488	в году	22	2
489	нас в	1	2
490	с той	1	2
491	другой стороны	2	2
492	быть может	3	2
493	с собой	1	2
494	мыслится как	1	2
495	людей и	2	2
496	в настоящем	2	2
497	но все	1	2
498	жизнь в	2	2
499	мысль о	3	2
500	зато в	1	2
501	целый ряд	1	2
502	тем что	2	2
503	и делает	1	2
504	мира это	1	2
505	одновременно и	2	2
506	достоевского и	5	2
507	и стал	1	2
508	как только	1	2
509	на первый	1	2
510	казалось бы	4	2
511	первый взгляд	1	2
512	что рассказчик	1	2
513	было в	2	2
514	в действительности	1	2
515	представления о	1	2
516	из жизни	3	2
517	отрыве от	1	2
518	в этот	3	2
519	больше не	5	2
520	принципиально важно	1	2
521	с помощью	1	2
522	когда она	1	2
523	чего не	1	2
524	героини и	1	2
525	финале рассказа	1	2
526	а между	1	2
527	превращается в	2	2
528	и еще	2	2
529	его собственной	1	2
530	с другим	3	2
531	то чтобы	1	2
532	у себя	1	2
533	друг для	1	2
534	вовсе не	5	2
535	не имел	1	2
536	быть в	1	2
537	к которому	3	2
538	преимущественно в	1	2
539	русской литературы	3	2
540	он живет	2	2
541	тут же	1	2
542	тексте в	1	2
543	того же	2	2
544	жизни с	2	2
545	от ее	2	2
546	намек на	2	2
547	себе самом	1	2
548	тоской и	1	2
549	принадлежит к	1	2
550	и значимость	1	2
551	к герою	1	2
552	и мы	1	2
553	к их	1	2
554	что иное	1	2
555	к одному	2	2
556	героев в	2	2
557	не слишком	1	2
558	х гг	2	2
559	должно быть	1	2
560	моя жизнь	1	2
561	время в	3	2
562	весь день	1	2
563	я как	1	2
564	в человеке	4	2
565	второй план	1	2
566	добра и	3	2
567	по мнению	4	2
568	он идет	1	2
569	создается не	1	2
570	и через	4	2
571	о ком	1	2
572	иного рода	1	2
573	героя с	2	2
574	сознания не	1	2
575	одним из	6	2
576	о смерти	1	2
577	у тургенева	2	2
578	человек и	2	2
579	как говорит	1	2
580	ясно что	1	2
581	и будущего	3	2
582	не есть	2	2
583	и всякий	2	2
584	в двух	2	2
585	например как	1	2
586	жизни то	1	2
587	в других	1	2
588	во всех	2	2
589	как было	2	2
590	войне и	2	2
591	сами по	2	2
592	времени но	1	2
593	реальной действительности	1	2
594	оснований для	1	2
595	человека как	2	2
596	так что	4	2
597	является его	1	2
598	в городе	1	2
599	если же	1	2
600	хотя в	1	2
601	и является	1	2
602	важно не	1	2
603	сознания героя	1	2
604	в нее	1	2
605	она была	1	2
606	т п	4	2
607	выше уже	1	2
608	и событий	1	2
609	его как	2	2
610	могут быть	4	2
611	что может	1	2
612	и есть	2	2
613	с которым	2	2
614	без этой	1	2
615	ней в	1	2
616	внутренний мир	1	2
617	в мировой	1	2
618	его смерти	1	2
619	в сюжете	2	2
620	с героями	2	2
621	одного и	1	2
622	сливаются в	1	2
623	по причине	2	2
624	себя но	2	2
625	а потому	1	2
626	та же	4	2
627	целая жизнь	1	2
628	и зла	2	2
629	если в	3	2
630	живет в	3	2
631	внешнего и	1	2
632	своих героев	5	2
633	сознании героя	1	2
634	это весьма	1	2
635	в сущности	1	2
636	в наиболее	1	2
637	давно уже	2	2
638	томас манн	1	2
639	утверждает что	1	2
640	для них	2	2
641	к читателю	1	2
642	что после	1	2
643	и вновь	1	2
644	себе не	3	2
645	он лишь	1	2
646	целой жизни	1	2
647	и одновременно	1	2
648	от своего	1	2
649	на столе	1	2
650	в россии	5	2
651	встречаются и	1	2
652	события но	1	2
653	же о	1	2
654	в процессе	3	2
655	присутствует в	1	2
656	как о	1	2
657	у читателя	2	2
658	это время	2	2
659	в которых	3	2
660	за границу	1	2
661	он прямо	1	2
662	установкой на	1	2
663	ли он	1	2
664	древних греков	1	2
665	для друга	1	2
666	это и	4	2
667	его и	2	2
668	действия но	1	2
669	бы с	1	2
670	художественного целого	1	2
671	в течение	1	2
672	читателя то	1	2
673	наконец в	1	2
674	автора и	1	2
675	это все	2	2
676	у меня	1	2
677	слова и	1	2
678	всего на	1	2
679	в отрыве	1	2
680	первый раз	1	2
681	его характер	1	2
682	в мир	2	2
683	автора в	2	2
684	что же	1	2
685	переход от	2	2
686	в самую	1	2
687	своего я	2	2
688	тот самый	2	2
689	может оказаться	1	2
690	к миру	2	2
691	это сделать	1	2
692	только с	3	2
693	только потому	1	2
694	прибегает к	2	2
695	в любви	3	2
696	в более	1	2
697	после этого	1	2
698	пока что	1	2
699	это был	4	2
700	что с	2	2
701	все это	14	2
702	узнаем что	2	2
703	со своим	2	2
704	а все	1	2
705	в их	5	2
706	таком случае	2	2
707	когда же	2	2
708	в повести	5	2
709	однако не	1	2
710	но с	1	2
711	в войне	1	2
712	и более	2	2
713	жизни это	1	2
714	ряде случаев	1	2
715	это еще	2	2
716	мира у	2	2
717	указывает на	2	2
718	в ряде	1	2
719	и читателя	1	2
720	соотносится с	1	2
721	по словам	2	2
722	не столь	1	2
723	но уже	2	2
724	для которого	1	2
725	говорит об	2	2
726	при виде	1	2
727	личности в	3	2
728	этих строк	1	2
729	он говорит	3	2
730	не могу	2	2
731	плачут и	1	2
732	когда он	4	2
733	по бахтину	1	2
734	движение сюжета	1	2
735	а по	3	2
736	частности в	1	2
737	с установкой	1	2
738	признать что	1	2
739	рассказа о	1	2
740	отношение к	1	2
741	и мире	2	2
742	во многом	8	2
743	в литературном	2	2
744	присутствие в	1	2
745	о своих	2	2
746	это в	3	2
747	матерью и	1	2
748	таким же	1	2
749	и наконец	3	2
750	иное как	1	2
751	не выступает	1	1
752	нельзя признать	1	1
753	и останется	1	1
754	нас читателей	1	1
755	было показано	2	1
756	развитии сюжета	1	1
757	этого в	1	1
758	завершена в	1	1
759	этого персонажа	2	1
760	с героем	1	1
761	сходство с	1	1
762	к этой	1	1
763	и мотивы	1	1
764	сколько к	1	1
765	и люди	1	1
766	всей жизни	1	1
767	ситуации с	1	1
768	историю человечества	1	1
769	с самим	1	1
770	из всех	5	1
771	рассказа это	1	1
772	этот момент	2	1
773	жизни есть	1	1
774	тем как	1	1
775	их жизни	1	1
776	мысли и	5	1
777	человек есть	1	1
778	это явление	1	1
779	сам автор	2	1
780	в комнату	3	1
781	так можно	1	1
782	воплощенной в	1	1
783	о свободе	3	1
784	что человек	3	1
785	время не	2	1
786	восходящая к	1	1
787	представлений о	2	1
788	но смысл	1	1
789	по способу	2	1
790	для всех	1	1
791	но что	1	1
792	всей ее	1	1
793	одновременно все	2	1
794	отметим что	2	1
795	связь с	3	1
796	их не	1	1
797	нет более	1	1
798	читателя и	1	1
799	в духе	6	1
800	этом могут	1	1
801	на которых	1	1
802	стороне от	1	1
803	его классической	1	1
804	я за	1	1
805	относится и	1	1
806	самым как	1	1
807	и этот	1	1
808	когда рассказчик	1	1
809	на мир	1	1
810	класса а	1	1
811	но вполне	2	1
812	но по	1	1
813	связана с	2	1
814	чем его	1	1
815	или на	1	1
816	его решения	1	1
817	представление о	9	1
818	к другим	1	1
819	свидетелем и	1	1
820	себя лично	1	1
821	том или	1	1
822	характер за	1	1
823	меня в	2	1
824	чужого сознания	1	1
825	так на	1	1
826	и внутренне	1	1
827	приходит в	1	1
828	у которого	1	1
829	мысли о	1	1
830	на грани	1	1
831	на эту	4	1
832	всю ночь	1	1
833	подлинный смысл	1	1
834	характера у	1	1
835	нарушает его	1	1
836	но у	5	1
837	отличается от	1	1
838	закона и	1	1
839	поскольку он	1	1
840	из героев	1	1
841	автор оставляет	1	1
842	в письме	1	1
843	художественное произведение	1	1
844	так например	3	1
845	относиться к	1	1
846	стремился к	2	1
847	и смерти	1	1
848	с этим	2	1
849	и анекдот	1	1
850	сам же	1	1
851	действия и	3	1
852	новую жизнь	1	1
853	его лица	2	1
854	еще от	1	1
855	во все	1	1
856	как справедливо	1	1
857	некоторые из	2	1
858	на этой	1	1
859	сразу же	1	1
860	мире не	1	1
861	аналогичных действий	1	1
862	на исходе	1	1
863	повести и	4	1
864	не могли	2	1
865	можно не	2	1
866	что этот	2	1
867	следовало бы	2	1
868	человека не	1	1
869	эпизод в	1	1
870	буду или	1	1
871	в евангелии	1	1
872	он был	2	1
873	романа уже	1	1
874	и иван	2	1
875	характерности к	1	1
876	в творчестве	10	1
877	имеет в	2	1
878	от боли	1	1
879	человеческого характера	1	1
880	которого у	1	1
881	это его	1	1
882	так словно	2	1
883	но эти	3	1
884	что никогда	1	1
885	смысл бытия	1	1
886	миф о	1	1
887	аргументом в	2	1
888	конце жизни	1	1
889	умирает в	1	1
890	позиции автора	1	1
891	этой связи	2	1
892	психологического анализа	1	1
893	природе как	1	1
894	содержание в	1	1
895	такое прочтение	1	1
896	главному герою	1	1
897	ее по	2	1
898	и те	1	1
899	что еще	1	1
900	не что	1	1
901	внешним обликом	1	1
902	от своей	1	1
903	на практике	1	1
904	даже с	1	1
905	не забывая	1	1
906	самого начала	3	1
907	он писал	2	1
908	подробнее об	1	1
909	в карты	1	1
910	в глаза	2	1
911	в не	1	1
912	выделить конструктивный	1	1
913	в комнате	1	1
914	еще нет	1	1
915	в душах	1	1
916	страсти в	1	1
917	оставляя открытым	1	1
918	обращение с	1	1
919	а сам	1	1
920	сердцем и	1	1
921	рассказа он	1	1
922	не совсем	1	1
923	гораздо существеннее	1	1
924	как я	1	1
925	автор как	1	1
926	в одной	5	1
927	что все	4	1
928	чего он	1	1
929	во всей	2	1
930	совершенно прав	1	1
931	воли и	3	1
932	это прежде	3	1
933	м м	19	1
934	под именем	1	1
935	от себя	1	1
936	человеку и	1	1
937	а мы	1	1
938	и чувства	1	1
939	с собственной	1	1
940	нет никаких	1	1
941	без церемонии	1	1
942	служит целям	1	1
943	канонический текст	1	1
944	отказе от	1	1
945	свои собственные	1	1
946	это своего	1	1
947	на втором	1	1
948	не то	2	1
949	двойным дном	1	1
950	свое собственное	1	1
951	вся эта	1	1
952	бытия а	1	1
953	гораздо более	2	1
954	грань между	1	1
955	чем было	1	1
956	вспять к	1	1
957	вскоре в	1	1
958	бы то	1	1
959	о принципе	1	1
960	быстро что	1	1
961	реально и	1	1
962	и рассказы	3	1
963	личности а	1	1
964	хотелось бы	1	1
965	быть истолкована	1	1
966	и красота	2	1
967	к человеку	3	1
968	здесь нет	2	1
969	и всей	1	1
970	и среди	2	1
971	на пороге	1	1
972	как средство	1	1
973	стороны и	1	1
974	которой является	1	1
975	но отнюдь	1	1
976	собой в	2	1
977	теперь же	1	1
978	в раннем	1	1
979	мы знаем	2	1
980	что сама	1	1
981	художественное время	1	1
982	искать ключ	1	1
983	если у	2	1
984	второго плана	1	1
985	проявляется в	1	1
986	ни было	1	1
987	европейской литературной	1	1
988	народной жизни	1	1
989	под знаком	1	1
990	с героиней	1	1
991	и оценку	1	1
992	и личности	1	1
993	чем у	2	1
994	верит в	2	1
995	тайны и	1	1
996	отказывается от	2	1
997	xix века	13	1
998	с другими	1	1
999	не обладает	1	1
1000	каждого человека	1	1
1001	не от	1	1
1002	опираясь на	3	1
1003	стремится к	3	1
1004	оказывается для	1	1
1005	и братьев	1	1
1006	его в	2	1
1007	создает ощущение	1	1
1008	не была	1	1
1009	отцов и	1	1
1010	ни в	2	1
1011	же году	2	1
1012	о героях	1	1
1013	о возможности	1	1
1014	в разные	1	1
1015	между настоящим	1	1
1016	и говорит	1	1
1017	современного человека	2	1
1018	в образ	1	1
1019	что за	1	1
1020	следует рассматривать	1	1
1021	говоря словами	1	1
1022	человек по	4	1
1023	прямо не	1	1
1024	который по	1	1
1025	в атмосфере	1	1
1026	не он	1	1
1027	не остается	1	1
1028	но ведь	2	1
1029	что ведет	1	1
1030	читать как	1	1
1031	мы предполагаем	1	1
1032	настоящим и	1	1
1033	как видим	1	1
1034	лишь на	1	1
1035	встречается в	1	1
1036	время как	1	1
1037	и она	1	1
1038	на земле	4	1
1039	мысленным взором	1	1
1040	и обстоятельств	1	1
1041	герой в	3	1
1042	бахтин в	2	1
1043	этого характера	1	1
1044	он вовсе	1	1
1045	зрения и	1	1
1046	века в	1	1
1047	письме к	1	1
1048	о которых	1	1
1049	же касается	1	1
1050	был не	1	1
1051	а только	1	1
1052	имеют для	1	1
1053	числе и	1	1
1054	не нужно	2	1
1055	это тоже	1	1
1056	речи или	1	1
1057	занимает особое	1	1
1058	я был	1	1
1059	братьев карамазовых	4	1
1060	нам более	1	1
1061	в бытовой	6	1
1062	рождается в	1	1
1063	не понимают	1	1
1064	читателя к	1	1
1065	человек как	3	1
1066	вошел в	1	1
1067	отделилась от	1	1
1068	еще одним	1	1
1069	своих прежних	1	1
1070	в москву	1	1
1071	сознания а	1	1
1072	эта нелепая	1	1
1073	для развития	1	1
1074	можно читать	1	1
1075	не означает	4	1
1076	на этом	1	1
1077	к слову	1	1
1078	бытия но	2	1
1079	ли это	2	1
1080	был назван	1	1
1081	быть типической	1	1
1082	к роману	4	1
1083	мы уже	2	1
1084	подробностями и	1	1
1085	него есть	2	1
1086	и служба	1	1
1087	свидригайлова и	1	1
1088	опыт на	1	1
1089	лишь что	1	1
1090	бог или	1	1
1091	то ни	1	1
1092	совсем не	1	1
1093	так быстро	1	1
1094	параллели между	1	1
1095	с какой	1	1
1096	эти слова	3	1
1097	или же	1	1
1098	в развитии	1	1
1099	христос уже	1	1
1100	мы были	1	1
1101	если б	1	1
1102	как сам	1	1
1103	однако эта	1	1
1104	никого не	1	1
1105	герой романа	2	1
1106	что эта	1	1
1107	и та	2	1
1108	начинается с	1	1
1109	вспомним что	1	1
1110	чувство стыда	4	1
1111	выражается в	1	1
1112	однако сам	1	1
1113	этот вопрос	4	1
1114	от страха	1	1
1115	от лизы	1	1
1116	одну из	1	1
1117	неразрывном единстве	1	1
1118	не сами	1	1
1119	то или	1	1
1120	говорили что	2	1
1121	как один	1	1
1122	должны были	1	1
1123	или иное	1	1
1124	в самой	1	1
1125	глухо и	1	1
1126	это действительно	1	1
1127	сочувствием к	1	1
1128	а тем	1	1
1129	сведена к	1	1
1130	на некоторые	1	1
1131	из нее	1	1
1132	это самая	2	1
1133	вторая часть	1	1
1134	целом и	1	1
1135	на бумаге	1	1
1136	это вовсе	1	1
1137	что для	3	1
1138	приняв на	1	1
1139	бы его	1	1
1140	его личности	1	1
1141	писателя как	2	1
1142	рассматривается как	1	1
1143	читателя он	1	1
1144	самому себе	1	1
1145	всю жизнь	1	1
1146	не сразу	1	1
1147	если они	1	1
1148	повседневной жизни	1	1
1149	на ранних	2	1
1150	из этого	1	1
1151	к сюжету	1	1
1152	его к	2	1
1153	и чтобы	1	1
1154	похожие на	1	1
1155	о болезни	1	1
1156	этом у	1	1
1157	обычно бывает	1	1
1158	этим сознанием	1	1
1159	с с	1	1
1160	все происходящее	1	1
1161	а главное	1	1
1162	его времени	2	1
1163	случае это	1	1
1164	чтобы не	1	1
1165	означает что	2	1
1166	смысл рассказа	1	1
1167	стало причиной	1	1
1168	в один	3	1
1169	самоопределение личности	1	1
1170	человек нашел	1	1
1171	и особенно	1	1
1172	действительной жизни	4	1
1173	до его	1	1
1174	мы видели	1	1
1175	а более	1	1
1176	ни во	2	1
1177	читателя на	1	1
1178	терпеть не	1	1
1179	на жизнь	1	1
1180	теперь я	2	1
1181	главный герой	1	1
1182	характеров и	2	1
1183	это одна	1	1
1184	образом и	1	1
1185	явно не	1	1
1186	на чем	1	1
1187	приближается к	1	1
1188	средствами но	1	1
1189	втором плане	1	1
1190	действий в	2	1
1191	анекдот который	1	1
1192	он только	1	1
1193	время у	3	1
1194	был бы	3	1
1195	с такой	1	1
1196	и детей	1	1
1197	оно было	1	1
1198	рассказа и	1	1
1199	и должно	2	1
1200	была бы	2	1
1201	жить можно	1	1
1202	человек с	2	1
1203	со второй	1	1
1204	с тем	1	1
1205	не смеет	1	1
1206	событиям и	1	1
1207	его собственным	1	1
1208	он на	1	1
1209	поэтому в	1	1
1210	для формирования	1	1
1211	лишь из	1	1
1212	в отношении	1	1
1213	только разумом	1	1
1214	автор в	1	1
1215	нежели у	1	1
1216	было тогда	1	1
1217	и вполне	1	1
1218	с иваном	3	1
1219	за это	1	1
1220	не могут	2	1
1221	в исповеди	2	1
1222	только еще	1	1
1223	человеческое чувство	1	1
1224	так выразиться	1	1
1225	открытым вопрос	1	1
1226	во что	2	1
1227	до этого	2	1
1228	человека его	2	1
1229	прошлое и	1	1
1230	человеческой культуры	2	1
1231	читательское впечатление	1	1
1232	по преимуществу	4	1
1233	место действия	1	1
1234	в большинстве	1	1
1235	преступление и	7	1
1236	не люблю	1	1
1237	развития в	2	1
1238	в саду	1	1
1239	его сознания	1	1
1240	с женой	1	1
1241	этот тип	2	1
1242	не делает	1	1
1243	читательского восприятия	1	1
1244	к которым	1	1
1245	евгения онегина	3	1
1246	отдельного человека	2	1
1247	свой собственный	1	1
1248	разумом и	1	1
1249	анализа в	1	1
1250	от любого	1	1
1251	поскольку в	1	1
1252	по разным	1	1
1253	в творческом	4	1
1254	себя и	1	1
1255	он ее	1	1
1256	если можно	1	1
1257	подлинного бытия	1	1
1258	именно поэтому	1	1
1259	с большей	1	1
1260	далек от	1	1
1261	которого не	2	1
1262	эта последняя	1	1
1263	нее была	1	1
1264	первой главе	1	1
1265	что вообще	1	1
1266	как впоследствии	1	1
1267	которую она	1	1
1268	по крайней	4	1
1269	зла и	1	1
1270	у дверей	1	1
1271	который и	1	1
1272	не смешивать	1	1
1273	как некий	2	1
1274	вот оно	2	1
1275	многократно отмечалось	1	1
1276	все они	1	1
1277	не давая	1	1
1278	бросается в	1	1
1279	свое я	4	1
1280	ни к	2	1
1281	и завершается	1	1
1282	возможно в	1	1
1283	интересны не	1	1
1284	чем же	1	1
1285	не умел	2	1
1286	с детьми	1	1
1287	после возвращения	1	1
1288	смерти и	1	1
1289	если он	4	1
1290	оба эти	1	1
1291	это объективная	1	1
1292	на основе	1	1
1293	характер не	1	1
1294	до достоевского	1	1
1295	трактуют как	1	1
1296	поле зрения	1	1
1297	не должны	1	1
