N	2gram	Tiupa_Anal	EvropaiC
805	может ли	2	1
806	быть не	3	1
807	сохраняет свою	1	1
808	как человек	1	1
809	он в	5	1
810	психический процесс	1	1
811	ибо на	1	1
812	произведения в	14	1
813	может вполне	1	1
814	однако в	4	1
815	однако эти	1	1
816	и самого	3	1
817	к моменту	1	1
818	или о	1	1
819	нет и	2	1
820	тех случаях	1	1
821	этот путь	1	1
822	могут быть	12	1
823	данного произведения	3	1
824	бы он	1	1
825	всех сторон	1	1
826	каждое новое	1	1
827	различных элементов	2	1
828	сложнее и	1	1
829	другие но	1	1
830	быть в	1	1
831	в большей	1	1
832	лучше сказать	1	1
833	как от	2	1
834	вне этого	1	1
835	он может	2	1
836	из трех	2	1
837	их именно	1	1
838	если они	2	1
839	оно представляет	1	1
840	к а	1	1
841	раньше других	1	1
842	что именно	2	1
843	в современной	1	1
844	не ее	1	1
845	с его	3	1
846	свою силу	1	1
847	не принадлежащие	1	1
848	сказать что	2	1
849	он сам	1	1
850	бы ни	2	1
851	в данный	2	1
852	все более	1	1
853	а как	4	1
854	при встрече	4	1
855	душевной жизни	3	1
856	не имело	1	1
857	только с	2	1
858	не свидетельствует	1	1
859	к этим	1	1
860	ведь и	1	1
861	не мог	3	1
862	к совершенно	1	1
863	а не	25	1
864	крайними пределами	2	1
865	для обеспечения	1	1
866	в культуре	3	1
867	быть поставлены	1	1
868	смысл что	1	1
869	каждого из	1	1
870	крайней мере	4	1
871	с настоящим	1	1
872	или лучше	1	1
873	здесь не	2	1
874	образом а	1	1
875	целого ряда	1	1
876	и тем	4	1
877	ничего не	10	1
878	жизни с	1	1
879	есть не	9	1
880	они были	1	1
881	иное как	6	1
882	не к	3	1
883	его можно	2	1
884	человека но	1	1
885	такой путь	1	1
886	относиться как	1	1
