N	2gram	Bakhtin_Pr	Literetu
661	и теперь	1	2
662	могло быть	1	2
663	для нее	1	2
664	или иных	2	2
665	к своим	1	2
666	и ему	1	2
667	и об	1	2
668	есть одновременно	1	2
669	он как	2	2
670	с первой	2	2
671	творческой памяти	1	2
672	а лишь	2	2
673	им в	1	2
674	автора в	2	2
675	но мы	1	2
676	нет и	3	2
677	впервые в	3	2
678	мог бы	1	2
679	он все	1	2
680	начиная с	4	2
681	не за	3	2
682	который по	1	2
683	со словом	1	2
684	жизни но	1	2
685	этом случае	1	2
686	ему в	1	2
687	берет на	1	2
688	произведения как	1	2
689	над ней	1	2
690	мы имеем	4	2
691	не для	1	2
692	бы на	1	2
693	себя самого	3	2
694	xix веке	3	2
695	реальности и	2	2
696	несет в	1	2
697	все той	1	2
698	жизнь не	2	2
699	раз в	2	2
700	ведь это	2	2
701	историческом времени	1	2
702	от всех	2	2
703	в присутствии	1	2
704	этом не	2	2
705	и где	1	2
706	в последнем	1	2
707	о жизни	1	2
708	во внутренний	1	2
709	между собою	2	2
710	и без	4	2
711	есть в	7	2
712	перед собой	1	2
713	в авторском	1	2
714	должно стать	1	2
715	в такой	1	2
716	у романтиков	1	2
717	и художественного	1	2
718	вследствие чего	1	2
719	а он	1	2
720	как все	1	2
721	и другого	2	2
722	жизнь и	3	2
723	начале своего	1	2
724	и тех	1	2
725	в таком	3	2
726	а как	4	2
727	она не	4	2
728	стихах и	1	2
729	в акте	1	2
730	дело не	1	2
731	ни был	1	2
732	что касается	2	2
733	нужно было	1	2
734	дает им	1	2
735	свобода и	1	2
736	в xix	3	2
737	из своей	3	2
738	даже по	1	2
739	в большинстве	9	2
740	и самой	1	2
741	ее развития	1	2
742	на это	1	2
743	последнее слово	2	2
744	по той	1	2
745	а скорее	1	2
746	оно должно	2	2
747	что есть	1	2
748	этом и	1	2
749	слова в	3	2
750	бытия и	5	2
751	тех или	2	2
752	на слово	1	2
753	и себе	1	2
754	не можем	1	2
755	что на	2	2
756	совершается в	2	2
757	еще несколько	1	1
758	индивидуальности и	1	1
759	всего это	1	1
760	к действительности	3	1
761	свое начало	1	1
762	жанрового канона	1	1
763	мире а	1	1
764	рода человеческого	2	1
765	что начало	1	1
766	со всем	1	1
767	ней не	1	1
768	изнутри и	1	1
769	в момент	1	1
770	которые не	2	1
771	да что	1	1
772	дело с	1	1
773	души человеческой	1	1
774	до самого	1	1
775	что делает	1	1
776	в ряде	1	1
777	с самим	7	1
778	к числу	1	1
779	на своей	1	1
780	для более	2	1
781	строго говоря	2	1
782	в некоторых	7	1
783	строит в	1	1
784	говорит о	2	1
785	проникновения в	1	1
786	всех ее	1	1
787	что человек	1	1
788	но наиболее	1	1
789	с той	1	1
790	не меняет	1	1
791	не устанавливает	1	1
792	из многочисленных	1	1
793	которую он	3	1
794	литературы для	1	1
795	у пушкина	1	1
796	площади в	2	1
797	людей и	6	1
798	установки на	2	1
799	ко всем	2	1
800	более или	3	1
801	это должно	1	1
802	показывает нам	1	1
803	он остается	2	1
804	на свой	2	1
805	но все	1	1
806	характеризуют в	1	1
807	некоторые другие	1	1
808	тем путем	1	1
809	близкое и	1	1
810	для осуществления	1	1
811	до романа	1	1
812	смешной человек	4	1
813	если и	1	1
814	все моменты	1	1
815	из самых	3	1
816	глазах других	1	1
817	стиля как	1	1
818	уже на	4	1
819	и конечно	2	1
820	к другим	4	1
821	он у	1	1
822	самому и	1	1
823	в наиболее	1	1
824	этого типа	1	1
825	борисе годунове	1	1
826	смерть как	1	1
827	единого и	2	1
828	всегда почти	1	1
829	в собственном	3	1
830	вы так	1	1
831	их в	3	1
832	о судьбе	1	1
833	ему по	1	1
834	из канонических	1	1
835	прошлого в	1	1
836	жизнь на	2	1
837	здесь происходит	1	1
838	отношений не	1	1
839	смерть в	2	1
840	и сделал	1	1
841	многие литературные	1	1
842	чувствовал себя	1	1
843	из героев	1	1
844	не его	1	1
845	и стал	2	1
846	как только	1	1
847	связано с	1	1
848	всякого рода	3	1
849	не язык	1	1
850	в дальнейшем	8	1
851	с этим	3	1
852	при определенных	1	1
853	но эффект	1	1
854	собою не	2	1
855	рассказ о	2	1
856	от последней	1	1
857	ситуации в	1	1
858	для автора	1	1
859	на этой	2	1
860	и побуждает	1	1
861	лучше всех	1	1
862	мире стала	1	1
863	не могли	2	1
864	этой почве	2	1
865	где-то в	1	1
866	даже отчасти	1	1
867	его жизни	2	1
868	высказывание из	1	1
869	эти идеи	1	1
870	на чужое	2	1
871	есть подлинный	1	1
872	и позволяют	1	1
873	уже у	3	1
874	но эти	3	1
875	платона и	2	1
876	на ее	2	1
877	вот почему	1	1
878	сохраняет в	1	1
879	из наших	1	1
880	на подмостках	1	1
881	над которым	1	1
882	средних веков	1	1
883	мы все	2	1
884	но они	5	1
885	что люди	1	1
886	идеи и	5	1
887	с эпохи	1	1
888	может служить	2	1
889	на миг	2	1
890	все в	3	1
891	и нужна	1	1
892	в различных	1	1
893	в строгом	3	1
894	причастны к	1	1
895	явилось в	1	1
896	сближает его	1	1
897	конечно не	11	1
898	не что	1	1
899	от своей	2	1
900	авторского высказывания	1	1
901	бы там	1	1
902	самого начала	5	1
903	и далее	1	1
904	точке зрения	1	1
905	от лица	1	1
906	и остается	1	1
907	в не	1	1
908	с xviii	1	1
909	художественной манеры	1	1
910	художественном творчестве	1	1
911	дело и	2	1
912	с авторской	1	1
913	оказывается перед	1	1
914	среди них	1	1
915	ней и	1	1
916	вернуться к	1	1
917	из всех	1	1
918	по которой	1	1
919	затем в	2	1
920	наряду с	6	1
921	духа и	1	1
922	наиболее существенным	1	1
923	этого рассказа	2	1
924	сохраняется в	1	1
925	в самое	3	1
926	языка как	1	1
927	на него	2	1
928	ибо жизнь	1	1
929	есть конечно	1	1
930	в зависимости	3	1
931	и вдруг	1	1
932	мной и	1	1
933	ведь все	1	1
934	типа а	2	1
935	если эта	1	1
936	достоевского но	4	1
937	на предмет	5	1
938	от них	2	1
939	человеку и	1	1
940	тут же	1	1
941	что даже	1	1
942	в отдельных	1	1
943	поведение и	2	1
944	выступает и	1	1
945	в системе	1	1
946	землею и	1	1
947	видения мира	1	1
948	ни даже	1	1
949	проходит через	1	1
950	подлежит сомнению	1	1
951	собой а	1	1
952	того о	1	1
953	представить себе	1	1
954	века как	1	1
955	она имеет	1	1
956	мне и	1	1
957	герой и	3	1
958	последних вопросов	8	1
959	могли быть	2	1
960	ее и	1	1
961	влияние на	14	1
962	и автор	1	1
963	жизни ср	1	1
964	него как	4	1
965	явления как	1	1
966	к их	1	1
967	на священные	2	1
968	мире нет	1	1
969	нельзя сказать	2	1
970	князя мышкина	4	1
971	землю и	1	1
972	после того	1	1
973	здесь нет	2	1
974	как для	1	1
975	двух последних	1	1
976	несколько иной	1	1
977	есть у	1	1
978	что уже	2	1
979	последний год	1	1
980	в стиле	1	1
981	целостность мира	1	1
982	это я	1	1
983	к творчеству	2	1
984	проявляется в	4	1
985	традиция в	2	1
986	в образе	3	1
987	второй план	1	1
988	или иными	1	1
989	корнями в	1	1
990	находится в	1	1
991	в последующие	2	1
992	что при	1	1
993	периода как	1	1
994	души и	1	1
995	желал бы	1	1
996	трудный путь	1	1
997	в корне	1	1
998	и второго	1	1
999	в европейской	2	1
1000	был направлен	1	1
1001	всеми другими	2	1
1002	и человек	1	1
1003	является чем-то	1	1
1004	не была	2	1
1005	чем в	2	1
1006	и наказания	3	1
1007	в которой	2	1
1008	что там	1	1
1009	живет и	1	1
1010	не о	2	1
1011	говорит в	1	1
1012	и отношения	1	1
1013	этом есть	1	1
1014	прежде чем	2	1
1015	в произведении	3	1
1016	на которое	1	1
1017	и позволяет	1	1
1018	его романов	1	1
1019	до ивана	1	1
1020	сущности только	2	1
1021	теперь от	1	1
1022	что за	1	1
1023	более глубоких	1	1
1024	с самого	4	1
1025	но для	2	1
1026	традиции и	2	1
1027	героя никогда	1	1
1028	вещей и	1	1
1029	все последующее	1	1
1030	между этими	2	1
1031	в последних	2	1
1032	чтоб не	1	1
1033	по мере	3	1
1034	литературе и	1	1
1035	между ними	14	1
1036	совершенно чуждый	1	1
1037	и радикально	1	1
1038	и она	2	1
1039	на земле	14	1
1040	большинстве случаев	9	1
1041	рядом с	2	1
1042	и вещи	1	1
1043	более поздними	1	1
1044	но между	1	1
1045	именно такова	1	1
1046	произведения поэтому	1	1
1047	себя самое	1	1
1048	от этого	1	1
1049	того и	3	1
1050	и жизнь	2	1
1051	о которых	2	1
1052	в свете	1	1
1053	своей художественной	1	1
1054	того он	1	1
1055	в двух	3	1
1056	и убеждается	1	1
1057	лишь для	1	1
1058	в диалогическом	1	1
1059	в первые	1	1
1060	связанным с	1	1
1061	к мысли	1	1
1062	в смысле	2	1
1063	и всякого	1	1
1064	собою а	1	1
1065	например как	2	1
1066	в эту	3	1
1067	как людей	1	1
1068	на себе	1	1
1069	она становится	1	1
1070	достоевского или	1	1
1071	ним а	2	1
1072	в других	2	1
1073	сих пор	8	1
1074	миру в	1	1
1075	вопроса о	1	1
1076	и мир	1	1
1077	в борисе	1	1
1078	не имея	1	1
1079	нами как	1	1
1080	человек как	1	1
1081	мы можем	9	1
1082	это вполне	1	1
1083	это были	2	1
1084	линию ее	1	1
1085	вообще в	2	1
1086	и пространства	2	1
1087	это совершенно	1	1
1088	не одного	2	1
1089	его особых	1	1
1090	мы уже	9	1
1091	в наше	1	1
1092	все остальные	2	1
1093	именно потому	1	1
1094	других произведениях	1	1
1095	момент является	1	1
1096	личности и	2	1
1097	воспринимаются как	1	1
1098	человека как	1	1
1099	в рассказе	2	1
1100	человека который	1	1
1101	эстетическое отношение	1	1
1102	и общественного	1	1
1103	в развитии	5	1
1104	какой-то мере	5	1
1105	оно и	2	1
1106	как объект	1	1
1107	самую гущу	1	1
1108	все может	1	1
1109	и определяет	1	1
1110	земле в	1	1
1111	определенным образом	1	1
1112	других людей	2	1
1113	в приведенном	1	1
1114	элементы в	2	1
1115	себя на	1	1
1116	является одним	2	1
1117	только но	1	1
1118	поэтому даже	1	1
1119	даже не	1	1
1120	бы уже	1	1
1121	для наших	1	1
1122	монах и	1	1
1123	как один	1	1
1124	о мире	1	1
1125	в землю	1	1
1126	с большой	3	1
1127	занимает в	1	1
1128	в последний	4	1
1129	ключевых в	1	1
1130	человеческих отношений	2	1
1131	серьезность и	1	1
1132	ну и	1	1
1133	своей полноте	1	1
1134	показать что	1	1
1135	только с	3	1
1136	позиций в	1	1
1137	подход к	1	1
1138	и судьбы	1	1
1139	когда они	1	1
1140	о его	1	1
1141	линия и	1	1
1142	пиковой даме	1	1
1143	но ее	1	1
1144	видения жизни	1	1
1145	ее а	1	1
1146	речь а	1	1
1147	в осуществлении	1	1
1148	вне этого	1	1
1149	например о	1	1
1150	чаще всего	1	1
1151	предмет и	2	1
1152	смотрится в	1	1
1153	которые были	1	1
1154	основе всего	1	1
1155	с живыми	1	1
1156	независимо от	1	1
1157	всех этих	2	1
1158	меньшей степени	6	1
1159	в какой-то	5	1
1160	очень важным	1	1
1161	в один	3	1
1162	мир но	1	1
1163	не показывает	2	1
1164	в одну	1	1
1165	и особенно	3	1
1166	лет то	1	1
1167	в пространстве	1	1
1168	как высшей	1	1
1169	наше время	1	1
1170	всеми и	1	1
1171	мы видели	2	1
1172	принципом видения	1	1
1173	романы достоевского	3	1
1174	в единство	1	1
1175	близкие по	1	1
1176	раннего творчества	1	1
1177	можно только	1	1
1178	оказывается невозможным	1	1
1179	все творчество	3	1
1180	споре в	1	1
1181	не мешает	1	1
1182	в кругу	1	1
1183	преступления и	3	1
1184	в последующих	3	1
1185	до сих	8	1
1186	он уже	1	1
1187	и здесь	4	1
1188	достоевского в	12	1
1189	как возможность	1	1
1190	до своего	1	1
1191	них в	3	1
1192	но за	1	1
1193	его из	1	1
1194	данной традиции	1	1
1195	в основном	1	1
1196	его с	2	1
1197	слово для	1	1
1198	возможен и	1	1
1199	образа и	1	1
1200	другого человека	1	1
1201	что это	2	1
1202	чтобы стать	1	1
1203	что сделал	1	1
1204	своей сущности	1	1
1205	и ранний	1	1
1206	смертью и	2	1
1207	эту жизнь	1	1
1208	князя андрея	1	1
1209	в большом	1	1
1210	и этого	1	1
1211	явление в	1	1
1212	уже становится	1	1
1213	его на	1	1
1214	не исчерпывается	1	1
1215	от этой	1	1
1216	поэтому в	1	1
1217	разного рода	1	1
1218	в человеке	1	1
1219	в живых	1	1
1220	их как	1	1
1221	гораздо раньше	1	1
1222	с каждым	1	1
1223	и делает	1	1
1224	не ставит	1	1
1225	не признает	1	1
1226	него нет	1	1
1227	не могут	4	1
1228	власти и	2	1
1229	этой позиции	1	1
1230	европейской литературе	3	1
1231	творчества и	1	1
1232	должен был	1	1
1233	художник не	1	1
1234	целом к	1	1
1235	целостности и	1	1
1236	нам в	1	1
1237	и прозе	1	1
1238	эпохи просвещения	1	1
1239	с некоторыми	1	1
1240	ряде других	1	1
1241	из величайших	3	1
1242	именно оно	1	1
1243	смысла и	1	1
1244	мы говорим	2	1
1245	пространство и	2	1
1246	это конечно	3	1
1247	а вне	1	1
1248	функции он	1	1
1249	но вот	1	1
1250	и возрождением	1	1
1251	эстетики и	1	1
1252	что когда-то	1	1
1253	этот тип	1	1
1254	не делает	1	1
1255	и действительно	3	1
1256	и пусть	2	1
1257	в процессе	4	1
1258	все на	1	1
1259	отдельного человека	1	1
1260	есть нечто	1	1
1261	а вполне	1	1
1262	может стать	4	1
1263	подхода к	1	1
1264	это время	1	1
1265	и так	4	1
1266	с собою	1	1
1267	третьего типа	3	1
1268	от его	1	1
1269	и герой	1	1
1270	никто не	1	1
1271	что иное	1	1
1272	диалогическими отношениями	1	1
1273	правда не	1	1
1274	традиция художественного	1	1
1275	в которых	2	1
1276	к героям	1	1
1277	своего предмета	1	1
1278	о котором	1	1
1279	именно поэтому	2	1
1280	зависимости от	3	1
1281	в те	1	1
1282	искусства но	1	1
1283	достоевского это	2	1
1284	этом его	1	1
1285	друг от	2	1
1286	он заявляет	1	1
1287	высказывание в	1	1
1288	что позволяет	1	1
1289	классическая риторика	1	1
1290	первого и	2	1
1291	жизни так	1	1
1292	автора но	1	1
1293	и жизненных	1	1
1294	новым и	1	1
1295	в романтизме	1	1
1296	так уже	1	1
1297	появляется и	2	1
1298	одним и	1	1
1299	но тут	1	1
1300	уступая свое	1	1
1301	в диалоге	1	1
