N	3gram	Bakhtin_Pr	Vladivir
245	и в тех	1	1
246	все это очень	1	1
247	и если мы	1	1
248	и той же	1	1
249	что для этого	1	1
250	в средние века	11	1
251	во всей истории	1	1
252	и кроме того	1	1
253	на этот вопрос	1	1
254	состоит в том	1	1
255	все же не	1	1
256	ни за что	1	1
257	в некоторых отношениях	1	1
258	это была эпоха	1	1
259	вовсе еще не	1	1
260	не чем иным	1	1
261	то есть чтобы	1	1
262	последний период творчества	1	1
263	смысле этого слова	2	1
264	включает в себя	1	1
265	одно без другого	1	1
266	в сущности совершенно	1	1
267	одной и той	1	1
268	со всеми его	1	1
269	правда в этом	1	1
270	мы будем называть	2	1
271	перед нами здесь	1	1
272	в его доме	1	1
273	ту же тему	1	1
274	но это конечно	1	1
275	но тем не	1	1
276	а вместе с	1	1
277	и все его	1	1
278	у него нет	1	1
279	в собственном смысле	3	1
280	что касается до	1	1
281	выходит за пределы	1	1
282	в новое время	4	1
283	мы в дальнейшем	1	1
284	как бы на	1	1
285	а вовсе не	1	1
286	но во всем	1	1
287	и не вполне	1	1
288	и без всякого	1	1
289	и в нем	2	1
290	то что я	1	1
291	только с помощью	1	1
292	и не может	6	1
293	себе представление о	1	1
294	одной плоскости с	1	1
295	хотя и на	1	1
296	значение имеют здесь	1	1
297	него как и	1	1
298	находим у достоевского	1	1
299	нет и не	3	1
300	было бы очень	1	1
301	самого начала в	1	1
302	рассказ о том	1	1
303	имеем дело с	1	1
304	вместе с достоевским	1	1
305	ровно ничего не	2	1
306	потому что они	1	1
307	несколько слов о	3	1
308	только в тех	1	1
309	это было бы	1	1
310	на этом мы	3	1
