N	2gram	Vinokur_St	TeoriaLi
259	в одно	1	2
260	с ними	1	2
261	к нам	1	2
262	вместе с	5	2
263	не вполне	1	2
264	никем не	2	2
265	языка на	1	2
266	себя и	1	2
267	отличается от	2	2
268	вследствие этого	1	2
269	ни для	2	2
270	в известном	3	2
271	в каком	4	2
272	к другому	1	2
273	к своему	3	2
274	о том	30	2
275	казалось бы	1	2
276	при всем	1	2
277	сам же	1	2
278	в стихе	1	2
279	это и	5	2
280	еще и	5	2
281	со временем	1	2
282	в прозе	1	2
283	при условии	1	2
284	вытекает из	2	2
285	к нему	2	2
286	в значительной	2	2
287	на основе	1	2
288	времени в	1	2
289	не всегда	2	2
290	пушкина что	3	2
291	не могло	4	2
292	только на	1	2
293	речь идет	6	2
294	говорит что	4	2
295	и это	4	2
296	превращается в	2	2
297	времени и	4	2
298	значительной степени	3	2
299	и наоборот	1	2
300	в глаза	1	2
301	из перечисленных	1	2
302	соответствии с	1	2
303	если мы	1	2
304	тем же	3	2
305	имеем дело	2	2
306	всякий раз	2	2
307	что она	5	2
308	для понимания	2	2
309	который в	1	2
310	здесь не	1	2
311	на котором	1	2
312	он и	1	2
313	в стилистическом	1	2
314	не просто	2	2
315	только о	1	2
316	для такого	1	2
317	речи а	1	2
318	истории литературы	2	2
319	бы то	2	2
320	то в	3	2
321	что они	9	2
322	при котором	1	2
323	но на	2	2
324	вокруг него	1	2
325	на вопрос	7	2
326	материала в	1	2
327	в поэзии	1	2
328	одной из	4	2
329	несмотря на	4	2
330	ни было	1	2
331	что такое	2	2
332	ее в	2	2
333	все это	13	2
334	что и	8	2
335	у нас	12	2
336	или иную	1	2
337	тем в	1	2
338	xix века	2	2
339	с их	2	2
340	слова не	1	2
341	как ученый	1	2
342	у него	3	2
343	внешнего мира	1	2
344	от всех	1	2
345	говорит в	3	2
346	и некоторые	1	2
347	дело в	9	2
348	этих двух	4	2
349	каждая из	1	2
350	на себя	3	2
351	не могли	1	2
352	в конце	5	2
353	тому что	8	2
354	случае не	3	2
355	в какой	4	2
356	я не	13	2
357	первой части	2	2
358	только и	1	2
359	это было	2	2
360	анекдот не	1	2
361	в чем	4	2
362	об этом	9	2
363	должен быть	3	2
364	это тоже	1	2
365	жизни то	1	2
366	тем более	4	2
367	к одному	1	2
368	о себе	1	2
369	но как	1	2
370	ту или	1	2
371	с легкой	1	2
372	то ни	2	2
373	дело не	4	2
374	в случае	2	2
375	быть и	2	2
376	в первом	2	2
377	одно и	1	2
378	и является	1	2
379	за пределы	2	2
380	стилистическом отношении	1	2
381	до прихода	1	2
382	таких случаях	1	2
383	от своего	2	2
384	это может	1	2
385	во мне	1	2
386	всей его	1	2
387	тем или	3	2
388	идет о	3	2
389	могла бы	1	2
390	так же	7	2
391	числе и	2	2
392	известном смысле	1	2
393	тот кто	1	2
394	это делает	1	2
395	в словаре	3	2
396	как будто	5	2
397	право на	1	2
398	включает в	1	2
399	этой системе	1	2
400	ни был	1	2
401	чтобы не	1	2
402	могло быть	3	2
403	в особенности	1	1
404	различных художественных	1	1
405	с которыми	3	1
406	том чем	1	1
407	от него	1	1
408	однако и	2	1
409	данном отношении	6	1
410	является в	1	1
411	все что	1	1
412	вполне самостоятельную	1	1
413	и против	1	1
414	каждой из	1	1
415	случае в	4	1
416	берет под	2	1
417	можно говорить	1	1
418	это тот	1	1
419	произведения именно	1	1
420	бы несколько	1	1
421	разные формы	1	1
422	онегин и	1	1
423	и конечно	1	1
424	безударном положении	1	1
425	и принципиальной	1	1
426	же и	4	1
427	героев и	1	1
428	такова же	1	1
429	как историк	1	1
430	в случаях	1	1
431	с формой	1	1
432	не знают	1	1
433	на ее	1	1
434	на первом	1	1
435	первую очередь	2	1
436	дело с	2	1
437	в которую	2	1
438	можно назвать	3	1
439	и дает	1	1
440	его за	1	1
441	оказывается не	1	1
442	я никогда	1	1
443	представляют собой	1	1
444	никакого определенного	1	1
445	думаю что	6	1
446	что это	5	1
447	содержит в	1	1
448	которой в	3	1
449	в сущности	2	1
450	никак не	1	1
451	относится не	1	1
452	какой бы	1	1
453	в другой	1	1
454	говорит о	5	1
455	литературным произведением	1	1
456	те же	1	1
457	не как	2	1
458	с ума	1	1
459	из того	2	1
460	разного рода	2	1
461	одному из	1	1
462	и делает	1	1
463	в результате	5	1
464	который ставит	1	1
465	для перевода	1	1
466	целом ряде	1	1
467	с собой	1	1
468	трети xix	2	1
469	и вполне	4	1
470	ценность и	1	1
471	том и	1	1
472	всегда имеются	1	1
473	со всеми	2	1
474	должен был	5	1
475	их не	1	1
476	случаях оказывается	1	1
477	чтобы в	1	1
478	с политической	2	1
479	текста и	1	1
480	он уже	1	1
481	в литературных	2	1
482	с некоторыми	1	1
483	превращая его	1	1
484	делает в	2	1
485	на свой	2	1
486	а во-вторых	2	1
487	однако что	1	1
488	о мире	2	1
489	имеет значение	1	1
490	с ней	1	1
491	в наших	2	1
492	жизнь в	1	1
493	им по	1	1
494	произведения в	2	1
495	мы говорим	1	1
496	русского языка	2	1
497	мысль о	2	1
498	его произведений	1	1
499	значение в	1	1
500	слова с	1	1
501	можно даже	1	1
502	тем что	6	1
503	этого в	1	1
504	в составе	1	1
505	говорят о	1	1
506	и действительно	1	1
507	то время	2	1
508	если он	1	1
509	принадлежат к	1	1
510	мира это	1	1
511	видно из	1	1
512	и другим	1	1
513	меня в	2	1
514	новая форма	1	1
515	по собственному	1	1
516	с тем	3	1
517	стороны в	2	1
518	я от	1	1
519	вещей в	1	1
520	с такими	1	1
521	что по	1	1
522	у читателя	1	1
523	с собою	1	1
524	все же	12	1
525	по душе	1	1
526	они ни	1	1
527	участвовать в	1	1
528	не имеет	5	1
529	в лирических	1	1
530	как более	2	1
531	бы не	2	1
532	но у	1	1
533	да и	4	1
534	ему и	1	1
535	о котором	2	1
536	его личной	1	1
537	зависимости от	2	1
538	и слово	1	1
539	в это	3	1
540	в стихах	2	1
541	для публики	2	1
542	друг от	1	1
543	которая не	1	1
544	свою собственную	3	1
545	которой не	1	1
546	нет в	1	1
547	всех литературных	1	1
548	отдает себе	1	1
549	по крайней	2	1
550	всем его	1	1
551	к какой	1	1
552	я сейчас	1	1
553	в театральном	2	1
554	свое время	3	1
555	с этим	6	1
556	только одно	1	1
557	обращает на	2	1
558	не касаться	1	1
559	действующих лиц	1	1
560	которых можно	1	1
561	одним и	2	1
562	и я	5	1
563	совершенно не	7	1
564	в первую	2	1
565	эту сторону	2	1
566	не существует	4	1
567	в котором	11	1
568	из других	1	1
569	и такие	2	1
570	и пр	4	1
571	языка и	4	1
572	время оно	1	1
573	вопрос о	9	1
574	отвечая на	1	1
575	о чем-то	1	1
576	по тем	1	1
577	тех же	1	1
578	совершенно особое	1	1
579	согласен с	2	1
580	более чем	3	1
581	даже сказать	1	1
582	на какой	1	1
583	что хотят	1	1
584	то и	1	1
585	всех его	1	1
586	но кто	1	1
587	его исторического	1	1
588	наконец в	2	1
589	служить и	1	1
590	не должно	1	1
591	художественных произведений	1	1
592	не быть	1	1
593	во многих	3	1
594	а после	1	1
595	которыми он	3	1
596	имея в	1	1
597	время в	1	1
598	точно и	2	1
599	что из	1	1
600	и теперь	2	1
601	жизни и	6	1
602	у автора	1	1
603	в значении	1	1
604	чего не	1	1
605	и вся	2	1
606	значение для	2	1
607	вы говорите	1	1
608	и ему	2	1
609	точно так	2	1
610	втором случае	2	1
611	на основании	2	1
612	а между	2	1
613	а при	1	1
614	одно из	3	1
615	целый ряд	3	1
616	иначе в	2	1
617	ни были	2	1
618	и до	2	1
619	для своей	2	1
620	для которого	1	1
621	и те	4	1
622	стола и	2	1
623	в истории	5	1
624	последних двух	1	1
625	не так	2	1
626	себе отчет	1	1
627	это имеет	1	1
628	и общества	1	1
629	имеем перед	1	1
630	каждый из	1	1
631	с отвращением	1	1
632	всего что	2	1
633	отчет в	1	1
634	второй половины	1	1
635	в прошлом	1	1
636	как следствие	2	1
637	на одну	1	1
638	я думаю	11	1
639	к ним	1	1
640	бы свой	1	1
641	не становится	1	1
642	языка не	2	1
643	но всякий	1	1
644	с самим	1	1
645	настоящее время	2	1
646	него не	1	1
647	революции в	1	1
648	той же	5	1
649	оно стало	2	1
650	именно так	1	1
651	за него	2	1
652	но именно	3	1
653	до конца	4	1
654	цветы на	1	1
655	с нею	3	1
656	у себя	1	1
657	за его	1	1
658	с этими	1	1
659	только во	1	1
660	в научном	1	1
661	только при	1	1
662	как я	1	1
663	на вещи	1	1
664	нигде не	2	1
665	в одной	3	1
666	в каждый	1	1
667	что все	3	1
668	может сомневаться	1	1
669	том же	3	1
670	в сознании	2	1
671	тот что	1	1
672	исходит из	1	1
673	одна из	1	1
674	языка а	1	1
675	всего к	1	1
676	языка но	1	1
677	но если	5	1
678	здесь и	1	1
679	по поводу	13	1
680	текста во	1	1
681	в отдельных	2	1
682	нет никаких	2	1
683	к этим	1	1
684	все с	1	1
685	то я	1	1
686	в настоящее	2	1
687	которое должно	1	1
688	писал в	2	1
689	пришлось бы	1	1
690	которой обладают	1	1
691	крайней мере	2	1
692	из них	11	1
693	едва ли	1	1
694	тот же	2	1
695	социального поведения	1	1
696	внимание и	1	1
697	а об	1	1
698	д и	2	1
699	могли быть	1	1
700	в перспективе	1	1
701	ближе к	1	1
702	представить себе	1	1
703	так с	1	1
704	к особенностям	1	1
705	такое же	2	1
706	этом случае	3	1
707	его личности	1	1
708	и такой	1	1
709	в свое	3	1
710	той мере	2	1
711	в более	1	1
712	так как	7	1
713	особенностям его	1	1
714	непременным условием	1	1
715	от его	2	1
716	они не	2	1
717	может не	2	1
718	после того	5	1
719	знаками препинания	1	1
720	различие между	1	1
721	статье о	3	1
722	на язык	1	1
723	свидетельствует о	2	1
724	время и	1	1
725	действительно является	1	1
726	чем на	1	1
727	так я	1	1
728	иных случаях	2	1
729	у каждого	1	1
730	материала и	2	1
731	не для	3	1
732	не своей	1	1
733	переход к	1	1
734	подчеркнуть что	5	1
735	себя самого	1	1
736	которого он	1	1
737	на произведение	2	1
738	обратил внимание	1	1
739	чем у	2	1
740	как у	1	1
741	для нас	7	1
742	одновременно и	1	1
743	на которой	2	1
744	иными словами	1	1
745	им с	1	1
746	слово в	1	1
747	этом в	1	1
748	сколько бы	1	1
749	в третьем	1	1
750	том в	1	1
751	тому же	2	1
752	раз в	4	1
753	пушкина я	1	1
754	отношения между	1	1
755	сказать не	1	1
756	не была	2	1
757	ведь это	1	1
758	но с	7	1
759	в таких	1	1
760	не было	7	1
761	слиться в	1	1
762	говорим о	1	1
763	от друга	1	1
764	отказаться от	2	1
765	реальной действительности	1	1
766	пребыванию в	1	1
767	и более	4	1
768	что его	1	1
769	самые разнообразные	1	1
770	проблем и	1	1
771	но эта	1	1
772	на нее	3	1
773	которое в	1	1
774	это еще	1	1
775	одним глазом	1	1
776	о каком	1	1
777	места в	3	1
778	по существу	3	1
779	что не	3	1
780	виду что	1	1
781	том-то и	2	1
782	xviii века	1	1
783	за свою	3	1
784	характерное для	1	1
785	стихи и	1	1
786	с одним	1	1
787	бы быть	1	1
788	такого понимания	1	1
789	с той	3	1
790	и без	4	1
791	возможным в	1	1
792	с жизнью	1	1
793	и последующих	1	1
794	также в	2	1
795	не подлежит	2	1
796	вследствие того	1	1
797	между прочим	10	1
798	является не	4	1
799	над тем	2	1
800	при таком	2	1
801	в ряду	1	1
802	ее составе	1	1
803	перед собой	2	1
804	ли не	2	1
805	за это	1	1
806	от этого	2	1
807	в еще	1	1
808	должно стать	1	1
809	в такой	2	1
810	писателя в	2	1
811	больше и	1	1
812	его жизни	3	1
813	по его	5	1
814	именно эта	1	1
815	в двух	4	1
816	в условиях	1	1
817	на реального	1	1
818	к вопросу	1	1
819	на его	2	1
820	себе и	1	1
821	точек зрения	1	1
822	в каждой	1	1
823	из этого	1	1
824	из москвы	1	1
825	некоторых частностей	1	1
826	с острым	1	1
827	особенно в	2	1
828	действительности и	1	1
829	времени то	1	1
830	бы в	2	1
831	мере в	3	1
832	пребывания в	3	1
833	ему не	3	1
834	на них	2	1
835	же как	5	1
836	как варианты	1	1
837	на которую	1	1
838	в каждом	3	1
839	истинный смысл	1	1
840	том случае	1	1
841	опираясь на	1	1
842	в уста	3	1
843	в малой	1	1
844	что от	2	1
845	только к	2	1
846	в полной	1	1
847	в своих	2	1
848	не означает	1	1
849	разрыв между	1	1
850	является к	1	1
851	каждом из	1	1
852	говорил о	1	1
853	поэт не	2	1
854	до нас	1	1
855	очень часто	3	1
856	в лучшем	1	1
857	две стороны	1	1
858	если не	4	1
859	в том-то	2	1
860	зрения как	1	1
861	она не	3	1
862	эти два	1	1
863	зрения в	2	1
864	задний план	3	1
865	не дает	2	1
866	д как	1	1
867	своему образцу	1	1
868	ту же	1	1
869	совсем не	3	1
870	силе и	1	1
871	нельзя не	3	1
872	не один	1	1
873	на всех	1	1
874	так что	8	1
875	или же	3	1
876	просто не	1	1
877	является его	1	1
878	бессознательно на	1	1
879	себя внимание	1	1
880	в развитии	2	1
881	например слова	1	1
882	на чем	2	1
883	именно потому	1	1
884	бы они	1	1
885	что касается	4	1
886	разрешения проблемы	1	1
887	ср не	1	1
888	а по	1	1
889	образа в	1	1
890	и их	3	1
891	чувства юмора	1	1
892	являются такими	1	1
893	свою личность	1	1
894	поэтического текста	1	1
895	в безударном	1	1
896	перевод с	2	1
897	это явление	2	1
898	не могла	2	1
899	для установления	3	1
900	это была	1	1
901	можно было	14	1
902	отношений между	3	1
903	если она	1	1
904	но только	2	1
905	тем и	1	1
906	иметь в	2	1
907	ни одно	1	1
908	но дело	1	1
909	стороны и	1	1
910	только то	1	1
911	и жизни	1	1
912	из нас	1	1
913	также и	10	1
914	то или	3	1
915	или иное	3	1
916	в иных	2	1
917	когда мы	1	1
918	реального исторического	1	1
919	еще на	1	1
920	этом не	1	1
921	на это	2	1
922	и б	1	1
923	было бы	21	1
924	а тем	1	1
925	не по	5	1
926	из нее	3	1
927	это разумеется	1	1
928	где слово	1	1
929	так называемого	1	1
930	но без	1	1
931	есть такое	1	1
932	он в	1	1
933	как мы	1	1
934	данного произведения	1	1
935	в литературном	3	1
936	к изучению	1	1
937	общего с	3	1
938	в понимании	1	1
939	что для	4	1
940	в зависимости	2	1
941	которые в	2	1
942	над его	1	1
943	произведения не	1	1
944	этом и	2	1
945	основания для	1	1
946	и от	2	1
947	и есть	1	1
948	по этому	5	1
949	для таких	1	1
950	чтобы оно	1	1
951	же в	1	1
952	реальности но	1	1
953	всю жизнь	1	1
954	из его	3	1
955	пушкиным в	14	1
956	но я	5	1
957	иной раз	1	1
958	идет не	1	1
959	на то	5	1
960	бы ни	3	1
961	но одно	1	1
962	нуждается в	2	1
963	этом у	1	1
964	и только	3	1
965	независимо от	1	1
966	лучшем случае	1	1
967	для этого	2	1
968	нет не	1	1
969	суда над	1	1
970	и совершенно	1	1
971	и стиха	1	1
972	каждого из	3	1
973	кажется что	5	1
974	и иные	2	1
975	момент его	1	1
976	более того	1	1
977	котором он	2	1
978	в статье	9	1
