N	3gram	Voloshinov	Psycholo
179	ней как в	1	1
180	дело и с	1	1
181	как мы уже	1	1
182	в частности в	1	1
183	точек зрения и	1	1
184	для этого нам	1	1
185	жизни если бы	2	1
186	и к его	1	1
187	к автору и	2	1
188	чтобы убедиться в	1	1
189	или какую-нибудь иную	1	1
190	в двух направлениях	1	1
191	сохраняет при этом	1	1
192	какой степени не	1	1
193	с этой стороны	2	1
194	при помощи материала	1	1
195	хотя бы только	1	1
196	зависимости от изменения	1	1
197	для нас и	1	1
198	художественную форму как	2	1
199	ясно что здесь	1	1
200	но все же	1	1
201	в свои права	1	1
202	на этом основании	1	1
203	и потому не	1	1
204	никогда не бывает	1	1
205	и тому же	1	1
206	в виду не	1	1
207	ни в коем	1	1
208	так как уже	1	1
209	для художественного произведения	1	1
210	свойства материала и	1	1
211	него не остается	1	1
212	зависит от того	2	1
213	о ком идет	1	1
214	самом деле это	1	1
215	уже не может	1	1
216	со всех сторон	1	1
217	не может согласиться	1	1
218	что мы имеем	1	1
219	включает в себя	1	1
220	в результате взаимодействия	1	1
221	формы то мы	1	1
222	обе точки зрения	1	1
223	ком идет речь	1	1
224	в каком направлении	1	1
225	сказать что и	1	1
226	человек и его	1	1
227	как в ней	1	1
228	ни в чем	1	1
229	если бы не	1	1
230	содержания и мы	1	1
231	может быть понято	1	1
232	в этих двух	2	1
233	том что все	1	1
234	в них всегда	1	1
235	неодушевленные предметы и	1	1
236	относится не к	1	1
237	в ритме в	1	1
238	к внешнему миру	1	1
239	отнюдь не является	1	1
240	его значение и	1	1
241	то что называется	1	1
242	искусства может быть	1	1
243	еще не вполне	1	1
244	в том же	1	1
245	таким образом для	1	1
246	и независимо от	1	1
247	в ней как	2	1
248	проч и проч	1	1
249	как например в	1	1
250	автор как бы	1	1
251	мы можем сказать	2	1
252	же для обоих	1	1
253	здесь имеет место	1	1
254	жизни и на	1	1
255	нельзя все же	1	1
256	и прежде всего	1	1
257	остается при этом	1	1
258	можно с уверенностью	1	1
259	как не может	1	1
260	все в искусстве	1	1
261	и проч и	1	1
262	в виду и	1	1
263	и дает ложное	1	1
264	действия и поступки	1	1
265	находят свое выражение	1	1
266	тем о ком	1	1
267	здесь не лишне	1	1
268	или хотя бы	1	1
269	до известной степени	2	1
270	но прежде всего	1	1
271	подвести итоги нашему	1	1
272	хотя бы не	1	1
273	истории литературы и	1	1
274	для нас не	1	1
275	на второй план	1	1
276	в русской литературе	1	1
277	можно определить как	1	1
278	прежде всего совершенно	1	1
279	какой бы то	1	1
280	и не в	3	1
281	что не может	2	1
282	и в каком	1	1
283	с искусством и	1	1
284	в противном случае	1	1
285	художественное произведение если	1	1
286	не совпадают с	1	1
287	согласие или несогласие	2	1
288	дело с чрезвычайно	1	1
289	одному и тому	1	1
290	одно из его	1	1
291	уже и сейчас	1	1
292	весь круг вопросов	1	1
293	но мы можем	1	1
294	но несмотря на	1	1
295	то что для	1	1
296	в такой степени	1	1
297	если бы действительно	1	1
298	не должна быть	1	1
299	в истории литературы	1	1
