N	2gram	Trubetskoy	Marksizm
183	с ее	1	6
184	то есть	1	6
185	должна быть	2	6
186	от своего	1	6
187	что же	4	6
188	тем же	1	6
189	все это	6	6
190	лишь с	1	6
191	вопрос о	5	6
192	мы должны	7	6
193	из этих	3	6
194	не к	2	6
195	формы в	1	5
196	не менее	1	5
197	связано с	1	5
198	как на	8	5
199	от того	4	5
200	себя в	4	5
201	должно быть	3	5
202	необходимо чтобы	1	5
203	что такое	2	5
204	как же	1	5
205	от этого	1	5
206	жизни в	5	5
207	и у	1	5
208	той или	3	5
209	но как	1	5
210	и тем	2	5
211	и является	2	5
212	же он	1	5
213	в конце	3	5
214	то в	3	5
215	для себя	2	5
216	вместе с	4	5
217	да и	3	5
218	и вот	2	5
219	ее в	2	5
220	точку зрения	4	5
221	этом случае	3	5
222	связи между	1	5
223	этом отношении	1	5
224	или в	3	5
225	но не	4	5
226	тем более	1	5
227	к одному	1	5
228	она не	2	5
229	и к	6	4
230	же и	1	4
231	связь с	1	4
232	но все	1	4
233	тем что	3	4
234	из всего	1	4
235	он был	1	4
236	точке зрения	3	4
237	в зависимости	1	4
238	исходит из	1	4
239	к ее	1	4
240	из них	3	4
241	что они	3	4
242	влияние на	1	4
243	она и	1	4
244	несмотря на	3	4
245	что все	3	4
246	в которой	1	4
247	но для	2	4
248	но ведь	1	4
249	следовательно и	2	4
250	в других	2	4
251	ведь в	2	4
252	но при	1	4
253	так что	2	4
254	если же	2	4
255	всех других	1	4
256	и тот	2	4
257	являются лишь	1	4
258	из этого	3	4
259	имеет свою	1	4
260	и ту	1	4
261	уже знаем	1	4
262	не могут	4	4
263	и действительно	1	4
264	можно назвать	1	4
265	к его	1	4
266	эта последняя	1	4
267	именно на	2	4
268	целый ряд	2	4
269	нет и	1	4
270	мог бы	1	4
271	только при	1	4
272	и то	4	4
273	только с	2	4
274	нас не	1	4
275	это и	1	4
276	можно сказать	1	4
277	слова но	1	4
278	или даже	1	4
279	войти в	1	4
280	в одной	1	4
281	стороны и	1	4
282	одного из	1	4
283	жизни и	4	4
284	и прежде	1	4
285	в области	2	4
286	не могло	1	3
287	в применении	1	3
288	однако и	1	3
289	даже в	1	3
290	в общей	1	3
291	в своих	6	3
292	ко всем	3	3
293	с тем	6	3
294	данной формы	1	3
295	роль в	1	3
296	является для	1	3
297	на первый	1	3
298	себя от	3	3
299	применении к	1	3
300	даже и	2	3
301	всем этим	2	3
302	в руках	1	3
303	говорить о	3	3
304	значительной степени	1	3
305	всегда и	1	3
306	с ним	2	3
307	и внешней	1	3
308	а следовательно	3	3
309	друг с	14	3
310	– на	1	3
311	к себе	2	3
312	– к	1	3
313	тем не	1	3
314	в тот	1	3
315	там и	2	3
316	не о	2	3
317	или хотя	1	3
318	между собой	5	3
319	чтобы понять	2	3
320	данный момент	1	3
321	ли это	4	3
322	мы говорили	3	3
323	более или	4	3
324	как это	1	3
325	что эта	1	3
326	по своей	1	3
327	он еще	1	3
328	могла бы	1	3
329	значение и	1	3
330	что во	1	3
331	подход к	1	3
332	и есть	2	3
333	были бы	2	3
334	не так	2	3
335	и этот	3	3
336	если он	1	3
337	тогда когда	4	3
338	не идет	1	3
339	и при	6	3
340	они –	1	3
341	из которых	5	3
342	не на	1	3
343	можно было	4	3
344	для каждого	1	3
345	в которых	1	3
346	приводит к	4	3
347	со стороны	4	3
348	– мы	1	3
349	еще и	1	3
350	ни к	7	3
351	его и	2	3
352	хоть сколько-нибудь	1	3
353	потому что	5	3
354	на этот	1	3
355	он может	1	3
356	этот последний	1	3
357	но если	3	3
358	главным образом	3	3
359	но это	2	3
360	что оно	3	3
361	они не	1	3
362	и сама	1	3
363	том числе	1	3
364	бы на	1	3
365	она будет	2	3
366	есть только	1	3
367	на все	1	3
368	с другом	14	3
369	в виде	3	3
370	должен быть	1	3
371	или менее	4	3
372	бы это	1	3
373	связаны с	1	3
374	на них	1	3
375	и по	3	3
376	того или	2	3
377	человека в	1	3
378	и других	1	3
379	также и	1	3
380	в значительной	3	3
381	когда он	1	3
382	а по	1	3
383	не следует	1	3
384	числе и	1	3
385	со своими	1	3
386	и о	2	3
387	особи и	1	3
388	благодаря этому	2	3
389	и только	5	3
390	само собой	1	3
391	конце концов	3	3
392	и тогда	2	3
393	по нашему	1	3
394	во всем	4	2
395	в роде	2	2
396	для всех	6	2
397	иной момент	1	2
398	возможно лишь	4	2
399	вообще не	1	2
400	воплощения в	1	2
401	чем сильнее	1	2
402	к этой	4	2
403	т.е к	2	2
404	он считает	1	2
405	с этой	1	2
406	вопросу о	3	2
407	из всех	2	2
408	в разных	1	2
409	касается до	2	2
410	этом направлении	2	2
411	в духе	1	2
412	из нее	1	2
413	но по	1	2
414	к каким	1	2
415	превращается в	1	2
416	исходить из	1	2
417	в жизни	1	2
418	находит себе	1	2
419	к самому	1	2
420	в собственном	1	2
421	их в	2	2
422	значение их	1	2
423	момент и	1	2
424	всю эту	2	2
425	отличается от	2	2
426	этой территории	1	2
427	так например	1	2
428	искусство и	1	2
429	она могла	1	2
430	всего этого	1	2
431	это же	1	2
432	не об	1	2
433	для данного	1	2
434	а между	5	2
435	тем самым	2	2
436	различных языках	1	2
437	может стремиться	1	2
438	в прошлом	1	2
439	к ним	1	2
440	на него	1	2
441	это отношение	1	2
442	лишь поскольку	1	2
443	всех областях	1	2
444	не умеет	1	2
445	на такое	1	2
446	иначе и	1	2
447	согласиться с	2	2
448	от них	1	2
449	в противном	1	2
450	лишь при	5	2
451	и стать	1	2
452	не просто	2	2
453	они могут	1	2
454	крайней мере	1	2
455	эта работа	2	2
456	и во	3	2
457	всего в	1	2
458	и весь	1	2
459	лишь тогда	1	2
460	ее и	1	2
461	собой и	3	2
462	это будет	1	2
463	в состоянии	1	2
464	всех остальных	1	2
465	внутренней и	1	2
466	отношения к	2	2
467	и за	1	2
468	каждого человека	1	2
469	для них	3	2
470	противоречие между	1	2
471	тому же	1	2
472	что его	1	2
473	лишь постольку	1	2
474	они сами	1	2
475	из представителей	1	2
476	же как	1	2
477	между прочим	1	2
478	которой она	2	2
479	в психике	1	2
480	для решения	1	2
481	должно было	1	2
482	его жизни	1	2
483	себе и	4	2
484	а только	1	2
485	остается в	2	2
486	но можно	1	2
487	а с	2	2
488	бы к	1	2
489	в лучшем	3	2
490	зрения в	1	2
491	другом и	2	2
492	от каких	1	2
493	связь и	1	2
494	ту же	1	2
495	не могла	1	2
496	но только	1	2
497	только но	1	2
498	даже не	2	2
499	вот в	1	2
500	тот или	1	2
501	культуры и	2	2
502	исторической роли	2	2
503	найти в	1	2
504	друг другу	2	2
505	этой действительности	1	2
506	образом в	1	2
507	в общем	1	2
508	же мы	1	2
509	или иного	2	2
510	во время	2	2
511	всех этих	3	2
512	никто из	1	2
513	в частности	2	2
514	а потому	5	2
515	оно и	1	2
516	друга в	1	2
517	была бы	1	2
518	переносится в	1	2
519	тон и	1	2
520	только они	1	2
521	это положение	1	2
522	заключается в	1	2
523	ближайшим образом	1	2
524	этот тип	1	2
525	себя и	5	2
526	бы не	1	2
527	по крайней	1	2
528	к данной	1	2
529	и если	7	2
530	быть не	1	2
531	и второй	1	2
532	оно является	1	2
533	для нее	2	2
534	и вся	1	2
535	к своим	1	2
536	друг от	2	2
537	в совершенно	4	2
538	известной степени	1	2
539	в сознании	3	2
540	до известной	1	2
541	этом вопросе	1	2
542	в самой	1	2
543	он должен	5	2
544	жизни но	1	2
545	их к	2	2
546	убедимся что	1	2
547	к индивидуальному	1	2
548	нет ни	1	2
549	данном случае	3	2
550	зависит от	2	2
551	будет ли	2	2
552	что с	2	2
553	и всегда	1	2
554	с определенным	1	2
555	возможно только	1	2
556	от друга	2	2
557	оставаясь в	1	2
558	то к	1	2
559	в эпоху	1	2
560	указывает на	2	2
561	сама по	2	2
562	родной язык	1	2
563	язык и	1	2
564	противном случае	1	2
565	последнее время	2	2
566	этого вопроса	1	2
567	политической жизни	2	2
568	на его	1	2
569	разумеется что	2	2
570	что эти	1	2
571	стремиться к	2	2
572	над своим	1	2
573	эти последние	1	2
574	и ни	3	2
575	не по	1	2
576	есть и	2	2
577	опереться на	1	2
578	к данному	2	2
579	мы были	1	2
580	в чужих	1	2
581	конечно нет	1	2
582	идет о	1	2
583	его целом	1	2
584	явление в	1	2
585	этом и	2	2
586	индивидуальной психической	1	2
587	естественной и	1	2
588	иное как	1	2
589	же может	1	2
590	глубоко различны	1	2
591	для эпохи	1	2
592	и наконец	2	2
593	без помощи	1	2
594	выйти не	1	1
595	и теоретическая	1	1
596	взаимно дополняют	1	1
597	на эти	1	1
598	время она	1	1
599	народов и	2	1
600	роль и	1	1
601	которые не	1	1
602	каждого отдельного	2	1
603	а два	1	1
604	культурной ценности	1	1
605	до самого	1	1
606	будет не	2	1
607	взаимодействия между	1	1
608	случае не	1	1
609	других –	1	1
610	неизбежно приводит	1	1
611	в некоторых	2	1
612	далее что	1	1
613	и говорить	1	1
614	глубоко и	1	1
615	не являются	1	1
616	не хочет	1	1
617	не меняется	1	1
618	собой разумеется	1	1
619	говорить что	1	1
620	противоречие с	2	1
621	правильную оценку	1	1
622	по пути	1	1
623	на которых	1	1
624	к точному	1	1
625	из двух	1	1
626	ни одна	3	1
627	яркое и	1	1
628	и современный	1	1
629	мысль о	1	1
630	представление о	1	1
631	к другим	1	1
632	пор мы	1	1
633	же но	1	1
634	о полном	1	1
635	что по	1	1
636	на эту	2	1
637	собой не	1	1
638	только для	2	1
639	прочим и	1	1
640	речь идет	2	1
641	как только	1	1
642	понимание и	1	1
643	приходится ответить	1	1
644	работа по	2	1
645	сведения о	1	1
646	природы в	1	1
647	с необычайной	1	1
648	было не	1	1
649	со своей	1	1
650	ее к	1	1
651	при условии	3	1
652	с родным	1	1
653	то это	3	1
654	как та	1	1
655	которой он	4	1
656	и политической	1	1
657	нас и	1	1
658	чему не	1	1
659	соотношения сил	2	1
660	имеет в	1	1
661	но даже	2	1
662	не должен	2	1
663	деле для	1	1
664	являются не	1	1
665	во многих	2	1
666	не всегда	1	1
667	тех изменений	1	1
668	их не	2	1
669	что вся	1	1
670	формы так	1	1
671	и когда	1	1
672	приходит к	3	1
673	людей и	2	1
674	разных сторон	2	1
675	от своей	2	1
676	отметить что	2	1
677	жизни данного	1	1
678	на ней	1	1
679	с самим	2	1
680	чтобы они	1	1
681	образом как	1	1
682	просто в	1	1
683	к которому	1	1
684	речь не	1	1
685	может совершиться	1	1
686	без того	1	1
687	с реальными	1	1
688	яркое выражение	1	1
689	работа в	1	1
690	европы и	1	1
691	у этих	1	1
692	– при	1	1
693	вся эта	2	1
694	себе самом	1	1
695	ближе к	1	1
696	представить себе	2	1
697	которую можно	1	1
698	только не	1	1
699	этой внутренней	1	1
700	эти элементы	1	1
701	и мы	1	1
702	нами не	1	1
703	а наоборот	1	1
704	укладывающихся в	1	1
705	но из	1	1
706	которая как	1	1
707	на том	3	1
708	время в	2	1
709	свою точку	1	1
710	прийти к	1	1
711	как элемент	1	1
712	они в	1	1
713	деле ничего	1	1
714	внутреннее противоречие	1	1
715	принадлежащий к	2	1
716	национальной культуры	13	1
717	не была	1	1
718	особенно если	1	1
719	это зависит	1	1
720	или не	1	1
721	в разные	1	1
722	от тех	1	1
723	к чему	2	1
724	бы невозможным	1	1
725	но совершенно	2	1
726	сделать не	1	1
727	которое в	1	1
728	на себя	2	1
729	же ее	1	1
730	в существенных	1	1
731	может в	1	1
732	с одним	1	1
733	них то	1	1
734	человек и	1	1
735	связаны друг	1	1
736	в деле	1	1
737	есть та	1	1
738	в мире	4	1
739	но когда	1	1
740	данный человек	1	1
741	однако при	1	1
742	о которых	3	1
743	ибо они	1	1
744	вот на	1	1
745	зрения т.е	1	1
746	в себя	1	1
747	исключительно от	1	1
748	к вопросу	4	1
749	не произойдет	3	1
750	могло бы	1	1
751	личности для	1	1
752	свое место	1	1
753	вопроса о	1	1
754	этого стремления	1	1
755	при полной	1	1
756	данном частном	1	1
757	не две	1	1
758	не видят	1	1
759	чтобы он	1	1
760	частном вопросе	1	1
761	языком и	1	1
762	идет в	1	1
763	было только	1	1
764	исторических эпох	1	1
765	на нем	1	1
766	и познание	1	1
767	для человека	1	1
768	полном игнорировании	1	1
769	себя на	2	1
770	сами эти	2	1
771	сомнению что	1	1
772	независимое от	1	1
773	сотрудничестве с	1	1
774	создать и	1	1
775	должны были	1	1
776	шаблона в	1	1
777	центр тяжести	2	1
778	другом как	1	1
779	что для	3	1
780	пока ее	1	1
781	давления со	1	1
782	и следует	1	1
783	приводят к	2	1
784	к чисто	1	1
785	с элементами	1	1
786	стоит только	2	1
787	должен учитывать	1	1
788	т.е как	1	1
789	теми же	1	1
790	в силу	2	1
791	за нее	2	1
792	если они	2	1
793	ибо в	3	1
794	те кто	1	1
795	бы ни	2	1
796	на место	1	1
797	что наша	1	1
798	появляется у	1	1
799	дела не	2	1
800	для чего	1	1
801	ярко и	1	1
802	в один	1	1
803	дает ему	1	1
804	жизни нет	1	1
805	а ее	1	1
806	в те	1	1
807	и будет	1	1
808	никак нельзя	1	1
809	за ним	1	1
810	и конечно	1	1
811	отношению ко	1	1
812	для русской	2	1
813	в вопросах	3	1
814	если в	6	1
815	переходит в	1	1
816	которых мы	1	1
817	на ее	1	1
818	которых каждая	1	1
819	отличное от	1	1
820	связан с	1	1
821	в противоречие	2	1
822	и должно	2	1
823	освободиться от	1	1
824	человек с	1	1
825	чтобы стать	1	1
826	этого мало	1	1
827	он на	1	1
828	бы привести	1	1
829	действительно можно	1	1
830	о которой	1	1
831	от этой	2	1
832	мы в	1	1
833	с внешней	1	1
834	языках и	1	1
835	который оказывается	1	1
836	но этого	1	1
837	необходимый для	1	1
838	на слове	1	1
839	и форм	1	1
840	дела от	1	1
841	существо а	1	1
842	одну и	1	1
843	если не	2	1
844	самим собой	12	1
845	сил и	3	1
846	с ней	1	1
847	с таким	1	1
848	их и	1	1
849	подходим к	1	1
850	что у	1	1
851	в россии	6	1
852	показать что	1	1
853	вряд ли	3	1
854	время эти	1	1
855	подходе к	1	1
856	сознании в	1	1
857	данного человека	1	1
858	лишь к	4	1
859	теснейшим образом	1	1
860	вопрос приходится	1	1
861	в праве	1	1
862	в определенной	1	1
863	конечно мы	1	1
864	только то	1	1
865	и вопрос	1	1
866	in adjecto	1	1
867	психологии ни	1	1
868	к какому	1	1
869	он есть	1	1
870	серьезного и	1	1
871	вследствие этого	1	1
872	гораздо труднее	1	1
873	политическом и	1	1
874	к созданию	1	1
875	жизни является	1	1
876	жизни конечно	1	1
877	все они	3	1
878	действительность или	1	1
879	ни на	1	1
880	воплощение в	1	1
881	не допускает	1	1
882	а если	1	1
883	какие же	1	1
884	внешней политики	1	1
885	и заключается	1	1
886	в течение	2	1
887	это неважно	1	1
888	о котором	3	1
889	можно лишь	1	1
890	по сравнению	1	1
891	и важность	1	1
892	остается только	1	1
893	сознании и	1	1
894	только тогда	1	1
895	народа и	2	1
896	всего на	1	1
897	то все	1	1
898	исходный пункт	1	1
899	может лишь	1	1
900	котором она	1	1
901	на основании	2	1
902	образом по	1	1
903	которые и	1	1
904	а лишь	4	1
905	в обществе	1	1
906	об этой	1	1
907	при этих	1	1
908	же должны	1	1
909	основан на	1	1
910	другая в	1	1
911	ее не	1	1
912	и обусловливают	1	1
913	и дать	1	1
914	смотрят на	2	1
915	может оказаться	1	1
916	в каждый	1	1
917	котором мы	1	1
918	том же	2	1
919	природы и	1	1
920	вкусов и	1	1
921	и проч	1	1
922	если только	2	1
923	не будучи	1	1
924	они были	1	1
925	уверенность в	1	1
926	но на	1	1
927	различны в	1	1
928	в смысл	1	1
929	не поддается	1	1
930	ничем не	1	1
931	на тех	1	1
932	следует всегда	1	1
933	или политической	1	1
934	подходить к	1	1
935	он как	1	1
936	для всякого	1	1
937	субъективным и	1	1
938	которых он	1	1
939	прямо в	1	1
940	на которой	2	1
941	силу и	1	1
942	существенны и	1	1
943	когда же	1	1
944	от своих	1	1
945	т.е отдельные	1	1
946	а на	1	1
947	отказаться от	4	1
948	и представления	1	1
949	нет для	1	1
950	новой и	1	1
951	этого не	2	1
952	когда оно	1	1
953	оценку этой	1	1
954	по существу	5	1
955	окрашено в	1	1
956	и без	1	1
957	не подлежит	2	1
958	этой цели	1	1
959	очередь является	1	1
960	если и	1	1
961	может только	3	1
962	другом месте	1	1
963	при таком	1	1
964	однако это	1	1
965	и религии	1	1
966	по своему	1	1
967	все равно	1	1
968	нисколько не	2	1
969	может ставить	1	1
970	с себя	1	1
971	в меру	2	1
972	только та	1	1
973	другом случае	2	1
974	людей в	1	1
975	чтобы сделать	1	1
976	общественной жизни	2	1
977	новую по	1	1
978	может иметь	1	1
979	и внутреннее	1	1
980	всего необходимо	1	1
981	и эти	1	1
982	только к	3	1
983	не изменится	1	1
984	ним с	1	1
985	у тех	1	1
986	лежит не	2	1
987	ради этой	1	1
988	них глаза	1	1
989	избавиться от	1	1
990	гармонирует с	1	1
991	всю свою	2	1
992	привело бы	1	1
993	принадлежащего к	1	1
994	ни один	1	1
995	однако если	1	1
996	ибо всякое	1	1
997	бы речь	2	1
998	это для	1	1
999	подобных им	1	1
1000	можно но	1	1
1001	возможна лишь	1	1
1002	невозможно но	1	1
1003	но она	2	1
1004	другим и	1	1
1005	отказ от	1	1
1006	только эта	1	1
1007	так чтобы	3	1
1008	быть как	1	1
1009	русского языка	1	1
1010	но дело	1	1
1011	которые существуют	1	1
1012	в действительном	1	1
1013	дать ему	1	1
1014	этих случаях	1	1
1015	к которой	6	1
1016	в россию	2	1
1017	еще на	1	1
1018	за ними	1	1
1019	был признан	1	1
1020	к ней	1	1
1021	наконец что	1	1
1022	– от	1	1
1023	этого своего	1	1
1024	пути к	2	1
1025	они принадлежат	2	1
1026	свелась бы	1	1
1027	дело в	1	1
1028	эту мысль	1	1
1029	вне всякой	2	1
1030	бытия и	1	1
1031	как будто	2	1
1032	неразрывно связаны	1	1
1033	образом оказывается	1	1
1034	душевной жизни	1	1
1035	ли может	1	1
1036	не сам	1	1
1037	лучшем случае	3	1
1038	для этого	3	1
1039	и обратно	1	1
1040	для достижения	1	1
1041	он с	1	1
1042	в лице	1	1
1043	к богу	7	1
1044	лишь две	1	1
1045	не можем	2	1
1046	степени и	1	1
