N	2gram	Ircho_Kome	Marksizm
425	ни к	1	3
426	его и	3	3
427	в диалоге	2	3
428	потому что	19	3
429	риторические вопросы	1	3
430	он хочет	1	3
431	нет никакой	1	3
432	в мир	1	3
433	к двум	1	3
434	отрывок из	2	3
435	на этот	6	3
436	здесь не	2	3
437	но если	3	3
438	главным образом	2	3
439	у них	1	3
440	находятся в	1	3
441	ответ на	7	3
442	они не	2	3
443	свидетельствует о	1	3
444	того как	5	3
445	и сама	1	3
446	том числе	2	3
447	зрения самого	1	3
448	бы на	2	3
449	себя самого	1	3
450	однако не	1	3
451	или иначе	3	3
452	в ту	2	3
453	один и	3	3
454	по самой	1	3
455	с другом	3	3
456	должен быть	2	3
457	или менее	2	3
458	бы это	1	3
459	к жизни	1	3
460	на них	3	3
461	и по	3	3
462	этих двух	2	3
463	человека в	4	3
464	и других	1	3
465	первый план	1	3
466	как ни	1	3
467	его слов	1	3
468	мы узнаем	1	3
469	когда он	5	3
470	а по	5	3
471	не с	2	3
472	в нашей	1	3
473	не следует	2	3
474	сказал что	1	3
475	числе и	2	3
476	со своими	1	3
477	и о	3	3
478	и только	1	3
479	само собой	5	3
480	конце концов	3	3
481	в целом	4	3
482	во всем	2	2
483	и другие	1	2
484	к этой	2	2
485	его за	3	2
486	он считает	1	2
487	с этой	5	2
488	дело с	4	2
489	вопросу о	1	2
490	из всех	3	2
491	они уже	1	2
492	этот момент	1	2
493	тем как	2	2
494	на смену	1	2
495	в духе	1	2
496	слова с	1	2
497	к каким	1	2
498	к более	1	2
499	превращается в	1	2
500	например в	3	2
501	в жизни	1	2
502	его на	5	2
503	к самому	1	2
504	в собственном	1	2
505	их в	3	2
506	а именно	1	2
507	всю эту	1	2
508	ситуаций и	1	2
509	почти все	1	2
510	поскольку он	1	2
511	начнем с	2	2
512	г в	2	2
513	не столь	1	2
514	сам же	2	2
515	всего они	1	2
516	мы рассмотрим	1	2
517	находит в	1	2
518	было в	2	2
519	те моменты	1	2
520	чувствует себя	3	2
521	отсюда и	1	2
522	она могла	1	2
523	всего этого	1	2
524	это же	1	2
525	для данного	1	2
526	тем самым	1	2
527	определяется его	1	2
528	себе отчет	2	2
529	чтобы показать	1	2
530	теперь к	1	2
531	отчет в	1	2
532	в прошлом	1	2
533	к ним	5	2
534	другого героя	1	2
535	него не	1	2
536	по которым	1	2
537	является конечно	2	2
538	за него	1	2
539	такая же	2	2
540	на сцене	7	2
541	на него	6	2
542	на такое	1	2
543	в атмосфере	1	2
544	можем сказать	1	2
545	от них	2	2
546	в противном	1	2
547	от себя	2	2
548	и стать	1	2
549	не просто	1	2
550	они могут	1	2
551	внутреннего мира	1	2
552	крайней мере	1	2
553	и во	3	2
554	всего в	1	2
555	и весь	1	2
556	нему в	1	2
557	ее и	1	2
558	характерен для	1	2
559	в состоянии	1	2
560	отношения к	2	2
561	после этого	2	2
562	для них	1	2
563	противоречие между	1	2
564	тому же	11	2
565	и притом	1	2
566	но он	3	2
567	что его	10	2
568	такой и	1	2
569	не остается	3	2
570	также в	2	2
571	же как	1	2
572	которой она	1	2
573	должно было	3	2
574	его жизни	2	2
575	себе и	1	2
576	в чем	7	2
577	что как	1	2
578	остается в	3	2
579	именно как	1	2
580	могли бы	1	2
581	о происхождении	1	2
582	а с	2	2
583	того в	3	2
584	бы к	2	2
585	лишь ее	1	2
586	не он	3	2
587	в лучшем	2	2
588	эти слова	1	2
589	другом и	1	2
590	раз эта	1	2
591	бы они	1	2
592	не могла	3	2
593	но только	1	2
594	где в	1	2
595	даже не	5	2
596	в современной	1	2
597	вот в	1	2
598	в нее	1	2
599	нем и	1	2
600	ни одной	2	2
601	тот или	1	2
602	найти в	2	2
603	друг другу	3	2
604	это делает	2	2
605	но прежде	1	2
606	в первой	3	2
607	образом в	2	2
608	на большой	1	2
609	во время	8	2
610	так или	3	2
611	риторический вопрос	1	2
612	в кругу	1	2
613	собственном смысле	1	2
614	в частности	4	2
615	всеми ее	1	2
616	как с	1	2
617	друга в	1	2
618	к одной	2	2
619	которые он	1	2
620	его последователей	1	2
621	была бы	2	2
622	речь как	1	2
623	что большинство	1	2
624	перемены в	1	2
625	слова мы	1	2
626	мы понимаем	3	2
627	ни о	1	2
628	не делает	2	2
629	времени не	2	2
630	как о	3	2
631	и так	1	2
632	никто не	2	2
633	себя и	2	2
634	бы не	3	2
635	этого материала	1	2
636	ему и	3	2
637	в русле	1	2
638	нет в	1	2
639	по крайней	1	2
640	что мы	4	2
641	вернемся к	1	2
642	нет даже	1	2
643	и если	3	2
644	и поэтому	5	2
645	быть не	1	2
646	тех пор	5	2
647	для нее	1	2
648	и вся	1	2
649	эта мысль	1	2
650	к своим	2	2
651	впрочем и	2	2
652	которую он	3	2
653	друг от	1	2
654	каждый из	1	2
655	является источником	1	2
656	этой же	1	2
657	на которые	3	2
658	известной степени	2	2
659	не совсем	3	2
660	принадлежит к	1	2
661	за пределами	3	2
662	лучше всего	1	2
663	только здесь	1	2
664	в сознании	1	2
665	этом вопросе	1	2
666	мы еще	1	2
667	в самой	1	2
668	нее и	1	2
669	моменты в	1	2
670	чуть ли	2	2
671	он должен	1	2
672	к лицу	2	2
673	этот отрывок	1	2
674	или к	2	2
675	нет ни	2	2
676	он делает	1	2
677	не без	2	2
678	будет ли	1	2
679	о нем	1	2
680	что с	4	2
681	и всегда	1	2
682	лицом к	1	2
683	же не	3	2
684	быть лишь	1	2
685	сказать не	1	2
686	в г	3	2
687	от друга	1	2
688	пределах одной	1	2
689	в эпоху	2	2
690	виду что	1	2
691	указывает на	1	2
692	сама по	1	2
693	словом и	1	2
694	с той	1	2
695	эти две	1	2
696	язык и	1	2
697	противном случае	1	2
698	ли не	6	2
699	остановимся на	1	2
700	по его	2	2
701	достаточной степени	3	2
702	это было	1	2
703	пока не	2	2
704	на его	5	2
705	для которого	1	2
706	встречаем в	1	2
707	разумеется что	3	2
708	что эти	1	2
709	и тех	1	2
710	в эти	1	2
711	значение так	1	2
712	до тех	5	2
713	то не	1	2
714	его не	3	2
715	одну из	1	2
716	пор пока	1	2
717	не по	7	2
718	другой в	1	2
719	во второй	2	2
720	не находит	2	2
721	нового времени	5	2
722	ним не	1	2
723	вторая половина	1	2
724	смысл его	1	2
725	идет о	3	2
726	как из	3	2
727	в понимании	1	2
728	руку и	1	2
729	этом и	1	2
730	ее из	2	2
731	которой мы	2	2
732	и наконец	1	2
733	с которыми	1	1
734	в центре	2	1
735	и называет	1	1
736	говоря уже	2	1
737	на эти	1	1
738	которые не	1	1
739	исходя из	2	1
740	по всему	3	1
741	нечто подобное	1	1
742	собственный дом	1	1
743	а совершенно	1	1
744	какова же	1	1
745	рад был	1	1
746	связи в	1	1
747	может служить	2	1
748	которой в	1	1
749	строго говоря	1	1
750	примыкает к	1	1
751	они конечно	1	1
752	в некоторых	1	1
753	говорит о	2	1
754	и говорить	1	1
755	него в	3	1
756	не являются	1	1
757	не хочет	6	1
758	требует от	4	1
759	одно из	3	1
760	собой разумеется	3	1
761	его от	5	1
762	о времени	1	1
763	из ее	1	1
764	часто даже	1	1
765	с собой	4	1
766	и женщины	1	1
767	и само	1	1
768	и повсюду	1	1
769	этом качестве	1	1
770	причем эта	1	1
771	показывает нам	1	1
772	на которых	1	1
773	им речь	1	1
774	еще долго	1	1
775	свой монолог	1	1
776	из двух	3	1
777	и сам	11	1
778	образом что	1	1
779	равно как	7	1
780	каким образом	1	1
781	мысль о	1	1
782	естественно не	1	1
783	или на	1	1
784	представление о	2	1
785	конечном счете	3	1
786	развития но	1	1
787	и должен	1	1
788	о полном	1	1
789	в соответствии	1	1
790	что по	2	1
791	приходит в	1	1
792	обоих случаях	1	1
793	но очень	1	1
794	собой не	1	1
795	только для	2	1
796	как более	1	1
797	начала не	1	1
798	первое место	1	1
799	за ней	2	1
800	же сам	1	1
801	когда в	1	1
802	речь идет	5	1
803	для публики	1	1
804	самого слова	1	1
805	когда бы	1	1
806	наиболее показательным	1	1
807	ней как	2	1
808	как только	2	1
809	уйти из	1	1
810	все их	1	1
811	своему герою	1	1
812	всякого рода	3	1
813	теперь он	1	1
814	непосредственно примыкает	1	1
815	сведения о	1	1
816	при всей	2	1
817	нам не	1	1
818	рассказ о	1	1
819	в первую	2	1
820	со своей	2	1
821	героя или	1	1
822	из бесчисленных	1	1
823	из других	1	1
824	то это	5	1
825	и такие	1	1
826	итоги нашему	1	1
827	принципиальное различие	1	1
828	пробудить в	1	1
829	и какова	1	1
830	чем определяется	1	1
831	брата и	3	1
832	выходит из	3	1
833	но даже	1	1
834	не должен	1	1
835	и дают	2	1
836	являются не	1	1
837	по традиции	1	1
838	не всегда	2	1
839	уже о	2	1
840	что вся	1	1
841	вид что	1	1
842	должна была	1	1
843	в него	1	1
844	из своего	5	1
845	случае все	1	1
846	увидим что	1	1
847	о них	1	1
848	и когда	2	1
849	приходит к	2	1
850	обращаясь к	1	1
851	людей и	2	1
852	несколько примеров	1	1
853	от своей	2	1
854	тем мы	1	1
855	где и	1	1
856	за другом	2	1
857	но этот	1	1
858	друг на	1	1
859	право говорить	1	1
860	и остается	1	1
861	слов о	1	1
862	ни одного	1	1
863	принадлежащих к	1	1
864	и еще	4	1
865	разрешение и	1	1
866	которого они	2	1
867	чтобы они	2	1
868	говорит с	1	1
869	затем в	1	1
870	она ни	1	1
871	тех случаях	1	1
872	в основу	1	1
873	образом как	1	1
874	мы конечно	1	1
875	без того	1	1
876	еще одна	1	1
877	глубины и	1	1
878	на того	1	1
879	нем не	1	1
880	впрочем ясно	1	1
881	мной и	1	1
882	иным как	1	1
883	речь о	1	1
884	по поводу	1	1
885	способным на	1	1
886	на котором	1	1
887	мужа и	1	1
888	их жизни	1	1
889	так долго	1	1
890	где все	1	1
891	но там	1	1
892	этом же	1	1
893	на вполне	1	1
894	ориентирован на	1	1
895	быть с	1	1
896	и сестры	2	1
897	для анализа	1	1
898	себе самом	1	1
899	ближе к	3	1
900	представить себе	2	1
901	в распоряжении	1	1
902	несколько слов	1	1
903	лица на	1	1
904	только не	1	1
905	и мы	5	1
906	менее в	2	1
907	землю и	1	1
908	после того	3	1
909	в обеих	1	1
910	зрения что	1	1
911	таком подходе	1	1
912	не останется	1	1
913	из современных	1	1
914	такого рода	2	1
915	следует сказать	1	1
916	удовлетворительного ответа	1	1
917	прийти к	1	1
918	в моей	1	1
919	слов в	2	1
920	как нет	1	1
921	концов к	1	1
922	собой разумеющимся	1	1
923	с вопросами	1	1
924	на родном	1	1
925	что между	2	1
926	чем ты	1	1
927	являются в	1	1
928	крайней степени	1	1
929	что становится	1	1
930	подходит к	1	1
931	поставлен в	1	1
932	отношения между	2	1
933	не была	1	1
934	отцов и	1	1
935	в конечном	2	1
936	или не	1	1
937	вопросов в	1	1
938	не выражает	1	1
939	но совершенно	1	1
940	в изложении	1	1
941	не нуждается	1	1
942	преимущественно на	1	1
943	для каких-либо	1	1
944	на себя	10	1
945	быть только	1	1
946	давая ему	1	1
947	вещей и	2	1
948	я и	2	1
949	них то	1	1
950	человек и	1	1
951	и дочери	1	1
952	я не	4	1
953	другие представители	1	1
954	встречается в	1	1
955	человек в	1	1
956	разработки в	1	1
957	в мире	2	1
958	образом для	2	1
959	а его	2	1
960	представляется нам	2	1
961	достаточно назвать	1	1
962	в себя	1	1
963	связанный с	1	1
964	к вопросу	2	1
965	для новой	2	1
966	и всякого	1	1
967	и подобных	1	1
968	в эту	1	1
969	что их	4	1
970	под влиянием	2	1
971	не иначе	2	1
972	свое место	1	1
973	до нас	7	1
974	естественно сделать	1	1
975	из другого	1	1
976	на которую	1	1
977	вошел в	1	1
978	для развития	2	1
979	не сводится	1	1
980	бы больше	1	1
981	на этом	3	1
982	они становятся	1	1
983	не лучше	1	1
984	для ее	1	1
985	не видят	1	1
986	близко к	1	1
987	чтобы он	1	1
988	до чего	1	1
989	взять в	3	1
990	в ответ	4	1
991	не заставляет	2	1
992	идет в	1	1
993	было только	1	1
994	о действительности	1	1
995	можно сделать	1	1
996	для человека	2	1
997	главного героя	1	1
998	разговорной речи	1	1
999	себя на	1	1
1000	на каждой	1	1
1001	входящих в	1	1
1002	сами эти	1	1
1003	и хотя	3	1
1004	дела и	1	1
1005	доходит до	1	1
1006	то нельзя	1	1
1007	и каждому	1	1
1008	несколько иначе	2	1
1009	этого приема	1	1
1010	к рассказу	1	1
1011	первого и	1	1
1012	должны были	2	1
1013	какой мере	2	1
1014	и третье	1	1
1015	участвующих в	1	1
1016	и объясняется	1	1
1017	ли для	1	1
1018	правильность своего	1	1
1019	он в	2	1
1020	но столь	3	1
1021	однако в	5	1
1022	что для	7	1
1023	совершенно особый	1	1
1024	усиливается еще	1	1
1025	он понимает	2	1
1026	этом почти	1	1
1027	как всегда	1	1
1028	затем он	1	1
1029	большой дороге	1	1
1030	но нет	2	1
1031	о его	4	1
1032	популярна в	1	1
1033	участия и	1	1
1034	и ты	2	1
1035	в доме	17	1
1036	это ощущение	1	1
1037	вполне возможно	2	1
1038	мы будем	1	1
1039	случае за	1	1
1040	теми же	1	1
1041	в силу	2	1
1042	своего героя	1	1
1043	ней в	2	1
1044	за нее	2	1
1045	представление об	1	1
1046	к живому	1	1
1047	ее применения	1	1
1048	ибо в	1	1
1049	бы ни	1	1
1050	друзьями и	1	1
1051	к внутреннему	1	1
1052	это совершенно	1	1
1053	интерес к	1	1
1054	иначе как	2	1
1055	или служит	1	1
1056	разве только	1	1
1057	чтобы не	3	1
1058	уходит в	1	1
1059	в один	1	1
1060	их мнения	1	1
1061	вообще нет	1	1
1062	еще одно	2	1
1063	которого она	1	1
1064	взгляды на	1	1
1065	не отличается	1	1
1066	в статье	1	1
1067	для многих	1	1
1068	для самого	1	1
1069	как теперь	2	1
1070	нет а	1	1
1071	первую очередь	2	1
1072	средством для	1	1
1073	образом и	2	1
1074	за ним	3	1
1075	отношению ко	2	1
1076	его мнению	2	1
1077	них в	1	1
1078	не пришел	2	1
1079	если в	4	1
1080	также что	1	1
1081	где-нибудь в	1	1
1082	своего собственного	1	1
1083	знает в	1	1
1084	место среди	1	1
1085	его с	1	1
1086	оно могло	1	1
1087	на ее	4	1
1088	мысль не	1	1
1089	в средство	1	1
1090	с сильным	1	1
1091	этого мало	1	1
1092	наибольший интерес	1	1
1093	и из	1	1
1094	здесь он	1	1
1095	нашего времени	1	1
1096	самой жизни	1	1
1097	о которой	2	1
1098	мы в	3	1
1099	человека не	2	1
1100	из того	3	1
1101	социального положения	1	1
1102	зрения ее	1	1
1103	невозможно представить	1	1
1104	бы между	1	1
1105	на известный	1	1
1106	подобно тому	1	1
1107	себе не	2	1
1108	он слышит	1	1
1109	совсем иначе	1	1
1110	за это	1	1
1111	за что	1	1
1112	если не	7	1
1113	этой точки	1	1
1114	вместо того	1	1
1115	двух сторон	1	1
1116	прямо к	1	1
1117	с ней	1	1
1118	с таким	1	1
1119	был для	1	1
1120	подходим к	2	1
1121	что у	2	1
1122	и столь	1	1
1123	подходе к	1	1
1124	наоборот как	1	1
1125	то время	3	1
1126	за другого	1	1
1127	выходит за	1	1
1128	мог быть	1	1
1129	речь с	1	1
1130	очень важный	1	1
1131	формуле для	1	1
1132	основе своей	2	1
1133	связанные с	1	1
1134	столько по	1	1
1135	правда не	1	1
1136	к какому	1	1
1137	сравнению с	3	1
1138	его вообще	1	1
1139	на каждом	1	1
1140	на своем	1	1
1141	который до	1	1
1142	во сне	1	1
1143	мы однако	2	1
1144	в которые	2	1
1145	которую она	1	1
1146	он снова	1	1
1147	не входит	1	1
1148	в любой	1	1
1149	к какой	1	1
1150	этому же	1	1
1151	это был	1	1
1152	все они	1	1
1153	свои и	1	1
1154	ли они	1	1
1155	так уже	1	1
1156	речей и	1	1
1157	в наиболее	2	1
1158	двадцать лет	1	1
1159	эти вопросы	1	1
1160	всем этом	1	1
1161	не допускает	1	1
1162	действия но	2	1
1163	их все	1	1
1164	какие же	1	1
1165	отрывков из	1	1
1166	и видит	1	1
1167	этого еще	1	1
1168	бог и	3	1
1169	не любил	1	1
1170	в течение	3	1
1171	внутреннему миру	1	1
1172	тем его	1	1
1173	о котором	1	1
1174	бы по	2	1
1175	на друга	1	1
1176	что служит	1	1
1177	по сравнению	3	1
1178	чем они	3	1
1179	меня то	1	1
1180	которое не	1	1
1181	на два	1	1
1182	а может	1	1
1183	тот и	1	1
1184	в современном	1	1
1185	остается только	2	1
1186	в середине	1	1
1187	этом даже	1	1
1188	интерес и	1	1
1189	не понимает	1	1
1190	всего на	1	1
1191	со всей	1	1
1192	и два	1	1
1193	в которую	1	1
1194	в это	2	1
1195	на основании	3	1
1196	речь на	1	1
1197	вопрос является	1	1
1198	времени и	2	1
1199	получает в	1	1
1200	случае с	1	1
1201	получают различное	1	1
1202	при помощи	1	1
1203	в обоих	2	1
1204	еще один	2	1
1205	действия и	2	1
1206	или вопросом	1	1
1207	себе товарищей	1	1
1208	с различными	1	1
1209	без участия	1	1
1210	из наиболее	1	1
1211	и там	3	1
1212	соответствии с	1	1
1213	каждой из	4	1
1214	этого времени	1	1
1215	и под	1	1
1216	ее не	1	1
1217	еще вернемся	1	1
1218	этом однако	1	1
1219	других как	1	1
1220	ею и	1	1
1221	художественного вкуса	1	1
1222	и дать	2	1
1223	что я	5	1
1224	в образе	5	1
1225	в конкретной	1	1
1226	забывать что	1	1
1227	том же	2	1
1228	в каком-то	1	1
1229	а уж	1	1
1230	быть построена	1	1
1231	все проявления	1	1
1232	в свой	2	1
1233	со словом	1	1
1234	здесь и	3	1
1235	прямо противоположных	1	1
1236	существующие между	1	1
1237	два года	1	1
1238	в произведениях	2	1
1239	не из	1	1
1240	во времени	1	1
1241	нашем отрывке	1	1
1242	если только	1	1
1243	не будучи	2	1
1244	стороны он	1	1
1245	особый характер	1	1
1246	последнего времени	1	1
1247	сомнения в	1	1
1248	к окружающему	1	1
1249	они были	2	1
1250	из этой	2	1
1251	написаны в	1	1
1252	из реальных	1	1
1253	которые в	1	1
1254	в социальном	2	1
1255	именно к	1	1
1256	дает нам	1	1
1257	своим героям	1	1
1258	ответственность за	2	1
1259	различны в	1	1
1260	что ему	4	1
1261	для нашего	1	1
1262	всегда можно	1	1
1263	короче говоря	1	1
1264	ничем не	4	1
1265	аналогии с	2	1
1266	сам себя	3	1
1267	всякий смысл	1	1
1268	на собственное	1	1
1269	это высказывание	1	1
1270	ее на	2	1
1271	время все	1	1
1272	фон для	1	1
1273	на три	1	1
1274	подходить к	1	1
1275	не давая	1	1
1276	для всякого	1	1
1277	только благодаря	1	1
1278	cri de	1	1
1279	речи так	1	1
1280	правды в	1	1
1281	издевается над	1	1
1282	это дает	1	1
1283	бы у	1	1
1284	этих слов	2	1
1285	перемена в	1	1
1286	со своим	1	1
1287	на которой	1	1
1288	иначе обстоит	3	1
1289	когда же	1	1
1290	мы находим	1	1
1291	а на	3	1
1292	понимает что	2	1
1293	ко второму	1	1
1294	как эти	1	1
1295	отказаться от	3	1
1296	и родственных	1	1
1297	просто как	1	1
1298	жизни это	1	1
1299	этого не	1	1
1300	же по	1	1
1301	по существу	4	1
1302	как впрочем	2	1
1303	этих условиях	1	1
1304	себе в	6	1
1305	и без	2	1
1306	могла быть	1	1
