N	2gram	Tiupa_Lite	Problemy
302	идет о	4	6
303	достоевского с	1	6
304	и вы	1	6
305	он знает	1	6
306	жизни и	6	6
307	на то	2	6
308	и только	4	6
309	для этого	5	6
310	но для	1	6
311	мире а	1	5
312	с собой	4	5
313	именно в	1	5
314	с тем	2	5
315	мир и	2	5
316	самом и	1	5
317	в зависимости	1	5
318	того же	5	5
319	него не	1	5
320	крайней мере	2	5
321	тому же	2	5
322	авторского сознания	1	5
323	на себя	4	5
324	я и	10	5
325	в чем	2	5
326	в такой	1	5
327	той или	1	5
328	от чужого	1	5
329	установки на	1	5
330	если б	2	5
331	как объект	1	5
332	ту сторону	1	5
333	что ты	2	5
334	однако в	7	5
335	что может	1	5
336	в общем	1	5
337	во внутренний	1	5
338	автора как	1	5
339	себе как	2	5
340	это он	1	5
341	один из	7	5
342	та же	2	5
343	то есть	11	5
344	ним и	1	5
345	была бы	1	5
346	художественного творчества	3	5
347	подобно тому	4	5
348	него нет	1	5
349	со всеми	2	5
350	все то	2	5
351	здесь мы	1	5
352	вместе с	5	5
353	по крайней	2	5
354	ни на	1	5
355	совершенно не	1	5
356	мы не	5	5
357	авторского замысла	1	5
358	чужое сознание	1	5
359	в мир	1	5
360	нет и	1	5
361	но именно	1	5
362	том же	3	5
363	в ее	1	5
364	другого и	1	5
365	поэтому он	1	5
366	и то	3	5
367	они не	1	5
368	голоса в	1	5
369	он как	1	5
370	по ту	1	5
371	между собою	1	5
372	в авторском	2	5
373	но при	2	5
374	в ней	4	5
375	когда он	1	5
376	есть и	1	5
377	человека с	1	5
378	и самого	2	5
379	самосознания в	1	5
380	или иной	3	5
381	тому что	1	5
382	тому как	4	5
383	мира в	4	5
384	для другого	1	5
385	является в	1	4
386	все что	3	4
387	художественном мире	3	4
388	мы и	1	4
389	только что	1	4
390	с этой	6	4
391	без исключения	1	4
392	души человеческой	1	4
393	среди других	1	4
394	в первом	1	4
395	сущности не	1	4
396	как другого	1	4
397	при всей	5	4
398	для автора	1	4
399	то это	2	4
400	он был	1	4
401	даже и	2	4
402	автора в	2	4
403	за собой	2	4
404	каждое слово	1	4
405	уже и	1	4
406	во всей	1	4
407	и вдруг	1	4
408	для понимания	2	4
409	на предмет	1	4
410	от них	1	4
411	на котором	1	4
412	все в	1	4
413	него как	1	4
414	установка на	1	4
415	поэтому в	1	4
416	я как	1	4
417	тем не	4	4
418	что такое	2	4
419	личности в	4	4
420	не была	1	4
421	связи с	7	4
422	в которой	1	4
423	и говорит	2	4
424	его романов	1	4
425	сознания не	2	4
426	и своего	1	4
427	то в	3	4
428	не есть	2	4
429	в сторону	1	4
430	в эту	1	4
431	на себе	1	4
432	если оно	2	4
433	эти слова	2	4
434	в рассказе	1	4
435	одно и	1	4
436	но только	3	4
437	ни были	1	4
438	в первой	1	4
439	с ее	3	4
440	всех этих	1	4
441	с идеей	2	4
442	мы видели	1	4
443	он уже	1	4
444	переходит в	1	4
445	своего собственного	1	4
446	с миром	5	4
447	из которых	3	4
448	если не	1	4
449	не знал	1	4
450	в словах	2	4
451	как нам	2	4
452	бы не	3	4
453	установкой на	1	4
454	вследствие этого	1	4
455	нет в	2	4
456	то он	3	4
457	то и	5	4
458	и если	1	4
459	на два	2	4
460	которую он	1	4
461	о своем	3	4
462	каждый из	4	4
463	тому чтобы	1	4
464	только с	1	4
465	во внутреннем	1	4
466	мир в	5	4
467	хоть и	1	4
468	перестает быть	5	4
469	этом отношении	5	4
470	в формах	4	4
471	в литературе	2	4
472	со своим	2	4
473	герой как	1	4
474	а то	2	4
475	и без	1	4
476	к концу	1	4
477	это было	1	4
478	в каждой	2	4
479	а так	1	4
480	бы ни	1	4
481	стоит он	1	4
482	это как	3	4
483	ни один	1	4
484	также и	3	4
485	и слова	1	4
486	еще в	7	4
487	стороны и	1	4
488	герой не	1	4
489	оно должно	1	4
490	в чужом	4	4
491	и прежде	4	4
492	его герой	1	4
493	чувствуем что	1	3
494	порядка в	1	3
495	говорить о	1	3
496	может служить	1	3
497	какой бы	1	3
498	говорит о	1	3
499	а затем	3	3
500	то чтоб	1	3
501	и само	3	3
502	чтобы в	1	3
503	героя как	2	3
504	ну и	1	3
505	есть в	1	3
506	по чужому	1	3
507	можно сказать	1	3
508	существенный момент	1	3
509	в данном	7	3
510	жизни а	1	3
511	что этот	1	3
512	сам не	1	3
513	между двумя	1	3
514	но они	1	3
515	о них	1	3
516	в различных	1	3
517	с авторской	1	3
518	и еще	1	3
519	художественном творчестве	1	3
520	одной из	2	3
521	как я	3	3
522	что даже	1	3
523	в эти	1	3
524	от ее	1	3
525	всего в	4	3
526	герой и	1	3
527	по преимуществу	6	3
528	как такового	1	3
529	сознания с	1	3
530	так я	2	3
531	эту минуту	1	3
532	сознание в	3	3
533	мы знаем	1	3
534	что вы	1	3
535	воспринимается как	1	3
536	пути и	1	3
537	что его	3	3
538	в таком	1	3
539	не бывает	2	3
540	целом ряде	2	3
541	человек в	2	3
542	могли бы	1	3
543	мы можем	1	3
544	ту же	4	3
545	как человек	1	3
546	по своей	3	3
547	а вы	2	3
548	и мы	2	3
549	и есть	3	3
550	собственного сознания	1	3
551	значение в	1	3
552	и по	1	3
553	в последующем	1	3
554	меньшей степени	1	3
555	чтобы не	2	3
556	в один	1	3
557	и особенно	1	3
558	меня и	1	3
559	своего рода	22	3
560	в основном	1	3
561	достоевского всегда	1	3
562	том или	1	3
563	сводится к	4	3
564	себе не	2	3
565	и одновременно	2	3
566	обращается к	5	3
567	его сознания	2	3
568	из тех	2	3
569	есть нечто	1	3
570	них он	1	3
571	все они	2	3
572	слез в	1	3
573	не является	3	3
574	в диалог	1	3
575	на нее	2	3
576	который не	1	3
577	как доминанта	1	3
578	того чтобы	1	3
579	можно лишь	1	3
580	и уже	1	3
581	еще один	1	3
582	как например	1	3
583	если мы	1	3
584	тем же	5	3
585	мог бы	1	3
586	не за	1	3
587	в сознании	3	3
588	же он	1	3
589	выходит за	1	3
590	автора но	1	3
591	автора а	2	3
592	этом случае	2	3
593	данном случае	6	3
594	такого героя	1	3
595	того как	1	3
596	уверен что	1	3
597	сколько в	1	3
598	ненависть к	1	3
599	не для	2	3
600	которых он	1	3
601	ее в	1	3
602	художественного задания	1	3
603	и всегда	2	3
604	у нас	5	3
605	кто бы	1	3
606	однако не	2	3
607	этого не	2	3
608	и всякое	1	3
609	в руках	2	3
610	дело в	3	3
611	места в	1	3
612	если и	1	3
613	так в	6	3
614	на одном	1	3
615	но уже	2	3
616	дело и	1	3
617	а он	1	3
618	на другого	2	3
619	он строит	1	3
620	которая как	1	3
621	а к	2	3
622	он говорит	2	3
623	строится как	1	3
624	я к	1	3
625	из этих	2	3
626	а за	3	3
627	не с	2	3
628	нового времени	2	3
629	резко отличается	1	3
630	только то	3	3
631	человека и	2	3
632	карамазова и	1	3
633	человек как	1	3
634	ты как	1	3
635	же в	6	3
636	все еще	2	3
637	и эта	1	3
638	нуждается в	3	3
639	бытия в	1	3
640	себя лишь	2	2
641	в центре	1	2
642	в душе	3	2
643	в настоящем	1	2
644	но может	1	2
645	а ты	1	2
646	со всем	1	2
647	самого себя	3	2
648	которая в	3	2
649	тех кто	3	2
650	и взаимодействие	1	2
651	из всех	1	2
652	но тем	4	2
653	одно из	3	2
654	не столько	8	2
655	все произведение	1	2
656	он остается	1	2
657	такими же	1	2
658	для осуществления	1	2
659	к более	1	2
660	он у	1	2
661	само собою	1	2
662	его на	1	2
663	а именно	1	2
664	роль в	2	2
665	теперь не	1	2
666	его интенции	1	2
667	мы с	3	2
668	не подчиняется	1	2
669	и того	2	2
670	не служит	1	2
671	быть не	2	2
672	и взаимодействия	1	2
673	на языке	1	2
674	в противоположность	2	2
675	только как	1	2
676	но даже	2	2
677	мира не	1	2
678	для того	2	2
679	не всегда	1	2
680	в этот	1	2
681	выступает здесь	1	2
682	в кругозоре	4	2
683	обращаясь к	4	2
684	всю жизнь	2	2
685	бы два	1	2
686	он писал	1	2
687	себе в	3	2
688	свою очередь	2	2
689	перед ним	2	2
690	для вас	2	2
691	пока еще	1	2
692	другого героя	1	2
693	я с	1	2
694	во всякой	1	2
695	а вот	2	2
696	в контексте	1	2
697	быть в	1	2
698	в нашем	2	2
699	речь не	1	2
700	же слова	1	2
701	мы чувствуем	2	2
702	собою а	1	2
703	типа а	1	2
704	к этому	2	2
705	только пусть	1	2
706	отказаться от	1	2
707	чужую личность	1	2
708	собой и	1	2
709	знаю я	3	2
710	нельзя сказать	1	2
711	толстого и	1	2
712	после того	1	2
713	произведения и	1	2
714	я тебя	1	2
715	об одном	1	2
716	собой в	1	2
717	с одной	9	2
718	теперь же	1	2
719	на том	3	2
720	есть у	1	2
721	ты не	1	2
722	значительной степени	1	2
723	его внутренняя	1	2
724	в качестве	21	2
725	к определенному	1	2
726	иного рода	1	2
727	находит свое	1	2
728	и других	4	2
729	или не	1	2
730	мы это	1	2
731	между этими	1	2
732	этом последнем	1	2
733	чего бы	2	2
734	же как	3	2
735	одном из	3	2
736	и перед	1	2
737	от этого	1	2
738	его жизни	1	2
739	лишь для	1	2
740	здесь и	1	2
741	как действительность	1	2
742	вы в	1	2
743	человека а	2	2
744	не был	1	2
745	здесь как	2	2
746	что вот	1	2
747	чужих сознаний	1	2
748	диалоге с	1	2
749	в лучшем	1	2
750	остается вне	1	2
751	для наших	1	2
752	ведь я	2	2
753	в объективном	1	2
754	в ответ	1	2
755	с героями	1	2
756	к собственному	1	2
757	бы они	1	2
758	оно и	1	2
759	никого не	1	2
760	своего времени	2	2
761	и является	2	2
762	человеческого духа	2	2
763	также не	1	2
764	вот в	1	2
765	у которого	1	2
766	не раз	2	2
767	вы что	1	2
768	один в	1	2
769	что для	2	2
770	его личности	2	2
771	речь а	1	2
772	я но	2	2
773	столь же	5	2
774	своего героя	2	2
775	художественного произведения	1	2
776	иной раз	1	2
777	из этого	2	2
778	которые были	1	2
779	отнюдь не	4	2
780	радости и	1	2
781	и чужого	2	2
782	не случайно	5	2
783	одного и	1	2
784	принципом видения	1	2
785	романы достоевского	1	2
786	в статье	2	2
787	в особенности	2	2
788	мире и	1	2
789	не так	1	2
790	романа с	1	2
791	а потому	4	2
792	во втором	3	2
793	и этот	1	2
794	не позволяет	1	2
795	как с	1	2
796	внутреннего и	1	2
797	тогда когда	1	2
798	как один	1	2
799	на первом	2	2
800	не идет	1	2
801	освободиться от	2	2
802	своего образа	1	2
803	это уже	2	2
804	и души	1	2
805	тогда в	1	2
806	не исчерпывается	1	2
807	и внешнего	1	2
808	с тобой	6	2
809	к сознанию	1	2
810	для них	2	2
811	опоры для	1	2
812	и вполне	3	2
813	слова у	1	2
814	этой точки	3	2
815	есть лишь	2	2
816	от своего	3	2
817	иметь в	1	2
818	с ней	1	2
819	в россии	2	2
820	показать что	1	2
821	не поддается	2	2
822	в различные	1	2
823	и пусть	1	2
824	она и	1	2
825	к его	1	2
826	подхода к	1	2
827	что такой	1	2
828	не имеет	2	2
829	речь в	2	2
830	при всех	2	2
831	всей своей	2	2
832	своей жизни	1	2
833	что позволяет	1	2
834	к той	1	2
835	на всю	1	2
836	второго порядка	1	2
837	сравнительно с	1	2
838	еще и	3	2
839	не перед	1	2
840	своей собственной	2	2
841	совершенно иной	1	2
842	в свою	2	2
843	в значительной	1	2
844	героем и	1	2
845	но лишь	4	2
846	в душу	1	2
847	не могло	3	2
848	и ему	1	2
849	впрочем и	1	2
850	переходит к	1	2
851	ее с	1	2
852	целый ряд	1	2
853	в истории	1	2
854	среди которых	1	2
855	быть это	4	2
856	было и	1	2
857	а во	2	2
858	вот этот	1	2
859	непосредственно в	1	2
860	окружающий его	1	2
861	весь в	1	2
862	россии где	1	2
863	своего я	2	2
864	становится для	2	2
865	в образе	1	2
866	за пределами	1	2
867	оглядка на	1	2
868	столько в	1	2
869	не видит	2	2
870	действительности не	1	2
871	жизни не	2	2
872	внешнее и	1	2
873	надо мной	3	2
874	проникает в	1	2
875	ответ на	1	2
876	иной характер	1	2
877	произведения как	2	2
878	это место	1	2
879	с начала	1	2
880	ее на	1	2
881	в поэзии	4	2
882	и сама	1	2
883	в художественной	4	2
884	для своего	2	2
885	для нас	3	2
886	самой этой	1	2
887	сам себе	1	2
888	чем он	1	2
889	слова а	1	2
890	в г	1	2
891	при условии	1	2
892	такие эпохи	1	2
893	от всех	2	2
894	этом не	1	2
895	в силах	1	2
896	положение в	1	2
897	бы быть	1	2
898	мы ее	1	2
899	в какой	2	2
900	знал что	1	2
901	нового типа	2	2
902	один и	1	2
903	только и	1	2
904	и художественного	2	2
905	в условиях	1	2
906	должен быть	2	2
907	как все	2	2
908	не все	1	2
909	диалога но	2	2
910	этого он	1	2
911	бы во	1	2
912	по которому	1	2
913	слово это	1	2
914	одну из	2	2
915	характерный для	2	2
916	во второй	2	2
917	а прежде	1	2
918	не следует	1	2
919	к которой	1	2
920	развивается в	1	2
921	ведь мы	2	2
922	в рамках	9	2
923	данного произведения	1	2
924	слово он	1	2
925	бы вне	1	2
926	идет не	1	2
927	из их	1	2
928	себя а	1	2
929	все более	3	2
930	же это	3	2
931	может и	1	2
932	лучшем случае	1	2
933	как для	1	2
934	не к	3	2
935	ты шел	1	1
936	всего это	1	1
937	только из	1	1
938	для всех	5	1
939	случае в	1	1
940	я рад	2	1
941	жизнь а	1	1
942	этого в	1	1
943	никогда и	1	1
944	в произведение	1	1
945	другом но	1	1
946	изнутри и	1	1
947	в момент	1	1
948	остаются в	1	1
949	самоопределения но	1	1
950	как носитель	2	1
951	которые не	1	1
952	со всей	2	1
953	к этой	2	1
954	прямо на	1	1
955	в сферу	2	1
956	до него	1	1
957	пути как	2	1
958	сверх того	1	1
959	боролся с	1	1
960	вот она	2	1
961	или иных	2	1
962	ты когда	1	1
963	необходимое для	1	1
964	однако и	2	1
965	собственной личности	1	1
966	в равной	4	1
967	и когда	1	1
968	а перед	1	1
969	на второй	2	1
970	тишина и	1	1
971	эта новая	1	1
972	на своей	1	1
973	один лишь	1	1
974	призыв к	1	1
975	она уже	1	1
976	конца не	1	1
977	строго говоря	1	1
978	остался в	1	1
979	классицизма в	2	1
980	в некоторых	1	1
981	сам автор	1	1
982	и лучше	1	1
983	и двух	1	1
984	что человек	1	1
985	совершенно аналогична	1	1
986	потому не	1	1
987	я пишу	1	1
988	но наиболее	1	1
989	с тобою	1	1
990	воли он	1	1
991	требует от	1	1
992	и другими	1	1
993	своих собственных	1	1
994	не меняет	1	1
995	не сказать	1	1
996	не устанавливает	1	1
997	у пушкина	1	1
998	что слово	1	1
999	литературы к	1	1
1000	в борьбе	1	1
1001	а напротив	1	1
1002	без другого	1	1
1003	черты в	2	1
1004	из двух	1	1
1005	а во-вторых	1	1
1006	по ним	1	1
1007	на свою	3	1
1008	мысль о	2	1
1009	для обычного	1	1
1010	он эту	1	1
1011	но по	2	1
1012	художественное видение	1	1
1013	стиля как	1	1
1014	звучать как	1	1
1015	искусства его	1	1
1016	движется в	1	1
1017	власти над	1	1
1018	начинается с	1	1
1019	продолжением и	1	1
1020	что по	1	1
1021	другому как	1	1
1022	над самим	1	1
1023	здесь происходит	1	1
1024	другом месте	1	1
1025	лица в	1	1
1026	власти или	1	1
1027	только для	1	1
1028	за ней	1	1
1029	я а	1	1
1030	авторская позиция	2	1
1031	он по	1	1
1032	свою собственную	1	1
1033	этого рассказа	1	1
1034	не его	1	1
1035	но мы	1	1
1036	художественное произведение	2	1
1037	так например	1	1
1038	на первый	1	1
1039	другого чужого	1	1
1040	и свою	1	1
1041	полный простор	1	1
1042	обращение к	1	1
1043	всем его	1	1
1044	нам представляется	3	1
1045	с обратным	1	1
1046	бы этому	1	1
1047	в дальнейшем	1	1
1048	первый взгляд	1	1
1049	я живу	1	1
1050	сам же	2	1
1051	он искал	1	1
1052	во внешнем	1	1
1053	а скорее	2	1
1054	как таковому	1	1
1055	при наличии	1	1
1056	как справедливо	1	1
1057	значение только	1	1
1058	не могли	1	1
1059	в действительности	2	1
1060	как иван	1	1
1061	как речь	1	1
1062	в любом	2	1
1063	же автора	1	1
1064	даже отчасти	1	1
1065	высказывание из	1	1
1066	эти идеи	1	1
1067	в пределе	1	1
1068	значимости в	1	1
1069	личность не	3	1
1070	не должен	3	1
1071	и место	1	1
1072	обратным знаком	1	1
1073	уже у	1	1
1074	того не	1	1
1075	себя другие	1	1
1076	и неизбежно	1	1
1077	искусства и	6	1
1078	пределах самого	1	1
1079	во многих	3	1
1080	был уверен	1	1
1081	времени в	1	1
1082	классической поэтике	1	1
1083	слов но	2	1
1084	сознания в	14	1
1085	и т.п	14	1
1086	с самой	1	1
1087	победы над	1	1
1088	в строгом	1	1
1089	приходит к	1	1
1090	безгласный объект	1	1
1091	характер это	1	1
1092	лишает его	1	1
1093	авторского высказывания	1	1
1094	я буду	1	1
1095	любви к	1	1
1096	не уверен	1	1
1097	в чистом	1	1
1098	от лица	1	1
1099	пока он	1	1
1100	на самое	1	1
1101	ней с	1	1
1102	именно его	1	1
1103	это тоже	1	1
1104	письма где	1	1
1105	тенденцию к	1	1
1106	жизни как	3	1
1107	друг для	2	1
1108	для всей	2	1
1109	своим отражением	1	1
1110	постановка проблемы	2	1
1111	а сам	1	1
1112	или нет?	3	1
1113	достоевским в	1	1
1114	под названием	3	1
1115	мир объектов	1	1
1116	не умеет	1	1
1117	исходит из	3	1
1118	приносит в	1	1
1119	который в	2	1
1120	мной и	1	1
1121	это прежде	1	1
1122	первоначально это	1	1
1123	по поводу	2	1
1124	с читателем	2	1
1125	этот образ	1	1
1126	он этой	1	1
1127	своего сознания	1	1
1128	тут же	1	1
1129	в пользу	1	1
1130	не просто	2	1
1131	что едва	1	1
1132	глядит на	2	1
1133	едва ли	5	1
1134	жизни с	2	1
1135	быть с	1	1
1136	свое собственное	3	1
1137	явления это	1	1
1138	сознаний не	1	1
1139	оно верно	1	1
1140	пусть и	1	1
1141	мне и	1	1
1142	лишь тогда	1	1
1143	последних вопросов	1	1
1144	далеком от	1	1
1145	слияния с	1	1
1146	ее и	1	1
1147	не выходит	1	1
1148	и столь	1	1
1149	нами не	2	1
1150	не растворяет	1	1
1151	этому пути	1	1
1152	от его	1	1
1153	она как	1	1
1154	не говоря	3	1
1155	личности поэтому	1	1
1156	земли в	1	1
1157	такого рода	18	1
1158	в повестях	4	1
1159	в состоянии	1	1
1160	что уже	1	1
1161	сознания вполне	1	1
1162	этой же	1	1
1163	к творчеству	1	1
1164	и духовных	1	1
1165	в живых	1	1
1166	из моментов	1	1
1167	свидригайлов и	1	1
1168	второй план	1	1
1169	духовных исканий	2	1
1170	и за	2	1
1171	глаза на	1	1
1172	в тот	1	1
1173	бытия и	1	1
1174	в кабинете	1	1
1175	записки из	1	1
1176	и дуня	1	1
1177	на виду	1	1
1178	не от	1	1
1179	если есть	1	1
1180	в третьем	3	1
1181	является принципом	1	1
1182	художника не	1	1
1183	и всякой	1	1
1184	вокруг себя	2	1
1185	не путем	1	1
1186	равноправных с	1	1
1187	отношения между	3	1
1188	существует только	1	1
1189	однако он	1	1
1190	знал и	1	1
1191	сознания на	3	1
1192	ее от	1	1
1193	своего и	1	1
1194	это мы	1	1
1195	становится лишь	1	1
1196	мне в	2	1
1197	xviii века	2	1
1198	собственное слово	1	1
1199	оно ориентировано	1	1
1200	в среде	1	1
1201	укоренен в	1	1
1202	в связи	4	1
1203	такова что	1	1
1204	мыслит и	1	1
1205	романтизма не	1	1
1206	ними все	1	1
1207	самого художественного	2	1
1208	лучше всех	1	1
1209	это путь	1	1
1210	должно было	1	1
1211	о если	1	1
1212	строит не	1	1
1213	не вследствие	1	1
1214	того он	1	1
1215	как раньше	1	1
1216	воздействия на	2	1
1217	ему во	1	1
1218	к мысли	1	1
1219	всему свету	1	1
1220	разумеется не	2	1
1221	а только	2	1
1222	как людей	1	1
1223	могло бы	1	1
1224	достоевского или	1	1
1225	ним а	1	1
1226	то лишь	1	1
1227	автора на	1	1
1228	нормативного сознания	1	1
1229	вопроса о	1	1
1230	вмешивается в	1	1
1231	всех своих	3	1
1232	в индивидуальном	2	1
1233	в русской	13	1
1234	мастерства в	1	1
1235	я на	3	1
1236	с новой	1	1
1237	с образом	2	1
1238	только ему	1	1
1239	рождается в	1	1
1240	не имея	1	1
1241	нами как	1	1
1242	повестях белкина	2	1
1243	апеллирует к	1	1
1244	сознания а	2	1
1245	главные герои	1	1
1246	и пространства	1	1
1247	читателя в	2	1
1248	автора или	1	1
1249	причастности к	5	1
1250	и однако	1	1
1251	к тебе	1	1
1252	как субъект	1	1
1253	в отдельных	1	1
1254	признать его	1	1
1255	сюда же	1	1
1256	у них	1	1
1257	еще только	1	1
1258	сознания она	1	1
1259	лишь за	1	1
1260	исключительное значение	1	1
1261	выступает и	1	1
1262	от тебя	1	1
1263	личности и	1	1
1264	самому себе	2	1
1265	своей внутренней	2	1
1266	в случае	5	1
1267	и весьма	2	1
1268	и тем	4	1
1269	для художника	1	1
1270	как это	9	1
1271	как художественной	1	1
1272	третьего лица	1	1
1273	никто не	1	1
1274	самого как	1	1
1275	других людей	1	1
1276	от самого	2	1
1277	как автор	1	1
1278	вопрос что	1	1
1279	в слова	1	1
1280	все выше	1	1
1281	это может	1	1
1282	таким оно	1	1
1283	в москве	2	1
1284	но тут	1	1
1285	совершенно справедливо	1	1
1286	из прошлого	1	1
1287	равной степени	2	1
1288	не себе	1	1
1289	друг мой	1	1
1290	оно вообще	1	1
1291	того кто	2	1
1292	за художником	1	1
1293	например не	1	1
1294	так называемого	2	1
1295	свои мечты	1	1
1296	как дело	1	1
1297	другому сознанию	1	1
1298	вся жизнь	1	1
1299	средствами это	1	1
1300	жизнь как	1	1
1301	два года	1	1
1302	не укоренен	1	1
1303	это придает	1	1
1304	последнего времени	1	1
