N	3gram	Propp_Isto	Dialekti
200	вообще т е	1	1
201	в последней главе	1	1
202	не только на	1	1
203	в греческой мифологии	1	1
204	если это так	1	1
205	в своей жизни	1	1
206	и вот как	1	1
207	и при помощи	1	1
208	внимание еще на	1	1
209	а не с	1	1
210	это даже не	1	1
211	можно найти много	2	1
212	в этом мифе	1	1
213	достаточно чтобы убедиться	1	1
214	и по существу	1	1
215	показывает что в	2	1
216	то обстоятельство что	1	1
217	таким образом и	2	1
218	не просто в	2	1
219	не то что	1	1
220	так же и	1	1
221	что вообще на	1	1
222	при известных условиях	1	1
223	можно найти в	1	1
224	это показывает что	1	1
225	как они не	1	1
226	в определенном направлении	1	1
227	сих пор не	1	1
228	можно сказать о	1	1
229	в этих случаях	13	1
230	в силу того	1	1
231	в одном из	2	1
232	а не самый	1	1
233	за то что	1	1
234	отличаются друг от	1	1
235	но прежде всего	1	1
236	вместе с тем	1	1
237	и к ней	1	1
238	вступить в брак	1	1
239	же это за	1	1
240	том отношении что	1	1
241	но и это	1	1
242	при всей своей	1	1
243	но и в	2	1
244	это так то	1	1
245	мы видим в	3	1
246	заключается в том	1	1
247	можно видеть как	1	1
248	как это делается	1	1
249	который уже не	1	1
250	всегда только одна	1	1
251	пр но для	1	1
252	что под этим	1	1
253	одной из них	1	1
254	из этого можно	1	1
255	не знает не	1	1
256	в виду не	1	1
257	об этом мы	1	1
258	в себя и	1	1
259	если я буду	2	1
260	все же не	1	1
261	мы уже говорили	1	1
262	нет ничего удивительного	1	1
263	суждения об этой	1	1
264	она или не	1	1
265	на ту же	1	1
266	все те же	1	1
267	однако это не	1	1
268	данном случае в	1	1
269	о себе в	1	1
270	мы до сих	1	1
271	т д или	1	1
272	именно так и	1	1
273	это еще не	2	1
274	друг другу но	1	1
275	с этим я	1	1
276	дело не просто	1	1
277	так как они	1	1
278	в меня и	1	1
279	и ничего не	1	1
280	и не видно	1	1
281	что человек и	1	1
282	как таковой но	1	1
283	что там где	1	1
284	и в котором	1	1
285	мы имеем в	4	1
286	во всех этих	1	1
287	в мифе но	1	1
288	так как иначе	1	1
289	это мы видим	2	1
290	в этом случае	8	1
291	же как мы	1	1
292	но тем не	2	1
293	мы имеем не	2	1
294	в том отношении	1	1
295	к нему на	1	1
296	то чего не	1	1
297	если выйти за	1	1
298	или же он	1	1
299	с тем что	1	1
300	как мы увидим	2	1
301	и содержится в	1	1
302	было у него	1	1
303	в своем исследовании	1	1
304	все совершенно ясно	1	1
305	том смысле как	1	1
306	них нет ничего	1	1
307	т д с	1	1
308	в другой раз	1	1
309	и пр для	1	1
310	то что они	1	1
311	и у них	1	1
312	мы еще будем	1	1
313	литература но и	1	1
314	не с живыми	1	1
315	что в этом	1	1
316	т д как	1	1
317	и не имели	1	1
318	после того как	3	1
319	в другом случае	3	1
