N	2gram	Nazirov_Tv	Problemy
158	более того	2	11
159	самого начала	3	10
160	что не	5	10
161	сих пор	1	10
162	в него	2	10
163	до сих	1	10
164	для себя	1	10
165	приводит к	4	10
166	идеи в	2	10
167	в творчестве	10	10
168	достоевский в	7	10
169	той же	4	10
170	в самой	1	10
171	романах достоевского	26	10
172	к одному	2	10
173	творчества достоевского	4	10
174	далеко не	3	10
175	отношение к	1	10
176	другой стороны	2	9
177	в них	1	9
178	хотя бы	5	9
179	достоевского но	2	9
180	что у	5	9
181	ивана карамазова	7	9
182	хотя и	5	9
183	но он	3	9
184	с самого	3	9
185	могут быть	4	9
186	всяком случае	2	9
187	ни в	2	9
188	самим собой	4	9
189	да и	1	9
190	макара девушкина	1	9
191	героев достоевского	7	9
192	романе достоевского	5	9
193	или в	2	9
194	и потому	4	9
195	человека в	9	9
196	же и	2	8
197	в результате	1	8
198	произведений достоевского	2	8
199	и до	2	8
200	о том	9	8
201	а что	2	8
202	яков петрович	2	8
203	художественного видения	1	8
204	все время	3	8
205	из них	4	8
206	к герою	1	8
207	и он	4	8
208	ни было	1	8
209	одним из	6	8
210	и у	3	8
211	и от	8	8
212	мы должны	1	8
213	нам кажется	1	8
214	герои достоевского	8	8
215	был бы	3	8
216	что это	1	8
217	никак не	1	8
218	в человеке	4	8
219	не на	1	8
220	самого достоевского	4	8
221	с ними	3	8
222	в диалоге	2	8
223	наконец в	1	8
224	самого автора	1	8
225	достоевского нет	3	8
226	как к	2	8
227	уже в	5	8
228	того что	3	8
229	это и	4	8
230	же не	2	8
231	романов достоевского	8	8
232	и о	2	8
233	бы он	1	8
234	от него	2	7
235	уже говорили	2	7
236	тем как	1	7
237	мысли и	5	7
238	в виду	3	7
239	на мир	1	7
240	в жизни	3	7
241	чужого сознания	1	7
242	к самому	1	7
243	отличается от	1	7
244	и со	2	7
245	в себя	3	7
246	о достоевском	1	7
247	только на	2	7
248	сказать что	3	7
249	что все	4	7
250	что она	5	7
251	от себя	1	7
252	что они	3	7
253	все его	1	7
254	это я	2	7
255	не было	3	7
256	не о	1	7
257	героя с	2	7
258	как его	1	7
259	лишь на	1	7
260	между ними	1	7
261	себя как	2	7
262	в этих	2	7
263	во всех	2	7
264	то ни	1	7
265	кажется что	1	7
266	если же	1	7
267	и др	2	7
268	с которым	2	7
269	настасьи филипповны	5	7
270	его к	2	7
271	и ее	1	7
272	бы то	1	7
273	его с	1	7
274	например в	3	7
275	в процессе	3	7
276	его и	2	7
277	автора и	1	7
278	он в	1	7
279	на этот	3	7
280	т д	10	7
281	точку зрения	1	7
282	тот же	3	7
283	но на	1	7
284	в их	5	7
285	все равно	1	7
286	в виде	4	7
287	но эта	3	7
288	и их	2	7
289	он с	2	7
290	такой же	4	7
291	кроме того	1	6
292	время не	2	6
293	него в	2	6
294	сознаний в	1	6
295	в своих	8	6
296	в построении	1	6
297	и внутренне	1	6
298	не менее	8	6
299	с этим	2	6
300	но эти	3	6
301	должна была	1	6
302	превращается в	2	6
303	этого мира	1	6
304	достоевского это	7	6
305	как на	1	6
306	среди них	1	6
307	одна из	5	6
308	не мог	3	6
309	в разрезе	1	6
310	в художественном	1	6
311	у тургенева	2	6
312	человек и	2	6
313	но ведь	2	6
314	на этом	1	6
315	а с	4	6
316	человека как	2	6
317	но зато	3	6
318	можно было	1	6
319	бы уже	1	6
320	этот вопрос	4	6
321	в этой	7	6
322	я в	1	6
323	себя в	3	6
324	во время	2	6
325	и здесь	2	6
326	от автора	1	6
327	в которых	3	6
328	знает что	1	6
329	в основе	3	6
330	и вот	2	6
331	изображения и	1	6
332	ли вы	1	6
333	в отличие	3	6
334	макар девушкин	2	6
335	друг друга	2	6
336	построения романа	1	6
337	ну что	1	6
338	его героев	1	6
339	на вопрос	1	6
340	о герое	1	6
341	но с	1	6
342	стремится к	3	6
343	достоевский не	7	6
344	что ж	1	6
345	на его	4	6
346	отличие от	3	6
347	как он	1	6
348	в начале	2	6
349	художественного мира	1	6
350	достоевского с	12	6
351	жизни и	3	6
352	на то	1	6
353	и только	2	6
354	для этого	1	6
355	достоевского к	5	5
356	с собой	1	5
357	именно в	6	5
358	в речи	1	5
359	с тем	1	5
360	с алешей	1	5
361	сам и	1	5
362	а между	1	5
363	и противоречивость	1	5
364	в глаза	2	5
365	к которому	3	5
366	того же	2	5
367	него не	1	5
368	крайней мере	4	5
369	творчество достоевского	6	5
370	тому же	2	5
371	авторского сознания	2	5
372	на себя	2	5
373	записок из	4	5
374	я и	3	5
375	зрения и	1	5
376	в чем	4	5
377	в такой	2	5
378	той или	1	5
379	от чужого	1	5
380	не могу	2	5
381	когда я	2	5
382	если б	1	5
383	ибо в	2	5
384	достоевского мы	2	5
385	говорили что	2	5
386	что ты	2	5
387	однако в	3	5
388	его как	2	5
389	бы его	1	5
390	что может	1	5
391	автора как	1	5
392	один из	5	5
393	та же	4	5
394	то есть	16	5
395	он только	1	5
396	я бы	3	5
397	была бы	2	5
398	художественного творчества	1	5
399	в исповеди	2	5
400	со всеми	3	5
401	здесь мы	2	5
402	о своей	1	5
403	героев и	4	5
404	на протяжении	3	5
405	вместе с	4	5
406	по крайней	4	5
407	образа героя	1	5
408	ни на	3	5
409	но у	5	5
410	в бедных	5	5
411	мы не	3	5
412	в мир	2	5
413	нет и	1	5
414	настасья филипповна	4	5
415	том же	3	5
416	в ее	3	5
417	меня не	2	5
418	поэтому он	1	5
419	не во	2	5
420	он как	1	5
421	где он	2	5
422	ведь это	1	5
423	бедных людях	5	5
424	по своему	1	5
425	лежит в	1	5
426	не укладывается	1	5
427	он ни	3	5
428	но при	1	5
429	в ней	2	5
430	когда он	4	5
431	же что	1	5
432	человека с	2	5
433	с человеком	1	5
434	и самого	1	5
435	или иной	1	5
436	тому что	2	5
437	мира в	2	5
438	что если	1	4
439	художественном мире	1	4
440	мы и	1	4
441	только что	2	4
442	с этой	4	4
443	еще более	3	4
444	по мере	2	4
445	в духе	6	4
446	в первом	3	4
447	достоевского он	2	4
448	в одно	2	4
449	на друга	1	4
450	при всей	1	4
451	для автора	4	4
452	его внутренний	1	4
453	европейского романа	1	4
454	то это	2	4
455	он был	2	4
456	даже и	1	4
457	всего этого	1	4
458	автора в	2	4
459	за собой	4	4
460	в свете	3	4
461	но этот	2	4
462	друг на	1	4
463	образом как	1	4
464	подполья не	1	4
465	входят в	1	4
466	во всей	2	4
467	и вдруг	1	4
468	от них	1	4
469	смерти отца	1	4
470	не то	2	4
471	поэтому в	1	4
472	я как	1	4
473	тем не	2	4
474	которого он	2	4
475	что такое	1	4
476	личности в	3	4
477	не была	1	4
478	связи с	2	4
479	в которой	5	4
480	и говорит	1	4
481	его романов	5	4
482	сознания не	1	4
483	господин голядкин	1	4
484	характер и	1	4
485	то в	2	4
486	время как	1	4
487	не есть	2	4
488	в эту	1	4
489	на себе	1	4
490	остается в	1	4
491	оно не	1	4
492	к слову	1	4
493	эти слова	3	4
494	именно потому	1	4
495	в рассказе	4	4
496	голядкина и	1	4
497	но только	3	4
498	в направлении	2	4
499	почему же	1	4
500	протяжении всего	2	4
501	не значит	2	4
502	в первой	4	4
503	с ее	3	4
504	всех этих	1	4
505	мы видели	1	4
506	образом и	1	4
507	переходит в	2	4
508	своего собственного	2	4
509	романа в	1	4
510	этот принцип	2	4
511	если не	4	4
512	идея может	1	4
513	и действительно	1	4
514	не знал	2	4
515	бы не	1	4
516	героев в	2	4
517	установкой на	1	4
518	вследствие этого	1	4
519	нет в	1	4
520	здесь нет	2	4
521	то он	1	4
522	ибо не	1	4
523	то и	1	4
524	и если	3	4
525	по достоевскому	3	4
526	и лишь	2	4
527	он хочет	1	4
528	принимает форму	1	4
529	о своем	1	4
530	времени и	4	4
531	а лишь	1	4
532	вне его	1	4
533	сами по	2	4
534	к миру	2	4
535	только с	3	4
536	подполья и	1	4
537	что оно	2	4
538	тоже не	2	4
539	нет ни	3	4
540	перестает быть	1	4
541	романа но	1	4
542	в литературе	4	4
543	что с	2	4
544	со своим	2	4
545	бы с	1	4
546	и без	2	4
547	слова не	2	4
548	это было	1	4
549	об этом	4	4
550	а так	1	4
551	особенно в	3	4
552	жизнь и	2	4
553	героя к	2	4
554	это как	4	4
555	также и	1	4
556	единство романа	1	4
557	еще в	3	4
558	стороны и	1	4
559	него и	1	4
560	он боится	2	4
561	и прежде	1	4
562	это в	3	4
563	б м	2	4
564	таким же	1	4
565	ивана с	1	4
566	с героем	1	3
567	говорить о	1	3
568	глаза и	1	3
569	может служить	2	3
570	о чем	1	3
571	говорит о	3	3
572	а затем	5	3
573	то чтоб	1	3
574	голядкина в	1	3
575	но что	1	3
576	именно и	1	3
577	жизнь в	2	3
578	к другим	1	3
579	форме в	1	3
580	автор в	1	3
581	приходит в	1	3
582	исповедь ставрогина	1	3
583	мысли о	1	3
584	ставрогина и	1	3
585	ты сам	1	3
586	в письме	1	3
587	в записках	7	3
588	можно сказать	2	3
589	и отчасти	3	3
590	в данном	2	3
591	жизни а	1	3
592	мира достоевский	1	3
593	что этот	2	3
594	сам не	1	3
595	является как	1	3
596	и еще	2	3
597	настоящее время	2	3
598	в голове	1	3
599	одной из	7	3
600	достоевского является	2	3
601	как я	1	3
602	автор как	1	3
603	все без	1	3
604	в эти	1	3
605	свои собственные	1	3
606	от ее	2	3
607	только не	1	3
608	мы видим	3	3
609	по преимуществу	4	3
610	и среди	2	3
611	в братьях	6	3
612	так я	1	3
613	мы знаем	2	3
614	чем у	2	3
615	достоевского было	1	3
616	это очень	1	3
617	и человек	3	3
618	чем в	1	3
619	воспринимается как	1	3
620	к чему	1	3
621	что его	4	3
622	в таком	4	3
623	целом ряде	1	3
624	в изображении	2	3
625	в устах	2	3
626	человек в	1	3
627	между собой	2	3
628	иван карамазов	9	3
629	в смысле	1	3
630	слиться с	1	3
631	вводит в	1	3
632	и мир	3	3
633	в вечность	1	3
634	достоевского очень	1	3
635	не дает	1	3
636	ту же	4	3
637	совсем не	1	3
638	и та	2	3
639	себя на	1	3
640	лишь один	1	3
641	это действительно	1	3
642	и мы	1	3
643	это вовсе	1	3
644	и есть	2	3
645	значение в	2	3
646	и по	5	3
647	в последующем	1	3
648	чтобы не	1	3
649	в один	3	3
650	и особенно	1	3
651	мира достоевского	6	3
652	своего рода	7	3
653	так ли	2	3
654	такой человек	1	3
655	в основном	9	3
656	достоевского всегда	2	3
657	том или	1	3
658	своих героев	5	3
659	романа и	4	3
660	от этой	1	3
661	и делает	1	3
662	кто же	2	3
663	сводится к	2	3
664	себе не	3	3
665	с иваном	3	3
666	и одновременно	1	3
667	бедного чиновника	1	3
668	обращается к	1	3
669	его сознания	1	3
670	так вот	2	3
671	свое лицо	2	3
672	них он	1	3
673	литературе о	1	3
674	я тогда	1	3
675	все они	1	3
676	братьях карамазовых	7	3
677	не является	3	3
678	это все	2	3
679	а может	2	3
680	и уже	1	3
681	говорят что	1	3
682	еще один	1	3
683	мышкина и	2	3
684	им в	1	3
685	вячеслав иванов	1	3
686	глубокое и	1	3
687	если мы	1	3
688	мог бы	1	3
689	со своими	2	3
690	в сознании	1	3
691	есть только	1	3
692	не из	1	3
693	же он	1	3
694	во времени	3	3
695	в настоящее	1	3
696	его можно	1	3
697	человека но	3	3
698	достоевский был	1	3
699	связан с	4	3
700	данном случае	2	3
701	сам в	1	3
702	столкновение с	1	3
703	сколько в	1	3
704	ненависть к	1	3
705	романного мира	3	3
706	что так	1	3
707	ее в	3	3
708	не способен	1	3
709	в других	1	3
710	у нас	2	3
711	в повести	5	3
712	однако не	1	3
713	себе что	1	3
714	в руках	1	3
715	дело в	4	3
716	места в	1	3
717	их взаимоотношения	1	3
718	всего романа	2	3
719	или даже	2	3
720	для героев	1	3
721	была для	1	3
722	так в	1	3
723	но уже	2	3
724	которой он	2	3
725	того или	1	3
726	а к	1	3
727	тут и	3	3
728	сказать о	1	3
729	он говорит	3	3
730	здесь достоевский	1	3
731	достоевского совершенно	1	3
732	строится как	1	3
733	из этих	1	3
734	уже после	2	3
735	у ивана	1	3
736	резко отличается	1	3
737	только то	1	3
738	несколько раз	2	3
739	человека и	6	3
740	признать что	1	3
741	карамазова и	2	3
742	человек как	3	3
743	его романе	1	3
744	связи между	1	3
745	что на	3	3
746	в пространстве	2	3
747	же в	1	3
748	себе он	1	3
749	нуждается в	2	3
750	то все	2	3
751	противоречии с	1	3
752	себе а	1	3
753	мы наблюдаем	2	2
754	и другие	4	2
755	в душе	4	2
756	в настоящем	2	2
757	а ты	1	2
758	указывает на	2	2
759	самого себя	1	2
760	которая в	1	2
761	его построения	1	2
762	все позволено	1	2
763	и имеет	1	2
764	для раскольникова	1	2
765	из всех	5	2
766	нечего сказать	1	2
767	его он	1	2
768	но тем	1	2
769	одно из	1	2
770	не столько	4	2
771	роман в	1	2
772	все произведение	1	2
773	была идея	1	2
774	мышкина с	1	2
775	как достоевский	2	2
776	вот что	1	2
777	относится и	1	2
778	представляется ему	1	2
779	по природе	6	2
780	из нее	1	2
781	для осуществления	1	2
782	что весь	1	2
783	идеями в	1	2
784	меня в	2	2
785	художественный мир	1	2
786	собой не	1	2
787	роль в	2	2
788	случайно и	1	2
789	весь роман	2	2
790	теперь не	1	2
791	из героев	1	2
792	сделать его	1	2
793	и того	2	2
794	личности не	2	2
795	во все	1	2
796	еще далеко	1	2
797	всегда с	3	2
798	достоевского никогда	1	2
799	было в	2	2
800	не согласиться	1	2
801	изображения мира	1	2
802	не между	1	2
803	и иван	2	2
804	в противоположность	1	2
805	только как	2	2
806	и свое	1	2
807	но даже	1	2
808	которых я	1	2
809	в этот	3	2
810	он ищет	1	2
811	достоевского его	1	2
812	с помощью	1	2
813	когда она	1	2
814	из письма	1	2
815	тон рассказа	2	2
816	его именно	1	2
817	нужно быть	1	2
818	чем его	1	2
819	что еще	1	2
820	всю жизнь	1	2
821	даже с	1	2
822	отметить что	1	2
823	же его	1	2
824	он писал	2	2
825	до того	1	2
826	свою очередь	2	2
827	социальной действительности	2	2
828	перед ним	1	2
829	за другом	1	2
830	на ней	2	2
831	художественного изображения	1	2
832	но ни	1	2
833	пока еще	1	2
834	то такой	1	2
835	идея в	1	2
836	я с	1	2
837	а вот	1	2
838	с большим	3	2
839	быть в	1	2
840	нигде не	1	2
841	их сознания	1	2
842	не вошел	1	2
843	мы чувствуем	1	2
844	бросает в	1	2
845	да он	1	2
846	к этому	4	2
847	он живет	2	2
848	отказаться от	4	2
849	героя то	1	2
850	к этим	1	2
851	энгельгардт в	1	2
852	вся эта	1	2
853	достоевский говорит	1	2
854	толстого и	1	2
855	собой в	2	2
856	с одной	2	2
857	теперь же	1	2
858	на том	2	2
859	есть у	1	2
860	в раннем	1	2
861	так он	1	2
862	начала и	1	2
863	меня но	1	2
864	а и	1	2
865	его но	1	2
866	достоевского для	2	2
867	в качестве	2	2
868	из мертвых	1	2
869	иного рода	1	2
870	героем достоевского	1	2
871	находит свое	1	2
872	замысла и	1	2
873	в самые	1	2
874	не мир	1	2
875	одного момента	1	2
876	и других	5	2
877	алеши и	1	2
878	в идее	1	2
879	отношений к	1	2
880	из уст	1	2
881	и она	1	2
882	же как	3	2
883	одном из	2	2
884	и перед	1	2
885	письме к	1	2
886	представляется нам	1	2
887	больше всего	1	2
888	героя для	1	2
889	же касается	1	2
890	за границей	1	2
891	был не	1	2
892	не нужно	2	2
893	делает его	1	2
894	в преступлении	12	2
895	что их	1	2
896	что как	2	2
897	в противоречии	1	2
898	не был	4	2
899	братьев карамазовых	4	2
900	я его	1	2
901	в канцелярии	1	2
902	того в	1	2
903	для создания	1	2
904	диалоге с	1	2
905	приводит его	1	2
906	не он	1	2
907	человека он	1	2
908	ведь в	1	2
909	ли это	2	2
910	или же	1	2
911	в роман	3	2
912	с героями	2	2
913	никого не	1	2
914	своего времени	1	2
915	достоевского имеет	1	2
916	м энгельгардт	2	2
917	и является	1	2
918	идеи как	1	2
919	главного героя	3	2
920	важно не	1	2
921	почти всегда	1	2
922	вот в	2	2
923	человек так	1	2
924	от идеи	1	2
925	должны были	1	2
926	у которого	1	2
927	образ человека	2	2
928	нем и	2	2
929	в личном	1	2
930	что для	3	2
931	его личности	1	2
932	и ставит	1	2
933	столь же	2	2
934	ней в	1	2
935	художественного произведения	1	2
936	из этого	1	2
937	которые были	1	2
938	отнюдь не	9	2
939	раскольников и	2	2
940	после убийства	1	2
941	не случайно	6	2
942	одного и	1	2
943	становится объектом	1	2
944	романы достоевского	3	2
945	в статье	2	2
946	к сожалению	1	2
947	мире и	1	2
948	романа это	2	2
949	не так	5	2
950	очень важно	2	2
951	прямо и	1	2
952	а потому	1	2
953	из возможных	1	2
954	и этот	1	2
955	идея у	1	2
956	его собственное	1	2
957	исповедь ипполита	1	2
958	известно что	4	2
959	на западе	1	2
960	девушкина но	1	2
961	в литературной	2	2
962	как один	1	2
963	на первом	2	2
964	рассказа и	1	2
965	и должно	2	2
966	стремление достоевского	2	2
967	с каким-то	1	2
968	это сказать	1	2
969	человек с	2	2
970	это уже	7	2
971	тогда в	1	2
972	здесь он	1	2
973	к сознанию	1	2
974	для них	2	2
975	разобраться в	1	2
976	художественные проблемы	1	2
977	и вполне	1	2
978	второй части	2	2
979	одну и	1	2
980	сюжета и	1	2
981	во что	2	2
982	есть лишь	1	2
983	от своего	1	2
984	с ней	1	2
985	их и	1	2
986	произведения в	1	2
987	в россии	5	2
988	вихревое движение	1	2
989	свой собственный	1	2
990	к его	1	2
991	жизнь идеи	1	2
992	подхода к	3	2
993	человека по	1	2
994	не имеет	2	2
995	русского романа	1	2
996	все как	1	2
997	авантюрного романа	1	2
998	на всю	1	2
999	не давая	1	2
1000	художественный образ	1	2
1001	сравнительно с	1	2
1002	мы переходим	1	2
1003	она была	1	2
1004	со всех	1	2
1005	и между	1	2
1006	в свою	8	2
1007	но затем	1	2
1008	не знаю	1	2
1009	героем и	1	2
1010	до достоевского	1	2
1011	но лишь	1	2
1012	всего на	1	2
1013	в душу	1	2
1014	очень хорошо	1	2
1015	замысел достоевского	1	2
1016	ее с	1	2
1017	целый ряд	1	2
1018	времени отсюда	1	2
1019	чем не	1	2
1020	в истории	2	2
1021	было и	1	2
1022	а во	2	2
1023	двойника не	1	2
1024	он дает	1	2
1025	ибо он	1	2
1026	мне не	1	2
1027	непосредственно в	1	2
1028	заметить что	1	2
1029	определение романа	1	2
1030	своего я	2	2
1031	их с	1	2
1032	в образе	4	2
1033	за пределами	1	2
1034	и сознание	1	2
1035	первых произведениях	1	2
1036	только его	1	2
1037	идей и	2	2
1038	действительности не	1	2
1039	жизни не	2	2
1040	найти в	1	2
1041	в другое	1	2
1042	проникает в	2	2
1043	ответ на	1	2
1044	в прямом	2	2
1045	и резкое	1	2
1046	и события	1	2
1047	произведения как	1	2
1048	человеком а	1	2
1049	записках из	6	2
1050	в поэзии	1	2
1051	в полифоническом	1	2
1052	в художественной	1	2
1053	одна и	1	2
1054	уже все	1	2
1055	для всего	1	2
1056	пространстве а	2	2
1057	сам себе	3	2
1058	чем он	1	2
1059	что каждый	1	2
1060	в движение	1	2
1061	только он	1	2
1062	в г	1	2
1063	и тут	2	2
1064	материал для	1	2
1065	образом в	1	2
1066	от всех	2	2
1067	в силах	1	2
1068	вот это	1	2
1069	в стороне	2	2
1070	положение в	1	2
1071	несколько часов	1	2
1072	в какой	1	2
1073	как она	2	2
1074	знал что	1	2
1075	является не	1	2
1076	должен быть	1	2
1077	единство и	1	2
1078	федора павловича	1	2
1079	не все	2	2
1080	отсюда же	2	2
1081	сюжета в	2	2
1082	друг за	1	2
1083	мир по	2	2
1084	перед тем	2	2
1085	и эти	1	2
1086	достоевского был	1	2
1087	а просто	1	2
1088	между сознаниями	1	2
1089	и ни	1	2
1090	одну из	1	2
1091	характерный для	1	2
1092	что достоевский	10	2
1093	принцип изображения	1	2
1094	во второй	3	2
1095	но она	2	2
1096	и обратно	1	2
1097	к которой	1	2
1098	что идея	2	2
1099	в рамках	1	2
1100	всех его	1	2
1101	же самое	1	2
1102	в книге	3	2
1103	свое последнее	1	2
1104	к ней	3	2
1105	разрезе одного	1	2
1106	элементов в	1	2
1107	во многом	8	2
1108	или другом	1	2
1109	одно только	1	2
1110	того времени	1	2
1111	не успел	1	2
1112	это из	1	2
1113	для своих	1	2
1114	все более	2	2
1115	же это	1	2
1116	человек не	1	2
1117	надо было	2	2
1118	может и	1	2
1119	характер в	2	2
1120	себя но	2	2
1121	внедряется в	1	2
1122	к идее	1	2
1123	за их	1	2
1124	не к	2	2
1125	идеологический роман	1	2
1126	обессилена и	1	1
1127	доминантой характера	2	1
1128	понимали и	1	1
1129	не выступает	1	1
1130	буквально нечего	1	1
1131	утвердить свою	1	1
1132	он приходит	2	1
1133	мышкин настасья	1	1
1134	был и	1	1
1135	действительность становится	1	1
1136	если так	1	1
1137	личности это	2	1
1138	сам сознает	1	1
1139	бы мир	1	1
1140	для всех	1	1
1141	еще раз	1	1
1142	можно говорить	1	1
1143	отвечает на	1	1
1144	глубоко связан	1	1
1145	этого в	1	1
1146	на эти	2	1
1147	создания такой	1	1
1148	в момент	5	1
1149	романном мире	1	1
1150	подпольного человека	14	1
1151	как носитель	1	1
1152	торжество времени	1	1
1153	к этой	1	1
1154	тем поразительнее	1	1
1155	части мы	1	1
1156	и люди	1	1
1157	познания и	2	1
1158	в сферу	2	1
1159	важно для	1	1
1160	сверх того	1	1
1161	в применении	1	1
1162	мог знать	1	1
1163	собственной личности	2	1
1164	работе идеологический	1	1
1165	них за	1	1
1166	и когда	2	1
1167	достоевского можно	3	1
1168	социальное положение	1	1
1169	а у	1	1
1170	формы в	1	1
1171	одно общее	1	1
1172	этот момент	2	1
1173	сцен и	1	1
1174	оставляет за	1	1
1175	человек есть	1	1
1176	жить и	1	1
1177	социальной и	1	1
1178	сам автор	2	1
1179	и быстрота	1	1
1180	и двух	1	1
1181	что человек	3	1
1182	общения с	2	1
1183	нас в	1	1
1184	притом это	1	1
1185	и достоевский	5	1
1186	не являются	1	1
1187	всего возникает	1	1
1188	самом же	1	1
1189	требует от	1	1
1190	перед самим	1	1
1191	автор же	1	1
1192	какое место	1	1
1193	но автор	1	1
1194	связь между	1	1
1195	идеология достоевского	1	1
1196	ни слова	1	1
1197	и видимо	1	1
1198	у пушкина	5	1
1199	всей ее	1	1
1200	одновременно все	2	1
1201	сходно с	1	1
1202	глубокой и	1	1
1203	человека человека	1	1
1204	и самые	1	1
1205	люди и	1	1
1206	обступили и	1	1
1207	а напротив	1	1
1208	или во	1	1
1209	был за	1	1
1210	в материал	2	1
1211	на которых	1	1
1212	зрения извне	1	1
1213	автора достоевского	1	1
1214	мне кажется	1	1
1215	проблемы в	2	1
1216	в гоголевской	1	1
1217	ему тоже	1	1
1218	общественный строй	1	1
1219	ставрогина в	2	1
1220	мысль о	3	1
1221	его произведений	2	1
1222	из самых	1	1
1223	но по	1	1
1224	вы мне	1	1
1225	форму и	1	1
1226	с настасьей	1	1
1227	или на	1	1
1228	мне надо	3	1
1229	и требует	1	1
1230	впервые отчетливо	1	1
1231	по старой	1	1
1232	в стремлении	1	1
1233	его романного	1	1
1234	так это	1	1
1235	давно уже	2	1
1236	достоевским как	3	1
1237	золотом веке	1	1
1238	с ума	1	1
1239	я могу	1	1
1240	начинается с	1	1
1241	творчеству достоевского	1	1
1242	в собственном	1	1
1243	что по	1	1
1244	в точном	1	1
1245	все сосуществует	1	1
1246	всеми его	1	1
1247	его все	1	1
1248	подполья с	1	1
1249	другом месте	1	1
1250	мы только	1	1
1251	только для	2	1
1252	но почему	1	1
1253	через три	1	1
1254	но какие	1	1
1255	за ней	1	1
1256	введение в	1	1
1257	авторская позиция	1	1
1258	своем творчестве	1	1
1259	он по	1	1
1260	мучений и	1	1
1261	свою собственную	1	1
1262	верит что	1	1
1263	принцип построения	1	1
1264	но мы	1	1
1265	художественное произведение	1	1
1266	на таком	1	1
1267	так например	3	1
1268	на первый	1	1
1269	достоевского ибо	2	1
1270	достоевский изображает	2	1
1271	связано с	1	1
1272	устах ивана	1	1
1273	достоевского таким	1	1
1274	всякого рода	2	1
1275	а вместе	1	1
1276	нам представляется	2	1
1277	нашу задачу	1	1
1278	время с	1	1
1279	петрович голядкин	1	1
1280	в дальнейшем	7	1
1281	при полном	1	1
1282	достоевского может	2	1
1283	первый взгляд	1	1
1284	сам же	1	1
1285	от внешней	1	1
1286	действительности в	2	1
1287	его лица	2	1
1288	он изображает	1	1
1289	а скорее	1	1
1290	героя проявляется	1	1
1291	так начинается	1	1
1292	как справедливо	1	1
1293	на этой	1	1
1294	героя или	1	1
1295	не существует	3	1
1296	изображает как	1	1
