N	3gram	Losev_Dial	Marksizm
102	в чем же	2	2
103	независимо от того	1	2
104	до тех пор	1	2
105	и та же	3	2
106	ни в коем	4	2
107	как и все	5	2
108	но что он	1	2
109	так же как	2	2
110	не есть объект	1	2
111	есть прежде всего	4	2
112	же как и	1	2
113	существует таким образом	2	2
114	с тем что	1	2
115	одна и та	3	2
116	не есть вещь	1	2
117	вопрос о том	1	2
118	это и есть	4	2
119	прежде всего в	1	2
120	тот или иной	2	2
121	переход от одного	1	1
122	и в целях	1	1
123	имеет в виду	1	1
124	имели в виду	1	1
125	это не значит	1	1
126	взятая сама по	1	1
127	все это –	1	1
128	нуждаются ни в	1	1
129	здесь говорить о	1	1
130	ни в каком	8	1
131	и даже не	2	1
132	в конечном счете	1	1
133	если только оно	1	1
134	что это –	1	1
135	он и мыслит	2	1
136	в нем не	2	1
137	никогда не будет	1	1
138	как одна из	1	1
139	было бы в	1	1
140	ни о какой	1	1
141	нем нет никакого	2	1
142	не менее чем	1	1
143	в течение веков	1	1
144	по сравнению с	1	1
145	точки зрения она	1	1
146	принимая во внимание	1	1
147	из этих двух	1	1
148	и в таком	1	1
149	прежде всего –	1	1
150	есть в сущности	2	1
151	имеется в виду	5	1
152	то или иное	4	1
153	того или другого	3	1
154	можно прямо сказать	1	1
155	материальная вещь но	1	1
156	в каком же	1	1
157	не менее в	1	1
158	и даже в	1	1
159	говоря уже о	6	1
160	этих двух сфер	1	1
161	с этой точки	4	1
162	в жизни и	1	1
163	он не может	3	1
164	вовсе не в	3	1
165	теперь мы можем	1	1
166	не только его	2	1
167	в учении о	1	1
168	это не есть	3	1
169	неотделим от нее	1	1
170	но они не	2	1
171	по природе своей	1	1
172	что в них	1	1
173	только при условии	1	1
174	него есть только	1	1
175	дело вовсе не	1	1
176	которую можно назвать	1	1
177	и во всякой	1	1
178	личность с ее	1	1
179	может быть только	1	1
180	сам по себе	6	1
181	этого совершенно не	1	1
182	приходится говорить об	1	1
183	мыслить и говорить	1	1
184	не имеет значения	2	1
185	в каком случае	2	1
186	но что такое	4	1
187	что он сам	1	1
188	не чем иным	1	1
189	во-первых с точки	1	1
190	в особенности же	1	1
191	чем иным как	1	1
192	таким образом что	1	1
193	уже по самой	1	1
194	а в слове	1	1
195	от нее это	1	1
196	отношении к нему	1	1
197	том что все	1	1
198	как бы по	1	1
199	он исходит из	1	1
200	но также и	1	1
201	точки зрения в	2	1
202	но даже и	3	1
203	не только не	7	1
204	если он хочет	1	1
205	имеет место в	1	1
206	хотя бы только	2	1
207	и в основе	1	1
208	его живыми силами	1	1
209	как раз и	3	1
210	и вопрос о	1	1
211	друг на друга	1	1
212	по себе а	2	1
213	это вовсе не	1	1
214	но то что	2	1
215	оно – не	1	1
216	все это не	2	1
217	это значит что	25	1
218	есть только одна	1	1
219	и делает его	1	1
220	личность и ее	2	1
221	быть и для	1	1
222	не нуждаются ни	1	1
223	перед нами не	1	1
224	но и самого	1	1
225	по самой своей	1	1
226	имеет общего с	1	1
227	и в этой	1	1
228	коем случае не	4	1
229	зрения она не	1	1
230	момент – в	2	1
231	для него есть	1	1
232	на эти вопросы	1	1
233	но прежде всего	1	1
234	и потому она	1	1
235	равно как и	2	1
236	и во всяком	1	1
237	к чему не	1	1
238	значением в отличие	1	1
239	в обычных условиях	1	1
240	а вместе с	1	1
241	мы скажем что	1	1
242	что иное как	6	1
243	все то же	1	1
244	данной эпохи и	1	1
245	потому что их	1	1
246	ничего не имеет	1	1
247	речь может идти	1	1
248	это – чисто	1	1
249	не имеет никакого	3	1
250	и следовательно не	1	1
251	значит что в	1	1
252	не может выйти	1	1
253	то откуда же	1	1
254	или же он	1	1
255	ничем не отличается	4	1
256	с другой –	1	1
257	этой точки зрения	4	1
258	той же самой	1	1
259	как же может	1	1
260	может быть в	1	1
261	но это –	2	1
262	мы как раз	2	1
263	он – не	1	1
264	для себя и	1	1
265	можно говорить лишь	1	1
266	как только мы	3	1
267	не отличается от	4	1
268	вещь или процесс	2	1
269	в то время	6	1
270	в себе не	2	1
271	фактический материал и	1	1
272	но что же	1	1
273	не имеет общего	1	1
274	не говоря уже	6	1
275	же может быть	1	1
276	но и все	1	1
277	не что иное	6	1
278	ни одна из	1	1
279	с той или	1	1
280	его жизни и	1	1
281	пределах одной и	1	1
282	в других областях	1	1
283	природы в этом	1	1
284	в лучшем случае	2	1
285	и все его	1	1
286	мы только что	1	1
287	подобно тому как	5	1
288	вообще не имеет	1	1
289	никакого отношения к	3	1
290	с другими типами	1	1
291	не зависит от	1	1
292	мы не видим	2	1
293	и что в	1	1
294	чрезвычайно близка к	1	1
295	уже о том	3	1
296	может быть выражено	1	1
297	не утверждаем что	1	1
298	в таком виде	1	1
299	то в нем	1	1
300	но теперь мы	1	1
301	ни к чему	1	1
302	в основе своей	1	1
303	что же такое	3	1
304	то что они	1	1
305	во всем этом	1	1
306	– так можно	1	1
307	и не нуждаются	1	1
308	прямо сказать что	1	1
309	общего не имеет	1	1
310	на котором она	1	1
311	и пр –	1	1
312	не как с	1	1
313	в виду что	2	1
314	мы не можем	2	1
315	ровно ничего не	8	1
316	ни о каком	1	1
317	мы уже сказали	2	1
