N	2gram	Vinokur_Ku	KFilosof
289	и общее	1	2
290	и как	3	2
291	лишь с	3	2
292	что он	7	2
293	в соответствии	6	2
294	но я	1	2
295	и именно	3	2
296	есть именно	1	2
297	выход из	2	2
298	чтобы дать	2	2
299	место и	1	2
300	и просто	1	2
301	как в	6	2
302	от этого	4	2
303	смысла и	2	2
304	это было	2	2
305	в это	3	2
306	следует конечно	1	2
307	и смысловой	1	2
308	ли это	4	2
309	не нужно	1	2
310	ничего общего	2	2
311	можно и	1	2
312	все они	1	2
313	этого слова	8	2
314	поскольку она	1	2
315	к этому	4	2
316	и потому	6	2
317	было и	1	2
318	его и	1	2
319	может иметь	3	2
320	ведь это	1	2
321	а с	3	2
322	в данном	8	2
323	и других	1	2
324	же с	1	2
325	вопрос о	11	2
326	раз и	1	2
327	мысль и	2	2
328	она не	1	2
329	потому что	40	2
330	того чтобы	25	2
331	то ни	2	2
332	совсем не	1	2
333	быть не	2	2
334	с этого	1	2
335	другое дело	2	2
336	суждения и	1	2
337	дело не	4	2
338	к себе	4	2
339	кажется что	1	2
340	не будет	1	2
341	в него	1	2
342	именно на	1	2
343	на нем	1	2
344	а по	1	2
345	говорить о	5	2
346	содержания и	2	2
347	свою жизнь	1	2
348	что эта	1	2
349	для этого	6	2
350	отношении к	1	2
351	мы получим	1	2
352	не из	1	2
353	этот факт	1	2
354	же время	4	2
355	их для	1	2
356	думать что	1	2
357	или иное	2	2
358	это только	5	2
359	имеем в	1	2
360	в этой	8	2
361	разве не	2	2
362	он и	1	2
363	стороны ее	1	2
364	соответствии с	5	2
365	и под	3	2
366	место не	1	2
367	есть категория	1	2
368	но есть	2	2
369	что есть	1	2
370	своем месте	1	2
371	но нет	1	2
372	это можно	1	2
373	что только	2	2
374	выход в	1	2
375	слова в	7	2
376	научного мышления	1	2
377	или иной	3	2
378	с его	4	2
379	в области	15	2
380	его к	5	2
381	как предмет	1	2
382	а как	1	2
383	себе как	1	2
384	чтобы не	1	2
385	то или	3	2
386	эти различения	1	2
387	едва ли	1	2
388	одного и	2	2
389	вся эта	2	2
390	гораздо более	6	2
391	сам этот	1	2
392	для самого	3	1
393	данной области	1	1
394	всего в	2	1
395	себя много	1	1
396	более не	1	1
397	в самом	20	1
398	и к	1	1
399	на почве	2	1
400	они имеют	1	1
401	именно к	1	1
402	и могло	1	1
403	поможет нам	1	1
404	утверждать что	2	1
405	и оба	1	1
406	было показано	1	1
407	только не	1	1
408	понятий и	1	1
409	влечет за	1	1
410	во втором	2	1
411	время есть	1	1
412	все что	1	1
413	как это	6	1
414	до сих	5	1
415	и он	4	1
416	следовательно у	1	1
417	собой и	1	1
418	можно говорить	4	1
419	само слово	1	1
420	не выходит	1	1
421	не нужна	1	1
422	что язык	7	1
423	ничем не	1	1
424	так как	16	1
425	от единства	1	1
426	в последнем	2	1
427	как таковой	2	1
428	же и	4	1
429	например что	2	1
430	как с	2	1
431	превосходной книге	1	1
432	как единство	1	1
433	только что	2	1
434	и было	3	1
435	такова же	1	1
436	самого себя	1	1
437	как содержание	1	1
438	первом случае	1	1
439	факта что	1	1
440	переходит в	2	1
441	отсюда для	1	1
442	зависит от	1	1
443	вообще а	2	1
444	его превосходной	1	1
445	на том	4	1
446	следует из	1	1
447	значение для	1	1
448	мог бы	1	1
449	здесь то	1	1
450	смысле слова	3	1
451	культуры из	1	1
452	и должно	2	1
453	смысл которого	1	1
454	отношения к	2	1
455	это лишь	1	1
456	развивается как	1	1
457	найти и	1	1
458	и некоторым	1	1
459	момента в	1	1
460	несмотря на	6	1
461	мысль в	1	1
462	была бы	5	1
463	освободиться от	1	1
464	из всех	1	1
465	то для	2	1
466	в определенных	2	1
467	для всего	1	1
468	может возникнуть	1	1
469	теоретического содержания	1	1
470	это значит	1	1
471	хотя и	7	1
472	его но	1	1
473	же мысль	1	1
474	в соответствующих	1	1
475	ни на	1	1
476	или нет	1	1
477	необходимо если	1	1
478	как раз	10	1
479	и иное	1	1
480	в литературе	1	1
481	к такому	2	1
482	никогда бы	1	1
483	день и	1	1
484	ее в	2	1
485	и говорить	1	1
486	находятся в	1	1
487	поэтому в	1	1
488	подписаться под	1	1
489	можно сказать	6	1
490	значит не	1	1
491	не содержит	1	1
492	так по	1	1
493	одно из	3	1
494	теряет свою	2	1
495	притом не	1	1
496	быть противопоставлен	1	1
497	в отношении	2	1
498	это слово	7	1
499	однако он	2	1
500	же не	1	1
501	его от	1	1
502	в результате	8	1
503	здесь в	1	1
504	и индивидуальное	1	1
505	они будут	1	1
506	есть это	1	1
507	самого по	1	1
508	важным для	1	1
509	этот термин	2	1
510	смысле этого	5	1
511	и целого	1	1
512	то только	3	1
513	бы что	1	1
514	основана на	1	1
515	имеют смысл	1	1
516	научного и	1	1
517	что между	2	1
518	все равно	4	1
519	лежит в	1	1
520	связанная с	2	1
521	она становится	1	1
522	слова мы	1	1
523	самого и	1	1
524	совершенно несправедливо	1	1
525	самого термина	1	1
526	творчества и	1	1
527	связь с	1	1
528	к настоящему	2	1
529	в конечном	3	1
530	чем в	3	1
531	их не	1	1
532	поэтому и	1	1
533	первая часть	1	1
534	его действительный	1	1
535	в зависимости	7	1
536	бы только	1	1
537	и даже	5	1
538	к его	1	1
539	что ему	1	1
540	языка это	5	1
541	имеет смысл	1	1
542	в духе	3	1
543	вместо того	1	1
544	утверждение что	2	1
545	но он	2	1
546	образом в	3	1
547	есть проблема	1	1
548	не более	1	1
549	конечно и	3	1
550	политика в	3	1
551	отличаются от	1	1
552	в которой	7	1
553	или в	5	1
554	следующие строки	1	1
555	в первом	3	1
556	и конкретными	1	1
557	никем и	1	1
558	трудно бывает	1	1
559	этого не	5	1
560	когда оно	2	1
561	и с	11	1
562	всегда в	2	1
563	его собственном	1	1
564	жизнь в	2	1
565	как таковая	1	1
566	проблемы в	1	1
567	и приводит	1	1
568	все дело	3	1
569	это положение	2	1
570	показать что	2	1
571	их смысле	1	1
572	можно быть	1	1
573	отличен от	1	1
574	отчетливо и	1	1
575	что историческое	1	1
576	свой смысл	1	1
577	позицию по	1	1
578	и законов	1	1
579	значения как	1	1
580	сказать и	1	1
581	потому должен	1	1
582	в ткань	1	1
583	а то	2	1
584	на месте	2	1
585	и иначе	1	1
586	превращается в	4	1
587	и индивидуального	1	1
588	конечном счете	2	1
589	систему и	1	1
590	совершенно правильно	1	1
591	же будет	1	1
592	между прочим	4	1
593	более что	1	1
594	в стороне	2	1
595	ссылки на	1	1
596	тем же	2	1
597	этом последнем	1	1
598	характер и	2	1
599	в живом	2	1
600	то все	1	1
601	в какой	7	1
602	как о	2	1
603	как не	4	1
604	только через	1	1
605	предметом не	1	1
606	может стать	1	1
607	помнить что	1	1
608	имеет дело	1	1
609	их в	1	1
610	ведь и	2	1
611	осталась бы	2	1
612	вследствие того	2	1
613	а именно	4	1
614	возможно и	1	1
615	большинстве случаев	3	1
616	а их	1	1
617	здесь дело	2	1
618	и так	1	1
619	вместе с	8	1
620	на этом	4	1
621	смысловой и	1	1
622	в этих	5	1
623	его все	1	1
624	есть только	1	1
625	противном случае	2	1
626	бы условиях	1	1
627	в живой	1	1
628	связи между	1	1
629	они не	4	1
630	и утверждается	1	1
631	приводит к	3	1
632	на все	3	1
633	тем или	1	1
634	а действительно	2	1
635	отличается от	2	1
636	который я	1	1
637	нужно еще	1	1
638	между ними	2	1
639	зависимости от	9	1
640	том смысле	2	1
641	но уже	6	1
642	следовательно и	2	1
643	как индивидуальная	2	1
644	на его	3	1
645	в известном	2	1
646	а только	10	1
647	он если	1	1
648	бы совершенно	1	1
649	об этом	4	1
650	найти себя	1	1
651	много и	1	1
652	всего можно	1	1
653	она и	1	1
654	культуры в	1	1
655	но никто	1	1
656	и таким	1	1
657	к тому	8	1
658	в одной	1	1
659	сих пор	5	1
660	научных и	1	1
661	мысли в	1	1
662	действительности и	1	1
663	приобретает значение	2	1
664	относиться к	1	1
665	действительный смысл	1	1
666	определяется не	1	1
667	этот процесс	1	1
668	дело лишь	2	1
669	к той	1	1
670	нет он	1	1
671	не был	2	1
672	другом случае	1	1
673	только для	3	1
674	где ее	1	1
675	я позволю	2	1
676	с этим	6	1
677	но оно	2	1
678	где и	1	1
679	что эти	4	1
680	в мою	1	1
681	нет ничего	1	1
682	перестает быть	1	1
683	должен был	1	1
684	во всяком	8	1
685	здесь как	3	1
686	только от	1	1
687	именно как	1	1
688	необходимое условие	1	1
689	действительного и	1	1
690	том случае	3	1
691	как таковому	1	1
692	нуждается в	5	1
693	но может	1	1
694	мысли что	1	1
695	мы можем	2	1
696	не является	2	1
697	шире и	1	1
698	но с	2	1
699	только к	2	1
700	если оно	1	1
701	из первого	1	1
702	книге о	1	1
703	жива и	1	1
704	в действительности	2	1
705	где эти	1	1
706	и такие	1	1
707	как целое	1	1
708	каких бы	1	1
709	как факт	1	1
710	что мы	6	1
711	в последней	1	1
712	значит что	1	1
713	это понятие	1	1
714	как начало	1	1
715	которую мы	1	1
716	с основной	2	1
717	то этот	1	1
718	не имеют	3	1
719	быть лучше	1	1
720	как одно	1	1
721	этой своей	1	1
722	их развития	1	1
723	отношении я	1	1
724	и мысли	2	1
725	в лучшем	1	1
726	более чем	1	1
727	мы уже	1	1
728	что мне	1	1
729	которой и	2	1
730	всю свою	1	1
731	в основных	1	1
732	не решает	1	1
733	во все	2	1
734	на некоторых	1	1
735	совпадает с	1	1
736	можно установить	1	1
737	всяком случае	8	1
738	эти слова	1	1
739	мы признаем	1	1
740	его не	1	1
741	не знаю	2	1
742	ни один	1	1
743	который по	2	1
744	так чтобы	1	1
745	не тот	1	1
746	и иных	1	1
747	также и	7	1
748	ту же	6	1
749	но во	1	1
750	делает своим	1	1
751	о возможности	2	1
752	но эти	1	1
753	их истинность	1	1
754	каком бы	1	1
755	но ему	1	1
756	этом пути	1	1
757	субъекта и	1	1
758	а через	1	1
759	не это	1	1
760	мы должны	2	1
761	по поводу	2	1
762	слова и	8	1
763	в искусстве	2	1
764	как свой	1	1
765	и уже	2	1
766	когда он	4	1
767	субъекта в	1	1
768	только тогда	4	1
769	и теперь	1	1
770	живет и	5	1
771	оправдания не	1	1
772	а некоторый	2	1
773	не могло	1	1
774	не носит	1	1
775	только на	1	1
776	должны быть	4	1
777	в истинности	1	1
778	между отдельными	1	1
779	в которую	1	1
780	он должен	2	1
781	таким путем	1	1
782	смысл который	1	1
783	не с	4	1
784	может служить	4	1
785	за собой	2	1
786	его делает	1	1
787	с него	2	1
788	в различных	1	1
789	нового времени	1	1
790	связь между	1	1
791	он за	1	1
792	всего что	2	1
793	жизни это	1	1
794	в форме	3	1
795	но только	5	1
796	говоря о	1	1
797	единого в	1	1
798	главным образом	3	1
799	самого смысла	1	1
800	нечего делать	1	1
801	имеем здесь	1	1
802	уже и	3	1
803	пр и	2	1
804	что ее	1	1
805	в истории	3	1
806	он есть	3	1
807	первые три	1	1
808	этих случаях	2	1
809	в каких	2	1
810	себе в	3	1
811	в большинстве	3	1
812	до того	2	1
813	свою очередь	4	1
814	это единственная	1	1
815	любви к	2	1
816	признать что	1	1
817	связанных с	2	1
818	всего этого	1	1
819	другой и	1	1
820	не раз	3	1
821	когда мы	3	1
822	единицы и	1	1
823	в данных	2	1
824	поскольку оно	2	1
825	я в	2	1
826	же на	1	1
827	за этим	2	1
828	в моей	1	1
829	пока еще	1	1
830	не становится	1	1
831	вообще и	2	1
832	которого является	1	1
833	и где	2	1
834	не подлежит	1	1
835	конца и	1	1
836	что подобные	1	1
837	являются лишь	1	1
838	невозможен и	1	1
839	не для	2	1
840	настоящее время	2	1
841	него здесь	1	1
842	невозможна в	1	1
843	следует что	6	1
844	она может	1	1
845	к следующему	1	1
846	своей жизни	1	1
847	если мы	5	1
848	факт признания	1	1
849	этих последних	1	1
850	образом то	1	1
851	а скорее	1	1
852	и во	1	1
853	той же	5	1
854	и др	1	1
855	человеческой жизни	1	1
856	это много	1	1
857	все содержание	1	1
858	о его	1	1
859	но прежде	1	1
860	даже для	2	1
861	одной из	1	1
862	в нашем	8	1
863	находится в	2	1
864	ее можно	1	1
865	жизни каждая	1	1
866	как я	2	1
867	и от	2	1
868	относится к	3	1
869	настоящему моменту	1	1
870	что все	6	1
871	живое слово	1	1
872	мы будем	1	1
873	можно конечно	1	1
874	с которым	1	1
875	и смысла	1	1
876	столь же	2	1
877	том же	3	1
878	же в	5	1
879	это что	1	1
880	что она	5	1
881	в данной	1	1
882	исходит из	2	1
883	разуму и	1	1
884	такой же	1	1
885	и о	3	1
886	здесь я	1	1
887	говорить об	1	1
888	одна из	1	1
889	который знает	1	1
890	что именно	2	1
891	свое содержание	1	1
892	на то	6	1
893	так называемые	5	1
894	к живому	1	1
895	мышление в	1	1
896	не найдем	1	1
897	от них	1	1
898	и по	4	1
899	в противном	2	1
900	своей самостоятельности	1	1
901	все другие	1	1
902	значит еще	1	1
903	какие бы	1	1
904	это в	1	1
905	вот этот-то	1	1
906	или не	1	1
907	к другим	1	1
908	действительное бытие	1	1
909	этих терминов	1	1
910	его есть	1	1
911	не мог	2	1
912	лучшем случае	1	1
913	в системе	3	1
914	это ее	1	1
915	как-то не	1	1
916	того же	6	1
917	в каком-то	1	1
918	должно знать	1	1
919	него что	1	1
920	никто конечно	1	1
921	человека но	1	1
922	не просто	7	1
923	нет не	1	1
924	суждения а	1	1
925	не случайно	7	1
926	но там	1	1
927	конечно только	1	1
928	бы я	1	1
929	в настоящее	2	1
930	который и	1	1
931	само по	6	1
932	если это	1	1
933	ней все	1	1
934	иного индивидуума	1	1
935	подойти к	3	1
936	позволю себе	2	1
937	действительно в	2	1
938	как мы	2	1
939	наше время	3	1
940	мысли и	1	1
941	и иные	1	1
942	которому и	1	1
943	лишь по	1	1
944	он действительно	1	1
945	возможна только	1	1
946	своего развития	1	1
947	ее не	1	1
948	себя но	1	1
949	то например	1	1
950	любви и	1	1
951	во второй	1	1
952	в историю	1	1
953	можно только	1	1
