N	2gram	Nazirov_Tr	KulturaY
118	бы и	2	10
119	тем самым	3	10
120	в своей	1	9
121	что все	2	9
122	xix века	1	9
123	в которой	1	9
124	рядом с	1	9
125	и есть	1	9
126	ни в	2	9
127	не имеет	2	9
128	но это	4	9
129	и вот	1	9
130	а также	1	9
131	но уже	1	9
132	в целом	4	9
133	своего рода	3	8
134	но все	2	8
135	с одной	1	8
136	в таком	2	8
137	тому что	1	8
138	не есть	1	8
139	в чем	1	8
140	отнюдь не	3	8
141	заключается в	1	8
142	то и	2	8
143	что я	4	8
144	с его	2	8
145	этом случае	1	8
146	и как	3	8
147	об этом	4	8
148	в частности	2	8
149	и о	1	8
150	что на	1	8
151	например в	1	7
152	в котором	1	7
153	в одном	2	7
154	так сказать	1	7
155	не значит	1	7
156	столь же	2	7
157	и должно	1	7
158	с ним	3	7
159	с ними	1	7
160	в истории	1	7
161	до конца	2	7
162	на этот	1	7
163	в самой	1	7
164	смысле этого	1	7
165	есть в	1	7
166	и потому	1	7
167	она не	1	7
168	как он	1	7
169	только что	1	6
170	что именно	1	6
171	по поводу	2	6
172	в ее	2	6
173	не столько	1	6
174	на этом	1	6
175	за пределы	1	6
176	я в	1	6
177	романа в	1	6
178	но только	1	6
179	перед нами	2	6
180	роль в	1	6
181	когда в	1	6
182	же время	6	6
183	в отличие	2	6
184	в сфере	1	6
185	в себе	4	6
186	что оно	1	6
187	данном случае	2	6
188	что с	3	6
189	этого не	1	6
190	как будто	3	6
191	что эти	2	6
192	отличие от	2	6
193	чтобы не	1	6
194	на себя	1	6
195	нуждается в	1	6
196	не как	1	5
197	и даже	4	5
198	в духе	1	5
199	в другом	1	5
200	связь между	1	5
201	отметить что	1	5
202	и еще	1	5
203	могло бы	1	5
204	никогда не	2	5
205	и он	3	5
206	к себе	1	5
207	как же	2	5
208	в конце	3	5
209	я и	1	5
210	в двух	1	5
211	у него	6	5
212	но как	1	5
213	в форме	1	5
214	так что	2	5
215	в кругу	1	5
216	не так	2	5
217	также что	1	5
218	и при	1	5
219	если можно	1	5
220	быть не	1	5
221	но если	1	5
222	только о	2	5
223	на вопрос	1	5
224	а это	1	5
225	о нем	1	5
226	и от	1	5
227	а на	1	5
228	да здравствует	2	5
229	только не	1	5
230	и их	1	5
231	отношение к	2	5
232	в каких	1	5
233	в разговоре	1	5
234	еще раз	2	4
235	перед собою	1	4
236	о чем	3	4
237	одно из	1	4
238	представление о	1	4
239	к этой	1	4
240	вот почему	1	4
241	точно так	2	4
242	и далее	1	4
243	всего этого	1	4
244	именно так	1	4
245	быть в	1	4
246	что даже	1	4
247	не мог	2	4
248	к нему	3	4
249	но еще	1	4
250	в году	9	4
251	подчеркнуть что	1	4
252	его в	2	4
253	но он	1	4
254	что за	3	4
255	и это	2	4
256	ли это	1	4
257	эти слова	1	4
258	если б	2	4
259	и все	4	4
260	пушкина и	1	4
261	и по	1	4
262	утверждать что	1	4
263	на деле	1	4
264	то в	1	4
265	это уже	2	4
266	сам по	1	4
267	здесь мы	1	4
268	я хочу	1	4
269	бы не	1	4
270	по сравнению	1	4
271	именно на	1	4
272	не понимает	1	4
273	он есть	1	4
274	что когда	1	4
275	мог бы	3	4
276	свидетельствует о	1	4
277	по словам	2	4
278	в виде	2	4
279	на все	1	4
280	в такой	1	4
281	в условиях	1	4
282	к одному	1	4
283	для самого	1	4
284	это в	1	4
285	не к	1	4
286	в особую	1	3
287	вопрос об	1	3
288	из самых	2	3
289	в это	2	3
290	но мы	1	3
291	смысл этого	1	3
292	в дальнейшем	5	3
293	и дело	1	3
294	совершенно ином	1	3
295	раз и	2	3
296	говорит что	2	3
297	всего что	1	3
298	к ним	1	3
299	наряду с	1	3
300	из романа	1	3
301	все время	1	3
302	который в	2	3
303	на котором	1	3
304	то для	1	3
305	к жизни	5	3
306	одним из	1	3
307	и вместе	1	3
308	под влиянием	2	3
309	даже не	1	3
310	а из	1	3
311	не раз	1	3
312	значение и	1	3
313	о его	2	3
314	социальной жизни	1	3
315	например что	1	3
316	на западе	1	3
317	что сам	1	3
318	вместо того	1	3
319	в россии	1	3
320	в романе	10	3
321	не знать	1	3
322	роли в	1	3
323	в стихах	1	3
324	свое значение	1	3
325	виду не	1	3
326	более чем	1	3
327	значение для	1	3
328	тогда как	1	3
329	знает что	2	3
330	он в	1	3
331	ответа на	1	3
332	школы с	1	3
333	с того	1	3
334	а что	2	3
335	для него	3	3
336	не для	1	3
337	естественно что	1	3
338	как у	2	3
339	на русский	1	3
340	из своих	2	3
341	сколько угодно	1	3
342	в противовес	1	3
343	за этим	1	3
344	и я	2	3
345	со своей	1	3
346	с первого	2	3
347	на них	1	3
348	а как	2	3
349	ему нужно	1	3
350	конце концов	1	3
351	отказ от	1	3
352	устной речи	1	3
353	на ту	1	3
354	понял что	1	2
355	во всем	1	2
356	от него	1	2
357	дело с	1	2
358	в применении	1	2
359	любовь к	1	2
360	бы может	1	2
361	одному из	1	2
362	роман в	1	2
363	вот что	1	2
364	ведет к	1	2
365	приходит в	1	2
366	всю эту	1	2
367	достоевского и	1	2
368	у достоевского	5	2
369	начнем с	1	2
370	известно что	1	2
371	сам же	1	2
372	понятно что	1	2
373	было в	2	2
374	в основном	3	2
375	чтобы так	1	2
376	что этот	2	2
377	применении к	1	2
378	имеет в	2	2
379	с такой	1	2
380	правда ли	1	2
381	но может	1	2
382	об отношении	1	2
383	но они	2	2
384	где и	1	2
385	в глаза	2	2
386	к числу	1	2
387	с этими	1	2
388	исходит из	1	2
389	одна из	2	2
390	по природе	1	2
391	обратно в	1	2
392	х годов	1	2
393	и один	1	2
394	русской литературы	2	2
395	говорит он	1	2
396	сказал что	1	2
397	одном из	2	2
398	не был	2	2
399	материалом для	1	2
400	это как	1	2
401	природе своей	1	2
402	в быту	1	2
403	это по	1	2
404	что эта	1	2
405	тем и	1	2
406	большое значение	1	2
407	литературы и	1	2
408	того кто	1	2
409	это же	1	2
410	его как	1	2
411	и др	1	2
412	часто и	1	2
413	что без	1	2
414	и чтобы	1	2
415	для чего	1	2
416	он стал	1	2
417	к сожалению	1	2
418	так ли	1	2
419	а теперь	1	2
420	является ее	1	2
421	вместе со	2	2
422	оттого что	1	2
423	я все	2	2
424	не могла	1	2
425	за что	1	2
426	далее следует	1	2
427	доходит до	1	2
428	с такими	1	2
429	состоит из	2	2
430	никто не	3	2
431	сравнению с	1	2
432	первого же	2	2
433	общем смысле	1	2
434	нет в	2	2
435	это самое	1	2
436	такая точка	1	2
437	чем же	1	2
438	не является	1	2
439	не правда	1	2
440	это понятие	1	2
441	значение этого	1	2
442	не хочу	1	2
443	и теперь	1	2
444	и до	2	2
445	в обществе	1	2
446	в точности	1	2
447	все в	1	2
448	только теперь	1	2
449	это слова	1	2
450	в глазах	2	2
451	на улице	1	2
452	для достижения	1	2
453	не из	1	2
454	стиля и	1	2
455	известной мере	1	2
456	строится на	1	2
457	ничем не	2	2
458	это был	2	2
459	конечно в	1	2
460	он и	2	2
461	в литературе	1	2
462	где он	1	2
463	же не	1	2
464	вообще не	1	2
465	лишний раз	1	2
466	и хочу	1	2
467	именно эта	1	2
468	это было	1	2
469	за год	1	2
470	без конца	1	2
471	только к	2	2
472	за то	1	2
473	она должна	2	2
474	что нужно	1	2
475	с совершенно	1	2
476	а по	1	2
477	есть и	1	2
478	которую я	1	2
479	чего же	1	2
480	наших дней	1	2
481	во многом	1	2
482	указывает на	1	2
483	в ходе	2	2
484	за счет	1	2
485	в период	1	2
486	в силах	2	2
487	и новые	1	2
488	является ли	1	2
489	не понял	1	2
490	в известной	2	2
491	очень широкое	1	1
492	ведь уже	1	1
493	писателя и	2	1
494	это тот	1	1
495	эти книги	1	1
496	только нет	1	1
497	с принципиальной	1	1
498	эта новая	1	1
499	же мысль	1	1
500	роман и	1	1
501	говорит о	2	1
502	сам автор	1	1
503	и лучше	2	1
504	в обиход	1	1
505	с собой	1	1
506	эти строки	1	1
507	тем дело	1	1
508	в борьбе	1	1
509	это должно	1	1
510	и сам	3	1
511	выглядит в	1	1
512	виде отдельных	1	1
513	жизни своей	1	1
514	от всего	2	1
515	принимать характер	1	1
516	если он	1	1
517	но самое	1	1
518	автор в	1	1
519	истории по	1	1
520	показал что	1	1
521	слов как	1	1
522	конфликт между	1	1
523	но у	1	1
524	ними как	1	1
525	мефистофель в	1	1
526	так мне	1	1
527	этого социального	1	1
528	матери и	1	1
529	отца и	2	1
530	не понимая	1	1
531	гораздо больше	1	1
532	самого начала	1	1
533	перестает быть	1	1
534	а чтобы	1	1
535	значение только	1	1
536	i есть	1	1
537	которой он	1	1
538	эта связь	1	1
539	производить эффект	1	1
540	iii и	1	1
541	французские слова	1	1
542	хочет и	1	1
543	с другим	1	1
544	времени в	2	1
545	к своей	1	1
546	о совершенно	1	1
547	если так	1	1
548	только на	1	1
549	вот его	1	1
550	рассказом о	1	1
551	достоевский в	7	1
552	относит к	1	1
553	что ее	1	1
554	перед ним	1	1
555	или вообще	1	1
556	не читал	1	1
557	но этот	1	1
558	случае что	1	1
559	и собирает	1	1
560	у себя	1	1
561	и притом	1	1
562	еще ничего	1	1
563	из трех	1	1
564	году и	1	1
565	очевидно для	1	1
566	он сам	7	1
567	напоминает о	1	1
568	нужно для	1	1
569	к ее	1	1
570	со схемой	1	1
571	характерно что	1	1
572	форму то	1	1
573	намек на	1	1
574	во всех	1	1
575	мы видим	1	1
576	так можно	1	1
577	она как	2	1
578	и эту	1	1
579	в братьях	1	1
580	случайное и	1	1
581	он упоминает	1	1
582	в моей	1	1
583	тогда и	1	1
584	в ресторане	2	1
585	в недрах	1	1
586	по мнению	2	1
587	чем у	1	1
588	время о	1	1
589	отказывается от	2	1
590	есть с	1	1
591	я очень	1	1
592	как есть	1	1
593	что вы	3	1
594	и отношения	1	1
595	что под	1	1
596	это мы	1	1
597	от нее	1	1
598	как его	1	1
599	откуда же	1	1
600	xviii века	1	1
601	xx века	1	1
602	как говорит	2	1
603	лишь на	1	1
604	думать о	1	1
605	само это	1	1
606	столь широкое	1	1
607	свое понимание	1	1
608	между собой	1	1
609	что вместе	1	1
610	у в	1	1
611	теперь и	2	1
612	раз он	2	1
613	необходимое условие	1	1
614	к речи	1	1
615	что же?	2	1
616	за этими	1	1
617	когда я	1	1
618	на другой	1	1
619	так обстоит	1	1
620	мы опять	1	1
621	объясняется и	1	1
622	есть смысл	1	1
623	имеет целью	1	1
624	и чужой	1	1
625	высших классов	1	1
626	один раз	1	1
627	писатель не	2	1
628	по своей	1	1
629	должны были	1	1
630	к маркса	1	1
631	у которого	1	1
632	он еще	1	1
633	а вы	1	1
634	так он	1	1
635	но без	1	1
636	что ты	1	1
637	по какому	1	1
638	я вам	1	1
639	году в	2	1
640	случае как	1	1
641	первое условие	1	1
642	обратимся к	1	1
643	с особой	1	1
644	роль играет	1	1
645	с сыном	1	1
646	как система	1	1
647	я люблю	4	1
648	ни за	1	1
649	за себя	1	1
650	создается впечатление	2	1
651	и особенно	1	1
652	любви и	2	1
653	не выдерживает	1	1
654	не нашел	1	1
655	человеческой личности	2	1
656	взгляд на	1	1
657	если за	1	1
658	мы встречаем	1	1
659	достоевского в	3	1
660	смотреть на	1	1
661	по определению	1	1
662	он перестает	1	1
663	то есть	3	1
664	и который	1	1
665	его с	1	1
666	несколько времени	1	1
667	письмах к	1	1
668	вот как	1	1
669	всегда будут	1	1
670	от самых	1	1
671	второй части	1	1
672	в прошлое	1	1
673	вспомним как	1	1
674	чтобы установить	1	1
675	до этого	1	1
676	для постановки	1	1
677	и записках	1	1
678	не получил	1	1
679	относится еще	1	1
680	со мной	2	1
681	нет он	1	1
682	литературных образцов	1	1
683	это выражение	1	1
684	нашей эпохи	1	1
685	общество в	2	1
686	из тех	1	1
687	не знал	1	1
688	это чувство	1	1
689	от литературы	1	1
690	жизни в	1	1
691	них он	1	1
692	оказалось что	1	1
693	имеет своих	1	1
694	ну да	1	1
695	русской интеллигенции	1	1
696	года и	1	1
697	же была	1	1
698	автора но	2	1
699	от матфея	1	1
700	братьях карамазовых	1	1
701	то вряд	1	1
702	которых можно	1	1
703	же я	1	1
704	он понял	1	1
705	не любил	1	1
706	ведь еще	2	1
707	власть и	1	1
708	речи я	1	1
709	в понятие	1	1
710	не любят	1	1
711	в бесах	9	1
712	но особо	1	1
713	чтобы она	1	1
714	эта книга	1	1
715	отдаленном прошлом	1	1
716	она все	2	1
717	как свой	1	1
718	может ли	1	1
719	на две	1	1
720	ее не	1	1
721	как во	1	1
722	на системе	1	1
723	необходимую меру	1	1
724	ее содержание	1	1
725	еще в	2	1
726	идей и	1	1
727	гораздо важнее	2	1
728	с каким	1	1
729	обратиться к	1	1
730	но лицо	1	1
731	что ему	1	1
732	нам еще	1	1
733	ему в	1	1
734	не нужен	1	1
735	в последней	1	1
736	при самом	1	1
737	это часто	1	1
738	впечатление что	2	1
739	части романа	1	1
740	каким же	1	1
741	на одной	1	1
742	чем он	2	1
743	у э	1	1
744	говорю что	1	1
745	эта речь	1	1
746	с которым	1	1
747	своей книге	1	1
748	в аналогичных	1	1
749	и художественной	1	1
750	как своего	1	1
751	же по	1	1
752	и эта	1	1
753	в эпоху	1	1
754	которая составляет	1	1
755	передает их	1	1
756	достоевского не	1	1
757	было до	1	1
758	так часто	1	1
759	но я	1	1
760	в переводе	1	1
761	что ж	1	1
762	на источник	1	1
763	перед собой	1	1
764	ставил перед	1	1
765	ввел в	1	1
766	внушить читателю	1	1
767	этой теме	1	1
768	это мне	1	1
769	факт в	1	1
770	к вам	1	1
771	при его	1	1
772	первостепенное значение	1	1
773	жизнь и	3	1
774	такие слова	1	1
775	в стиле	1	1
776	в самое	1	1
777	тем чем	1	1
778	становится не	1	1
779	он был	2	1
780	с самого	1	1
781	быть может	1	1
782	борьбу с	1	1
783	на пороге	1	1
784	как некое	1	1
785	но при	2	1
786	нашел в	1	1
787	общеизвестно что	1	1
788	и критики	1	1
789	один в	3	1
790	цитата из	1	1
791	обстоит дело	1	1
792	в ход	1	1
793	за три	1	1
794	характерный для	1	1
795	и такую	1	1
796	отвращение к	1	1
797	свою жизнь	1	1
798	с ее	3	1
799	его речи	1	1
800	в развитии	1	1
801	к проблемам	1	1
802	канцелярского стиля	1	1
803	человека с	1	1
804	несколько раз	1	1
805	вы не	1	1
806	и всегда	1	1
807	не нравится	1	1
808	скажет что	1	1
809	фраза с	1	1
810	же взгляда	1	1
811	в книге	1	1
812	и вне	1	1
813	он очень	1	1
814	во французской	1	1
815	и ее	2	1
816	в голову	1	1
817	его поведения	1	1
818	право на	1	1
819	можно так	1	1
820	позицию по	1	1
821	он пытался	1	1
822	со своими	1	1
823	оно начинает	1	1
824	и бьет	1	1
825	тут же	2	1
826	и совершенно	1	1
827	могло быть	1	1
