N	2gram	Trubetskoy	StatiiOP
506	то и	2	3
507	в свою	2	3
508	так чтобы	2	3
509	с большой	1	3
510	россии в	1	3
511	на основании	1	3
512	что когда	1	3
513	заметить что	1	3
514	но именно	1	3
515	только при	2	3
516	в сознании	7	3
517	здесь не	1	3
518	один общий	2	3
519	он должен	2	3
520	судя по	1	3
521	как к	5	3
522	этом случае	4	3
523	но на	2	3
524	в нашей	1	3
525	может не	3	3
526	то я	1	3
527	и нужно	1	3
528	том числе	1	3
529	от которого	2	3
530	так в	1	3
531	он и	1	3
532	что так	1	3
533	тут не	1	3
534	основана на	1	3
535	а к	2	3
536	ряде случаев	1	3
537	и как	1	3
538	не подлежит	3	3
539	при таком	2	3
540	к концу	1	3
541	к своему	1	3
542	или менее	8	3
543	на них	1	3
544	всю свою	1	3
545	она не	2	3
546	задний план	1	3
547	конечно в	2	3
548	том кто	1	3
549	от того	3	3
550	и ее	2	3
551	этом и	1	3
552	в голову	1	3
553	и других	3	3
554	все более	1	3
555	ли в	1	3
556	ведь и	1	3
557	лучшем случае	1	3
558	и наконец	3	3
559	не к	1	3
560	и уже	2	3
561	показывающих что	1	2
562	для всех	1	2
563	мы и	2	2
564	между собою	5	2
565	рассказ о	1	2
566	к такому	2	2
567	тех кто	5	2
568	от частных	1	2
569	он считает	2	2
570	из всех	5	2
571	в разных	3	2
572	тем как	2	2
573	или нет	1	2
574	те же	2	2
575	и говорить	3	2
576	потому не	1	2
577	точно так	1	2
578	говорить что	3	2
579	к другу	2	2
580	а во-вторых	1	2
581	мысль о	1	2
582	из самых	1	2
583	зато в	1	2
584	он эту	1	2
585	зрения на	1	2
586	принадлежат к	1	2
587	само собою	1	2
588	показаться что	1	2
589	с не	1	2
590	роль в	1	2
591	есть только	2	2
592	на точку	1	2
593	тем в	1	2
594	ответить на	2	2
595	на этой	3	2
596	по тем	2	2
597	которой он	1	2
598	одно целое	1	2
599	доказать что	2	2
600	входит в	1	2
601	и другой	1	2
602	видеть что	1	2
603	на пути	1	2
604	связь между	1	2
605	а между	8	2
606	для своей	1	2
607	а только	1	2
608	свою очередь	2	2
609	всего что	1	2
610	но этот	1	2
611	и еще	1	2
612	настоящее время	3	2
613	этот человек	1	2
614	что их	3	2
615	значит и	1	2
616	в зависимости	1	2
617	от себя	2	2
618	бы это	1	2
619	для этой	2	2
620	или лучше	1	2
621	русского общества	1	2
622	все в	2	2
623	то очевидно	3	2
624	оно стало	1	2
625	с известным	1	2
626	время в	1	2
627	мы знаем	10	2
628	не своей	1	2
629	с тех	1	2
630	это обстоятельство	2	2
631	следить за	1	2
632	в европейской	4	2
633	работы и	2	2
634	а за	1	2
635	но совершенно	1	2
636	до тех	2	2
637	в среде	2	2
638	долго и	1	2
639	между собой	4	2
640	на себе	2	2
641	равной мере	1	2
642	что поэтому	1	2
643	эти примеры	2	2
644	зрения в	1	2
645	ту же	2	2
646	как человек	1	2
647	на нем	1	2
648	об эволюции	4	2
649	которого в	2	2
650	истории и	1	2
651	являются лишь	1	2
652	или о	1	2
653	существует в	1	2
654	в общих	1	2
655	лучше сказать	1	2
656	с элементами	1	2
657	что только	3	2
658	и от	5	2
659	последнее время	1	2
660	чаще всего	1	2
661	не отметить	1	2
662	его к	1	2
663	кто знает	1	2
664	с ее	2	2
665	не случайно	1	2
666	в одну	4	2
667	мы видели	2	2
668	быть и	5	2
669	для самого	2	2
670	были бы	1	2
671	за ним	1	2
672	особенностях их	1	2
673	с и	1	2
674	надо сказать	1	2
675	с такой	1	2
676	и кто	1	2
677	и при	6	2
678	и из	2	2
679	никак не	1	2
680	с ума	1	2
681	области не	1	2
682	это была	1	2
683	целом ряде	3	2
684	все его	2	2
685	поэтому и	1	2
686	с ней	1	2
687	произведения в	1	2
688	о своей	1	2
689	как не	2	2
690	состоит из	4	2
691	жизни в	1	2
692	и среди	1	2
693	к той	2	2
694	только одно	3	2
695	именно такой	1	2
696	со временем	2	2
697	всему этому	3	2
698	близости к	1	2
699	а если	1	2
700	язык и	1	2
701	что ей	1	2
702	не дают	1	2
703	тех же	2	2
704	этой работы	1	2
705	наших глазах	1	2
706	зависимости от	2	2
707	только тогда	2	2
708	что если	3	2
709	это имеет	1	2
710	тогда как	6	2
711	в силе	1	2
712	и той	1	2
713	таким путем	1	2
714	впечатление будто	1	2
715	или с	1	2
716	ни было	3	2
717	лишь о	2	2
718	в глазах	2	2
719	далеко не	5	2
720	общества в	1	2
721	он может	1	2
722	у них	6	2
723	в настоящее	3	2
724	тот же	3	2
725	вкусам и	1	2
726	из этой	2	2
727	это делает	1	2
728	различие между	1	2
729	только по	1	2
730	пришли к	1	2
731	свидетельствует о	1	2
732	сам он	1	2
733	и вот	1	2
734	бы себе	1	2
735	в угоду	1	2
736	своей деятельности	1	2
737	этой мысли	1	2
738	а это	2	2
739	указание на	1	2
740	из своих	1	2
741	на которой	1	2
742	как нечто	1	2
743	о ее	1	2
744	чтобы и	1	2
745	без всяких	1	2
746	у всех	1	2
747	этом не	1	2
748	который как	1	2
749	и тому	2	2
750	и эта	1	2
751	в равной	1	2
752	кто в	1	2
753	долгое время	1	2
754	становится понятным	1	2
755	над тем	1	2
756	по своему	5	2
757	на все	5	2
758	и оно	1	2
759	в ином	1	2
760	что тот	1	2
761	и таким	1	2
762	совершенно ясно	2	2
763	другом случае	1	2
764	жизнь и	3	2
765	что от	1	2
766	только к	1	2
767	отличие от	3	2
768	каких бы	1	2
769	борьбу с	1	2
770	не могу	1	2
771	ни один	4	2
772	дело когда	1	2
773	при сравнении	1	2
774	отказаться от	1	2
775	однако ни	1	2
776	тому времени	1	2
777	и может	3	2
778	люди с	1	2
779	каждый раз	1	2
780	тем самым	3	2
781	не требует	1	2
782	но вместе	2	2
783	ведь если	1	2
784	борьбе за	1	2
785	отношение в	1	2
786	правильно и	1	2
787	самые разнообразные	1	2
788	числе и	1	2
789	те которые	1	2
790	же самое	1	2
791	вступают в	2	2
792	впечатление которое	1	2
793	пути к	1	2
794	бы он	1	2
795	найдет в	1	2
796	на всем	1	2
797	в эти	3	2
798	не надо	3	2
799	во всем	3	1
800	мы можем	6	1
801	они являются	1	1
802	не изменил	1	1
803	дело однако	1	1
804	народов в	1	1
805	которые совершенно	1	1
806	в зрелом	1	1
807	пришла к	1	1
808	этому требованию	1	1
809	самого себя	4	1
810	такой характер	1	1
811	и самому	1	1
812	т.е в	1	1
813	за исключением	1	1
814	языке так	1	1
815	стоят в	2	1
816	без исключения	1	1
817	по всему	1	1
818	вступает в	1	1
819	и социальной	2	1
820	всех национальностей	1	1
821	строго говоря	1	1
822	особенностей в	1	1
823	мысли и	1	1
824	отсюда как	1	1
825	в принципе	1	1
826	начале своей	1	1
827	окружающей его	1	1
828	общения с	1	1
829	намека на	1	1
830	него в	2	1
831	одному из	1	1
832	народ и	4	1
833	а есть	1	1
834	за время	1	1
835	с европой	1	1
836	особенно если	1	1
837	для большинства	1	1
838	этом направлении	1	1
839	что народ	2	1
840	a и	1	1
841	забывают что	1	1
842	очень слабо	1	1
843	дух который	1	1
844	этими тремя	1	1
845	тем с	1	1
846	в борьбе	1	1
847	резко отличаются	1	1
848	быть признана	2	1
849	старшего поколения	1	1
850	национальная культура	1	1
851	некоторые другие	1	1
852	все дело	2	1
853	так наз	1	1
854	а но	1	1
855	должен руководствоваться	1	1
856	по терминологии	1	1
857	почти ничего	2	1
858	почти всю	1	1
859	если он	2	1
860	рядом с	1	1
861	и другим	1	1
862	в корне	1	1
863	эта традиция	1	1
864	вопросы является	1	1
865	будто должно	1	1
866	различия в	3	1
867	к действительности	1	1
868	в ногу	3	1
869	внимание что	1	1
870	прошлого века	1	1
871	них мы	1	1
872	совершенно от	1	1
873	этой стороны	1	1
874	раз когда	1	1
875	художественное произведение	1	1
876	трудно видеть	1	1
877	у обоих	3	1
878	народа если	1	1
879	перенесен в	1	1
880	в дальнейшем	4	1
881	непохожи на	1	1
882	виду следующие	1	1
883	перестает быть	1	1
884	и того	3	1
885	русской жизни	1	1
886	результате которой	1	1
887	и неизменно	1	1
888	элементы в	1	1
889	и отчасти	1	1
890	некоторые из	1	1
891	при условии	2	1
892	же более	1	1
893	стороны но	1	1
894	в общий	2	1
895	есть немало	1	1
896	существование и	1	1
897	время из	1	1
898	редких случаях	2	1
899	дело только	1	1
900	сам не	1	1
901	положении в	1	1
902	во первых	1	1
903	но кто	1	1
904	которых к	1	1
905	материал но	1	1
906	но даже	3	1
907	почти исключительно	1	1
908	нами из	1	1
909	являются не	1	1
910	а после	1	1
911	действительно так	1	1
912	одной и	2	1
913	двух или	3	1
914	н с	1	1
915	с лица	1	1
916	когда она	1	1
917	об отношении	1	1
918	только на	1	1
919	между отдельными	2	1
920	борьбе с	1	1
921	единственный способ	1	1
922	приходит к	1	1
923	себе и	1	1
924	и другом	1	1
925	уже и	3	1
926	не вполне	3	1
927	что ее	1	1
928	как оно	1	1
929	оно существует	1	1
930	так называемых	1	1
931	жизни он	1	1
932	в вопросе	2	1
933	всегда и	1	1
934	с другим	1	1
935	и научное	1	1
936	в прошлом	1	1
937	из виду	1	1
938	известный запас	1	1
939	к ним	2	1
940	заимствованной у	1	1
941	ней и	1	1
942	наряду с	1	1
943	они должны	3	1
944	таких условиях	2	1
945	все-таки не	4	1
946	с большим	1	1
947	в нашем	3	1
948	той схеме	1	1
949	находится в	1	1
950	как от	1	1
951	простое и	1	1
952	без того	4	1
953	надо иметь	1	1
954	исходит из	1	1
955	из народа	1	1
956	из трех	1	1
957	для культуры	2	1
958	он сам	1	1
959	который у	1	1
960	лишь при	6	1
961	рассуждения в	1	1
962	не имело	1	1
963	нет что	1	1
964	них даже	1	1
965	нею и	1	1
966	эпохи то	1	1
967	с возмущением	1	1
968	себе как	1	1
969	с настоящим	1	1
970	направлении и	1	1
971	вся эта	1	1
972	он все	2	1
973	своего развития	1	1
974	же отношение	1	1
975	не получится	1	1
976	иначе говоря	4	1
977	ближе к	3	1
978	представить себе	2	1
979	отнесся к	1	1
980	великий в	1	1
981	не противоречит	1	1
982	она и	1	1
983	проч все	1	1
984	менее в	1	1
985	народ не	3	1
986	похожи на	1	1
987	на нашу	2	1
988	вполне понятно	1	1
989	но еще	1	1
990	в состоянии	5	1
991	у каждого	1	1
992	еще больше	3	1
993	именно как	1	1
994	тогда и	1	1
995	за эту	1	1
996	а и	8	1
997	то для	1	1
998	часть была	1	1
999	национальную культуру	1	1
1000	в с	3	1
1001	с народом	1	1
1002	своем пути	1	1
1003	более резкой	1	1
1004	что несмотря	2	1
1005	на другую	1	1
1006	и кажется	1	1
1007	одному и	1	1
1008	многих отношениях	1	1
1009	голову не	1	1
1010	с другими	1	1
1011	народных массах	1	1
1012	роль этого	1	1
1013	письма по	1	1
1014	являются в	1	1
1015	помощи этой	1	1
1016	посмотрим какое	1	1
1017	культуру и	4	1
1018	что составляет	1	1
1019	и притом	1	1
1020	о возможности	1	1
1021	в народных	1	1
1022	из приведенных	1	1
1023	уже так	1	1
1024	от этих	1	1
1025	такие которые	1	1
1026	этом представлении	1	1
1027	свою силу	1	1
1028	должны будут	1	1
1029	оружием в	1	1
1030	это кажется	1	1
1031	на одну	1	1
1032	случае пока	1	1
1033	единообразия в	1	1
1034	стоящего в	1	1
1035	и всю	1	1
1036	между этими	2	1
1037	совсем в	1	1
1038	конечно на	1	1
1039	позднее и	1	1
1040	принципиальной разницы	1	1
1041	не выше	5	1
1042	быть приняты	1	1
1043	лишь на	1	1
1044	между ними	2	1
1045	его душе	1	1
1046	по одному	3	1
1047	себя как	1	1
1048	а эта	1	1
1049	всех их	1	1
1050	в целях	1	1
1051	благодаря тому	1	1
1052	большим трудом	1	1
1053	в себя	2	1
1054	темы с	1	1
1055	из одного	2	1
1056	делает его	1	1
1057	в а	2	1
1058	что следовательно	1	1
1059	лица земли	1	1
1060	вопрос что	1	1
1061	для этих	1	1
1062	а потом	1	1
1063	явилось следствием	1	1
1064	истинный смысл	1	1
1065	к истине	1	1
1066	своей части	1	1
1067	бы может	1	1
1068	ведь в	1	1
1069	от элементов	1	1
1070	прошли в	1	1
1071	не отличается	1	1
1072	случаев в	1	1
1073	для ее	1	1
1074	при отсутствии	2	1
1075	именно потому	2	1
1076	но тогда	3	1
1077	имели никакого	1	1
1078	понимать в	1	1
1079	сделать никакого	1	1
1080	более всего	2	1
1081	на которых	1	1
1082	это по	1	1
1083	и твердо	1	1
1084	своих предшественников	1	1
1085	идет в	1	1
1086	требует еще	1	1
1087	одно и	1	1
1088	и та	1	1
1089	еще для	1	1
1090	является одним	1	1
1091	и хотя	1	1
1092	на стороне	1	1
1093	первый из	1	1
1094	в современной	1	1
1095	но так	2	1
1096	из нас	1	1
1097	решение вопроса	1	1
1098	стоящей на	1	1
1099	выше в	1	1
1100	несколько ниже	1	1
1101	это может	2	1
1102	я буду	1	1
1103	но тут	1	1
1104	следует признать	1	1
1105	с удовольствием	1	1
1106	являются ли	1	1
1107	одну кучу	1	1
1108	вопрос можно	1	1
1109	и следа	1	1
1110	под видом	1	1
1111	и возникает	1	1
1112	встать на	1	1
1113	требованию и	1	1
1114	того кто	1	1
1115	я в	2	1
1116	и стремление	1	1
1117	так называемого	5	1
1118	для той	1	1
1119	самое простое	1	1
1120	и глубоко	1	1
1121	на такой	2	1
1122	тот или	1	1
1123	он в	1	1
1124	это отсутствие	2	1
1125	однако в	1	1
1126	культуры которые	2	1
1127	психология и	1	1
1128	друг другу	1	1
1129	сильно что	1	1
1130	такими частными	1	1
1131	такой форме	2	1
1132	это те	1	1
1133	мы будем	3	1
1134	и гораздо	1	1
1135	показывают что	2	1
1136	в силу	7	1
1137	он принужден	2	1
1138	в совершенно	3	1
1139	традиции и	1	1
1140	догадаться что	1	1
1141	оно может	1	1
1142	в данный	1	1
1143	очевидно в	1	1
1144	всеми качествами	1	1
1145	в культуре	1	1
1146	понять что	2	1
1147	как общее	1	1
1148	не делал	1	1
1149	можно только	1	1
1150	потому чтобы	1	1
1151	основанные на	3	1
1152	открытий а	1	1
1153	на деле	1	1
1154	образом и	2	1
1155	равных условиях	1	1
1156	друг к	2	1
1157	этот обман	1	1
1158	они и	1	1
1159	его мнению	1	1
1160	как с	1	1
1161	них в	2	1
1162	которые должно	1	1
1163	представлению о	1	1
1164	которых мы	4	1
1165	ним и	1	1
1166	народа от	2	1
1167	которая по	1	1
1168	у другого	1	1
1169	лишь только	5	1
1170	освободиться от	3	1
1171	себя конечно	1	1
1172	для народа	1	1
1173	человек с	1	1
1174	с ним	6	1
1175	из одних	1	1
1176	очень медленно	1	1
1177	в наиболее	1	1
1178	для борьбы	1	1
1179	в другой	1	1
1180	они возникли	1	1
1181	на таких	2	1
1182	не исчерпывается	1	1
1183	пор еще	1	1
1184	в науке	1	1
1185	с каждым	1	1
1186	над другими	1	1
1187	то с	2	1
1188	будет иметь	2	1
1189	том и	2	1
1190	открытий в	1	1
1191	современности но	1	1
1192	всех сил	1	1
1193	этой точки	1	1
1194	вместо того	1	1
1195	все то	2	1
1196	отличаются от	1	1
1197	вместо а	1	1
1198	сил и	2	1
1199	в моем	1	1
1200	частью в	1	1
1201	образом этот	1	1
1202	приведенных выше	1	1
1203	на месте	2	1
1204	виде как	2	1
1205	и такая	1	1
1206	есть нечто	1	1
1207	с такими	1	1
1208	для каждого	1	1
1209	но позднее	1	1
1210	что такой	2	1
1211	которые могут	2	1
1212	и просто	1	1
1213	много но	1	1
1214	что таким	3	1
1215	она исходит	1	1
1216	правда не	1	1
1217	приводит к	1	1
1218	мыслей и	1	1
1219	роли в	1	1
1220	ему и	2	1
1221	говорит за	1	1
1222	сравнению с	5	1
1223	эта борьба	1	1
1224	вследствие этого	3	1
1225	знает что	1	1
1226	на своем	1	1
1227	сейчас же	3	1
1228	лишь те	1	1
1229	зрения что	1	1
1230	и черты	1	1
1231	концу этого	1	1
1232	нет ничего	1	1
1233	общий тон	1	1
1234	речь в	1	1
1235	наконец и	1	1
1236	впечатление что	1	1
1237	итак если	1	1
1238	должно быть	5	1
1239	как сильно	1	1
1240	примеры показывают	1	1
1241	бы с	1	1
1242	которыми они	1	1
1243	своей собственной	1	1
1244	совершенно иной	2	1
1245	в историю	1	1
1246	из элементов	7	1
1247	же после	1	1
1248	у одного	1	1
1249	основных положений	1	1
1250	с нами	1	1
1251	чаще и	1	1
1252	вопросе о	2	1
1253	относится наш	1	1
1254	на два	1	1
1255	у современных	1	1
1256	а может	1	1
1257	на современную	1	1
1258	новых путей	1	1
1259	окажется что	1	1
1260	больше а	1	1
1261	только один	2	1
1262	изучение фактов	1	1
1263	которые должны	1	1
1264	что многие	2	1
1265	в приложении	1	1
1266	к одному	1	1
1267	него с	2	1
1268	ее с	1	1
1269	большей частью	1	1
1270	что такая	1	1
1271	друг от	6	1
1272	перед глазами	1	1
1273	еще один	1	1
1274	каждый из	3	1
1275	не говорить	1	1
1276	а лишь	3	1
1277	сильна что	1	1
1278	не считаясь	1	1
1279	из перечисленных	1	1
1280	затем уже	1	1
1281	на которые	1	1
1282	видели выше	1	1
1283	на более	2	1
1284	и там	2	1
1285	основан на	1	1
1286	нельзя рассматривать	1	1
1287	если мы	4	1
1288	на исторические	2	1
1289	при котором	1	1
1290	данного произведения	1	1
1291	всегда в	1	1
1292	сложнее и	1	1
1293	что чувство	1	1
1294	v но	1	1
1295	в каждый	6	1
1296	котором мы	1	1
1297	относиться к	1	1
1298	и проч	4	1
1299	не стоит	2	1
1300	трудно в	1	1
1301	тот который	1	1
1302	дальнейшем же	1	1
1303	на русском	1	1
1304	русском языке	1	1
1305	месте в	1	1
