N	3gram	Bakhtin_Pr	DiskursI
223	может быть в	1	1
224	с самим собою	2	1
225	это не только	1	1
226	во мне как	1	1
227	место в творчестве	1	1
228	уже в конце	1	1
229	знает он не	1	1
230	можно даже сказать	1	1
231	он говорит о	1	1
232	для себя я	1	1
233	то есть с	2	1
234	значимости то есть	1	1
235	тем более что	2	1
236	в свернутом виде	1	1
237	в известном смысле	1	1
238	быть в нем	2	1
239	к самому герою	1	1
240	перед нами не	1	1
241	хотя и не	1	1
242	в противном случае	1	1
243	на самом деле	4	1
244	структуру полифонического романа	1	1
245	тому как в	2	1
246	далеко не все	1	1
247	а не во	2	1
248	точке этого несовпадения	1	1
249	на которых зиждется	1	1
250	то все же	1	1
251	и для автора	1	1
252	можно было бы	4	1
253	и это не	3	1
254	при всей их	1	1
255	особый интерес представляет	1	1
256	есть то что	1	1
257	во всех этих	1	1
258	кроме того и	1	1
259	в прошлом а	1	1
260	именно в том	2	1
261	в пределах одного	1	1
262	к той же	1	1
263	в художественном мире	2	1
264	в своих границах	1	1
265	том что он	4	1
266	и до конца	4	1
267	в своем собственном	1	1
268	уже в е	1	1
269	одно из которых	1	1
270	в нем только	1	1
271	не могут быть	1	1
272	или человека в	1	1
273	выходит за пределы	2	1
274	в сущности только	2	1
275	нет дела до	1	1
276	жизни и смерти	7	1
277	прямого авторского слова	1	1
278	та или иная	1	1
279	и на его	1	1
280	как бы в	3	1
281	в предисловии к	1	1
282	хоть и не	1	1
283	и разрешить ее	1	1
284	что входит в	2	1
285	это и есть	3	1
286	и не дает	1	1
287	оно может быть	2	1
288	нет и не	1	1
289	это в значительной	1	1
290	в своем творчестве	1	1
291	и про себя	1	1
292	начала и до	2	1
