N	2gram	Potebnia_M	KulturaY
600	состоит не	4	3
601	можно считать	1	3
602	и такие	1	3
603	следовало бы	2	3
604	раз и	1	3
605	но даже	3	3
606	во многих	3	3
607	себе в	2	3
608	указания на	2	3
609	всего что	1	3
610	так то	1	3
611	к ним	3	3
612	настоящее время	1	3
613	звуки языка	1	3
614	языке нет	1	3
615	на него	3	3
616	который в	2	3
617	от них	4	3
618	в противном	1	3
619	на котором	4	3
620	в системе	2	3
621	но так	3	3
622	случае когда	1	3
623	представить себе	5	3
624	бы то	2	3
625	понимать что	1	3
626	их содержания	2	3
627	формы но	1	3
628	то для	2	3
629	но слово	4	3
630	в большинстве	2	3
631	в буквальном	2	3
632	от языка	1	3
633	в следующем	1	3
634	же значение	1	3
635	есть явление	1	3
636	что его	3	3
637	одним из	3	3
638	быть только	5	3
639	мере того	8	3
640	большею частью	2	3
641	одно только	3	3
642	большинстве случаев	2	3
643	и вместе	6	3
644	и следовательно	3	3
645	из одного	3	3
646	языке не	1	3
647	не нужно	1	3
648	что следует	1	3
649	под влиянием	1	3
650	в других	3	3
651	нас есть	1	3
652	от себя	1	3
653	к слову	3	3
654	в наше	1	3
655	иметь в	2	3
656	который мы	1	3
657	даже не	2	3
658	образом если	1	3
659	то ни	1	3
660	именно потому	1	3
661	значение и	1	3
662	привести в	2	3
663	например не	2	3
664	или меньшей	1	3
665	целом и	1	3
666	что есть	3	3
667	которое мы	2	3
668	образом в	4	3
669	именно поэзия	1	3
670	на место	1	3
671	что наша	1	3
672	показывает что	2	3
673	во время	4	3
674	меньшей степени	1	3
675	сама поэзия	1	3
676	лишь по	1	3
677	и сами	2	3
678	собственном смысле	2	3
679	та же	3	3
680	например что	2	3
681	если в	2	3
682	лишь тогда	5	3
683	под этим	1	3
684	что нет	1	3
685	в наших	2	3
686	что у	4	3
687	заключается не	1	3
688	и мы	3	3
689	показать что	1	3
690	если это	1	3
691	то время	7	3
692	же слово	2	3
693	том смысле	6	3
694	форма слова	4	3
695	поэзии и	8	3
696	так называемая	1	3
697	том как	3	3
698	оттенки в	1	3
699	пока он	1	3
700	один пример	1	3
701	видно уже	1	3
702	его и	1	3
703	более чем	2	3
704	во французском	1	3
705	но здесь	1	3
706	нельзя более	1	3
707	каждой из	3	3
708	те или	1	3
709	не могло	3	3
710	пока мы	1	3
711	тогда как	8	3
712	каждый из	1	3
713	не представляет	1	3
714	знает что	1	3
715	образом не	1	3
716	и идеи	1	3
717	тому чтобы	1	3
718	что здесь	1	3
719	слово с	4	3
720	без всякого	2	3
721	заметить что	7	3
722	нет и	2	3
723	он в	1	3
724	непременное условие	1	3
725	при котором	2	3
726	форма и	1	3
727	нам и	1	3
728	том же	2	3
729	со словом	6	3
730	силу того	2	3
731	от степени	1	3
732	в настоящее	1	3
733	значении слова	1	3
734	и следует	2	3
735	в более	4	3
736	мы могли	2	3
737	следовательно и	2	3
738	смысле что	2	3
739	в первый	1	3
740	для него	14	3
741	в устах	1	3
742	в основании	2	3
743	мало того	1	3
744	как у	2	3
745	из своих	1	3
746	с их	1	3
747	таком случае	2	3
748	слова не	2	3
749	есть уже	13	3
750	как именно	1	3
751	и непосредственно	1	3
752	слова но	3	3
753	уже совершенно	1	3
754	которое было	2	3
755	между собою	13	3
756	сама по	3	3
757	е не	1	3
758	или даже	1	3
759	противном случае	1	3
760	и со	1	3
761	и я	3	3
762	со своей	2	3
763	на его	4	3
764	нам следует	1	3
765	с первого	2	3
766	на них	2	3
767	предположить что	4	3
768	и эти	1	3
769	в прямой	1	3
770	а как	2	3
771	случае если	2	3
772	из ряда	1	3
773	что новые	2	3
774	не по	1	3
775	в искусстве	6	3
776	и может	4	3
777	но она	1	3
778	же что	8	3
779	в начале	3	3
780	таких случаях	2	3
781	признать что	2	3
782	можно убедиться	1	3
783	значение слова	8	3
784	различие в	3	3
785	это дает	1	3
786	понять что	1	3
787	с таким	3	3
788	языка с	2	3
789	с общим	2	3
790	таким же	2	3
791	на ту	1	3
792	иное как	1	3
793	он пользуется	1	2
794	поэтического произведения	2	2
795	во всем	2	2
796	о таком	1	2
797	они имеют	1	2
798	от него	2	2
799	только из	2	2
800	тем меньше	1	2
801	мы найдем	1	2
802	есть наука	2	2
803	речи то	1	2
804	и содержания	1	2
805	языке и	4	2
806	по тому	7	2
807	материалом поэзии	1	2
808	которые не	1	2
809	которая в	1	2
810	и глубины	1	2
811	ровно ничего	1	2
812	любовь к	1	2
813	свою мысль	2	2
814	в разных	4	2
815	воспоминания о	2	2
816	или нет	1	2
817	есть средство	3	2
818	о формах	1	2
819	внутренней форме	1	2
820	и об	1	2
821	не годится	1	2
822	но звук	1	2
823	касается до	2	2
824	можно видеть	6	2
825	приходит к	1	2
826	и такое	3	2
827	есть дело	2	2
828	это определение	2	2
829	причин в	1	2
830	время как	3	2
831	значения в	1	2
832	рано или	2	2
833	во вторых	1	2
834	от одной	3	2
835	ведет к	1	2
836	в жизни	1	2
837	зрения мы	1	2
838	к самому	2	2
839	только через	1	2
840	приходит в	1	2
841	выражения и	1	2
842	языка является	1	2
843	слов а	2	2
844	этот закон	1	2
845	не звук	1	2
846	и слово	6	2
847	то под	1	2
848	очевидно только	1	2
849	в язык	1	2
850	начнем с	1	2
851	слова вообще	1	2
852	а вместе	2	2
853	известно что	4	2
854	большей части	2	2
855	одно время	3	2
856	понятно что	1	2
857	мысли что	6	2
858	было в	6	2
859	общее достояние	2	2
860	в действительности	7	2
861	что этот	2	2
862	по его	1	2
863	той и	2	2
864	слов на	1	2
865	какое именно	2	2
866	этот не	1	2
867	имеет в	1	2
868	но эти	1	2
869	значение языка	2	2
870	хотя я	1	2
871	где не	1	2
872	действительно так	1	2
873	с такой	1	2
874	одной и	6	2
875	об отношении	5	2
876	из своего	1	2
877	но они	1	2
878	таким путем	2	2
879	на пути	2	2
880	в строгом	1	2
881	и когда	1	2
882	более сложных	1	2
883	такое значение	2	2
884	и значение	2	2
885	языка хотя	1	2
886	как оно	2	2
887	любви к	1	2
888	чтобы показать	1	2
889	видно что	4	2
890	в вопросе	1	2
891	содержания в	3	2
892	в глаза	2	2
893	было сказано	2	2
894	на наших	1	2
895	известным образом	4	2
896	такая же	2	2
897	и научной	1	2
898	можно понимать	1	2
899	находится в	5	2
900	с этими	1	2
901	и правда	1	2
902	есть конечно	1	2
903	не умеет	1	2
904	каждое из	2	2
905	мы тем	3	2
906	что само	1	2
907	а следовательно	1	2
908	понятие о	3	2
909	представить что	1	2
910	уже по	3	2
911	книги в	1	2
912	едва ли	1	2
913	смысле как	1	2
914	то вопрос	1	2
915	мысль а	1	2
916	то оно	4	2
917	что иное	1	2
918	вообще а	1	2
919	явление не	1	2
920	под конец	2	2
921	в состоянии	5	2
922	смысле в	3	2
923	не теряет	1	2
924	ни было	2	2
925	то разве	1	2
926	о роли	1	2
927	выше о	2	2
928	с другими	9	2
929	наше внимание	1	2
930	что между	2	2
931	или чтобы	1	2
932	на память	3	2
933	в несколько	1	2
934	ее от	2	2
935	связи со	1	2
936	их по	1	2
937	и говорит	1	2
938	он говорит	3	2
939	бы вполне	1	2
940	на тот	1	2
941	почему именно	1	2
942	и язык	2	2
943	себе не	6	2
944	из чего	1	2
945	одном из	4	2
946	достаточно для	1	2
947	его жизни	2	2
948	в себя	1	2
949	точек зрения	1	2
950	с вопросом	1	2
951	слово как	5	2
952	но можно	1	2
953	нами как	1	2
954	из собеседников	1	2
955	от света	1	2
956	не означает	1	2
957	предполагает что	4	2
958	мысль и	2	2
959	свое место	2	2
960	не составляет	2	2
961	которой и	1	2
962	форма а	1	2
963	содержание это	1	2
964	отношение между	1	2
965	ни была	1	2
966	не будет	4	2
967	к такой	1	2
968	ничего нового	1	2
969	что эта	3	2
970	что сплошь	1	2
971	и тот	5	2
972	уже потому	1	2
973	тем и	5	2
974	языка к	1	2
975	здесь только	4	2
976	его так	1	2
977	того кто	2	2
978	а тем	3	2
979	равно как	2	2
980	это потому	2	2
981	общего с	1	2
982	его как	3	2
983	в систему	2	2
984	но есть	3	2
985	и др	1	2
986	когда они	1	2
987	и речь	1	2
988	что только	7	2
989	показывают что	1	2
990	одно то	1	2
991	что без	2	2
992	знание этого	1	2
993	для чего	1	2
994	я сам	1	2
995	искусства в	1	2
996	точно таким	2	2
997	на жизнь	1	2
998	что прежде	3	2
999	и против	1	2
1000	он уже	1	2
1001	и должны	1	2
1002	как с	1	2
1003	что многие	1	2
1004	предметы и	1	2
1005	что сказать	1	2
1006	следует ли	1	2
1007	следует из	1	2
1008	родного языка	1	2
1009	всей совокупности	1	2
1010	от нас	4	2
1011	и должен	1	2
1012	все свое	1	2
1013	стоит на	1	2
1014	первых порах	2	2
1015	от другого	3	2
1016	не могла	2	2
1017	но нужно	1	2
1018	связанная с	3	2
1019	должен был	2	2
1020	от их	1	2
1021	значение его	2	2
1022	сами по	3	2
1023	языка из	1	2
1024	отличаются от	1	2
1025	ряд слов	1	2
1026	строгом смысле	2	2
1027	этот оттенок	1	2
1028	формы слова	3	2
1029	есть слово	1	2
1030	значении этого	1	2
1031	есть нечто	6	2
1032	с такими	1	2
1033	это время	1	2
1034	никто не	5	2
1035	из языка	1	2
1036	которого не	2	2
1037	которая не	2	2
1038	общем смысле	1	2
1039	этих случаях	1	2
1040	к другому	3	2
1041	ничего общего	2	2
1042	в словах	3	2
1043	самое это	3	2
1044	этот процесс	1	2
1045	который и	1	2
1046	думать что	6	2
1047	но оно	6	2
1048	чем же	1	2
1049	не является	1	2
1050	нам о	1	2
1051	очевидно и	1	2
1052	где нет	1	2
1053	на той	2	2
1054	значение этого	1	2
1055	убеждение в	2	2
1056	самым мы	1	2
1057	с а	2	2
1058	формы с	1	2
1059	и теперь	6	2
1060	для нее	1	2
1061	отношении к	3	2
1062	мы получим	1	2
1063	разговоре не	1	2
1064	вслед за	6	2
1065	слова с	4	2
1066	внутренние формы	1	2
1067	и до	2	2
1068	друг от	2	2
1069	в совершенно	1	2
1070	на первых	2	2
1071	в обществе	1	2
1072	никаких оснований	1	2
1073	потому и	1	2
1074	и той	4	2
1075	на которые	1	2
1076	и а	1	2
1077	видели выше	1	2
1078	и там	1	2
1079	в сказке	1	2
1080	все в	3	2
1081	образом то	1	2
1082	начиная с	1	2
1083	одной из	3	2
1084	эти категории	1	2
1085	только теперь	1	2
1086	в глазах	3	2
1087	не знаем	5	2
1088	всякий раз	1	2
1089	деле в	2	2
1090	и значит	1	2
1091	увидим ниже	1	2
1092	или поздно	2	2
1093	у них	1	2
1094	и после	2	2
1095	не из	4	2
1096	читателя или	1	2
1097	сторону от	1	2
1098	уже при	1	2
1099	обстановки в	1	2
1100	друг другу	2	2
1101	нам только	1	2
1102	он должен	2	2
1103	от всякого	1	2
1104	самое слово	4	2
1105	не знают	1	2
1106	слова так	2	2
1107	мысли а	5	2
1108	ответ на	3	2
1109	можно себе	1	2
1110	было как	1	2
1111	в прямом	1	2
1112	ничем не	1	2
1113	внутреннюю форму	8	2
1114	это был	1	2
1115	зависит от	7	2
1116	одним и	4	2
1117	наших глазах	2	2
1118	слово а	1	2
1119	что одна	2	2
1120	конечно в	1	2
1121	то слово	3	2
1122	этого явления	1	2
1123	ее в	2	2
1124	на которой	4	2
1125	говорит и	1	2
1126	сознания и	2	2
1127	а все	1	2
1128	слова а	1	2
1129	по этому	2	2
1130	речь но	1	2
1131	от друга	2	2
1132	отказаться от	2	2
1133	когда оно	3	2
1134	то к	4	2
1135	дело в	1	2
1136	в словаре	1	2
1137	вообще не	1	2
1138	же будет	1	2
1139	в ряде	1	2
1140	х годах	1	2
1141	не языка	1	2
1142	с течением	3	2
1143	возможно и	1	2
1144	основана на	1	2
1145	силу этого	1	2
1146	к своему	3	2
1147	перейти к	1	2
1148	словом как	2	2
1149	один и	2	2
1150	все слова	1	2
1151	это было	3	2
1152	не что	1	2
1153	бы совершенно	1	2
1154	если как	1	2
1155	со значением	2	2
1156	что законы	1	2
1157	например такие	1	2
1158	в одной	1	2
1159	и вообще	4	2
1160	разумеется что	1	2
1161	как слово	4	2
1162	еще до	3	2
1163	буквальном смысле	2	2
1164	разница между	3	2
1165	и мысли	2	2
1166	только к	1	2
1167	за то	1	2
1168	же с	7	2
1169	качества и	1	2
1170	такие же	2	2
1171	эти последние	3	2
1172	деле может	1	2
1173	в самых	1	2
1174	первая половина	1	2
1175	тому как	6	2
1176	не станем	1	2
1177	быть и	1	2
1178	практическое значение	1	2
1179	к тем	4	2
1180	а по	1	2
1181	наоборот в	2	2
1182	есть и	3	2
1183	отношений между	2	2
1184	каждый раз	3	2
1185	явлений в	1	2
1186	например и	2	2
1187	которую я	1	2
1188	д не	1	2
1189	собственно говоря	2	2
1190	не выходим	1	2
1191	связана с	1	2
1192	преимуществу но	1	2
1193	во многом	3	2
1194	который как	1	2
1195	указывает на	8	2
1196	от мысли	4	2
1197	означает еще	1	2
1198	все содержание	2	2
1199	сказать в	1	2
1200	даже для	1	2
1201	это можно	4	2
1202	это очевидно	1	2
1203	чтобы оправдать	1	2
1204	а может	2	2
1205	самой природы	1	2
1206	как увидим	1	2
1207	жизни и	3	2
1208	без сомнения	8	2
1209	можно будет	1	2
1210	в силах	1	2
1211	все более	2	2
1212	и новые	1	2
1213	эти два	1	2
1214	может и	1	2
1215	не можем	8	2
1216	языке есть	1	2
1217	в известной	3	2
1218	возможна только	1	2
1219	течением времени	2	2
1220	можно только	3	2
1221	меньше чем	1	2
1222	в сложном	2	1
1223	такой взгляд	2	1
1224	в ком	1	1
1225	этого я	1	1
1226	близкие к	1	1
1227	фактического единства	1	1
1228	определение в	1	1
1229	видели в	1	1
1230	могут иметь	1	1
1231	несомненно что	3	1
1232	силу которого	1	1
1233	только чтобы	1	1
1234	же получает	1	1
1235	поэзии но	1	1
1236	к другу	1	1
1237	какова должна	1	1
1238	человеческой жизни	3	1
1239	как форма	2	1
1240	может в	2	1
1241	же звуков	1	1
1242	образ мы	1	1
1243	следы своего	1	1
1244	в разговорной	1	1
1245	усилий к	1	1
1246	самого себя	3	1
1247	исходя из	1	1
1248	звуков но	1	1
1249	части еще	1	1
1250	языке когда	1	1
1251	часть его	2	1
1252	об искусстве	1	1
1253	до самого	1	1
1254	связанных между	1	1
1255	под ним	2	1
1256	эта идея	1	1
1257	а у	1	1
1258	время его	1	1
1259	это значит	1	1
1260	развития языка	1	1
1261	она уже	1	1
1262	не об	2	1
1263	это объяснение	1	1
1264	не зависит	1	1
1265	но тем	4	1
1266	какой бы	1	1
1267	всегда предполагает	1	1
1268	отношение а	1	1
1269	до и	1	1
1270	на другую	1	1
1271	и лучше	1	1
1272	и таких	1	1
1273	к звуку	2	1
1274	всем и	1	1
1275	например с	1	1
1276	в общей	1	1
1277	по результатам	1	1
1278	цель этих	1	1
1279	оно или	1	1
1280	случае он	1	1
1281	не требующим	2	1
1282	это история	1	1
1283	труд и	1	1
1284	и самое	3	1
1285	среди других	1	1
1286	как сочетание	1	1
1287	этой последней	2	1
1288	гораздо чаще	1	1
1289	может но	2	1
1290	связь с	4	1
1291	вопрос на	1	1
1292	была самая	1	1
1293	сделать некоторые	1	1
1294	и сам	1	1
1295	такое средство	1	1
1296	каким образом	2	1
1297	право сказать	1	1
1298	на свою	2	1
1299	в некотором	2	1
1300	за ним	4	1
1301	в предметной	1	1
1302	в выше	1	1
1303	чем лучше	1	1
1304	них уже	1	1
1305	слово может	7	1
1306	от всего	4	1
1307	к более	1	1
1308	обратив внимания	1	1
1309	говорят о	1	1
1310	и требует	1	1
1311	к другим	4	1
1312	условиях это	1	1
1313	можно объяснить	1	1
1314	главная заслуга	1	1
1315	но самое	2	1
1316	бы все	1	1
1317	останавливаясь на	3	1
1318	как попало	1	1
