N	2gram	Bakhtin_Fr	VrazhdaK
137	столь же	1	2
138	том же	3	2
139	точки зрения	7	2
140	тем более	3	2
141	одна из	1	2
142	году и	1	2
143	в период	2	2
144	об этой	4	2
145	время он	1	2
146	на место	1	2
147	в эти	2	2
148	эту сцену	1	2
149	но это	10	2
150	во время	15	2
151	не мог	8	2
152	в него	1	2
153	и ее	2	2
154	никогда не	6	2
155	эти не	1	1
156	души и	1	1
157	в особенности	7	1
158	своего рода	7	1
159	в самом	7	1
160	обо мне	1	1
161	во всем	1	1
162	то в	3	1
163	как к	2	1
164	связан с	2	1
165	так и	14	1
166	что они	3	1
167	которую они	1	1
168	в свое	1	1
169	в литературе	4	1
170	все что	3	1
171	для всех	4	1
172	труд и	2	1
173	до сих	3	1
174	в душе	1	1
175	один из	6	1
176	еще раз	1	1
177	можно говорить	2	1
178	и этот	2	1
179	иногда о	1	1
180	ему в	1	1
181	по всем	1	1
182	ближе к	1	1
183	хочет быть	1	1
184	они не	5	1
185	был очень	1	1
186	с братом	1	1
187	автору и	1	1
188	ни с	2	1
189	этот процесс	3	1
190	если в	3	1
191	также что	1	1
192	на три	1	1
193	того как	1	1
194	каковы же	1	1
195	был еще	1	1
196	которой не	1	1
197	собой в	1	1
198	что уже	1	1
199	не будем	3	1
200	он как	1	1
201	дает нам	2	1
202	еще более	1	1
203	и борьбы	2	1
204	из всех	1	1
205	возвращается в	1	1
206	что это	4	1
207	хотя и	6	1
208	он и	6	1
209	романа в	2	1
210	в миниатюре	1	1
211	и из	1	1
212	в ее	2	1
213	безумия или	1	1
214	людей было	1	1
215	того что	4	1
216	прямо в	1	1
217	этом он	2	1
218	в другой	1	1
219	говорит о	1	1
220	чем у	1	1
221	в качестве	5	1
222	в поэме	1	1
223	нас в	4	1
224	сама жизнь	1	1
225	не хочет	3	1
226	прежде всего	19	1
227	и другими	2	1
228	ее и	1	1
229	это слово	1	1
230	другой стороны	2	1
231	большой резонанс	1	1
232	нет ничего	1	1
233	но на	3	1
234	за это	1	1
235	в их	4	1
236	мы находим	5	1
237	с утверждением	1	1
238	что слово	1	1
239	на пиру	3	1
240	тому же	5	1
241	есть еще	1	1
242	этими тремя	1	1
243	и пули	1	1
244	но с	1	1
245	и самые	1	1
246	первая часть	2	1
247	ко всем	1	1
248	надежды на	1	1
249	крестьян и	1	1
250	в духе	4	1
251	в разные	1	1
252	конечно в	4	1
253	а за	2	1
254	самим собой	2	1
255	и сам	2	1
256	с такими	1	1
257	в одном	7	1
258	год в	1	1
259	что за	1	1
260	тот кто	1	1
261	на нее	1	1
262	и начинается	1	1
263	сердце и	1	1
264	в будущее	2	1
265	еще в	3	1
266	о своей	2	1
267	но не	6	1
268	мешало их	1	1
269	но вот	1	1
270	в ту	3	1
271	не поверите	2	1
272	своем увлечении	1	1
273	о чисто	1	1
274	именно в	5	1
275	жизни и	11	1
276	то время	4	1
277	в таком	2	1
278	в процессе	1	1
279	в литературу	1	1
280	сходство с	1	1
281	в жизни	4	1
282	в числе	1	1
283	литературе и	1	1
284	с различными	1	1
285	сходство между	2	1
286	правда в	3	1
287	ясно что	1	1
288	большой успех	1	1
289	в соответствии	1	1
290	говорить об	1	1
291	вряд ли	1	1
292	такие же	1	1
293	это время	2	1
294	между прочим	1	1
295	не дают	1	1
296	эту проблему	1	1
297	как в	4	1
298	дома и	1	1
299	не мешало	1	1
300	была на	1	1
301	следовательно и	2	1
302	роль в	5	1
303	правда не	1	1
304	в речах	1	1
305	по своему	5	1
306	на стол	1	1
307	он ее	1	1
308	по преимуществу	2	1
309	никто не	1	1
310	да и	2	1
311	по его	1	1
312	ли он	2	1
313	служит для	1	1
314	в свете	3	1
315	о котором	1	1
316	том как	2	1
317	они как	1	1
318	веру в	1	1
319	в условиях	3	1
320	это было	4	1
321	в итоге	1	1
322	к своим	1	1
323	в сторону	2	1
324	что образ	4	1
325	не имеет	4	1
326	ничего общего	1	1
327	но мы	3	1
328	полагает что	1	1
329	тем не	1	1
330	человеком и	2	1
331	ведь не	1	1
332	раз и	1	1
333	под влиянием	1	1
334	сих пор	3	1
335	и вообще	3	1
336	года и	2	1
337	не был	1	1
338	тут нет	1	1
339	для правильного	1	1
340	на них	2	1
341	время с	1	1
342	и образ	3	1
343	жизнь и	5	1
344	первый взгляд	1	1
345	этот мотив	2	1
346	с этим	6	1
347	еще один	2	1
348	во всех	20	1
349	нас интересует	1	1
350	во всяком	1	1
351	это и	10	1
352	было не	1	1
353	я вижу	2	1
354	то он	2	1
355	и отчасти	3	1
356	во все	2	1
357	это конечно	4	1
358	в полной	1	1
359	первый план	3	1
360	было в	2	1
361	эпохи он	1	1
362	выше и	1	1
363	не могли	1	1
364	с большою	2	1
365	момент здесь	1	1
366	что этот	1	1
367	конечно никаких	1	1
368	которой он	1	1
369	этой традиции	6	1
370	имеется в	2	1
371	был хорошо	1	1
372	как пример	3	1
373	это как	1	1
374	свою книгу	1	1
375	и всего	1	1
376	потому что	8	1
377	преимуществу на	1	1
378	это то	1	1
379	также и	11	1
380	и речи	2	1
381	помощью которых	2	1
382	близкий к	1	1
383	конце жизни	2	1
384	он стал	2	1
385	и наступление	1	1
386	в развитии	1	1
387	быть и	1	1
388	них много	1	1
389	во второй	3	1
390	с помощью	6	1
391	в частности	4	1
392	не будет	2	1
393	их общий	1	1
394	году когда	1	1
395	характерно для	3	1
396	но зато	1	1
397	нужно было	1	1
398	не могло	3	1
399	но они	6	1
400	и их	6	1
401	и последовательность	1	1
402	говорить о	5	1
403	он хочет	3	1
404	что эта	3	1
405	одно и	1	1
406	всех этих	9	1
407	общие черты	1	1
408	как он	3	1
409	и выражение	1	1
410	один раз	2	1
411	это была	1	1
412	в форме	2	1
413	людей и	1	1
414	из сильнейших	1	1
415	вслед за	1	1
416	встреча с	2	1
417	себя на	1	1
418	ту эпоху	2	1
419	доходит до	2	1
420	мировой литературе	3	1
421	их отношения	1	1
422	вот в	1	1
423	от того	3	1
424	вы не	1	1
425	которую он	3	1
426	в обоих	1	1
427	человека и	1	1
428	de la	3	1
429	свою очередь	1	1
430	и можно	1	1
431	даже во	1	1
432	и т.д	2	1
433	у которого	1	1
434	образа его	1	1
435	романе не	2	1
436	как известно	2	1
437	она правда	1	1
438	с другой	3	1
439	было бы	5	1
440	это же	1	1
441	некоторое время	1	1
442	же на	1	1
443	я думаю	1	1
444	в эпизоде	11	1
445	как на	6	1
446	не совсем	1	1
447	соответствии с	2	1
448	себя в	1	1
449	ее не	1	1
450	энергии и	1	1
451	в плане	5	1
452	что для	1	1
453	на мертвые	1	1
454	по которой	1	1
455	той же	6	1
456	заключается в	1	1
457	партия в	2	1
458	могут быть	1	1
459	не имел	1	1
460	до конца	2	1
461	из первых	1	1
462	к которому	1	1
463	это отношение	1	1
464	был в	3	1
465	в первой	5	1
466	и от	6	1
467	человечества и	1	1
468	и есть	5	1
469	роль играет	4	1
470	во всей	1	1
471	в силу	1	1
472	на этот	4	1
473	никому не	1	1
474	такой же	5	1
475	идет не	2	1
476	есть все	1	1
477	из этого	5	1
478	из-за этого	2	1
479	не все	2	1
480	от них	1	1
481	времени а	1	1
482	этом отношении	7	1
483	хотя он	2	1
484	во франции	6	1
485	тут же	2	1
486	а следовательно	1	1
487	же это	1	1
488	в мировой	3	1
489	конце концов	1	1
490	независимо от	3	1
491	друг друга	1	1
492	ощущению своей	1	1
493	лести и	1	1
494	ее своей	1	1
495	эпизода с	1	1
496	с ее	7	1
497	всего романа	2	1
498	из него	1	1
499	же он	1	1
500	бы в	5	1
501	у вас	2	1
502	не просто	1	1
503	того же	6	1
504	чтоб я	1	1
505	смеха и	3	1
506	и никому	1	1
507	только о	2	1
508	в целом	2	1
509	плане его	1	1
510	его современников	1	1
511	одного и	1	1
512	и наконец	5	1
513	в известной	5	1
514	ничего не	5	1
515	вплоть до	2	1
516	но нас	1	1
517	свободой и	1	1
518	и самый	3	1
519	к нему	5	1
520	более того	3	1
521	котором он	1	1
