N	3gram	Vygotskiy_	Marksizm
105	собственном смысле слова	2	2
106	к нему и	1	2
107	сами по себе	4	2
108	того или иного	1	2
109	от того что	2	2
110	какого бы то	1	2
111	и в особенности	1	2
112	по крайней мере	1	2
113	том или ином	1	2
114	ту или иную	1	2
115	как и в	5	2
116	быть сведены к	1	2
117	а следовательно и	1	2
118	не следует что	1	2
119	совершенно независимо от	1	2
120	в чем же	2	2
121	несмотря на то	2	2
122	во всех своих	1	2
123	независимо от того	1	2
124	таким образом в	2	2
125	до тех пор	2	2
126	в достаточной степени	1	2
127	ни в коем	1	2
128	так же как	8	2
129	есть прежде всего	1	2
130	же как и	2	2
131	же касается до	1	2
132	с тем что	2	2
133	в широком смысле	1	2
134	и в самом	3	2
135	если мы скажем	1	2
136	вопрос о том	1	2
137	это и есть	1	2
138	из виду что	1	1
139	не могли бы	1	1
140	мы на самом	1	1
141	если мы примем	2	1
142	слова что же	1	1
143	благодаря тому что	2	1
144	и в сознании	1	1
145	а может быть	1	1
146	он как и	1	1
147	имеет в виду	3	1
148	и столь же	1	1
149	все то что	3	1
150	точки зрения и	1	1
151	что и для	1	1
152	марксистской науки об	1	1
153	поколения в поколение	1	1
154	ни в каком	1	1
155	наук о духе	1	1
156	и даже не	1	1
157	чтобы убедиться что	1	1
158	в конечном счете	6	1
159	эта история с	1	1
160	в нем не	1	1
161	что в каждом	1	1
162	то что он	1	1
163	как одна из	2	1
164	при этом как	2	1
165	не менее чем	1	1
166	по сравнению с	3	1
167	точки зрения она	1	1
168	и значение в	1	1
169	и в таком	1	1
170	теоретической и практической	1	1
171	есть в сущности	2	1
172	если же мы	1	1
173	и более или	1	1
174	то или иное	2	1
175	того или другого	1	1
176	в основе всех	1	1
177	а как оно	1	1
178	до наших дней	1	1
179	с этой точки	5	1
180	в жизни и	1	1
181	он не может	3	1
182	в том же	1	1
183	то что обычно	1	1
184	указывает на то	4	1
185	в своей основе	1	1
186	совершенно так же	1	1
187	самим автором и	1	1
188	и не будет	2	1
189	но для того	1	1
190	и там и	1	1
191	в своем чистом	1	1
192	что в них	1	1
193	только при условии	1	1
194	и не имеет	1	1
195	и в науке	1	1
196	в различные эпохи	1	1
197	этой проблемы мы	1	1
198	с помощью которых	1	1
199	может быть дано	2	1
200	может быть только	1	1
201	сам по себе	4	1
202	в одной плоскости	1	1
203	приходит к выводу	2	1
204	что он сам	1	1
205	и читателя и	1	1
206	он относится к	1	1
207	на самой границе	1	1
208	в особенности же	1	1
209	представители этой школы	1	1
210	чтобы показать что	3	1
211	отсюда понятно что	1	1
212	что все эти	1	1
213	там и здесь	1	1
214	с тем и	1	1
215	может быть сведена	2	1
216	вместо того чтобы	1	1
217	если бы в	2	1
218	другой стороны и	2	1
219	по аналогии с	1	1
220	не могла быть	1	1
221	том что все	1	1
222	одну из этих	1	1
223	не иначе как	1	1
224	самом деле для	1	1
225	мы все время	1	1
226	исходит из критики	1	1
227	точки зрения в	1	1
228	а с другой	1	1
229	а в том	2	1
230	какой степени не	1	1
231	там где начинается	3	1
232	что здесь как	1	1
233	не только не	4	1
234	сущности ничего не	1	1
235	вступить в противоречие	1	1
236	хотя бы только	1	1
237	одну и ту	1	1
238	и в основе	1	1
239	и как он	2	1
240	каждой из этих	1	1
241	этой формы в	1	1
242	по себе а	3	1
243	имел в виду	1	1
244	же виде в	1	1
245	но то что	1	1
246	и не дает	1	1
247	в одном случае	1	1
248	но и это	1	1
249	таким образом и	3	1
250	едва ли может	1	1
251	так же и	1	1
252	по самой своей	1	1
253	мы не воспринимаем	1	1
254	же самое что	2	1
255	в тех случаях	1	1
256	сказать что большинство	1	1
257	коем случае не	1	1
258	приводит его к	1	1
259	мы все же	1	1
260	разрешения этой проблемы	1	1
261	само собой разумеется	1	1
262	к тем же	1	1
263	никогда не может	3	1
264	широком смысле слова	1	1
265	то есть в	2	1
266	его с точки	2	1
267	но прежде всего	1	1
268	но он не	1	1
269	то все же	1	1
270	и здесь он	1	1
271	к объяснению истории	1	1
272	вместе с тем	3	1
273	что почти все	1	1
274	социальной жизни в	1	1
275	взглянуть и на	1	1
276	и во всяком	1	1
277	в какой мере	3	1
278	но только с	1	1
279	а вместе с	1	1
280	сам для себя	1	1
281	мы скажем что	1	1
282	что иное как	2	1
283	бы сказать что	1	1
284	он не только	3	1
285	и ту же	1	1
286	в противоречие с	3	1
287	а не как	1	1
288	не имеет никакого	1	1
289	собой разумеется что	1	1
290	мы так же	1	1
291	входящих в него	1	1
292	и объективная психология	1	1
293	и его школы	1	1
294	можно определить как	1	1
295	этой точки зрения	7	1
296	той же самой	2	1
297	что же касается	1	1
298	в целом ряде	2	1
299	то что в	1	1
300	может быть в	1	1
301	быть сведена к	2	1
302	к выводу что	2	1
303	и не было	1	1
304	который как бы	1	1
305	при этом совершенно	1	1
306	не всегда можно	1	1
307	при таком подходе	1	1
308	именно то что	1	1
309	только они сами	1	1
310	как только мы	2	1
311	легли в основу	1	1
312	в то время	6	1
313	своем чистом виде	1	1
314	тому или иному	1	1
315	в каждую эпоху	1	1
316	но к ним	1	1
317	всяком случае все	1	1
318	все же не	1	1
319	не может стать	2	1
320	в процессе творчества	2	1
321	какой мере не	1	1
322	мере не является	1	1
323	вызывают к жизни	1	1
324	ли может быть	1	1
325	слова то есть	2	1
326	не что иное	2	1
327	дело в том	1	1
328	идет именно о	1	1
329	из поколения в	1	1
330	может быть объяснено	2	1
331	и все его	1	1
332	речи но и	1	1
333	тем же самым	1	1
334	подобно тому как	7	1
335	таким образом оказывается	1	1
336	и тот и	1	1
337	таким образом как	1	1
338	тот и другой	2	1
339	и не без	1	1
340	в душевной жизни	1	1
341	еще далеко не	1	1
342	могут быть сведены	1	1
343	или совсем не	1	1
344	не зависит от	1	1
345	и что в	2	1
346	одной стороны оно	1	1
347	тем или иным	2	1
348	того чтобы сделать	1	1
349	выходит за пределы	2	1
350	чтобы убедиться в	1	1
351	никогда не найдем	1	1
352	тогда когда он	1	1
353	его социальных функций	1	1
354	принципиальное различие между	1	1
355	может быть признано	2	1
356	всего того что	1	1
357	и в сущности	1	1
358	ту или другую	1	1
359	так как они	2	1
360	а вовсе не	1	1
361	при этом она	1	1
362	и в процессе	3	1
363	и следовательно по	1	1
364	в основе своей	2	1
365	из которых каждая	2	1
366	то что они	1	1
367	во всем этом	1	1
368	прямо сказать что	1	1
369	приводит к тому	2	1
370	в сущности ничего	1	1
371	это говорит о	1	1
372	оно может быть	1	1
373	до конца и	1	1
374	после того как	1	1
375	в сущности всегда	1	1
376	мы не можем	2	1
377	в другом случае	1	1
378	к жизни и	1	1
