N	2gram	Vygotskiy_	EvropaiC
163	что та	2	4
164	и сейчас	1	4
165	а с	8	4
166	выше и	2	4
167	что мы	9	4
168	данный момент	1	4
169	мы уже	7	4
170	в течение	4	4
171	хотя бы	7	4
172	то ни	1	4
173	в дальнейшем	1	4
174	в такой	4	4
175	мы должны	11	4
176	что эта	7	4
177	факт что	3	4
178	целый ряд	6	4
179	тот факт	1	4
180	признать что	3	4
181	всегда будет	1	4
182	и т.д	15	4
183	что для	8	4
184	что как	4	4
185	том же	4	4
186	представление об	1	4
187	в области	4	4
188	он не	11	4
189	конце концов	1	4
190	если мы	8	4
191	всех этих	2	4
192	то же	12	4
193	совершенно так	1	4
194	никогда не	8	4
195	ближе к	2	3
196	во всем	4	3
197	бы то	1	3
198	от него	1	3
199	то очевидно	1	3
200	что оно	6	3
201	эти элементы	1	3
202	а наоборот	1	3
203	данном случае	5	3
204	только что	7	3
205	и по	3	3
206	которые не	4	3
207	в начале	2	3
208	с одной	14	3
209	тогда когда	8	3
210	двух разнородных	3	3
211	даже в	4	3
212	ни было	1	3
213	в нашем	3	3
214	и говорить	1	3
215	как у	1	3
216	для нас	4	3
217	прежде всего	12	3
218	у нас	1	3
219	одно из	3	3
220	коренным образом	1	3
221	целом ряде	2	3
222	в этих	3	3
223	чем в	1	3
224	ко всем	3	3
225	от тех	1	3
226	в нем	2	3
227	заключается в	12	3
228	представление о	7	3
229	очевидно что	4	3
230	в жизни	2	3
231	можно назвать	2	3
232	в связи	3	3
233	во имя	1	3
234	случаях когда	1	3
235	же как	8	3
236	но по	1	3
237	на вершине	1	3
238	в истории	7	3
239	может не	4	3
240	эти мысли	1	3
241	и это	3	3
242	в сторону	1	3
243	что их	1	3
244	и вообще	2	3
245	гораздо больше	1	3
246	тем более	7	3
247	и потому	3	3
248	на этой	2	3
249	рассматриваться как	3	3
250	всему этому	1	3
251	в данном	5	3
252	и других	4	3
253	отличие от	3	3
254	вопрос о	11	3
255	но даже	2	3
256	в ней	2	3
257	что если	3	3
258	должны быть	2	3
259	с этой	7	3
260	может служить	1	3
261	это не	5	3
262	в тех	2	3
263	тем самым	8	3
264	и до	5	3
265	с в	4	3
266	конечно не	1	3
267	не вполне	1	3
268	в совершенно	5	3
269	от того	7	3
270	при помощи	2	3
271	к которой	1	3
272	а в	4	3
273	как известно	8	3
274	сказано выше	1	3
275	было бы	12	3
276	исключительно из	2	3
277	как мы	11	3
278	указывают на	1	3
279	сейчас же	1	3
280	самой сущности	1	3
281	что только	2	3
282	мы будем	2	3
283	но не	6	3
284	в эти	1	3
285	отличаются друг	1	3
286	таким же	4	3
287	бы в	5	3
288	не надо	2	3
289	тот же	7	3
290	и наконец	3	3
291	не то	3	3
292	это представление	3	3
293	отдельные элементы	3	2
294	одной и	2	2
295	с которыми	2	2
296	представить себе	5	2
297	из врожденных	1	2
298	к такому	1	2
299	что они	5	2
300	только не	2	2
301	образом и	4	2
302	но на	4	2
303	все его	1	2
304	к другу	3	2
305	что у	3	2
306	мы и	3	2
307	друг к	2	2
308	что эти	3	2
309	как две	1	2
310	не сознавая	1	2
311	что развитие	1	2
312	то в	1	2
313	мы все	1	2
314	в свет	1	2
315	на том	2	2
316	гораздо менее	3	2
317	для себя	7	2
318	двумя крайними	3	2
319	от которого	1	2
320	для него	5	2
321	следует что	1	2
322	же образом	1	2
323	а это	1	2
324	это обстоятельство	2	2
325	те же	2	2
326	а затем	5	2
327	не понимают	2	2
328	то и	4	2
329	него в	1	2
330	невозможно и	1	2
331	к таким	1	2
332	но как	1	2
333	и из	2	2
334	элементы из	1	2
335	сообразно с	2	2
336	не от	1	2
337	будет иметь	1	2
338	в виду	5	2
339	сводится к	1	2
340	этими двумя	2	2
341	тем чтобы	1	2
342	том и	1	2
343	всех прочих	2	2
344	работы и	2	2
345	но с	3	2
346	в своих	6	2
347	не было	1	2
348	не потому	2	2
349	все то	1	2
350	не знает	1	2
351	не очень	1	2
352	другой вид	2	2
353	и сам	2	2
354	во внимание	1	2
355	на нее	2	2
356	и там	1	2
357	наконец не	1	2
358	то с	1	2
359	и развитие	1	2
360	том виде	1	2
361	как при	2	2
362	вовсе не	5	2
363	такой же	3	2
364	но для	2	2
365	в один	4	2
366	жизни и	2	2
367	и будет	1	2
368	то время	5	2
369	что представление	1	2
370	в процессе	19	2
371	чтобы быть	2	2
372	в среде	1	2
373	между этими	7	2
374	этот общий	1	2
375	тому что	6	2
376	эти черты	2	2
377	я не	4	2
378	между ними	2	2
379	всех тех	6	2
380	как не	1	2
381	чем другие	2	2
382	их в	6	2
383	между прочим	1	2
384	которые могут	1	2
385	и так	1	2
386	в одно	1	2
387	в которых	6	2
388	однако это	1	2
389	следовательно и	1	2
390	на одном	3	2
391	не имеет	5	2
392	высшей степени	7	2
393	со своей	1	2
394	понимают друг	2	2
395	кстати что	1	2
396	зависимости от	8	2
397	в себя	2	2
398	ни для	1	2
399	что оба	1	2
400	на каждом	2	2
401	нет в	1	2
402	должен быть	6	2
403	в эту	4	2
404	эволюции и	1	2
405	по его	2	2
406	вопросе о	1	2
407	причин не	1	2
408	в них	5	2
409	то которое	1	2
410	этих двух	4	2
411	во всяком	6	2
412	этого явления	1	2
413	а к	2	2
414	а для	2	2
415	в основе	9	2
416	и более	6	2
417	в котором	6	2
418	вытекают из	1	2
419	и только	2	2
420	на этом	3	2
421	по тем	1	2
422	совершенно иной	1	2
423	доказать что	1	2
424	время от	1	2
425	этого последнего	1	2
426	она не	3	2
427	другими словами	1	2
428	эту черту	1	2
429	при отсутствии	1	2
430	всяком случае	5	2
431	к нему	1	2
432	в свою	4	2
433	именно потому	2	2
434	заимствует у	1	2
435	одной стороны	15	2
436	на друга	1	2
437	также и	2	2
438	ту же	3	2
439	одну из	4	2
440	в другом	7	2
441	и поэтому	2	2
442	только тогда	4	2
443	только один	1	2
444	с уже	1	2
445	между отдельными	3	2
446	говорить о	4	2
447	всех других	1	2
448	в противоречие	1	2
449	тех же	3	2
450	же что	2	2
451	которую он	1	2
452	из двух	3	2
453	из него	1	2
454	заключает в	1	2
455	рано или	1	2
456	не следует	1	2
457	развития все	2	2
458	только то	2	2
459	и те	2	2
460	этот вопрос	6	2
461	же время	2	2
462	но вместе	5	2
463	лишь о	1	2
464	это может	1	2
465	свою очередь	3	2
466	в вопросе	1	2
467	рассматривать как	1	2
468	друг на	1	2
469	потому и	2	2
470	что же	3	2
471	к ним	2	2
472	о которой	2	2
473	той же	4	2
474	части в	1	2
475	заметим кстати	1	2
476	всех остальных	3	2
477	том чтобы	6	2
478	образом как	3	2
479	такой форме	1	2
480	для самого	1	2
481	в высшей	7	2
482	на него	3	2
483	на первый	3	2
484	от времени	1	2
485	по этому	4	2
486	во всей	8	2
487	показывают что	3	2
488	все без	1	2
489	что она	6	2
490	в частности	8	2
491	одна из	1	2
492	и дальше	1	2
493	этого слова	7	2
494	в сущности	13	2
495	но если	3	2
496	и его	10	2
497	что до	1	2
498	от них	2	2
499	мы видели	8	2
500	а следовательно	2	2
501	отнюдь не	2	2
502	в отдельных	3	2
503	или поздно	1	2
504	в ту	2	2
505	независимо от	10	2
506	для этой	1	2
507	с ее	3	2
508	входящих в	1	2
509	но так	1	2
510	которой мы	3	2
511	в самой	4	2
512	и особенно	1	2
513	дальнейшего развития	1	2
514	точку зрения	8	2
515	если это	2	2
516	и ее	9	2
517	что на	2	2
518	психологии в	4	2
519	друг друга	5	2
520	гораздо более	1	2
521	из этой	2	2
522	он должен	4	2
523	с к	1	1
524	к сожалению	2	1
525	всего в	3	1
526	были бы	2	1
527	начиная с	2	1
528	само собой	1	1
529	находим в	1	1
530	не происходит	1	1
531	к действительности	13	1
532	и другие	1	1
533	на деле	5	1
534	и идет	1	1
535	открытие в	1	1
536	культурного развития	1	1
537	в другой	2	1
538	видели что	6	1
539	равной мере	2	1
540	сущность его	1	1
541	для всех	8	1
542	мы видим	7	1
543	в более	3	1
544	науки о	1	1
545	один из	3	1
546	то обстоятельство	2	1
547	за ним	1	1
548	в научной	2	1
549	положение что	2	1
550	сейчас в	2	1
551	возрасте в	1	1
552	на эти	3	1
553	и должны	2	1
554	уже говорили	3	1
555	и логического	1	1
556	и свою	1	1
557	что восприятие	1	1
558	ее на	4	1
559	психологии но	1	1
560	того как	6	1
561	от этой	1	1
562	т.е к	1	1
563	зависит от	2	1
564	направление развития	1	1
565	и пр	2	1
566	с и	3	1
567	идти с	1	1
568	который проделывает	1	1
569	за исключением	1	1
570	представлению о	1	1
571	том числе	3	1
572	уже в	8	1
573	мы не	13	1
574	наших глазах	1	1
575	некоторой степени	1	1
576	ним и	1	1
577	с такой	4	1
578	своей деятельности	1	1
579	нам удалось	1	1
580	что я	1	1
581	вывод что	1	1
582	в раннем	2	1
583	и кто	1	1
584	у каждого	1	1
585	у другого	1	1
586	без исключения	1	1
587	именно как	1	1
588	еще более	1	1
589	приспособления к	8	1
590	эта идея	1	1
591	или с	1	1
592	указание на	4	1
593	естественно что	2	1
594	приложении к	2	1
595	себе те	1	1
596	выше так	1	1
597	в своей	7	1
598	человек с	3	1
599	этой цепи	1	1
600	до некоторой	1	1
601	социального общения	1	1
602	их ни	1	1
603	объяснения его	1	1
604	кроме того	1	1
605	развитии и	1	1
606	строго говоря	2	1
607	собой или	1	1
608	одно это	1	1
609	лишь после	3	1
610	в ее	3	1
611	никак не	1	1
612	мысли и	7	1
613	каждом шагу	2	1
614	что так	1	1
615	по мнению	2	1
616	не вызывает	1	1
617	господствовать в	1	1
618	состоящее в	1	1
619	более резкой	2	1
620	сам автор	2	1
621	тут не	1	1
622	в принципе	1	1
623	что такое	1	1
624	ее в	3	1
625	в область	1	1
626	зависит не	1	1
627	окружающей его	1	1
628	с не	1	1
629	и сама	1	1
630	может показаться	2	1
631	в качестве	12	1
632	то станет	1	1
633	все свое	1	1
634	интересующего нас	1	1
635	понятиями и	1	1
636	в тот	1	1
637	не являются	1	1
638	другая часть	1	1
639	этими названиями	1	1
640	эгоцентризма и	1	1
641	со своим	1	1
642	надеяться на	1	1
643	а есть	1	1
644	до всякого	2	1
645	на которой	4	1
646	живут в	1	1
647	из своих	1	1
648	психологическом отношении	1	1
649	отказывается от	1	1
650	теоретические основания	1	1
651	же основание	1	1
652	с другими	5	1
653	состоящую исключительно	1	1
654	однако он	1	1
655	нами в	3	1
656	а все	1	1
657	самое что	1	1
658	у многих	1	1
659	смысле этого	6	1
660	как нечто	2	1
661	быть может	1	1
662	с затруднениями	1	1
663	противоречие с	1	1
664	к жизни	1	1
665	при соприкосновении	1	1
666	основана на	1	1
667	было подвергнуть	1	1
668	в отношении	14	1
669	социальной среды	6	1
670	когда же	1	1
671	же самые	2	1
672	являются в	2	1
673	в ином	2	1
674	и развития	2	1
675	все черты	1	1
676	как с	1	1
677	котором мы	1	1
678	психологии как	1	1
679	далее в	1	1
680	мыслится как	1	1
681	в зависимости	8	1
682	что составляет	1	1
683	борьбу с	1	1
684	что объективная	1	1
685	в борьбе	2	1
686	резко отличаются	1	1
687	и многие	1	1
688	этой точки	2	1
689	по пути	2	1
690	здесь мы	1	1
691	или иной	3	1
692	живет и	1	1
693	степени их	1	1
694	в первом	2	1
695	когда их	2	1
696	а эту	1	1
697	не ставит	1	1
698	когда оно	1	1
699	с ней	3	1
700	к решению	2	1
701	которых покоится	2	1
702	ходе своего	1	1
703	его теории	2	1
704	этот факт	1	1
705	дело в	3	1
706	группой с	1	1
707	это те	1	1
708	вопрос этот	1	1
709	же положении	1	1
710	раз навсегда	1	1
711	достаточно ясно	1	1
712	развития в	8	1
713	это кажется	1	1
714	вещи не	1	1
715	тем что	7	1
716	и другое	1	1
717	чтобы узнать	1	1
718	а то	1	1
719	приведенных выше	2	1
720	так толкует	1	1
721	из всего	1	1
722	и всю	2	1
723	я и	1	1
724	бы все	1	1
725	например в	1	1
726	более что	1	1
727	отношения к	3	1
728	с на	1	1
729	в равной	2	1
730	и другим	2	1
731	случае не	2	1
732	речь очень	1	1
733	в наиболее	1	1
734	показаться что	1	1
735	этом последнем	1	1
736	эта переоценка	1	1
737	долгое время	1	1
738	и как	7	1
739	более широкую	1	1
740	обстоятельство что	2	1
741	как о	2	1
742	с может	1	1
743	к его	3	1
744	есть нечто	2	1
745	время как	4	1
746	виде в	3	1
747	себя как	1	1
748	а именно	2	1
749	а другая	2	1
750	его мнению	1	1
751	из главных	1	1
752	выход из	1	1
753	рядом с	1	1
754	одинаковой мере	1	1
755	у животных	4	1
756	не дают	1	1
757	и просто	1	1
758	на эту	2	1
759	как в	7	1
760	стремление к	1	1
761	жизни в	1	1
762	жизнью в	1	1
763	дело идет	1	1
764	отчасти и	1	1
765	же эгоцентрическая	1	1
766	а эта	1	1
767	другом месте	6	1
768	к своему	2	1
769	истиной которую	1	1
770	последнее время	3	1
771	что между	4	1
772	совершенно отличных	1	1
773	от этого	4	1
774	мы только	2	1
775	направление в	1	1
776	приводит к	8	1
777	только для	6	1
778	и со	2	1
779	сливаются в	1	1
780	весь ход	1	1
781	и я	2	1
782	на всем	3	1
783	они сейчас	1	1
784	может рассматриваться	4	1
785	да и	1	1
786	так точно	2	1
787	мы находим	7	1
788	направлении в	1	1
789	дело тут	1	1
790	благодаря тому	3	1
791	и следовательно	3	1
792	бы поставить	1	1
793	в психологическом	4	1
794	ли эти	1	1
795	которая по	1	1
796	это было	1	1
797	чтобы заметить	1	1
798	гораздо сильнее	1	1
799	эгоцентризма не	1	1
800	на точку	2	1
801	со стороны	4	1
802	на его	1	1
803	для их	1	1
804	себе и	3	1
805	среди других	1	1
806	на их	2	1
807	всей своей	2	1
808	свет на	2	1
809	раз когда	1	1
810	исследователя к	1	1
811	и постоянно	2	1
812	этих элементов	1	1
813	но мы	4	1
814	образом первое	1	1
815	на особенностях	1	1
816	чем наша	1	1
817	что тот	2	1
818	и таким	2	1
819	в других	2	1
820	уже не	2	1
821	зрения между	1	1
822	социальная среда	4	1
823	вопрос что	1	1
824	по крайней	1	1
825	относиться к	1	1
826	все их	1	1
827	перед нами	7	1
828	из области	2	1
829	и другого	1	1
830	бы это	1	1
831	связаны с	2	1
832	с удивлением	1	1
833	вопроса о	3	1
834	для этих	1	1
835	на всю	1	1
836	психологической точки	1	1
837	на место	2	1
838	понятий и	4	1
839	всех своих	2	1
840	его к	3	1
841	несколько дальше	1	1
842	мы указывали	1	1
843	и логически	1	1
844	иметь в	1	1
845	затруднения в	1	1
846	стоит и	1	1
847	к одному	1	1
848	остается в	2	1
849	мы попытаемся	3	1
850	ли они	1	1
851	перестает быть	1	1
852	речь в	4	1
853	тем в	1	1
854	и оставаться	1	1
855	только лишь	1	1
856	только благодаря	1	1
857	всем их	1	1
858	этом пункте	3	1
859	искать в	1	1
860	на природу	1	1
861	нами выше	2	1
862	черты которые	1	1
863	не является	16	1
864	и эти	2	1
865	что от	1	1
866	только к	1	1
867	за то	2	1
868	за шагом	3	1
869	мысль на	1	1
870	бы к	3	1
871	больше чем	1	1
872	своей части	1	1
873	что признание	1	1
874	вытекает из	3	1
875	с самого	9	1
876	образом мы	2	1
877	после этого	1	1
878	для развития	1	1
879	то это	2	1
880	совершенно в	1	1
881	можно считать	2	1
882	бы с	3	1
883	что поэтому	1	1
884	что этот	2	1
885	с известным	1	1
886	отличных от	1	1
887	прекрасно понимают	1	1
888	тем мы	1	1
889	жизни он	1	1
890	всего развития	1	1
891	и которую	1	1
892	в целях	1	1
893	эти понятия	2	1
894	этой главы	2	1
895	она должна	4	1
896	которую мы	6	1
897	своей собственной	1	1
898	предполагает что	1	1
899	от элементов	1	1
900	единое целое	4	1
901	играет роль	2	1
902	можем не	1	1
903	что каждое	1	1
904	является неизбежным	1	1
905	т.е в	1	1
906	и главное	1	1
907	все социальное	1	1
908	потребности или	1	1
909	и нам	2	1
910	роли в	2	1
911	с психологической	2	1
912	и даже	5	1
913	психологии и	1	1
914	силы и	1	1
915	два момента	1	1
916	и заключается	2	1
917	положении в	1	1
918	чистом виде	1	1
919	в уме	1	1
920	стоит в	1	1
921	все остальные	5	1
922	но кто	1	1
923	и между	1	1
924	он принадлежит	1	1
925	не могу	3	1
926	и вот	3	1
927	зрения в	1	1
928	в значительной	2	1
929	входит в	1	1
930	на котором	1	1
931	что эгоцентризм	1	1
932	проблемы не	1	1
933	шаг за	3	1
934	почти исключительно	2	1
935	от самого	1	1
936	еще дальше	1	1
937	выше в	1	1
938	а от	1	1
939	это все	1	1
940	такой постановки	1	1
941	нас вопроса	1	1
942	или не	1	1
943	этого положения	3	1
944	вместо того	3	1
945	поэтому если	1	1
946	не будучи	1	1
947	мы всегда	1	1
948	самого понятия	1	1
949	не быть	1	1
950	и другой	1	1
951	на два	1	1
952	вызывает в	1	1
953	причиной и	1	1
954	а может	1	1
955	двух других	1	1
956	с большим	1	1
957	как из	1	1
958	низкой ступени	1	1
959	назад в	1	1
960	язык и	1	1
961	действительно так	1	1
962	на которых	4	1
963	единство и	1	1
964	точно и	2	1
965	поэтому мы	1	1
966	психологии к	1	1
967	в развитии	31	1
968	от всех	3	1
969	с которой	2	1
970	развития и	3	1
971	должна была	2	1
972	смысле слова	6	1
973	если так	1	1
974	которой он	2	1
975	их общий	1	1
976	гораздо дальше	1	1
977	сущность которого	1	1
978	когда она	2	1
979	об отношении	15	1
980	увидим что	2	1
981	только на	1	1
982	два различных	1	1
983	борьбе с	1	1
984	вступает в	1	1
985	одно и	2	1
986	не были	1	1
987	прежде казалось	1	1
988	и та	1	1
989	в приложении	2	1
990	все те	2	1
991	точно так	2	1
992	такого что	1	1
993	говорят что	1	1
994	в различных	1	1
995	не могла	1	1
996	связь между	10	1
997	приходит к	4	1
998	других людей	1	1
999	принять ее	1	1
1000	и наиболее	2	1
1001	на основании	6	1
1002	что истинное	1	1
1003	как всякая	1	1
1004	тем и	3	1
1005	себя на	1	1
1006	в истинном	2	1
1007	говоря о	1	1
1008	в нашей	1	1
1009	стороны его	1	1
1010	в учении	7	1
1011	и общения	1	1
1012	этому выводу	1	1
1013	и стремление	1	1
1014	нас с	2	1
1015	имеет никакой	1	1
1016	этой стороны	1	1
1017	случае за	1	1
1018	говорит за	1	1
1019	действительности от	1	1
1020	направление как	1	1
1021	психологии с	1	1
1022	это действительно	1	1
1023	частями этого	1	1
1024	что такая	1	1
1025	к удовлетворению	3	1
1026	что ее	1	1
1027	как оно	1	1
1028	и психологии	1	1
1029	можно было	6	1
1030	не раньше	1	1
1031	ведь если	1	1
1032	исходной точкой	1	1
1033	самого начала	9	1
1034	еще один	2	1
1035	основанных на	1	1
1036	итак если	1	1
1037	так называемых	2	1
1038	в силе	1	1
1039	неизбежно должны	2	1
1040	вперед в	2	1
1041	истинном смысле	3	1
1042	в настоящей	5	1
1043	в чистом	1	1
1044	есть продукт	1	1
1045	же самое	4	1
1046	всего что	1	1
1047	но этот	3	1
1048	которых они	1	1
1049	делает его	1	1
1050	всегда и	3	1
1051	связанной с	1	1
1052	состоит в	4	1
1053	которые неизбежно	1	1
1054	затем уже	1	1
1055	того кто	2	1
1056	как эта	1	1
1057	и той	2	1
1058	своей эгоцентрической	1	1
1059	не по	1	1
1060	на которые	1	1
1061	центр тяжести	1	1
1062	его природы	1	1
1063	числе и	3	1
1064	из виду	2	1
1065	видели выше	1	1
1066	проблемы и	4	1
1067	к детской	1	1
1068	это сближение	2	1
1069	большей частью	1	1
1070	и заставить	1	1
1071	как известная	1	1
1072	и еще	2	1
1073	вопрос в	2	1
1074	для той	1	1
1075	тот или	1	1
1076	он в	6	1
1077	к ней	1	1
1078	без всякого	2	1
1079	заметить что	3	1
1080	основанное на	1	1
1081	его если	1	1
1082	которого они	1	1
1083	это потому	1	1
1084	ней и	1	1
1085	однако в	1	1
1086	ко всей	2	1
1087	если для	1	1
1088	двух различных	2	1
1089	главным образом	2	1
1090	и самого	1	1
1091	к моменту	1	1
1092	по которым	1	1
1093	наблюдать как	1	1
1094	нет и	1	1
1095	наряду с	3	1
1096	направлении и	2	1
1097	тех случаях	2	1
1098	этот путь	2	1
1099	чисто индивидуальной	1	1
1100	разрешения задачи	1	1
1101	перед глазами	1	1
1102	могут быть	5	1
1103	мы бы	1	1
1104	которую в	1	1
1105	на второй	1	1
1106	является конечно	2	1
1107	бы он	3	1
1108	самой природе	1	1
1109	и возникает	3	1
1110	только по	1	1
1111	всмотреться в	1	1
1112	в общих	1	1
1113	каждое новое	1	1
1114	тот путь	1	1
1115	и определенной	1	1
1116	быть в	1	1
1117	смотрят на	1	1
1118	до конца	1	1
1119	слова что	1	1
1120	в большей	1	1
1121	к которому	4	1
1122	находится в	2	1
1123	с элементами	1	1
1124	целом в	2	1
1125	зрения на	1	1
1126	уже знаем	1	1
1127	допустить что	2	1
1128	эту мысль	1	1
1129	параллельно с	1	1
1130	со взрослым	2	1
1131	первое положение	1	1
1132	в узком	1	1
1133	он может	2	1
1134	к пониманию	3	1
1135	из трех	1	1
1136	в одинаковой	2	1
1137	же никогда	1	1
1138	оно представляет	1	1
1139	надо сказать	1	1
1140	что именно	3	1
1141	в современной	3	1
1142	элементы которые	1	1
1143	только после	1	1
1144	те кто	2	1
1145	именно с	1	1
1146	с его	7	1
1147	свою силу	1	1
1148	от другой	1	1
1149	сказать что	16	1
1150	он сам	3	1
1151	многое из	3	1
1152	потребностей все	1	1
1153	в данный	1	1
1154	себя с	1	1
1155	у этих	1	1
1156	оказывается мало	1	1
1157	все более	4	1
1158	его психики	1	1
1159	все другие	2	1
1160	для тех	1	1
1161	они возникли	1	1
1162	что во	1	1
1163	образом оказывается	1	1
1164	способа мышления	1	1
1165	только с	2	1
1166	является только	1	1
1167	которые больше	1	1
1168	к этим	3	1
1169	иначе как	1	1
1170	в мышлении	3	1
1171	не мог	1	1
1172	к совершенно	1	1
1173	общих чертах	1	1
1174	себе как	1	1
1175	мысли которые	1	1
1176	есть ли	1	1
1177	прочим в	1	1
1178	а не	5	1
1179	если она	1	1
1180	и оно	1	1
1181	роль этого	1	1
1182	быть поставлены	1	1
1183	имеет свою	2	1
1184	этому вопросу	1	1
1185	если только	1	1
1186	мы попытались	3	1
1187	каждого из	2	1
1188	крайней мере	1	1
1189	похожих на	1	1
1190	кажется нам	1	1
1191	здесь не	1	1
1192	применительно к	1	1
1193	целого ряда	1	1
1194	еще одной	1	1
1195	некоторые черты	1	1
1196	всякий кто	1	1
1197	и тем	8	1
1198	над другим	1	1
1199	ничего не	6	1
1200	есть не	3	1
1201	раньше чем	3	1
1202	друг другу	4	1
1203	на них	1	1
1204	не к	3	1
1205	психологии животных	1	1
1206	его можно	1	1
1207	человека но	1	1
