N	3gram	Vygotskiy_	Analitik
309	вместе с тем	3	1
310	а не ее	1	1
311	и т.д что	1	1
312	а вместе с	1	1
313	и может быть	1	1
314	он не только	3	1
315	до такой степени	1	1
316	в том смысле	1	1
317	лишь материал для	1	1
318	языка то есть	1	1
319	бы можно было	1	1
320	и в особенности	1	1
321	а затем уже	1	1
322	иному произведению следует	1	1
323	и разумное толкование	1	1
324	мы обратимся к	1	1
325	и русской литературе	1	1
326	отнюдь не обладает	1	1
327	хотел сказать своим	1	1
328	как уже было	1	1
329	мы знаем о	1	1
330	той же самой	2	1
331	ту или иную	1	1
332	было бы сказать	1	1
333	те же события	1	1
334	в лирическом стихотворении	1	1
335	к этому что	1	1
336	быть сведена к	2	1
337	точно так же	6	1
338	со всеми остальными	2	1
339	к выводу что	2	1
340	него могут быть	2	1
341	сказать что в	3	1
342	только в том	4	1
343	эта внутренняя форма	2	1
344	читатель тому или	1	1
345	ни на что	1	1
346	же точно и	3	1
347	тем что у	1	1
348	процессы пользования им	1	1
349	дело с фактами	2	1
350	в то время	6	1
351	отдельной личности и	1	1
352	приводит нас к	1	1
353	а не как	1	1
354	мы встречаемся с	1	1
355	во всех своих	1	1
356	между тем оказывается	1	1
357	то есть от	1	1
358	уже не может	1	1
359	сторона искусства в	1	1
360	он может быть	1	1
361	вопрос о том	1	1
362	то что они	1	1
363	хотя и не	2	1
364	привносит от себя	1	1
365	и тем что	2	1
366	что в произведении	1	1
367	следует рассматривать при	1	1
368	приводит к тому	2	1
369	на самом деле	6	1
370	ли может быть	1	1
371	при этом она	1	1
372	и в частности	2	1
373	в мире в	1	1
374	одним и тем	1	1
375	искусство никогда не	1	1
376	и каждое из	1	1
377	одном из двух	1	1
378	только тогда когда	4	1
379	и все его	1	1
380	может быть определена	1	1
381	сознательно или бессознательно	1	1
382	самое что и	2	1
383	в душевной жизни	1	1
384	которые могут быть	1	1
385	роль в лирическом	1	1
386	в сущности не	1	1
387	что и процессы	1	1
388	лишь тем что	1	1
389	разумное толкование которое	1	1
390	толкование которое дает	1	1
391	же как и	2	1
392	в собственном смысле	3	1
393	нет никакой возможности	1	1
394	художественное произведение есть	1	1
395	скрытыми от сознания	1	1
396	дает художник или	1	1
397	так и в	2	1
398	то есть не	1	1
399	конечно нуждается в	1	1
400	должна была бы	1	1
401	всякое понимание есть	1	1
402	а вовсе не	1	1
403	том что при	1	1
404	это отнюдь не	1	1
405	все что мы	1	1
406	как бы в	1	1
407	другой стороны и	2	1
408	то что мы	1	1
409	тем оказывается что	1	1
410	что все люди	1	1
411	на что не	1	1
412	по аналогии с	1	1
413	тому как мы	1	1
414	в том виде	2	1
415	сознания к другому	1	1
416	том числе и	1	1
417	оно может быть	1	1
418	то что все	1	1
419	что и в	5	1
420	приводит его к	1	1
421	после того как	1	1
422	и там и	1	1
423	сказать своим произведением	1	1
