N	3gram	Vygotskiy_	DiskursI
181	все тот же	2	1
182	к тому или	1	1
183	мы можем обозначить	1	1
184	на то что	16	1
185	заключается в том	10	1
186	бы это явление	1	1
187	образом свидетельствует о	1	1
188	в начале нашей	1	1
189	не заметить что	1	1
190	в это время	1	1
191	на второй план	1	1
192	можно считать в	1	1
193	том или ином	1	1
194	что не только	1	1
195	и в наше	1	1
196	в целом ряде	1	1
197	то что в	5	1
198	и что это	2	1
199	в котором они	1	1
200	так в басне	1	1
201	но столь же	1	1
202	он говорит о	1	1
203	в стихах и	1	1
204	в противоположную сторону	1	1
205	говорит о своей	1	1
206	в противном случае	1	1
207	на самом деле	3	1
208	той же жизни	1	1
209	не что иное	1	1
210	одной стороны это	1	1
211	этого как и	1	1
212	то все же	1	1
213	можно было бы	6	1
214	для меня то	1	1
215	к которому мы	1	1
216	именно в том	1	1
217	а не по	1	1
218	с ней и	1	1
219	в первой части	1	1
220	том что он	3	1
221	и при этом	1	1
222	том что всякое	1	1
223	том что они	2	1
224	перед нами было	1	1
225	так ли это?	1	1
226	жизни и смерти	1	1
227	между тем в	2	1
228	это не просто	3	1
229	что иное как	1	1
230	присоединиться к его	1	1
231	одна из них	2	1
232	как бы в	1	1
233	в предисловии к	2	1
234	имеют никакого отношения	1	1
235	где он говорит	1	1
236	это и есть	2	1
237	может быть названо	1	1
