N	2gram	Berdyaev_N	Komedia
336	нашего времени	2	2
337	перед ними	1	2
338	этом смысле	2	2
339	не означает	3	2
340	жизни в	3	2
341	себя и	1	2
342	ли он	1	2
343	в известном	1	2
344	знает что	1	2
345	ничего нет	1	2
346	нет в	1	2
347	отнести к	1	2
348	земли и	1	2
349	быть не	1	2
350	зависимости от	1	2
351	в которую	1	2
352	и до	1	2
353	в каком	1	2
354	как например	1	2
355	вот этот	1	2
356	ли есть	2	2
357	нем не	1	2
358	небом и	1	2
359	по всем	1	2
360	но это	6	2
361	только потому	1	2
362	во времени	1	2
363	к лицу	3	2
364	мир в	1	2
365	не для	1	2
366	формы и	2	2
367	от всех	1	2
368	этого не	1	2
369	все эти	2	2
370	к одному	1	2
371	еще до	2	2
372	и только	1	2
373	она должна	1	2
374	которые они	1	2
375	тому как	3	2
376	это была	1	2
377	как не	8	2
378	человека и	3	2
379	помнить что	2	2
380	и просит	1	2
381	во времена	1	2
382	политики и	2	2
383	в новой	7	2
384	они являются	1	1
385	еще при	1	1
386	был и	1	1
387	и мира	1	1
388	познания и	2	1
389	вопросу о	1	1
390	в нашу	2	1
391	или нет	1	1
392	и ему	1	1
393	из ее	2	1
394	вопрос об	1	1
395	приобщиться к	2	1
396	на смену	1	1
397	вступить на	1	1
398	принадлежащими к	1	1
399	вот что	1	1
400	античному миру	1	1
401	я могу	1	1
402	она скорее	1	1
403	выход из	1	1
404	жили в	1	1
405	богов он	1	1
406	служить только	1	1
407	борьба за	1	1
408	жизни к	4	1
409	которому не	2	1
410	и нет	1	1
411	античной цивилизации	1	1
412	всего они	1	1
413	война с	1	1
414	на человека	1	1
415	я ни	1	1
416	века с	1	1
417	будет и	2	1
418	и переживает	1	1
419	досуг и	1	1
420	своей природе	1	1
421	в новом	2	1
422	конечно имели	1	1
423	из их	1	1
424	имея в	1	1
425	что вся	1	1
426	в мировую	1	1
427	и трудно	1	1
428	особое место	1	1
429	всего как	1	1
430	гордился своим	1	1
431	существу своему	1	1
432	говорит что	1	1
433	быть таким	1	1
434	значительной степени	1	1
435	в политической	1	1
436	страны в	1	1
437	бога и	3	1
438	же так	1	1
439	посвящения в	1	1
440	так долго	1	1
441	политической жизни	1	1
442	есть по	1	1
443	чего он	1	1
444	глубины и	2	1
445	в атмосфере	1	1
446	но сама	1	1
447	образу мыслей	1	1
448	и весь	2	1
449	войне и	1	1
450	может вступить	1	1
451	котором и	1	1
452	и античной	1	1
453	быть в	2	1
454	это я	1	1
455	никакого ответа	1	1
456	мы конечно	1	1
457	культуры на	1	1
458	и никакой	1	1
459	не больше	1	1
460	и немощен	1	1
461	все от	1	1
462	демократии во	1	1
463	или не	1	1
464	идейной жизни	1	1
465	за право	1	1
466	человек а	1	1
467	быть только	1	1
468	так много	1	1
469	призыв к	2	1
470	не совершив	1	1
471	цивилизации и	1	1
472	том и	2	1
473	больше оснований	1	1
474	так на	1	1
475	человеке и	1	1
476	для решения	1	1
477	века были	2	1
478	связанный с	1	1
479	теперь и	1	1
480	права на	2	1
481	и народы	1	1
482	что само	1	1
483	что нет	1	1
484	в наше	3	1
485	мы опять	1	1
486	идей и	1	1
487	не были	1	1
488	положительное значение	1	1
489	но тут	1	1
490	значение и	1	1
491	так называемый	1	1
492	частной собственности	1	1
493	культуры и	7	1
494	оба они	1	1
495	всю жизнь	1	1
496	к античности	1	1
497	все отрицательные	1	1
498	явлением хотя	1	1
499	одного и	1	1
500	раньше чем	1	1
501	в статье	1	1
502	характерная для	1	1
503	и этот	1	1
504	от жизни	1	1
505	погоня за	2	1
506	она с	1	1
507	на западе	1	1
508	жизни а	1	1
509	самой жизни	2	1
510	в судьбах	2	1
511	во власти	1	1
512	смысле слова	3	1
513	до войны	1	1
514	них нельзя	1	1
515	он действует	1	1
516	обреченный на	1	1
517	разобраться в	1	1
518	уже нет	1	1
519	человека во	2	1
520	с ужасом	1	1
521	и вполне	1	1
522	под этим	1	1
523	античной культуры	1	1
524	споры о	2	1
525	а само	1	1
526	вернуть себе	1	1
527	можно назвать	2	1
528	которые могут	1	1
529	духовной и	1	1
530	в нее	1	1
531	которую она	2	1
532	огромную роль	1	1
533	жизни мы	1	1
534	к той	1	1
535	к природе	1	1
536	который и	1	1
537	все они	2	1
538	ни к	2	1
539	то он	1	1
540	к старому	4	1
541	что новое	1	1
542	он требует	1	1
543	не останется	1	1
544	быть сам	1	1
545	не имеют	2	1
546	потом для	1	1
547	со всех	4	1
548	в значительной	1	1
549	мне представляется	1	1
550	передо мной	1	1
551	и вся	1	1
552	значение для	1	1
553	черты и	1	1
554	от других	1	1
555	в мир	1	1
556	той социальной	1	1
557	основанная на	1	1
558	и а	1	1
559	время тоже	1	1
560	что совершается	1	1
561	только одна	1	1
562	это тем	1	1
563	общества в	1	1
564	он может	1	1
565	и потеряли	1	1
566	которым оно	1	1
567	видят в	1	1
568	нельзя сказать	1	1
569	власть над	1	1
570	обратиться к	1	1
571	всякое значение	2	1
572	окончательно и	1	1
573	надеяться что	1	1
574	то они	1	1
575	жизни от	1	1
576	значение в	1	1
577	выходит за	1	1
578	из духовной	1	1
579	после падения	1	1
580	для нового	2	1
581	пришли к	1	1
582	дальнейшее развитие	1	1
583	борьба и	2	1
584	свидетельствует о	1	1
585	всех сторон	4	1
586	и того	1	1
587	до последних	1	1
588	быть отнесены	1	1
589	культуры в	5	1
590	же мере	1	1
591	попал в	1	1
592	искусства философии	1	1
593	народы в	1	1
594	был в	1	1
595	лицом к	3	1
596	в русском	2	1
597	от своих	1	1
598	день может	1	1
599	жизни это	1	1
600	что будет	1	1
601	себя а	1	1
602	принято считать	1	1
603	мира а	2	1
604	что этот	1	1
605	долгое время	1	1
606	в атмосферу	1	1
607	стремление к	2	1
608	мира и	2	1
609	в такой	1	1
610	та или	1	1
611	ней нет	1	1
612	к самой	2	1
613	как результат	1	1
614	и власть	1	1
615	вели к	1	1
616	перестала быть	1	1
617	это конечно	1	1
618	как ни	1	1
619	потребность в	1	1
620	случае если	1	1
621	не могу	1	1
622	крестьяне и	1	1
623	мы должны	1	1
624	в прошлом	3	1
625	всей новой	1	1
626	к власти	3	1
627	думать что	2	1
628	и всех	1	1
629	зависимость от	1	1
630	люди не	2	1
631	их будет	1	1
632	приходят в	1	1
633	на уровне	2	1
634	на путь	1	1
635	во многом	1	1
636	не осталось	1	1
637	можно сказать	1	1
638	одна десятая	1	1
639	дня и	3	1
640	эту мысль	1	1
641	не собирается	2	1
642	том случае	1	1
643	человек не	1	1
644	ведь и	2	1
645	в каком-то	1	1
646	принято было	1	1
647	эпохи и	4	1
648	себе и	1	1
