N	3gram	Bakhtin_Fr	Komedia
228	почти во всех	2	1
229	другой стороны в	1	1
230	о том почему	1	1
231	не что иное	1	1
232	которые никогда не	1	1
233	в отрыве от	2	1
234	можно предполагать что	1	1
235	и все его	1	1
236	положительных или отрицательных	1	1
237	нового времени в	1	1
238	во ii веке	1	1
239	до нашей эры	1	1
240	у кого не	1	1
241	тот же что	1	1
242	а в ее	1	1
243	никто не может	2	1
244	иначе чем это	1	1
245	место в нем	1	1
246	как раз в	1	1
247	и в отношении	2	1
248	до нас не	4	1
249	во-вторых потому что	1	1
250	что вместе с	1	1
251	не в лучшем	1	1
252	пределах того же	1	1
253	центром вокруг которого	1	1
254	по этому вопросу	1	1
255	ii веке нашей	1	1
256	и в литературе	2	1
257	что иное как	1	1
258	дошедшие до нас	1	1
259	не знает никто	1	1
260	в нем и	1	1
261	в предисловии к	1	1
262	он действует в	1	1
263	как вы думаете	1	1
264	большинстве случаев не	1	1
265	что в некоторых	1	1
266	и не только	1	1
267	в следующем году	1	1
268	но там они	1	1
269	один из самых	1	1
270	именно в это	1	1
271	и самый характер	1	1
272	в другом случае	1	1
273	к человеку и	1	1
274	потому что они	1	1
275	несколько слов о	1	1
